,-1.4699999999999993,-1.4552999999999994,-1.4405999999999994,-1.4258999999999995,-1.4111999999999996,-1.3964999999999996,-1.3817999999999997,-1.3670999999999998,-1.3523999999999998,-1.3377,-1.323
biomass_dilution,0.1954803466796875,0.19324779510498047,0.19101524353027344,0.18878173828125,0.18654823303222656,0.18431377410888672,0.18208026885986328,0.17984485626220706,0.1776103973388672,0.17537498474121094,0.17313861846923828
protein_biomass_to_biomass,0.0675609655690369,0.06681616700512592,0.06607088740995269,0.06532476102977827,0.06457812499963614,0.06383058449194118,0.06308284392580225,0.062333916902425575,0.061584757094176684,0.06083472057893771,0.06008380227553223
mRNA_biomass_to_biomass,0.00026574189995841183,0.0002617971190302197,0.00025787113767408086,0.00025396427503451624,0.00025007710213393615,0.0002462113078312495,0.00024236686117666206,0.00023853996446166156,0.00023473553179987372,0.0002309503191144181,0.00022718435703315484
tRNA_biomass_to_biomass,0.0016148674236127524,0.0015909082067968258,0.0015670631746805567,0.0015433339416690507,0.0015197240931088065,0.0014962435472910909,0.001472892462287315,0.0014496476595707885,0.001426538990807122,0.0014035467542590648,0.0013806711388213695
rRNA_biomass_to_biomass,0.01167057326417967,0.011497669818482138,0.011325588374011031,0.0111543362155264,0.010983942200692726,0.010814469207744568,0.010645927215712569,0.010478146064936026,0.0103113412875644,0.010145370737759871,0.009980235837961622
ncRNA_biomass_to_biomass,5.485887689404237e-05,5.313700668580994e-05,5.14515723885377e-05,4.980131252370432e-05,4.8186668267487844e-05,4.660628221681067e-05,4.506141896653497e-05,4.354963313409101e-05,4.2072494102922714e-05,4.062835334013624e-05,3.921686601762832e-05
DNA_biomass_to_biomass,0.011486434103574288,0.0113598795234091,0.0112330724871178,0.011105966507713607,0.010978623414071185,0.010850996267509998,0.010723201460502254,0.010595082474728457,0.010466810332994776,0.010338282594920948,0.01020950592606616
lipid_biomass_to_biomass,0.03747173713090435,0.037043778069241286,0.03661581900757823,0.03618767713555137,0.0357595352635245,0.035331210581133844,0.034903068709106984,0.03447456121635251,0.03404623653396185,0.033617729041207384,0.033189038738089115
constituent_biomass_to_biomass,0.02725649729895688,0.02694520495167301,0.026633912604389142,0.02632248728301417,0.026011061961639197,0.025699503666173112,0.025388078344798136,0.025076387075240944,0.02476482877977486,0.02445313751021767,0.02414131326656937
