,base,4FE4St_s,CITt15_FWD_BSU07610-MONOMER_s,ALAt2r_FWD_BSU27810-MONOMER_s,ASNt2r_FWD_CPLX_dummy_s,CBL1t_s,CITt11_FWD_BSU07610-MONOMER_s,HISt2r_FWD_BSU39390-MONOMER_s,LEUt2r_FWD_BSU29600-MONOMER_s,PYDX5Pt_s,PHEt2r_REV_CPLX_dummy_s,PSER_Lt6_FWD_CPLX_dummy_s,ASPt2r_FWD_CPLX_dummy_s,METt3_FWD_CPLX_dummy_s,TYRt2r_REV_CPLX_dummy_s,THMPPt_s,CITt13_FWD_BSU07610-MONOMER_s
DM_RNA_BSU00110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU39980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU29750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU25710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU21680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU30300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU27120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU00980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU35950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU35930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU35960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU35940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU35920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU06020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU06030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU30830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU30820,2.8559051357947367e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU30790,1.2479460813330179e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU30800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU30780,7.624902619073828e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU38020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU06370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU22650,0.0,2.208049742943714e-09,2.208045523562702e-09,2.2080399574019618e-09,2.2080301046224915e-09,2.206481416762179e-09,2.2080455347926727e-09,2.207976040674217e-09,2.208045520686548e-09,1.883042132768064e-09,2.2082043108008426e-09,1.8831145160734328e-09,2.207409695003755e-09,2.2078310455916288e-09,2.2080485135518145e-09,0.0,0.0
DM_RNA_BSU22600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU22640,1.1721727062062598e-09,2.3427565623086783e-09,2.342625798387117e-09,2.3426202956879294e-09,2.3426071569118984e-09,2.3410152050002683e-09,2.342625811233796e-09,2.3425484326783725e-09,2.342625795067263e-09,2.1746589055367517e-09,2.342809223858469e-09,2.1747384450534506e-09,2.341976989640713e-09,2.3424089672330305e-09,2.34263196820726e-09,0.0,0.0
DM_RNA_BSU22630,1.1721727062062598e-09,2.3427565623086783e-09,2.342625798387117e-09,2.3426202956879294e-09,2.3426071569118984e-09,2.3410152050002683e-09,2.342625811233796e-09,2.3425484326783725e-09,2.342625795067263e-09,2.1746589055367517e-09,2.342809223858469e-09,2.1747384450534506e-09,2.341976989640713e-09,2.3424089672330305e-09,2.34263196820726e-09,0.0,0.0
DM_RNA_BSU22660,1.053165041680875e-09,2.2363409182294113e-09,2.236310121917885e-09,2.236304569085363e-09,2.2362940261796977e-09,2.2347362519875638e-09,2.2363101334873973e-09,2.2362389834766167e-09,2.2363101189485445e-09,1.94428759364036e-09,2.236474083686742e-09,1.9443614798958402e-09,2.2356715672552387e-09,2.2360951497304577e-09,2.2363137797362688e-09,0.0,0.0
DM_RNA_BSU22610,8.087428983423113e-10,2.4865568659493946e-09,2.486291015003725e-09,2.4862855800501096e-09,2.48626893345387e-09,2.4846307969188814e-09,2.4862910295762498e-09,2.4862052343390626e-09,2.486291011210219e-09,2.4859614859744116e-09,2.486500741930591e-09,2.486048664787822e-09,2.4856283498326325e-09,2.4860716718132515e-09,2.0550414017219063e-09,0.0,0.0
DM_RNA_BSU22680,1.1722806041694583e-09,2.4865568659493946e-09,2.486291015003725e-09,2.4862855800501096e-09,2.48626893345387e-09,2.4846307969188814e-09,2.4862910295762498e-09,2.4862052343390626e-09,2.486291011210219e-09,2.4859614859744116e-09,2.486500741930591e-09,2.486048664787822e-09,2.4856283498326325e-09,2.4860716718132515e-09,2.4863005793117635e-09,0.0,0.0
DM_RNA_BSU22620,0.0,2.4865568659493946e-09,2.486291015003725e-09,2.4862855800501096e-09,2.48626893345387e-09,2.4846307969188814e-09,2.4862910295762498e-09,2.4862052343390626e-09,2.486291011210219e-09,2.4859614859744116e-09,2.486500741930591e-09,2.486048664787822e-09,2.4856283498326325e-09,2.4860716718132515e-09,2.1837653557898908e-09,0.0,0.0
DM_RNA_BSU22670,1.1029343756351082e-09,2.28084423445915e-09,2.280771631417038e-09,2.2807660995504147e-09,2.280754471044594e-09,2.279182403635782e-09,2.2807716435206648e-09,2.280697888715314e-09,2.280771628301112e-09,2.0406295124652665e-09,2.280943732960029e-09,2.0407057629302003e-09,2.2801287884682466e-09,2.2805558818046203e-09,2.2807763397614948e-09,0.0,0.0
DM_RNA_BSU13300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU01040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU01050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU28310,3.4001076890096746e-09,1.146393048789366e-08,7.0842764586555554e-09,7.084289524994986e-09,7.084777272844934e-09,7.078600212067668e-09,7.084276511138412e-09,7.083852786467441e-09,7.084276444362064e-09,7.083873914048236e-09,7.0855810627095004e-09,7.084394780739284e-09,7.082474744253015e-09,7.083125136321634e-09,7.084385659618104e-09,0.0,0.0
DM_RNA_BSU28290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU28280,5.578691961929949e-09,8.94645773475071e-09,4.5665582818123815e-09,4.566564568683389e-09,4.567097762182771e-09,4.56310715182182e-09,4.5665583220276306e-09,4.566268562035526e-09,4.566558270861414e-09,4.5664480523781375e-09,4.5676701423643965e-09,4.56689683766237e-09,4.565530848638586e-09,4.56583831735753e-09,4.566678460228155e-09,0.0,0.0
DM_RNA_BSU28300,3.4001076890096746e-09,1.146393048789366e-08,7.0842764586555554e-09,7.084289524994986e-09,7.084777272844934e-09,7.078600212067668e-09,7.084276511138412e-09,7.083852786467441e-09,7.084276444362064e-09,7.083873914048236e-09,7.0855810627095004e-09,7.084394780739284e-09,7.082474744253015e-09,7.083125136321634e-09,7.084385659618104e-09,0.0,0.0
DM_RNA_BSU28270,5.112492214254746e-09,8.174076861622648e-09,3.794102110720666e-09,3.794106317596276e-09,3.7946534541861425e-09,3.791333664385015e-09,3.7941021471721146e-09,3.793853488620135e-09,3.794102100795212e-09,3.794081565930804e-09,3.795154836017245e-09,3.794508236060122e-09,3.793312233250604e-09,3.7935144903298565e-09,3.7942256571073136e-09,0.0,0.0
DM_RNA_BSU28250,0.0,8.305038480999532e-09,3.925076497300363e-09,3.9250810568511555e-09,3.925625829309836e-09,3.9221922980245765e-09,3.925076534389984e-09,3.924820906852437e-09,3.925076487201027e-09,3.925040745963226e-09,3.9261392493196154e-09,3.925471165844254e-09,3.924246340894434e-09,3.9244664372123195e-09,3.925199472628177e-09,0.0,0.0
DM_RNA_BSU28260,0.0,8.305038480999532e-09,3.925076497300363e-09,3.9250810568511555e-09,3.925625829309836e-09,3.9221922980245765e-09,3.925076534389984e-09,3.924820906852437e-09,3.925076487201027e-09,3.925040745963226e-09,3.9261392493196154e-09,3.925471165844254e-09,3.924246340894434e-09,3.9244664372123195e-09,3.925199472628177e-09,0.0,0.0
DM_RNA_BSU31580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU19230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU27270,1.4173500520122192e-10,1.1741827768240144e-10,1.1724128704808008e-10,1.1724134173319314e-10,1.1728505549428329e-10,1.1714997767781233e-10,1.1724128874697836e-10,1.172362053252805e-10,1.172412865792208e-10,2.6260908275582006e-10,1.1729425082230244e-10,1.172837449128704e-10,1.1723450421645823e-10,1.1721129858442592e-10,1.1724594691606188e-10,0.0,0.0
DM_RNA_BSU27250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU27260,2.1968653572126296e-11,1.8199607512471924e-11,1.8172174304102572e-11,1.817218278019006e-11,1.8178958329196896e-11,1.8158021527091316e-11,1.817217456742854e-11,1.8171386646829227e-11,1.817217423143028e-11,4.070390342714516e-11,1.8180383587378155e-11,1.8178755191595158e-11,1.8171122978229132e-11,1.8167526149835794e-11,1.8172896574689422e-11,0.0,0.0
DM_RNA_BSU40890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU40910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU37330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU03270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU00090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU36590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU29220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU38140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU38150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU38170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU38160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU29600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU13010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU40040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU38490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU00940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU00930,0.0,2.935455729782948e-11,2.93103096408599e-11,2.9310323312132454e-11,2.9321251749647165e-11,2.928748231855272e-11,2.931031006558429e-11,2.930903921125116e-11,2.931030952364513e-11,2.9312291148607945e-11,2.932355058074828e-11,2.932092410671027e-11,2.930861393847918e-11,2.9302812530012074e-11,2.931147460771084e-11,0.0,0.0
DM_RNA_BSU08650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU30410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU30430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU30450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU30420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU30440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU27900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU27910,4.1384718645171164e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.272905917259731e-10,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU14860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU22560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU22550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU22540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU25260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU25270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU06160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU06150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU31200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU31180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU28230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU09530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU09540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU02360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU02350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU23800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU34200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU37320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU37710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU11220,0.0,5.102514962942036e-10,5.102518815240759e-10,5.102534383417133e-10,5.102765769507869e-10,5.097582789234133e-10,5.102518841059261e-10,5.102151559740933e-10,5.102518807938159e-10,5.101639590821874e-10,5.103082611475255e-10,5.101848628293127e-10,5.100537421250847e-10,5.101426984636621e-10,5.102498110722538e-10,0.0,0.0
DM_RNA_BSU11230,1.5353700525114736e-09,1.1637264223878633e-09,1.1635073993869961e-09,1.1635074689150608e-09,1.1634636630539732e-09,1.1625518529679332e-09,1.1635074057419371e-09,1.163425544174791e-09,1.163507397602341e-09,1.1632593053900461e-09,1.1636454126249917e-09,1.1633103139988185e-09,1.1631407744191958e-09,1.1633465236691349e-09,1.163534370821528e-09,0.0,0.0
DM_RNA_BSU11210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU11250,0.0,5.761059886364261e-10,5.761064235851484e-10,5.76108181330046e-10,5.761343062730455e-10,5.75549115245411e-10,5.761064265002193e-10,5.760649581324558e-10,5.76106422760639e-10,5.760071536257747e-10,5.76170079721274e-10,5.760307552692607e-10,5.758827117583872e-10,5.759831490520627e-10,5.761040859149945e-10,0.0,0.0
DM_RNA_BSU11200,0.0,7.937906579584379e-10,7.937912572548161e-10,7.937936791728422e-10,7.938296755625722e-10,7.930233670359815e-10,7.93791261271362e-10,7.937341238633487e-10,7.937912561187616e-10,7.936544776206495e-10,7.938789661958356e-10,7.936869972689111e-10,7.934830147410069e-10,7.936214027928632e-10,7.937880362837343e-10,0.0,0.0
DM_RNA_BSU11190,0.0,6.697287953126413e-10,6.697293009447467e-10,6.69731344340226e-10,6.697617148396614e-10,6.690814245984626e-10,6.69729304333545e-10,6.696810969541152e-10,6.697292999862466e-10,6.696138986548668e-10,6.698033018199373e-10,6.696413357941626e-10,6.694692337779592e-10,6.695859931052783e-10,6.697265833805365e-10,0.0,0.0
DM_RNA_BSU11240,1.5353700525114736e-09,1.1637264223878633e-09,1.1635073993869961e-09,1.1635074689150608e-09,1.1634636630539732e-09,1.1625518529679332e-09,1.1635074057419371e-09,1.163425544174791e-09,1.163507397602341e-09,1.1632593053900461e-09,1.1636454126249917e-09,1.1633103139988185e-09,1.1631407744191958e-09,1.1633465236691349e-09,1.163534370821528e-09,0.0,0.0
DM_RNA_BSU11870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU11880,2.6013883417273587e-10,9.41112292321533e-10,3.014662974115747e-10,3.0146641310243687e-10,3.015391193877646e-10,6.06950140699507e-10,3.0146630089845257e-10,3.014441546180996e-10,3.0146629646354253e-10,3.0150344945524243e-10,3.0157753514135523e-10,3.015564344638072e-10,3.0139752765632267e-10,4.3573697205372333e-10,3.0148379206890734e-10,0.0,0.0
DM_RNA_BSU33510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU33500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU39780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU12920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU12960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU12950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU12930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU12940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU18410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU04360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU00900,1.6856376055232757e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU00910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU21770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU03220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU32200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU36010,5.349438793717194e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU36000,0.0,4.996947358725745e-09,3.398021191567132e-09,3.398027946409817e-09,3.398204385140749e-09,3.395260484507844e-09,3.39802121535317e-09,3.3978225285136558e-09,3.3980211850873255e-09,3.3977680143421593e-09,3.3985852664667015e-09,3.3979837318148613e-09,3.397148240197845e-09,3.3974665501359343e-09,3.398059347267446e-09,0.0,0.0
DM_RNA_BSU32260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU32250,2.416099983923028e-10,2.283662911084292e-09,6.376323511987897e-10,6.376326023279804e-10,6.378038765938385e-10,1.4239072460191295e-09,6.376323587410804e-10,6.375871436122565e-10,6.376323491448416e-10,6.377328316394168e-10,6.378757344135039e-10,6.37850440336766e-10,6.37478327233146e-10,9.83203745475478e-10,6.37671160461027e-10,0.0,0.0
DM_RNA_BSU32240,0.0,2.2054960129296273e-09,5.595770724143038e-10,5.595772972202276e-10,5.597396237684265e-10,1.3458885636062827e-09,5.595770791481759e-10,5.595385165239861e-10,5.595770705782857e-10,5.596802992230829e-10,5.597962299319746e-10,5.597873171995033e-10,5.594360158858803e-10,9.051512754155561e-10,5.596123718734825e-10,0.0,0.0
DM_RNA_BSU16090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU16100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU23070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU28540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU28560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU02870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU02860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU02850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU17410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU11010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU03150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU25550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
