Locus_tag,SMM_1_hyb25347102,SMM_2_hyb25346902,SMM_3_hyb25346702,Salt_1_hyb25345102,Salt_2_hyb25344802,Salt_3_hyb25347202
BSU_misc_RNA_36,12.7237,12.8774,12.6115,12.3938,12.1286,11.8728
BSU23300,10.7026,10.6395,10.3867,12.0229,11.8845,11.8009
new_2432160_2433082,7.5807,7.65,7.4686,8.0438,7.8603,7.6156
new_2432172_2432238_c,9.149,8.8082,9.1527,9.245,8.8784,8.8948
BSU23310,12.9466,12.7782,12.9539,12.5176,12.5194,12.8186
new_2432916_2433315_c,12.2067,11.7186,11.8554,10.4136,10.5239,10.842
BSU23320,7.2251,7.0547,6.9336,7.2999,7.1326,7.1465
BSU23328,12.3317,11.7809,11.8437,10.4572,10.4842,10.8878
BSU23329,7.8169,7.7877,7.6042,9.6578,9.8211,9.967
new_2433788_2434859,7.0358,6.7885,6.7875,7.1767,7.1321,7.0652
BSU23330,7.7715,7.5529,7.609,9.4896,9.568999999999999,9.56
BSU23340,7.7154,7.563,7.5195,8.9566,9.1483,9.1224
BSU23350,7.2059,6.8796,6.8724,7.2511,7.1428,7.112
BSU23360,13.685,13.7348,13.6639,12.9932,12.8756,12.9144
new_2435792_2435878_c,13.7948,13.9223,13.8081,13.0169,12.718,12.7669
new_2435947_2436044,13.5179,13.3552,12.9176,14.4088,14.2248,14.7862
BSU23370,12.1341,12.0337,11.8771,13.1983,13.1747,13.3449
BSU23380,13.0839,12.8929,13.0458,11.8862,11.8059,11.9602
new_2438267_2438331_c,13.1862,13.2018,13.0719,12.2913,12.1551,12.3836
BSU23390,8.4545,8.2705,8.2571,8.3948,8.4143,8.4636
BSU23401,7.9777,7.6969,7.7714,7.9817,7.9202,7.7373
BSU23402,7.473,7.2177,7.3693,7.1736,7.2176,7.1569
BSU23410,7.207999999999999,6.985,7.1135,7.1433,7.0823,6.9961
BSU23420,7.2117,7.0271,7.2118,7.0684,7.1594,6.9229
BSU23430,7.1449,6.8597,7.01,6.9595,6.9716,6.8276
BSU23440,7.2011,7.0065,7.1196,7.1,7.1621,6.909
BSU23450,10.2506,10.6833,10.9159,9.6363,9.5375,9.1113
BSU23460,10.7739,11.1503,11.2544,9.8724,9.9541,9.7252
BSU23470,11.1927,11.4799,11.705,10.2967,10.0427,9.8838
new_2445036_2445093_c,7.6388,7.6202,7.8707,7.6514,7.9745,7.2334
BSU23480,7.6037,7.8415,8.0707,7.7334,7.9959,7.1981
BSU23490,12.0319,12.194,12.1386,12.1474,12.2433,12.2991
BSU23500,12.2796,12.2667,12.3793,12.4676,12.4125,12.5906
new_2448499_2448590_c,11.415,11.3761,11.5973,10.5608,10.6535,10.6144
BSU23510,11.8093,11.7909,11.8276,11.1391,11.1228,11.0865
BSU23519,9.4716,9.7476,9.9675,10.2801,10.4575,9.868
BSU23520,12.8864,12.8601,12.9169,12.9281,12.7673,12.7255
new_2450326_2450402_c,7.6684,7.6727,7.6989,7.4003,7.3878,7.307
BSU23530,7.5852,7.5894,7.6773,7.3851,7.3663,7.2376
BSU23540,8.3313,8.5637,8.2202,8.8547,8.4791,8.4983
BSU23550,10.009,10.0868,10.1137,8.9697,8.8171,8.984
BSU23560,9.4277,9.3387,9.4082,8.11,7.9468,8.1011
new_2454265_2454346_c,10.0102,10.3935,10.4331,9.1802,8.4774,9.4549
BSU23570,10.289000000000001,10.2523,10.2962,9.6694,9.4741,9.7747
BSU23580,10.3588,10.182,10.2268,9.6857,9.3373,9.7336
new_2456809_2456888_c,10.038,9.8636,10.0752,9.2666,9.2294,9.5089
new_2456890_2457210_c,9.5331,9.2422,9.4162,9.0816,9.007,9.1962
BSU23590,9.3879,9.6417,9.3201,9.0752,8.9164,8.6559
new_2457212_2457348_c,10.697000000000001,10.4771,10.6883,10.4191,10.3043,10.4188
BSU23600,11.3202,11.1911,11.2304,10.9767,10.7557,10.9268
BSU23610,11.6238,11.6227,11.5559,11.1673,11.1179,11.2399
new_2459114_2459288,7.2147,7.3315,7.461,7.0024,6.995,6.9136
BSU23620,11.1347,11.1963,11.1972,12.6087,12.4893,12.5659
BSU23630,9.4008,9.5572,9.4413,9.8093,9.5558,9.6132
BSU23640,9.2235,9.1741,9.2758,9.3548,9.292,9.3414
BSU23650,13.1077,13.3086,13.2337,13.3057,12.9331,13.1425
BSU23660,13.3221,13.3879,13.3443,13.5697,13.395,13.2972
BSU23670,12.5553,12.5198,12.4802,10.8114,10.4691,10.8243
BSU23680,12.694,12.5125,12.4254,10.8693,10.6755,10.9602
BSU23690,12.9193,12.9577,12.8054,11.3467,11.2592,11.3907
new_2464042_2464118_c,12.9432,13.2586,12.9798,11.6104,11.3798,11.3492
new_2464120_2464226_c,7.4345,7.3141,7.346,7.3067,7.1386,7.2231
BSU23700,7.207999999999999,7.1233,7.1101,7.1779,6.9741,7.0841
BSU23710,7.1939,7.031000000000001,6.9176,7.1317,6.9527,7.0635
BSU23720,9.8586,9.8591,9.5585,8.836,8.6543,8.6639
BSU23730,10.2023,10.3066,10.3316,8.9853,8.885,9.0349
BSU23740,9.5333,9.5069,9.6169,8.3819,8.1719,8.3309
new_2467979_2468158_c,10.7416,10.8434,10.8687,9.7209,9.5002,9.7054
BSU23750,10.8538,10.8122,11.0131,9.6934,9.4529,9.6874
BSU23760,11.3205,11.3193,11.3298,10.1027,9.9725,10.1966
new_2469509_2469579_c,10.9042,10.8994,10.8752,9.895,9.8419,10.0624
BSU23770,10.9502,10.8334,11.0086,10.3456,9.9757,10.5916
new_2470927_2471001_c,10.9883,10.9467,11.0567,10.5988,10.5463,10.7725
BSU23780,10.7141,10.6763,10.7135,10.3112,10.2384,10.3354
BSU23790,10.6052,10.5423,10.6773,10.2517,10.186,10.3537
new_2472864_2473150,10.6926,10.7948,10.9302,9.8033,9.0166,9.3863
BSU23800,9.8911,9.7478,9.917,8.7087,8.5459,8.6606
BSU23810,9.5588,9.5676,9.5148,9.3888,9.4709,9.4864
BSU23820,8.7605,8.6824,8.6656,9.5776,9.5644,9.6392
BSU23830,11.6055,11.5995,11.3867,12.970999999999998,12.8681,12.8528
new_2477758_2477958_c,10.9802,11.0509,11.0147,10.8639,10.5841,10.5042
BSU23840,10.2544,10.2173,10.3292,9.4199,9.3443,9.4252
new_2479090_2479155,13.0204,13.9303,14.0466,14.1221,14.0214,13.5332
BSU23850,14.2377,14.1685,14.2097,14.1701,14.0675,14.2046
BSU23860,14.8145,14.9516,14.9423,14.652000000000001,14.4528,14.5242
BSU23870,9.8506,9.886000000000001,9.9928,10.2538,10.300999999999998,10.2999
new_2483514_2483788_c,9.8326,10.1706,9.8738,10.6441,10.4522,10.4597
BSU23880,13.1486,13.2061,13.190999999999999,13.1613,12.9813,13.0912
BSU23890,11.7212,11.7734,11.905999999999999,11.8517,11.825999999999999,11.8031
new_2484736_2485656_c,9.5329,9.4744,9.3818,9.8472,9.5822,9.7135
BSU23900,7.5395,7.4032,7.3564,10.4918,10.8157,10.505999999999998
BSU23910,12.1466,12.1302,12.2126,12.4496,12.388,12.4741
BSU23920,12.8501,12.7095,12.8345,13.1179,12.8704,13.1653
BSU23930,7.5828,7.5678,7.521,7.8705,7.8798,7.824
new_2488815_2488968,11.8054,12.1885,11.9027,12.7345,12.7637,12.4765
BSU23940,7.612,7.5046,7.4618,7.6322,7.5221,7.5211
new_2488970_2489605,9.429,9.4935,9.5277,10.5991,10.2462,10.4436
BSU23950,11.0757,11.03,11.1995,10.2117,10.1624,10.280999999999999
BSU23960,13.2002,13.2623,13.3569,10.6101,10.4832,10.4965
BSU23970,13.2876,13.2792,13.4582,10.5122,10.4305,10.616
new_2491949_2492028_c,13.3591,13.2134,13.4829,10.1375,10.208,10.5415
BSU23980,14.2182,13.9957,14.2036,10.757,10.5697,10.6956
BSU23990,13.448,13.3642,13.2722,13.8012,13.8572,13.6449
BSU24000,7.6759,7.5286,7.4425,13.2463,13.5938,13.1794
BSU24010,8.5126,8.5294,8.6125,12.8259,12.9436,12.5521
BSU24020,9.1751,9.0039,9.0125,10.1635,10.3512,10.0797
BSU24030,12.0456,12.0977,12.0438,12.065999999999999,11.7382,12.4846
BSU24040,12.0347,12.1259,12.032,12.1687,11.7796,12.5244
BSU24050,12.2551,12.1267,12.3789,12.4106,12.2172,12.8278
BSU24060,12.1629,12.2592,12.255,12.1005,11.8779,12.7013
BSU24070,12.0398,12.1188,12.0268,12.1357,11.6136,12.6431
BSU24080,12.3175,12.350999999999999,12.3762,12.8057,12.549000000000001,13.2632
BSU24090,12.0595,12.1137,11.9336,12.6028,12.4497,13.0893
new_2504707_2504788_c,10.3748,10.3543,10.3468,10.0476,9.8519,10.5372
BSU24100,10.1476,10.036,9.9919,9.7135,9.3201,10.2851
BSU24110,11.118,11.1183,11.0092,10.6547,10.4177,10.3541
BSU24120,8.9168,8.9439,8.9506,9.1365,9.1555,9.1378
BSU24130,7.4789,7.3499,7.4021,7.6716,7.5669,7.6907
BSU24140,7.2729,7.1951,7.2714,7.3533,7.3974,7.3666
BSU24150,7.1562,7.081,7.1155,7.2951,7.2791,7.2245
BSU24160,7.1547,6.984,6.9864,7.0622,7.0295,7.0136
BSU24170,7.1647,7.0268,7.0759,7.0982,7.0246,7.0658
BSU24180,9.7371,9.5594,9.4847,11.0521,10.8675,11.004000000000001
BSU24190,7.9005,7.7618,7.7255,8.7746,8.6914,9.0452
BSU24200,7.9815,7.9073,7.8293,8.8527,8.8373,9.112
new_2516201_2516406,9.2496,9.1229,9.1141,9.897,9.5966,9.8044
BSU24210,9.8183,9.781,9.6802,10.3508,10.3115,10.4636
new_2517585_2517755_c,9.6095,9.6308,9.3339,11.6787,11.2595,11.5061
new_2517757_2517885_c,8.5838,8.3881,8.4562,7.6224,7.4498,7.5623
BSU24220,13.1353,13.0717,13.2347,12.1874,12.0421,12.0908
new_2518877_2519029_c,13.5664,13.4522,13.5023,12.8448,12.7852,12.8174
BSU24230,7.7168,7.5484,7.8713,7.6205,7.6636,7.3351
BSU24240,11.3911,11.3039,11.4337,11.7573,11.7209,11.827
BSU24250,11.5326,11.4175,11.4831,12.0256,11.8361,11.9635
new_2522774_2522859_c,11.7383,11.579,11.7602,12.3044,12.049000000000001,12.2733
BSU24260,12.7396,12.7973,12.8386,13.742,13.7509,13.829
BSU24270,13.1281,13.1799,13.2688,14.1658,14.1696,14.2756
new_2525615_2525743_c,13.6875,13.5988,13.6375,14.744000000000002,14.5605,14.9135
BSU24280,11.805,11.6592,11.6849,11.7931,11.6674,11.9348
BSU24290,11.9494,11.6196,11.8043,12.0065,11.7665,12.0099
BSU24300,11.425,11.2408,11.2965,11.6731,11.3644,11.5766
new_2528267_2528403_c,12.048,12.126,12.3354,12.3239,12.1129,12.3335
BSU24310,13.4947,13.5002,13.3863,12.87,12.6562,12.6343
BSU24320,14.1201,14.0539,14.1186,13.4803,13.0291,13.3381
new_2529726_2529888_c,13.3423,13.2907,13.1375,13.1796,13.065,12.9686
BSU24330,14.4035,14.4561,14.4578,14.556,14.4259,14.5051
BSU24340,14.5555,14.6055,14.6146,14.8092,14.4503,14.4772
BSU24350,14.6879,14.8279,14.7346,14.2108,13.888,14.0
BSU24360,8.3316,9.1406,9.1904,8.6807,8.7198,7.7694
BSU24370,7.7845,8.262,8.1984,8.0304,8.1374,7.4701
BSU24380,7.8378,8.28,8.2125,8.0569,7.985,7.4898
BSU24390,7.3316,7.4242,7.5355,7.5083,7.4975,7.2101
BSU24400,7.3656,7.5887,7.7887,7.5743,7.5474,7.2548
BSU24410,7.4955,7.7078,7.861000000000001,7.5939,7.6638,7.2585
BSU24420,7.4762,7.7241,7.7936,7.4655,7.4233,7.2473
BSU24430,7.5629,8.0628,8.1833,7.8331,7.8352,7.2997
new_2537614_2537688_c,7.555,7.5941,7.7367,7.3537,7.457000000000001,7.1462
BSU24440,7.317,7.5573,7.6615,7.3264,7.2003,6.9317
BSU24450,14.0327,14.1468,14.1842,13.4959,13.4687,13.4384
BSU24460,13.7366,13.7617,13.7982,13.1586,13.0193,13.1534
BSU24470,13.4434,13.4018,13.4726,13.4697,13.3832,13.4886
BSU24480,7.4173,7.2461,7.24,7.2917,7.2285,7.0974
BSU24490,11.3803,11.3239,11.4375,12.5259,12.9294,12.5057
BSU24500,11.5873,11.4759,11.6527,12.7263,12.8924,12.5911
BSU24510,7.9442,7.8503,7.8664,7.8971,7.8907,7.7655
BSU24520,13.5126,13.4687,13.5,13.6015,13.5694,13.5717
BSU24530,12.431,12.2794,12.3287,12.7495,12.6283,12.8361
new_2544841_2545385_c,9.272,9.1159,9.1336,7.4685,7.3945,7.3941
new_2544915_2544994,13.5516,13.4931,13.6217,13.1879,12.9044,13.3603
BSU24540,12.220999999999998,12.2278,12.1273,12.0917,11.8781,11.6282
BSU24550,12.0384,12.0169,11.9655,9.4786,9.3514,9.4651
BSU24560,12.0936,12.0856,12.078,9.4503,9.2654,9.4093
BSU24570,12.5802,12.4799,12.4958,9.6623,9.4965,9.6714
BSU_misc_RNA_38,12.8647,12.7804,12.732999999999999,10.8395,10.4845,10.5493
new_2549607_2549677_c,12.530999999999999,12.8528,12.6309,10.8038,10.5102,10.5313
new_2549645_2549774,7.3408,7.1905,7.1858,7.1311,7.138999999999999,6.9282
BSU24580,7.2434,7.1866,7.1843,7.1976,7.1946,7.0582
BSU24590,9.775,9.7461,9.9093,9.3171,9.3393,9.1961
new_2552307_2552445,11.4888,11.7075,11.4483,10.5838,10.4239,10.2083
BSU24600,10.6544,10.8017,10.8651,9.7918,9.6703,9.5932
BSU24610,12.0991,12.2546,12.062000000000001,11.7385,11.445,11.2897
BSU24620,12.8771,13.0215,12.8546,9.6713,9.5665,9.4673
BSU24630,10.3517,10.3733,10.3366,8.2122,8.1573,8.1077
BSU24640,9.9346,10.1787,9.9976,8.1054,7.9382,7.9528
BSU24650,7.8807,7.9536,8.0397,7.8216,7.8020000000000005,7.4476
new_2555662_2555886_c,10.372,11.085999999999999,10.2677,9.7708,9.3894,9.5344
BSU24660,11.7335,12.5134,11.6789,10.6814,9.9317,10.0248
BSU24670,11.9657,12.4858,11.6886,10.7235,10.0256,10.1412
BSU24680,11.5756,12.3517,11.5504,10.6036,9.8975,10.0768
BSU24690,11.6566,12.1814,11.4104,10.8269,10.0309,10.3186
BSU24700,11.7981,12.4516,11.8144,11.0533,10.1168,10.6311
BSU24710,11.4699,12.2573,11.4561,10.7308,10.0617,10.2691
BSU24720,11.6086,12.3681,11.6081,11.1537,10.3947,10.6465
BSU24730,11.5833,12.3996,11.5192,11.302999999999999,10.5518,10.7555
new_2560260_2560488_c,7.3412,7.1638,7.2131,11.925,12.3848,11.9297
BSU24740,7.61,7.3344,7.2221,12.0798,12.5537,12.1588
BSU24750,7.5011,7.3552,7.225,12.5571,13.0475,12.7158
new_2562914_2563888,7.359,7.195,7.121,10.9667,11.2555,10.9356
BSU24760,8.8834,8.7906,8.6965,12.2292,12.0691,12.171
new_2563803_2563987_c,9.3866,8.9731,9.0968,12.5698,12.626,12.5083
BSU24770,11.8798,11.7168,11.6451,16.4089,16.3933,16.2254
BSU24780,13.8075,13.8953,13.6617,12.6501,12.1926,12.315
new_2564914_2565669,8.1517,8.2244,8.1631,7.9732,7.8704,7.706
BSU24790,11.8624,12.0856,11.7486,11.8005,11.4411,11.6178
BSU24800,14.0912,14.0575,13.9036,13.0346,12.7988,12.8088
BSU24810,12.2494,12.0817,12.2326,11.7302,11.5644,11.6163
new_2565921_2566988,8.3412,8.6452,8.221,8.0297,7.7209,7.6024
BSU24820,12.0736,12.0086,12.1035,11.3485,11.1615,11.3969
BSU24830,11.3508,11.1667,11.167,10.9781,10.8521,11.0491
BSU24840,13.6226,13.6772,13.735999999999999,13.1199,13.0802,13.2821
new_2569624_2570653,7.3473,7.2807,7.101,10.1194,10.3985,9.6668
new_2570490_2570556_c,14.3326,14.6058,14.2439,13.7031,13.6702,14.1142
BSU24850,11.7868,11.7594,11.7817,11.8885,11.8119,11.9894
BSU24860,12.2154,12.0645,12.1195,11.9684,11.8092,12.0675
new_2571798_2571906_c,11.0597,10.9028,11.0372,10.6532,10.5679,10.9225
BSU24870,11.1557,11.1166,11.1755,10.8942,10.7303,11.0236
BSU24880,10.9962,10.8007,10.8646,9.9714,9.7088,9.9258
BSU24890,10.7586,10.683,10.6874,9.7156,9.5167,9.5843
new_2574324_2574407_c,10.8723,10.8764,10.7038,9.8612,9.8541,9.9102
BSU24900,13.2572,13.4764,14.1755,13.1192,12.492,12.7238
BSU24910,8.9768,8.969,9.0374,8.2347,8.1025,8.2306
BSU24920,9.1433,9.1884,9.1051,8.1398,8.0914,8.1147
new_2576155_2576328,10.1094,9.6885,10.0973,9.1539,9.1927,9.6904
BSU24930,13.1732,12.9839,13.0269,12.0737,11.8504,12.0202
BSU24940,11.6918,11.7543,11.7831,10.8358,10.5541,10.7407
BSU24950,7.2374,7.0613,7.0271,7.3547,7.3382,7.3064
BSU24960,7.2884,7.0744,6.9886,7.3389999999999995,7.2367,7.3491
BSU24970,7.0918,6.9557,6.8895,7.0869,7.0733,7.153
BSU24980,7.0814,6.8675,6.7747,7.0187,6.8949,7.0115
BSU24990,7.1046,6.8927,6.7915,7.1022,7.0079,7.0777
BSU25000,12.5553,12.4268,12.4584,12.898,12.667,13.0235
BSU25010,7.4409,7.1987,7.2821,7.667999999999999,7.6184,7.6145
BSU25020,15.5709,15.7046,15.7231,16.4614,16.4362,16.4172
new_2586107_2586175_c,12.2496,12.3637,12.3804,16.2791,16.2392,16.1153
BSU25030,11.6166,11.5455,11.6732,12.3946,12.6083,12.3247
new_2586704_2586996_c,11.4899,11.373,11.2586,12.3861,12.5157,12.408
BSU25040,10.8484,10.699000000000002,10.7617,11.0671,10.8719,10.9413
new_2586998_2587934_c,12.1134,12.1576,12.0502,11.1758,11.0287,11.3384
new_2587581_2588011,11.1242,11.2233,11.356,11.6456,11.824000000000002,11.9713
BSU25050,15.7952,15.9701,15.915,15.149000000000001,15.0091,15.1548
BSU25060,8.2019,8.106,8.1388,8.8775,8.7967,8.8416
new_2589046_2589122,12.9599,12.9283,12.9466,13.8892,13.7694,13.8428
BSU25070,12.9667,12.9827,12.9277,13.7404,13.6323,13.673
BSU25080,8.3104,7.9937,8.4996,8.3572,8.4856,8.042
BSU25090,12.2206,12.2137,12.2462,11.4656,11.5437,11.5465
BSU25100,11.047,11.1334,11.1117,11.3641,11.4134,11.463
new_2591428_2592036,9.7208,9.7353,9.8232,9.292,9.2654,9.5361
new_2591866_2591960_c,11.2879,11.5392,11.5863,11.5092,11.732000000000001,11.7564
BSU25110,11.8741,11.7281,11.9033,12.0267,11.9246,12.0982
new_2592930_2593257_c,11.3133,11.0618,11.1169,11.3286,11.257,11.4243
BSU25120,8.2793,8.4317,8.5005,8.3517,8.4611,7.9042
BSU25130,12.7071,12.6147,12.7775,12.9568,12.6905,12.8471
new_2593286_2594087,7.5881,7.5178,7.0949,7.5383,7.4135,7.227
BSU25140,12.2771,12.1473,12.3328,12.4353,12.2472,12.4336
BSU25150,7.205,6.9872,6.9944,7.1444,7.0213,7.0488
new_2596439_2596534,11.9674,11.6511,11.8831,12.5479,12.3187,12.4377
BSU25160,11.6578,11.6791,11.7832,12.0527,12.0938,12.1294
BSU25170,11.3337,11.3392,11.4246,10.5037,10.2677,10.5696
BSU25180,12.0824,11.9381,11.9915,11.1635,10.9159,11.1359
new_2599267_2599375_c,12.5114,12.5081,12.3848,11.7353,11.2643,11.6029
new_2599377_2599490_c,9.495,9.5595,9.7108,7.9805,7.7699,7.8739
BSU25190,11.3836,11.4348,11.4185,9.6594,9.267999999999999,9.316
new_2599926_2600047_c,10.972999999999999,11.3874,11.1251,9.9715,10.2468,10.2201
new_2600049_2600188_c,9.8286,10.0207,10.3167,9.9267,10.2743,10.3343
new_2600050_2600154,10.2033,10.3305,10.2477,9.3354,9.0259,9.6517
new_2600156_2602305,9.6244,10.0555,9.4812,10.0501,9.5782,9.3805
BSU25200,13.5052,13.4164,13.5245,13.4812,13.3286,13.5898
new_2601330_2601527_c,14.450999999999999,14.3962,14.2141,14.4364,14.3972,14.4902
BSU25210,14.0224,13.902999999999999,13.9882,13.8809,13.8774,14.0492
BSU25220,7.9868,8.1071,7.8265,8.4048,7.9145,7.8351
BSU25230,14.2089,14.1037,14.0478,14.224,14.2306,14.2486
new_2603868_2603981_c,14.2942,14.002,14.2334,14.1483,14.3758,14.345999999999998
new_2603983_2604060_c,13.2418,13.2662,13.3045,13.6253,13.5965,14.0841
BSU25240,12.1037,11.9889,11.9618,11.3117,11.0728,11.3795
BSU25250,12.773,12.687999999999999,12.7927,12.0631,11.8584,12.1592
new_2605598_2605729_c,12.5703,12.6725,12.5268,12.1647,12.0986,12.1722
BSU25260,12.9509,12.796,12.8818,12.3089,12.2986,12.4963
BSU25270,12.9482,12.9478,13.0266,12.4593,12.4798,12.6424
BSU_misc_RNA_39,15.4274,15.343,15.3775,15.629000000000001,15.2858,15.251
new_2608912_2610324,8.107000000000001,8.3757,7.5615,8.1647,7.9514,7.4445
BSU25280,13.7414,13.7664,13.8427,13.174000000000001,13.2205,13.2315
BSU25289,13.7758,13.6711,13.8069,13.0394,12.8537,13.1628
new_2609894_2610040_c,13.8245,13.7177,13.7555,12.9476,12.9309,13.1017
BSU25290,13.6483,13.6215,13.6515,12.8802,12.7243,13.0153
BSU25300,14.1617,14.0292,14.1438,13.4069,13.2685,13.4685
new_2611388_2611455_c,13.462,13.0161,13.1974,12.6834,12.9268,13.1074
BSU25310,11.9341,11.8706,11.937999999999999,11.3945,11.3294,11.595999999999998
BSU25320,12.4211,12.4005,12.3916,11.8191,11.8393,12.0209
BSU25330,12.1241,12.0153,12.1105,11.6949,11.5715,11.7314
BSU25340,13.1556,13.261,13.1892,13.1267,13.0991,13.2339
BSU25350,9.1373,9.0913,9.0453,10.2767,10.115,10.5972
BSU25360,8.9471,8.8709,8.8833,10.2283,10.0058,10.2796
BSU25370,14.1697,14.1711,14.1854,16.1917,15.727,15.6726
BSU25380,13.8747,13.9069,13.8505,16.0416,15.7646,16.0619
BSU25390,13.6489,13.636,13.6265,15.7393,15.545,15.6076
BSU25400,16.2263,16.2897,16.3265,16.0143,15.8503,15.9663
BSU25410,16.2533,16.4422,16.4006,16.3599,16.3188,16.1009
BSU25420,7.3366,7.2229,7.2681,7.3298,7.2714,7.215
BSU25430,12.942,12.8184,13.0059,12.5761,12.4245,12.6721
BSU25440,13.0428,13.0244,13.0647,12.8194,12.7457,12.8871
BSU25450,13.3937,13.3068,13.0856,13.0394,12.8579,12.9136
BSU25460,13.2819,13.2714,13.3744,13.0213,12.8375,12.9959
new_2625913_2626090_c,12.9778,12.9577,12.9162,12.767000000000001,12.7615,13.0492
BSU25470,14.6712,14.6839,14.6099,14.7916,14.6085,14.8573
BSU25480,14.6099,14.7516,14.6331,14.9096,14.7386,14.8535
new_2628535_2628605_c,15.0782,14.9146,14.7417,15.4015,15.2234,15.3236
BSU25490,13.4613,13.4488,13.4726,14.2241,14.1461,14.3653
BSU25500,10.9428,10.8221,10.8378,10.7147,10.7314,10.895
BSU25510,13.0468,13.1099,13.1577,12.7492,12.8126,12.9615
BSU25520,8.0127,8.0891,8.1951,8.4407,8.5609,8.3084
BSU25530,7.9317,7.9781,8.032,8.3169,8.3322,8.1016
BSU25540,7.7285,7.5743,7.675,8.0939,8.086,8.0647
new_2635740_2635814,15.6374,16.0667,15.5672,15.4952,15.2635,14.7378
BSU25550,13.9876,14.0579,13.9486,13.3577,13.2766,13.0909
BSU25560,10.9144,10.9786,10.9692,10.7836,10.5495,10.7645
new_2637203_2637542_c,8.8697,9.5958,8.9036,9.2767,8.853,8.9181
BSU25569,12.8691,13.3878,12.8944,13.0043,12.6805,12.4415
BSU25570,9.3362,9.7723,9.3168,9.4878,9.1339,9.228
BSU25580,11.0807,11.2553,10.9966,11.3532,10.9952,11.0103
BSU25590,9.8092,10.477,9.61,10.6929,9.8966,10.0511
new_2641195_2642042_c,9.5886,10.2926,9.6117,10.5099,9.845,9.9328
BSU25600,8.2919,8.5725,9.1,8.1819,8.6965,7.343
new_2642036_2642116,8.2138,8.5048,9.0732,8.1532,8.7733,7.3417
BSU25610,11.9518,11.8874,12.1642,11.4442,11.2474,11.5285
BSU25620,12.6651,12.6056,12.4626,12.228,12.1311,12.269
BSU25630,13.0465,13.118,13.0202,12.4599,12.3626,12.7244
BSU25640,13.1569,13.1665,13.1616,12.5813,12.624,12.8514
BSU25650,13.52,13.4026,13.384,12.8363,12.7675,12.9911
BSU25660,12.7498,12.6996,12.7457,11.8513,11.6822,11.8621
BSU25670,12.4954,12.1804,12.4213,11.4329,11.2503,11.4765
BSU25680,12.7295,12.557,12.6132,11.6173,11.4929,11.8515
new_2647113_2647674_c,12.5359,12.5436,12.5957,11.8512,11.8521,12.0618
new_2647355_2647455,13.87,14.0696,13.8741,12.4941,12.3617,12.527999999999999
BSU25690,13.4841,13.4855,13.5714,12.2484,12.235,12.1402
new_2647615_2647861,13.8695,13.617,13.7674,12.253,12.161,12.3603
new_2647725_2647872_c,8.7732,8.711,8.693,10.9713,11.2178,10.9646
new_2647863_2648916,11.7917,11.8705,12.0583,10.1247,9.9743,9.9658
BSU25700,9.0404,8.8957,8.8593,11.0088,11.3511,11.1159
new_2648688_2648796_c,7.4877,7.3782,7.1893,11.5913,12.0067,11.6753
BSU25710,7.095,6.9552,6.8449,7.3015,7.185,7.0539
new_2649776_2649841,9.1392,9.8653,10.0069,9.8285,9.7816,9.9331
BSU25720,9.4372,9.541,9.6104,9.6955,9.8342,9.8331
BSU25730,7.9192,7.7484,7.8803,8.6267,8.6505,8.8133
BSU25740,10.8283,10.8316,10.8595,10.5395,10.3719,10.5196
BSU25750,7.9654,7.903,7.881,8.6892,8.7275,8.6544
BSU25760,8.4142,8.3815,8.8295,8.2086,8.2485,8.1111
BSU25770,10.1109,10.0353,10.1227,10.5397,10.4069,10.7127
new_2655000_2655301_c,7.1247,6.9693,6.7908,7.209,7.0257,7.1564
BSU25780,9.4809,9.356,9.4353,9.2074,9.0784,9.177
BSU25790,9.5755,9.4698,9.5713,9.1236,9.1543,9.307
BSU25800,9.8004,9.617,9.7427,8.9182,8.786,8.98
BSU25810,10.2136,9.9652,10.0903,9.5549,9.4142,9.4188
BSU25820,7.6942,7.5054,7.7688,7.4184,7.3847,7.3656
BSU25830,9.3835,9.5257,9.4338,8.8239,8.6937,8.7369
BSU25840,13.1645,13.3912,13.0283,12.9778,12.8043,12.6076
BSU25850,9.9137,9.9452,9.7862,9.3593,9.3992,9.3607
BSU25860,12.0424,11.970999999999998,11.9986,12.2062,11.8807,12.2203
BSU25870,11.7826,11.8275,11.7489,12.1939,11.9896,12.2602
new_2663336_2663531_c,7.7754,7.9372,7.6542,7.7036,7.5668,7.5142
BSU25880,12.7428,12.9273,12.7493,11.58,11.3068,11.747
BSU25890,12.1485,12.2815,12.1304,11.1126,10.9221,11.0706
new_2664534_2664730,7.2435,7.1775,7.3015,7.5318,7.6103,7.3954
BSU25900,7.1288,6.9929,6.8721,7.4531,7.2153,7.3078
new_2664732_2666054,7.2469,7.1021,7.1152,8.3914,8.6993,8.3589
BSU25910,7.1884,6.9287,6.8936,7.1745,7.0882,7.0919
BSU25920,7.4327,7.2682,7.2584,7.3348,7.279,7.3192
BSU25930,7.0629,6.9241,6.7959,6.979,6.9034,6.9585
BSU25940,7.125,6.952000000000001,6.8842,7.0331,6.9337,6.9836
BSU25950,7.2713,6.9975,6.9337,7.1634,7.0186,7.069
BSU25960,7.1253,6.9895,6.9029,7.0571,6.9108,6.9612
BSU25970,7.0828,6.855,6.7478,7.024,6.9004,6.9386
BSU25980,7.0576,6.8156,6.6882,6.9568,6.8537,6.9238
