,response_me,essentiality_me,response_m,essentiality_m,true_essentiality
b2134,0,0,0,0,0
b3974,-1.0,e,-1.0,e,e
b3125,0,0,0,0,0
b4388,0.4384869883393084,+,-0.022095315411421342,-,0
b0860,0,0,0,0,0
b0032,0,0,0,0,0
b2946,-1.0,e,,,0
b0009,0,0,-1.0,e,e
b1200,0,0,0,0,0
b2342,1.086613793110777,+,0,0,0
b3417,0,0,-3.526053773076852e-14,0,0
b3308,-1.0,e,,,e
b0433,0,0,0,0,0
b2567,-1.0,e,,,e
b1465,0,0,0,0,0
b0409,-1.0,e,,,e
b1010,0,0,1.6036763794859145e-13,0,e
b2421,0,0,0,0,0
b3213,0,0,0,0,0
b2052,0,0,0,0,0
b2764,-1.0,e,-1.0,e,0
b0323,0,0,0,0,0
b1475,0,0,0,0,0
b0630,-0.559342390962544,-,8.227458803845989e-14,0,0
b3453,0,0,-1.469189072115355e-15,0,0
b0199,0,0,-4.26064830913453e-14,0,0
b3465,-1.0,e,,,e
b0091,-1.0,e,-1.0,e,e
b0830,0,0,4.85962539238156e-15,0,0
b3750,0,0,0,0,0
b4266,0,0,1.0419940957618134e-13,0,0
b3857,0,0,0,0,0
b0356,0,0,-5.5603155652365746e-14,0,0
b2148,0,0,0,0,0
b1095,0,0,-1.0363433685613698e-13,0,0
b3461,-1.0,e,,,e
b3567,0,0,0,0,0
b2541,0,0,8.928148976701004e-15,0,0
b2529,1.143250019562884,+,-2.2729092271722132e-06,0,e
b4013,-1.0,e,-1.0,e,0
b2418,0,0,-1.2341188205768984e-13,0,0
b2255,0,0,-2.520224331397878e-13,0,0
b2710,0,0,0,0,0
b3722,0,0,0,0,0
b0967,-1.0,e,,,0
b1193,0,0,0,0,0
b2558,0,0,0,0,0
b2020,-1.0,e,-1.0,e,0
b3177,-1.0,e,-1.0,e,0
b2040,0,0,-2.565430149001428e-14,0,0
b0893,-1.0,e,0,0,e
b2518,0,0,0,0,e
b2484,0,0,0,0,0
b2608,-1.0,e,,,e
b1297,2.026789111779242,+,0,0,0
b2539,0,0,3.718178497891937e-14,0,e
b3089,0,0,-4.565787577958488e-14,0,0
b2938,0,0,-1.2827150745007138e-13,0,0
b0755,0,0,0,0,0
b0933,0,0,-1.729122523335764e-14,0,0
b2917,0,0,-1.1482277671301544e-13,0,0
b1488,0,0,0,0,0
b0423,-1.0,e,-1.0,e,0
b3960,-1.0,e,-1.0,e,0
b2481,0,0,0,0,0
b0394,0,0,0,0,0
b3731,0.03205300819254632,+,0,0,e
b0661,-1.0,e,,,0
b0212,0,0,-5.176066115606405e-14,0,0
b1393,0,0,-8.882943159097455e-14,0,0
b2128,0,0,1.299667256102045e-14,0,0
b3803,-0.0025517638722172857,0,0,0,0
b3966,0,0,-4.158935219526544e-14,0,0
b4177,-1.0,e,-0.99999999999722,e,0
b2037,0,0,-1.7178210689348768e-14,0,0
b0931,0,0,-1.4239832545118057e-14,0,0
b3305,-1.0,e,,,e
b0182,-1.0,e,-1.0,e,e
b3915,0,0,-2.3054966977810187e-14,0,0
b0038,0,0,-8.555200981471721e-14,0,0
b1713,-1.0,e,-2.0003574289570606e-14,0,e
b3315,-1.0,e,,,e
b0367,0,0,5.164764661205518e-14,0,0
b2140,-0.06986201518327213,-,,,0
b3093,0,0,2.3620039697854554e-14,0,0
b1493,0,0,0,0,0
b3991,-1.0,e,-1.0,e,0
b4039,-1.0,e,-1.0,e,0
b1106,0,0,-1.6816564148520373e-13,0,0
b3994,-1.0,e,-1.0,e,0
b2538,0,0,3.718178497891937e-14,0,0
b4202,-1.0,e,,,e
b3748,0,0,0,0,0
b3386,0.5985480854580819,+,0,0,e
b1247,0,0,-7.978826807026468e-14,0,0
b0507,0,0,-9.24458969992585e-14,0,0
b2203,0,0,-9.165479519119639e-14,0,0
b1479,0,0,-1.150488058010332e-13,0,0
b2428,0,0,-9.323699880732062e-14,0,0
b0033,0,0,0,0,0
b2251,0.24642595210037854,+,0,0,0
b1415,-1.0,e,-1.0,e,0
b4203,-1.0,e,,,e
b3666,0,0,-1.0193911869600387e-13,0,0
b4392,0,0,0,0,0
b4226,0,0,0,0,e
b3628,0,0,-8.351774802255749e-14,0,0
b4260,0,0,0,0,0
b0116,-0.559342390962544,-,-0.02893064488223993,-,e
b4468,0.7185133110543143,+,-1.5261059481337385e-05,0,0
b2976,0,0,0,0,0
b3258,0,0,-1.2171666389755674e-13,0,0
b3918,0,0,-7.696290447004284e-14,0,0
b3590,0,0,,,0
b0827,0,0,-1.0,e,0
b1296,0,0,0,0,0
b3360,-1.0,e,-1.0,e,0
b0154,-1.0,e,-1.0,e,e
b2750,-1.0,e,-1.0,e,0
b2019,-1.0,e,-1.0,e,0
b1849,0.32092810864540045,+,-5.865454834060533e-14,0,0
b3605,0,0,0,0,0
b3310,-1.0,e,,,e
b2036,0,0,0,0,0
b3965,-1.0,e,,,e
b3829,-1.0,e,0,0,0
b2411,0,0,0,0,e
b3845,0,0,0,0,0
b4474,0,0,-3.729479952292824e-15,0,0
b0908,-1.0,e,-1.0,e,0
b1539,0,0,-1.6839167057322146e-13,0,0
b3833,0,0,1.4239832545118057e-14,0,e
b3956,1.552054616550938,+,-0.0030592106573496844,0,0
b0019,0,0,-5.503808293232138e-14,0,0
b1764,0,0,-4.690103576368249e-14,0,e
b0727,2.2616841193012025,+,-0.0047329056426945884,0,e
b0829,0,0,4.85962539238156e-15,0,0
b2542,0,0,3.718178497891937e-14,0,0
b2241,0,0,-9.323699880732062e-14,0,0
b0185,-1.0,e,-1.0,e,e
b2486,0,0,0,0,0
b4022,-1.0,e,,,0
b3936,-1.0,e,,,e
b2781,0,0,0,0,0
b3126,0,0,-5.820249016456984e-14,0,0
b1243,0,0,1.5143948897189047e-14,0,0
b3344,-1.0,e,,,e
b0505,0,0,-7.899716626220256e-14,0,e
b2199,0,0,-3.6616712258875004e-14,0,0
b2027,0,0,-1.2668930383394716e-13,0,0
b0123,0,0,-8.3065689846522e-14,0,0
b0635,0,0,0,0,e
b2470,0,0,0,0,e
b3137,0,0,0,0,0
b3199,-1.0,e,-1.0,e,0
b0142,-1.0,e,-1.0,e,e
b3987,-1.0,e,,,e
b0855,0,0,0,0,0
b4171,-1.0,e,,,e
b2919,0,0,-3.6616712258875004e-14,0,0
b2779,-1.0,e,-0.07882314210948071,-,e
b2762,-1.0,e,0,0,0
b3608,-1.0,e,-1.0,e,0
b0074,-1.0,e,-1.0,e,0
b0415,-1.0,e,-1.0,e,e
b0522,-1.0,e,-1.0,e,0
