,base,2PGt6_FWD_CPLX_dummy_s,ARGPt6_FWD_CPLX_dummy_s,AMPt6_FWD_CPLX_dummy_s,3GMPt6_FWD_CPLX_dummy_s,ACACt2_FWD_CPLX_dummy_s,3UMPt6_FWD_CPLX_dummy_s,6PGCt6_FWD_CPLX_dummy_s,ALAt2r_FWD_BSU27810-MONOMER_s,DALAt2r_FWD_BSU18120-MONOMER_s,ACNAMt2_FWD_CPLX_dummy_s,ASPt2r_FWD_BSU10220-MONOMER_s,ASNt2r_FWD_CPLX_dummy_s,BTDt6_RR_REV_CPLX_dummy_s,CO2t_REV_CPLX_dummy_s,CMPt6_FWD_CPLX_dummy_s,CITt2r_FWD_BSU38770-MONOMER_s,CHORt2_FWD_CPLX_dummy_s,DHAt_REV_CPLX_dummy_s,F6Pt6_2_FWD_BSU12010-MONOMER_s,FORt2_REV_BSU27200-MONOMER_s,HISt2r_FWD_BSU39390-MONOMER_s,GLYt2r_FWD_CPLX_dummy_s,THMDt2_FWD_BSU39410-MONOMER_s,GMPt6_FWD_CPLX_dummy_s,LEUt2r_FWD_BSU29600-MONOMER_s,GSNt2_REV_BSU38710-MONOMER_s,PSER_Lt6_FWD_BSU19999-MONOMER_s,METt3_FWD_CPLX_dummy_s,UMPt6_FWD_CPLX_dummy_s,H2Ot_FWD_CPLX_dummy_s,SUCCt2r_REV_BSU07570-MONOMER_s,PYRt2_REV_CPLX_dummy_s,PHEt2r_REV_CPLX_dummy_s,TYRt2r_REV_CPLX_dummy_s,URAt2_REV_BSU15480-MONOMER_s,THMt6_REV_CPLX_dummy_s
transcription_TU_BSU25410,7.349197041916755e-08,6.996451433281827e-08,7.008749810590005e-08,7.00946048518042e-08,7.015104298224999e-08,7.008190652324983e-08,7.015231642707519e-08,7.015231642707519e-08,7.015231642707519e-08,7.015231642707519e-08,7.013635715930503e-08,7.008461931448751e-08,6.990180196749699e-08,7.014060277871351e-08,7.093995845808028e-08,7.010427584534859e-08,7.020818614399349e-08,6.998991742156656e-08,7.015231642707519e-08,7.433271767309922e-08,7.014939852379133e-08,7.014144910748705e-08,7.002363330468503e-08,7.015231642707519e-08,7.015231642707519e-08,7.015233244844932e-08,7.015231642707519e-08,7.012864712542641e-08,7.02579916927792e-08,7.018240659866944e-08,6.496770778537496e-08,6.873414419969287e-08,6.651821502157361e-08,7.013260493088921e-08,7.015639806923823e-08,7.015217211699226e-08,7.015232277065516e-08
translation_BSU25420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU25500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU25550,2.64670719735263e-06,2.5147466411677764e-06,2.5193865850462432e-06,2.5195459993316167e-06,2.521835568046292e-06,2.51915815151095e-06,2.5218950782604466e-06,2.5218950782604466e-06,2.5218950782604466e-06,2.5218950782604466e-06,2.521019324566695e-06,2.5187754741419467e-06,2.512328350954984e-06,2.5213916096505413e-06,2.530893428213299e-06,2.5199073455849437e-06,2.523656158150197e-06,2.51563230658565e-06,2.5218950782604466e-06,2.662445963648391e-06,2.5217352586665037e-06,2.521394573709607e-06,2.5168578569242595e-06,2.5218950782604466e-06,2.5218950782604466e-06,2.521895654210417e-06,2.5218950782604466e-06,2.520508810208703e-06,2.5254051755177203e-06,2.5228668842668325e-06,2.1827447423292283e-06,2.4658786069641485e-06,2.3748406964604627e-06,2.521008008735815e-06,2.521986878793255e-06,2.521889890478968e-06,2.5218953063048493e-06
translation_BSU25580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU25640,6.335667202884948e-14,6.184973814232206e-14,6.190713904652398e-14,6.190062738383276e-14,6.194093707532958e-14,6.190408114470236e-14,6.194234039143652e-14,6.194234039143652e-14,6.194234039143652e-14,6.194234039143652e-14,6.19110657931292e-14,6.186111392348876e-14,6.181657795580973e-14,6.193127405985556e-14,6.050612914857417e-14,6.190483364707486e-14,6.19379239646205e-14,3.507609481278262e-14,6.194234039143652e-14,6.310521013755706e-14,6.193630278197995e-14,6.193092730802605e-14,6.186659019077302e-14,6.194234039143652e-14,6.194234039143652e-14,6.194244123428026e-14,6.194234039143652e-14,6.188464522886074e-14,6.195091752640993e-14,6.194032797751853e-14,1.574894913104885e-14,6.105185636350997e-14,5.930308202474505e-14,6.192038322612756e-14,6.193887860822034e-14,6.194229690284779e-14,6.194234284674995e-14
transcription_TU_BSU25640,1.7592450994422346e-15,1.7207645573114596e-15,1.722211476562776e-15,1.7220959719328594e-15,1.7230391204683507e-15,1.7221451640853226e-15,1.7230687750780756e-15,1.7230687750780756e-15,1.7230687750780756e-15,1.7230687750780756e-15,1.7224051320298657e-15,1.7212779242162505e-15,1.7199543956636175e-15,1.7228172239432598e-15,1.6959632675206207e-15,1.7222036126679733e-15,1.72311480747362e-15,9.758870455713439e-16,1.7230687750780756e-15,1.7618317265033904e-15,1.7229383504915775e-15,1.7228263403313272e-15,1.7212427842961342e-15,1.7230687750780756e-15,1.7230687750780756e-15,1.7230715802538913e-15,1.7230687750780756e-15,1.7218295092480263e-15,1.7235044463858218e-15,1.72308785298296e-15,4.687552810141595e-16,1.701765483141418e-15,1.6610525360473087e-15,1.7225799199840399e-15,1.723010004588035e-15,1.7230675653428792e-15,1.7230688433782702e-15
translation_BSU25660,1.4274780544111428e-07,1.394026836005719e-07,1.3952727525723236e-07,1.3952025656559283e-07,1.3959708201650678e-07,1.3952221324713444e-07,1.395992915050907e-07,1.395992915050907e-07,1.395992915050907e-07,1.395992915050907e-07,1.3954964894630576e-07,1.3946052985677398e-07,1.3933447339828682e-07,1.3957927868523336e-07,1.3781570082127488e-07,1.3952962250434958e-07,1.396127245110074e-07,7.105049927630375e-08,1.395992915050907e-07,1.4350147697105328e-07,1.395893701554106e-07,1.395811383628282e-07,1.394470789742609e-07,1.395992915050907e-07,1.395992915050907e-07,1.3959954890756923e-07,1.395992915050907e-07,1.395055219368836e-07,1.3965001372086043e-07,1.3960513502643134e-07,2.8265696787246707e-08,1.3783461347896663e-07,1.3454006994343286e-07,1.3956108426428315e-07,1.3959594516548696e-07,1.3959918049998502e-07,1.395992977723055e-07
transcription_TU_BSU25660,3.963724247764505e-09,3.878418960836713e-09,3.881547079101072e-09,3.881499784239661e-09,3.883235300834206e-09,3.881448531065002e-09,3.883275618831771e-09,3.883275618831771e-09,3.883275618831771e-09,3.883275618831771e-09,3.8823597758958e-09,3.880472175765636e-09,3.876774611499434e-09,3.882845768554453e-09,3.86292049366707e-09,3.881739208300805e-09,3.8840299693297285e-09,1.976766860598538e-09,3.883275618831771e-09,4.006411742811522e-09,3.883084206823122e-09,3.8829397885302985e-09,3.879675245321948e-09,3.883275618831771e-09,3.883275618831771e-09,3.883282779074192e-09,3.883275618831771e-09,3.881491498992247e-09,3.885130829307539e-09,3.883607340041838e-09,8.413065868912646e-10,3.842015649844179e-09,3.768406577693079e-09,3.882487621029689e-09,3.883267109846173e-09,3.8832725309692475e-09,3.883275793168776e-09
translation_BSU25710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU25760,3.140206789246559e-11,4.240063509434251e-11,4.245892156491449e-11,4.2459338051887056e-11,4.248944964939869e-11,4.245612385150644e-11,4.2490386472622086e-11,4.2490386472622086e-11,4.2490386472622086e-11,4.2490386472622086e-11,4.247623900242378e-11,4.24445557678529e-11,4.23716874881192e-11,4.248346151808583e-11,8.673958379180697e-11,4.246375520875806e-11,4.2505884167195936e-11,4.2411010684556335e-11,4.2490386472622086e-11,4.3970817784366743e-11,4.2502274109673715e-11,4.248262714734777e-11,4.242638255389774e-11,4.2490386472622086e-11,4.2490386472622086e-11,4.249039061743473e-11,4.2490386472622086e-11,4.2467603976618864e-11,4.708543338022781e-11,4.2500322765747486e-11,2.523265256018054e-11,4.620719608821475e-11,2.813950944360651e-11,4.247756929344702e-11,4.2490788920082103e-11,4.2490325705341264e-11,4.249038922266938e-11
translation_BSU25790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU25900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU25900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU26390,3.140206789246559e-11,4.240063509434251e-11,4.245892156491449e-11,4.2459338051887056e-11,4.248944964939869e-11,4.245612385150644e-11,4.2490386472622086e-11,4.2490386472622086e-11,4.2490386472622086e-11,4.2490386472622086e-11,4.247623900242378e-11,4.24445557678529e-11,4.23716874881192e-11,4.248346151808583e-11,8.673958379180697e-11,4.246375520875806e-11,4.2505884167195936e-11,4.2411010684556335e-11,4.2490386472622086e-11,4.3970817784366743e-11,4.2502274109673715e-11,4.248262714734777e-11,4.242638255389774e-11,4.2490386472622086e-11,4.2490386472622086e-11,4.249039061743473e-11,4.2490386472622086e-11,4.2467603976618864e-11,4.708543338022781e-11,4.2500322765747486e-11,2.523265256018054e-11,4.620719608821475e-11,2.813950944360651e-11,4.247756929344702e-11,4.2490788920082103e-11,4.2490325705341264e-11,4.249038922266938e-11
translation_BSU26590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU26600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU26640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU26640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU26650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU26650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU26690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU26810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.305463024518324e-09,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU26810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2814877444586368e-10,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU26860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU26860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU26970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU27010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU27040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU27050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU27060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU27070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU27120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU27200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU27200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU27220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU27220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU27250,4.222329457196176e-09,3.97508541675551e-09,3.981831856315129e-09,3.981972329436478e-09,3.986344452987235e-09,3.981089814353393e-09,3.986452704038656e-09,3.986452704038656e-09,3.986452704038656e-09,3.986452704038656e-09,3.984686261965817e-09,3.980781443522688e-09,3.96895945733719e-09,3.985429797024424e-09,9.11004851034473e-09,3.982693197208228e-09,3.989528679042937e-09,3.975026159535946e-09,3.986452704038656e-09,4.157619094238447e-09,3.986094082609574e-09,3.9855542822987546e-09,3.977077428691687e-09,3.986452704038656e-09,3.986452704038656e-09,3.9864545525804605e-09,3.986452704038656e-09,3.9847346022832836e-09,3.99173740233797e-09,3.9880536845352294e-09,3.238652736940533e-09,3.880375289471253e-09,3.7180805508227165e-09,3.984815065574216e-09,3.9864773639252895e-09,3.986443800147344e-09,3.986452901538171e-09
translation_BSU27260,3.567876501267352e-09,3.358954812207014e-09,3.364655566592952e-09,3.364774266650302e-09,3.3684687194483414e-09,3.3640285397100258e-09,3.368560191794713e-09,3.368560191794713e-09,3.368560191794713e-09,3.368560191794713e-09,3.367067544850313e-09,3.363767965765784e-09,3.353778364732246e-09,3.3676958334029632e-09,7.698008489145344e-09,3.36538340130202e-09,3.3711593965814337e-09,3.3589047397426654e-09,3.368560191794713e-09,3.5131961202772163e-09,3.368257155998326e-09,3.3678010236988745e-09,3.3606380661191924e-09,3.368560191794713e-09,3.368560191794713e-09,3.368561753816088e-09,3.368560191794713e-09,3.3671083925114213e-09,3.3730257720080883e-09,3.3699130233893616e-09,2.7366677832782047e-09,3.2789245727396433e-09,3.1417852068579595e-09,3.367176384146807e-09,3.3685810294462834e-09,3.3685526679894523e-09,3.3685603586821823e-09
translation_BSU27270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU27320,2.4323226192017198e-11,2.3027846096485226e-11,2.30674065949543e-11,2.3068070992809463e-11,2.309109916013915e-11,2.3064667360473073e-11,2.309173752216241e-11,2.309173752216241e-11,2.309173752216241e-11,2.309173752216241e-11,2.3081586388833935e-11,2.3058883584390185e-11,2.2998712572479657e-11,2.3086477884895773e-11,2.3050574767867716e-11,2.307169948128041e-11,2.3106087036384468e-11,2.3028057341155134e-11,2.309173752216241e-11,2.444736838832186e-11,2.3089931269996208e-11,2.308640951936181e-11,2.3041356718545208e-11,2.309173752216241e-11,2.309173752216241e-11,2.3091743771721777e-11,2.309173752216241e-11,2.3077018443425836e-11,2.3122626160363483e-11,2.3099946252530183e-11,1.9242663238971867e-11,2.2549311468074065e-11,2.1642940641981374e-11,2.308261023713463e-11,2.3091906685943125e-11,2.3091688817074e-11,2.309173942260761e-11
transcription_TU_BSU27320,6.753908485194201e-13,6.406737131671086e-13,6.417184348078962e-13,6.417613813612804e-13,6.423355710480578e-13,6.416492195922773e-13,6.423498310735055e-13,6.423498310735055e-13,6.423498310735055e-13,6.423498310735055e-13,6.42144378266063e-13,6.41610613736664e-13,6.39904991374936e-13,6.422245035980188e-13,6.460986457346781e-13,6.418588316314529e-13,6.428119989606156e-13,6.406865691250704e-13,6.423498310735055e-13,6.825450570907318e-13,6.42313575534665e-13,6.422295959789036e-13,6.410530929520045e-13,6.423498310735055e-13,6.423498310735055e-13,6.423500049193842e-13,6.423498310735055e-13,6.420767412401801e-13,6.432826274528466e-13,6.426061677739378e-13,5.727429772607546e-13,6.285417382969028e-13,6.062089897095713e-13,6.421413890495523e-13,6.423685274730314e-13,6.423484762293633e-13,6.42349883938763e-13
translation_BSU27330,0.0,4.661671862857476e-12,4.670798798875706e-12,4.670864329711265e-12,4.675733741726826e-12,0.0,4.675876969376665e-12,4.675876969376665e-12,4.675876969376665e-12,4.675876969376665e-12,4.6735298992692616e-12,4.6684504169445176e-12,4.656795815181617e-12,2.4159167005976407e-11,0.0,0.0,4.678549779661131e-12,4.663248034891819e-12,4.675876969376665e-12,0.0,4.6754490950242325e-12,4.67468591150212e-12,4.665552671611819e-12,4.675876969376665e-12,4.675876969376665e-12,4.675878037252654e-12,4.675876969376665e-12,0.0,4.681693437159834e-12,0.0,2.001603801851338e-11,0.0,0.0,4.67380482576601e-12,4.675915613898435e-12,4.6758673506466275e-12,4.675877392196623e-12
transcription_TU_BSU27330,0.0,1.296956132774998e-13,1.2993821746622998e-13,1.2994499389745275e-13,1.3006700470306558e-13,0.0,1.3007028070178454e-13,1.3007028070178454e-13,1.3007028070178454e-13,1.3007028070178454e-13,1.3002056708398232e-13,1.2989906151582539e-13,1.2956842156088328e-13,6.720647954665206e-13,0.0,0.0,1.3015738802355467e-13,1.2974087827697749e-13,1.3007028070178454e-13,0.0,1.3006121111142752e-13,1.3004281335971344e-13,1.2980429091052599e-13,1.3007028070178454e-13,1.3007028070178454e-13,1.3007031040721318e-13,1.3007028070178454e-13,0.0,1.3024697256695967e-13,0.0,5.957618789726495e-13,0.0,0.0,1.300218429428563e-13,1.3007418869038345e-13,1.3007001313466844e-13,1.300702924634949e-13
translation_BSU27410,1.4805239037172436e-08,1.4011830652948146e-08,1.40386669577283e-08,1.4038929513973544e-08,1.4053462427857782e-08,1.4036738870795113e-08,1.4053867572400947e-08,1.4053867572400946e-08,1.4053867572400947e-08,1.4053867572400947e-08,1.4047152771308024e-08,1.4032154081512137e-08,1.3996009609167302e-08,1.405058298056427e-08,1.4002931887528991e-08,1.4041384652176389e-08,1.4062096262770222e-08,1.4016924756306265e-08,1.4053867572400946e-08,1.4796651266525772e-08,1.405266243310978e-08,1.4050493801655668e-08,1.4022838665047047e-08,1.4053867572400946e-08,1.4053867572400947e-08,1.4053871766257824e-08,1.4053867572400947e-08,1.4045052510644123e-08,1.4071532658624792e-08,1.4059401043795183e-08,1.1494221012838137e-08,1.3715396067866607e-08,1.314828836823533e-08,1.4048008901077964e-08,1.4054125891034532e-08,1.4053838552941377e-08,1.4053868909463905e-08
transcription_TU_BSU27410,4.1110183644678187e-10,3.898328803779514e-10,3.9054548025668866e-10,3.905676725431312e-10,3.9093153388658587e-10,3.904960952309843e-10,3.9094067531284623e-10,3.9094067531284623e-10,3.9094067531284623e-10,3.9094067531284623e-10,3.9080070281060494e-10,3.904429700309159e-10,3.894181632999164e-10,3.908620762744987e-10,3.924967346783577e-10,3.9063384795932605e-10,3.912079182431035e-10,3.899788548707707e-10,3.9094067531284623e-10,4.1310708878943404e-10,3.9091566569197024e-10,3.908638521712776e-10,3.9014126676664475e-10,3.9094067531284623e-10,3.9094067531284623e-10,3.909407919746286e-10,3.9094067531284623e-10,3.907784521076478e-10,3.914768347743075e-10,3.9111163840740706e-10,3.4211659178512877e-10,3.823043066362715e-10,3.682776171671074e-10,3.908053663101873e-10,3.909563760293593e-10,3.9093986806978214e-10,3.9094071250633e-10
translation_BSU27430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU27440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU27450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU27460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU27550,9.724110080087477e-09,9.230090370772016e-09,9.249997616856006e-09,9.250068025733794e-09,9.2590303914032e-09,9.249529055404492e-09,9.25931316627505e-09,9.25931316627505e-09,9.25931316627505e-09,9.25931316627505e-09,9.254930120873833e-09,9.245193610568086e-09,9.22325790650049e-09,9.25715214382185e-09,9.212889368404606e-09,9.251271206304314e-09,9.264703249407996e-09,9.235053385621788e-09,9.25931316627505e-09,9.76717059445506e-09,9.258578508289298e-09,9.256950788476594e-09,9.239736429358755e-09,9.25931316627505e-09,9.25931316627505e-09,9.259313770790273e-09,9.25931316627505e-09,9.25131838025434e-09,9.271461863972521e-09,9.262118713249359e-09,7.3753530804114705e-09,9.048501929914003e-09,8.6837748204581e-09,9.255632400807526e-09,9.259567152285134e-09,9.259294160411938e-09,9.259314127378242e-09
transcription_TU_BSU27550,2.700124936650872e-10,2.5679676014566834e-10,2.57328190242418e-10,2.5733995858306245e-10,2.575626449207737e-10,2.57317957690011e-10,2.5756910853958527e-10,2.5756910853958527e-10,2.5756910853958527e-10,2.5756910853958527e-10,2.574780280804011e-10,2.572463807660854e-10,2.566234415299564e-10,2.5751740780636463e-10,2.5823370584785895e-10,2.5737202984990715e-10,2.577443080756588e-10,2.569376383628586e-10,2.5756910853958527e-10,2.7268922794126786e-10,2.5755428184211654e-10,2.5751461091833993e-10,2.570665299120337e-10,2.5756910853958527e-10,2.5756910853958527e-10,2.575691253555676e-10,2.5756910853958527e-10,2.5740137844632553e-10,2.579365469484957e-10,2.576583749036439e-10,2.1952167582858147e-10,2.5221883781521886e-10,2.43228609635617e-10,2.574849458240636e-10,2.5758178384948384e-10,2.575685798477556e-10,2.5756913527488276e-10
