,base,6PGCt6_FWD_CPLX_dummy_s,ACACt2_FWD_CPLX_dummy_s,3UMPt6_FWD_CPLX_dummy_s,ARGPt6_FWD_CPLX_dummy_s,ALAt2r_FWD_BSU27810-MONOMER_s,2PGt6_FWD_CPLX_dummy_s,AMPt6_FWD_CPLX_dummy_s,DALAt2r_FWD_BSU18120-MONOMER_s,3GMPt6_FWD_CPLX_dummy_s,ACNAMt2_FWD_CPLX_dummy_s,CHORt2_FWD_CPLX_dummy_s,ASNt2r_FWD_CPLX_dummy_s,BTDt6_RR_REV_CPLX_dummy_s,ASPt2r_FWD_BSU10220-MONOMER_s,F6Pt6_2_FWD_BSU12010-MONOMER_s,DHAt_REV_CPLX_dummy_s,CMPt6_FWD_CPLX_dummy_s,CO2t_REV_CPLX_dummy_s,FORt2_REV_BSU27200-MONOMER_s,CITt2r_FWD_BSU38770-MONOMER_s,LEUt2r_FWD_BSU29600-MONOMER_s,HISt2r_FWD_BSU39390-MONOMER_s,GMPt6_FWD_CPLX_dummy_s,THMDt2_FWD_BSU39410-MONOMER_s,GLYt2r_FWD_CPLX_dummy_s,METt3_FWD_CPLX_dummy_s,GSNt2_REV_BSU38710-MONOMER_s,UMPt6_FWD_CPLX_dummy_s,PSER_Lt6_FWD_BSU19999-MONOMER_s,H2Ot_FWD_CPLX_dummy_s,PYRt2_REV_CPLX_dummy_s,TYRt2r_REV_CPLX_dummy_s,PHEt2r_REV_CPLX_dummy_s,SUCCt2r_REV_BSU07570-MONOMER_s,THMt6_REV_CPLX_dummy_s,URAt2_REV_BSU15480-MONOMER_s
translation_BSU12920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU12930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU12940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU12950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU12960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13010,1.5183179045595222e-09,7.654477878771026e-11,1.1601501660913517e-09,6.233668043472878e-10,6.880214638274908e-10,6.646768874345618e-10,2.4834490703186937e-10,6.655035427061595e-10,6.64572088856728e-10,6.648210459466617e-10,5.680893602838324e-10,5.117268918780118e-10,6.605867146005296e-10,1.5006185363780454e-09,4.5323370383826764e-10,5.128184680366764e-09,7.495576446767575e-11,6.309374168556067e-10,0.0,6.675402768842031e-10,6.916565041307387e-10,6.643588672936942e-10,6.218432734203104e-10,0.0,6.64800812884218e-10,5.927080519833937e-10,5.558359639954091e-10,0.0,6.640463697847319e-10,5.709743218260717e-10,0.0,0.0,6.587369127806976e-10,7.022004677403331e-10,1.5204394425398688e-09,6.641945120873738e-10,6.233668043472897e-10
translation_BSU13110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU13110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13130,1.9550912995650303e-08,1.954350296399179e-08,1.959039832043005e-08,1.954710794680072e-08,1.954990358613288e-08,1.9548008243453727e-08,1.951593299141606e-08,1.9548070849318523e-08,1.9548002942619876e-08,1.9548001469276735e-08,1.954389247092028e-08,1.953355471030329e-08,1.95482458953124e-08,1.9550904459601043e-08,1.9539179629237097e-08,2.0040708945087146e-08,1.9510071412475767e-08,1.9546563310429815e-08,4.3405347460197333e-08,1.9548421749348673e-08,1.9551984500146363e-08,1.9548015270470374e-08,1.9545716209190993e-08,1.8619164075599278e-08,1.9548002519524688e-08,1.9544852341939627e-08,1.9545182021578603e-08,1.950180867662e-08,1.9549030332066682e-08,1.9548277310511475e-08,1.607807311702412e-08,1.90723390807129e-08,1.954858160913369e-08,1.9552542259201716e-08,1.9623243890158354e-08,1.9547998237534465e-08,1.954710794680072e-08
translation_BSU13170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13180,0.0,7.918404277956618e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.791388087669697e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.917923591888408e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU13180,0.0,2.2004106987929107e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.999151569120795e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1989863498674232e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU13730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1112258341396634e-07,0.0,0.0,0.0,0.0,0.0
translation_BSU13900,0.0,1.6541491610658671e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1112258341396634e-07,0.0,0.0,0.0,0.0,0.0
translation_BSU13910,0.0,1.6541491610658671e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1112258341396634e-07,0.0,0.0,0.0,0.0,0.0
translation_BSU13960,0.0,-2.73162779347396e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU13960,0.0,-7.5908008872606634e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14000,3.004016412047249e-08,6.504341121928697e-08,3.011585713659797e-08,3.003138119739956e-08,3.004091836244732e-08,3.003579672059352e-08,2.998738121106544e-08,3.003589271065667e-08,3.003578856384753e-08,3.00357869252486e-08,3.002949766185831e-08,3.001497196274382e-08,3.003868464130453e-08,3.0042109364089565e-08,6.507519805315927e-08,3.1104898648566113e-08,6.502379658780365e-08,3.0034860326743e-08,6.466229546916778e-08,3.0037433261898665e-08,3.004061037257883e-08,3.0035806802256684e-08,3.0032152261848744e-08,6.346627767309975e-08,3.003578839408627e-08,3.0032708392696314e-08,3.002855068091515e-08,6.492875885527963e-08,3.003883361659729e-08,3.003313548696551e-08,2.468845814344645e-08,2.9409099042466924e-08,3.0036441994311936e-08,3.004455345056915e-08,6.522038545094891e-08,3.003575371174494e-08,3.003138119739956e-08
transcription_TU_BSU14000,8.34134903602849e-10,1.807462878996111e-09,8.363445448956609e-10,8.339396998129969e-10,8.342271857851161e-10,8.340623142229932e-10,8.328037879387565e-10,8.340649797655441e-10,8.340620877187821e-10,8.340620422166227e-10,8.339779670741571e-10,8.335111882152382e-10,8.341968649234131e-10,8.342647897068152e-10,1.8075602194696028e-09,8.675708724153423e-10,1.8059264598555546e-09,8.340951903523414e-10,1.804503547180257e-09,8.34121346866943e-10,8.342367531484795e-10,8.340625941801185e-10,8.339928112278156e-10,1.765652881944185e-09,8.340620830046915e-10,8.340716650642337e-10,8.339607257802036e-10,1.8052485278703044e-09,8.3418288223756e-10,8.341469498538602e-10,7.334971546827512e-10,8.212693230883547e-10,8.340983491513227e-10,8.343553152520321e-10,1.811563492575352e-09,8.340611199127469e-10,8.339396998129969e-10
translation_BSU14180,4.559981954542037e-08,9.87334091226465e-08,4.5714718647247116e-08,4.558648740430419e-08,4.56009644558745e-08,4.559318999953756e-08,4.551969710885872e-08,4.5593335708780025e-08,4.559317761790929e-08,4.559317513057882e-08,4.558362826943249e-08,4.5561578814052177e-08,4.559757375266073e-08,4.560277235078969e-08,9.878166032003287e-08,4.7216045813364064e-08,9.870363486267564e-08,4.559176858950676e-08,9.815488999866108e-08,4.5595674206610926e-08,4.5600496939040416e-08,4.5593205303116424e-08,4.558765785063064e-08,9.633938075393479e-08,4.559317736021819e-08,4.558850203597501e-08,4.558219078860023e-08,9.855937122164753e-08,4.559779989145408e-08,4.5589150348731425e-08,3.7476134673598273e-08,4.464188690686798e-08,4.5594169500348505e-08,4.560648238053438e-08,9.900204923378601e-08,4.559312471375129e-08,4.558648740430419e-08
transcription_TU_BSU14180,1.2661848626487552e-09,2.743659481577169e-09,1.2695390135717742e-09,1.2658885507658992e-09,1.2663249434699438e-09,1.2660746747480145e-09,1.2641642800103488e-09,1.2660787209396008e-09,1.2660743309232901e-09,1.2660742618527534e-09,1.265946639003913e-09,1.2652380865589612e-09,1.26627891756221e-09,1.2663820247840407e-09,2.7438072406908637e-09,1.316939383764601e-09,2.7413272561181285e-09,1.2661245794542476e-09,2.739167329129639e-09,1.2661642840424446e-09,1.2663394663614016e-09,1.2660750997122172e-09,1.2659691718611042e-09,2.680193506054649e-09,1.2660743237674807e-09,1.2660888689671757e-09,1.2659204673794884e-09,2.7402981813079015e-09,1.2662576923801801e-09,1.266203148396799e-09,1.1134206110351523e-09,1.2466554037731224e-09,1.2661293743902188e-09,1.2665194390974106e-09,2.7498840560664757e-09,1.266072861830765e-09,1.2658885507658992e-09
translation_BSU14190,1.0936864088682477e-08,2.3680661181368997e-08,1.0964422001698761e-08,1.0933666448497664e-08,1.0937138689111943e-08,1.0935274028831085e-08,1.0917647166162512e-08,1.0935308976385642e-08,1.093527105916614e-08,1.0935270462593708e-08,1.093298070083869e-08,1.0927692261122741e-08,1.093632544773108e-08,1.0937572302691362e-08,2.369223396374384e-08,1.132450700493244e-08,2.3673519990068496e-08,1.0934933111510007e-08,2.3541906574556804e-08,1.0935869852134785e-08,1.0937026557789394e-08,1.0935277699309692e-08,1.0933947173564628e-08,2.3106466740380698e-08,1.0935270997360358e-08,1.0934149646742574e-08,1.0932635929024915e-08,2.3638919155008364e-08,1.0936379685867826e-08,1.0934305140965458e-08,8.988443278510058e-09,1.0707109252404567e-08,1.0935508956674023e-08,1.0938462132771551e-08,2.3745093023722566e-08,1.0935258370396941e-08,1.0933666448497664e-08
transcription_TU_BSU14190,3.036874244676107e-10,6.580515264045197e-10,3.044918989840384e-10,3.0361635570411643e-10,3.037210220765058e-10,3.0366099651007425e-10,3.0320279891609537e-10,3.0366196696670977e-10,3.036609140456189e-10,3.036608974794333e-10,3.036302878461872e-10,3.0346034546774364e-10,3.0370998301752566e-10,3.0373471271345354e-10,6.580869656093336e-10,3.158606151702025e-10,6.574921550490195e-10,3.036729658773854e-10,6.569741085271236e-10,3.036824888028955e-10,3.037245053115631e-10,3.036610984353839e-10,3.0363569222714935e-10,6.428295637856971e-10,3.0366091232933775e-10,3.0366440091490216e-10,3.036240107270634e-10,6.572453371570029e-10,3.0370489227520625e-10,3.0369181020297354e-10,2.6704776505310184e-10,2.990033919521847e-10,3.0367411591621345e-10,3.037676707752211e-10,6.595444561107793e-10,3.0366056169191577e-10,3.0361635570411643e-10
translation_BSU14390,0.0,3.2697381854860746e-58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14400,0.0,3.7257807620609147e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1977764755082017e-57,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU14520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.276921475247239e-59,0.0,0.0,0.0,0.0,0.0
translation_BSU14530,1.3488077871161014e-11,1.350132455179888e-11,1.3519305539551544e-11,1.3485599053194585e-11,1.3490096842431033e-11,1.3487415846668421e-11,1.3471333196958344e-11,1.348745371859852e-11,1.3487414359456799e-11,1.3487409122667657e-11,1.3486494059818644e-11,1.3481931153858038e-11,1.3491374850845266e-11,1.3490732314491567e-11,1.3487059704051073e-11,1.3944292294157158e-11,1.3459761614332364e-11,1.3488544303113975e-11,1.3574294625537725e-11,1.3488473977258187e-11,1.3489250586395606e-11,1.348742402075357e-11,1.3486869023312288e-11,1.2776140982396941e-11,1.3487410614750005e-11,1.348842686698547e-11,1.3484053972310991e-11,1.3465325300377505e-11,1.3485688557279213e-11,1.3489854257127104e-11,1.2431598733364779e-11,1.3246227170994084e-11,1.3487950465474503e-11,1.3492099210550681e-11,1.3547375018974857e-11,1.3487450312362617e-11,1.3485599053194585e-11
translation_BSU14540,5.015465058474322e-08,5.0259039416230835e-08,5.022354597365853e-08,5.013890641025425e-08,5.0163889690413716e-08,5.0153424208203625e-08,5.0150166395378055e-08,5.015358463152356e-08,5.015341276860536e-08,5.015340270793544e-08,5.0156716586842815e-08,5.012185693991222e-08,5.0169563019188434e-08,5.016300211330642e-08,5.017507447176448e-08,5.3230253747768956e-08,5.006162159512139e-08,5.016098257896861e-08,5.088604429396522e-08,5.015707576080416e-08,5.0165156939331874e-08,5.01534477901776e-08,5.015213857911375e-08,4.7832930265568896e-08,5.0153406626637565e-08,5.016097050990173e-08,5.015422096210951e-08,5.015746451230209e-08,5.015982157173107e-08,5.0188080458208916e-08,6.186877102548439e-08,4.953412909873252e-08,5.015558975318863e-08,5.017574386816598e-08,5.035824062579998e-08,5.015264912873163e-08,5.013890641025425e-08
translation_BSU14580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14610,7.584167250374594e-07,7.229492296191712e-07,7.930773835933525e-07,7.541607549001291e-07,7.539234695840854e-07,7.540136119801177e-07,7.550648410317649e-07,7.540134243404525e-07,7.540141685472304e-07,7.540130355109835e-07,7.541811975646857e-07,7.543850721609541e-07,7.539599445419437e-07,7.633341418661186e-07,7.671351296126139e-07,7.354517757670114e-07,7.400046649435248e-07,7.541127501340696e-07,9.06912919477545e-07,7.539907922477187e-07,7.539050492938155e-07,7.540144191110224e-07,7.541041408231272e-07,5.324204674003574e-07,7.540132442108491e-07,7.572184590532993e-07,7.542156568913452e-07,7.263677519301015e-07,7.57680131508857e-07,7.540863509857486e-07,4.900090204695833e-07,7.055105665071456e-07,7.540137972216053e-07,7.614012290918848e-07,8.507926344047541e-07,7.540154602930218e-07,7.541607549001291e-07
translation_BSU14630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU14670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU14830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14860,6.256220909340938e-08,6.248568643594276e-08,6.260718067465833e-08,6.254833793352108e-08,6.255412646852528e-08,6.255303947082783e-08,6.250110514263132e-08,6.255392852179802e-08,6.2552930122598e-08,6.255296221421482e-08,6.253739629210539e-08,6.253402818044796e-08,6.254967562932688e-08,6.255458093779628e-08,6.251443275928698e-08,6.290245832390043e-08,6.247637465850345e-08,6.254534095179434e-08,1.787594828833329e-08,6.255268575355041e-08,6.255290587527668e-08,6.255306229698848e-08,6.254570714119866e-08,6.109752853359794e-08,6.255297179023675e-08,6.253937339697334e-08,6.253532554148542e-08,6.236606996585709e-08,6.255088986470115e-08,6.253207763375227e-08,5.3112747814100964e-08,6.145695971029776e-08,6.255126999255178e-08,6.255434552558266e-08,6.263568530391497e-08,6.255296589572181e-08,6.254833793352109e-08
translation_BSU14870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14890,2.5270385777782773e-05,2.5266308278421675e-05,2.5236890373190375e-05,2.5275448151859783e-05,2.5269352129486294e-05,2.5271891483526284e-05,2.5295949041090517e-05,2.5271898774783767e-05,2.5271900511162965e-05,2.527187361008084e-05,2.527460188238435e-05,2.5280472268431503e-05,2.526981150555978e-05,2.5268892147192093e-05,2.527722829796225e-05,2.4759883755438887e-05,2.530684647498985e-05,2.527231579347604e-05,2.5225741531112948e-05,2.5271128473561446e-05,2.526862012748233e-05,2.5271917484068326e-05,2.5273625275594183e-05,2.4098743446906954e-05,2.5271879190064907e-05,2.5272683120230218e-05,2.5275272849118497e-05,2.5305561856770564e-05,2.5270431635336702e-05,2.5271350725840588e-05,2.4254004625212585e-05,2.418994138529606e-05,2.527161867539603e-05,2.526718966793075e-05,2.5206378456617914e-05,2.5271939101083324e-05,2.5275448151859783e-05
translation_BSU14900,2.5270385777782773e-05,2.5266308278421675e-05,2.5236890373190375e-05,2.5275448151859783e-05,2.5269352129486294e-05,2.5271891483526284e-05,2.5295949041090517e-05,2.5271898774783767e-05,2.5271900511162965e-05,2.527187361008084e-05,2.527460188238435e-05,2.5280472268431503e-05,2.526981150555978e-05,2.5268892147192093e-05,2.527722829796225e-05,2.4759883755438887e-05,2.530684647498985e-05,2.527231579347604e-05,2.5225741531112948e-05,2.5271128473561446e-05,2.526862012748233e-05,2.5271917484068326e-05,2.5273625275594183e-05,2.4098743446906954e-05,2.5271879190064907e-05,2.5272683120230218e-05,2.5275272849118497e-05,2.5305561856770564e-05,2.5270431635336702e-05,2.5271350725840588e-05,2.4254004625212585e-05,2.418994138529606e-05,2.527161867539603e-05,2.526718966793075e-05,2.5206378456617914e-05,2.5271939101083324e-05,2.5275448151859783e-05
