,base,6PGCt6_FWD_CPLX_dummy_s,ALAt2r_FWD_BSU27810-MONOMER_s,ACNAMt2_FWD_CPLX_dummy_s,ACACt2_FWD_CPLX_dummy_s,AMPt6_FWD_CPLX_dummy_s,3GMPt6_FWD_CPLX_dummy_s,3UMPt6_FWD_CPLX_dummy_s,ARGPt6_FWD_CPLX_dummy_s,DALAt2r_FWD_BSU18120-MONOMER_s,2PGt6_FWD_CPLX_dummy_s,ASNt2r_FWD_CPLX_dummy_s,F6Pt6_2_FWD_BSU12010-MONOMER_s,ASPt2r_FWD_BSU10220-MONOMER_s,CHORt2_FWD_CPLX_dummy_s,BTDt6_RR_REV_CPLX_dummy_s,CITt2r_FWD_BSU38770-MONOMER_s,CMPt6_FWD_CPLX_dummy_s,DHAt_REV_CPLX_dummy_s,FORt2_REV_BSU27200-MONOMER_s,CO2t_REV_CPLX_dummy_s,GLYt2r_FWD_CPLX_dummy_s,GSNt2_REV_BSU38710-MONOMER_s,LEUt2r_FWD_BSU29600-MONOMER_s,THMDt2_FWD_BSU39410-MONOMER_s,GMPt6_FWD_CPLX_dummy_s,HISt2r_FWD_BSU39390-MONOMER_s,METt3_FWD_CPLX_dummy_s,UMPt6_FWD_CPLX_dummy_s,PSER_Lt6_FWD_BSU19999-MONOMER_s,H2Ot_FWD_CPLX_dummy_s,PYRt2_REV_CPLX_dummy_s,PHEt2r_REV_CPLX_dummy_s,URAt2_REV_BSU15480-MONOMER_s,TYRt2r_REV_CPLX_dummy_s,SUCCt2r_REV_BSU07570-MONOMER_s,THMt6_REV_CPLX_dummy_s
translation_BSU22550,4.255394785524954e-05,4.254593595529009e-05,4.255419459908969e-05,4.2558069360779315e-05,4.249456502419329e-05,4.255649858343557e-05,4.25541646580112e-05,4.2559401702582056e-05,4.2549918785437484e-05,4.25541646580112e-05,4.259462146587911e-05,4.255033134757259e-05,4.169138285604556e-05,4.25619586766999e-05,4.2567951820149384e-05,4.255087458646852e-05,4.2548677009639925e-05,4.2554136022236124e-05,4.261509879690564e-05,4.255063999798412e-05,4.247973532752208e-05,4.2555518148310494e-05,4.261095488697222e-05,4.255423809108831e-05,4.255417402905905e-05,4.0625175728374504e-05,4.255643033099772e-05,4.255989688026745e-05,4.2550611756085674e-05,4.2553371937658614e-05,4.0851338699561825e-05,4.0760671561190314e-05,4.254627783690543e-05,4.2559401702582056e-05,4.255373688265828e-05,4.244624369191962e-05,4.255427482105338e-05
translation_BSU22560,4.255394785524954e-05,4.254593595529009e-05,4.255419459908969e-05,4.2558069360779315e-05,4.249456502419329e-05,4.255649858343557e-05,4.25541646580112e-05,4.2559401702582056e-05,4.2549918785437484e-05,4.25541646580112e-05,4.259462146587911e-05,4.255033134757259e-05,4.169138285604556e-05,4.25619586766999e-05,4.2567951820149384e-05,4.255087458646852e-05,4.2548677009639925e-05,4.2554136022236124e-05,4.261509879690564e-05,4.255063999798412e-05,4.247973532752208e-05,4.2555518148310494e-05,4.261095488697222e-05,4.255423809108831e-05,4.255417402905905e-05,4.0625175728374504e-05,4.255643033099772e-05,4.255989688026745e-05,4.2550611756085674e-05,4.2553371937658614e-05,4.0851338699561825e-05,4.0760671561190314e-05,4.254627783690543e-05,4.2559401702582056e-05,4.255373688265828e-05,4.244624369191962e-05,4.255427482105338e-05
translation_BSU22600,8.954352141127854e-08,8.946427826380771e-08,8.954363061818584e-08,8.952092792668005e-08,8.961572390721972e-08,8.953060854866217e-08,8.954382621822401e-08,8.954738571022579e-08,8.954565472525302e-08,8.954382621822401e-08,8.947038957904675e-08,8.953777894852009e-08,9.12986640988815e-08,8.949797472739925e-08,6.283552566628997e-09,8.954451069283756e-08,8.954369605944744e-08,8.953189981975685e-08,0.0,8.95392382123397e-08,8.890507855864309e-08,8.952855960008525e-08,8.929145554532643e-08,8.954400718338575e-08,8.954382652029989e-08,8.75685066348844e-08,8.953587712544723e-08,8.952514016685637e-08,8.954240011473964e-08,8.951246387622403e-08,0.0,8.799694501745975e-08,8.954500586917818e-08,8.954738571022579e-08,8.954218675044955e-08,8.965728742475534e-08,8.954400620515915e-08
translation_BSU22610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4086237560093606e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9227696237035334e-38,0.0,0.0,0.0,0.0,0.0,1.553122543351595e-08,0.0,0.0
translation_BSU22620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3912041841970793e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.810725579135085e-38,0.0,0.0,0.0,0.0,0.0,1.089540351200599e-08,0.0,0.0
translation_BSU22630,5.1739745804893255e-09,5.169416664078012e-09,5.1740032299822796e-09,5.172883137969413e-09,5.181389303024537e-09,5.173205949192873e-09,5.174000772972583e-09,5.173615800042812e-09,5.17409006445532e-09,5.174000772972583e-09,5.168780678004868e-09,5.173537556263666e-09,5.2738234577403035e-09,5.172246513863083e-09,5.170833401504386e-09,5.174232281331255e-09,5.1745655610551395e-09,5.173447329440243e-09,1.1203411354570256e-08,5.173725120715778e-09,1.11256226600353e-08,5.173208108416122e-09,1.1182305724302198e-08,5.174005896979461e-09,5.1740012198827486e-09,1.0990122390361692e-08,5.173401052602674e-09,5.173292590701914e-09,5.174167414116516e-09,1.1208345878300126e-08,4.309134992960827e-09,1.1021888176994835e-08,5.174572125952085e-09,5.173615800042812e-09,5.174014387728648e-09,5.185727191611889e-09,5.174004522235849e-09
translation_BSU22640,5.1739745804893255e-09,5.169416664078012e-09,5.1740032299822796e-09,5.172883137969413e-09,5.181389303024537e-09,5.173205949192873e-09,5.174000772972583e-09,5.173615800042812e-09,5.17409006445532e-09,5.174000772972583e-09,5.168780678004868e-09,5.173537556263666e-09,5.2738234577403035e-09,5.172246513863083e-09,5.170833401504386e-09,5.174232281331255e-09,5.1745655610551395e-09,5.173447329440243e-09,1.1203411354570256e-08,5.173725120715778e-09,1.11256226600353e-08,5.173208108416122e-09,1.1182305724302198e-08,5.174005896979461e-09,5.1740012198827486e-09,1.0990122390361692e-08,5.173401052602674e-09,5.173292590701914e-09,5.174167414116516e-09,1.1208345878300126e-08,4.309134992960827e-09,1.1021888176994835e-08,5.174572125952085e-09,5.173615800042812e-09,5.174014387728648e-09,5.185727191611889e-09,5.174004522235849e-09
translation_BSU22650,1.0020763089046754e-08,1.0011935484692128e-08,1.0020818576327768e-08,1.0018649223439722e-08,1.0035123650108757e-08,1.0019274432308158e-08,1.0020813817682032e-08,1.0020068216314084e-08,1.0020986754131654e-08,1.0020813817682032e-08,1.0010703730328482e-08,1.001991667664921e-08,1.0214146710878295e-08,1.001741623335694e-08,1.0014679369473203e-08,1.0021262194530293e-08,1.0021907678404148e-08,1.0019741928666254e-08,2.1698353794901587e-08,1.0020279944560424e-08,2.154769552110943e-08,1.0019278614212086e-08,2.1657477188828036e-08,1.0020823741669517e-08,1.0020814683241153e-08,2.1285263597686117e-08,1.0019652301394497e-08,1.0019442236386485e-08,1.0021136562101871e-08,2.1707910798416984e-08,8.345773681612829e-09,2.1346786401332708e-08,1.0021920393054361e-08,1.0020068216314084e-08,1.0020840186239302e-08,1.0043525112691208e-08,1.0020821079116808e-08
translation_BSU22660,9.002838800471598e-09,8.994907917534559e-09,9.002888651270586e-09,9.000939664533862e-09,9.015740593995375e-09,9.001501363738715e-09,9.002884376015288e-09,9.00221451396333e-09,9.003039745318488e-09,9.002884376015288e-09,8.993801286644362e-09,9.002078367927081e-09,9.176578221165393e-09,8.999831923450748e-09,8.997373074344632e-09,9.003287206064349e-09,9.003867120708868e-09,9.001921371108848e-09,1.9494202159576548e-08,9.002404734533795e-09,1.935884798137123e-08,9.00150512083851e-09,1.9457477861045546e-08,9.002893291909099e-09,9.002885153649604e-09,1.9123074290118084e-08,9.001840848311074e-09,9.001652122024668e-09,9.003174335568246e-09,1.950278834820311e-08,7.49799735340576e-09,1.9178347514209052e-08,9.00387854378566e-09,9.00221451396333e-09,9.002908066014585e-09,9.023288623286744e-09,9.002890899822525e-09
translation_BSU22670,7.401597209943073e-09,7.395076910921825e-09,7.401638194297328e-09,7.400035853623184e-09,7.412204295226421e-09,7.400497649214509e-09,7.401634679437362e-09,7.401083958803048e-09,7.401762414813564e-09,7.401634679437362e-09,7.394167104993844e-09,7.400972027650622e-09,7.544435401314105e-09,7.399125134960791e-09,7.397103615850336e-09,7.401965862282382e-09,7.40244263352199e-09,7.4008429542286085e-09,1.6026970549203847e-08,7.401240346812967e-09,1.591569041524142e-08,7.40050073807792e-09,1.599677802087268e-08,7.4016420095535844e-09,7.401635318761924e-09,1.572185134580636e-08,7.400776753185966e-09,7.400621593687294e-09,7.401873066891111e-09,1.603402960148623e-08,6.164406307954942e-09,1.5767293694634692e-08,7.402452024894553e-09,7.401083958803048e-09,7.401654155942115e-09,7.418409834810295e-09,7.401640042922648e-09
translation_BSU22680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.825659831741154e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2402446559465748e-38,0.0,0.0,0.0,7.551057436566483e-09,0.0,5.447701756002995e-09,0.0,0.0
transcription_TU_BSU22690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.885061957155395e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0049009696924364e-39,0.0,0.0,0.0,2.09684880310008e-10,0.0,1.512711675749751e-10,0.0,0.0
translation_BSU22700,9.556097434344117e-08,9.547640594292483e-08,9.556109088920913e-08,9.553686254430691e-08,9.563802895055761e-08,9.554719371795611e-08,9.55612996338501e-08,9.556509832881424e-08,9.556325101917124e-08,9.55612996338501e-08,9.548292794730391e-08,9.555484597895786e-08,9.74340651343287e-08,9.551236685714826e-08,6.705816301855488e-09,9.556203010613835e-08,9.556116072821727e-08,9.554857176431842e-08,0.0,9.555640330739689e-08,9.487962721638074e-08,9.554500707709919e-08,9.529196929015015e-08,9.556149276013e-08,9.556129995622591e-08,9.345323574437437e-08,9.555281635064965e-08,9.554135785305814e-08,9.555977769416832e-08,9.552782969753337e-08,0.0,9.391046580010313e-08,9.556255855903852e-08,9.556509832881424e-08,9.555954999149224e-08,9.568238559602168e-08,9.556149171616516e-08
transcription_TU_BSU22700,2.653472324668074e-09,2.6530366724495473e-09,2.6534719591539423e-09,2.653101712223115e-09,2.6558101960439047e-09,2.6532445352205845e-09,2.6534777554256914e-09,2.653597642260027e-09,2.653603977691395e-09,2.6534777554256914e-09,2.651575126257708e-09,2.6534714384932667e-09,2.7174605491404415e-09,2.6528392455100983e-09,1.8620938342260785e-10,2.653555667591602e-09,2.6536035668776054e-09,2.653326024110099e-09,0.0,2.6533994232791465e-09,2.6476355386769086e-09,2.6532414421039505e-09,2.6492366836757275e-09,2.6534831180179715e-09,2.6534777643771922e-09,2.5996168601889564e-09,2.653357447690326e-09,2.6532409570422635e-09,2.653550753689842e-09,2.6530525688676064e-09,0.0,2.622385061229068e-09,2.653671200610222e-09,2.653597642260027e-09,2.653486800047996e-09,2.657503747296103e-09,2.653483089029904e-09
translation_BSU22710,9.333808460446121e-08,9.32554833901424e-08,9.333819843920206e-08,9.331453368147177e-08,9.341334680733862e-08,9.332462453672683e-08,9.333840232813364e-08,9.334211265982904e-08,9.334030832134325e-08,9.333840232813364e-08,9.326185368304393e-08,9.333209879480867e-08,9.51676045304863e-08,9.32906078002617e-08,6.549829086872658e-09,9.333911580855501e-08,9.333826665365147e-08,9.332597052769058e-08,0.0,9.333361989748263e-08,9.267258662029444e-08,9.33224887603735e-08,9.307533700696532e-08,9.333859096201035e-08,9.333840264301052e-08,9.127937512566561e-08,9.333011637865974e-08,9.331892442268624e-08,9.333691579102207e-08,9.330571095208709e-08,0.0,9.172596933337989e-08,9.333963196885839e-08,9.334211265982904e-08,9.333669338504734e-08,9.345667165156023e-08,9.333858994232969e-08
transcription_TU_BSU22710,2.591748629993578e-09,2.5913231116906266e-09,2.5917482729818453e-09,2.5913866385427712e-09,2.5940321190200436e-09,2.5915261392658733e-09,2.5917539344237323e-09,2.591871032512812e-09,2.591877220572667e-09,2.5917539344237323e-09,2.5898955632269937e-09,2.591747764432508e-09,2.654248393631672e-09,2.5911302771940747e-09,1.8187787748563107e-10,2.591830034237317e-09,2.591876819315014e-09,2.5916057326031756e-09,0.0,2.5916774243988853e-09,2.58604761628579e-09,2.5915231180997118e-09,2.5876115162814787e-09,2.591759172274177e-09,2.5917539431670083e-09,2.5391459233499792e-09,2.5916364252244046e-09,2.591522644321278e-09,2.591825234640187e-09,2.5913386383344673e-09,0.0,2.5613845023261174e-09,2.59194287978688e-09,2.591871032512812e-09,2.591762768654732e-09,2.5956862757628526e-09,2.5917591439604147e-09
translation_BSU22730,1.5898723213859305e-06,1.5895522678805093e-06,1.5898812328704768e-06,1.5895063231777953e-06,1.5932443994776263e-06,1.582234768621484e-06,1.5898797435850748e-06,1.5896533053365672e-06,1.590078355883798e-06,1.5898797435850748e-06,1.5874971205161664e-06,1.5899826152744302e-06,1.6348436327209496e-06,1.5891763140025536e-06,1.5889193322010138e-06,1.5898139240865843e-06,1.5901020949207873e-06,1.5770291933310175e-06,1.5863265741611707e-06,1.589822641498879e-06,1.588023789046173e-06,1.589693081989822e-06,1.585565171639776e-06,1.5898826847861818e-06,1.58987996239267e-06,1.5191298586327576e-06,1.589671179248971e-06,1.5894950664596887e-06,1.5900460967444741e-06,1.5896859000619296e-06,1.3472730357951913e-06,1.5569708088423087e-06,1.5902486316869881e-06,1.5896533053365672e-06,1.5899022889018612e-06,1.5957341412180658e-06,1.5898805733833885e-06
transcription_TU_BSU22730,4.414649634474873e-08,4.4169451267188634e-08,4.4146683870509167e-08,4.414130666743124e-08,4.424343294559143e-08,4.3936986424458646e-08,4.414664251709831e-08,4.414059459801859e-08,4.415335607583887e-08,4.414664251709831e-08,4.408503141095035e-08,4.415237567606555e-08,4.559619954076378e-08,4.4139093528342765e-08,4.412165139023349e-08,4.4145773629865764e-08,4.41549742450483e-08,4.379314648227065e-08,4.405563526758105e-08,4.4146015693986586e-08,4.431413089929501e-08,4.414505471706963e-08,4.408070741277968e-08,4.414672418626503e-08,4.414664859279097e-08,4.2258093707107525e-08,4.4142768616680795e-08,4.4141233766361744e-08,4.415317950949333e-08,4.4149650151225155e-08,4.002450856166221e-08,4.3477337217864435e-08,4.415952292770038e-08,4.414059459801859e-08,4.41482273340842e-08,4.432027309477595e-08,4.414666555834383e-08
translation_BSU22740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU22740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU22750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU22760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22780,4.298488917855519e-11,4.2904838145030594e-11,4.298504000418309e-11,4.2972371573865306e-11,4.29765941765182e-11,4.297840392687548e-11,4.298504000418309e-11,4.2984436703259184e-11,4.298202354190087e-11,4.298504000418309e-11,4.297357801059745e-11,4.297780067252265e-11,4.249715354640345e-11,4.2954880144313074e-11,4.298081698662414e-11,4.298262682588985e-11,4.297961044828235e-11,4.29765941765182e-11,4.296573647455052e-11,4.298262682588985e-11,4.243838666761451e-11,4.297599093486658e-11,4.2849403986430946e-11,4.298504000418309e-11,4.298504000418309e-11,4.2785578623818694e-11,4.298021371533637e-11,4.297176836184983e-11,4.298021371533637e-11,4.2963926990918576e-11,3.6159156755900564e-11,4.236348792174241e-11,4.297840392687548e-11,4.2984436703259184e-11,4.298262682588985e-11,4.2957292543599026e-11,4.298504000418309e-11
translation_BSU22830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3135039561595833e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU22830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.6474021779296748e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU22870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22880,2.64670719735263e-06,2.6485760321633272e-06,2.646717220953286e-06,2.6464072507599817e-06,2.6532693277027628e-06,2.646481150250172e-06,2.646716253769389e-06,2.6463928696088024e-06,2.6471721699894048e-06,2.646716253769389e-06,2.6426257552071307e-06,2.647109788875013e-06,2.7439884561746895e-06,2.6463550379328963e-06,2.645007543061316e-06,2.647032999713908e-06,2.64728305572332e-06,2.6467655777717298e-06,2.6408044159302686e-06,2.646684051854934e-06,2.6602224916965456e-06,2.646632015660354e-06,2.642960758352133e-06,2.6467182367933807e-06,2.646716411264811e-06,2.5218950782604466e-06,2.6464816151221653e-06,2.64644992352492e-06,2.6471688225102006e-06,2.6469812451509996e-06,2.368413755260977e-06,2.604510319205821e-06,2.647594081179465e-06,2.6463928696088024e-06,2.6468435881834063e-06,2.6585144894763412e-06,2.6467170297325868e-06
transcription_TU_BSU22880,7.349197041916755e-08,7.359691929858331e-08,7.349214899348158e-08,7.349192156037963e-08,7.367968381078257e-08,7.34899830778176e-08,7.349212213741155e-08,7.348354160768223e-08,7.350677718685638e-08,7.349212213741155e-08,7.338611070224386e-08,7.350783884767655e-08,7.653052725113396e-08,7.35020472551125e-08,7.3447467328521e-08,7.350251361227262e-08,7.351145282947319e-08,7.34990786104361e-08,7.334070931942981e-08,7.34928240675042e-08,7.423405652449068e-08,7.349576875621245e-08,7.347763559405875e-08,7.34921772006021e-08,7.349212651063167e-08,7.015231642707519e-08,7.34887988847037e-08,7.349350569893466e-08,7.350788159634729e-08,7.351345062928364e-08,7.036034575504703e-08,7.27291563800847e-08,7.352088799287917e-08,7.348354160768223e-08,7.349725405426918e-08,7.383816962772419e-08,7.34921436838021e-08
translation_BSU22890,1.51232524889842e-08,1.510271475897778e-08,1.512347530149287e-08,1.511972631427491e-08,1.5127331428744182e-08,1.512128641814689e-08,1.512331614940822e-08,1.511555748014721e-08,1.512366717948256e-08,1.512331614940822e-08,1.511439513230415e-08,1.5123580652157297e-08,1.5199653966583636e-08,1.5112555055657584e-08,1.5125326739884096e-08,1.507404798058933e-08,1.5123600715400694e-08,1.1936461803549386e-08,1.510101526375448e-08,1.512261520686185e-08,1.735345398577895e-08,1.512210917942177e-08,1.5071159604425616e-08,1.512359268550245e-08,1.5123334561276813e-08,1.4834697192040153e-08,1.5121329628091768e-08,1.511546469697037e-08,1.7514353155168856e-08,1.5119754250536345e-08,1.525635460065914e-08,1.4898911092272091e-08,1.5123670332247834e-08,1.511555748014721e-08,1.5121859426709642e-08,1.512336327047092e-08,1.512339759465239e-08
transcription_TU_BSU22890,4.1993221829514977e-10,4.196644785002222e-10,4.199378352010843e-10,4.198816111858812e-10,4.200768406484392e-10,4.199021341525143e-10,4.1993341597993557e-10,4.1972025762747136e-10,4.199545636711822e-10,4.1993341597993557e-10,4.197290033184397e-10,4.1996812298861105e-10,4.2392216682976477e-10,4.197485673404188e-10,4.2000520734813236e-10,4.1857446318390017e-10,4.199618390630307e-10,3.314683218633004e-10,4.193870489636952e-10,4.199230724421119e-10,4.842517075531933e-10,4.199341022025969e-10,4.189972060290202e-10,4.1994109463622656e-10,4.1993392722752147e-10,4.126612484741795e-10,4.1989649410689394e-10,4.1976554363409133e-10,4.863471445489203e-10,4.1991431169369627e-10,4.532326255408428e-10,4.1604182818259944e-10,4.199683329262788e-10,4.1972025762747136e-10,4.199020860241369e-10,4.2003963752203694e-10,4.1993567749316855e-10
translation_BSU22960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU23070,1.7365314157600361e-07,2.028243770400113e-07,1.7365389915057946e-07,1.7360666016703014e-07,1.737075325116571e-07,1.736279631762239e-07,1.7365382073869337e-07,1.736393451570571e-07,1.7364977981265878e-07,1.7365382073869337e-07,1.735508874451647e-07,1.8315871783636876e-07,1.7350380512705785e-07,2.2324412799497402e-07,1.736183936012223e-07,1.7367400598816157e-07,1.7364108797688017e-07,1.7884986734707475e-07,2.002353808043435e-07,1.7393801173267783e-07,2.054463378712808e-08,1.7985015529003588e-07,1.997938327599905e-07,1.7365447921588473e-07,1.7365384230008083e-07,1.9771667030180487e-07,1.7363385015741876e-07,1.7360072884988937e-07,1.6900336662606315e-07,7.704528763125228e-08,6.80510274349663e-08,2.4944273244790906e-07,1.6609269455329513e-07,1.736393451570571e-07,1.681983655237389e-07,1.1721647388456595e-07,1.736540360213127e-07
translation_BSU23080,1.2789594946119983e-07,1.2778276564371825e-07,1.2789610544256932e-07,1.2786367895051614e-07,1.2799907704236175e-07,1.2787750588428268e-07,1.2789638482015245e-07,1.2790146887985873e-07,1.2789899649589275e-07,1.2789638482015245e-07,1.277914944992807e-07,1.2788774744149856e-07,1.3040283814429993e-07,1.278308946555842e-07,8.97486394138115e-09,1.2789736246241176e-07,1.2789619891300866e-07,1.2787935022031126e-07,0.0,1.278898317232956e-07,1.2698405484808221e-07,1.278745793495707e-07,1.2753592114486155e-07,1.278966432945883e-07,1.278963852516106e-07,1.250750151708603e-07,1.2788503104768493e-07,1.2786969533727663e-07,1.2789434790160949e-07,1.27851589658602e-07,0.0,1.2568695819992006e-07,1.278980697279653e-07,1.2790146887985873e-07,1.278940431511593e-07,1.2805844264977127e-07,1.27896641897377e-07
translation_BSU23100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU23250,7.128966327264217e-12,7.10906112209543e-12,7.129003848534409e-12,7.1258525203771055e-12,7.1269028623825726e-12,7.127353036953109e-12,7.129003848540005e-12,7.128853764363515e-12,7.128253448265106e-12,7.129003848540005e-12,7.126152605341526e-12,7.127202976050156e-12,7.00797611666506e-12,7.121502213436922e-12,7.12795330177725e-12,7.128403524084957e-12,7.127653165862619e-12,7.126902859984701e-12,7.124202193589282e-12,7.128403523934111e-12,6.9934446839413745e-12,7.126752805099927e-12,7.095287933835506e-12,7.129003848545182e-12,7.129003848540013e-12,7.07944085196802e-12,7.127803233065992e-12,7.125702480451832e-12,7.127803233252605e-12,7.123752151148773e-12,5.5002226545237664e-12,6.974938923842516e-12,7.127353037364975e-12,7.128853764363515e-12,7.128403524018469e-12,7.1221021549432464e-12,7.129003848545155e-12
translation_BSU23260,1.58028439868256e-13,1.5758719938910676e-13,1.5802927160563812e-13,1.5795941583001087e-13,1.5798269885602508e-13,1.5799267791635225e-13,1.5802927160576217e-13,1.5802594467627887e-13,1.580126374151551e-13,1.5802927160576217e-13,1.5796606784049577e-13,1.5798935150277555e-13,1.5534643895219137e-13,1.5786298218351207e-13,1.580059840408747e-13,1.5801596415939606e-13,1.5799933090097191e-13,1.5798269880287126e-13,1.5792283288718576e-13,1.5801596415605225e-13,1.5502431937174222e-13,1.5797937252270006e-13,1.57281887882107e-13,1.5802927160587695e-13,1.5802927160576237e-13,1.5693060418836785e-13,1.580026574542106e-13,1.579560898814483e-13,1.5800265745834725e-13,1.579128567557968e-13,1.2192393190275958e-13,1.5461410051773886e-13,1.5799267792548216e-13,1.5802594467627887e-13,1.580159641579222e-13,1.5787628114101929e-13,1.5802927160587632e-13
translation_BSU23270,3.5644831636321083e-13,3.554530561047715e-13,3.564501924267204e-13,3.5629262601885527e-13,3.5634514311912864e-13,3.563676518476554e-13,3.5645019242700026e-13,3.564426882181757e-13,3.564126724132553e-13,3.5645019242700026e-13,3.563076302670763e-13,3.5636014880250783e-13,3.50398805833253e-13,3.5607511067184607e-13,3.563976650888625e-13,3.5642017620424786e-13,3.5638265829313097e-13,3.5634514299923506e-13,3.5621010967946413e-13,3.564201761967056e-13,3.496722341970687e-13,3.5633764025499634e-13,3.547643966917753e-13,3.564501924272591e-13,3.5645019242700067e-13,3.53972042598401e-13,3.563901616532996e-13,3.562851240225916e-13,3.5639016166263023e-13,3.5618760755743863e-13,2.750111327261883e-13,3.487469461921258e-13,3.563676518682488e-13,3.564426882181757e-13,3.564201762009235e-13,3.561051077471623e-13,3.5645019242725775e-13
