,base,6PGCt6_FWD_CPLX_dummy_s,ALAt2r_FWD_BSU27810-MONOMER_s,DALAt2r_FWD_BSU18120-MONOMER_s,3GMPt6_FWD_CPLX_dummy_s,2PGt6_FWD_CPLX_dummy_s,3UMPt6_FWD_CPLX_dummy_s,AMPt6_FWD_CPLX_dummy_s,ACNAMt2_FWD_CPLX_dummy_s,ACACt2_FWD_CPLX_dummy_s,ARGPt6_FWD_CPLX_dummy_s,BTDt6_RR_REV_CPLX_dummy_s,ASPt2r_FWD_BSU10220-MONOMER_s,ASNt2r_FWD_CPLX_dummy_s,CITt2r_FWD_BSU38770-MONOMER_s,CMPt6_FWD_CPLX_dummy_s,CO2t_REV_CPLX_dummy_s,DHAt_REV_CPLX_dummy_s,CHORt2_FWD_CPLX_dummy_s,F6Pt6_2_FWD_BSU12010-MONOMER_s,FORt2_REV_BSU27200-MONOMER_s,GLYt2r_FWD_CPLX_dummy_s,GSNt2_REV_BSU38710-MONOMER_s,THMDt2_FWD_BSU39410-MONOMER_s,GMPt6_FWD_CPLX_dummy_s,LEUt2r_FWD_BSU29600-MONOMER_s,HISt2r_FWD_BSU39390-MONOMER_s,METt3_FWD_CPLX_dummy_s,PSER_Lt6_FWD_BSU19999-MONOMER_s,UMPt6_FWD_CPLX_dummy_s,H2Ot_FWD_CPLX_dummy_s,PYRt2_REV_CPLX_dummy_s,PHEt2r_REV_CPLX_dummy_s,TYRt2r_REV_CPLX_dummy_s,SUCCt2r_REV_BSU07570-MONOMER_s,THMt6_REV_CPLX_dummy_s,URAt2_REV_BSU15480-MONOMER_s
translation_BSU36860,5.105084480328894e-06,5.104455178601737e-06,5.105108429402003e-06,5.1051140085563774e-06,5.105108429402003e-06,5.110133030252511e-06,5.105765489220985e-06,5.10564715733552e-06,5.1056106801067444e-06,5.0977472710285674e-06,5.104587254518386e-06,5.104703364991808e-06,5.1061200610939435e-06,5.104644439779429e-06,5.10443783516648e-06,5.105115618761834e-06,5.096935009704457e-06,5.112692218250392e-06,5.1068175439569174e-06,4.998779434699749e-06,5.104817116061773e-06,5.1052885287023715e-06,5.112340357258799e-06,5.105109547682372e-06,4.850436872163677e-06,5.105116901784466e-06,5.105398062610542e-06,5.105840160479707e-06,5.105039520249313e-06,5.104835439497268e-06,4.892165113152422e-06,4.872420668531368e-06,5.104141180085704e-06,5.105059655163234e-06,5.09171606746523e-06,5.105124787540701e-06,5.105765489220985e-06
translation_BSU36870,5.105084480328894e-06,5.104455178601737e-06,5.105108429402003e-06,5.1051140085563774e-06,5.105108429402003e-06,5.110133030252511e-06,5.105765489220985e-06,5.10564715733552e-06,5.1056106801067444e-06,5.0977472710285674e-06,5.104587254518386e-06,5.104703364991808e-06,5.1061200610939435e-06,5.104644439779429e-06,5.10443783516648e-06,5.105115618761834e-06,5.096935009704457e-06,5.112692218250392e-06,5.1068175439569174e-06,4.998779434699749e-06,5.104817116061773e-06,5.1052885287023715e-06,5.112340357258799e-06,5.105109547682372e-06,4.850436872163677e-06,5.105116901784466e-06,5.105398062610542e-06,5.105840160479707e-06,5.105039520249313e-06,5.104835439497268e-06,4.892165113152422e-06,4.872420668531368e-06,5.104141180085704e-06,5.105059655163234e-06,5.09171606746523e-06,5.105124787540701e-06,5.105765489220985e-06
translation_BSU36880,5.105084480328894e-06,5.104455178601737e-06,5.105108429402003e-06,5.1051140085563774e-06,5.105108429402003e-06,5.110133030252511e-06,5.105765489220985e-06,5.10564715733552e-06,5.1056106801067444e-06,5.0977472710285674e-06,5.104587254518386e-06,5.104703364991808e-06,5.1061200610939435e-06,5.104644439779429e-06,5.10443783516648e-06,5.105115618761834e-06,5.096935009704457e-06,5.112692218250392e-06,5.1068175439569174e-06,4.998779434699749e-06,5.104817116061773e-06,5.1052885287023715e-06,5.112340357258799e-06,5.105109547682372e-06,4.850436872163677e-06,5.105116901784466e-06,5.105398062610542e-06,5.105840160479707e-06,5.105039520249313e-06,5.104835439497268e-06,4.892165113152422e-06,4.872420668531368e-06,5.104141180085704e-06,5.105059655163234e-06,5.09171606746523e-06,5.105124787540701e-06,5.105765489220985e-06
translation_BSU36890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU36900,8.244386706006886e-08,1.0160428130601229e-07,8.244480036144792e-08,8.244477706694495e-08,8.244480036144792e-08,8.238366903449957e-08,8.24162225524759e-08,8.243328660391146e-08,8.242474636834933e-08,8.248757230403225e-08,8.244653114575813e-08,8.244414090813041e-08,8.238008683231743e-08,8.244176961575026e-08,8.244286917592232e-08,8.243326054012305e-08,5.277208963014557e-08,8.238868451600265e-08,8.2439817240483e-08,8.295698677824816e-08,8.322238498671567e-08,7.415865603867507e-08,8.224591635889329e-08,8.244484987119945e-08,8.072782153381981e-08,8.244582632990501e-08,8.24337813797612e-08,9.526768819581359e-08,8.249251409438167e-08,8.87966203198467e-08,7.811675170934694e-08,8.74152362865261e-08,8.244767244773161e-08,8.243969817147114e-08,8.252119474162899e-08,8.245857618225384e-08,8.24162225524759e-08
translation_BSU36920,0.0,9.387043289125232e-09,0.0,0.0,0.0,0.0,6.073683030598334e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1153816599065537e-07,7.469562525817798e-08,0.0,0.0,0.0,0.0,0.0,0.0,5.568520450236787e-08,0.0,0.0,0.0,0.0,0.0,5.2850932317173584e-08,0.0,0.0,0.0,0.0,0.0,6.073683030598334e-08
translation_BSU37010,2.216977409336436e-11,2.225876542421559e-11,2.2169915081523156e-11,2.216993478949762e-11,2.2169915081523156e-11,2.2176360442128962e-11,2.2226798006694034e-11,2.2171882518039847e-11,2.2167780659155057e-11,2.2144049375225597e-11,2.2170329618476836e-11,2.216510752238145e-11,2.2195720351351844e-11,2.2169360002497292e-11,2.2167282618556166e-11,2.2169033774991555e-11,2.2179062133323323e-11,2.2207311713293654e-11,2.2108675837436786e-11,2.1866842588982472e-11,2.2167868273842113e-11,2.2162835511526096e-11,2.2183353388130722e-11,2.2169919299582198e-11,2.108510818220802e-11,2.2169949425209925e-11,2.2169194272385053e-11,2.217205697076312e-11,2.216416822029857e-11,2.2171353176488682e-11,1.9193183487183686e-11,2.1150432030108163e-11,2.2166582411644503e-11,2.2169387899488565e-11,2.2159043465762375e-11,2.216997651758568e-11,2.2226798006694034e-11
transcription_TU_BSU37010,6.155952511478674e-13,6.185121902179439e-13,6.155983304318748e-13,6.155988776688008e-13,6.155983304318748e-13,6.15840831480649e-13,6.1718116568682e-13,6.156897323451859e-13,6.156092554925067e-13,6.149268524012267e-13,6.156265534595213e-13,6.154782042979489e-13,6.16482241702783e-13,6.156230275255282e-13,6.155553132289999e-13,6.156206540653616e-13,6.189112967822865e-13,6.16743891863306e-13,6.139212156527892e-13,6.098717321082788e-13,6.155548645329514e-13,6.154518739661959e-13,6.167251448423241e-13,6.155984475559185e-13,5.865308171812091e-13,6.155992840627821e-13,6.156050546544322e-13,6.157313542390704e-13,6.155557351178389e-13,6.156650041619506e-13,5.701871234696903e-13,5.906112436110983e-13,6.155425539950709e-13,6.155970613264088e-13,6.154535187723037e-13,6.156000363444766e-13,6.1718116568682e-13
translation_BSU37060,0.0,2.4115902814244314e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.447822009261491e-11,0.0,0.0,0.0,0.0,2.442103426848897e-11,0.0,1.948611961835123e-11,0.0,0.0,0.0,2.4488900851460408e-11,0.0,0.0,2.3811585656029094e-09,0.0,0.0,0.0,4.918738778153718e-12,0.0
transcription_TU_BSU37060,0.0,6.701171239485747e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.798118079627221e-13,0.0,0.0,0.0,0.0,6.789354897304072e-13,0.0,5.420512697718337e-13,0.0,0.0,0.0,6.801195161496351e-13,0.0,0.0,6.64922125308833e-11,0.0,0.0,0.0,1.3658001704235287e-13,0.0
translation_BSU37070,2.64670719735263e-06,2.6485760321633272e-06,2.6467169380415654e-06,2.646717220953286e-06,2.6467169380415654e-06,2.642626438500931e-06,2.6463935553081694e-06,2.6464818426517944e-06,2.646407934766328e-06,2.6532746257787073e-06,2.6471728581305166e-06,2.6470336839287692e-06,2.6463489201783703e-06,2.647110487784853e-06,2.6472837394831857e-06,2.646766268709918e-06,2.659922960181643e-06,2.6408044159302686e-06,2.6450082296637814e-06,2.7439892088649224e-06,2.646688713965434e-06,2.6466341293603827e-06,2.642960758352133e-06,2.6467170955366283e-06,2.5218950782604466e-06,2.646718921066835e-06,2.6464822994399784e-06,2.646450607602547e-06,2.6469814592009785e-06,2.6470414965538833e-06,2.36842610771302e-06,2.604512453294364e-06,2.647594765570016e-06,2.646844272479527e-06,2.6584816003779688e-06,2.646718387786204e-06,2.6463935553081694e-06
translation_BSU37080,3.1632278985269687e-12,3.1736848741431607e-12,3.163242937983045e-12,3.1632445906506817e-12,3.163242937983045e-12,3.1630433835038636e-12,3.162995066289822e-12,3.1629195736411884e-12,3.163122025860109e-12,3.1744564384145836e-12,3.164836901703997e-12,3.1638988520045515e-12,3.162305487313571e-12,3.1651789511325046e-12,3.164001631435992e-12,3.1639651094754544e-12,3.211893429387373e-12,3.155382860024214e-12,3.165757876587574e-12,3.4228422837748334e-12,3.1632512734242438e-12,3.164162983814175e-12,3.153379808013236e-12,3.1632433581008448e-12,2.96199187894354e-12,3.16324687593802e-12,3.1630891101436604e-12,3.1616332325916035e-12,3.1629551557500436e-12,3.1645335049228035e-12,3.1340371568837932e-12,3.140793721849859e-12,3.1653954631672424e-12,3.163259090932617e-12,3.184009301319747e-12,3.1632128248765573e-12,3.162995066289822e-12
transcription_TU_BSU37080,8.783436693721149e-14,8.818830447947101e-14,8.783466532064836e-14,8.783471121074015e-14,8.783466532064836e-14,8.783818572888333e-14,8.78282594499886e-14,8.783093199867158e-14,8.784132364497658e-14,8.815273451941541e-14,8.788131108496342e-14,8.78547862691749e-14,8.783248053714761e-14,8.789414977864814e-14,8.78600254622686e-14,8.786139666278733e-14,8.962854766171214e-14,8.76316381980246e-14,8.79078393634977e-14,9.5463931010826e-14,8.783680438023765e-14,8.786736863656894e-14,8.7667927603785e-14,8.783467698617865e-14,8.23946219401816e-14,8.78347746669629e-14,8.783420906516049e-14,8.780045597383631e-14,8.784336802945675e-14,8.787431772747957e-14,9.310532734311448e-14,8.770450094575156e-14,8.789968483273392e-14,8.783702145592794e-14,8.843385912973851e-14,8.783382916146553e-14,8.78282594499886e-14
translation_BSU37100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU37100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU37110,1.8038775330626532e-07,8.538455075372168e-08,1.8038887069461415e-07,1.8038923763737241e-07,1.8038887069461415e-07,1.8079385404102527e-07,1.4383345757875104e-07,1.7682280683222097e-07,1.804453557957288e-07,2.676728745918836e-07,1.8035365541015717e-07,1.8499741703099717e-07,1.6849484734433795e-07,1.8036528233244336e-07,1.8035146595668225e-07,1.8043907706707655e-07,2.0894923741462018e-07,1.6111846370093426e-07,2.3922313695433205e-07,1.7184053928680076e-07,1.8094937720774106e-07,1.8041739341052888e-07,1.2947364173625349e-07,1.8038898599982955e-07,2.6776391750051943e-09,1.8038929537392852e-07,1.8041850326081282e-07,1.4860100768222452e-07,1.8038897925413158e-07,1.7689903799349397e-07,4.7690860099310935e-08,3.6348582281749005e-07,1.8742896051420301e-07,1.8038634390613352e-07,2.9635625178043243e-07,1.8038509705279788e-07,1.4383345757875104e-07
translation_BSU37120,5.838388074059533e-07,5.849963844642364e-07,5.838415468117368e-07,5.838418729005347e-07,5.838415468117368e-07,5.839228484166739e-07,5.838555079982279e-07,5.853832482110868e-07,5.837930570016059e-07,5.836070446889684e-07,5.838126739855022e-07,5.838008426261962e-07,5.837223608990848e-07,5.837930983182804e-07,5.837948381999921e-07,5.837835561093649e-07,5.808246124251743e-07,5.839527126759158e-07,5.838639348595552e-07,5.787243238918254e-07,5.838328780585577e-07,5.838034397729137e-07,5.833934906853057e-07,5.838416287332249e-07,5.836000624279545e-07,5.838425087184475e-07,5.838241174263694e-07,5.837992089574899e-07,5.837400688156463e-07,5.838120082500139e-07,5.380715082706347e-07,5.818951281783055e-07,5.837835154659013e-07,5.838294879770226e-07,5.833416993849289e-07,5.838427828021068e-07,5.838555079982279e-07
translation_BSU37150,3.035823460336813e-08,3.031360457343254e-08,3.0358677409015905e-08,3.03586830168358e-08,3.0358677409015905e-08,3.0339862299519295e-08,3.034330638766441e-08,3.035461485822879e-08,3.0351349102921214e-08,3.0365827986536e-08,3.0359069880068085e-08,3.025992909109375e-08,3.033391109064571e-08,3.035870129802696e-08,3.035913167037037e-08,9.457816337365742e-09,3.004590869515826e-08,3.031489408857558e-08,3.036303667009243e-08,3.049186457161332e-08,3.035853710205139e-08,3.035662868923274e-08,3.025333973755228e-08,3.035871430720093e-08,2.9779291430484565e-08,3.035923106935998e-08,3.035469959204043e-08,3.0342951888285004e-08,3.0350496197170586e-08,3.0356452413921644e-08,3.026610829909534e-08,2.9891225210668696e-08,3.0358986990751135e-08,3.0355784224676854e-08,3.035398859751173e-08,3.035906818002597e-08,3.034330638766441e-08
translation_BSU37160,5.015465058474322e-08,5.0256735563389006e-08,5.015477593891009e-08,5.0154785999912424e-08,5.015477593891009e-08,5.0151536615000126e-08,5.013697948130221e-08,5.0153424208203625e-08,5.015764323147836e-08,5.022460073728403e-08,5.016526425314911e-08,5.015957351034394e-08,5.0176093594124446e-08,5.017072485199387e-08,5.0166333831868494e-08,5.016188805219162e-08,5.087576867674649e-08,5.006137482491368e-08,5.0122802917718047e-08,5.323163217482378e-08,5.015542233662082e-08,5.0160497670371306e-08,5.015692594583492e-08,5.015477983310144e-08,4.787522175582217e-08,5.015482059834525e-08,5.015309627180937e-08,5.0155598730750815e-08,5.018949697526977e-08,5.016052005779971e-08,6.18881793412898e-08,4.955551145815399e-08,5.017711949143165e-08,5.015696423080827e-08,5.035397473556641e-08,5.015403747836043e-08,5.013697948130221e-08
translation_BSU37170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU37190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU37190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU37240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU37240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU37320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU37330,6.641680583720556e-09,6.640864166087484e-09,6.641714853614736e-09,6.64171594230749e-09,6.641714853614736e-09,6.629271359096936e-09,6.6409115030096566e-09,6.640677049493268e-09,6.640145416318261e-09,6.658526999033355e-09,6.642635361120059e-09,6.642399650210932e-09,6.639549105294152e-09,6.642483508184185e-09,6.643041947121246e-09,6.6412947515130236e-09,6.6465596698518104e-09,6.6232839981869255e-09,6.6353602601276795e-09,6.879212634300661e-09,6.641498603489058e-09,6.640940054416834e-09,6.622929936015171e-09,6.641715308344518e-09,6.3091601228635776e-09,6.64172012837276e-09,6.64087722431694e-09,6.640143817591502e-09,6.64115586196808e-09,6.64225026788143e-09,5.607930207788017e-09,6.499205484307663e-09,6.643666290578442e-09,6.641973022540663e-09,6.671680898591187e-09,6.6417217018961865e-09,6.6409115030096566e-09
translation_BSU37490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU37500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU37660,8.099755103756586e-09,1.7539402096214216e-08,8.099795179742495e-09,8.099795621511675e-09,8.099795179742495e-09,8.086760834734808e-09,8.098463483592791e-09,8.0985775179978e-09,8.097944617760785e-09,8.121253630423503e-09,8.101179188088828e-09,8.10066395698262e-09,1.754899173525422e-08,8.100551954379779e-09,8.101062361339594e-09,8.099389509257123e-09,1.7435990856341368e-08,1.7533532928599957e-08,8.09403044911159e-09,8.387999472853264e-09,8.099564643171621e-09,8.098905557453793e-09,1.751019469557153e-08,8.0997955714638e-09,1.7123075643181003e-08,8.099800464738588e-09,8.09866530376153e-09,8.0978447050418e-09,8.099085324623297e-09,8.100620361934098e-09,6.6596279799564926e-09,7.934291325302016e-09,8.102159595564696e-09,8.099972077163432e-09,1.7587394323323643e-08,8.099787983532684e-09,8.098463483592791e-09
translation_BSU37710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU37760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU37780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU37790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU38240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU38390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
