,base,3GMPt6_FWD_CPLX_dummy_s,ARGPt6_FWD_CPLX_dummy_s,AMPt6_FWD_CPLX_dummy_s,ACACt2_FWD_CPLX_dummy_s,3UMPt6_FWD_CPLX_dummy_s,6PGCt6_FWD_CPLX_dummy_s,ALAt2r_FWD_BSU27810-MONOMER_s,ACNAMt2_FWD_CPLX_dummy_s,DALAt2r_FWD_BSU18120-MONOMER_s,2PGt6_FWD_CPLX_dummy_s,ASPt2r_FWD_BSU10220-MONOMER_s,ASNt2r_FWD_CPLX_dummy_s,CMPt6_FWD_CPLX_dummy_s,F6Pt6_2_FWD_BSU12010-MONOMER_s,DHAt_REV_CPLX_dummy_s,BTDt6_RR_REV_CPLX_dummy_s,CITt2r_FWD_BSU38770-MONOMER_s,FORt2_REV_BSU27200-MONOMER_s,CO2t_REV_CPLX_dummy_s,CHORt2_FWD_CPLX_dummy_s,GLYt2r_FWD_CPLX_dummy_s,GMPt6_FWD_CPLX_dummy_s,HISt2r_FWD_BSU39390-MONOMER_s,THMDt2_FWD_BSU39410-MONOMER_s,METt3_FWD_CPLX_dummy_s,PSER_Lt6_FWD_BSU19999-MONOMER_s,GSNt2_REV_BSU38710-MONOMER_s,LEUt2r_FWD_BSU29600-MONOMER_s,UMPt6_FWD_CPLX_dummy_s,H2Ot_FWD_CPLX_dummy_s,PYRt2_REV_CPLX_dummy_s,SUCCt2r_REV_BSU07570-MONOMER_s,THMt6_REV_CPLX_dummy_s,PHEt2r_REV_CPLX_dummy_s,URAt2_REV_BSU15480-MONOMER_s,TYRt2r_REV_CPLX_dummy_s
transcription_TU8J2_1146_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_477_from_BSU25200-MONOMER,1.0460038052270084e-16,1.0460078907741398e-16,1.0459261816110836e-16,1.0458281355606697e-16,1.0457791145584886e-16,1.0459915486418133e-16,1.0438357024395321e-16,1.0460078907741398e-16,1.0456647374648577e-16,1.0460078907741398e-16,1.0456810766001128e-16,1.0451909677244422e-16,1.0458117950767566e-16,1.0457791145584886e-16,1.0328035989426334e-16,0.0,1.0459425231439805e-16,1.0458608169780559e-16,1.0459425231439805e-16,1.0312146746174276e-16,8.245484247847039e-16,1.0457627745241328e-16,1.0406068264949404e-16,1.0458771579115298e-16,1.0460078907741398e-16,1.0456483984794503e-16,1.0454360053051273e-16,1.0423346864947071e-16,1.0459915486418133e-16,1.0458608169780559e-16,7.238148376966661e-16,1.0291900676960939e-16,1.0452399725435161e-16,1.0460078907741398e-16,1.0458281355606697e-16,1.0459915486418133e-16,1.0459425231439805e-16
transcription_TU8J2_358_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_173_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1239_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_471_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1219_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1000_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_903_from_BSU25200-MONOMER,4.222497136906871e-11,4.2226132861183774e-11,4.2220647754833247e-11,4.222633373536066e-11,4.2095100935614553e-11,4.214653884318145e-11,4.215042522551674e-11,4.223011949139865e-11,4.222558777798673e-11,4.22264488654304e-11,4.22860672628606e-11,4.2217012480182305e-11,4.224570469236999e-11,4.2225907570704476e-11,4.495812263903282e-11,4.224960194203954e-11,4.221702562039184e-11,4.2269503274401934e-11,5.0363507427363765e-11,4.180256561112256e-11,4.233899714939092e-11,4.224592463845572e-11,4.362951876788722e-11,4.222423800829384e-11,4.222613286118376e-11,4.216603779472847e-11,4.216699604778231e-11,4.205647076696908e-11,4.2232478433887394e-11,4.221511428661524e-11,7.163728902845362e-11,4.253343172386569e-11,4.201165035675553e-11,4.2226132861183774e-11,4.221100420124507e-11,4.214657366938721e-11,4.220636237824784e-11
transcription_TU8J2_328_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_787_from_BSU15320-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_559_from_BSU25200-MONOMER,3.036874244676107e-10,3.036880801009685e-10,3.0374821662956547e-10,3.0366056169191577e-10,3.045152606723997e-10,3.036380433048142e-10,6.580958867994217e-10,3.036882450326334e-10,3.03653319264774e-10,3.036880966637535e-10,3.0322669865768116e-10,6.581472035487135e-10,3.037362425404791e-10,3.036959688297735e-10,3.1588654775422017e-10,6.575052729834318e-10,3.037276319732038e-10,3.037504339653606e-10,3.0368563704212375e-10,6.569769082502772e-10,3.034842352726637e-10,3.0367930844301086e-10,6.431580679943361e-10,3.036589069122977e-10,3.036880801009685e-10,3.0365122167709756e-10,3.037190363216621e-10,6.573119397156881e-10,3.036843089609931e-10,3.037282512997863e-10,2.671394056695265e-10,2.991645790536927e-10,6.595748392490578e-10,3.036880801009685e-10,3.037948741483177e-10,3.036380659962224e-10,3.0370140717859816e-10
transcription_TU8J2_89_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1439_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_763_from_BSU25200-MONOMER,9.659343718471032e-09,9.65941527154099e-09,9.658243095410857e-09,9.582449154614782e-09,1.2227216498189092e-08,9.66206862036901e-09,8.77785826408267e-09,9.659433985215624e-09,9.664329435631719e-09,9.659435758656015e-09,9.680629919848318e-09,1.002486644095171e-08,9.659460460531102e-09,9.662316870763428e-09,9.397119384090789e-09,9.281829920839373e-09,9.795033265782585e-09,9.658297832110293e-09,9.668361059234134e-09,1.3888747217401857e-08,9.666822705670991e-09,9.748730240950018e-09,4.0319384639386745e-09,9.661662769858277e-09,9.65941527154099e-09,9.665267973884539e-09,9.664103662515799e-09,8.901781140952268e-09,9.65932459886426e-09,9.689702384828939e-09,2.6498401184274475e-09,1.4071540918739541e-08,1.3778720735528862e-08,9.65941527154099e-09,9.86715954663205e-09,9.662068078789715e-09,9.659806775293169e-09
transcription_TU8J2_643_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_419_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_875_from_BSU13450-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1424_from_BSU25200-MONOMER,7.349197041916755e-08,7.349213582828323e-08,7.350679087367584e-08,7.348999696134482e-08,7.367969752058646e-08,7.348324948720708e-08,7.359816927739323e-08,7.349218139326272e-08,7.349193524768028e-08,7.34921436838021e-08,7.338555013953323e-08,7.350187187620905e-08,7.350785265475238e-08,7.349909443042178e-08,7.653053886616283e-08,7.33407139638667e-08,7.350251620640132e-08,7.351146653445246e-08,7.349283776175449e-08,7.423405893614882e-08,7.344766975555163e-08,7.349578466344968e-08,7.015232277065516e-08,7.348881257623056e-08,7.349213582828323e-08,7.349351937617082e-08,7.351340799702633e-08,7.347756340512508e-08,7.349161544056438e-08,7.350376698508282e-08,7.036026262162647e-08,7.272908259510925e-08,7.383760439601053e-08,7.349213582828323e-08,7.352090172840682e-08,7.34832547080169e-08,7.349729229461491e-08
transcription_TU8J2_130_from_BSU25200-MONOMER,2.0963803649778883e-10,2.0963907517740765e-10,2.096609957661982e-10,2.0962379279348716e-10,2.100149102890651e-10,2.0962823866846604e-10,2.0971422998093095e-10,2.096392358060091e-10,2.0961884912072789e-10,2.0963912465889816e-10,2.0937689663120948e-10,2.096353326203964e-10,2.096542507723127e-10,2.0963793773763053e-10,2.179111008218099e-10,2.0931563256593288e-10,2.096556536034447e-10,2.0967529184726034e-10,2.0963369762550078e-10,2.1022110283182916e-10,2.0952776206432618e-10,2.09630759063977e-10,2.001096584942337e-10,2.096240296216677e-10,2.0963907517740765e-10,2.096308131352747e-10,2.0962150560664176e-10,2.094304775146381e-10,2.0963634855330698e-10,2.096532794969139e-10,1.877491467415439e-10,2.0521843344372528e-10,2.1029644268583947e-10,2.0963907517740765e-10,2.0968513870353813e-10,2.0962823611436635e-10,2.0964574717629072e-10
transcription_TU8J2_300_from_BSU38700-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_629_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1176_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_734_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_218_from_BSU25200-MONOMER,3.366487172505475e-07,3.3665589017433904e-07,3.3948396751084426e-07,3.366793810987704e-07,3.490329618046231e-07,3.3697771929867036e-07,3.582135492624184e-07,3.366570670160134e-07,3.3715553293770187e-07,3.366581454115904e-07,3.391075841301038e-07,3.3354710276966717e-07,3.397587084034145e-07,3.385851965301864e-07,2.9951821856458983e-07,3.324186904681989e-07,3.377593524337414e-07,3.3647863961377865e-07,3.36807391382553e-07,4.123077881789656e-07,3.4781001952956426e-07,3.389917383534514e-07,1.8971486311755672e-07,3.3689453883879327e-07,3.3665589017433904e-07,3.340706515746547e-07,3.3617844291603474e-07,3.237417697972579e-07,3.3664178232982185e-07,3.3856697143892206e-07,3.879431965921069e-07,4.167961794097129e-07,3.570530312077895e-07,3.3665589017433904e-07,3.38870157674148e-07,3.369857456645425e-07,3.366867956720763e-07
transcription_TU8J2_1295_from_BSU25200-MONOMER,1.3926603217932531e-09,1.392640388607894e-09,1.3929694345431623e-09,1.3926860334636428e-09,1.394682809722219e-09,1.3921941355377917e-09,1.3965182076605363e-09,1.3926414071756176e-09,1.3928788270788592e-09,1.392640667970837e-09,1.3926901284858563e-09,1.3936106800924656e-09,1.3931740122065462e-09,1.3929439729953218e-09,1.4846220401706767e-09,1.3903100365921454e-09,1.3928251001984507e-09,1.393029392835204e-09,1.3926860709421835e-09,1.4195454806826422e-09,1.3918090784779033e-09,1.392911936550025e-09,1.3317595506875625e-09,1.3926542411726042e-09,1.392640388607894e-09,1.3928296139287098e-09,1.3938685797161564e-09,1.3944031503477393e-09,1.3926376386419846e-09,1.3928563986563615e-09,1.8385285494300457e-09,1.3837798916915422e-09,1.3985275027771757e-09,1.392640388607894e-09,1.3933440279543805e-09,1.3921942221771908e-09,1.3927318669401122e-09
transcription_TU8J2_388_from_BSU25200-MONOMER,3.7391160401085794e-07,3.7391290654482197e-07,3.739283228886586e-07,3.738794020526361e-07,3.742137194571567e-07,3.7386520791272234e-07,3.737434230274087e-07,3.7391418432348175e-07,3.7385696451765893e-07,3.7391291329642984e-07,3.736557378712779e-07,3.7378115717627075e-07,3.7391537927633076e-07,3.738886762118484e-07,3.778820604008262e-07,3.735064735751185e-07,3.73920881904246e-07,3.7392795932227197e-07,3.739034484431259e-07,3.729136926788368e-07,3.7383736069135043e-07,3.738841808711906e-07,3.6651108137192467e-07,3.738829984994784e-07,3.7391290654482197e-07,3.7384117439514583e-07,3.738592094356477e-07,3.7323811590153096e-07,3.7391041024508146e-07,3.73909358180832e-07,3.4670176136483126e-07,3.696551483359736e-07,3.7443114855524723e-07,3.7391290654482197e-07,3.739404652237385e-07,3.73865224024289e-07,3.739086021737764e-07
transcription_TU8J2_4_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1161_from_BSU23100-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1269_from_CPLX8J2-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1045_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_373_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_60_from_BSU15320-MONOMER,8.719513238797817e-13,8.719531802721904e-13,8.721289772313791e-13,8.719123276497857e-13,8.742262714837736e-13,8.718401723024852e-13,1.355655800106922e-12,8.719538891226613e-13,8.71923277750908e-13,8.719532593697634e-13,8.706569954836186e-13,1.2220087544489215e-12,8.721335821610815e-13,8.720169932262902e-13,9.044335780609487e-13,1.2201138620570302e-12,8.720732672441201e-13,8.721626563578458e-13,8.723560878310739e-13,2.4829179629134854e-12,8.713917566212281e-13,8.719780650499674e-13,1.1819679793793738e-12,8.718989161728867e-13,8.719531802721904e-13,1.0045406608702347e-12,8.721768210317893e-13,1.2212925082749894e-12,8.719460658102937e-13,8.720856787871852e-13,8.133280605283521e-13,8.620586928394301e-13,1.2260345514287685e-12,8.719531802721904e-13,8.72282369640755e-13,8.7184024463981e-13,8.720088517693687e-13
transcription_TU8J2_1254_from_BSU25200-MONOMER,1.5804274150627494e-09,1.5804308270609076e-09,1.5807437850920409e-09,1.5802876178115877e-09,1.5847355784169732e-09,1.580170429303105e-09,3.424813467535483e-09,1.5804316853859609e-09,1.5802499273131202e-09,1.5804309132557165e-09,1.578029740209679e-09,3.4250805263298158e-09,1.5806814704318417e-09,1.5804718809942247e-09,1.64391318144141e-09,3.4217398392212983e-09,1.5806366599606639e-09,1.5807553243853957e-09,1.580418113076515e-09,3.41899016293525e-09,1.579369993028558e-09,1.580385178253631e-09,3.347075186465121e-09,1.5802790061310781e-09,1.5804308270609076e-09,1.5802390112039825e-09,1.5805919271128331e-09,3.4207337086674193e-09,1.580411201575876e-09,1.5806398830138132e-09,1.3902269450367622e-09,1.5568899607253568e-09,3.432510121425833e-09,1.5804308270609076e-09,1.5809865966667517e-09,1.5801705473920367e-09,1.5805001828430424e-09
transcription_TU8J2_359_from_BSU25200-MONOMER,8.429668690516746e-10,8.429737462351766e-10,8.430075292379126e-10,8.429112829257073e-10,8.431828318513646e-10,8.425460785325089e-10,8.423958165690365e-10,8.429888710158937e-10,8.428663646387908e-10,8.429739018924078e-10,8.425290030267936e-10,8.425147905778729e-10,8.430293346554197e-10,2.6263493633482116e-10,8.504215779470756e-10,8.419085582945354e-10,8.402455265744085e-10,8.430275552690492e-10,8.429510841819607e-10,8.381038008530241e-10,8.432057688634472e-10,8.429690728587405e-10,8.283795312511613e-10,8.428999052631559e-10,8.429737462351766e-10,8.4263774636823e-10,8.428916042880223e-10,8.410385731847596e-10,8.429798955964546e-10,8.429394132838687e-10,8.990718066208788e-10,8.346827991108547e-10,8.430428704811095e-10,8.429737462351766e-10,8.43032692827567e-10,8.425461912632549e-10,8.429219688279904e-10
transcription_TU8J2_697_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_291_from_BSU04730-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_174_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_586_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1132_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_16_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_574_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_339_from_BSU25200-MONOMER,2.2490850634448583e-10,2.2490899190136878e-10,2.2495352853915413e-10,2.248886119851181e-10,2.255215952948873e-10,2.2487193504560643e-10,4.873806124536898e-10,2.2490911404845623e-10,2.2488324830081795e-10,2.2490900416763644e-10,2.2456729645103281e-10,4.874186172326294e-10,2.2494466062341488e-10,2.2491483423157259e-10,2.3394308063386736e-10,4.86943208529528e-10,2.2493828370534505e-10,2.2495517068051915e-10,2.2490718259129723e-10,4.865519057841238e-10,2.24758026032629e-10,2.2490249568081278e-10,4.763177819088092e-10,2.2488738646841164e-10,2.2490899190136878e-10,2.2488169484396327e-10,2.2493191783374965e-10,4.86800027439461e-10,2.2490619902490846e-10,2.249387423737171e-10,1.9784133248261915e-10,2.2155892277758449e-10,4.884759129488792e-10,2.2490899190136878e-10,2.2498808272878087e-10,2.2487195185068398e-10,2.2491886182972972e-10
transcription_TU8J2_659_from_BSU04730-MONOMER,3.414484633671799e-14,3.4144983090765944e-14,3.41505936149974e-14,3.414135366269656e-14,3.422876244315369e-14,3.414061484517163e-14,3.4162332151185886e-14,3.414500426058822e-14,3.413985798572958e-14,3.414498674049739e-14,3.409067723960729e-14,3.413752416266448e-14,3.4149409241041187e-14,3.414486117214183e-14,3.535428492511479e-14,3.406697948583029e-14,3.414884729248812e-14,3.4151807170424905e-14,3.414435074263743e-14,3.4269676550088547e-14,3.4122647534258125e-14,3.4143083953814895e-14,3.2517573115873726e-14,3.4141522245487503e-14,3.4144983090765944e-14,3.414035425482426e-14,3.414647732233667e-14,3.408430981725956e-14,3.414450170092961e-14,3.4148230129484665e-14,2.9982232260405987e-14,3.3545272922734714e-14,3.4294175437928815e-14,3.4144983090765944e-14,3.4155711134811866e-14,3.414061727078098e-14,3.414642029304551e-14
transcription_TU8J2_668_from_BSU04730-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_458_from_BSU00980-MONOMER,8.39729478885983e-09,8.397343605367002e-09,8.396625794114787e-09,8.391164984300948e-09,8.383621552574739e-09,8.398614257686574e-09,8.395817430870381e-09,8.397360537717242e-09,8.399595625333514e-09,8.39735281932973e-09,8.408262246688045e-09,8.402220177871607e-09,8.397178387121039e-09,8.398281210981688e-09,8.240065750034138e-09,8.413944971243522e-09,8.39684506021182e-09,8.396587890818917e-09,8.39314366349433e-09,1.0278005168439585e-08,8.40128785744662e-09,8.39861939451845e-09,8.651748697474396e-09,8.398380675119136e-09,8.397343605367002e-09,8.400010823975522e-09,9.857541041372858e-09,8.424850647357645e-09,8.397273883980046e-09,8.397184490850774e-09,1.1336693192538183e-08,8.52981920312745e-09,8.373794384862894e-09,8.397343605367002e-09,8.396118461352076e-09,8.398613994441456e-09,8.39746882188338e-09
transcription_TU8J2_789_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1103_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_653_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,-3.432048651534724e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_443_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_248_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1191_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
