,base,ACACt2_FWD_CPLX_dummy_s,3GMPt6_FWD_CPLX_dummy_s,3UMPt6_FWD_CPLX_dummy_s,AMPt6_FWD_CPLX_dummy_s,ARGPt6_FWD_CPLX_dummy_s,2PGt6_FWD_CPLX_dummy_s,ALAt2r_FWD_BSU27810-MONOMER_s,6PGCt6_FWD_CPLX_dummy_s,DALAt2r_FWD_BSU18120-MONOMER_s,ACNAMt2_FWD_CPLX_dummy_s,ASPt2r_FWD_BSU10220-MONOMER_s,BTDt6_RR_REV_CPLX_dummy_s,ASNt2r_FWD_CPLX_dummy_s,CMPt6_FWD_CPLX_dummy_s,CITt2r_FWD_BSU38770-MONOMER_s,F6Pt6_2_FWD_BSU12010-MONOMER_s,DHAt_REV_CPLX_dummy_s,FORt2_REV_BSU27200-MONOMER_s,CHORt2_FWD_CPLX_dummy_s,CO2t_REV_CPLX_dummy_s,GLYt2r_FWD_CPLX_dummy_s,THMDt2_FWD_BSU39410-MONOMER_s,HISt2r_FWD_BSU39390-MONOMER_s,GMPt6_FWD_CPLX_dummy_s,METt3_FWD_CPLX_dummy_s,LEUt2r_FWD_BSU29600-MONOMER_s,GSNt2_REV_BSU38710-MONOMER_s,UMPt6_FWD_CPLX_dummy_s,PSER_Lt6_FWD_BSU19999-MONOMER_s,H2Ot_FWD_CPLX_dummy_s,PYRt2_REV_CPLX_dummy_s,PHEt2r_REV_CPLX_dummy_s,SUCCt2r_REV_BSU07570-MONOMER_s,THMt6_REV_CPLX_dummy_s,TYRt2r_REV_CPLX_dummy_s,URAt2_REV_BSU15480-MONOMER_s
transcription_TU8J2_1133_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1017_from_BSU25200-MONOMER,5.244739505429738e-14,6.617860499280067e-14,6.61790220947074e-14,6.84706491741328e-14,6.624473138829913e-14,6.61639133277845e-14,6.616471114904522e-14,6.61790220947074e-14,6.323512326351861e-14,6.617860499280067e-14,6.61583468345592e-14,6.610603923092186e-14,6.609906415545371e-14,6.717689266137051e-14,6.611763490474788e-14,6.617825127971918e-14,6.592618829852612e-14,6.509086665787155e-14,6.617282711537052e-14,6.614060977376978e-14,5.897769481244916e-14,6.641508688027875e-14,6.617901933175578e-14,6.617091205889469e-14,2.950432982236269e-14,6.554509862415936e-14,6.61790220947074e-14,6.581565870983147e-14,6.592935371036709e-14,6.652863121625808e-14,5.4945736887782024e-14,6.617860499280067e-14,6.616275055234433e-14,6.61790220947074e-14,6.617897683654574e-14,6.617574332665785e-14,6.842495270003241e-14
transcription_TU8J2_92_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_278_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_683_from_BSU15320-MONOMER,3.7130122829183288e-09,9.112220565491608e-09,9.1125972612945e-09,9.210894076324532e-09,9.326792295424592e-09,9.374710530875405e-09,9.21400064284074e-09,9.1125972612945e-09,0.0,9.112220565491608e-09,9.170813469408702e-09,1.3423095576898384e-08,8.99296410530761e-09,9.402204686742367e-09,9.299002635730563e-09,9.10910092156459e-09,5.063946070062814e-09,0.0,9.090958797443537e-09,9.682636962773967e-09,2.2373725661332174e-09,9.10890344240969e-09,9.1126140292017e-09,9.140846251372535e-09,1.813723274711871e-08,8.885700768031542e-09,9.1125972612945e-09,9.866148511558173e-09,8.972937318237802e-09,9.17199871105046e-09,1.8899911832323544e-08,9.112220565491608e-09,8.935526702138954e-09,9.1125972612945e-09,9.112986047111475e-09,9.115071868295245e-09,9.139246823698833e-09
transcription_TU8J2_914_from_BSU15320-MONOMER,4.851890301592672e-10,4.7876684178692e-10,4.787666491255332e-10,4.786551146880445e-10,4.785954870708991e-10,4.784954401420743e-10,4.785012628038201e-10,4.787666491255332e-10,4.775938034747143e-10,4.7876684178692e-10,4.786234414089208e-10,4.767609059279658e-10,4.786977673026613e-10,2.17332615240688e-10,4.785246171466621e-10,4.787741897578849e-10,4.958873707529523e-10,4.791481044954416e-10,4.787524838652531e-10,4.779865179167869e-10,4.829742656143793e-10,4.784676706231661e-10,4.787665851923748e-10,4.786868093330933e-10,4.5712452177101183e-10,4.790089851104378e-10,4.787666491255332e-10,4.774024025006512e-10,4.787778193226409e-10,4.784936957758339e-10,4.199303628757758e-10,4.7876684178692e-10,4.786511691171881e-10,4.787666491255332e-10,4.787655851406269e-10,4.787680898269017e-10,4.786448722390486e-10
transcription_TU8J2_1234_from_BSU04730-MONOMER,5.459985920433051e-09,6.03956946111357e-09,6.0397358855779125e-09,6.034464366025449e-09,6.038014361784299e-09,6.036586893638178e-09,6.036758382424339e-09,6.0397358855779125e-09,6.013607238918527e-09,6.03956946111357e-09,6.0381702315483754e-09,6.020501995384857e-09,5.735233881142867e-09,6.036109149185343e-09,6.036919570347505e-09,6.039724022400199e-09,6.1888143236619865e-09,6.029683830036639e-09,6.076508373313163e-09,6.031380061240063e-09,7.631504867334265e-09,5.3370066517917085e-09,6.039733898501721e-09,6.038823631677324e-09,5.7761127857258706e-09,6.642875680409824e-09,6.0397358855779125e-09,6.020088195532598e-09,6.03968832647775e-09,9.64885520195705e-09,5.491122596300142e-09,6.03956946111357e-09,6.038025162895424e-09,6.0397358855779125e-09,6.03970856355592e-09,6.039628403711219e-09,5.731004813263071e-09
transcription_TU8J2_272_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1002_from_BSU25200-MONOMER,1.3152818545744672e-11,1.2979090727649546e-11,1.297909065969079e-11,1.2972656024791592e-11,1.2975334988533524e-11,1.2972317716875422e-11,1.2972451322877654e-11,1.297909065969079e-11,1.293514106070941e-11,1.2979090727649546e-11,1.297515781477364e-11,1.2932448090219068e-11,1.297707598945734e-11,1.2970765734921623e-11,1.2972832037211114e-11,1.2979361250921035e-11,1.3227137655744308e-11,1.2972239378967335e-11,1.2978543492195634e-11,1.2960886750122816e-11,1.3040575747867637e-11,1.297147768703045e-11,1.2979090089282928e-11,1.2977260775768425e-11,1.2420090672079547e-11,1.2982653204199968e-11,1.297909065969079e-11,1.2928125138019928e-11,1.2979463212115762e-11,1.2974099097779775e-11,1.1261328342212548e-11,1.2979090727649546e-11,1.2975721683110672e-11,1.297909065969079e-11,1.2979081466876581e-11,1.2979001281715223e-11,1.2972376604874556e-11
transcription_TU8J2_34_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_57_from_BSU16470-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_134_from_BSU25200-MONOMER,2.1214354108384513e-06,2.0956018265238407e-06,2.0955969648503867e-06,2.0970981199080204e-06,2.094542284141915e-06,2.094115967874136e-06,2.094132024835365e-06,2.0955969648503867e-06,2.0979478320744908e-06,2.0956018265238407e-06,2.0950957597911995e-06,2.0808674135258945e-06,2.0955380039393904e-06,2.0932321938372886e-06,2.0942784319527353e-06,2.095629529584987e-06,2.1417745803796267e-06,2.1078732893284884e-06,2.0956277528851056e-06,2.0908581438459255e-06,2.1510946623896906e-06,2.0940632902512728e-06,2.095596720980112e-06,2.0951220377603267e-06,1.985138022728764e-06,2.0985190179653975e-06,2.0955969648503867e-06,2.0989113921179563e-06,2.0958969010061035e-06,2.0950079333520156e-06,1.6796461230946236e-06,2.0956018265238407e-06,2.095444937409514e-06,2.0955969648503867e-06,2.0955920351327007e-06,2.095811444757344e-06,2.0971602431333182e-06
transcription_TU8J2_324_from_BSU16470-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_546_from_BSU25200-MONOMER,1.5126197445860684e-10,1.4858293416352975e-10,1.485830242379443e-10,1.485262047681944e-10,1.4850114325827282e-10,1.4843199452605396e-10,1.4842567976964368e-10,1.485830242379443e-10,1.4788258461543877e-10,1.4858293416352975e-10,1.485278079145342e-10,1.4746868093479156e-10,1.485464480816119e-10,1.484093934694154e-10,1.4845995987352176e-10,1.4859238031348432e-10,1.5893919192424395e-10,1.4876242248098966e-10,1.485778374221155e-10,1.481779125851584e-10,1.523265771409744e-10,1.4842924821618252e-10,1.4858301196280634e-10,1.4855158425358514e-10,1.3591591354162007e-10,1.4873223380864303e-10,1.485830242379443e-10,1.4811467490946026e-10,1.4860044462645457e-10,1.4858504681264115e-10,1.2767204797565846e-10,1.4858293416352975e-10,1.4853190538800826e-10,1.485830242379443e-10,1.4858317768838755e-10,1.485899173949556e-10,1.4851742514661919e-10
transcription_TU8J2_1200_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_234_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1554_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_540_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1187_from_BSU25200-MONOMER,3.0368742446761076e-10,2.991653657172322e-10,2.9916551943200734e-10,2.989110687018589e-10,2.990033919521847e-10,2.988673085533689e-10,2.988656793794945e-10,2.9916551943200734e-10,2.972322226282467e-10,2.991653657172322e-10,2.990544368447488e-10,2.969206988786202e-10,2.9908871024779575e-10,2.988166656586661e-10,2.9892084497872267e-10,2.991837264019025e-10,3.166551629483052e-10,2.990736775795395e-10,2.991554480124081e-10,2.983070445796625e-10,3.066520851155348e-10,2.988558631522963e-10,2.9916549432179043e-10,2.9910125104924135e-10,2.726179909486157e-10,2.994407215476954e-10,2.9916551943200734e-10,2.9826216078586994e-10,2.992007925297364e-10,2.9910087465955087e-10,2.5326511546502295e-10,2.991653657172322e-10,2.990599849523675e-10,2.9916551943200734e-10,2.991645790536927e-10,2.991751329076448e-10,2.9889229395990623e-10
transcription_TU8J2_154_from_BSU25200-MONOMER,6.355163949300053e-09,6.206525121180005e-09,6.206522587273232e-09,6.209301396299171e-09,6.202841555327182e-09,6.200690703594986e-09,6.20255328049012e-09,6.206522587273232e-09,6.2264134580383436e-09,6.206525121180005e-09,6.204047904741065e-09,6.161264477737782e-09,6.205631240011902e-09,6.198242880729524e-09,6.201506421589639e-09,6.206556686362582e-09,6.288905247421925e-09,6.2529283997989076e-09,6.206321651265216e-09,6.190458883743022e-09,6.345901870875105e-09,6.2008587572700855e-09,6.206521978656553e-09,6.205030431815556e-09,5.808165449946589e-09,6.214510204191022e-09,6.206522587273232e-09,6.193285584145553e-09,6.207247030412032e-09,6.202889972756013e-09,5.379758258631349e-09,6.206525121180005e-09,6.204653011847555e-09,6.206522587273232e-09,6.206510172412388e-09,6.206805006690163e-09,6.209315770049083e-09
transcription_TU8J2_1061_from_BSU15320-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1070_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_848_from_BSU25200-MONOMER,2.105920125112683e-08,1.984960265337637e-08,1.984957190791582e-08,1.982545440671704e-08,1.9701867933809445e-08,1.976107995055671e-08,1.982439520713406e-08,1.984957190791582e-08,1.171643362053415e-08,1.984960265337637e-08,1.9834996088007475e-08,1.824576573382621e-08,2.001267038746919e-08,1.9753021993577745e-08,1.978967666802631e-08,1.9850459811741376e-08,2.0717201927660208e-08,1.5057920149282753e-08,1.9846588818457702e-08,1.9665607387742675e-08,2.4874032928831976e-08,1.993987188373399e-08,1.9849568791045545e-08,1.98425212609256e-08,1.1041069477257187e-08,1.9930587204204045e-08,1.984957190791582e-08,1.965988892983481e-08,1.9904306785447328e-08,1.983414091116997e-08,1.2071753522481707e-08,1.984960265337637e-08,1.992704291119246e-08,1.984957190791582e-08,1.9849479246441485e-08,1.9848984698236442e-08,1.992671644103471e-08
transcription_TU8J2_1297_from_BSU25200-MONOMER,5.914967563768584e-10,5.806413026527479e-10,5.806416958621925e-10,5.803078075637753e-10,5.803088200917189e-10,5.800386193115222e-10,5.800576537676061e-10,5.806416958621925e-10,5.776708378676574e-10,5.806413026527479e-10,5.804285223071252e-10,5.761773566529768e-10,5.805052146288164e-10,5.79935988312174e-10,5.801544058818578e-10,5.8068165369898e-10,6.083787441278698e-10,5.812119730888213e-10,5.806201754652597e-10,5.790089545425458e-10,1.3151409237299448e-09,5.800511723302205e-10,5.806416490436525e-10,5.805206511568632e-10,5.311891359966545e-10,5.812149402766336e-10,5.806416958621925e-10,5.788436414640282e-10,5.80703877327547e-10,5.806381071804061e-10,4.921595388037008e-10,5.806413026527479e-10,5.804367437449459e-10,5.806416958621925e-10,5.806403932758325e-10,5.806651005517711e-10,5.802801506345516e-10
transcription_TU8J2_833_from_BSU25200-MONOMER,1.7301628617045315e-09,1.713405623365219e-09,1.7135351386248275e-09,1.710606220639823e-09,1.7132531884078062e-09,1.7129641412027341e-09,1.7130916014695437e-09,1.7135351386248277e-09,1.7055089851769033e-09,1.713405623365219e-09,1.7131873259580686e-09,1.7121477437076855e-09,1.7130562796261446e-09,1.712999382911366e-09,1.712963922993936e-09,1.7134437263335485e-09,1.7308202863062832e-09,1.7067599140764774e-09,1.713473406319428e-09,1.7122992449787022e-09,1.7122902170066433e-09,1.7128024236768041e-09,1.7135335901832265e-09,1.7132758930210232e-09,1.6666056216223204e-09,1.7131232177679677e-09,1.7135351386248275e-09,1.707728224506191e-09,1.4334572631060745e-09,1.7140557658620074e-09,1.8656249704002707e-09,1.713405623365219e-09,1.7129751318895773e-09,1.7135351386248277e-09,1.7135143357533597e-09,1.713430865257929e-09,1.7105372140423148e-09
transcription_TU8J2_20_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1158_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_828_from_BSU25200-MONOMER,6.355163949300053e-09,6.206525121180005e-09,6.206522587273232e-09,6.209301396299171e-09,6.202841555327182e-09,6.200690703594986e-09,6.20255328049012e-09,6.206522587273232e-09,6.2264134580383436e-09,6.206525121180005e-09,6.204047904741065e-09,6.161264477737782e-09,6.205631240011902e-09,6.198242880729524e-09,6.201506421589639e-09,6.206556686362582e-09,6.288905247421925e-09,6.2529283997989076e-09,6.206321651265216e-09,6.190458883743022e-09,6.345901870875105e-09,6.2008587572700855e-09,6.206521978656553e-09,6.205030431815556e-09,5.808165449946589e-09,6.214510204191022e-09,6.206522587273232e-09,6.193285584145553e-09,6.207247030412032e-09,6.202889972756013e-09,5.379758258631349e-09,6.206525121180005e-09,6.204653011847555e-09,6.206522587273232e-09,6.206510172412388e-09,6.206805006690163e-09,6.209315770049083e-09
transcription_TU8J2_176_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_185_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_2954_from_BSU25200-MONOMER,7.561912127716101e-14,7.498904712681701e-14,7.498903069500773e-14,7.499395850714117e-14,7.509397241188594e-14,7.49859397176029e-14,7.498661464433612e-14,7.498903069500773e-14,7.509029104050092e-14,7.498904712681701e-14,7.497243514562112e-14,7.499375656501424e-14,7.487309541718116e-14,7.497961828710127e-14,7.497882836675783e-14,7.498801901115468e-14,7.402835623003223e-14,7.496553716210122e-14,7.49656940854177e-14,7.498235427326685e-14,7.379456489261602e-14,7.4867483845999e-14,7.498903314565445e-14,7.498345544798553e-14,7.506379782715483e-14,7.497057429593567e-14,7.498903069500773e-14,7.466381514179795e-14,7.498435013453231e-14,7.494745644640533e-14,6.538693822471027e-14,7.498904712681701e-14,7.497781836275756e-14,7.498903069500773e-14,7.498907269429822e-14,7.498560601370201e-14,7.488445520871466e-14
transcription_TU8J2_597_from_BSU04730-MONOMER,5.86213767374802e-11,5.770823368411606e-11,5.770833023501355e-11,5.768647519907978e-11,5.7679819286088945e-11,5.7648486171051336e-11,5.7654091263493026e-11,5.770833023501355e-11,5.7272454954805735e-11,5.770823368411607e-11,5.7688767993013836e-11,5.73240804257675e-11,5.7687010502655094e-11,5.7646585716865566e-11,5.766086746382993e-11,5.77126536594075e-11,6.031115059766735e-11,5.76186090371961e-11,5.770576906856139e-11,5.753872325623335e-11,8.704420628774754e-10,5.7644030123228114e-11,5.770832615991854e-11,5.769762183771057e-11,5.2070866290597464e-11,3.216606770276136e-10,5.770833023501355e-11,5.746806423703338e-11,5.7712753687407607e-11,5.77107014142005e-11,4.998691692712274e-11,5.770823368411607e-11,5.768539227427724e-11,5.770833023501355e-11,5.7708614432717787e-11,5.77099045356307e-11,5.7679008185261235e-11
transcription_TU8J2_474_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_288_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1003_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1012_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1129_from_BSU04730-MONOMER,1.3878822814845484e-15,1.36212154279351e-15,1.362122841195172e-15,1.3620053053025549e-15,1.3616872242152666e-15,1.361433934254797e-15,1.3614528526491834e-15,1.362122841195172e-15,1.3590927100563764e-15,1.36212154279351e-15,1.3615748955884654e-15,1.357566674947844e-15,1.361870196535712e-15,1.3612159550416085e-15,1.3614158557050396e-15,1.362136976607036e-15,1.3931024931083605e-15,1.3625208516668981e-15,1.362033688600632e-15,7.708320933628238e-16,1.3571051441920743e-15,1.3612618000882795e-15,1.3621227510378884e-15,1.3619200877950188e-15,1.3104173967151818e-15,1.3623847285864076e-15,1.362122841195172e-15,1.3536395979624783e-15,1.3620932250912959e-15,1.3610951829000622e-15,1.3003401095768688e-16,1.36212154279351e-15,1.361690600411912e-15,1.362122841195172e-15,1.3621239589746767e-15,1.3620739251986813e-15,1.3619741890326336e-15
transcription_TU8J2_1235_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_469_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,-9.414303709097425e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_445_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1450_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_259_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_640_from_BSU15330-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1188_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_746_from_BSU25200-MONOMER,3.716675504832567e-09,1.4532490244525152e-09,1.4532504169361862e-09,1.4520343906492329e-09,1.4524421688481067e-09,1.4517569004323578e-09,1.4517460924559776e-09,1.4532504169361862e-09,1.444243833606616e-09,1.4532490244525152e-09,1.4527036327134816e-09,1.4421026453860174e-09,1.452890057785482e-09,1.451570389765043e-09,1.4520376794523404e-09,1.453343476759715e-09,1.5268923023982166e-09,1.4532447195504656e-09,1.4531971261473171e-09,1.4490702763906425e-09,6.230567930690698e-09,1.4517627516563887e-09,1.4532502989421276e-09,1.4529498482948435e-09,1.3215992447208633e-09,1.454583409161787e-09,1.4532504169361862e-09,1.448622172573012e-09,1.4534146402873897e-09,1.453086809878832e-09,1.2533444373559725e-09,1.4532490244525152e-09,1.4527308282902567e-09,1.4532504169361862e-09,1.4532474049228917e-09,1.4533067837173393e-09,1.4519523610501785e-09
transcription_TU8J2_23_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_527_from_BSU25200-MONOMER,4.352398385240981e-10,4.2811786365273285e-10,4.2811836757116083e-10,4.277646981431951e-10,4.278779353832185e-10,4.2766430240911083e-10,4.2769685832230675e-10,4.2811836757116083e-10,4.2594766196659764e-10,4.2811786365273285e-10,4.2795814917957644e-10,4.249024540957301e-10,4.280082510377253e-10,4.2760651475523785e-10,4.277593953149596e-10,4.28144869661216e-10,4.5274864647927994e-10,4.2848345204257163e-10,4.2810141496272145e-10,4.2688500702290327e-10,4.3978614666318174e-10,4.2767613342821225e-10,4.281183345243925e-10,4.2803307081938443e-10,3.887896509413971e-10,4.285215914183556e-10,4.2811836757116083e-10,4.2671772808452125e-10,4.2816849246162966e-10,4.2800944797618696e-10,3.725747685952732e-10,4.2811786365273285e-10,4.2795576862032014e-10,4.2811836757116083e-10,4.2811736685764935e-10,4.281323635938245e-10,4.2773888235786747e-10
