,base,6PGCt6_FWD_CPLX_dummy_s,ACACt2_FWD_CPLX_dummy_s,ALAt2r_FWD_BSU27810-MONOMER_s,ARGPt6_FWD_CPLX_dummy_s,3GMPt6_FWD_CPLX_dummy_s,2PGt6_FWD_CPLX_dummy_s,DALAt2r_FWD_BSU18120-MONOMER_s,3UMPt6_FWD_CPLX_dummy_s,ACNAMt2_FWD_CPLX_dummy_s,AMPt6_FWD_CPLX_dummy_s,BTDt6_RR_REV_CPLX_dummy_s,ASNt2r_FWD_CPLX_dummy_s,ASPt2r_FWD_BSU10220-MONOMER_s,CITt2r_FWD_BSU38770-MONOMER_s,FORt2_REV_BSU27200-MONOMER_s,CMPt6_FWD_CPLX_dummy_s,DHAt_REV_CPLX_dummy_s,CHORt2_FWD_CPLX_dummy_s,F6Pt6_2_FWD_BSU12010-MONOMER_s,CO2t_REV_CPLX_dummy_s,GLYt2r_FWD_CPLX_dummy_s,GMPt6_FWD_CPLX_dummy_s,THMDt2_FWD_BSU39410-MONOMER_s,GSNt2_REV_BSU38710-MONOMER_s,LEUt2r_FWD_BSU29600-MONOMER_s,HISt2r_FWD_BSU39390-MONOMER_s,PSER_Lt6_FWD_BSU19999-MONOMER_s,UMPt6_FWD_CPLX_dummy_s,METt3_FWD_CPLX_dummy_s,H2Ot_FWD_CPLX_dummy_s,PYRt2_REV_CPLX_dummy_s,PHEt2r_REV_CPLX_dummy_s,SUCCt2r_REV_BSU07570-MONOMER_s,THMt6_REV_CPLX_dummy_s,URAt2_REV_BSU15480-MONOMER_s,TYRt2r_REV_CPLX_dummy_s
DM_RNA_BSU22660,2.2363990508257057e-09,2.236030864685131e-09,2.2382144732052845e-09,2.2363993692370844e-09,2.2365120925533037e-09,2.236404919195566e-09,2.2348485456581392e-09,2.2364032134158277e-09,2.2365344993300798e-09,2.236078053524079e-09,2.2362098582159905e-09,2.236461310190935e-09,2.2364050953769862e-09,2.2358262895098214e-09,2.236483302615319e-09,2.2363394089260323e-09,2.236274345162044e-09,6.121394049751097e-11,2.824890009588568e-11,2.2904073385231127e-09,1.9407084888847443e-09,2.2362014273276914e-09,1.9039461242667174e-09,2.2364049059906e-09,1.941474532528679e-09,2.2364102231281926e-09,2.2363103054954387e-09,1.944349292269787e-09,2.2364343003246895e-09,2.236187387277811e-09,2.5185605925300985e-11,1.921714232789103e-09,2.236543644734516e-09,2.239548232546906e-09,2.236409735795506e-09,2.2365344993300798e-09,2.236407307133921e-09
DM_RNA_BSU22640,2.34271635569245e-09,2.342331143642241e-09,2.3446920643063773e-09,2.34271709430192e-09,2.342834488292306e-09,2.342722593772983e-09,2.3410699133538794e-09,2.3427209121884085e-09,2.3428448405294847e-09,2.3423848836196027e-09,2.3425175495367672e-09,2.342786051029618e-09,2.3427201785110016e-09,2.342136486079102e-09,2.342817778775062e-09,2.342653728174361e-09,2.342589094200078e-09,2.914666902998741e-10,1.3450552845710664e-10,2.3992561279276927e-09,2.1704583007505074e-09,2.3425114721522964e-09,2.13018112860602e-09,2.3427225897513285e-09,2.1715344431235396e-09,2.3427280528346152e-09,2.3426202743847836e-09,2.174706765626106e-09,2.3427544189302766e-09,2.342503209279298e-09,1.199198277807791e-10,2.149477885577726e-09,2.34287941054092e-09,2.3461334890049287e-09,2.3427274874144725e-09,2.3428448405294847e-09,2.342727570498998e-09
DM_RNA_BSU22610,2.4863837727755283e-09,2.4859755534786286e-09,2.488576077448881e-09,2.4863850792020107e-09,2.4865087847114337e-09,2.486390510449025e-09,2.48460768977707e-09,2.486388861559567e-09,2.486502847553671e-09,2.4860381460612737e-09,2.4861719757589516e-09,2.4864635164005394e-09,2.486384593349027e-09,2.4857942976634543e-09,2.4865083995625255e-09,2.4863171107676008e-09,2.4862530575715542e-09,6.026090568397643e-10,2.780909528971522e-10,2.5463443601395252e-09,1.5297390421183525e-09,2.486169078682865e-09,2.435894283843962e-09,2.486390518836852e-09,2.4824162245132607e-09,2.4863961791377126e-09,2.4862777783034334e-09,2.485990645934836e-09,2.4864256382409645e-09,2.486168622554796e-09,2.479349329455555e-10,2.4572567155862727e-09,2.486571774038142e-09,2.490162991197957e-09,2.4863955081973713e-09,2.486502847553671e-09,2.0551296933401915e-09
DM_RNA_BSU13300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU01050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU01040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU28260,3.92514506154188e-09,3.926943363049664e-09,3.9330315069113005e-09,3.925161958470853e-09,3.925719466095795e-09,3.925157388698306e-09,3.9202237061355575e-09,3.925160295985345e-09,3.924674094174368e-09,3.924663832015537e-09,3.924818527958784e-09,3.925526025149825e-09,3.92568253171651e-09,3.924434549784039e-09,3.925817156651287e-09,3.9250908148895e-09,3.925167411080564e-09,3.917843741862478e-09,3.923299030494525e-09,4.020556096960293e-09,8.284350158057996e-09,3.925039801359848e-09,3.772677968299903e-09,3.9251577555701534e-09,3.918767168918155e-09,3.925162429538178e-09,3.92485250027228e-09,3.925328113028151e-09,3.925529059861554e-09,3.9245472054796025e-09,3.5354998905531292e-09,2.5627382278360955e-09,3.926173192993337e-09,3.939417181714649e-09,3.925157847828251e-09,3.924674094174368e-09,3.925282066517626e-09
DM_RNA_BSU28300,7.084397053864182e-09,7.084988881119685e-09,7.094963704117637e-09,7.0844308102337925e-09,7.085107632943851e-09,7.084417729319111e-09,7.077358218407051e-09,7.084426671389423e-09,7.083734327421174e-09,7.083447873595808e-09,7.083806430959744e-09,7.084859641628728e-09,7.084965722491247e-09,7.082785981690273e-09,7.085247141968986e-09,7.084261996258621e-09,7.084252265863097e-09,7.074052263991272e-09,7.0817969972286976e-09,7.207792895019209e-09,1.1435080097026885e-08,7.08404462833783e-09,6.870215165076659e-09,7.084418557432587e-09,7.072325215577449e-09,7.084427475762385e-09,7.083911370324694e-09,7.084174649173582e-09,7.084812502835287e-09,7.083265755141176e-09,6.401418778245008e-09,2.5627382278360955e-09,7.0856437729157455e-09,7.103205049487352e-09,7.084417902992815e-09,7.083734327421174e-09,7.084529917228081e-09
DM_RNA_BSU28280,4.5666374110444145e-09,4.568190735575184e-09,4.575068077302954e-09,4.566657731316069e-09,4.567239466104425e-09,4.566651433339322e-09,4.5612860971364865e-09,4.56665556600101e-09,4.566127506618329e-09,4.566061163196747e-09,4.566257253603635e-09,4.567034948598385e-09,4.5671812161263595e-09,4.565744038717498e-09,4.567345647982676e-09,4.566566755568571e-09,4.566625822975927e-09,4.5587181087381705e-09,4.564638273613876e-09,4.667730816475091e-09,8.924112087815112e-09,4.566481963451621e-09,4.4016390068181315e-09,4.5666518938671915e-09,4.559103351521001e-09,4.566657429661247e-09,4.566305635916931e-09,4.5667381338541025e-09,4.567027795480908e-09,4.56593123839752e-09,4.1174303744832e-09,2.5627382278360955e-09,4.567709927139296e-09,4.5818305496756044e-09,4.566651834506813e-09,4.566127506618329e-09,4.566773575057706e-09
DM_RNA_BSU28250,3.92514506154188e-09,3.926943363049664e-09,3.9330315069113005e-09,3.925161958470853e-09,3.925719466095795e-09,3.925157388698306e-09,3.9202237061355575e-09,3.925160295985345e-09,3.924674094174368e-09,3.924663832015537e-09,3.924818527958784e-09,3.925526025149825e-09,3.92568253171651e-09,3.924434549784039e-09,3.925817156651287e-09,3.9250908148895e-09,3.925167411080564e-09,3.917843741862478e-09,3.923299030494525e-09,4.020556096960293e-09,8.284350158057996e-09,3.925039801359848e-09,3.772677968299903e-09,3.9251577555701534e-09,3.918767168918155e-09,3.925162429538178e-09,3.92485250027228e-09,3.925328113028151e-09,3.925529059861554e-09,3.9245472054796025e-09,3.5354998905531292e-09,2.5627382278360955e-09,3.926173192993337e-09,3.939417181714649e-09,3.925157847828251e-09,3.924674094174368e-09,3.925282066517626e-09
DM_RNA_BSU28310,7.084397053864182e-09,7.084988881119685e-09,7.094963704117637e-09,7.0844308102337925e-09,7.085107632943851e-09,7.084417729319111e-09,7.077358218407051e-09,7.084426671389423e-09,7.083734327421174e-09,7.083447873595808e-09,7.083806430959744e-09,7.084859641628728e-09,7.084965722491247e-09,7.082785981690273e-09,7.085247141968986e-09,7.084261996258621e-09,7.084252265863097e-09,7.074052263991272e-09,7.0817969972286976e-09,7.207792895019209e-09,1.1435080097026885e-08,7.08404462833783e-09,6.870215165076659e-09,7.084418557432587e-09,7.072325215577449e-09,7.084427475762385e-09,7.083911370324694e-09,7.084174649173582e-09,7.084812502835287e-09,7.083265755141176e-09,6.401418778245008e-09,2.5627382278360955e-09,7.0856437729157455e-09,7.103205049487352e-09,7.084417902992815e-09,7.083734327421174e-09,7.084529917228081e-09
DM_RNA_BSU28290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU28270,3.794168517857827e-09,3.796016837480023e-09,3.801943847060215e-09,3.794184715826645e-09,3.7947372768764175e-09,3.794180498909769e-09,3.789334949123491e-09,3.794183156006238e-09,3.793705500454734e-09,3.793706688674019e-09,3.793852932912768e-09,3.794546097484394e-09,3.7947046946043046e-09,3.793495341611988e-09,3.79483323371816e-09,3.794117621472969e-09,3.794197796599162e-09,3.786993374630231e-09,3.792353747268841e-09,3.888419356767713e-09,8.153726922402563e-09,3.794073504678123e-09,3.6442600019735177e-09,3.79418084665942e-09,3.788026685328288e-09,3.7941853446643255e-09,3.793883963068077e-09,3.7943683787815185e-09,3.794551212293661e-09,3.7935927773077425e-09,3.4166843762158885e-09,2.5627382278360955e-09,3.7951875870855604e-09,3.8082525893119385e-09,3.794180969874183e-09,3.793705500454734e-09,3.794305694536877e-09
DM_RNA_BSU31580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU19230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU27250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU27270,1.1724278071961495e-10,1.1739297592799549e-10,1.1756992325950967e-10,1.172432691663109e-10,1.172724754585418e-10,1.1724321400652662e-10,1.1709771470942303e-10,1.172432565975285e-10,1.1724659272632272e-10,1.1723573196039086e-10,1.172343644647717e-10,1.1726008141417815e-10,1.1728496382607398e-10,1.172387807189539e-10,1.1727534327541936e-10,1.172420100533414e-10,1.1725347600277827e-10,1.1695509162767072e-10,1.171927915631924e-10,1.202167450391035e-10,2.623731801412093e-10,1.1725097844734596e-10,1.1088995040236026e-10,1.1724322618461344e-10,1.1694333347767247e-10,1.1724339331237495e-10,1.1723639975280665e-10,1.1728045658041344e-10,1.172606783374065e-10,1.172132329980989e-10,1.0579352102650404e-10,1.1541668709452169e-10,1.172946251459539e-10,1.1787099234516097e-10,1.17244084060078e-10,1.1724659272632272e-10,1.172480039529661e-10
DM_RNA_BSU27260,1.8172405820321543e-11,1.8195685789136737e-11,1.8223112285654158e-11,1.8172481528621236e-11,1.817700844781976e-11,1.817247297896062e-11,1.81499208673738e-11,1.8172479580484105e-11,1.817299667403943e-11,1.8171313276180542e-11,1.8171101316986153e-11,1.8175087394748957e-11,1.8178944120800516e-11,1.8171785827901985e-11,1.8177452953927483e-11,1.8172286368529386e-11,1.8174063568669155e-11,1.8127814563642008e-11,1.816465759709152e-11,1.863336457767266e-11,4.066733897498471e-11,1.8173676452374265e-11,1.7187729323191348e-11,1.8172474866540684e-11,1.812599207297646e-11,1.8172500771022716e-11,1.817141678272234e-11,1.8178245506380316e-11,1.8175179916702814e-11,1.816782598023962e-11,1.6397792558776373e-11,1.788936481585699e-11,1.8180441606825156e-11,1.826977741565898e-11,1.817260783558995e-11,1.817299667403943e-11,1.817321541145858e-11
DM_RNA_BSU40910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU40890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU37330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU03270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU00090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU36590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU29220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU38160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU38170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU38140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU38150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU29600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU13010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU40040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU38490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU00930,2.931068305844557e-11,2.9348231860982076e-11,2.9392468664999625e-11,2.931080517004716e-11,2.931810674106371e-11,2.931079138010685e-11,2.927441657228593e-11,2.9310802027852675e-11,2.9311636062731246e-11,2.93089208713916e-11,2.9308578996301405e-11,2.9315008230892284e-11,2.932122883239848e-11,2.93096830632522e-11,2.9318823696434275e-11,2.931049039234266e-11,2.9313356879468313e-11,2.9238760815125265e-11,2.929818577427035e-11,3.005417378592129e-11,2.9559465129299924e-11,2.931273249109129e-11,2.7722476137941983e-11,2.9310794424627254e-11,2.92358212882379e-11,2.9310836206550067e-11,2.930908781803449e-11,2.932010202426095e-11,2.931515746160626e-11,2.9303296133064895e-11,2.644837000692068e-11,2.8854159943409847e-11,2.9323644161543164e-11,2.9467735914512765e-11,2.931100889345693e-11,2.9311636062731246e-11,2.9311988866557916e-11
DM_RNA_BSU00940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU08650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU30410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU30440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU30420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU30450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU30430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU27900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU27910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5777368462137201e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.272948526854053e-10,0.0,0.0,0.0,0.0
DM_RNA_BSU14860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU22540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU22560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU22550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU25270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU25260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU06150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU06160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU31180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU31200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU28230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU09530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU09540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU02350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU02360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU23800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU34200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
