,base,ACACt2_FWD_CPLX_dummy_s,AMPt6_FWD_CPLX_dummy_s,DALAt2r_FWD_BSU18120-MONOMER_s,6PGCt6_FWD_CPLX_dummy_s,ALAt2r_FWD_BSU27810-MONOMER_s,2PGt6_FWD_CPLX_dummy_s,3GMPt6_FWD_CPLX_dummy_s,ACNAMt2_FWD_CPLX_dummy_s,3UMPt6_FWD_CPLX_dummy_s,ARGPt6_FWD_CPLX_dummy_s,ASPt2r_FWD_BSU10220-MONOMER_s,ASNt2r_FWD_CPLX_dummy_s,CHORt2_FWD_CPLX_dummy_s,CMPt6_FWD_CPLX_dummy_s,BTDt6_RR_REV_CPLX_dummy_s,CITt2r_FWD_BSU38770-MONOMER_s,DHAt_REV_CPLX_dummy_s,F6Pt6_2_FWD_BSU12010-MONOMER_s,FORt2_REV_BSU27200-MONOMER_s,CO2t_REV_CPLX_dummy_s,LEUt2r_FWD_BSU29600-MONOMER_s,GLYt2r_FWD_CPLX_dummy_s,GSNt2_REV_BSU38710-MONOMER_s,THMDt2_FWD_BSU39410-MONOMER_s,PSER_Lt6_FWD_BSU19999-MONOMER_s,HISt2r_FWD_BSU39390-MONOMER_s,METt3_FWD_CPLX_dummy_s,GMPt6_FWD_CPLX_dummy_s,UMPt6_FWD_CPLX_dummy_s,H2Ot_FWD_CPLX_dummy_s,PYRt2_REV_CPLX_dummy_s,PHEt2r_REV_CPLX_dummy_s,TYRt2r_REV_CPLX_dummy_s,SUCCt2r_REV_BSU07570-MONOMER_s,URAt2_REV_BSU15480-MONOMER_s,THMt6_REV_CPLX_dummy_s
DM_RNA_BSU40850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU41050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-24,7.570715779745806e-12,7.609224916203462e-12,7.568336483970306e-12,7.5702326567091e-12,7.539940128161802e-12,7.570230721461443e-12,7.572713905787751e-12,7.570225969018983e-12,7.56399794455972e-12,7.570544886192283e-12,7.56959743255682e-12,7.553845206618845e-12,7.56923860776298e-12,7.553631444569832e-12,7.569496394485799e-12,7.573350620615906e-12,7.5692625613793e-12,7.536710300604884e-12,7.456652247187553e-12,7.569752195695217e-12,7.659947958951458e-12,7.570237462952173e-12,7.571061119728133e-12,7.542573063211223e-12,7.570227389346534e-12,7.607824701375333e-12,7.569982657047298e-12,7.570225969018983e-12,7.123925082502977e-12,7.571714929727977e-12,2.1075007848907642e-11,7.488137891459183e-12,7.57457996266598e-12,7.570016106513843e-12,7.645294170957177e-12,7.570544886192283e-12,7.570242105572269e-12
formation_CPLX8J2-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-21,1.1377589876334663e-07,1.1383078386582933e-07,1.1372664519945457e-07,1.1374347093755855e-07,1.1365153129514527e-07,1.1374356007463712e-07,1.1365504703066243e-07,1.1374325370234437e-07,1.1371113053514325e-07,1.1373717017869624e-07,1.1374476465190507e-07,1.1368632816336404e-07,1.1373666295518914e-07,1.1371147887063265e-07,1.1372750652593902e-07,1.1374341978181304e-07,1.1374379906116868e-07,1.1362997466717219e-07,1.1424379106486385e-07,1.1373803698745126e-07,1.129075316703141e-07,1.1374331695646755e-07,1.1368994684352628e-07,1.1341126767111601e-07,1.1374327030605323e-07,1.1370950949981279e-07,1.1373105707480142e-07,1.1374325370234437e-07,1.1138332102092833e-07,1.1373979699202245e-07,9.643259822790376e-08,0.0,1.1374402769673257e-07,1.1374033298747412e-07,1.1387950410795375e-07,1.1373717017869624e-07,1.1374324342293656e-07
formation_CPLX8J2-22,2.5270385777782773e-05,2.5238529430279095e-05,2.5275272849118497e-05,2.5273918567683156e-05,2.5265103537446872e-05,2.5273909447562052e-05,2.5297916633815284e-05,2.5273891668570302e-05,2.5276221307786556e-05,2.5275984892999876e-05,2.5271371895456243e-05,2.5277942805128488e-05,2.5271616404943813e-05,2.528206751679836e-05,2.527387123520115e-05,2.5271938859764156e-05,2.5270634545245196e-05,2.530998840054563e-05,2.4761365992123295e-05,2.527189189146693e-05,2.5226287517374613e-05,2.5273935272562874e-05,2.527385086114708e-05,2.5307099243223767e-05,2.527389723268314e-05,2.5273478581888895e-05,2.5275234633315284e-05,2.5273891668570302e-05,2.4132664498857152e-05,2.5272264811251802e-05,2.423558118478583e-05,2.4238887415264442e-05,2.5269211050137336e-05,2.5273637687694757e-05,2.5209436091975182e-05,2.5275984892999876e-05,2.5273957061413116e-05
formation_CPLX8J2-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1777900831165618e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU28720-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU06440-MONOMER,4.514516403560699e-08,4.5133708122963785e-08,4.3267089002224916e-08,4.512327085048687e-08,4.5084742239607304e-08,4.5123724715596495e-08,4.509588215245397e-08,4.5123266417439686e-08,4.511576169559538e-08,4.510834460736816e-08,4.512373397822665e-08,4.5090358153247143e-08,4.5122793420277244e-08,4.512826352177177e-08,4.5117042529562954e-08,4.5122278733636254e-08,4.51242101509063e-08,4.507179070118756e-08,4.5510737598699763e-08,4.51230006273517e-08,1.9535008326546026e-08,4.5124262953625266e-08,3.6877838676483005e-08,4.497574197286208e-08,4.512333037843194e-08,4.511148326089917e-08,4.511738525147996e-08,4.5123266417439686e-08,4.4324310361937364e-08,4.5120856715232885e-08,4.4723144852899645e-08,4.4446148523955557e-08,4.512364129635748e-08,4.511917837081588e-08,4.514789344906285e-08,4.510834460736816e-08,4.512348762328598e-08
formation_CPLX8J2-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU04740-MONOMER,1.966335090844863e-07,2.1886164871100376e-07,2.1858959119893728e-07,2.1862073661343244e-07,2.2949954459279553e-07,2.1862182680002843e-07,2.1840733394819356e-07,2.1862076514997081e-07,2.1857655238869e-07,2.1857736839727923e-07,2.1863251494324507e-07,2.1849991076592485e-07,2.1862120243834702e-07,2.1855355773144571e-07,2.1859624036932834e-07,2.1862635265429727e-07,2.1862803953204625e-07,2.3081172045030776e-07,2.216508630720604e-07,2.1995147125715488e-07,1.6388014097413174e-07,2.1862258862028149e-07,1.6726886217987228e-07,2.3049362513125494e-07,2.1862085534916033e-07,3.51238041309414e-07,2.1859204167085236e-07,2.1862076514997081e-07,2.2458307225370285e-07,2.295229641673243e-07,1.984782850575431e-07,2.3786776273298923e-07,2.186439897237455e-07,2.1861281883109078e-07,2.1905631550631117e-07,2.1857736839727923e-07,2.1864381215938163e-07
formation_BSU06520-MONOMER,6.866745858324698e-08,6.866895831201708e-08,6.862941971533585e-08,6.863903460168457e-08,6.85811685368488e-08,6.863956515521236e-08,6.859238251301274e-08,6.863903342490665e-08,6.862464798232948e-08,6.862300005613804e-08,6.863986593929566e-08,6.859342074007709e-08,6.863695915165742e-08,6.863679312440723e-08,6.862956487009799e-08,6.863828112624216e-08,6.86408177122085e-08,6.856122125083558e-08,6.928931990009581e-08,6.863806001328876e-08,1.983182758795542e-08,6.864005377366468e-08,4.253364121140407e-08,6.842601441937555e-08,6.863910830317975e-08,6.86199836794651e-08,6.862995066745917e-08,6.863903342490665e-08,6.73208869713923e-08,6.863593030584437e-08,6.48715040679121e-08,6.75688968541425e-08,6.86400220594198e-08,6.863426179080917e-08,6.869387966854823e-08,6.862300005613804e-08,6.863930505731234e-08
formation_BSU25660-MONOMER,7.137390272055714e-08,7.141659331871234e-08,7.134876000206691e-08,7.135925128480173e-08,7.131013814847026e-08,7.135914276267259e-08,7.130077420483651e-08,7.135929859338282e-08,7.134098993193149e-08,7.136097920432416e-08,7.136075385567801e-08,7.132705641841084e-08,7.135447823056383e-08,5.0078388759802665e-09,7.134978914861295e-08,7.135984300247243e-08,7.135919274658415e-08,9.308588799611801e-09,7.275785276869628e-08,7.135572211954007e-08,7.086505501732724e-08,7.135944277933032e-08,7.132573832360504e-08,7.116522111287788e-08,7.135929883481629e-08,7.133579180150788e-08,7.135296116667523e-08,7.135929859338282e-08,6.982500686043022e-08,7.135754546960908e-08,0.0,7.016056248990205e-08,7.136023835211606e-08,7.135799151317333e-08,7.145089567028705e-08,7.136097920432416e-08,7.135944198664881e-08
formation_CPLX8J2-29,3.389016108650724e-11,3.387315853343979e-11,3.387458515713236e-11,3.3879816367694914e-11,3.3827047223167483e-11,3.3879816367694914e-11,3.387078089404479e-11,3.3879816367694914e-11,3.386982986165252e-11,3.3879340786408496e-11,3.387743849464248e-11,3.3857943083311726e-11,3.387410961256354e-11,3.387648736878725e-11,3.387315853343979e-11,3.387791406257704e-11,3.3875536256283875e-11,3.38722074676679e-11,3.349474344085713e-11,3.387791406257704e-11,3.345928738917082e-11,3.3879816367694914e-11,3.385604139237906e-11,3.377764318095562e-11,3.3879816367694914e-11,3.3864599422159424e-11,3.387601181086658e-11,3.3879816367694914e-11,3.3723055744501274e-11,3.387601181086658e-11,2.8495092379068126e-11,3.3392680842501254e-11,3.387458515713236e-11,3.387791406257704e-11,3.3858418514389803e-11,3.3879340786408496e-11,3.3879816367694914e-11
formation_BSU15580-MONOMER,1.3383141919428862e-08,1.3389673079033666e-08,1.3377216169604761e-08,1.3379187484058488e-08,1.3370466942683803e-08,1.3379138873374053e-08,1.3368402089393338e-08,1.3379147648248948e-08,1.3375871482888784e-08,1.3378522537488952e-08,1.337937024959921e-08,1.3374697887809003e-08,1.3378768908346457e-08,1.3375381507602451e-08,1.3377495540568402e-08,1.3379188984289176e-08,1.3380545664652071e-08,1.3366387230742104e-08,1.3360747862132901e-08,1.3378459793006509e-08,1.329300577974745e-08,1.3379209565198764e-08,1.337371091505961e-08,1.3340923778279962e-08,1.3379155826067975e-08,1.3373492900053122e-08,1.337790901420485e-08,1.3379147648248948e-08,1.3085797361376488e-08,1.3378870446224757e-08,4.96680765107329e-09,1.3165121138874808e-08,1.3379342677212227e-08,1.3378722248922303e-08,1.3397738847579898e-08,1.3378522537488952e-08,1.3379157290660874e-08
formation_BSU08860-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01230-MONOMER,2.64670719735263e-06,2.653001170045183e-06,2.6462142890059405e-06,2.64644992352492e-06,2.648621098826276e-06,2.646450607602547e-06,2.6423595863796944e-06,2.6464496406053425e-06,2.646146648972856e-06,2.646209802571976e-06,2.646905348923213e-06,2.6462033560202315e-06,2.646843100319109e-06,2.6447409392431893e-06,2.646498681035501e-06,2.646766272546032e-06,2.6470162365408503e-06,2.640337812739268e-06,2.7437483389689594e-06,2.646421454455472e-06,2.6602222062716463e-06,2.6464516233110122e-06,2.6466979887035946e-06,2.6426544503231565e-06,2.646449798080488e-06,2.646656926604314e-06,2.6462149661635113e-06,2.6464496406053425e-06,2.5254051755177203e-06,2.6468212283522557e-06,2.368353072512511e-06,2.606956542135083e-06,2.647327359831655e-06,2.6465769481756247e-06,2.658272086499611e-06,2.646209802571976e-06,2.6464504160326626e-06
formation_BSU39860-MONOMER,1.5577464848872959e-09,1.5505530122057654e-09,1.5553066650993262e-09,1.5554071875304082e-09,1.553983705621159e-09,1.5554810530313916e-09,1.557460460048789e-09,1.55539581274665e-09,1.5554223618306156e-09,1.5533744154975346e-09,1.5551543477194086e-09,1.5545549069682934e-09,1.5559950898417761e-09,1.559145883935709e-09,1.5552647759299158e-09,1.5550701892594423e-09,1.5568778310345428e-09,1.5570897597736979e-09,1.6462018501893796e-09,1.8486224668188764e-09,1.5346238947615928e-09,1.555641045705631e-09,1.5561332313854835e-09,1.5477025625774042e-09,1.555419431280005e-09,1.5531007462402023e-09,1.5552576166769791e-09,1.55539581274665e-09,1.6008971738209902e-09,1.5549516534743728e-09,2.4411810582723893e-09,1.5554801508151595e-09,1.5547543685462926e-09,1.5546159774857416e-09,1.5473338368801889e-09,1.5533744154975346e-09,1.5554334300613109e-09
formation_BSU00940-MONOMER,1.0555819277622305e-09,1.0580509994496666e-09,1.0550484617367831e-09,1.0551916559549934e-09,1.0561654759225542e-09,1.055191769051037e-09,1.053773129419146e-09,1.0551912726555623e-09,1.0550057015777897e-09,1.05520271397043e-09,1.055425903665076e-09,1.054922437477769e-09,1.0554982490584362e-09,1.0546973175811447e-09,1.0551994167682125e-09,1.0553201332173399e-09,1.0554288075502085e-09,1.052293397451754e-09,1.0771852108106401e-09,1.055159783330079e-09,1.0592773634378566e-09,1.0551923640768956e-09,1.05541037653741e-09,1.0512716117566154e-09,1.0551913822511186e-09,1.055296465940818e-09,1.055084079413838e-09,1.055191272655562e-09,9.979339380797373e-10,1.0553184062252655e-09,8.9011444177847e-10,1.0341042280058042e-09,1.0555909454186397e-09,1.0552114639066824e-09,1.0605859279123434e-09,1.05520271397043e-09,1.055199102418564e-09
formation_BSU25580-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU12840-MONOMER,1.5600744377362982e-06,1.5593412334025073e-06,1.5592246422842548e-06,1.5594501841651886e-06,1.557459410727597e-06,1.5594574518420462e-06,1.5588458552417676e-06,1.5594500799465304e-06,1.5590902088689513e-06,1.5591853342121756e-06,1.559391720719957e-06,1.5583574939635695e-06,1.5592986644252123e-06,1.5594941486917858e-06,1.5591805408461486e-06,1.5593802498488802e-06,1.5593396477126007e-06,1.5585100920499762e-06,1.5511237525981804e-06,1.559397984130964e-06,1.5435280657384666e-06,1.5594650676046442e-06,1.5585940233538783e-06,1.5544881997763364e-06,1.5594509618067563e-06,1.558877810513834e-06,1.559264035959758e-06,1.5594500799465304e-06,1.5444373732223052e-06,1.5593086864537558e-06,1.4269852322331783e-06,1.5367731533673194e-06,1.5593102530021668e-06,1.5593320553786919e-06,1.5591218551931786e-06,1.5591853342121756e-06,1.5594538313094527e-06
formation_BSU27560-MONOMER,4.033095683542378e-09,4.040694477651578e-09,4.0320442154235685e-09,4.032633509450406e-09,4.032412788899814e-09,4.032634634118375e-09,4.024918222247081e-09,4.0326331993909065e-09,4.031717450487529e-09,4.032546290343088e-09,4.033021362470275e-09,4.031315885741149e-09,4.03263145524457e-09,4.029090168735657e-09,4.032262782747541e-09,4.032923896699609e-09,4.032958244187247e-09,4.024224647538075e-09,4.154644879114706e-09,4.032488510110025e-09,4.026241467762202e-09,4.032636105323243e-09,4.030872203999464e-09,4.0235026838553705e-09,4.032633420047703e-09,4.0325366598756895e-09,4.032087125466557e-09,4.0326331993909065e-09,3.851275450090109e-09,4.032868387356441e-09,3.3066135882604897e-09,3.9382803149124306e-09,4.03359667246202e-09,4.032781112618957e-09,4.046878091441373e-09,4.032546290343088e-09,4.032639831730209e-09
formation_BSU22430-MONOMER,0.0,0.0,0.0,9.94123879218547e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.93482520413992e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.911258469945133e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.93496009463732e-25,0.0,0.0
formation_BSU15620-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU15630-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU00150-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU27960-MONOMER,2.64670719735263e-06,2.653001170045183e-06,2.6462142890059405e-06,2.64644992352492e-06,2.648621098826276e-06,2.646450607602547e-06,2.6423595863796944e-06,2.6464496406053425e-06,2.646146648972856e-06,2.646209802571976e-06,2.646905348923213e-06,2.6462033560202315e-06,2.646843100319109e-06,2.6447409392431893e-06,2.646498681035501e-06,2.646766272546032e-06,2.6470162365408503e-06,2.640337812739268e-06,2.7437483389689594e-06,2.646421454455472e-06,2.6602222062716463e-06,2.6464516233110122e-06,2.6466979887035946e-06,2.6426544503231565e-06,2.646449798080488e-06,2.646656926604314e-06,2.6462149661635113e-06,2.6464496406053425e-06,2.5254051755177203e-06,2.6468212283522557e-06,2.368353072512511e-06,2.606956542135083e-06,2.647327359831655e-06,2.6465769481756247e-06,2.658272086499611e-06,2.646209802571976e-06,2.6464504160326626e-06
formation_BSU24350-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU16770-MONOMER,3.8718370225754327e-08,3.8811695184052136e-08,3.870340181710741e-08,3.870922777180062e-08,8.384295941552958e-08,3.8709238156479354e-08,3.864693254628187e-08,3.87092256597166e-08,3.8700466239640635e-08,3.8704497011896786e-08,3.871583698910007e-08,8.386903582940224e-08,3.8712841104223344e-08,3.868167352597446e-08,3.87072821893291e-08,3.8713376179274885e-08,3.871527917426791e-08,8.380313423785337e-08,4.0086914471922315e-08,3.870812405815519e-08,8.334683212086578e-08,3.870925091579135e-08,3.870398920460274e-08,8.368523172378696e-08,3.870922753177486e-08,3.870548958183803e-08,3.8703824878858725e-08,3.87092256597166e-08,8.188693672665453e-08,3.8713823297570084e-08,3.182785100032463e-08,3.7958983733205596e-08,3.8720524568774895e-08,3.871007073543241e-08,8.404973355340813e-08,3.8704497011896786e-08,3.870918274969166e-08
formation_BSU00750-MONOMER,2.337447565995204e-09,2.3404762171063145e-09,2.336779675988667e-09,2.3371394633279376e-09,2.335409057400124e-09,2.337140041174314e-09,2.33478107649318e-09,2.3371389314774054e-09,2.336639663759933e-09,2.3370023783254415e-09,2.337179219284095e-09,2.3364620123448677e-09,2.336929688613609e-09,2.335707947633405e-09,2.3368886975296067e-09,2.3372434511131605e-09,2.3373939177471372e-09,5.060921468408304e-09,2.382231459442376e-09,2.337019165706303e-09,5.026217234924748e-09,2.3371412457851653e-09,2.336098823197487e-09,5.051322862226725e-09,2.3371391333320557e-09,5.062654665356876e-09,2.336867934889717e-09,2.3371389314774054e-09,4.966390476562964e-09,2.3371365984241963e-09,1.9459477880273154e-09,4.9805060652271e-09,2.3373970140187225e-09,2.3371450573773935e-09,2.3424645362270127e-09,2.3370023783254415e-09,2.337140624143654e-09
formation_BSU22960-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU16500-MONOMER,1.709879209983972e-07,1.7136101060714986e-07,1.7092537922399532e-07,1.70950947239185e-07,1.7098664164979877e-07,1.7095099151196246e-07,1.706687377831863e-07,1.709509291019117e-07,1.7091162062548273e-07,1.7093450696594067e-07,1.7097565617884683e-07,1.7089177597612863e-07,1.7096500458251029e-07,1.708338738941894e-07,1.709409242558996e-07,1.709676281740501e-07,1.7097911432081175e-07,1.705410831757814e-07,1.7644582119675586e-07,1.7094535392900955e-07,1.7100141071307293e-07,1.709510570260843e-07,1.7091989083344738e-07,1.7050419954427112e-07,1.7095093925042145e-07,1.709342264954319e-07,1.709282409972806e-07,1.709509291019117e-07,1.6283832968497386e-07,1.7096740749492584e-07,1.4286524238042103e-07,1.6744797355202954e-07,1.709972841042686e-07,1.7095539977358341e-07,1.716722121820998e-07,1.7093450696594067e-07,1.7095097784478442e-07
formation_BSU25410-MONOMER,2.64670719735263e-06,2.653001170045183e-06,2.6462142890059405e-06,2.64644992352492e-06,2.648621098826276e-06,2.646450607602547e-06,2.6423595863796944e-06,2.6464496406053425e-06,2.646146648972856e-06,2.646209802571976e-06,2.646905348923213e-06,2.6462033560202315e-06,2.646843100319109e-06,2.6447409392431893e-06,2.646498681035501e-06,2.646766272546032e-06,2.6470162365408503e-06,2.640337812739268e-06,2.7437483389689594e-06,2.646421454455472e-06,2.6602222062716463e-06,2.6464516233110122e-06,2.6466979887035946e-06,2.6426544503231565e-06,2.646449798080488e-06,2.646656926604314e-06,2.6462149661635113e-06,2.6464496406053425e-06,2.5254051755177203e-06,2.6468212283522557e-06,2.368353072512511e-06,2.606956542135083e-06,2.647327359831655e-06,2.6465769481756247e-06,2.658272086499611e-06,2.646209802571976e-06,2.6464504160326626e-06
formation_CPLX8J2-186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU37780-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01030-MONOMER,2.64670719735263e-06,2.653001170045183e-06,2.6462142890059405e-06,2.64644992352492e-06,2.648621098826276e-06,2.646450607602547e-06,2.6423595863796944e-06,2.6464496406053425e-06,2.646146648972856e-06,2.646209802571976e-06,2.646905348923213e-06,2.6462033560202315e-06,2.646843100319109e-06,2.6447409392431893e-06,2.646498681035501e-06,2.646766272546032e-06,2.6470162365408503e-06,2.640337812739268e-06,2.7437483389689594e-06,2.646421454455472e-06,2.6602222062716463e-06,2.6464516233110122e-06,2.6466979887035946e-06,2.6426544503231565e-06,2.646449798080488e-06,2.646656926604314e-06,2.6462149661635113e-06,2.6464496406053425e-06,2.5254051755177203e-06,2.6468212283522557e-06,2.368353072512511e-06,2.606956542135083e-06,2.647327359831655e-06,2.6465769481756247e-06,2.658272086499611e-06,2.646209802571976e-06,2.6464504160326626e-06
formation_CPLX8J2-187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU13590-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU22750-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-188,7.32603096959202e-09,7.340759445309358e-09,7.323883484533673e-09,7.3250094687007404e-09,7.323902589398992e-09,7.325011435988024e-09,7.313009940220363e-09,7.325008916432498e-09,7.323345666791478e-09,7.324635029393455e-09,7.325721421185598e-09,7.322287180983154e-09,7.325076371961329e-09,7.319458404804747e-09,7.32432808803087e-09,7.325618669434631e-09,7.326466500303996e-09,7.309725345708817e-09,7.509557509304503e-09,7.324734715863783e-09,1.6265638807218463e-08,7.3250140345221055e-09,7.322545189559736e-09,7.308108144866955e-09,7.32500930689127e-09,7.325121540740328e-09,7.32401712703253e-09,7.325008916432498e-09,6.992687271787416e-09,7.325390393561837e-09,6.025814430417245e-09,7.157586553330386e-09,7.326710528341285e-09,7.325226397750242e-09,7.35278053116881e-09,7.324635029393455e-09,7.325007688696491e-09
formation_BSU00680-MONOMER,2.094147620950611e-07,2.1883674166528422e-07,2.0578335540391491e-07,2.0069578730797624e-07,2.3690756416368242e-07,2.006924497017152e-07,2.04757839417315e-07,2.0069232346288092e-07,2.0145252514442835e-07,2.0105527743081818e-07,2.049230400900949e-07,1.9582772251270078e-07,2.1485812785775743e-07,2.1770052459895007e-07,2.0359179112944617e-07,2.0233555589279715e-07,2.0036742730880306e-07,1.8958642243485015e-07,1.3504015747765094e-07,2.0092581740442634e-07,3.3513255458051844e-07,2.00694051432467e-07,2.2531559987464146e-07,1.784314163918186e-07,2.0069278718061334e-07,1.971613133452539e-07,2.010706028453448e-07,2.0069232346288092e-07,4.497990512376172e-09,2.0518349523981622e-07,2.8384040629631946e-07,3.254040680130893e-07,2.0395440031380328e-07,2.007295782825361e-07,2.3041402506717482e-07,2.0105527743081818e-07,2.0069701903110753e-07
