,base,6PGCt6_FWD_CPLX_dummy_s,ACACt2_FWD_CPLX_dummy_s,AMPt6_FWD_CPLX_dummy_s,3UMPt6_FWD_CPLX_dummy_s,3GMPt6_FWD_CPLX_dummy_s,ALAt2r_FWD_BSU27810-MONOMER_s,2PGt6_FWD_CPLX_dummy_s,DALAt2r_FWD_BSU18120-MONOMER_s,ARGPt6_FWD_CPLX_dummy_s,ACNAMt2_FWD_CPLX_dummy_s,ASNt2r_FWD_CPLX_dummy_s,ASPt2r_FWD_BSU10220-MONOMER_s,CHORt2_FWD_CPLX_dummy_s,BTDt6_RR_REV_CPLX_dummy_s,CITt2r_FWD_BSU38770-MONOMER_s,CMPt6_FWD_CPLX_dummy_s,DHAt_REV_CPLX_dummy_s,F6Pt6_2_FWD_BSU12010-MONOMER_s,FORt2_REV_BSU27200-MONOMER_s,CO2t_REV_CPLX_dummy_s,GLYt2r_FWD_CPLX_dummy_s,GMPt6_FWD_CPLX_dummy_s,LEUt2r_FWD_BSU29600-MONOMER_s,THMDt2_FWD_BSU39410-MONOMER_s,UMPt6_FWD_CPLX_dummy_s,HISt2r_FWD_BSU39390-MONOMER_s,METt3_FWD_CPLX_dummy_s,GSNt2_REV_BSU38710-MONOMER_s,PSER_Lt6_FWD_BSU19999-MONOMER_s,H2Ot_FWD_CPLX_dummy_s,PYRt2_REV_CPLX_dummy_s,SUCCt2r_REV_BSU07570-MONOMER_s,URAt2_REV_BSU15480-MONOMER_s,TYRt2r_REV_CPLX_dummy_s,THMt6_REV_CPLX_dummy_s,PHEt2r_REV_CPLX_dummy_s
translation_BSU15490,4.703581900691322e-08,4.6965151280882944e-08,4.699556288253411e-08,4.700417358811971e-08,4.700870032511766e-08,4.700870032511766e-08,4.700925631542089e-08,4.698030871784737e-08,4.7008708175863284e-08,4.700947914127141e-08,4.699858668555521e-08,4.700957786035912e-08,4.697247223121617e-08,4.7005522684230565e-08,4.700793947581922e-08,4.700934250893357e-08,4.700311533880168e-08,4.696631938071995e-08,4.705627224251128e-08,4.7007083975386426e-08,4.661201316385969e-08,4.7003895626713766e-08,4.617554660233392e-08,4.700977592850903e-08,4.7009237043779084e-08,3.9383701146708215e-08,4.70032941125732e-08,4.699035519809618e-08,4.685425524238485e-08,4.6997561787981586e-08,4.844304260020624e-08,4.6241698821439266e-08,4.7004176188376883e-08,4.7008700325117653e-08,4.700374475882675e-08,4.700863509705387e-08,4.700775192643888e-08
translation_BSU15500,3.7357681070934956e-08,3.7301554008054233e-08,3.7325708087632896e-08,3.733254704568346e-08,3.733614235667478e-08,3.733614235667478e-08,3.7336583945848e-08,3.7313592635379645e-08,3.733614859204301e-08,3.733676092282499e-08,3.732810970987034e-08,3.7336839329372855e-08,3.730736859220433e-08,3.7333618550407044e-08,3.733553806050148e-08,3.733665240409588e-08,3.733170654282094e-08,3.7302481758481274e-08,3.7373925827983375e-08,3.733485858870745e-08,3.702107794899366e-08,3.733232627789899e-08,3.6674419190884e-08,3.733699664281887e-08,3.73365686395588e-08,3.128007076087045e-08,3.733184853191949e-08,3.7321571941639097e-08,3.72134760511756e-08,3.7327295696263384e-08,3.847535290707347e-08,3.672695986213518e-08,3.733254911090908e-08,3.733614235667478e-08,3.7332206452741776e-08,3.733609055000371e-08,3.733538910147231e-08
translation_BSU15510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15530,3.617525343981345e-08,3.612090288414895e-08,3.6144292450238566e-08,3.61509149448274e-08,3.615439645873772e-08,3.615439645873772e-08,3.615482407093954e-08,3.613256047054296e-08,3.615440249674703e-08,3.6154995446325056e-08,3.6146618057466206e-08,3.6155071371186e-08,3.612653342783493e-08,3.6151952534790864e-08,3.615381128946074e-08,3.615489036237937e-08,3.615010104516347e-08,3.612180126985879e-08,3.619098402550422e-08,3.6153153323986183e-08,3.584930432049478e-08,3.6150701164680296e-08,3.5513617841242064e-08,3.615522370542132e-08,3.6154809249117754e-08,3.02900087733274e-08,3.6150238540090315e-08,3.6140287219579164e-08,3.603561272905353e-08,3.614582980863247e-08,3.725754925625023e-08,3.55644955200466e-08,3.615091694468547e-08,3.615439645873772e-08,3.615058513217222e-08,3.615434629182687e-08,3.615366704521222e-08
translation_BSU15540,3.617525343981345e-08,3.612090288414895e-08,3.6144292450238566e-08,3.61509149448274e-08,3.615439645873772e-08,3.615439645873772e-08,3.615482407093954e-08,3.613256047054296e-08,3.615440249674703e-08,3.6154995446325056e-08,3.6146618057466206e-08,3.6155071371186e-08,3.612653342783493e-08,3.6151952534790864e-08,3.615381128946074e-08,3.615489036237937e-08,3.615010104516347e-08,3.612180126985879e-08,3.619098402550422e-08,3.6153153323986183e-08,3.584930432049478e-08,3.6150701164680296e-08,3.5513617841242064e-08,3.615522370542132e-08,3.6154809249117754e-08,3.02900087733274e-08,3.6150238540090315e-08,3.6140287219579164e-08,3.603561272905353e-08,3.614582980863247e-08,3.725754925625023e-08,3.55644955200466e-08,3.615091694468547e-08,3.615439645873772e-08,3.615058513217222e-08,3.615434629182687e-08,3.615366704521222e-08
translation_BSU15550,5.7808930830752493e-08,5.772207732692702e-08,5.77594544198197e-08,5.777003732650893e-08,5.7775600870028064e-08,5.7775600870028064e-08,5.777628420467942e-08,5.774070643222482e-08,5.777561051891312e-08,5.7776558066694626e-08,5.776317079647441e-08,5.777667939646062e-08,5.773107507205752e-08,5.77716954203915e-08,5.7774665755356006e-08,5.7776390140005255e-08,5.776873669514077e-08,5.772351296904204e-08,5.783406868753732e-08,5.777361431059775e-08,5.728805624657336e-08,5.7769695700658056e-08,5.6751621125469785e-08,5.77769228302568e-08,5.777626051904936e-08,4.840416736688382e-08,5.776895641536273e-08,5.77530539642559e-08,5.758578159413669e-08,5.7761911155753927e-08,5.953846574872899e-08,5.683292488799169e-08,5.777004052233054e-08,5.7775600870028064e-08,5.77695102779009e-08,5.7775520702089946e-08,5.7774435249554595e-08
translation_BSU15560,6.230931722945464e-08,6.221570223875026e-08,6.225598911319502e-08,6.226739589205484e-08,6.227339255369643e-08,6.227339255369643e-08,6.227412908549098e-08,6.223578160737065e-08,6.22734029537407e-08,6.227442426747994e-08,6.225999480727369e-08,6.227455504268664e-08,6.222540045228976e-08,6.226918306743138e-08,6.227238464097584e-08,6.22742432678107e-08,6.226599400740912e-08,6.221724964463871e-08,6.233641205148932e-08,6.227125134195007e-08,6.17478929090949e-08,6.226702767086117e-08,6.116969667447293e-08,6.227481742764019e-08,6.227410355595053e-08,5.21723992529948e-08,6.226623083270264e-08,6.224909038646879e-08,6.206879597479742e-08,6.225863710437e-08,6.417349527798357e-08,6.12573298802445e-08,6.226739933666904e-08,6.227339255369643e-08,6.226682781306704e-08,6.227330614473823e-08,6.227213619045278e-08
translation_BSU15570,1.055582364299044e-09,5.892818865190173e-09,1.0585097329949122e-09,1.055492135527309e-09,1.0556123867620918e-09,1.0556123867620918e-09,1.055612883250167e-09,1.0541938037464299e-09,1.0556127703681557e-09,1.0558471553876086e-09,1.0554460338268665e-09,1.0559194741157403e-09,1.0553022629002495e-09,1.0551641468687706e-09,1.0557652070349708e-09,1.0558500363856471e-09,1.055641885596075e-09,1.0528106603478758e-09,1.0776400747186656e-09,1.0556001895013753e-09,1.3290501373559719e-08,1.0555988334946415e-09,9.96613176009664e-10,1.0556134783122435e-09,1.0556049826808882e-09,1.05572626406553e-09,1.0555265421058218e-09,5.891368526565578e-09,1.0516068367784932e-09,1.055744870444098e-09,8.901135570424087e-10,1.032885363209021e-09,1.061047565334729e-09,1.0556123867620918e-09,1.0556325882935944e-09,1.0556225218226898e-09,1.0560150836695097e-09
translation_BSU15580,1.3383141919428862e-08,1.3370148094566496e-08,1.3392480106346629e-08,1.3380693245151262e-08,1.338240585745422e-08,1.338240585745422e-08,1.3382397080132211e-08,1.3371657954452235e-08,1.3382445708823743e-08,1.3382629125043481e-08,1.3379224491565741e-08,1.3382027529090854e-08,1.3377568930325846e-08,1.3378551201034213e-08,1.3382646035916582e-08,1.3383805146100375e-08,1.3380972726598698e-08,1.3368694855378586e-08,1.3364316737717335e-08,1.338194348525844e-08,1.3290501373559719e-08,1.3380471591220013e-08,1.3082231610640145e-08,1.3382467805119982e-08,1.3382408223490905e-08,1.3382064749948708e-08,1.338138654532236e-08,1.3378522537488952e-08,1.3343085339509294e-08,1.3376449928089242e-08,8.901135570424087e-10,1.3158489991931662e-08,1.3400261117477247e-08,1.3382405857454219e-08,1.3381980435463485e-08,1.3382393718971459e-08,1.3382564282079251e-08
translation_BSU15590,1.055582364299044e-09,5.892818865190173e-09,1.0585097329949122e-09,1.055492135527309e-09,1.0556123867620918e-09,1.0556123867620918e-09,1.055612883250167e-09,1.0541938037464299e-09,1.0556127703681557e-09,1.0558471553876086e-09,1.0554460338268665e-09,1.0559194741157403e-09,1.0553022629002495e-09,1.0551641468687706e-09,1.0557652070349708e-09,1.0558500363856471e-09,1.055641885596075e-09,1.0528106603478758e-09,1.0776400747186656e-09,1.0556001895013753e-09,1.3290501373559719e-08,1.0555988334946415e-09,9.96613176009664e-10,1.0556134783122435e-09,1.0556049826808882e-09,1.05572626406553e-09,1.0555265421058218e-09,5.891368526565578e-09,1.0516068367784932e-09,1.055744870444098e-09,8.901135570424087e-10,1.032885363209021e-09,1.061047565334729e-09,1.0556123867620918e-09,1.0556325882935944e-09,1.0556225218226898e-09,1.0560150836695097e-09
translation_BSU15600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15680,9.977094866477329e-09,9.984097762437656e-09,9.992809554239347e-09,9.974178324928267e-09,9.974867757065997e-09,9.974867757065997e-09,9.97487159954654e-09,9.96475785665507e-09,9.974869043167302e-09,9.97649309422634e-09,9.97350113714791e-09,9.976759946643358e-09,9.974270965056313e-09,9.966051277489947e-09,9.975784793080878e-09,9.976592902378477e-09,9.975147214851519e-09,9.95363163165305e-09,1.0396594867489441e-08,9.974822093776799e-09,9.980149185105042e-09,9.974209282614003e-09,9.504581491699365e-09,9.974875684641364e-09,9.974715200772514e-09,9.975774672843787e-09,9.97398917186959e-09,9.974026541685993e-09,9.957842628015775e-09,9.976463423048747e-09,9.788836244729406e-09,9.784059295813946e-09,1.0013285423604055e-08,9.974867757065997e-09,9.975046046747594e-09,9.974915958794184e-09,9.977882696778638e-09
transcription_TU_BSU15680,2.7703720363544565e-10,2.7743316502227414e-10,2.774957817624676e-10,2.7697238510269484e-10,2.7697649063188403e-10,2.7697649063188403e-10,2.769765973277122e-10,2.767243120943652e-10,2.769765263436182e-10,2.7702914267243183e-10,2.769686196420223e-10,2.7704708268687455e-10,2.7703362749902326e-10,2.767406949435831e-10,2.770064663439325e-10,2.7703793108266774e-10,2.7700380247210396e-10,2.764333472657387e-10,2.8996522760040667e-10,2.769797342182997e-10,2.7851640836912473e-10,2.7698076469820016e-10,2.643918115628109e-10,2.769767107603166e-10,2.7697225453494297e-10,2.7701370569904534e-10,2.7696262091580845e-10,2.76986218640765e-10,2.768420643146713e-10,2.7707345331814483e-10,2.9080647664773744e-10,2.7321910255062883e-10,2.7811271537737865e-10,2.7697649063188403e-10,2.7698745684148026e-10,2.7697782907023137e-10,2.770767560900949e-10
translation_BSU15690,5.015465058474322e-08,5.025681306332059e-08,5.019214825785565e-08,5.013890641025425e-08,5.013695809536797e-08,5.013695809536797e-08,5.013697948130221e-08,5.013364213938059e-08,5.013696809599778e-08,5.014745192999076e-08,5.014022738735873e-08,5.015291007215982e-08,5.016065828799125e-08,5.009558899730616e-08,5.0140533995325956e-08,5.0148521627702505e-08,5.0144458831439795e-08,5.006137482491368e-08,5.321805395511325e-08,5.0137835497038655e-08,5.082034237166018e-08,5.0141659623924555e-08,4.787522175582217e-08,5.01370028839006e-08,5.01358546480716e-08,5.014265044116855e-08,5.0135687231274004e-08,5.0143071176126764e-08,5.014857658009069e-08,5.017249798635219e-08,6.18736631960728e-08,4.948890703259192e-08,5.0317197951072085e-08,5.013695809536797e-08,5.013914562518822e-08,5.013765739637722e-08,5.015812609405459e-08
transcription_TU_BSU15690,1.3926603217932531e-09,1.396511436871747e-09,1.393813155704791e-09,1.3923044127034684e-09,1.3921747177425731e-09,1.3921747177425731e-09,1.3921753115751089e-09,1.392226267148058e-09,1.39217499543441e-09,1.3925039073511887e-09,1.3924167027252342e-09,1.3927084041371436e-09,1.3932034904550746e-09,1.3910713206980694e-09,1.392296689507229e-09,1.392563855670701e-09,1.3924812807307984e-09,1.3903099816923222e-09,1.4842730070977066e-09,1.392221757911319e-09,1.4182452553483611e-09,1.3924186702278323e-09,1.331759490941034e-09,1.3921759614052351e-09,1.3921440778416553e-09,1.3923932594520303e-09,1.3921923412702134e-09,1.392510799731873e-09,1.3942011318611383e-09,1.3934263765814582e-09,1.8381410763743047e-09,1.381973918682329e-09,1.397528579317872e-09,1.3921747177425731e-09,1.3922656968038486e-09,1.3921941355377917e-09,1.3928456860076585e-09
translation_BSU15700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU15700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15720,4.80877094942701e-10,4.809917906753469e-10,4.818499222374276e-10,4.807605654562303e-10,4.808050524458743e-10,4.808050524458743e-10,4.808052827181503e-10,4.801844210678098e-10,4.808052419916425e-10,4.80888346120791e-10,4.807202112362413e-10,4.809143361921404e-10,4.806768109439344e-10,4.805610624360873e-10,4.808567387549316e-10,4.808451942451875e-10,4.808114926297397e-10,4.797697389379243e-10,4.949558529885498e-10,4.807958595358664e-10,4.813963471514043e-10,4.807790387587739e-10,4.550472413836855e-10,4.808055645886471e-10,4.808054575188357e-10,4.808595176699573e-10,4.807678623351219e-10,4.806449855184871e-10,4.79450740669474e-10,4.808048589689125e-10,4.143385776395251e-10,4.694170965929809e-10,4.827134807135704e-10,4.808050524458743e-10,4.808139288629577e-10,4.80804028146897e-10,4.809399988126537e-10
transcription_TU_BSU15720,1.3352669034237584e-11,1.3365561717437754e-11,1.338075344453388e-11,1.3350212532789261e-11,1.3350722971760808e-11,1.3350722971760808e-11,1.3350729365831231e-11,1.3334865283221728e-11,1.3350728234960577e-11,1.3353398332336277e-11,1.3349816830541615e-11,1.335462761225943e-11,1.3350714158155871e-11,1.3344382712717143e-11,1.335237565595419e-11,1.3352490082357842e-11,1.3351844224657728e-11,1.3324217708606763e-11,1.3804518536426853e-11,1.3350685168669548e-11,1.3434346433491141e-11,1.3351087994352873e-11,1.2658186433686035e-11,1.3350737192651888e-11,1.3350734219597875e-11,1.3352815323006679e-11,1.335019769020529e-11,1.3347872746376968e-11,1.3329406553453822e-11,1.3353255256655816e-11,1.2309159014429513e-11,1.3108436281444934e-11,1.340706383481848e-11,1.3350722971760808e-11,1.335125940728211e-11,1.3350694529605684e-11,1.3355267725086237e-11
translation_BSU15730,4.80877094942701e-10,4.809917906753469e-10,4.818499222374276e-10,4.807605654562303e-10,4.808050524458743e-10,4.808050524458743e-10,4.808052827181503e-10,4.801844210678098e-10,4.808052419916425e-10,4.80888346120791e-10,4.807202112362413e-10,4.809143361921404e-10,4.806768109439344e-10,4.805610624360873e-10,4.808567387549316e-10,4.808451942451875e-10,4.808114926297397e-10,4.797697389379243e-10,4.949558529885498e-10,4.807958595358664e-10,4.813963471514043e-10,4.807790387587739e-10,4.550472413836855e-10,4.808055645886471e-10,4.808054575188357e-10,4.808595176699573e-10,4.807678623351219e-10,4.806449855184871e-10,4.79450740669474e-10,4.808048589689125e-10,4.143385776395251e-10,4.694170965929809e-10,4.827134807135704e-10,4.808050524458743e-10,4.808139288629577e-10,4.80804028146897e-10,4.809399988126537e-10
transcription_TU_BSU15730,1.3352669034237584e-11,1.3365561717437754e-11,1.338075344453388e-11,1.3350212532789261e-11,1.3350722971760808e-11,1.3350722971760808e-11,1.3350729365831231e-11,1.3334865283221728e-11,1.3350728234960577e-11,1.3353398332336277e-11,1.3349816830541615e-11,1.335462761225943e-11,1.3350714158155871e-11,1.3344382712717143e-11,1.335237565595419e-11,1.3352490082357842e-11,1.3351844224657728e-11,1.3324217708606763e-11,1.3804518536426853e-11,1.3350685168669548e-11,1.3434346433491141e-11,1.3351087994352873e-11,1.2658186433686035e-11,1.3350737192651888e-11,1.3350734219597875e-11,1.3352815323006679e-11,1.335019769020529e-11,1.3347872746376968e-11,1.3329406553453822e-11,1.3353255256655816e-11,1.2309159014429513e-11,1.3108436281444934e-11,1.340706383481848e-11,1.3350722971760808e-11,1.335125940728211e-11,1.3350694529605684e-11,1.3355267725086237e-11
translation_BSU15750,1.2296773380336688e-12,1.22937033320938e-12,1.232341428205203e-12,1.2293450497380489e-12,1.2295246970544459e-12,1.2295246970544459e-12,1.2295251466288225e-12,1.2274599580894262e-12,1.2295248280501239e-12,1.2296934116215343e-12,1.2292248028204117e-12,1.2296040203190395e-12,1.2289617365177632e-12,1.22862335730011e-12,1.2296571937020853e-12,1.2297104067428038e-12,1.2294515516931679e-12,1.226661495385903e-12,1.2675213950451344e-12,1.2294994627856827e-12,1.2277147438694403e-12,1.229348974796938e-12,1.1689692423441663e-12,1.2295256193062612e-12,1.2295063633201431e-12,1.2296072965478872e-12,1.229371547505818e-12,1.2292499634546935e-12,1.2259130709092984e-12,1.2293510614434908e-12,1.0090617670541696e-12,1.2003566818451973e-12,1.2344656289662095e-12,1.2295246970544459e-12,1.2295493407085532e-12,1.2295199402974499e-12,1.2298289567075137e-12
transcription_TU_BSU15750,3.414484633671799e-14,3.4161134099661803e-14,3.422156163008247e-14,3.4137612086716647e-14,3.4140746928111634e-14,3.4140746928111634e-14,3.4140759411638856e-14,3.4086930903074964e-14,3.414075056552559e-14,3.4146358680747346e-14,3.413612654023978e-14,3.414517423605601e-14,3.413419678669143e-14,3.411683045331327e-14,3.414498218506724e-14,3.414757224719804e-14,3.4141125683557674e-14,3.4066977328475555e-14,3.535168336240074e-14,3.414060233078087e-14,3.4261882725627556e-14,3.413864793410128e-14,3.2517570175446135e-14,3.414077253667884e-14,3.4140237847338737e-14,3.414452360261817e-14,3.4137791811208773e-14,3.41371960179343e-14,3.4082111748385276e-14,3.4142413948768155e-14,2.997717909061566e-14,3.3519867923808624e-14,3.428650773326959e-14,3.4140746928111634e-14,3.414217271257861e-14,3.414061484517163e-14,3.4151235109247886e-14
translation_BSU15790,2.2510786679194515e-07,1.2294242089662353e-07,2.4813706735224124e-07,1.8216402572903943e-07,1.8628636034176658e-07,1.8628636034176658e-07,1.862867995855727e-07,1.8652885753387158e-07,1.8628660017878307e-07,1.8626245769642487e-07,1.8631482205275962e-07,1.8626700789394053e-07,1.778304326481093e-07,1.9678418807075816e-07,1.895536494034727e-07,1.8626048216531738e-07,1.8631701201322203e-07,1.7111574671954262e-07,1.8105826605357792e-07,1.8668281499730114e-07,1.1166407447413703e-07,1.8422427779676164e-07,3.563147820284654e-08,1.8628715505870932e-07,1.8701433764745122e-07,1.8227052656537743e-07,1.8630405651256308e-07,1.6375803548416384e-07,1.5186263964846362e-07,1.8808292670850547e-07,3.52949950884089e-08,3.1693325455827043e-07,2.684812596267176e-07,1.8628636034176658e-07,1.8628199066280444e-07,1.8464094587429426e-07,1.9127297714987543e-07
transcription_TU_BSU15790,6.250642573512969e-09,3.416263117251685e-09,6.890653636038165e-09,5.0585023690604195e-09,5.172694375170923e-09,5.172694375170923e-09,5.1727065718446945e-09,5.179962275986009e-09,5.172701034829654e-09,5.172171070570183e-09,5.174046543254187e-09,5.1724940174782356e-09,4.939209091954754e-09,5.464370134600213e-09,5.263504345068819e-09,5.172228548008372e-09,5.173910688361846e-09,4.7522452493757604e-09,5.049788127200391e-09,5.183787339258536e-09,3.1162136346433554e-09,5.115852284056731e-09,9.911715817196959e-10,5.1727164424218584e-09,5.192908437582462e-09,5.061404819120472e-09,5.173382373874611e-09,4.547683809665439e-09,4.22199548868881e-09,5.22357310436405e-09,1.048542738722985e-09,8.850336732516393e-09,7.456898408859132e-09,5.172694375170923e-09,5.172685379821604e-09,5.1270054361358585e-09,5.311477158725519e-09
translation_BSU15820,2.64670719735263e-06,2.648532337693554e-06,2.652715857821561e-06,2.6461916203517603e-06,2.64639258765758e-06,2.64639258765758e-06,2.6463935553081694e-06,2.6423008163060657e-06,2.6463928696088024e-06,2.646848597085158e-06,2.6461184944436927e-06,2.6467862110940163e-06,2.6460907846704715e-06,2.644563922255382e-06,2.6467334910097367e-06,2.646959482432099e-06,2.6464765880861367e-06,2.6408044159302686e-06,2.7437913177763168e-06,2.6463939885035518e-06,2.6596683309962397e-06,2.6462929293286044e-06,2.5218950782604466e-06,2.6463945726851065e-06,2.646353126670193e-06,2.6467189621805882e-06,2.6461929433491064e-06,2.646209802571976e-06,2.642791918288947e-06,2.6466689276634636e-06,2.3680156149760802e-06,2.60255175169541e-06,2.657885299416438e-06,2.64639258765758e-06,2.646519919250795e-06,2.6463823493545307e-06,2.6472518192659513e-06
translation_BSU15850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU15850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU15860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU15920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15980,2.2887205321932012e-07,2.287768783531896e-07,2.2903003701079528e-07,2.2891076511880915e-07,2.2893955578543707e-07,2.2893955578543707e-07,2.289396064969885e-07,2.2875174959332498e-07,2.289394783457145e-07,2.2893766356378108e-07,2.2887453698097676e-07,2.288632830272236e-07,2.2875962506141892e-07,2.287178776932219e-07,2.2894275515647642e-07,2.2891262892113285e-07,2.2889702999759413e-07,2.2863195243858237e-07,2.275214815505223e-07,2.289313051465501e-07,2.271589528265855e-07,2.2887237997235672e-07,2.2130613498447476e-07,2.2893962996633025e-07,2.2893289581561032e-07,2.2892998369405818e-07,2.289007718648585e-07,2.2899616358245035e-07,2.2870684410604736e-07,2.2886420353562028e-07,1.9166731684810037e-07,2.2235697460324447e-07,2.2904871049983735e-07,2.2893955578543707e-07,2.2894658710508783e-07,2.2894257181490617e-07,2.28939518264747e-07
