,base,6PGCt6_FWD_CPLX_dummy_s,ACACt2_FWD_CPLX_dummy_s,AMPt6_FWD_CPLX_dummy_s,3UMPt6_FWD_CPLX_dummy_s,3GMPt6_FWD_CPLX_dummy_s,ALAt2r_FWD_BSU27810-MONOMER_s,2PGt6_FWD_CPLX_dummy_s,DALAt2r_FWD_BSU18120-MONOMER_s,ARGPt6_FWD_CPLX_dummy_s,ACNAMt2_FWD_CPLX_dummy_s,ASNt2r_FWD_CPLX_dummy_s,ASPt2r_FWD_BSU10220-MONOMER_s,CHORt2_FWD_CPLX_dummy_s,BTDt6_RR_REV_CPLX_dummy_s,CITt2r_FWD_BSU38770-MONOMER_s,CMPt6_FWD_CPLX_dummy_s,DHAt_REV_CPLX_dummy_s,F6Pt6_2_FWD_BSU12010-MONOMER_s,FORt2_REV_BSU27200-MONOMER_s,CO2t_REV_CPLX_dummy_s,GLYt2r_FWD_CPLX_dummy_s,GMPt6_FWD_CPLX_dummy_s,LEUt2r_FWD_BSU29600-MONOMER_s,THMDt2_FWD_BSU39410-MONOMER_s,UMPt6_FWD_CPLX_dummy_s,HISt2r_FWD_BSU39390-MONOMER_s,METt3_FWD_CPLX_dummy_s,GSNt2_REV_BSU38710-MONOMER_s,PSER_Lt6_FWD_BSU19999-MONOMER_s,H2Ot_FWD_CPLX_dummy_s,PYRt2_REV_CPLX_dummy_s,SUCCt2r_REV_BSU07570-MONOMER_s,URAt2_REV_BSU15480-MONOMER_s,TYRt2r_REV_CPLX_dummy_s,THMt6_REV_CPLX_dummy_s,PHEt2r_REV_CPLX_dummy_s
translation_BSU24340_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU24350_s,7.655562343753457e-08,7.641197994171129e-08,7.65397757616164e-08,7.654407327432659e-08,7.655481758391862e-08,7.655481758391862e-08,7.655481758391862e-08,7.653440404038399e-08,7.655481758391862e-08,7.654944533486965e-08,7.653332971875823e-08,7.654192450289102e-08,7.650217767161388e-08,7.654837090768056e-08,7.655159421186852e-08,7.654514767135473e-08,7.654085012848359e-08,7.652151267853037e-08,7.568590318638162e-08,7.655159421186852e-08,7.556949744456695e-08,7.653870140228943e-08,7.620065349188341e-08,7.655481758391862e-08,7.655481758391862e-08,7.654622207592311e-08,7.65472964880317e-08,7.65311810981274e-08,7.631325299757495e-08,7.651721579920008e-08,6.439808222816517e-08,7.544464785153904e-08,7.65054000031113e-08,7.655481758391862e-08,7.655051976959895e-08,7.655481758391861e-08,7.654299888483868e-08
translation_BSU24740_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU24850_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU24850_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU24900_s,3.3063979678782014e-06,3.3026786275424588e-06,3.3059369066366277e-06,3.3060777260721273e-06,3.3063548047043237e-06,3.3063548047043237e-06,3.306353734427019e-06,3.3058240551068416e-06,3.306355715809709e-06,3.3062164040602677e-06,3.305800640845523e-06,3.306014699539973e-06,3.3049811328695707e-06,3.306177497096431e-06,3.306269819281052e-06,3.3060789330280386e-06,3.3059909525997688e-06,3.3054801261049614e-06,3.2780992671241975e-06,3.306270668575302e-06,3.2808559563780983e-06,3.3059333717342814e-06,3.296714584876097e-06,3.3063534262456002e-06,3.306354503001827e-06,3.3061341780479824e-06,3.306163422200554e-06,3.3057501681152e-06,3.3001233668986764e-06,3.305433963791429e-06,2.9829235358307646e-06,3.2771634235827685e-06,3.3050575185092067e-06,3.3063548047043237e-06,3.306246444504826e-06,3.3063539475093884e-06,3.306050559113184e-06
transcription_TU_BSU24900_s,9.180981632284636e-08,9.17731983893168e-08,9.180436606793275e-08,9.180628251216638e-08,9.180899164724763e-08,9.180899164724763e-08,9.180896192839229e-08,9.180372475819724e-08,9.180901694630707e-08,9.180764094713929e-08,9.18035730598542e-08,9.180552932273688e-08,9.179527158048481e-08,9.180705905255417e-08,9.180812722161653e-08,9.180581753353126e-08,9.180536839045944e-08,9.180015590227546e-08,9.142751181550354e-08,9.180815080472343e-08,9.155897375869338e-08,9.180476641295044e-08,9.170570446075368e-08,9.180895337098481e-08,9.18089832697432e-08,9.180685312514781e-08,9.180716670228771e-08,9.180316846064087e-08,9.1748082342145e-08,9.180086812596133e-08,8.86166099705282e-08,9.151453629130345e-08,9.17958973569515e-08,9.180899164724763e-08,9.1807976631163e-08,9.18089678451431e-08,9.180602661170449e-08
translation_BSU24950_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU24960_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU24970_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU24980_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU24990_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU25020_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU25020_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU25070_s,2.7228489451798046e-10,2.7177399861834287e-10,2.722285291907585e-10,2.7224381412663186e-10,2.7228202834359684e-10,2.7228202834359684e-10,2.7228202834359684e-10,2.722094236243289e-10,2.7228202834359684e-10,2.722629208998855e-10,2.72205602591498e-10,2.7223617160505855e-10,2.720948043053651e-10,2.7225909949159807e-10,2.722705637969151e-10,2.7224763542764594e-10,2.7223235038449937e-10,2.721635730003657e-10,2.691915660828909e-10,2.722705637969151e-10,2.687775465281138e-10,2.7222470802383595e-10,2.7102237519061136e-10,2.7228202834359684e-10,2.7228202834359684e-10,2.722514567554784e-10,2.7225527811012904e-10,2.7219796060629093e-10,2.714228571297992e-10,2.721482903172306e-10,2.2904424573021124e-10,2.6833349478192226e-10,2.721062651511198e-10,2.7228202834359684e-10,2.7226674233499106e-10,2.7228202834359684e-10,2.72239992852436e-10
translation_BSU25160_s,2.745081867054729e-10,2.7399311917940596e-10,2.744513611375465e-10,2.744667708797503e-10,2.7450529712787e-10,2.7450529712787e-10,2.7450529712787e-10,2.7443209956813097e-10,2.7450529712787e-10,2.7448603366584403e-10,2.744282473353598e-10,2.7445906595457384e-10,2.743165443462158e-10,2.7448218105455065e-10,2.7449373896954245e-10,2.7447062338289445e-10,2.7445521353254156e-10,2.7438587455933736e-10,2.713896002664267e-10,2.7449373896954245e-10,2.709722001111824e-10,2.7444750876958884e-10,2.732353585089245e-10,2.7450529712787e-10,2.7450529712787e-10,2.7447447591307594e-10,2.744783284702946e-10,2.744205429509292e-10,2.736391105096712e-10,2.7437046708826616e-10,2.3091446435920848e-10,2.7052452254219267e-10,2.743280987733969e-10,2.7450529712787e-10,2.744898863041745e-10,2.7450529712787e-10,2.744629184036434e-10
transcription_TU_BSU25160_s,7.622357152826401e-12,7.613585128768658e-12,7.62138962033226e-12,7.62165199834103e-12,7.62230795535919e-12,7.62230795535919e-12,7.62230795535919e-12,7.621061651677232e-12,7.62230795535919e-12,7.621979974707921e-12,7.620996058460355e-12,7.621520808993895e-12,7.61909392971858e-12,7.621914379091792e-12,7.622111166454302e-12,7.621717593271656e-12,7.621455214577391e-12,7.620274544385365e-12,7.56916550203525e-12,7.622111166454302e-12,7.562031643322768e-12,7.621324026258505e-12,7.600670422183135e-12,7.62230795535919e-12,7.62230795535919e-12,7.621783188373662e-12,7.62184878364704e-12,7.620864872540712e-12,7.607553067528537e-12,7.620012180772053e-12,6.860000525951922e-12,7.554376464024321e-12,7.6192906949738e-12,7.62230795535919e-12,7.622045570495421e-12,7.62230795535919e-12,7.621586403581774e-12
translation_BSU25200_s,4.738530378504701e-08,4.732433011133535e-08,4.732350140797228e-08,4.732795174764835e-08,4.732703146452449e-08,4.732703146452449e-08,4.732863373523878e-08,4.7277669834143473e-08,4.732706525800869e-08,4.732720558388845e-08,4.732921712180328e-08,4.7327012620735577e-08,4.727257541675887e-08,4.7364624818027264e-08,4.7327199103806625e-08,4.733520900414432e-08,4.7324898873441286e-08,4.7333116579588265e-08,4.415051859750552e-08,4.732691098190247e-08,4.7086526056970534e-08,4.732721502663497e-08,4.779139833796305e-08,4.733030415093752e-08,4.7328221377197476e-08,4.733210246314839e-08,4.7317967071297344e-08,4.731987332293302e-08,4.727303815057753e-08,4.733821117439274e-08,5.818313914973407e-08,4.735682985870565e-08,4.7284220459562794e-08,4.732703146452449e-08,4.732025474954589e-08,4.732587050705564e-08,4.7324624240878926e-08
translation_BSU25260_s,1.715424361017523e-08,1.7126417309668993e-08,1.7151804802449776e-08,1.715160830518676e-08,1.7153932762690053e-08,1.7153932762690053e-08,1.715387580124986e-08,1.7150598043575375e-08,1.7153941397228654e-08,1.715332574856245e-08,1.7149368884731464e-08,1.7151143080881785e-08,1.713991374853597e-08,1.7153930554205508e-08,1.7153413886656845e-08,1.7150059282081956e-08,1.715108527528298e-08,1.7143710738446323e-08,1.663693679621202e-08,1.7153187390260506e-08,1.695307702938836e-08,1.7150451454394523e-08,1.7043890559320166e-08,1.7153792461652834e-08,1.715393493175224e-08,1.715241142653496e-08,1.7152339314400084e-08,1.7148744228906132e-08,1.709793818658233e-08,1.7147147779181858e-08,1.4456102183215223e-08,1.692163404467567e-08,1.7146284387112382e-08,1.7153932762690053e-08,1.7153246738077717e-08,1.7153929127219e-08,1.715198888316453e-08
translation_BSU25270_s,1.715424361017523e-08,1.7126417309668993e-08,1.7151804802449776e-08,1.715160830518676e-08,1.7153932762690053e-08,1.7153932762690053e-08,1.715387580124986e-08,1.7150598043575375e-08,1.7153941397228654e-08,1.715332574856245e-08,1.7149368884731464e-08,1.7151143080881785e-08,1.713991374853597e-08,1.7153930554205508e-08,1.7153413886656845e-08,1.7150059282081956e-08,1.715108527528298e-08,1.7143710738446323e-08,1.663693679621202e-08,1.7153187390260506e-08,1.695307702938836e-08,1.7150451454394523e-08,1.7043890559320166e-08,1.7153792461652834e-08,1.715393493175224e-08,1.715241142653496e-08,1.7152339314400084e-08,1.7148744228906132e-08,1.709793818658233e-08,1.7147147779181858e-08,1.4456102183215223e-08,1.692163404467567e-08,1.7146284387112382e-08,1.7153932762690053e-08,1.7153246738077717e-08,1.7153929127219e-08,1.715198888316453e-08
translation_BSU25290_s,1.536173950668672e-12,1.533005682823252e-12,1.5358007519231711e-12,1.5359092876485351e-12,1.5361458116865774e-12,1.5361458116865774e-12,1.5361453144314138e-12,1.5356944338401315e-12,1.5361462349898236e-12,1.5360276118344018e-12,1.535672778615016e-12,1.535858449295736e-12,1.5349795916830765e-12,1.535998756592137e-12,1.5360739875808234e-12,1.5359206275882293e-12,1.5358366383648007e-12,1.535405337099891e-12,1.5143502092313387e-12,1.5360743821580588e-12,1.51445771760891e-12,1.5357883310067436e-12,1.528119858644484e-12,1.5361451712490806e-12,1.5361456715143774e-12,1.5359570724293527e-12,1.5359814381160207e-12,1.5356277757705978e-12,1.530829704411091e-12,1.5353407860898334e-12,1.2710870971529751e-12,1.5115030893943383e-12,1.5350473962333e-12,1.5361458116865774e-12,1.5360523480252986e-12,1.5361454134303442e-12,1.5358858875253787e-12
translation_BSU25300_s,4.899868909231402e-11,4.8920466439743865e-11,4.9011453512491697e-11,4.898985924551232e-11,4.8996959989004684e-11,4.8996959989004684e-11,4.899695960755839e-11,4.896966567275841e-11,4.899696442339608e-11,4.899547838731172e-11,4.8983234089916944e-11,4.899077006056696e-11,4.896464934759346e-11,4.8986309974859874e-11,0.0,4.8993249946423414e-11,0.0,4.895644018522982e-11,4.882157009591069e-11,4.8995055239038945e-11,0.0,4.898703740577219e-11,3.897223923670246e-11,4.8996962243519235e-11,1.1661313542234464e-28,4.899309375159528e-11,4.899177981540098e-11,4.8982321162399113e-11,4.8840746254093587e-11,4.8975932052978546e-11,3.277314282272293e-11,4.81767921147997e-11,3.913462896619502e-11,4.8996959989004684e-11,4.899490084812408e-11,4.8996918748898853e-11,4.8993166177573986e-11
translation_BSU25310_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU25310_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU25410_s,3.3063979678782014e-06,3.3026786275424588e-06,3.3059369066366277e-06,3.3060777260721273e-06,3.3063548047043237e-06,3.3063548047043237e-06,3.306353734427019e-06,3.3058240551068416e-06,3.306355715809709e-06,3.3062164040602677e-06,3.305800640845523e-06,3.306014699539973e-06,3.3049811328695707e-06,3.306177497096431e-06,3.306269819281052e-06,3.3060789330280386e-06,3.3059909525997688e-06,3.3054801261049614e-06,3.2780992671241975e-06,3.306270668575302e-06,3.2808559563780983e-06,3.3059333717342814e-06,3.296714584876097e-06,3.3063534262456002e-06,3.306354503001827e-06,3.3061341780479824e-06,3.306163422200554e-06,3.3057501681152e-06,3.3001233668986764e-06,3.305433963791429e-06,2.9829235358307646e-06,3.2771634235827685e-06,3.3050575185092067e-06,3.3063548047043237e-06,3.306246444504826e-06,3.3063539475093884e-06,3.306050559113184e-06
transcription_TU_BSU25410_s,9.180981632284636e-08,9.17731983893168e-08,9.180436606793275e-08,9.180628251216638e-08,9.180899164724763e-08,9.180899164724763e-08,9.180896192839229e-08,9.180372475819724e-08,9.180901694630707e-08,9.180764094713929e-08,9.18035730598542e-08,9.180552932273688e-08,9.179527158048481e-08,9.180705905255417e-08,9.180812722161653e-08,9.180581753353126e-08,9.180536839045944e-08,9.180015590227546e-08,9.142751181550354e-08,9.180815080472343e-08,9.155897375869338e-08,9.180476641295044e-08,9.170570446075368e-08,9.180895337098481e-08,9.18089832697432e-08,9.180685312514781e-08,9.180716670228771e-08,9.180316846064087e-08,9.1748082342145e-08,9.180086812596133e-08,8.86166099705282e-08,9.151453629130345e-08,9.17958973569515e-08,9.180899164724763e-08,9.1807976631163e-08,9.18089678451431e-08,9.180602661170449e-08
translation_BSU25420_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2969936483827172e-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU25500_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU25550_s,3.3063979678782014e-06,3.3026786275424588e-06,3.3059369066366277e-06,3.3060777260721273e-06,3.3063548047043237e-06,3.3063548047043237e-06,3.306353734427019e-06,3.3058240551068416e-06,3.306355715809709e-06,3.3062164040602677e-06,3.305800640845523e-06,3.306014699539973e-06,3.3049811328695707e-06,3.306177497096431e-06,3.306269819281052e-06,3.3060789330280386e-06,3.3059909525997688e-06,3.3054801261049614e-06,3.2780992671241975e-06,3.306270668575302e-06,3.2808559563780983e-06,3.3059333717342814e-06,3.296714584876097e-06,3.3063534262456002e-06,3.306354503001827e-06,3.3061341780479824e-06,3.306163422200554e-06,3.3057501681152e-06,3.3001233668986764e-06,3.305433963791429e-06,2.9829235358307646e-06,3.2771634235827685e-06,3.3050575185092067e-06,3.3063548047043237e-06,3.306246444504826e-06,3.3063539475093884e-06,3.306050559113184e-06
translation_BSU25580_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU25640_s,7.56910974003196e-15,7.547816531960343e-15,7.566759554936486e-15,7.567396845185023e-15,7.568990227353569e-15,7.568990227353569e-15,7.568990227353569e-15,7.565962992442322e-15,7.568990227353569e-15,7.56819350831385e-15,7.565803686652201e-15,7.567078195588102e-15,7.561184791422063e-15,5.966901940333104e-14,7.56851218922032e-15,7.567556173338014e-15,7.56691887414414e-15,6.354558626899606e-14,7.440491970483525e-15,7.56851218922032e-15,7.423333236000454e-15,7.566600237965126e-15,7.516526609821299e-15,7.568990227353569e-15,7.568990227353569e-15,7.567715503727375e-15,7.567874836353122e-15,7.565485081780541e-15,7.533193194510907e-15,7.563414368135613e-15,4.8953700248769443e-14,7.404944522354766e-15,7.561662520969419e-15,7.568990227353569e-15,7.568352847648858e-15,7.568990227353569e-15,7.567237519268393e-15
transcription_TU_BSU25640_s,2.1017390577630567e-16,2.0973498850815955e-16,2.1012547539394733e-16,2.101386084095883e-16,2.1017144305641013e-16,2.1017144305641013e-16,2.1017144305641013e-16,2.1010905980186318e-16,2.1017144305641013e-16,2.1015502535661695e-16,2.1010577677377435e-16,2.10132041841548e-16,2.1001058205623688e-16,1.6569095860039472e-15,2.1016159234620176e-16,2.1014189173877346e-16,2.1012875860269282e-16,1.7647949779898622e-15,2.0751832452631104e-16,2.1016159234620176e-16,2.0716324702878053e-16,2.1012219221531154e-16,2.0908948897605875e-16,2.1017144305641013e-16,2.1017144305641013e-16,2.1014517509806883e-16,2.101484584874744e-16,2.1009921080792363e-16,2.0943339162462698e-16,2.100565349654737e-16,1.4543151741739694e-15,2.0678250567232014e-16,2.1002042861145508e-16,2.1017144305641013e-16,2.1015830883635392e-16,2.1017144305641013e-16,2.1013532511051318e-16
translation_BSU25660_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3268595292457496e-07,0.0,0.0,0.0,1.425935941733383e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1970963568232507e-07,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU25660_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.684468582309627e-09,0.0,0.0,0.0,3.9601249066359064e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.556330548721274e-09,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU25710_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU25760_s,6.299665937925844e-11,4.5558348163366056e-11,6.299577648208008e-11,6.29892093703591e-11,6.299526915760664e-11,6.299526915760664e-11,6.299533802113276e-11,6.297676224118705e-11,6.299520811337508e-11,6.299308497088265e-11,6.29829972488889e-11,6.298901892242146e-11,5.0364995262531225e-11,6.298875536391187e-11,6.299389763907002e-11,6.299232680744161e-11,6.298780082520668e-11,5.0364078752530144e-11,6.213139539439099e-11,6.299342772131442e-11,5.8354472565120745e-12,6.298629837651083e-11,4.998489434491064e-11,6.299522095131699e-11,6.299510408418918e-11,6.299117049053276e-11,6.299076469514005e-11,5.8208155233648e-11,5.027458900802617e-11,6.297721871588731e-11,5.534395396702494e-11,6.227703912758191e-11,5.038546825838817e-11,6.299526915760664e-11,6.299315563869431e-11,6.299523956150568e-11,6.299013701297456e-11
translation_BSU25790_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU25900_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU25900_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU26390_s,6.299665937925844e-11,4.5558348163366056e-11,6.299577648208008e-11,6.29892093703591e-11,6.299526915760664e-11,6.299526915760664e-11,6.299533802113276e-11,6.297676224118705e-11,6.299520811337508e-11,6.299308497088265e-11,6.29829972488889e-11,6.298901892242146e-11,5.0364995262531225e-11,6.298875536391187e-11,6.299389763907002e-11,6.299232680744161e-11,6.298780082520668e-11,5.0364078752530144e-11,6.213139539439099e-11,6.299342772131442e-11,5.8354472565120745e-12,6.298629837651083e-11,4.998489434491064e-11,6.299522095131699e-11,6.299510408418918e-11,6.299117049053276e-11,6.299076469514005e-11,5.8208155233648e-11,5.027458900802617e-11,6.297721871588731e-11,5.534395396702494e-11,6.227703912758191e-11,5.038546825838817e-11,6.299526915760664e-11,6.299315563869431e-11,6.299523956150568e-11,6.299013701297456e-11
translation_BSU26590_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU26600_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU26640_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU26640_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU26650_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU26650_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU26690_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.617603326098775e-08,0.0,0.0,2.4681276818537968e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU26810_s,5.1428836128152e-09,5.133233873872641e-09,5.141818991444214e-09,5.142107691433852e-09,5.142829476865812e-09,5.142829476865812e-09,5.142829476865812e-09,5.141458127854339e-09,5.142829476865812e-09,5.142468577818069e-09,5.141385956655988e-09,5.141963340425951e-09,5.139293212249106e-09,5.142396399528144e-09,5.142612935917543e-09,5.142179867697614e-09,5.1418911656818115e-09,5.14059210690582e-09,5.0844572056285666e-09,5.142612935917543e-09,5.0766372551777055e-09,5.1417468177131565e-09,5.1190373029746065e-09,5.142829476865812e-09,5.142829476865812e-09,5.142252044467916e-09,5.142324221744758e-09,5.141241615778907e-09,5.126601556606538e-09,5.140303449465625e-09,4.326159554538693e-09,5.068250060387583e-09,5.1395096832947195e-09,5.142829476865812e-09,5.142540756614535e-09,5.142829476865812e-09,5.1420355156766306e-09
