,base,2PGt6_FWD_CPLX_dummy_s,AMPt6_FWD_CPLX_dummy_s,6PGCt6_FWD_CPLX_dummy_s,ALAt2r_FWD_BSU27810-MONOMER_s,ARGPt6_FWD_CPLX_dummy_s,3UMPt6_FWD_CPLX_dummy_s,3GMPt6_FWD_CPLX_dummy_s,ACACt2_FWD_CPLX_dummy_s,DALAt2r_FWD_BSU18120-MONOMER_s,ACNAMt2_FWD_CPLX_dummy_s,ASPt2r_FWD_BSU10220-MONOMER_s,CMPt6_FWD_CPLX_dummy_s,CHORt2_FWD_CPLX_dummy_s,BTDt6_RR_REV_CPLX_dummy_s,CITt2r_FWD_BSU38770-MONOMER_s,DHAt_REV_CPLX_dummy_s,F6Pt6_2_FWD_BSU12010-MONOMER_s,CO2t_REV_CPLX_dummy_s,ASNt2r_FWD_CPLX_dummy_s,FORt2_REV_BSU27200-MONOMER_s,GLYt2r_FWD_CPLX_dummy_s,GMPt6_FWD_CPLX_dummy_s,PSER_Lt6_FWD_BSU19999-MONOMER_s,THMDt2_FWD_BSU39410-MONOMER_s,LEUt2r_FWD_BSU29600-MONOMER_s,HISt2r_FWD_BSU39390-MONOMER_s,GSNt2_REV_BSU38710-MONOMER_s,METt3_FWD_CPLX_dummy_s,UMPt6_FWD_CPLX_dummy_s,H2Ot_FWD_CPLX_dummy_s,SUCCt2r_REV_BSU07570-MONOMER_s,PYRt2_REV_CPLX_dummy_s,PHEt2r_REV_CPLX_dummy_s,THMt6_REV_CPLX_dummy_s,URAt2_REV_BSU15480-MONOMER_s,TYRt2r_REV_CPLX_dummy_s
DM_RNA_BSU38300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU38290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU29660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU25790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU13170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU12840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU38630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU27600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7809750995567186e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.69379789199459e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU33810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU33830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU33800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU33820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU36470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU15320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU29620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU23570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU23580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU09840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU23860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU36900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU23250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU23280,1.950495902672432e-13,1.922223446663909e-13,1.9226464632060296e-13,1.9197468786682188e-13,1.922918430780466e-13,1.9227673349915661e-13,1.9225558124832939e-13,1.9229184308864028e-13,1.9191129364355803e-13,1.9229184308845893e-13,1.9222838747061808e-13,1.9229184308850402e-13,1.9226464632382232e-13,1.9229184308850846e-13,1.9229184308850402e-13,1.9228882111489363e-13,1.922918430884346e-13,1.8992216022607893e-13,1.9229184308850402e-13,1.9229184308850402e-13,1.9229184308850402e-13,1.922857991693824e-13,1.898531622356204e-13,1.9229184308850402e-13,1.9229184308850402e-13,1.9229184308864288e-13,1.9229184308864028e-13,1.91377458944964e-13,1.9229184308850402e-13,1.9228882111723676e-13,1.5714088732547515e-13,1.9229184308850402e-13,1.8864663948341822e-13,1.9229184308850402e-13,1.9229184308850803e-13,1.922555812486579e-13,1.9229184308850402e-13
DM_RNA_BSU23260,1.9356427546152236e-13,1.9075855951240938e-13,1.9080053903688395e-13,1.9051278863482887e-13,1.9082752868932193e-13,1.908125341708184e-13,1.9079154299570165e-13,1.9082752869983493e-13,1.904498771625325e-13,1.9082752869965497e-13,1.9076455630030516e-13,1.908275286996997e-13,1.9080053904007882e-13,1.9082752869970415e-13,1.908275286996997e-13,1.90824529738607e-13,1.9082752869963084e-13,1.884758911201978e-13,1.908275286996997e-13,1.908275286996997e-13,1.908275286996997e-13,1.908215308053995e-13,1.8840741855374378e-13,1.908275286996997e-13,1.908275286996997e-13,1.9082752869983753e-13,1.9082752869983493e-13,1.8992010764849259e-13,1.908275286996997e-13,1.9082452974093232e-13,1.5594424965908041e-13,1.908275286996997e-13,1.8721008354761597e-13,1.908275286996997e-13,1.908275286997037e-13,1.9079154299602764e-13,1.908275286996997e-13
DM_RNA_BSU23270,1.8805468690237685e-13,1.85328832489989e-13,1.85369617114696e-13,1.8509005720295362e-13,1.8539583853714973e-13,1.85381270820686e-13,1.8536087713566905e-13,1.853958385473635e-13,1.8502893643468658e-13,1.8539583854718866e-13,1.8533465858608797e-13,1.853958385472321e-13,1.8536961711779991e-13,1.8539583854723642e-13,1.853958385472321e-13,1.8539292494818098e-13,1.853958385471652e-13,1.8311113767633716e-13,1.853958385472321e-13,1.853958385472321e-13,1.853958385472321e-13,1.853900113762213e-13,1.8304461410417895e-13,1.853958385472321e-13,1.853958385472321e-13,1.8539583854736602e-13,1.853958385473635e-13,1.8451424621173266e-13,1.853958385472321e-13,1.853929249504401e-13,1.5150547265987638e-13,1.853958385472321e-13,1.818813598871611e-13,1.853958385472321e-13,1.85395838547236e-13,1.8536087713598578e-13,1.853958385472321e-13
DM_RNA_BSU07570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU31930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU37500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU37490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU17600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU17610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU24340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU24350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU02290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU02270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU03790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU00180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU08200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU08180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU02230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU33910,1.0333545486209489e-08,2.4632823618005773e-08,7.689608187189315e-09,8.165740182205257e-09,7.963579039685365e-09,7.829663617627263e-09,8.251521280559568e-09,7.830597661006171e-09,7.91938437588613e-09,7.830437416682264e-09,7.834535706585611e-09,7.830424164911955e-09,7.8828514106189e-09,7.83030177052829e-09,7.830424164911955e-09,7.830362675510532e-09,7.830523809251315e-09,7.938167894697136e-09,7.830424164911955e-09,7.830424164911955e-09,7.830424164911955e-09,7.695324078772542e-09,7.047449119765728e-09,7.830424164911955e-09,7.830424164911955e-09,7.830465590761156e-09,7.830597661006171e-09,7.816419824268932e-09,7.830424164911955e-09,7.876123456455936e-09,1.0194211385190096e-06,7.830424164911955e-09,8.04989243986517e-09,7.830424164911955e-09,7.830424784149842e-09,8.251634442976014e-09,7.830424164911955e-09
DM_RNA_BSU33900,2.5852205542987613e-08,2.4442659062406347e-08,2.4592365747204162e-08,2.308921185569907e-08,2.4423656523484977e-08,2.4732329561853483e-08,2.5155563203169048e-08,2.4733558888261233e-08,2.4206938512892323e-08,2.4733342053322945e-08,2.506225834124144e-08,2.4733320284002497e-08,2.4785672312077595e-08,2.4733645691761688e-08,2.4733320284002497e-08,2.473326997839958e-08,2.4733451072846685e-08,2.4499641996958996e-08,2.4733320284002497e-08,2.4733320284002497e-08,2.4733320284002497e-08,2.459801605385391e-08,1.65876736037329e-08,2.4733320284002497e-08,2.4733320284002497e-08,2.47333766917539e-08,2.4733558888261233e-08,2.1718727278240443e-08,2.4733320284002497e-08,2.4778984105087465e-08,0.0,2.4733320284002497e-08,5.922169585184446e-09,2.4733320284002497e-08,2.473332172233176e-08,2.515573986177491e-08,2.4733320284002497e-08
DM_RNA_BSU33920,8.056619513670055e-09,8.171304940058003e-09,8.32215800785946e-09,7.483609382499119e-09,8.153213591346864e-09,8.462202366507335e-09,9.780028650476582e-09,8.463177760008762e-09,7.937100265468598e-09,8.463036511969194e-09,8.467370989922209e-09,8.463023114440135e-09,8.51550422539065e-09,8.462901391610987e-09,8.463023114440135e-09,8.462921275751934e-09,8.463075154448851e-09,8.327133446466272e-09,8.463023114440135e-09,8.463023114440135e-09,8.463023114440135e-09,8.327832676154317e-09,1.2191326527295418e-08,8.463023114440135e-09,8.463023114440135e-09,8.463056938858852e-09,8.463177760008762e-09,8.569429623726885e-09,8.463023114440135e-09,8.508705605446308e-09,1.0223627727288818e-06,8.463023114440135e-09,7.842726233034909e-09,8.463023114440135e-09,8.463023763766087e-09,9.829024080012765e-09,8.463023114440135e-09
DM_RNA_BSU33940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0108990294952253e-06,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU33930,3.1439399378151405e-09,3.0132756543177633e-09,3.0146603702249884e-09,2.8434400974595086e-09,2.995180845286152e-09,3.0293187783012374e-09,3.0833273071694737e-09,3.0302835309123966e-09,2.993715022055818e-09,3.030189367505656e-09,3.034228660343286e-09,3.0301777811450413e-09,3.0366585146108875e-09,3.030171755203351e-09,3.030177781145041e-09,3.0300223429450963e-09,3.0301698427762466e-09,2.990360501869725e-09,3.030177781145041e-09,3.030177781145041e-09,3.0301777811450413e-09,3.013777405573758e-09,2.589895124005939e-09,3.0301777811450413e-09,3.030177781145041e-09,3.0302011238871684e-09,3.030283530912397e-09,2.7460224730654123e-09,3.0301777811450413e-09,3.0348657106015303e-09,1.0153571796652748e-06,3.0301777811450413e-09,2.661657797339852e-09,3.030177781145041e-09,3.0301780564301093e-09,3.0834598538859394e-09,3.0301777811450413e-09
DM_RNA_BSU39860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU38270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU38260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU38280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU04030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU25500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU00510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1311272183887974e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU00500,7.542970618488675e-09,1.7731343846271476e-08,1.7501213140958224e-08,1.8262606805742265e-08,1.7342418156942495e-08,1.8407209424991685e-08,1.909958864992162e-08,1.8027571798304637e-08,1.855458918690373e-08,1.8026840023182708e-08,1.8100374813146666e-08,1.8026542643532927e-08,1.8380277534769674e-08,1.8027655933430096e-08,1.802654264353293e-08,1.8022452702812164e-08,1.8025774853825076e-08,1.184909487380408e-08,1.802654264353293e-08,1.802654264353293e-08,1.8026542643532927e-08,1.880375264038415e-08,0.0,1.8026542643532927e-08,1.802654264353293e-08,1.8026791859574467e-08,1.8027571798304637e-08,8.936865461115149e-09,1.802654264353293e-08,1.8426894623261066e-08,1.6849300511432466e-08,1.8026542643532927e-08,1.7690397554201593e-08,1.802654264353293e-08,1.8026549571130932e-08,1.9102858207532763e-08,1.8026542643532927e-08
DM_RNA_BSU00380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU17680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU04470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU30070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU26690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU13890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU13910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.289438867921092e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU13900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.289438867921092e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU35780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU40500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU30560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU06240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU15110,0.0,0.0,0.0,-2.516387734791241e-26,-2.518676959550715e-26,-2.518567989858659e-26,0.0,-2.518676959550715e-26,-2.515931358309904e-26,0.0,-2.5182181340840867e-26,0.0,-2.5184796525661192e-26,-2.5186757968202093e-26,-2.5186769595507136e-26,0.0,-2.518676959550716e-26,0.0,-2.518676959550715e-26,-2.5186769595507147e-26,0.0,-2.5186333715028773e-26,-2.5010413249854253e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4922815769076368e-26,-2.518676959550715e-26,-2.5186757968202093e-26,0.0,0.0
DM_RNA_BSU09440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU01770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
