,base,6PGCt6_FWD_CPLX_dummy_s,ACACt2_FWD_CPLX_dummy_s,3UMPt6_FWD_CPLX_dummy_s,DALAt2r_FWD_BSU18120-MONOMER_s,ARGPt6_FWD_CPLX_dummy_s,ACNAMt2_FWD_CPLX_dummy_s,2PGt6_FWD_CPLX_dummy_s,ALAt2r_FWD_BSU27810-MONOMER_s,AMPt6_FWD_CPLX_dummy_s,3GMPt6_FWD_CPLX_dummy_s,ASPt2r_FWD_BSU10220-MONOMER_s,ASNt2r_FWD_CPLX_dummy_s,CMPt6_FWD_CPLX_dummy_s,CITt2r_FWD_BSU38770-MONOMER_s,BTDt6_RR_REV_CPLX_dummy_s,CHORt2_FWD_CPLX_dummy_s,CO2t_REV_CPLX_dummy_s,DHAt_REV_CPLX_dummy_s,F6Pt6_2_FWD_BSU12010-MONOMER_s,FORt2_REV_BSU27200-MONOMER_s,GLYt2r_FWD_CPLX_dummy_s,HISt2r_FWD_BSU39390-MONOMER_s,GMPt6_FWD_CPLX_dummy_s,THMDt2_FWD_BSU39410-MONOMER_s,METt3_FWD_CPLX_dummy_s,UMPt6_FWD_CPLX_dummy_s,PSER_Lt6_FWD_BSU19999-MONOMER_s,GSNt2_REV_BSU38710-MONOMER_s,LEUt2r_FWD_BSU29600-MONOMER_s,H2Ot_FWD_CPLX_dummy_s,SUCCt2r_REV_BSU07570-MONOMER_s,PHEt2r_REV_CPLX_dummy_s,TYRt2r_REV_CPLX_dummy_s,URAt2_REV_BSU15480-MONOMER_s,THMt6_REV_CPLX_dummy_s,PYRt2_REV_CPLX_dummy_s
charging_tRNA_BSU_tRNA_27_CCU,0.0038911417813044915,0.0038940935724599782,0.003900707379579265,0.00389065995332365,0.0038906604797243564,0.003891283571075513,0.0038904305470426966,0.0038845519700029738,0.0038906612986998423,0.0038903529640213833,0.00389065995332365,0.003889787621224768,0.003891155502594327,0.0038907360765604295,0.003891888593853183,0.0038912779335372825,0.003888149420686779,0.003914296446735848,0.003883160075122657,0.004088492872282844,0.003890673089838045,0.0038905627159863164,0.0038904259471157134,0.003707369355268058,0.0038906601926235315,0.0038905439873148534,0.003891081023877839,0.003892510499496932,0.0038870774687316226,0.0038906627672189945,0.003546570558639442,0.003908502490468236,0.003891992304162248,0.0038908824429706524,0.00389065995332365,0.003890646382789663,0.003825718697874154
charging_tRNA_BSU_tRNA_27_CCC,0.001025328472527698,0.0010261818559774217,0.001026591883067224,0.0010253988068541753,0.0010253985956021226,0.0010255016994317895,0.0010252890452423114,0.0010242397724896368,0.0010253991017175144,0.001025321042080625,0.0010253988068541753,0.001025437621245531,0.0010253925089779947,0.0010253767422757128,0.0010254721051040467,0.001025481495539276,0.0010240832091878943,0.0010295269097532736,0.0010231800922041615,0.001043329165313808,0.001025401125547951,0.0010252621676731684,0.0010252904593723118,0.0009861599328006433,0.00102539881696796,0.0010255212039662054,0.001025455844402572,0.0010254737828395012,0.0010247073766186535,0.0010253993087819538,0.0008700223841301665,0.001028467044440151,0.0010257655428825996,0.0010255177075175845,0.0010253988068541753,0.0010254022670714283,0.0010072055410078867
charging_tRNA_BSU_tRNA_28_GCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_28_GCG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_28_GCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_28_GCU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_75_GAA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_75_GAG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_78_GUU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_78_GUC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_78_GUG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_78_GUA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_76_ACC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_76_ACA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_76_ACG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_76_ACU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_77_UAU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_77_UAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_74_CAG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_74_CAA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_45_AAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_45_AAU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_46_AGC,0.0053147288782617865,0.005320941901442663,0.005328105515498136,0.005314194859060999,0.005314194873560923,0.0053151430682890025,0.005313747823127927,0.005306096018880479,0.005314196597763995,0.005313861231086929,0.005314194859060999,0.005313863750703771,0.005315076938924152,0.005314492391102768,0.005314950797754869,0.005314939746957768,0.005309892309841711,0.005343930229000714,0.005302211218792657,0.005520072271840609,0.005314239985491437,0.005314134756873078,0.0053137790438549425,0.005074843432766433,0.005314195082760785,0.005314123870994735,0.005314766120145345,0.005314349580562664,0.005308379148887274,0.005314198279603903,0.0047258402990720625,0.005338109484650532,0.005315849805598723,0.005314432697547934,0.005314194859060999,0.005314173128138015,0.005241751750936263
charging_tRNA_BSU_tRNA_46_AGU,0.001626798045369354,0.001627356577172056,0.0016298946544433073,0.001626304392041785,0.0016263046925022412,0.0016265262788798742,0.001626206038513635,0.001623187963714568,0.001626305039920877,0.0016261917950868793,0.001626304392041785,0.0016267927355605699,0.001626694163905138,0.0016264158562908472,0.001626605699080449,0.0016265324429189706,0.001625082588996808,0.001635989843884875,0.0016226490062072228,0.0016779391197280042,0.001626312614071779,0.0016262642906852164,0.0016262158959928763,0.0015497216301722464,0.0016263045111865025,0.001626175397532052,0.0016264928125332017,0.0016261213714081578,0.0016241362742963278,0.0016263057612152924,0.001448568375658897,0.001633232607919414,0.0016268467075371453,0.0016263893217380524,0.001626304392041785,0.0016262930482257977,0.0015992097604595218
charging_tRNA_BSU_tRNA_46_UCU,0.0031480171369267494,0.0031528679690537025,0.0031588326702712715,0.003146910794598696,0.0031469118029646857,0.0031477902780053186,0.003146645002173496,0.00314124646283356,0.0031469122727648983,0.003146666966263483,0.003146910794598696,0.003147079528092607,0.003148206296492989,0.003147341533371952,0.003147854912205134,0.0031475639779982648,0.0031453503022358118,0.0031781593652128156,0.003139386742997635,0.0033944641293746757,0.0031469552745204345,0.0031473096702624476,0.0031467860904650525,0.002976000435767178,0.0031469111041250632,0.00314583596556722,0.0031475770829554866,0.003148541715472102,0.00314200725810993,0.003146913997022855,0.0032674185709382635,0.0031680662537855965,0.0031485908378319476,0.0031469632227933684,0.003146910794598696,0.00314686395490256,0.003122256877209015
charging_tRNA_BSU_tRNA_46_UCG,0.001844928658798026,0.0018454969802187491,0.001848578730708839,0.0018449288850097207,0.001844928974484998,0.00184508263549906,0.0018447712554483858,0.0018427148035436898,0.0018449295840269886,0.0018448087042487679,0.0018449288850097207,0.001844420890930901,0.0018449691193814753,0.001844947314531757,0.001845210224489685,0.0018451280367889067,0.0018431071113857612,0.0018548491289891423,0.0018409546555784892,0.0018743877819846408,0.0018449287623270973,0.0018446976721085643,0.0018447973769114246,0.0017675064429957409,0.0018449289829088871,0.0018453207497332238,0.0018451230668631515,0.0018467945498898658,0.0018431287004826331,0.0018449302729169512,0.0016514199296861468,0.0018521846066373432,0.0018453695295417405,0.0018450571635558195,0.0018449288850097207,0.0018449332651750388,0.0018088670260450535
charging_tRNA_BSU_tRNA_46_UCC,0.0027442886661493814,0.0027478071361148335,0.00275027042630134,0.0027440853937232557,0.0027440849578830597,0.0027445190728092586,0.002743802914397938,0.002739255937095568,0.0027440861940263334,0.0027438622327100896,0.0027440853937232557,0.0027437738448423434,0.0027443194944666775,0.0027441897214370006,0.0027446301320281294,0.0027444321578482646,0.0027411974606928215,0.002752560288658221,0.002738165541586854,0.0027769283298120103,0.002744115946372204,0.0027437800184606743,0.002743812495691407,0.0026310646270603804,0.002744085440006198,0.0027443826330984587,0.002744437109668101,0.0027439368766846634,0.00274237825364559,0.0027440868110727976,0.0023474898378938354,0.0027542557415935467,0.00274482515352589,0.002744145787680514,0.0027440853937232557,0.0027440822593312385,0.002705376919505603
charging_tRNA_BSU_tRNA_46_UCA,0.004066300976877884,0.004068724759908885,0.0040760779942476755,0.004065825194304399,0.0040658252384485095,0.004066379040438799,0.004065585500948271,0.004061531718096882,0.004065826499916719,0.00406554270341316,0.004065825194304399,0.004066104462019518,0.0040662938866443225,0.004065852114648899,0.0040669577268468045,0.004066368233399939,0.004062275265885893,0.0040888948503049445,0.004057819833601962,0.004242643180001544,0.004065842494324456,0.004065593619338072,0.004065514694287758,0.0038852971934274167,0.0040658253675441266,0.004065632121428589,0.00406619767738906,0.004066645716044884,0.004062166692085155,0.004065827777299744,0.0035399421051520194,0.004084976131884311,0.004067234427686763,0.004066104149782156,0.004065825194304399,0.004065833344537238,0.003998912523326606
charging_tRNA_BSU_tRNA_47_GAA,0.016297780725807,0.01632244837443784,0.016348558987488604,0.01629429810883181,0.016294299395419917,0.016298292721770902,0.01629301569518231,0.016262898120211134,0.01629430345634844,0.016292889556777025,0.01629429810883181,0.01629337233287418,0.016298291653506082,0.01629563945232766,0.016299098622535625,0.016297276256699623,0.016284193192541638,0.01643308136030921,0.016255062790970668,0.01716789990728731,0.016294553880498996,0.01629428004728472,0.016293169143517184,0.015481136766708543,0.01629429895811596,0.0162925763910487,0.016297238283177414,0.016298842445155105,0.01627035991497519,0.016294309017604033,0.015177419463201487,0.01639140190031509,0.016301512766222197,0.01629519781207978,0.01629429810883181,0.01629415975426463,0.016114582102971255
charging_tRNA_BSU_tRNA_47_GAG,0.006346746688612866,0.006358812762668447,0.006365684602277797,0.006346799197313263,0.006346800589665473,0.006348588173324759,0.006346527598708825,0.006339688703851366,0.006346801565978572,0.006346474599926739,0.006346799197313263,0.006344796303915316,0.006348749198028361,0.006347457346163659,0.006348121009695606,0.006347962248467851,0.006342961221094987,0.006416065564521162,0.006328949113024413,0.006600403494552931,0.006346871970518556,0.006347203361306617,0.006346477107272439,0.006010960237622788,0.006346799674283997,0.006345919229373491,0.006348136586201949,0.006350173648148261,0.006335100554329817,0.006346804317262832,0.005795670185045655,0.006382611208706384,0.006349726259047194,0.006347278483980816,0.006346799197313263,0.00634680751465618,0.0062735492118561435
charging_tRNA_BSU_tRNA_48_CAG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_48_CAA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_49_AAG,0.0061874210863188,0.0061910502535684215,0.006198447876861598,0.006186800705924789,0.006186800947925084,0.0061875579815902785,0.0061864400984654525,0.006179055842801445,0.006186802682296572,0.00618638781334214,0.006186800705924789,0.006185615252075313,0.0061871143599437324,0.006186770538018433,0.00618794618522073,0.006187415912928327,0.006180762672591246,0.006213296662294388,0.006174011206051369,0.006332731800189573,0.006186795079842167,0.006186290643798585,0.00618635459098065,0.0059174894241977,0.006186800991140818,0.00618718414522682,0.006187421958224353,0.006188731872278024,0.00618244782804141,0.006186804681603668,0.0053833752428593,0.006208267334205964,0.006188484676565851,0.006187221679303096,0.006186800705924789,0.0061867634903918734,0.0060703492980580635
charging_tRNA_BSU_tRNA_49_AAA,0.017351268781662276,0.017377317032653754,0.017398508006259486,0.017348251851706496,0.017348252882153154,0.017352343799238206,0.01734697117218014,0.017321236600305573,0.017348257481062147,0.017347195363466385,0.017348251851706496,0.017346225227583414,0.01735212084421277,0.01734968175282825,0.017352277049624724,0.01735095743473313,0.017337117098220032,0.017476091937290324,0.01730686830382899,0.01818065555447804,0.017348470175302652,0.01734845802840104,0.0173470048561326,0.016509527761058917,0.0173482527036979,0.017346828818705137,0.017351354613671807,0.0,0.01732592460813825,0.017348263258794912,0.015720504924808663,0.017436269592256866,0.01735503555677094,0.017349005675777927,0.017348251851706496,0.01734812865789867,0.01713495496873793
charging_tRNA_BSU_tRNA_50_CUU,0.006730661423920741,0.006738436865828187,0.006748492939652278,0.006728335473619673,0.006728337576576627,0.00672999541814205,0.006727961573366567,0.006718055927681626,0.006728338496615365,0.006727883826083268,0.006728335473619673,0.0067276770672637905,0.0067301820316639045,0.006728954325871155,0.006730622227710474,0.00672948727210135,0.006727246082525335,0.006785782524505741,0.006715062674501699,0.007098325060608654,0.006728382954198165,0.006728855489210163,0.006728074012895274,0.006374605611899004,0.006728336111976273,0.006726781593267658,0.006729416866781064,0.0067299658476776365,0.006718160011774309,0.006728342032289187,0.00674164205939909,0.00676447301413973,0.006731068156879183,0.006728632557760077,0.006728335473619673,0.00672823312495637,0.006646070150063978
charging_tRNA_BSU_tRNA_50_CUG,0.012411316834930377,0.012424950996062547,0.01243558087712498,0.012410899750786495,0.012410901321187693,0.012412626434129121,0.01240990873797881,0.012394427328975747,0.012410904348838287,0.012410238952334238,0.012410899750786495,0.012410557705615808,0.012412487089967648,0.012411437350476541,0.012413155693564503,0.01241229914327226,0.012401184525906307,0.01247495065291353,0.012387349978297659,0.012857213386463881,0.012410903457257825,0.012410287923780476,0.012410140797057259,0.011854732092299376,0.012410900529993003,0.012411158551194788,0.012412417754367983,0.012413331572889338,0.012401688017464538,0.012410909289632255,0.01114210528157103,0.01245614379777951,0.012414489194040233,0.01241154833278082,0.012410899750786495,0.012410887117600336,0.012199043083405177
charging_tRNA_BSU_tRNA_50_CUA,0.0012561623485432803,0.0012575612692246726,0.0012592946614010828,0.0012560331327427124,0.0012560332462555333,0.0012562545917896776,0.0012559552264081995,0.0012544906491513178,0.0012560335780300227,0.0012559450345652435,0.0012560331327427124,0.0012559615597663514,0.001256130889303681,0.0012560835550626892,0.0012562468238441341,0.0012562174984783788,0.0012547557777171506,0.0012648395756645135,0.0012531367651046471,0.0012937315600057176,0.0012560378305048793,0.0012559582470541193,0.0012559491449103371,0.0011976612675345653,0.0012560332038417733,0.0012560212739074709,0.001256106309639171,0.0012566032587281672,0.0012549015569441099,0.0012560340471266666,0.0010938636377916472,0.0012621177060285907,0.001256515571011247,0.0012561347803199691,0.0012560331327427124,0.0012560341777109831,0.0012340130695375588
charging_tRNA_BSU_tRNA_50_CUC,0.00408174308289914,0.00408815623267635,0.004089225540029143,0.004080683874494859,0.004080684540742259,0.004081599697883549,0.004080493307529477,0.004077273852884503,0.00408068546369826,0.00408046723078848,0.004080683874494859,0.004080423532191071,0.004081569321009075,0.004081108894567229,0.0040811965825073215,0.00408118694664689,0.004079721539895557,0.0041064078885812835,0.004073483195242868,0.004218084147357568,0.004080703688847695,0.004080715869873073,0.004080450653964546,0.003884461503214005,0.004080684156770159,0.004080522313584245,0.004081329805666067,0.004079568820852016,0.004076451412197003,0.004080687202432974,0.0035900661438015573,0.004095197723424709,0.004081901035493994,0.004080802749061558,0.004080683874494859,0.004080627331692121,0.004019217441681398
charging_tRNA_BSU_tRNA_50_UUG,0.004613460700481571,0.004618216581311027,0.004622519627564548,0.004613504875947071,0.004613505924573281,0.004614156471969853,0.004613289708957992,0.004607954009139358,0.0046135067328983825,0.004613362283465752,0.004613504875947071,0.004613257515366151,0.004614065805537551,0.004613641148822041,0.004614278833113803,0.004614042189635223,0.004610204670069714,0.004644667492813994,0.004604627863776829,0.00476795953588049,0.00461348725052501,0.004613592610632557,0.0046132841818957125,0.0043982117316272865,0.004613505240595761,0.00461374846294374,0.004614055751139609,0.004614724567402592,0.004609443728844858,0.004613508850160636,0.004155390157122789,0.004630791020249081,0.004614946140785,0.004613753042835372,0.004613504875947071,0.004613523552024935,0.004523970436669589
charging_tRNA_BSU_tRNA_50_UUA,0.0046419200679663,0.004651560917869716,0.004655553630562941,0.004641151832414204,0.004641153722617383,0.004642494378805854,0.004640965437367066,0.004632232707575352,0.004641154210421137,0.004641033614394409,0.004641151832414204,0.004641787499763115,0.004643071232106245,0.004641921928716959,0.004642604593045757,0.004641968263379006,0.004639258267291863,0.004690199063067411,0.0046300785157168045,0.004836369329524531,0.004641187136807255,0.0046418674250291074,0.004641024657926982,0.004387250032830549,0.004641152359985866,0.004639977774156755,0.004642162306820954,0.004641046010983092,0.004633622784828272,0.0046411570772874325,0.004436141095849203,0.004666694980967107,0.004643247524845795,0.004641479630757354,0.004641151832414204,0.004641137718792244,0.0045863402819287715
charging_tRNA_BSU_tRNA_51_CUU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_51_CUG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_51_CUA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_51_CUC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_51_UUG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_51_UUA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_79_AGG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_79_AGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_79_CGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_79_CGG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_79_CGC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_79_CGU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_80_GGU,0.0073141376067109454,0.007317386187650391,0.007331200658710195,0.0073129972534604236,0.0073129982003525456,0.007313961605731915,0.007312317175308511,0.007299473428858109,0.007313000005469834,0.007312494123841718,0.0073129972534604236,0.007312398232830234,0.007313973632920601,0.0073131754953733264,0.007315610731384905,0.0073140417064413085,0.007307831922043931,0.007356618911189119,0.007298690408297097,0.0076227592413509885,0.007313018590878707,0.007312809872863379,0.007312545267359501,0.006976019904298072,0.007312997720518153,0.007312445083239604,0.007313799606664764,0.007316576754768592,0.007305618121771537,0.0073130029522299024,0.006884607121740375,0.007347765753287138,0.0,0.007313425454944851,0.0073129972534604236,0.007312980293215579,0.007199536194125697
charging_tRNA_BSU_tRNA_80_GGG,0.0038374049609701012,0.003837819288249251,0.0038406613574908594,0.003837081940524319,0.003837083344636724,0.0038372484846798793,0.003837009424037382,0.0038323062195962975,0.0038370839459880325,0.0038369317432685557,0.003837081940524319,0.0038377664475363173,0.003837262576275398,0.0038370161592101767,0.003837591637627775,0.0038372872072842163,0.0038343250951564335,0.003848613818555584,0.003832536181126796,0.003902780517322451,0.0038370127667761407,0.00383689390168566,0.003836971399429014,0.003667836798179242,0.0038370823598681512,0.003837017795786423,0.0038371697008949737,0.003837785560458824,0.0038354122751959015,0.003837086262567638,0.0034608855346700868,0.003845416144210809,0.003837840495139909,0.0038372424564301123,0.003837081940524319,0.0038370680767202347,0.0037436837480964973
