,base,6PGCt6_FWD_CPLX_dummy_s,AMPt6_FWD_CPLX_dummy_s,2PGt6_FWD_CPLX_dummy_s,ALAt2r_FWD_BSU27810-MONOMER_s,ACACt2_FWD_CPLX_dummy_s,ARGPt6_FWD_CPLX_dummy_s,ACNAMt2_FWD_CPLX_dummy_s,3GMPt6_FWD_CPLX_dummy_s,DALAt2r_FWD_BSU18120-MONOMER_s,3UMPt6_FWD_CPLX_dummy_s,ASNt2r_FWD_CPLX_dummy_s,BTDt6_RR_REV_CPLX_dummy_s,ASPt2r_FWD_BSU10220-MONOMER_s,CHORt2_FWD_CPLX_dummy_s,DHAt_REV_CPLX_dummy_s,CITt2r_FWD_BSU38770-MONOMER_s,FORt2_REV_BSU27200-MONOMER_s,CMPt6_FWD_CPLX_dummy_s,CO2t_REV_CPLX_dummy_s,F6Pt6_2_FWD_BSU12010-MONOMER_s,GSNt2_REV_BSU38710-MONOMER_s,GMPt6_FWD_CPLX_dummy_s,LEUt2r_FWD_BSU29600-MONOMER_s,GLYt2r_FWD_CPLX_dummy_s,THMDt2_FWD_BSU39410-MONOMER_s,HISt2r_FWD_BSU39390-MONOMER_s,PSER_Lt6_FWD_BSU19999-MONOMER_s,METt3_FWD_CPLX_dummy_s,H2Ot_FWD_CPLX_dummy_s,UMPt6_FWD_CPLX_dummy_s,PYRt2_REV_CPLX_dummy_s,TYRt2r_REV_CPLX_dummy_s,PHEt2r_REV_CPLX_dummy_s,SUCCt2r_REV_BSU07570-MONOMER_s,THMt6_REV_CPLX_dummy_s,URAt2_REV_BSU15480-MONOMER_s
translation_BSU39060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU39260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU39270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU39350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU39360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU39370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU39380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU39390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU39400,1.2433390587861505e-07,3.4239562124650494e-08,1.2537781460762418e-07,1.248537731298418e-07,1.2437460497026678e-07,2.1710347467563732e-07,1.2433580645665044e-07,1.2445224866164172e-07,1.2437483184043493e-07,1.2437521517860617e-07,7.720695967874321e-09,1.24349610566346e-07,1.2156457318765343e-07,1.1178700183448615e-07,1.8690381106530414e-07,5.876236963235875e-11,1.243321233350523e-07,1.2497127076753953e-07,1.243621419087475e-07,3.502649858986626e-07,1.1469086604224252e-07,6.502038979926732e-08,4.8317095607748845e-11,1.2437400287814302e-07,1.30609144811588e-07,1.2437487104807106e-07,1.2437483184043493e-07,1.1891038090920008e-07,9.06234838230407e-08,5.166224441044596e-08,1.4094605273893892e-07,3.1945153351535075e-07,1.243776172526758e-07,1.318539981204081e-07,2.475475761189043e-07,1.216208008229138e-07,7.720695967874321e-09
translation_BSU39410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU39420,1.085038931859221e-08,2.1321262827898936e-08,2.1358053888700766e-08,1.0846323619331867e-08,1.0849211328053057e-08,1.0847083505756842e-08,1.084845136778271e-08,1.0846171645211684e-08,1.0849211328053057e-08,1.0849211328053057e-08,1.0849211328053057e-08,1.0847387467711383e-08,0.0,1.0841764854626101e-08,1.0848299378893436e-08,1.0844348038054778e-08,1.0847843418555207e-08,1.0848603357726918e-08,1.073957048521687e-08,0.0,1.072644173341377e-08,1.0815039226171262e-08,1.0778409716566471e-08,1.0849211328053057e-08,1.0847691433885665e-08,1.0849211328053057e-08,1.0849211328053057e-08,1.084389216000174e-08,1.0845867700136133e-08,9.111340503370186e-09,1.0847995404279684e-08,2.1052719143109336e-08,1.0848603357726918e-08,1.0847539450271056e-08,1.0820512506574319e-08,1.0849211328053057e-08,1.0849211328053057e-08
translation_BSU39450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU39540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU39610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU39670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU39700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU39710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU39720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU39730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU39740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU39750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU39760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU39780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU39860,1.5577464848872959e-09,1.553722855585852e-09,1.5575506693761378e-09,1.5596226119272893e-09,1.5576996934223981e-09,1.5527736358132353e-09,1.557373044717309e-09,1.5574360412965102e-09,1.5576144301698806e-09,1.5576258086815087e-09,1.5547881145169277e-09,1.558213770634769e-09,1.5573143846795025e-09,1.5568725603301316e-09,1.5613892996233428e-09,1.55821485718195e-09,1.5590970232009335e-09,1.850986820734724e-09,1.5575088670299768e-09,1.5352203210213569e-09,1.6484480756026212e-09,1.5495311509222626e-09,1.6053094310978005e-09,1.5578597277253746e-09,1.5585787710760634e-09,1.5576380551148043e-09,1.5576144301698806e-09,1.5554624191233533e-09,1.5552576166769791e-09,2.4425743181097694e-09,1.5575026670827256e-09,1.5594314799807675e-09,1.5568345305867602e-09,1.5569731633286743e-09,1.549506240359194e-09,1.5576520552246753e-09,1.5547881145169267e-09
translation_BSU39920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU39980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU40040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU40060,0.0,6.672964273796725e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU40070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU40110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU40190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU40320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU40330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU40340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_1,9.450178854737086e-07,9.453002064059683e-07,9.448986903735342e-07,9.437863058123255e-07,9.449542385256201e-07,9.466486297979954e-07,9.450529105183246e-07,9.448769976028104e-07,9.449538191291199e-07,9.449540421397306e-07,9.449190445283172e-07,9.450229110607742e-07,9.450431709362014e-07,9.449529760355825e-07,9.444632265873749e-07,9.434991565880045e-07,9.451175844274142e-07,9.449334702126418e-07,9.44962632710888e-07,9.477037072629518e-07,9.822978427945928e-07,9.440331453594664e-07,9.019223760887126e-07,9.449547062201742e-07,9.449604696103919e-07,9.449538988239852e-07,9.449538191291199e-07,9.448793643677148e-07,9.449178589500932e-07,8.468625327798117e-07,9.450730007895315e-07,9.249777773165061e-07,9.449838114033434e-07,9.451620784188865e-07,9.479326672407853e-07,9.449552065847134e-07,9.449190445283172e-07
transcription_TU_BSU_tRNA_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5927863034017074e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.610321228367997e-07,0.0,0.0
transcription_TU_BSU_tRNA_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU40420,3.7490724106721724e-08,3.744063544673576e-08,3.2728539014793474e-08,3.745855160652971e-08,3.7486106828749976e-08,3.750778921127252e-08,3.748646322617365e-08,3.7477308462042646e-08,3.748588635339532e-08,3.748588444063734e-08,3.747710697903354e-08,3.748449650938831e-08,3.7486380315345374e-08,3.7460910278594614e-08,3.7482153909243676e-08,3.7436640988010455e-08,3.748705808384207e-08,3.7485083493187446e-08,3.748142056232231e-08,3.7219865553419476e-08,3.7898857577722764e-08,3.737030851148273e-08,3.670720455875353e-08,3.7486394029281256e-08,3.748495392860254e-08,3.7485926280079734e-08,3.748588635339532e-08,3.74748787229401e-08,3.7471720256692246e-08,3.433726137609327e-08,3.748668138498002e-08,3.6877650068762666e-08,3.7483709017449914e-08,3.7486737609687535e-08,3.7522527196838376e-08,3.748600902147454e-08,3.7477106979033535e-08
translation_BSU40500,2.64670719735263e-06,2.6483845553877525e-06,2.6462813072865708e-06,2.642391016886677e-06,2.6464822994399784e-06,2.6530335226331267e-06,2.646937166902611e-06,2.6462074003052964e-06,2.6464813322738267e-06,2.6464816151221653e-06,2.6461929433491064e-06,2.6468747569945695e-06,2.6468331251518853e-06,2.646148276608528e-06,2.6448078555839427e-06,2.6405702723024813e-06,2.6470480344419926e-06,2.6464595396135215e-06,2.646565698223588e-06,2.6602293676972266e-06,2.743766550373093e-06,2.64274029792833e-06,2.521394573709607e-06,2.646483314915176e-06,2.646549759439779e-06,2.6464814897784873e-06,2.6464813322738267e-06,2.6467517439353766e-06,2.6462149661635113e-06,2.3680500949948506e-06,2.647030493551237e-06,2.603971662541198e-06,2.6466086306022544e-06,2.6473590084972636e-06,2.6582779037498613e-06,2.646482108181987e-06,2.6461929433491064e-06
translation_BSU40550,1.212391745444573e-05,1.289905547193297e-05,1.213289923317152e-05,1.2219751262847751e-05,1.213216290010975e-05,1.2576882168678247e-05,1.2233648329205945e-05,1.214938592609831e-05,1.2132144416984956e-05,1.2132225621085745e-05,1.2144014975500823e-05,1.224307223945172e-05,1.2172364943453386e-05,1.2017567379907499e-05,1.2534155506656243e-05,1.1977607337648749e-05,1.2125169569529106e-05,1.2137061927829e-05,1.2201268905929086e-05,1.477559236689336e-05,1.074790960222881e-05,1.1653327871133668e-05,6.818580181642485e-06,1.2132207937040545e-05,1.220937834524164e-05,1.2132156901341207e-05,1.2132144416984956e-05,1.211238627852682e-05,1.2037609633835628e-05,1.3057098087138557e-05,1.2209558242015356e-05,1.4923490043412588e-05,1.2133016009253265e-05,1.2211147949316066e-05,1.2864002451183608e-05,1.2132259838274552e-05,1.2144014975500823e-05
translation_BSU40850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU40850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU40890,2.64670719735263e-06,2.6483845553877525e-06,2.6462813072865708e-06,2.642391016886677e-06,2.6464822994399784e-06,2.6530335226331267e-06,2.646937166902611e-06,2.6462074003052964e-06,2.6464813322738267e-06,2.6464816151221653e-06,2.6461929433491064e-06,2.6468747569945695e-06,2.6468331251518853e-06,2.646148276608528e-06,2.6448078555839427e-06,2.6405702723024813e-06,2.6470480344419926e-06,2.6464595396135215e-06,2.646565698223588e-06,2.6602293676972266e-06,2.743766550373093e-06,2.64274029792833e-06,2.521394573709607e-06,2.646483314915176e-06,2.646549759439779e-06,2.6464814897784873e-06,2.6464813322738267e-06,2.6467517439353766e-06,2.6462149661635113e-06,2.3680500949948506e-06,2.647030493551237e-06,2.603971662541198e-06,2.6466086306022544e-06,2.6473590084972636e-06,2.6582779037498613e-06,2.646482108181987e-06,2.6461929433491064e-06
translation_BSU40910,2.64670719735263e-06,2.6483845553877525e-06,2.6462813072865708e-06,2.642391016886677e-06,2.6464822994399784e-06,2.6530335226331267e-06,2.646937166902611e-06,2.6462074003052964e-06,2.6464813322738267e-06,2.6464816151221653e-06,2.6461929433491064e-06,2.6468747569945695e-06,2.6468331251518853e-06,2.646148276608528e-06,2.6448078555839427e-06,2.6405702723024813e-06,2.6470480344419926e-06,2.6464595396135215e-06,2.646565698223588e-06,2.6602293676972266e-06,2.743766550373093e-06,2.64274029792833e-06,2.521394573709607e-06,2.646483314915176e-06,2.646549759439779e-06,2.6464814897784873e-06,2.6464813322738267e-06,2.6467517439353766e-06,2.6462149661635113e-06,2.3680500949948506e-06,2.647030493551237e-06,2.603971662541198e-06,2.6466086306022544e-06,2.6473590084972636e-06,2.6582779037498613e-06,2.646482108181987e-06,2.6461929433491064e-06
translation_BSU41050,2.5529554930837087e-13,2.5531734920532223e-13,2.552411906498165e-13,2.549057788841453e-13,2.5526723524509566e-13,2.557765046223778e-13,2.55300263894772e-13,2.5522471826387477e-13,2.55266906808638e-13,2.552669222115608e-13,2.552418543991787e-13,2.552830452968783e-13,2.552927736002302e-13,2.551816525027563e-13,2.5510647813890803e-13,2.547343651728406e-13,2.553039335226953e-13,2.5526473750327537e-13,2.552602045511627e-13,2.5559174813610856e-13,2.622976904372525e-13,2.5478624385675166e-13,2.440949366334078e-13,2.5526754771084433e-13,2.552655936141596e-13,2.552669458645634e-13,2.55266906808638e-13,2.5526157007479216e-13,2.552356925399921e-13,2.2524762018006418e-13,2.4841478772797947e-13,2.503905485678965e-13,2.552738438203425e-13,2.5533014038435644e-13,2.5617640144054187e-13,2.552670910424337e-13,2.552418543991787e-13
transcription_TU_BSU41050,7.088873667885436e-15,7.09490204159938e-15,7.088047379194771e-15,7.0790789684944945e-15,7.0883857290333874e-15,7.103067332965275e-15,7.089495357160787e-15,7.0879748396418775e-15,7.08837660884882e-15,7.0883770365647316e-15,7.0876809412614034e-15,7.089286675636942e-15,7.089210369020205e-15,7.087895162440196e-15,7.084152540078182e-15,7.07481805801581e-15,7.089751249831686e-15,7.0884703259171065e-15,7.088690875137692e-15,7.132340372864425e-15,7.315828473437181e-15,7.0836865439545175e-15,6.7903583016274544e-15,7.088394405735477e-15,7.0887250494681946e-15,7.0883776933729024e-15,7.08837660884882e-15,7.08957580275006e-15,7.088356601344083e-15,6.691852009696289e-15,6.898403263622355e-15,6.99229001934947e-15,7.088723200085862e-15,7.090556016471268e-15,7.115409237200253e-15,7.088381724743177e-15,7.0876809412614034e-15
translation_BSU41060,2.64670719735263e-06,2.6483845553877525e-06,2.6462813072865708e-06,2.642391016886677e-06,2.6464822994399784e-06,2.6530335226331267e-06,2.646937166902611e-06,2.6462074003052964e-06,2.6464813322738267e-06,2.6464816151221653e-06,2.6461929433491064e-06,2.6468747569945695e-06,2.6468331251518853e-06,2.646148276608528e-06,2.6448078555839427e-06,2.6405702723024813e-06,2.6470480344419926e-06,2.6464595396135215e-06,2.646565698223588e-06,2.6602293676972266e-06,2.743766550373093e-06,2.64274029792833e-06,2.521394573709607e-06,2.646483314915176e-06,2.646549759439779e-06,2.6464814897784873e-06,2.6464813322738267e-06,2.6467517439353766e-06,2.6462149661635113e-06,2.3680500949948506e-06,2.647030493551237e-06,2.603971662541198e-06,2.6466086306022544e-06,2.6473590084972636e-06,2.6582779037498613e-06,2.646482108181987e-06,2.6461929433491064e-06
charging_tRNA_BSU_tRNA_5_AUC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_5_AUA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_5_AUU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_6_GCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_6_GCG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_6_GCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_6_GCU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_7_AGC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_7_AGU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_7_UCU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_7_UCG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_7_UCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_7_UCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
