,base,3GMPt6_FWD_CPLX_dummy_s,2PGt6_FWD_CPLX_dummy_s,ACNAMt2_FWD_CPLX_dummy_s,3UMPt6_FWD_CPLX_dummy_s,AMPt6_FWD_CPLX_dummy_s,ARGPt6_FWD_CPLX_dummy_s,6PGCt6_FWD_CPLX_dummy_s,ACACt2_FWD_CPLX_dummy_s,DALAt2r_FWD_BSU18120-MONOMER_s,ALAt2r_FWD_BSU27810-MONOMER_s,ASPt2r_FWD_BSU10220-MONOMER_s,BTDt6_RR_REV_CPLX_dummy_s,ASNt2r_FWD_CPLX_dummy_s,CO2t_REV_CPLX_dummy_s,CHORt2_FWD_CPLX_dummy_s,DHAt_REV_CPLX_dummy_s,CMPt6_FWD_CPLX_dummy_s,CITt2r_FWD_BSU38770-MONOMER_s,F6Pt6_2_FWD_BSU12010-MONOMER_s,FORt2_REV_BSU27200-MONOMER_s,GLYt2r_FWD_CPLX_dummy_s,GSNt2_REV_BSU38710-MONOMER_s,GMPt6_FWD_CPLX_dummy_s,THMDt2_FWD_BSU39410-MONOMER_s,LEUt2r_FWD_BSU29600-MONOMER_s,HISt2r_FWD_BSU39390-MONOMER_s,UMPt6_FWD_CPLX_dummy_s,PSER_Lt6_FWD_BSU19999-MONOMER_s,METt3_FWD_CPLX_dummy_s,H2Ot_FWD_CPLX_dummy_s,SUCCt2r_REV_BSU07570-MONOMER_s,PYRt2_REV_CPLX_dummy_s,PHEt2r_REV_CPLX_dummy_s,URAt2_REV_BSU15480-MONOMER_s,TYRt2r_REV_CPLX_dummy_s,THMt6_REV_CPLX_dummy_s
translation_BSU22670,7.401597209943073e-09,7.418408177843242e-09,7.410405400320768e-09,7.4167801106270165e-09,7.417424309032765e-09,7.4175686513389494e-09,7.418533014042397e-09,7.376157625087731e-09,7.418408177843242e-09,7.418409834810295e-09,7.418274368968607e-09,7.414187094523641e-09,7.418235623842278e-09,7.417716431513858e-09,1.5915666303619292e-08,7.413870435679074e-09,1.6039364425834438e-08,7.417595308840461e-09,7.418523290000317e-09,7.561136005109373e-09,7.4179223236164464e-09,7.416820988762749e-09,1.6003974394911258e-08,1.553083774309864e-08,7.418408812362276e-09,7.418271924364615e-09,7.417546523772413e-09,7.41753298551842e-09,1.6054464225783076e-08,7.417483595336412e-09,5.961028948152355e-09,7.418408177843242e-09,1.5767303725313623e-08,7.4182427513915e-09,7.417424309032765e-09,7.4184281040932195e-09,7.418269952077319e-09
translation_BSU22680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8256627682214093e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.571557464837629e-09,0.0,5.4689478203410445e-09,0.0
transcription_TU_BSU22690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.885070151464026e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1030325050374487e-10,0.0,1.5189906696738734e-10,0.0
translation_BSU22700,9.556097434344117e-08,9.568244913289067e-08,9.559842969918824e-08,9.565789836267317e-08,9.569188273059966e-08,9.567069914317967e-08,9.56843746531952e-08,9.539566969852093e-08,9.568244913289067e-08,9.568238559602168e-08,9.568030891081263e-08,9.561759959660667e-08,9.567961581116202e-08,9.567501291302496e-08,9.487968916132846e-08,6.720862462599984e-09,1.447867777222228e-08,9.566914346171583e-08,9.568199113510618e-08,9.755613553878746e-08,9.567648797594797e-08,9.566221786406646e-08,9.536806313702726e-08,9.227189112714701e-08,9.568244942807187e-08,9.568108391127623e-08,9.567393473946789e-08,9.567066568677499e-08,9.566123859006937e-08,9.566405853827037e-08,4.8820900814993706e-08,9.568244913289067e-08,9.39105670120859e-08,9.567585217177529e-08,9.569188273059966e-08,9.568070222824489e-08,9.568108250706297e-08
transcription_TU_BSU22700,2.653472324668074e-09,2.6575055119831592e-09,2.6554748370270796e-09,2.65712672126799e-09,2.6577819586612722e-09,2.6573523704071074e-09,2.6576311674194265e-09,2.653361193151933e-09,2.6575055119831592e-09,2.657503747296103e-09,2.6574605030837986e-09,2.656368110347837e-09,2.6574556868769565e-09,2.6574721898149977e-09,2.647637267263433e-09,1.8667381858094162e-10,4.022585494049031e-10,2.657338029664146e-09,2.657521660366399e-09,2.7215496758260096e-09,2.6573976808132467e-09,2.657145661954497e-09,2.65280997024842e-09,2.5719958202321567e-09,2.657505520181587e-09,2.6574820282350583e-09,2.6573845021494184e-09,2.6572504012121586e-09,2.657306120064907e-09,2.6572978348662096e-09,1.452421910029794e-09,2.6575055119831592e-09,2.62238788750396e-09,2.6574377596527444e-09,2.6577819586612722e-09,2.657514730932007e-09,2.6574819892339168e-09
translation_BSU22710,9.333808460446121e-08,9.345673371046757e-08,9.337466869318185e-08,9.343275402751218e-08,9.346594786872764e-08,9.344525704291284e-08,9.345861444031914e-08,9.317662519031142e-08,9.345673371046757e-08,9.345667165156023e-08,9.345464327312364e-08,9.339339267040575e-08,9.345396629599701e-08,9.344947046808509e-08,9.267264712431095e-08,6.564525251642755e-09,1.4141882291902035e-08,9.344373754890298e-08,9.345628636638961e-08,9.528683539661501e-08,9.345091121886072e-08,9.343697305090812e-08,9.314966079830896e-08,9.01255103331876e-08,9.34567339987824e-08,9.345540024592908e-08,9.344841737444117e-08,9.344522436475366e-08,9.343601655627402e-08,9.343877090830499e-08,4.7685254383853515e-08,9.345673371046757e-08,9.17260681910221e-08,9.345029020443438e-08,9.346594786872764e-08,9.34550274414101e-08,9.345539887437991e-08
transcription_TU_BSU22710,2.591748629993578e-09,2.5956879994006757e-09,2.593704560950441e-09,2.5953180199183324e-09,2.595958015519784e-09,2.595538420124406e-09,2.5958107319054657e-09,2.5916400835610294e-09,2.5956879994006757e-09,2.5956862757628526e-09,2.5956440374749494e-09,2.5945770554112876e-09,2.5956393333002083e-09,2.595655452355478e-09,2.586049304662832e-09,1.8233150919459682e-10,3.9290142001152234e-10,2.5955244129683564e-09,2.595703772148614e-09,2.658242401176679e-09,2.5955826765434167e-09,2.5953365200164295e-09,2.591101682918325e-09,2.5121673896748686e-09,2.595688007408396e-09,2.5956650619193232e-09,2.59556980443482e-09,2.595438822883894e-09,2.5954932456336377e-09,2.5954851531609282e-09,1.41863642612638e-09,2.5956879994006757e-09,2.5613872628576714e-09,2.5956218230897723e-09,2.595958015519784e-09,2.5956970039031253e-09,2.595665023825406e-09
translation_BSU22730,1.5898723213859305e-06,1.5957339936189727e-06,1.5931979160658658e-06,1.5953502656289668e-06,1.5952978320910092e-06,1.5882215299205867e-06,1.5959316129116124e-06,1.5917800905984397e-06,1.5957339936189727e-06,1.5957341412180658e-06,1.5957089323360407e-06,1.5945201064154962e-06,1.5955082829659354e-06,1.595834193855418e-06,1.5880236317186276e-06,1.5947717529282932e-06,1.5918950018250426e-06,1.5830815317294082e-06,1.5957684511660789e-06,1.6406544292292823e-06,1.5956484987631777e-06,1.5953736118763391e-06,1.591700674710259e-06,1.48542346880162e-06,1.5957342108304678e-06,1.5957077304930385e-06,1.5955242809746946e-06,1.595521077236173e-06,1.5957126950716717e-06,1.5953716452307718e-06,1.3142002138932887e-06,1.5957339936189727e-06,1.5569783402740743e-06,1.595703732518901e-06,1.5952978320910092e-06,1.5957565000193056e-06,1.5957056195583344e-06
transcription_TU_BSU22730,4.414649634474873e-08,4.432026899532609e-08,4.425487939320003e-08,4.4314666045797625e-08,4.430839561135631e-08,4.411449153256187e-08,4.432696154326826e-08,4.427420588139393e-08,4.432026899532609e-08,4.432027309477595e-08,4.4319813662535446e-08,4.429762282111169e-08,4.431448145021161e-08,4.432594112719754e-08,4.4314126509037456e-08,4.4295227664721404e-08,4.4227337904265807e-08,4.397220050378065e-08,4.432170749786193e-08,4.576977660452906e-08,4.431885732545247e-08,4.4313629420735366e-08,4.427561261735542e-08,4.1404840698106166e-08,4.432027502820621e-08,4.431978028210069e-08,4.4316370060571726e-08,4.4315558924916624e-08,4.432617821989404e-08,4.431525991532872e-08,3.909745934549079e-08,4.432026899532609e-08,4.347754752790798e-08,4.432135440404792e-08,4.430839561135631e-08,4.4321857041408095e-08,4.4319721652214724e-08
translation_BSU22740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU22740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU22750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU22760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22780,4.298488917855519e-11,4.2957292543599026e-11,4.29446282030695e-11,4.29446282030695e-11,4.295668943742693e-11,4.2950055548960446e-11,4.295427705507592e-11,4.279761750405397e-11,4.2957292543599026e-11,4.2957292543599026e-11,4.295668943742693e-11,4.2929554041598766e-11,4.2956086335488574e-11,4.2950055548960446e-11,4.243838666761451e-11,4.295307088930283e-11,4.292292224883124e-11,4.294884944245964e-11,4.2956086335488574e-11,4.246956402954698e-11,4.2954880144313074e-11,4.294884944245964e-11,4.278858818511244e-11,4.2560763496565667e-11,4.2957292543599026e-11,4.295668943742693e-11,4.295246781276689e-11,4.295427705507592e-11,4.2941010162993624e-11,4.29446282030695e-11,3.6029240577990415e-11,4.2957292543599026e-11,4.236348792174241e-11,4.295246781276689e-11,4.295668943742693e-11,4.2954880144313074e-11,4.295668943742693e-11
translation_BSU22830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU22830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU22870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22880,2.64670719735263e-06,2.6585142231569337e-06,2.6541753767602637e-06,2.6581874967776616e-06,2.657885299416438e-06,2.6585231802592965e-06,2.6589687502353636e-06,2.6558823970192923e-06,2.6585142231569337e-06,2.6585144894763412e-06,2.6584816003779688e-06,2.6571260735050213e-06,2.6584257319524725e-06,2.6589015084313147e-06,2.6602222062716463e-06,2.65680203576864e-06,2.6525443630664282e-06,2.658556634638607e-06,2.6586130461747564e-06,2.75578301955038e-06,2.65841865104007e-06,2.658093762057677e-06,2.6561977000285075e-06,2.4658786069641485e-06,2.6585143784333877e-06,2.6584809058956477e-06,2.6582779037498613e-06,2.6581347536463545e-06,2.658893414498396e-06,2.658272086499611e-06,2.307794864652004e-06,2.6585142231569337e-06,2.604512453294364e-06,2.6586063304003333e-06,2.657885299416438e-06,2.6586418180326422e-06,2.658479698812625e-06
transcription_TU_BSU22880,7.349197041916755e-08,7.383816223091003e-08,7.372606378809165e-08,7.383751000936179e-08,7.382109532600013e-08,7.384322408129824e-08,7.385279205128617e-08,7.38714378555863e-08,7.383816223091003e-08,7.383816962772419e-08,7.383765721079396e-08,7.381805228964344e-08,7.383650654973646e-08,7.385373253659026e-08,7.423404855965008e-08,7.379341326956566e-08,7.369517192836061e-08,7.384495557931059e-08,7.384170911290544e-08,7.687881794499971e-08,7.383711199433339e-08,7.383209867615785e-08,7.388624147123673e-08,6.873414419969287e-08,7.383816654359263e-08,7.383763792198355e-08,7.383480697294894e-08,7.382962781640973e-08,7.38595260429791e-08,7.38398596910335e-08,6.86569024602142e-08,7.383816223091003e-08,7.272921597303704e-08,7.384392916378842e-08,7.382109532600013e-08,7.384331041842944e-08,7.383760439601053e-08
translation_BSU22890,1.51232524889842e-08,1.5123360701127805e-08,1.511374440906488e-08,1.5119753026503737e-08,1.5107564635107397e-08,1.5121811522566896e-08,1.5123707438827566e-08,1.5097572602687315e-08,1.5123360701127805e-08,1.512336327047092e-08,1.512356001701581e-08,1.511262261941523e-08,1.5083511468422945e-08,1.5123794251777246e-08,1.7353451390513904e-08,1.512537892823699e-08,1.509916141969353e-08,1.1986997028152823e-08,1.5123347790624e-08,1.5199382785555632e-08,1.5123865249832696e-08,1.5121468390651156e-08,1.5078378456265966e-08,1.4691813692933289e-08,1.5123379058117608e-08,1.5123392683353368e-08,1.51213726969162e-08,1.5132208475766895e-08,1.51299814680228e-08,1.5115708798772084e-08,1.5078397234815746e-08,1.5123360701127805e-08,1.489989515823289e-08,1.5122142351896407e-08,1.5107564635107397e-08,1.5121900499636707e-08,1.5123197588744807e-08
transcription_TU_BSU22890,4.1993221829514977e-10,4.200395661605327e-10,4.1982036836606414e-10,4.1998727207425703e-10,4.1960312181900255e-10,4.2002391593484394e-10,4.2006060448260437e-10,4.1992800492269565e-10,4.200395661605327e-10,4.2003963752203694e-10,4.2004738350813406e-10,4.1984623081210133e-10,4.18937335711565e-10,4.200789882842068e-10,4.842516351317876e-10,4.201115939702514e-10,4.194973370820557e-10,3.3295482651758553e-10,4.2004377055748243e-10,4.2402125775408204e-10,4.20062706000881e-10,4.200189482716722e-10,4.194283850190835e-10,4.095210680984592e-10,4.2004007601162907e-10,4.2004273592072726e-10,4.2000260118322334e-10,4.2029672057582473e-10,4.202850908478547e-10,4.198749339844955e-10,4.485823519514647e-10,4.200395661605327e-10,4.160693075466179e-10,4.2002397867984214e-10,4.1960312181900255e-10,4.20008135408621e-10,4.2003731729047285e-10
translation_BSU22960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU23070,1.7365314157600361e-07,1.1721631714902685e-07,1.171310673610324e-07,1.171847519149147e-07,1.1719226594611057e-07,1.1481097153381106e-07,1.1721560032317551e-07,1.4408572869395816e-07,1.1721631714902686e-07,1.1721647388456595e-07,1.1721483815896056e-07,1.7958399591731705e-07,1.1969360286844983e-07,1.267214612857873e-07,2.0544646050768037e-08,1.171901066075356e-07,1.580193999542003e-07,1.2243241274724424e-07,1.1721477359007604e-07,1.1802994702005742e-07,1.1808990652273038e-07,1.2647808837209276e-07,1.1876731586545517e-07,1.5405007391143358e-07,1.1721635416726447e-07,1.1721512999498353e-07,1.1720290166850036e-07,1.171951972474113e-07,7.713422349121125e-08,1.1718091558218475e-07,6.719855472331185e-08,1.1721631714902685e-07,2.4944428599258314e-07,1.172063966313992e-07,1.1719226594611057e-07,1.1174223956663186e-07,1.17214702916073e-07
translation_BSU23080,1.2789594946119983e-07,1.2805852768561608e-07,1.279460785888965e-07,1.2802566966916593e-07,1.2807115333059421e-07,1.2804280185087474e-07,1.2806110474439188e-07,1.2767471066934282e-07,1.2805852768561608e-07,1.2805844264977127e-07,1.280556632764092e-07,1.279717350061552e-07,1.280547356525701e-07,1.2804857527139405e-07,1.2698413775334723e-07,8.995001272832453e-09,1.937782921683065e-08,1.2804071977333998e-07,1.280579147150818e-07,1.305662135220274e-07,1.2805054945148533e-07,1.280314507606176e-07,1.2763776287325924e-07,1.2349393887377105e-07,1.2805852808067775e-07,1.2805670051384639e-07,1.280471322761576e-07,1.280427570738235e-07,1.280301401295938e-07,1.280339142639104e-07,6.534043322794187e-08,1.2805852768561608e-07,1.2568709365901016e-07,1.2804969851019997e-07,1.2807115333059421e-07,1.2805618968069486e-07,1.280566986344894e-07
translation_BSU23100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU23250,7.128966327264217e-12,7.1221021549449485e-12,7.118952859562534e-12,7.118952861155387e-12,7.121952167801207e-12,7.120302444850598e-12,7.121352239071752e-12,7.082429102097488e-12,7.1221021549449485e-12,7.1221021549432464e-12,7.121952167491117e-12,7.115204912228718e-12,7.121802182181841e-12,7.120302444966156e-12,6.993444683943014e-12,7.121052286340056e-12,7.113556230396315e-12,7.120002522658345e-12,7.1218021822454804e-12,7.0011527708930805e-12,7.121502217833914e-12,7.120002522472826e-12,7.08018787382586e-12,7.023716224649325e-12,7.1221021549449565e-12,7.121952167511882e-12,7.120902314505977e-12,7.121352238704478e-12,7.118053233757472e-12,7.118952861320386e-12,5.470606662987166e-12,7.1221021549449485e-12,6.97493892384519e-12,7.120902314557343e-12,7.121952167801207e-12,7.121502217946818e-12,7.121952167511844e-12
translation_BSU23260,1.58028439868256e-13,1.5787628114105703e-13,1.5780647042613416e-13,1.578064704614431e-13,1.578729563625074e-13,1.5783638680499632e-13,1.578596576882262e-13,1.5699684499863651e-13,1.5787628114105703e-13,1.5787628114101929e-13,1.5787295635563363e-13,1.5772338933938444e-13,1.5786963161774878e-13,1.5783638680755789e-13,1.5502431937177855e-13,1.5785300860895608e-13,1.5768684286043458e-13,1.5782973840269676e-13,1.5786963161915947e-13,1.5519518523075018e-13,1.578629822809806e-13,1.5782973839858436e-13,1.569471634892991e-13,1.556953513462082e-13,1.578762811410572e-13,1.5787295635609392e-13,1.5784968416977711e-13,1.5785965768008481e-13,1.5778652833973442e-13,1.5780647046510063e-13,1.2126743154592924e-13,1.5787628114105703e-13,1.5461410051779813e-13,1.578496841709158e-13,1.578729563625074e-13,1.5786298228348337e-13,1.5787295635609309e-13
translation_BSU23270,3.5644831636321083e-13,3.5610510774724743e-13,3.559476429781267e-13,3.5594764305776935e-13,3.5609760839006033e-13,3.560151222425299e-13,3.560676119535876e-13,3.541214551048744e-13,3.5610510774724743e-13,3.561051077471623e-13,3.560976083745559e-13,3.557602456114359e-13,3.5609010910909204e-13,3.560151222483078e-13,3.496722341971507e-13,3.560526143170028e-13,3.5567781151981577e-13,3.560001261329172e-13,3.5609010911227404e-13,3.50057638544654e-13,3.5607511089169567e-13,3.5600012612364133e-13,3.54009393691293e-13,3.511858112324662e-13,3.5610510774724784e-13,3.5609760837559406e-13,3.560451157252988e-13,3.560676119352239e-13,3.559026616878736e-13,3.559476430660193e-13,2.735303331493583e-13,3.5610510774724743e-13,3.487469461922595e-13,3.560451157278672e-13,3.5609760839006033e-13,3.5607511089734093e-13,3.560976083755922e-13
translation_BSU23280,1.0453697183149037e-13,1.0443631771763355e-13,1.0439013741777416e-13,1.0439013744113127e-13,1.0443411835224161e-13,1.0440992732177511e-13,1.0442532118168238e-13,1.038545642603163e-13,1.0443631771763355e-13,1.0443631771760859e-13,1.0443411834769456e-13,1.0433517866963664e-13,1.0443191900920267e-13,1.0440992732346961e-13,1.0254972409316888e-13,1.0442092276698598e-13,1.0431100290580762e-13,1.044055293548997e-13,1.0443191901013586e-13,1.0266275311187698e-13,1.044275204241694e-13,1.0440552935217931e-13,1.0382169957756376e-13,1.0299361666508481e-13,1.0443631771763366e-13,1.0443411834799904e-13,1.0441872362609023e-13,1.044253211762968e-13,1.0437694558138085e-13,1.0439013744355076e-13,8.021929524940195e-14,1.0443631771763355e-13,1.0227836131303228e-13,1.0441872362684346e-13,1.0443411835224161e-13,1.04427520425825e-13,1.0443411834799848e-13
translation_BSU23380,2.7678817504342198e-08,6.01010685999486e-08,6.004350876496094e-08,6.008487577227393e-08,6.008726739099793e-08,6.009365126036055e-08,6.010278155237526e-08,5.990756276877937e-08,6.01010685999486e-08,6.010109616709001e-08,6.010036990209827e-08,6.006023185187804e-08,6.009894041970622e-08,6.009759011578692e-08,5.958261523890227e-08,6.007870802776823e-08,5.999668302704716e-08,6.0093016851539e-08,6.010049467336968e-08,6.078006843065364e-08,6.009868284145692e-08,6.008851277259377e-08,5.992049826292481e-08,5.771418850207296e-08,6.010106501310138e-08,6.010008989752374e-08,6.009271093073268e-08,6.009522303440961e-08,6.008755677188669e-08,6.008510231058019e-08,4.8898434463956095e-08,6.01010685999486e-08,2.7113387850142055e-08,6.009770978469986e-08,6.008726739099793e-08,6.009988557174162e-08,6.010001046604252e-08
transcription_TU_BSU23380,7.685666322671936e-10,1.669260376671716e-09,1.6678519422743463e-09,1.6690010097574463e-09,1.668886123461993e-09,1.6691631612741423e-09,1.6693532886757482e-09,1.6662853013071021e-09,1.669260376671716e-09,1.669261142327601e-09,1.669250037480841e-09,1.6685430847930234e-09,1.6692194010147334e-09,1.6692725670472548e-09,1.6626651497487579e-09,1.6687027751813814e-09,1.666877256559146e-09,1.6691636740820779e-09,1.6692625696688068e-09,1.695597869068524e-09,1.6692303802264025e-09,1.6690385672834101e-09,1.6667812052106544e-09,1.6087309990306487e-09,1.6692602770498276e-09,1.6692422605295964e-09,1.6691007760298386e-09,1.6691433510239862e-09,1.669129886911767e-09,1.6690073024002626e-09,1.4547285362623634e-09,1.669260376671716e-09,7.571226769215338e-10,1.6692396213391391e-09,1.668886123461993e-09,1.6692637858492137e-09,1.6692400543700797e-09
translation_BSU23450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU23490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU23500,1.5782948680991694e-07,1.260471204188935e-07,1.3004095365326602e-07,1.268273974167645e-07,2.4704524553281336e-07,1.343135873712062e-07,1.302986988270678e-07,2.680457371629654e-07,1.260471204188935e-07,1.2605040256197954e-07,1.2602751812305294e-07,1.2829317677175292e-07,1.194797693852826e-07,1.4017219425840438e-07,1.6012287531259161e-07,1.1177194916518052e-07,2.3698451976828446e-07,1.288444813818444e-07,1.2598401030498682e-07,6.564203197463905e-08,1.2600948997546384e-07,1.3285246551249784e-07,1.2151176448949002e-07,8.725704265592127e-09,1.260475652649436e-07,1.26028977326018e-07,1.2640656176068373e-07,1.2408626745191138e-07,1.2577580878356058e-07,1.3415859258417047e-07,2.0452769683995744e-07,1.260471204188935e-07,1.897328712712379e-07,1.2615784440567603e-07,2.4704524553281336e-07,1.2608459857146394e-07,1.260337554284032e-07
translation_BSU23560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU23560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU23570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU23580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU23610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU23610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU23760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU23770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
