,base,ARGPt6_FWD_CPLX_dummy_s,ACACt2_FWD_CPLX_dummy_s,3GMPt6_FWD_CPLX_dummy_s,ALAt2r_FWD_BSU27810-MONOMER_s,6PGCt6_FWD_CPLX_dummy_s,AMPt6_FWD_CPLX_dummy_s,2PGt6_FWD_CPLX_dummy_s,ACNAMt2_FWD_CPLX_dummy_s,DALAt2r_FWD_BSU18120-MONOMER_s,3UMPt6_FWD_CPLX_dummy_s,ASPt2r_FWD_BSU10220-MONOMER_s,ASNt2r_FWD_CPLX_dummy_s,BTDt6_RR_REV_CPLX_dummy_s,CO2t_REV_CPLX_dummy_s,F6Pt6_2_FWD_BSU12010-MONOMER_s,CITt2r_FWD_BSU38770-MONOMER_s,CMPt6_FWD_CPLX_dummy_s,FORt2_REV_BSU27200-MONOMER_s,CHORt2_FWD_CPLX_dummy_s,DHAt_REV_CPLX_dummy_s,GMPt6_FWD_CPLX_dummy_s,GSNt2_REV_BSU38710-MONOMER_s,GLYt2r_FWD_CPLX_dummy_s,THMDt2_FWD_BSU39410-MONOMER_s,HISt2r_FWD_BSU39390-MONOMER_s,METt3_FWD_CPLX_dummy_s,LEUt2r_FWD_BSU29600-MONOMER_s,UMPt6_FWD_CPLX_dummy_s,PSER_Lt6_FWD_BSU19999-MONOMER_s,H2Ot_FWD_CPLX_dummy_s,PYRt2_REV_CPLX_dummy_s,SUCCt2r_REV_BSU07570-MONOMER_s,THMt6_REV_CPLX_dummy_s,TYRt2r_REV_CPLX_dummy_s,URAt2_REV_BSU15480-MONOMER_s,PHEt2r_REV_CPLX_dummy_s
translation_BSU01290,2.64670719735263e-06,2.647434309333148e-06,2.6535321187318046e-06,2.6469788661650143e-06,2.6469814592009785e-06,2.6487847164183542e-06,2.6467435028211396e-06,2.642516996972291e-06,2.646669343301381e-06,2.6469812451509996e-06,2.6466689276634636e-06,2.6602639341261253e-06,2.647378941408009e-06,2.647296599698433e-06,2.6602222062716463e-06,2.7441972186650392e-06,2.6475451310187897e-06,2.6470526030979748e-06,2.6469465154452898e-06,2.64543430504332e-06,2.641071130155477e-06,2.520508810208703e-06,2.6431332814688493e-06,2.6469227827677886e-06,2.6469790223275355e-06,2.6467517439353766e-06,2.646656926604314e-06,2.646980853553331e-06,2.6472958387145176e-06,2.6469788661650143e-06,2.3685673842523992e-06,2.6039546455799233e-06,2.658893414498396e-06,2.646979710101501e-06,2.6471147951617935e-06,2.646670027186238e-06,2.6478591263302423e-06
transcription_TU_BSU01290,7.349197041916755e-08,7.35280300573978e-08,7.370098909371123e-08,7.351338455874796e-08,7.351345657399994e-08,7.361672420291216e-08,7.351123964002881e-08,7.339783842180673e-08,7.351317287198554e-08,7.351345062928364e-08,7.350517598083354e-08,7.393093829499875e-08,7.352968721204115e-08,7.352380607869873e-08,7.423404855965008e-08,7.655058122159054e-08,7.35327054511852e-08,7.352102266040888e-08,7.351408313086499e-08,7.347288235613672e-08,7.336365623083084e-08,7.012864712542641e-08,7.349802611611395e-08,7.351901427796917e-08,7.351338889578126e-08,7.3510270716398e-08,7.351202935697127e-08,7.351343975361312e-08,7.352458360011208e-08,7.351338455874796e-08,7.037212990027015e-08,7.273276657769706e-08,7.38595260429791e-08,7.351340799702633e-08,7.351835749881557e-08,7.350520651756376e-08,7.354182577014117e-08
translation_BSU01300,2.64670719735263e-06,2.647434309333148e-06,2.6535321187318046e-06,2.6469788661650143e-06,2.6469814592009785e-06,2.6487847164183542e-06,2.6467435028211396e-06,2.642516996972291e-06,2.646669343301381e-06,2.6469812451509996e-06,2.6466689276634636e-06,2.6602639341261253e-06,2.647378941408009e-06,2.647296599698433e-06,2.6602222062716463e-06,2.7441972186650392e-06,2.6475451310187897e-06,2.6470526030979748e-06,2.6469465154452898e-06,2.64543430504332e-06,2.641071130155477e-06,2.520508810208703e-06,2.6431332814688493e-06,2.6469227827677886e-06,2.6469790223275355e-06,2.6467517439353766e-06,2.646656926604314e-06,2.646980853553331e-06,2.6472958387145176e-06,2.6469788661650143e-06,2.3685673842523992e-06,2.6039546455799233e-06,2.658893414498396e-06,2.646979710101501e-06,2.6471147951617935e-06,2.646670027186238e-06,2.6478591263302423e-06
transcription_TU_BSU01300,7.349197041916755e-08,7.35280300573978e-08,7.370098909371123e-08,7.351338455874796e-08,7.351345657399994e-08,7.361672420291216e-08,7.351123964002881e-08,7.339783842180673e-08,7.351317287198554e-08,7.351345062928364e-08,7.350517598083354e-08,7.393093829499875e-08,7.352968721204115e-08,7.352380607869873e-08,7.423404855965008e-08,7.655058122159054e-08,7.35327054511852e-08,7.352102266040888e-08,7.351408313086499e-08,7.347288235613672e-08,7.336365623083084e-08,7.012864712542641e-08,7.349802611611395e-08,7.351901427796917e-08,7.351338889578126e-08,7.3510270716398e-08,7.351202935697127e-08,7.351343975361312e-08,7.352458360011208e-08,7.351338455874796e-08,7.037212990027015e-08,7.273276657769706e-08,7.38595260429791e-08,7.351340799702633e-08,7.351835749881557e-08,7.350520651756376e-08,7.354182577014117e-08
translation_BSU01310,2.64670719735263e-06,2.647434309333148e-06,2.6535321187318046e-06,2.6469788661650143e-06,2.6469814592009785e-06,2.6487847164183542e-06,2.6467435028211396e-06,2.642516996972291e-06,2.646669343301381e-06,2.6469812451509996e-06,2.6466689276634636e-06,2.6602639341261253e-06,2.647378941408009e-06,2.647296599698433e-06,2.6602222062716463e-06,2.7441972186650392e-06,2.6475451310187897e-06,2.6470526030979748e-06,2.6469465154452898e-06,2.64543430504332e-06,2.641071130155477e-06,2.520508810208703e-06,2.6431332814688493e-06,2.6469227827677886e-06,2.6469790223275355e-06,2.6467517439353766e-06,2.646656926604314e-06,2.646980853553331e-06,2.6472958387145176e-06,2.6469788661650143e-06,2.3685673842523992e-06,2.6039546455799233e-06,2.658893414498396e-06,2.646979710101501e-06,2.6471147951617935e-06,2.646670027186238e-06,2.6478591263302423e-06
transcription_TU_BSU01310,7.349197041916755e-08,7.35280300573978e-08,7.370098909371123e-08,7.351338455874796e-08,7.351345657399994e-08,7.361672420291216e-08,7.351123964002881e-08,7.339783842180673e-08,7.351317287198554e-08,7.351345062928364e-08,7.350517598083354e-08,7.393093829499875e-08,7.352968721204115e-08,7.352380607869873e-08,7.423404855965008e-08,7.655058122159054e-08,7.35327054511852e-08,7.352102266040888e-08,7.351408313086499e-08,7.347288235613672e-08,7.336365623083084e-08,7.012864712542641e-08,7.349802611611395e-08,7.351901427796917e-08,7.351338889578126e-08,7.3510270716398e-08,7.351202935697127e-08,7.351343975361312e-08,7.352458360011208e-08,7.351338455874796e-08,7.037212990027015e-08,7.273276657769706e-08,7.38595260429791e-08,7.351340799702633e-08,7.351835749881557e-08,7.350520651756376e-08,7.354182577014117e-08
translation_BSU01320,2.64670719735263e-06,2.647434309333148e-06,2.6535321187318046e-06,2.6469788661650143e-06,2.6469814592009785e-06,2.6487847164183542e-06,2.6467435028211396e-06,2.642516996972291e-06,2.646669343301381e-06,2.6469812451509996e-06,2.6466689276634636e-06,2.6602639341261253e-06,2.647378941408009e-06,2.647296599698433e-06,2.6602222062716463e-06,2.7441972186650392e-06,2.6475451310187897e-06,2.6470526030979748e-06,2.6469465154452898e-06,2.64543430504332e-06,2.641071130155477e-06,2.520508810208703e-06,2.6431332814688493e-06,2.6469227827677886e-06,2.6469790223275355e-06,2.6467517439353766e-06,2.646656926604314e-06,2.646980853553331e-06,2.6472958387145176e-06,2.6469788661650143e-06,2.3685673842523992e-06,2.6039546455799233e-06,2.658893414498396e-06,2.646979710101501e-06,2.6471147951617935e-06,2.646670027186238e-06,2.6478591263302423e-06
transcription_TU_BSU01320,7.349197041916755e-08,7.35280300573978e-08,7.370098909371123e-08,7.351338455874796e-08,7.351345657399994e-08,7.361672420291216e-08,7.351123964002881e-08,7.339783842180673e-08,7.351317287198554e-08,7.351345062928364e-08,7.350517598083354e-08,7.393093829499875e-08,7.352968721204115e-08,7.352380607869873e-08,7.423404855965008e-08,7.655058122159054e-08,7.35327054511852e-08,7.352102266040888e-08,7.351408313086499e-08,7.347288235613672e-08,7.336365623083084e-08,7.012864712542641e-08,7.349802611611395e-08,7.351901427796917e-08,7.351338889578126e-08,7.3510270716398e-08,7.351202935697127e-08,7.351343975361312e-08,7.352458360011208e-08,7.351338455874796e-08,7.037212990027015e-08,7.273276657769706e-08,7.38595260429791e-08,7.351340799702633e-08,7.351835749881557e-08,7.350520651756376e-08,7.354182577014117e-08
translation_BSU01330,2.64670719735263e-06,2.647434309333148e-06,2.6535321187318046e-06,2.6469788661650143e-06,2.6469814592009785e-06,2.6487847164183542e-06,2.6467435028211396e-06,2.642516996972291e-06,2.646669343301381e-06,2.6469812451509996e-06,2.6466689276634636e-06,2.6602639341261253e-06,2.647378941408009e-06,2.647296599698433e-06,2.6602222062716463e-06,2.7441972186650392e-06,2.6475451310187897e-06,2.6470526030979748e-06,2.6469465154452898e-06,2.64543430504332e-06,2.641071130155477e-06,2.520508810208703e-06,2.6431332814688493e-06,2.6469227827677886e-06,2.6469790223275355e-06,2.6467517439353766e-06,2.646656926604314e-06,2.646980853553331e-06,2.6472958387145176e-06,2.6469788661650143e-06,2.3685673842523992e-06,2.6039546455799233e-06,2.658893414498396e-06,2.646979710101501e-06,2.6471147951617935e-06,2.646670027186238e-06,2.6478591263302423e-06
transcription_TU_BSU01330,7.349197041916755e-08,7.35280300573978e-08,7.370098909371123e-08,7.351338455874796e-08,7.351345657399994e-08,7.361672420291216e-08,7.351123964002881e-08,7.339783842180673e-08,7.351317287198554e-08,7.351345062928364e-08,7.350517598083354e-08,7.393093829499875e-08,7.352968721204115e-08,7.352380607869873e-08,7.423404855965008e-08,7.655058122159054e-08,7.35327054511852e-08,7.352102266040888e-08,7.351408313086499e-08,7.347288235613672e-08,7.336365623083084e-08,7.012864712542641e-08,7.349802611611395e-08,7.351901427796917e-08,7.351338889578126e-08,7.3510270716398e-08,7.351202935697127e-08,7.351343975361312e-08,7.352458360011208e-08,7.351338455874796e-08,7.037212990027015e-08,7.273276657769706e-08,7.38595260429791e-08,7.351340799702633e-08,7.351835749881557e-08,7.350520651756376e-08,7.354182577014117e-08
translation_BSU01340,2.64670719735263e-06,2.647434309333148e-06,2.6535321187318046e-06,2.6469788661650143e-06,2.6469814592009785e-06,2.6487847164183542e-06,2.6467435028211396e-06,2.642516996972291e-06,2.646669343301381e-06,2.6469812451509996e-06,2.6466689276634636e-06,2.6602639341261253e-06,2.647378941408009e-06,2.647296599698433e-06,2.6602222062716463e-06,2.7441972186650392e-06,2.6475451310187897e-06,2.6470526030979748e-06,2.6469465154452898e-06,2.64543430504332e-06,2.641071130155477e-06,2.520508810208703e-06,2.6431332814688493e-06,2.6469227827677886e-06,2.6469790223275355e-06,2.6467517439353766e-06,2.646656926604314e-06,2.646980853553331e-06,2.6472958387145176e-06,2.6469788661650143e-06,2.3685673842523992e-06,2.6039546455799233e-06,2.658893414498396e-06,2.646979710101501e-06,2.6471147951617935e-06,2.646670027186238e-06,2.6478591263302423e-06
transcription_TU_BSU01340,7.349197041916755e-08,7.35280300573978e-08,7.370098909371123e-08,7.351338455874796e-08,7.351345657399994e-08,7.361672420291216e-08,7.351123964002881e-08,7.339783842180673e-08,7.351317287198554e-08,7.351345062928364e-08,7.350517598083354e-08,7.393093829499875e-08,7.352968721204115e-08,7.352380607869873e-08,7.423404855965008e-08,7.655058122159054e-08,7.35327054511852e-08,7.352102266040888e-08,7.351408313086499e-08,7.347288235613672e-08,7.336365623083084e-08,7.012864712542641e-08,7.349802611611395e-08,7.351901427796917e-08,7.351338889578126e-08,7.3510270716398e-08,7.351202935697127e-08,7.351343975361312e-08,7.352458360011208e-08,7.351338455874796e-08,7.037212990027015e-08,7.273276657769706e-08,7.38595260429791e-08,7.351340799702633e-08,7.351835749881557e-08,7.350520651756376e-08,7.354182577014117e-08
translation_BSU01350,2.64670719735263e-06,2.647434309333148e-06,2.6535321187318046e-06,2.6469788661650143e-06,2.6469814592009785e-06,2.6487847164183542e-06,2.6467435028211396e-06,2.642516996972291e-06,2.646669343301381e-06,2.6469812451509996e-06,2.6466689276634636e-06,2.6602639341261253e-06,2.647378941408009e-06,2.647296599698433e-06,2.6602222062716463e-06,2.7441972186650392e-06,2.6475451310187897e-06,2.6470526030979748e-06,2.6469465154452898e-06,2.64543430504332e-06,2.641071130155477e-06,2.520508810208703e-06,2.6431332814688493e-06,2.6469227827677886e-06,2.6469790223275355e-06,2.6467517439353766e-06,2.646656926604314e-06,2.646980853553331e-06,2.6472958387145176e-06,2.6469788661650143e-06,2.3685673842523992e-06,2.6039546455799233e-06,2.658893414498396e-06,2.646979710101501e-06,2.6471147951617935e-06,2.646670027186238e-06,2.6478591263302423e-06
transcription_TU_BSU01350,7.349197041916755e-08,7.35280300573978e-08,7.370098909371123e-08,7.351338455874796e-08,7.351345657399994e-08,7.361672420291216e-08,7.351123964002881e-08,7.339783842180673e-08,7.351317287198554e-08,7.351345062928364e-08,7.350517598083354e-08,7.393093829499875e-08,7.352968721204115e-08,7.352380607869873e-08,7.423404855965008e-08,7.655058122159054e-08,7.35327054511852e-08,7.352102266040888e-08,7.351408313086499e-08,7.347288235613672e-08,7.336365623083084e-08,7.012864712542641e-08,7.349802611611395e-08,7.351901427796917e-08,7.351338889578126e-08,7.3510270716398e-08,7.351202935697127e-08,7.351343975361312e-08,7.352458360011208e-08,7.351338455874796e-08,7.037212990027015e-08,7.273276657769706e-08,7.38595260429791e-08,7.351340799702633e-08,7.351835749881557e-08,7.350520651756376e-08,7.354182577014117e-08
translation_BSU01360,2.2887205321932012e-07,2.2879903435363546e-07,2.2883569076129538e-07,2.288009133030481e-07,2.2880101905635977e-07,2.286780827459122e-07,2.2876772812268687e-07,2.2859510273458757e-07,2.2873215462099047e-07,2.2880090669922754e-07,2.2886420353562028e-07,2.2850873180657315e-07,2.2872176800314163e-07,2.2879732041512513e-07,2.2707089708831283e-07,2.2739006673471593e-07,2.287740153304823e-07,2.2875494755387212e-07,2.2878860360962908e-07,2.2856248475931283e-07,2.2852855924322285e-07,2.210749786681358e-07,2.2857243901144974e-07,2.2872422231550174e-07,2.2880091012753352e-07,2.2875929712867893e-07,2.2888006699142985e-07,2.2880098818759508e-07,2.2880147820616102e-07,2.288009133030481e-07,1.9163568959814628e-07,2.220738316522672e-07,2.2887414085070382e-07,2.2880080582065398e-07,2.288123570893328e-07,2.2886414330361837e-07,2.2880120745148258e-07
transcription_TU_BSU01360,6.355163949300053e-09,6.354507915739453e-09,6.35583667142893e-09,6.354387540467488e-09,6.35439047750789e-09,6.3555679872390446e-09,6.353845495797651e-09,6.349395835014e-09,6.353202551196008e-09,6.354387357062473e-09,6.356179792933345e-09,6.350446936615586e-09,6.352637998590211e-09,6.354425801568228e-09,6.33646015028259e-09,6.343145330140163e-09,6.353951094955629e-09,6.353594055178806e-09,6.354183708288242e-09,6.347972626548473e-09,6.348064793794435e-09,6.151015661792164e-09,6.3559500421981985e-09,6.352878699599745e-09,6.354387452275314e-09,6.3535078041806325e-09,6.357241860389792e-09,6.354389620203209e-09,6.354610303156314e-09,6.354387540467488e-09,5.693657580354287e-09,6.202889972756013e-09,6.357733436981749e-09,6.354384555406039e-09,6.354808903409136e-09,6.356178120127255e-09,6.354740842166788e-09
translation_BSU01370,4.7229261192667903e-07,4.7574269287890587e-07,4.901230655267609e-07,4.714848725250528e-07,4.714880659275051e-07,5.037408703169447e-07,4.714946505008614e-07,4.755017430118261e-07,4.7219011562370174e-07,4.7149138555358314e-07,4.719369891066993e-07,5.256616158082187e-07,4.7610096175451723e-07,4.731579068971726e-07,5.837744585919927e-07,4.1287617198311335e-07,4.711915435117472e-07,4.7437139591717454e-07,4.717040858110069e-07,4.868831706593496e-07,4.6643283025476673e-07,2.5034365304927055e-07,4.52169398837575e-07,4.750071002123463e-07,4.714853873550788e-07,4.7181874298793803e-07,4.674891472562397e-07,4.714875305124158e-07,4.7137748218280226e-07,4.714848725250528e-07,5.148617274441232e-07,5.902038204738418e-07,5.02643052996937e-07,4.7149207918142325e-07,4.7151106636240296e-07,4.7194936670269394e-07,4.747798001684782e-07
transcription_TU_BSU01370,1.3114300931975126e-08,1.3212952215006478e-08,1.361300828128965e-08,1.3094342833867459e-08,1.309443152283492e-08,1.400028944972226e-08,1.3095396741322502e-08,1.3207407991266534e-08,1.3115425123332184e-08,1.3094523717355845e-08,1.31069704539047e-08,1.460857172246438e-08,1.3223477097140783e-08,1.3141092764321773e-08,1.629034649994054e-08,1.1517361333537073e-08,1.3086836018091177e-08,1.3175510795614331e-08,1.310071555096965e-08,1.352243367028214e-08,1.2956568046529567e-08,6.96536414936347e-09,1.257354614603581e-08,1.319345392695269e-08,1.3094357132016253e-08,1.3104184631439604e-08,1.298471123012462e-08,1.309441665298618e-08,1.3091786943158212e-08,1.3094342833867459e-08,1.5296975127355877e-08,1.6485370350307582e-08,1.3962567081747226e-08,1.3094542981178009e-08,1.3095283666895211e-08,1.3107314213323301e-08,1.3186567591896092e-08
translation_BSU01380,3.96550477174221e-11,3.9720526396170664e-11,3.9880959324756886e-11,3.9710019836872244e-11,3.9710068770098286e-11,3.97126493987296e-11,3.970235738275321e-11,3.937040271047861e-11,3.969602385986608e-11,3.971007411969566e-11,3.970684550124495e-11,3.999215827742141e-11,3.9731936323607474e-11,3.9718225332940884e-11,3.991126389998146e-11,5.056020330524265e-11,3.974836705711356e-11,3.971600326840991e-11,3.9708694748584205e-11,3.970555230965923e-11,3.959929707546269e-11,3.73537680060081e-11,3.955205918815665e-11,3.971891249987259e-11,3.97100236527935e-11,3.9705534402166824e-11,3.9685637892825035e-11,3.971005811906063e-11,3.9712798879160026e-11,3.9710019836872244e-11,4.7448368066807575e-11,3.9310870370345726e-11,3.9984124691937774e-11,3.971005267035659e-11,3.9708662684729805e-11,3.9706886267066166e-11,3.9726883443864967e-11
transcription_TU_BSU01380,1.1011144703632196e-12,1.1031707372142318e-12,1.1076806372501736e-12,1.1028489862228894e-12,1.1028503452239414e-12,1.1037194302851289e-12,1.1027020581052762e-12,1.0935416726008185e-12,1.102586037703048e-12,1.102850493795966e-12,1.1027668159422694e-12,1.1114152050717868e-12,1.1035355779667136e-12,1.103100837851665e-12,1.1137320391669912e-12,1.4103989769295572e-12,1.103967948546967e-12,1.103099036588946e-12,1.1028361433568596e-12,1.1027608465541741e-12,1.0999890099346804e-12,1.039301749189871e-12,1.0998303791709425e-12,1.103203808661961e-12,1.102849092200799e-12,1.1027723282058605e-12,1.1022855846943868e-12,1.1028500494173382e-12,1.1029621089130246e-12,1.1028489862228894e-12,1.4097309383524795e-12,1.0980177260252153e-12,1.1106908170469212e-12,1.1028498980928677e-12,1.102829263162882e-12,1.1027679481197138e-12,1.1033772573348911e-12
translation_BSU01390,4.80877094942701e-10,4.809594812898358e-10,4.819727949159674e-10,4.808763332594076e-10,4.808769917408002e-10,4.809928365882892e-10,4.808221470305159e-10,4.801982208658679e-10,4.807815522726103e-10,4.808770749721979e-10,4.808048589689125e-10,4.831719063607958e-10,4.809833200544223e-10,4.80920878020863e-10,4.815657830319609e-10,4.949932473934978e-10,4.809163432405342e-10,4.808777163726361e-10,4.808576029034799e-10,4.80680452668593e-10,4.797689631857828e-10,4.5469022033071524e-10,4.794726890766499e-10,4.808540995827306e-10,4.808763851908453e-10,4.80830442464267e-10,4.806912454117774e-10,4.808768458020053e-10,4.809083012977602e-10,4.808763332594076e-10,4.144265537940444e-10,4.696574773356133e-10,4.828854411184319e-10,4.808778354771468e-10,4.808883079639418e-10,4.808051549297394e-10,4.810170104480506e-10
transcription_TU_BSU01390,1.3352669034237584e-11,1.3357839728826813e-11,1.3386637173453213e-11,1.3355167758976616e-11,1.3355186046691888e-11,1.3368061502022006e-11,1.3354460693648108e-11,1.3337856091724363e-11,1.3354058547332974e-11,1.3355188358241038e-11,1.3353255256655816e-11,1.3427747501591821e-11,1.3359082269877481e-11,1.3356695044609432e-11,1.3438192357759028e-11,1.3808053055008935e-11,1.3356931823314896e-11,1.335622172409457e-11,1.3354937694314566e-11,1.3350162686892253e-11,1.3327019058101577e-11,1.2650941700265205e-11,1.3332773065509267e-11,1.3355855955826786e-11,1.3355169201245687e-11,1.3354473488200603e-11,1.3351405159144231e-11,1.3355181993597663e-11,1.3356490833274075e-11,1.3355167758976616e-11,1.231296161199187e-11,1.3118311307190066e-11,1.3413734307507266e-11,1.335520947941185e-11,1.3355717933544597e-11,1.3353263476290861e-11,1.3359800309267942e-11
translation_BSU01400,2.64670719735263e-06,2.647434309333148e-06,2.6535321187318046e-06,2.6469788661650143e-06,2.6469814592009785e-06,2.6487847164183542e-06,2.6467435028211396e-06,2.642516996972291e-06,2.646669343301381e-06,2.6469812451509996e-06,2.6466689276634636e-06,2.6602639341261253e-06,2.647378941408009e-06,2.647296599698433e-06,2.6602222062716463e-06,2.7441972186650392e-06,2.6475451310187897e-06,2.6470526030979748e-06,2.6469465154452898e-06,2.64543430504332e-06,2.641071130155477e-06,2.520508810208703e-06,2.6431332814688493e-06,2.6469227827677886e-06,2.6469790223275355e-06,2.6467517439353766e-06,2.646656926604314e-06,2.646980853553331e-06,2.6472958387145176e-06,2.6469788661650143e-06,2.3685673842523992e-06,2.6039546455799233e-06,2.658893414498396e-06,2.646979710101501e-06,2.6471147951617935e-06,2.646670027186238e-06,2.6478591263302423e-06
transcription_TU_BSU01400,7.349197041916755e-08,7.35280300573978e-08,7.370098909371123e-08,7.351338455874796e-08,7.351345657399994e-08,7.361672420291216e-08,7.351123964002881e-08,7.339783842180673e-08,7.351317287198554e-08,7.351345062928364e-08,7.350517598083354e-08,7.393093829499875e-08,7.352968721204115e-08,7.352380607869873e-08,7.423404855965008e-08,7.655058122159054e-08,7.35327054511852e-08,7.352102266040888e-08,7.351408313086499e-08,7.347288235613672e-08,7.336365623083084e-08,7.012864712542641e-08,7.349802611611395e-08,7.351901427796917e-08,7.351338889578126e-08,7.3510270716398e-08,7.351202935697127e-08,7.351343975361312e-08,7.352458360011208e-08,7.351338455874796e-08,7.037212990027015e-08,7.273276657769706e-08,7.38595260429791e-08,7.351340799702633e-08,7.351835749881557e-08,7.350520651756376e-08,7.354182577014117e-08
translation_BSU01410,2.64670719735263e-06,2.647434309333148e-06,2.6535321187318046e-06,2.6469788661650143e-06,2.6469814592009785e-06,2.6487847164183542e-06,2.6467435028211396e-06,2.642516996972291e-06,2.646669343301381e-06,2.6469812451509996e-06,2.6466689276634636e-06,2.6602639341261253e-06,2.647378941408009e-06,2.647296599698433e-06,2.6602222062716463e-06,2.7441972186650392e-06,2.6475451310187897e-06,2.6470526030979748e-06,2.6469465154452898e-06,2.64543430504332e-06,2.641071130155477e-06,2.520508810208703e-06,2.6431332814688493e-06,2.6469227827677886e-06,2.6469790223275355e-06,2.6467517439353766e-06,2.646656926604314e-06,2.646980853553331e-06,2.6472958387145176e-06,2.6469788661650143e-06,2.3685673842523992e-06,2.6039546455799233e-06,2.658893414498396e-06,2.646979710101501e-06,2.6471147951617935e-06,2.646670027186238e-06,2.6478591263302423e-06
transcription_TU_BSU01410,7.349197041916755e-08,7.35280300573978e-08,7.370098909371123e-08,7.351338455874796e-08,7.351345657399994e-08,7.361672420291216e-08,7.351123964002881e-08,7.339783842180673e-08,7.351317287198554e-08,7.351345062928364e-08,7.350517598083354e-08,7.393093829499875e-08,7.352968721204115e-08,7.352380607869873e-08,7.423404855965008e-08,7.655058122159054e-08,7.35327054511852e-08,7.352102266040888e-08,7.351408313086499e-08,7.347288235613672e-08,7.336365623083084e-08,7.012864712542641e-08,7.349802611611395e-08,7.351901427796917e-08,7.351338889578126e-08,7.3510270716398e-08,7.351202935697127e-08,7.351343975361312e-08,7.352458360011208e-08,7.351338455874796e-08,7.037212990027015e-08,7.273276657769706e-08,7.38595260429791e-08,7.351340799702633e-08,7.351835749881557e-08,7.350520651756376e-08,7.354182577014117e-08
translation_BSU01420,2.64670719735263e-06,2.647434309333148e-06,2.6535321187318046e-06,2.6469788661650143e-06,2.6469814592009785e-06,2.6487847164183542e-06,2.6467435028211396e-06,2.642516996972291e-06,2.646669343301381e-06,2.6469812451509996e-06,2.6466689276634636e-06,2.6602639341261253e-06,2.647378941408009e-06,2.647296599698433e-06,2.6602222062716463e-06,2.7441972186650392e-06,2.6475451310187897e-06,2.6470526030979748e-06,2.6469465154452898e-06,2.64543430504332e-06,2.641071130155477e-06,2.520508810208703e-06,2.6431332814688493e-06,2.6469227827677886e-06,2.6469790223275355e-06,2.6467517439353766e-06,2.646656926604314e-06,2.646980853553331e-06,2.6472958387145176e-06,2.6469788661650143e-06,2.3685673842523992e-06,2.6039546455799233e-06,2.658893414498396e-06,2.646979710101501e-06,2.6471147951617935e-06,2.646670027186238e-06,2.6478591263302423e-06
transcription_TU_BSU01420,7.349197041916755e-08,7.35280300573978e-08,7.370098909371123e-08,7.351338455874796e-08,7.351345657399994e-08,7.361672420291216e-08,7.351123964002881e-08,7.339783842180673e-08,7.351317287198554e-08,7.351345062928364e-08,7.350517598083354e-08,7.393093829499875e-08,7.352968721204115e-08,7.352380607869873e-08,7.423404855965008e-08,7.655058122159054e-08,7.35327054511852e-08,7.352102266040888e-08,7.351408313086499e-08,7.347288235613672e-08,7.336365623083084e-08,7.012864712542641e-08,7.349802611611395e-08,7.351901427796917e-08,7.351338889578126e-08,7.3510270716398e-08,7.351202935697127e-08,7.351343975361312e-08,7.352458360011208e-08,7.351338455874796e-08,7.037212990027015e-08,7.273276657769706e-08,7.38595260429791e-08,7.351340799702633e-08,7.351835749881557e-08,7.350520651756376e-08,7.354182577014117e-08
translation_BSU01430,5.015465058474322e-08,5.0199919543044095e-08,5.0259241025431166e-08,5.018943861122365e-08,5.018949697526977e-08,5.029048217049158e-08,5.0188080458208916e-08,5.0185759286123484e-08,5.0192293007664465e-08,5.0189496379419475e-08,5.017249798635219e-08,5.050000240068045e-08,5.020658968617319e-08,5.0194271746032735e-08,5.087026297969608e-08,5.326488012727508e-08,5.0200988992606455e-08,5.0197484387681744e-08,5.018999133404508e-08,5.016341583753749e-08,5.010250439885941e-08,4.788582406837238e-08,5.0196344942670364e-08,5.019843939325412e-08,5.018944247002857e-08,5.018790088411387e-08,5.018624141811706e-08,5.018948343807445e-08,5.0193792058177696e-08,5.018943861122365e-08,6.19094377942906e-08,4.9588498917027634e-08,5.03857825213435e-08,5.018869277840999e-08,5.019100566322587e-08,5.017252067018266e-08,5.0210857694582815e-08
transcription_TU_BSU01430,1.3926603217932531e-09,1.3942182361343027e-09,1.3959340263964184e-09,1.393889293404183e-09,1.39389091432327e-09,1.3977053450318284e-09,1.3939348507718855e-09,1.3939460958544604e-09,1.3941275747393675e-09,1.3938908977749808e-09,1.3934263765814582e-09,1.4034368971770552e-09,1.3944640783628004e-09,1.3940538066407891e-09,1.41954516557829e-09,1.4858471194081316e-09,1.3942782291801933e-09,1.3942187559261256e-09,1.3939349260510762e-09,1.3932119740743299e-09,1.3917470328810218e-09,1.3323373617262122e-09,1.3958177203533242e-09,1.3942755740782734e-09,1.3938894005730817e-09,1.393907150201179e-09,1.3939443436584978e-09,1.3938905383606742e-09,1.3940556270356856e-09,1.393889293404183e-09,1.839381487509436e-09,1.3850889157354387e-09,1.399631138291834e-09,1.3938685797161564e-09,1.3939555263407395e-09,1.3934270065729669e-09,1.3945598961913277e-09
