,base,6PGCt6_FWD_CPLX_dummy_s,ACACt2_FWD_CPLX_dummy_s,AMPt6_FWD_CPLX_dummy_s,3UMPt6_FWD_CPLX_dummy_s,ARGPt6_FWD_CPLX_dummy_s,ALAt2r_FWD_BSU27810-MONOMER_s,3GMPt6_FWD_CPLX_dummy_s,DALAt2r_FWD_BSU18120-MONOMER_s,ACNAMt2_FWD_CPLX_dummy_s,2PGt6_FWD_CPLX_dummy_s,ASNt2r_FWD_CPLX_dummy_s,ASPt2r_FWD_BSU10220-MONOMER_s,BTDt6_RR_REV_CPLX_dummy_s,CITt2r_FWD_BSU38770-MONOMER_s,F6Pt6_2_FWD_BSU12010-MONOMER_s,CMPt6_FWD_CPLX_dummy_s,CO2t_REV_CPLX_dummy_s,CHORt2_FWD_CPLX_dummy_s,DHAt_REV_CPLX_dummy_s,FORt2_REV_BSU27200-MONOMER_s,GLYt2r_FWD_CPLX_dummy_s,HISt2r_FWD_BSU39390-MONOMER_s,LEUt2r_FWD_BSU29600-MONOMER_s,GMPt6_FWD_CPLX_dummy_s,THMDt2_FWD_BSU39410-MONOMER_s,GSNt2_REV_BSU38710-MONOMER_s,METt3_FWD_CPLX_dummy_s,PSER_Lt6_FWD_BSU19999-MONOMER_s,UMPt6_FWD_CPLX_dummy_s,H2Ot_FWD_CPLX_dummy_s,PYRt2_REV_CPLX_dummy_s,SUCCt2r_REV_BSU07570-MONOMER_s,PHEt2r_REV_CPLX_dummy_s,TYRt2r_REV_CPLX_dummy_s,THMt6_REV_CPLX_dummy_s,URAt2_REV_BSU15480-MONOMER_s
DM_RNA_BSU15590,3.4230331298918533e-10,2.0782303544969427e-10,3.23109772806486e-10,3.4202667252176676e-10,3.42038084043918e-10,3.4204706343086565e-10,3.42038084043918e-10,3.42038084043918e-10,3.42038084043918e-10,3.419879329211678e-10,3.418259859332861e-10,3.420419411518841e-10,3.419388031877754e-10,3.4204312257066443e-10,3.4210589512073356e-10,3.4244772025561134e-10,3.4201874727920365e-10,0.0,3.42038084043918e-10,3.42038084043918e-10,3.420351549489312e-10,3.420287331413228e-10,3.4202154416222887e-10,3.4203613315663994e-10,3.3618929508673683e-10,3.42038084043918e-10,3.4020914207458273e-10,2.079584414102683e-10,3.419098065352077e-10,3.4203504924255357e-10,0.0,3.3854996286894553e-10,3.423852604637054e-10,3.420473755269537e-10,3.420271988618216e-10,3.420380953806791e-10,3.420381102462185e-10
DM_RNA_BSU15630,3.7161400816908907e-10,3.7071964012216474e-10,3.7152100564553367e-10,3.7126520503204766e-10,3.7127685695083567e-10,3.712931549848507e-10,3.712768569508357e-10,3.712768569508357e-10,3.712768569508357e-10,3.71224855655428e-10,3.7103116892745125e-10,3.7129111513359584e-10,3.7116794311290615e-10,3.7128591623019073e-10,3.713565915915848e-10,3.7243333068363543e-10,3.712599871813139e-10,3.709487991842589e-10,3.712768569508357e-10,3.712768569508357e-10,3.712763185303956e-10,3.7127205719968527e-10,3.7125862162994205e-10,3.7127450412565206e-10,3.639123845528728e-10,3.7127685695083567e-10,3.6902391886130185e-10,3.712248659156619e-10,3.7115877038682247e-10,3.7127549733369817e-10,2.6544974928447606e-11,3.6735927403628934e-10,3.71786126036396e-10,3.713005929087011e-10,3.712665474676847e-10,3.7127686941216834e-10,3.7127689382302457e-10
DM_RNA_BSU28440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU28430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU28450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU02480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU02510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU02490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU02460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU10010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_rRNA_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_rRNA_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_rRNA_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU16730,2.6887120552950417e-09,4.165644008392316e-09,2.748236001228812e-09,3.764421983702322e-09,3.764402782013077e-09,3.76482372490171e-09,3.764402782013077e-09,3.764402782013077e-09,3.764402782013077e-09,3.763890698149669e-09,3.760393014292446e-09,3.7647009423470945e-09,3.762570522664458e-09,3.764691092069729e-09,3.765277396343139e-09,3.850486811551125e-09,3.764315269784217e-09,7.641026623003055e-09,3.764402782013077e-09,3.764402782013077e-09,3.764463016872524e-09,3.764556157208804e-09,3.76404884293946e-09,3.764359137702168e-09,3.642030017164232e-09,3.764402782013077e-09,3.731021130096724e-09,4.172908701862741e-09,3.76439237581949e-09,3.764452157384318e-09,2.390454284609373e-09,2.6477222303585475e-09,3.775725034060822e-09,3.765213570936978e-09,3.764415403398512e-09,3.764402950792986e-09,3.764402958075476e-09
DM_RNA_BSU16750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU16770,1.6136066102515872e-09,1.8415405780174308e-09,1.6726256539134398e-09,1.4367872546523325e-09,1.4367216739295725e-09,1.4370119139225614e-09,1.4367216739295725e-09,1.4367216739295725e-09,1.4367216739295725e-09,1.4365642968702254e-09,1.4344118033759013e-09,1.4370005822070074e-09,1.4358649479213143e-09,1.436919777490108e-09,1.437360290765229e-09,1.4857800716774513e-09,1.4367679677084326e-09,5.3151689481311046e-09,1.4367216739295725e-09,1.4367216739295725e-09,1.4367877976856964e-09,1.4369105591109328e-09,1.4365901285911086e-09,1.4367032471730383e-09,1.3651405021002623e-09,1.4367216739295725e-09,1.4179370491364948e-09,1.845443042390588e-09,1.4370365460567107e-09,1.4367950441292787e-09,1.4414347803383738e-09,1.5889502387338946e-09,1.4440224340410784e-09,1.4373293272903728e-09,1.4367788493426482e-09,1.4367217820106331e-09,1.4367218164434435e-09
DM_RNA_BSU16740,2.6887120552950417e-09,4.165644008392316e-09,2.748236001228812e-09,3.764421983702322e-09,3.764402782013077e-09,3.76482372490171e-09,3.764402782013077e-09,3.764402782013077e-09,3.764402782013077e-09,3.763890698149669e-09,3.760393014292446e-09,3.7647009423470945e-09,3.762570522664458e-09,3.764691092069729e-09,3.765277396343139e-09,3.850486811551125e-09,3.764315269784217e-09,7.641026623003055e-09,3.764402782013077e-09,3.764402782013077e-09,3.764463016872524e-09,3.764556157208804e-09,3.76404884293946e-09,3.764359137702168e-09,3.642030017164232e-09,3.764402782013077e-09,3.731021130096724e-09,4.172908701862741e-09,3.76439237581949e-09,3.764452157384318e-09,2.390454284609373e-09,2.6477222303585475e-09,3.775725034060822e-09,3.765213570936978e-09,3.764415403398512e-09,3.764402950792986e-09,3.764402958075476e-09
DM_RNA_BSU16760,1.8075481053558086e-09,2.800449352740399e-09,1.8475644378909342e-09,2.530718680343857e-09,2.5307057715695804e-09,2.5309887600433046e-09,2.5307057715695804e-09,2.5307057715695804e-09,2.5307057715695804e-09,2.5303615114933615e-09,2.5280101136124298e-09,2.5309062166658806e-09,2.5294739933627644e-09,2.5308995945918827e-09,2.531293751034361e-09,2.588577727098049e-09,2.530646939474429e-09,5.136854713833191e-09,2.5307057715695804e-09,2.5307057715695804e-09,2.530746265829967e-09,2.53080888154891e-09,2.5304678279412665e-09,2.5306764306844765e-09,2.4484378846777617e-09,2.5307057715695804e-09,2.50826419343323e-09,2.8053332088947224e-09,2.530698775768202e-09,2.530738965290925e-09,1.6070375050299702e-09,1.7799917590907204e-09,2.5383174141762925e-09,2.5312508429469173e-09,2.530714256584287e-09,2.5307058850357305e-09,2.5307058899315507e-09
DM_RNA_BSU28510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU36920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU03060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU03050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU07610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU29210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU29200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU39060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU24160,3.7130122829183288e-09,3.7083559409320765e-09,0.0,3.7117421955969686e-09,3.711997800053379e-09,3.7118380466420223e-09,3.711997800053379e-09,3.711997800053379e-09,3.711997800053379e-09,3.7113268497503028e-09,3.711358798929937e-09,3.711614395372281e-09,3.7105600944829593e-09,3.6139569909859284e-09,3.711678295317665e-09,3.68611307941894e-09,3.7115504957608154e-09,3.5876034134637936e-09,3.711997800053379e-09,3.711997800053379e-09,3.7118699971573334e-09,3.7115504957608154e-09,3.7117421955969686e-09,3.7119658492041483e-09,1.9935601216845053e-09,3.711997800053379e-09,3.7051941539546734e-09,3.7118060962101908e-09,3.710751778791903e-09,3.7118060962101908e-09,3.3396083699037672e-09,0.0,1.094814908938938e-09,3.7114865964832703e-09,3.7118060962101908e-09,3.711997800053379e-09,3.711997800053379e-09
DM_RNA_BSU24140,3.7130122829183288e-09,3.7083559409320765e-09,0.0,3.7117421955969686e-09,3.711997800053379e-09,3.7118380466420223e-09,3.711997800053379e-09,3.711997800053379e-09,3.711997800053379e-09,3.7113268497503028e-09,3.711358798929937e-09,3.711614395372281e-09,3.7105600944829593e-09,3.6139569909859284e-09,3.711678295317665e-09,3.68611307941894e-09,3.7115504957608154e-09,3.5876034134637936e-09,3.711997800053379e-09,3.711997800053379e-09,3.7118699971573334e-09,3.7115504957608154e-09,3.7117421955969686e-09,3.7119658492041483e-09,1.9935601216845053e-09,3.711997800053379e-09,3.7051941539546734e-09,3.7118060962101908e-09,3.710751778791903e-09,3.7118060962101908e-09,3.3396083699037672e-09,0.0,1.094814908938938e-09,3.7114865964832703e-09,3.7118060962101908e-09,3.711997800053379e-09,3.711997800053379e-09
DM_RNA_BSU24150,3.7130122829183288e-09,3.7083559409320765e-09,0.0,3.7117421955969686e-09,3.711997800053379e-09,3.7118380466420223e-09,3.711997800053379e-09,3.711997800053379e-09,3.711997800053379e-09,3.7113268497503028e-09,3.711358798929937e-09,3.711614395372281e-09,3.7105600944829593e-09,3.6139569909859284e-09,3.711678295317665e-09,3.68611307941894e-09,3.7115504957608154e-09,3.5876034134637936e-09,3.711997800053379e-09,3.711997800053379e-09,3.7118699971573334e-09,3.7115504957608154e-09,3.7117421955969686e-09,3.7119658492041483e-09,1.9935601216845053e-09,3.711997800053379e-09,3.7051941539546734e-09,3.7118060962101908e-09,3.710751778791903e-09,3.7118060962101908e-09,3.3396083699037672e-09,0.0,1.094814908938938e-09,3.7114865964832703e-09,3.7118060962101908e-09,3.711997800053379e-09,3.711997800053379e-09
DM_RNA_BSU24130,3.7130122829183288e-09,3.7083559409320765e-09,0.0,3.7117421955969686e-09,3.711997800053379e-09,3.7118380466420223e-09,3.711997800053379e-09,3.711997800053379e-09,3.711997800053379e-09,3.7113268497503028e-09,3.711358798929937e-09,3.711614395372281e-09,3.7105600944829593e-09,3.6139569909859284e-09,3.711678295317665e-09,3.68611307941894e-09,3.7115504957608154e-09,3.5876034134637936e-09,3.711997800053379e-09,3.711997800053379e-09,3.7118699971573334e-09,3.7115504957608154e-09,3.7117421955969686e-09,3.7119658492041483e-09,1.9935601216845053e-09,3.711997800053379e-09,3.7051941539546734e-09,3.7118060962101908e-09,3.710751778791903e-09,3.7118060962101908e-09,3.3396083699037672e-09,0.0,1.094814908938938e-09,3.7114865964832703e-09,3.7118060962101908e-09,3.711997800053379e-09,3.711997800053379e-09
DM_RNA_BSU24170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU24120,3.7130122829183288e-09,3.7083559409320765e-09,0.0,3.7117421955969686e-09,3.711997800053379e-09,3.7118380466420223e-09,3.711997800053379e-09,3.711997800053379e-09,3.711997800053379e-09,3.7113268497503028e-09,3.711358798929937e-09,3.711614395372281e-09,3.7105600944829593e-09,3.6139569909859284e-09,3.711678295317665e-09,3.68611307941894e-09,3.7115504957608154e-09,3.5876034134637936e-09,3.711997800053379e-09,3.711997800053379e-09,3.7118699971573334e-09,3.7115504957608154e-09,3.7117421955969686e-09,3.7119658492041483e-09,1.9935601216845053e-09,3.711997800053379e-09,3.7051941539546734e-09,3.7118060962101908e-09,3.710751778791903e-09,3.7118060962101908e-09,3.3396083699037672e-09,0.0,1.094814908938938e-09,3.7114865964832703e-09,3.7118060962101908e-09,3.711997800053379e-09,3.711997800053379e-09
DM_RNA_BSU10790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU04730,5.458861149266572e-09,6.702263800111336e-09,5.8905746608637465e-09,5.798672472004876e-09,5.798932681552762e-09,5.799350596708919e-09,5.798932681552762e-09,5.798932681552762e-09,5.798932681552762e-09,5.798193476255548e-09,5.794263565118488e-09,5.799249977947134e-09,5.795936101891359e-09,5.796048441047392e-09,5.799585189888856e-09,5.899257357476853e-09,5.795614851699408e-09,4.572160111766875e-09,5.798932681552762e-09,5.798932681552762e-09,5.724762397250447e-09,5.401037590343921e-09,5.798443293816042e-09,5.798917373383907e-09,5.6594523068583735e-09,5.798932681552762e-09,5.758318970665083e-09,6.4090735891517976e-09,9.745943325825404e-09,6.101660050726748e-09,5.353988931053138e-09,6.028480268828842e-09,5.8088705412590826e-09,5.799656928678107e-09,5.798870583786426e-09,5.7989328026073035e-09,5.795833279059158e-09
DM_RNA_BSU04740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU39260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU39270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU08000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_rRNA_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_rRNA_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_rRNA_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU38530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU38510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU38520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU38500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU07840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU29670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU00410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU40190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU34190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
