,base,6PGCt6_FWD_CPLX_dummy_s,ACNAMt2_FWD_CPLX_dummy_s,ALAt2r_FWD_BSU27810-MONOMER_s,ACACt2_FWD_CPLX_dummy_s,DALAt2r_FWD_BSU18120-MONOMER_s,3GMPt6_FWD_CPLX_dummy_s,AMPt6_FWD_CPLX_dummy_s,ARGPt6_FWD_CPLX_dummy_s,2PGt6_FWD_CPLX_dummy_s,3UMPt6_FWD_CPLX_dummy_s,ASPt2r_FWD_BSU10220-MONOMER_s,CHORt2_FWD_CPLX_dummy_s,ASNt2r_FWD_CPLX_dummy_s,CITt2r_FWD_BSU38770-MONOMER_s,BTDt6_RR_REV_CPLX_dummy_s,CMPt6_FWD_CPLX_dummy_s,CO2t_REV_CPLX_dummy_s,FORt2_REV_BSU27200-MONOMER_s,DHAt_REV_CPLX_dummy_s,F6Pt6_2_FWD_BSU12010-MONOMER_s,GLYt2r_FWD_CPLX_dummy_s,HISt2r_FWD_BSU39390-MONOMER_s,GSNt2_REV_BSU38710-MONOMER_s,LEUt2r_FWD_BSU29600-MONOMER_s,THMDt2_FWD_BSU39410-MONOMER_s,GMPt6_FWD_CPLX_dummy_s,PSER_Lt6_FWD_BSU19999-MONOMER_s,METt3_FWD_CPLX_dummy_s,UMPt6_FWD_CPLX_dummy_s,H2Ot_FWD_CPLX_dummy_s,SUCCt2r_REV_BSU07570-MONOMER_s,PHEt2r_REV_CPLX_dummy_s,PYRt2_REV_CPLX_dummy_s,TYRt2r_REV_CPLX_dummy_s,THMt6_REV_CPLX_dummy_s,URAt2_REV_BSU15480-MONOMER_s
HSDy_FWD_BSU32260-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSK_FWD_BSU32240-MONOMER,0.021394256071079695,0.020711901606021335,0.021373138756152484,0.021375048147982956,0.021426324045948877,0.021375048147982956,0.02137501595516739,0.02137379856717978,0.02137869710715245,0.021344294665982165,0.021374058800642408,0.02136512357252374,0.02136635848394306,0.02137835950218841,0.021380929792803822,0.021377520117120217,0.021375799585735305,0.046758964139142906,0.021374940889879585,0.021115379875878415,0.02206311240662247,0.021374561908499363,0.02137332764268565,0.02137501595516739,0.021375031009986306,0.021375017120109148,0.020438212809213194,0.02137590972617831,0.021374398740984037,0.021376229108514208,0.018470563259930732,0.021475659617981077,0.021381903406795442,0.02102361941207242,0.02137612695536091,0.021375044191187954,0.021374064073502477
HSST_REV_BSU21910-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSST_FWD_BSU21910-MONOMER,0.02336831984434744,0.02967524852837402,0.023338028259189816,0.0233398948211583,0.023402797113205108,0.0233398948211583,0.023339860391277757,0.02333875197524014,0.023344864047533078,0.02330312377652841,0.023338423831613504,0.02332798641851691,0.023330532333629972,0.0233461338298977,0.023345076266461654,0.023343146317934244,0.02334132422599323,0.09629889144840147,0.023339863716832523,0.023036370839411385,0.024068687469078996,0.023340673556558143,0.023338284288644533,0.023339860391277757,0.02333987970962127,0.023339862073140462,0.0222506171690853,0.02334704279463736,0.0337406624142045,0.023341476732104013,0.0203709641350575,0.02346972682031257,0.02334874874999461,0.022998957123169336,0.02334138628296626,0.0233398481393243,0.023338432694908838
HSTPTr_REV_BSU34890-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSTPTr_FWD_BSU34890-MONOMER,0.018693108272177343,0.01840286566245819,0.018668736555406698,0.01867021863342182,0.01868984180265497,0.018670218633421817,0.018670885518102316,0.018669325592663055,0.01867167069042257,0.01865610944311034,0.01867101117462999,0.018664166509235473,0.018665833624617847,0.018670330821226395,0.01867312962332254,0.01867164216208532,0.01867012944276354,0.018639488552547684,0.01867063739328887,0.01856692984918566,0.019012354136258906,0.01198823648234149,0.018669436473046416,0.018670885518102316,0.018670866006218565,0.018670892849903666,0.01829322482265845,0.018668691642296394,0.01866959743307922,0.01867093569882747,0.016587003648610304,0.01870569512580453,0.018672753956755172,0.018456561754863755,0.01867108033341846,0.01867091485261094,0.018671013039558666
HSTPTr_REV_BSU22620-MONOMER_mod_pydx5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSTPTr_FWD_BSU22620-MONOMER_mod_pydx5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HXAD_FWD_BSU35780-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HXANt2r_FWD_BSU06370-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HXANt2r_FWD_BSU29990-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HXPRT_REV_BSU00680-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003972921586536536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HXPRT_FWD_BSU00680-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICDHyr_REV_BSU29130-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICDHyr_FWD_BSU29130-MONOMER,0.8346913865797971,0.4488919354557537,0.7765161805594469,0.7760974040351695,0.9753404360329119,0.7760974040351695,0.7760965927101751,0.7697803238009613,0.7761040697724902,0.7777471569183322,0.7761944669767814,0.7772702509076459,0.7767701644958523,0.7763829208119907,0.7760245831867655,0.7866409995099964,0.7763967689293076,1.1888385112881938,0.776801339749025,0.6501419370782882,0.7592154172838229,0.7831365594178546,0.7762865822829326,0.7760965927101751,0.7760985086332374,0.776096911950041,0.395401143810058,0.7746202354960349,0.7764155820409879,0.7883259037338398,0.076253621827883,1.1589210932790284,0.7922902834237455,1.1835569567552777,0.7761376919657723,0.7761000406661012,0.7761946250934091
ICHORS_REV_BSU30830-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICHORS_FWD_BSU30830-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICHORS_REV_BSU31990-MONOMER_mod_mg2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICHORS_FWD_BSU31990-MONOMER_mod_mg2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICHORT_FWD_BSU31970-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICHORT_FWD_CPLX-7601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICHORT_FWD_CPLX-7602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICITt10_FWD_BSU07610-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICITt2_REV_BSU07610-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICITt2_FWD_BSU07610-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IG3PS_1_FWD_BSU34870-MONOMER,0.018693108272177343,0.01840286566245819,0.018668736555406698,0.01867021863342182,0.01868984180265497,0.018670218633421817,0.018670885518102316,0.018669325592663055,0.01867167069042257,0.01865610944311034,0.01867101117462999,0.018664166509235473,0.018665833624617847,0.018670330821226395,0.01867312962332254,0.01867164216208532,0.01867012944276354,0.018639488552547684,0.01867063739328887,0.01856692984918566,0.019012354136258906,0.01198823648234149,0.018669436473046416,0.018670885518102316,0.018670866006218565,0.018670892849903666,0.01829322482265845,0.018668691642296394,0.01866959743307922,0.01867093569882747,0.016587003648610304,0.01870569512580453,0.018672753956755172,0.018456561754863755,0.01867108033341846,0.01867091485261094,0.018671013039558666
IGPDH_1_FWD_BSU34900-MONOMER,0.018693108272177343,0.01840286566245819,0.018668736555406698,0.01867021863342182,0.01868984180265497,0.018670218633421817,0.018670885518102316,0.018669325592663055,0.01867167069042257,0.01865610944311034,0.01867101117462999,0.018664166509235473,0.018665833624617847,0.018670330821226395,0.01867312962332254,0.01867164216208532,0.01867012944276354,0.018639488552547684,0.01867063739328887,0.01856692984918566,0.019012354136258906,0.01198823648234149,0.018669436473046416,0.018670885518102316,0.018670866006218565,0.018670892849903666,0.01829322482265845,0.018668691642296394,0.01866959743307922,0.01867093569882747,0.016587003648610304,0.01870569512580453,0.018672753956755172,0.018456561754863755,0.01867108033341846,0.01867091485261094,0.018671013039558666
IGPS_FWD_BSU22660-MONOMER,0.005031026518099909,0.01076402465710145,0.01088936630492059,0.010890534380754602,0.010897532273311064,0.010890534380754602,0.010890520643653758,0.010889524194342947,0.010890668287548418,0.010883411831917912,0.010890677980352353,0.01088642729665026,0.010887208935026253,0.010889419270103447,0.010891803242549663,0.010890734354616021,0.010889923585330596,0.01086667369730259,0.010890219572830762,0.010841749428621306,0.011120230597160297,0.01088913703938343,0.01089031678567764,0.010890520643653758,0.010890525058271592,0.010890533028767404,0.010711345934090157,0.010887440987748227,0.01089035411468143,0.010890460576561343,0.009853753903200653,0.010903173778876249,0.010891175576759633,0.010765220644602398,0.010890638957915626,0.010890534989044773,0.010890678191568836
ILEDHr_REV_BSU24080-MONOMER,0.02336831984434744,0.022567471517796076,0.023338028259189816,0.0233398948211583,0.023402797113205108,0.0233398948211583,0.023339860391277757,0.02333875197524014,0.023344864047533078,0.02330312377652841,0.023338423831613504,0.02332798641851691,0.023330532333629972,0.0233461338298977,0.023345076266461654,0.023343146317934244,0.02334132422599323,0.0726510637235148,0.023339863716832523,0.023036370839411385,0.024068687469078996,0.023340673556558143,0.023338284288644533,0.023339860391277757,0.02333987970962127,0.023339862073140462,0.0222506171690853,0.02334704279463736,0.02333639325121539,0.023341476732104013,0.0203709641350575,0.02346972682031257,0.02334874874999461,0.022998957123169336,0.02334138628296626,0.0233398481393243,0.023338432694908838
ILEDHr_FWD_BSU24080-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ILETA_REV_BSU38550-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ILETA_FWD_BSU38550-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ILETA_REV_BSU02390-MONOMER_mod_6:pydx5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ILETA_FWD_BSU02390-MONOMER_mod_6:pydx5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ILEt2r_FWD_BSU29600-MONOMER,0.0,1.9760026652465487e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.645692456347823e-30,0.0,0.0,0.0,0.0,0.0,0.0,-5.736849500602375e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ILEt2r_FWD_BSU26690-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IMPC_REV_BSU06520-MONOMER,0.045032578664077706,0.04447269738319991,0.044954683781339294,0.0449601834976886,0.044979760485051354,0.0449601834976886,0.04495918716634297,0.044955980007859525,0.04496047255958948,0.04493577636187093,0.04495212765760496,0.044941097697424416,0.04495588305909571,0.04495891610910458,0.04496389262673088,0.044959618423337906,0.044957478177073046,0.044874707667660094,0.04495842603448455,0.04475826175272622,0.04565752007766251,0.038276578732405496,0.04495587402495565,0.04495918716634297,0.04495985575906794,0.04495923583616929,0.044252081030114195,0.044958041823155895,0.04494891690970847,0.04495875085240457,0.04560251682039984,0.04501737088212064,0.044962603236454096,0.04452553665184491,0.044957333789444456,0.04495936736880214,0.04495213524012637
IMPD_FWD_BSU00090-MONOMER,0.013586494374057031,0.013444093215395787,0.013559169847258879,0.013561198727322116,0.01356170778907164,0.013561198727322116,0.013560492738900268,0.013559575466245795,0.013560698664736616,0.013555446491350478,0.01355723523811313,0.013554590634643258,0.013560880716221836,0.013560384963634882,0.013561729793687447,0.01356034007029173,0.013559913679407705,0.013528193799421023,0.013560220132244404,0.013509901111491843,0.013724364184347011,0.006879211443977367,0.01355950951191018,0.013560492738900268,0.013560735890648856,0.013560508215946548,0.013386215025231395,0.013560769640636364,0.013556301066688703,0.013560256193883567,0.014753187139608518,0.013572123337852508,0.01356120101375079,0.0134388856150597,0.013559574357288216,0.013560568546687971,0.013557237773175069
INS2D_FWD_BSU39700-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INS2D_FWD_CPLX-8649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INSCR_FWD_CPLX000-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INSTt2_FWD_BSU39710-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INSTt2_FWD_BSU06230-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INSt2_REV_BSU38710-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INSt2_FWD_BSU38710-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAFH_FWD_BSU38040-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IPDDI_REV_BSU22870-MONOMER_mod_fmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IPDDI_FWD_BSU22870-MONOMER_mod_fmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IPDPS_FWD_BSU25160-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IPDPUPT_FWD_BSU16530-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IPMD_FWD_BSU28270-MONOMER,0.0868609717516212,0.08565815087483217,0.08672481966137788,0.0867343762808929,0.08680376914326657,0.0867343762808929,0.08673538152987274,0.08672860030469565,0.08673791463806972,0.08667717708878142,0.08673248877319661,0.08670501360672431,0.08671601933794144,0.08673188045372351,0.0867423263580325,0.08673726165028775,0.08673106919977129,0.08653700667799911,0.08673360809692843,0.08631491130798091,0.08764095974940207,0.08672768257179479,0.08673115590694255,0.08673538152987274,0.08673543064550418,0.08673539430506488,0.08520996899989741,0.08672607371898229,0.08672668739902328,0.08673463509742592,0.07028979034009541,0.08686345161165784,0.08674127366600567,0.0,0.08673560680167658,0.08673537887636876,0.08673250050356134
IPPMIa_REV_CPLX8J2-21,0.0868609717516212,0.08565815087483217,0.08672481966137788,0.0867343762808929,0.08680376914326657,0.0867343762808929,0.08673538152987274,0.08672860030469565,0.08673791463806972,0.08667717708878142,0.08673248877319661,0.08670501360672431,0.08671601933794144,0.08673188045372351,0.0867423263580325,0.08673726165028775,0.08673106919977129,0.08653700667799911,0.08673360809692843,0.08631491130798091,0.08764095974940207,0.08672768257179479,0.08673115590694255,0.08673538152987274,0.08673543064550418,0.08673539430506488,0.08520996899989741,0.08672607371898229,0.08672668739902328,0.08673463509742592,0.07028979034009541,0.08686345161165784,0.08674127366600567,0.0,0.08673560680167658,0.08673537887636876,0.08673250050356134
IPPMIa_FWD_CPLX8J2-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IPPMIb_REV_CPLX8J2-21,0.0868609717516212,0.08565815087483217,0.08672481966137788,0.0867343762808929,0.08680376914326657,0.0867343762808929,0.08673538152987274,0.08672860030469565,0.08673791463806972,0.08667717708878142,0.08673248877319661,0.08670501360672431,0.08671601933794144,0.08673188045372351,0.0867423263580325,0.08673726165028775,0.08673106919977129,0.08653700667799911,0.08673360809692843,0.08631491130798091,0.08764095974940207,0.08672768257179479,0.08673115590694255,0.08673538152987274,0.08673543064550418,0.08673539430506488,0.08520996899989741,0.08672607371898229,0.08672668739902328,0.08673463509742592,0.07028979034009541,0.08686345161165784,0.08674127366600567,0.0,0.08673560680167658,0.08673537887636876,0.08673250050356134
IPPMIb_FWD_CPLX8J2-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IPPS_FWD_BSU28280-MONOMER,0.0868609717516212,0.08565815087483217,0.08672481966137788,0.0867343762808929,0.08680376914326657,0.0867343762808929,0.08673538152987274,0.08672860030469565,0.08673791463806972,0.08667717708878142,0.08673248877319661,0.08670501360672431,0.08671601933794144,0.08673188045372351,0.0867423263580325,0.08673726165028775,0.08673106919977129,0.08653700667799911,0.08673360809692843,0.08631491130798091,0.08764095974940207,0.08672768257179479,0.08673115590694255,0.08673538152987274,0.08673543064550418,0.08673539430506488,0.08520996899989741,0.08672607371898229,0.08672668739902328,0.08673463509742592,0.07028979034009541,0.08686345161165784,0.08674127366600567,0.0,0.08673560680167658,0.08673537887636876,0.08673250050356134
ISOMS_REV_CPLX_dummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISOMS_FWD_CPLX_dummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISTNTabc_FWD_CPLX8J2-74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IZPN_1_FWD_BSU39370-MONOMER_mod_zn2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARA1_REV_BSU28290-MONOMER_mod_mg2,0.11391685407663428,0.11177759170294091,0.11374764793668839,0.11375934839549218,0.11390036722663549,0.11375934839549218,0.11376031672279341,0.11375238148655731,0.11376870767388124,0.11366448229409756,0.11375501483908425,0.1137194616465623,0.11373355488646042,0.11376343518363007,0.11377599268779405,0.1137659945229472,0.11375783830456788,0.1487216966088474,0.11375849834858717,0.11298394651185248,0.11561220863505639,0.11375369423935909,0.11375438168603197,0.11376031672279341,0.11376038841253845,0.11376033155763611,0.11095616078083018,0.11375313668806096,0.11374792827362355,0.11376110517245494,0.09401501584849979,0.11403685969167358,0.11377655419044555,0.026618704359317746,0.11376188170122832,0.11376034589988625,0.11375503778508794
