,base,3GMPt6_FWD_CPLX_dummy_s,ARGPt6_FWD_CPLX_dummy_s,2PGt6_FWD_CPLX_dummy_s,ACACt2_FWD_CPLX_dummy_s,ALAt2r_FWD_BSU27810-MONOMER_s,6PGCt6_FWD_CPLX_dummy_s,AMPt6_FWD_CPLX_dummy_s,3UMPt6_FWD_CPLX_dummy_s,DALAt2r_FWD_BSU18120-MONOMER_s,ACNAMt2_FWD_CPLX_dummy_s,ASPt2r_FWD_BSU10220-MONOMER_s,ASNt2r_FWD_CPLX_dummy_s,BTDt6_RR_REV_CPLX_dummy_s,CHORt2_FWD_CPLX_dummy_s,CMPt6_FWD_CPLX_dummy_s,CO2t_REV_CPLX_dummy_s,FORt2_REV_BSU27200-MONOMER_s,F6Pt6_2_FWD_BSU12010-MONOMER_s,CITt2r_FWD_BSU38770-MONOMER_s,DHAt_REV_CPLX_dummy_s,GLYt2r_FWD_CPLX_dummy_s,GMPt6_FWD_CPLX_dummy_s,GSNt2_REV_BSU38710-MONOMER_s,LEUt2r_FWD_BSU29600-MONOMER_s,THMDt2_FWD_BSU39410-MONOMER_s,HISt2r_FWD_BSU39390-MONOMER_s,METt3_FWD_CPLX_dummy_s,PSER_Lt6_FWD_BSU19999-MONOMER_s,UMPt6_FWD_CPLX_dummy_s,H2Ot_FWD_CPLX_dummy_s,PYRt2_REV_CPLX_dummy_s,SUCCt2r_REV_BSU07570-MONOMER_s,PHEt2r_REV_CPLX_dummy_s,URAt2_REV_BSU15480-MONOMER_s,TYRt2r_REV_CPLX_dummy_s,THMt6_REV_CPLX_dummy_s
formation_BSU06170-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU30320-MONOMER,1.5674534328390855e-08,1.5651077636415416e-08,1.565355632986575e-08,1.5651077636415416e-08,1.5688333925156965e-08,1.5651084068344434e-08,1.5653183990145652e-08,1.5648871523822627e-08,1.5648747806208893e-08,1.565108106427585e-08,1.5647313844564076e-08,1.5645845654960117e-08,1.5653118051579918e-08,1.5652656099502113e-08,1.5641419016897674e-08,1.5650611843529064e-08,1.5656495130096135e-08,1.5650503720391343e-08,1.618033487833719e-08,1.5653570485047724e-08,1.5615943787289765e-08,1.5649957968478917e-08,1.4835642302939454e-08,1.5608547138290972e-08,1.5650788483473414e-08,1.5651078871375044e-08,1.564922398472496e-08,1.564696492667641e-08,1.5647111216809194e-08,1.565215941913521e-08,1.2265186341724599e-08,1.5315451339780047e-08,1.5713880037823647e-08,1.5655238395702188e-08,1.5648747806208893e-08,1.5651054165250655e-08,1.5650773708042745e-08
formation_BSU15990-MONOMER,2.64670719735263e-06,2.642625474698352e-06,2.6430815293781028e-06,2.642625474698352e-06,2.6491780977109495e-06,2.642626438500931e-06,2.6446164977375273e-06,2.642384302676372e-06,2.6423008163060657e-06,2.6426257552071307e-06,2.6422549888264296e-06,2.6424483854431795e-06,2.643048987823668e-06,2.6429424165158116e-06,2.640688240095515e-06,2.642691060127486e-06,2.655536470851549e-06,2.6425942551696153e-06,2.73983604126049e-06,2.6431923417707776e-06,2.6370744835647978e-06,2.6425620091435895e-06,2.5147466411677764e-06,2.6389755087418007e-06,2.642592427466229e-06,2.6426256316404486e-06,2.642391016886677e-06,2.6423595863796944e-06,2.642516996972291e-06,2.642916731030705e-06,2.2024391458987776e-06,2.6018620752163942e-06,2.6541753767602637e-06,2.6434784741237712e-06,2.6423008163060657e-06,2.642700409016137e-06,2.6425912193378216e-06
formation_BSU11420-MONOMER,2.3374475659952044e-09,2.335100584877234e-09,2.3351410465621193e-09,2.335100584877234e-09,2.3384378343197416e-09,2.335101693019662e-09,2.333088580971317e-09,2.334738966575568e-09,2.3349261306187706e-09,2.3351011155959134e-09,2.3345690124583833e-09,2.3344154897921405e-09,2.334904632115867e-09,2.3352052753974264e-09,2.333540449606677e-09,2.3348577541656936e-09,2.3257813695971567e-09,2.334976548806103e-09,2.380175931170124e-09,2.3353557651119078e-09,2.331717317009061e-09,2.3347520860725705e-09,2.2279006847973658e-09,2.3299230462743346e-09,2.3350577415240268e-09,2.3351007864714447e-09,2.334829869023149e-09,2.334781076493181e-09,2.3341005252291044e-09,2.335008507900624e-09,1.830441786075724e-09,2.2679895761250153e-09,2.340229220086231e-09,2.335347670481406e-09,2.3349261306187706e-09,2.335053896293677e-09,2.3350571200253303e-09
formation_BSU28120-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU10360-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU27650-MONOMER,2.2887205321932012e-07,2.2868489275873312e-07,2.2868303582526193e-07,2.2868489275873312e-07,2.2871955861946602e-07,2.286849434834134e-07,2.2858227390956927e-07,2.2865152451669023e-07,2.2875174959332498e-07,2.2868481503822755e-07,2.2861404837594914e-07,2.285180026508158e-07,2.286097033367648e-07,2.2868139489313264e-07,2.2841171724413012e-07,2.2863922892782808e-07,2.2684567823183944e-07,2.2867262418206792e-07,2.2727589501942624e-07,2.286580155598691e-07,2.2847974446971123e-07,2.286146253309285e-07,2.2091064598347184e-07,2.284861215611417e-07,2.2868127421994332e-07,2.2868488948079407e-07,2.2864240712418354e-07,2.2876170645183425e-07,2.2859510273458757e-07,2.2867092697999e-07,1.561741694995544e-07,2.2210802137375675e-07,2.2870651099634448e-07,2.286795210513379e-07,2.2875174959332498e-07,2.286876119826149e-07,2.2868111480030203e-07
formation_BSU36890-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU22140-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU32110-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU37330-MONOMER,6.641680583720556e-09,6.629268865374432e-09,6.63019000204452e-09,6.629268865374432e-09,6.646068485460612e-09,6.629271359096936e-09,6.628787145486016e-09,6.628214176784706e-09,6.628462608986611e-09,6.629269946838692e-09,6.627520756850491e-09,6.627689515997537e-09,6.6301259180486e-09,6.629954436894834e-09,6.62222280148058e-09,6.6288973791955686e-09,6.633204577297656e-09,6.629045126085042e-09,6.8666640640527655e-09,6.630596568224963e-09,6.6120208470927074e-09,6.6285521460572755e-09,6.288606069002381e-09,6.610611960937299e-09,6.62914733299084e-09,6.6292693184399924e-09,6.628432312912904e-09,6.627700711140865e-09,6.62757178455185e-09,6.62968320145277e-09,5.1489577765987e-09,6.491691292867837e-09,6.658582999435835e-09,6.6311484888346575e-09,6.628462608986611e-09,6.629349580129653e-09,6.629147101763758e-09
formation_BSU01380-MONOMER,3.96550477174221e-11,3.9343294066469563e-11,3.935384244691039e-11,3.9343294066469563e-11,3.9514391957121235e-11,3.934331104663436e-11,3.933577138216967e-11,3.933516056559692e-11,3.9339990136757406e-11,3.934330727534418e-11,3.9324053263991545e-11,3.930305374834091e-11,3.936190619400196e-11,3.9351482927709754e-11,3.932037685150913e-11,3.9346968058237534e-11,3.955467464418014e-11,3.934206865324781e-11,5.019417149275867e-11,3.938170911300502e-11,3.921191235404245e-11,3.935035089776247e-11,3.695133350947923e-11,3.917584317177332e-11,3.934249224846258e-11,3.93432978909682e-11,3.933874956042205e-11,3.931893257924351e-11,3.937040271047861e-11,3.935107095120161e-11,3.003536894730103e-11,3.909148476285049e-11,3.9634254613182244e-11,3.93628357205189e-11,3.9339990136757406e-11,3.9342841353982755e-11,3.934248122727678e-11
formation_BSU30530-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU03070-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU04560-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-146,1.1547242924804867e-07,1.1539142719792298e-07,1.1539246527896659e-07,1.1539142719792298e-07,1.1545161323419809e-07,1.1539213886951535e-07,1.1524801496545196e-07,1.153743361820921e-07,1.1536418866582712e-07,1.1539135238487435e-07,1.1536084735107166e-07,1.1531674734530507e-07,1.0586500970570939e-07,1.1539046858870252e-07,1.153705852471872e-07,1.1537513242793e-07,8.295545874050638e-08,1.153860224918694e-07,1.1632614735313112e-07,1.1539103062912871e-07,1.1796896549450472e-07,1.1225548783817648e-07,1.1573235626826275e-07,1.177490200805081e-07,1.1539071040606369e-07,1.153914909693466e-07,1.1537639007123131e-07,1.1535007723014495e-07,1.180677460276943e-07,1.1361092064869078e-07,9.421271081786396e-08,1.1621753514341116e-07,1.1548377464840902e-07,1.1539176048556338e-07,1.1536418866582712e-07,1.1538295450353812e-07,1.1538984963452274e-07
formation_CPLX8J2-147,1.0936864088682477e-08,1.0919314787300355e-08,1.0921184269548515e-08,1.0919314787300355e-08,1.094826618330094e-08,1.0919318304593642e-08,2.36624417449404e-08,1.0917647166162512e-08,1.0917509987671688e-08,1.0919315374253194e-08,1.0916570970172517e-08,2.3675626299836706e-08,1.0920457836217332e-08,1.0920488815528159e-08,1.0910553319049358e-08,1.0918833407917266e-08,2.3519768466165443e-08,1.0918993568225218e-08,1.1308253651088824e-08,1.0921026639552767e-08,2.365516080787206e-08,1.0918192682792024e-08,2.3084824983389613e-08,2.3621770320084848e-08,1.0919119951952609e-08,1.0919315313984477e-08,1.091779067613172e-08,1.091668492859269e-08,1.091673903689137e-08,1.0920234095934425e-08,8.33168392546252e-09,1.0702119224400725e-08,2.3725279978704763e-08,1.0922407723804299e-08,1.0917509987671688e-08,1.091928223562236e-08,1.0919100692411605e-08
formation_CPLX8J2-142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU22480-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU17600-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU24850-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU28370-MONOMER,2.5529554930837087e-13,2.549353836048266e-13,2.5496876172162644e-13,2.549353836048266e-13,2.5544502103132065e-13,2.549357117022792e-13,2.549932354310537e-13,2.549052302632296e-13,2.549062904728316e-13,2.5493539881283123e-13,2.548841317013856e-13,2.548632034682235e-13,2.549540467550315e-13,2.5495733383658265e-13,2.547509131657699e-13,2.549261173117886e-13,2.551824347906797e-13,2.5492876958542167e-13,2.6196061298941766e-13,2.5497242994603535e-13,2.5443286936750365e-13,2.549138877317033e-13,2.4350946697264855e-13,2.54460970498615e-13,2.549320912999858e-13,2.5493542260994503e-13,2.549057788841453e-13,2.5490437388766185e-13,2.548937016904577e-13,2.515646253980592e-13,2.041512639507316e-13,2.502125562125242e-13,2.558222627226087e-13,2.549965584574569e-13,2.549062904728316e-13,2.549369398717292e-13,2.5493163462257443e-13
formation_BSU07570-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU27940-MONOMER,2.64670719735263e-06,2.642625474698352e-06,2.6430815293781028e-06,2.642625474698352e-06,2.6491780977109495e-06,2.642626438500931e-06,2.6446164977375273e-06,2.642384302676372e-06,2.6423008163060657e-06,2.6426257552071307e-06,2.6422549888264296e-06,2.6424483854431795e-06,2.643048987823668e-06,2.6429424165158116e-06,2.640688240095515e-06,2.642691060127486e-06,2.655536470851549e-06,2.6425942551696153e-06,2.73983604126049e-06,2.6431923417707776e-06,2.6370744835647978e-06,2.6425620091435895e-06,2.5147466411677764e-06,2.6389755087418007e-06,2.642592427466229e-06,2.6426256316404486e-06,2.642391016886677e-06,2.6423595863796944e-06,2.642516996972291e-06,2.642916731030705e-06,2.2024391458987776e-06,2.6018620752163942e-06,2.6541753767602637e-06,2.6434784741237712e-06,2.6423008163060657e-06,2.642700409016137e-06,2.6425912193378216e-06
formation_SRP-CPLX,2.2887205321932012e-07,2.2868489275873312e-07,2.2868303582526193e-07,2.2868489275873312e-07,2.2871955861946602e-07,2.286849434834134e-07,2.2858227390956927e-07,2.2865152451669023e-07,2.2875174959332498e-07,2.2868481503822755e-07,2.2861404837594914e-07,2.285180026508158e-07,2.286097033367648e-07,2.2868139489313264e-07,2.2841171724413012e-07,2.2863922892782808e-07,2.2684567823183944e-07,2.2867262418206792e-07,2.2727589501942624e-07,2.286580155598691e-07,2.2847974446971123e-07,2.286146253309285e-07,2.2091064598347184e-07,2.284861215611417e-07,2.2868127421994332e-07,2.2868488948079407e-07,2.2864240712418354e-07,2.2876170645183425e-07,2.2859510273458757e-07,2.2867092697999e-07,1.561741694995544e-07,2.2210802137375675e-07,2.2870651099634448e-07,2.286795210513379e-07,2.2875174959332498e-07,2.286876119826149e-07,2.2868111480030203e-07
formation_BSU39360-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU23560-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU14860-MONOMER,6.256220909340938e-08,6.251065454435365e-08,6.251182198805157e-08,6.251065454435365e-08,6.256389075233391e-08,6.251073167960264e-08,6.244140871260054e-08,6.250110514263132e-08,6.250495930923534e-08,6.251062243537355e-08,6.249334412857683e-08,6.247463861991608e-08,6.250718351945699e-08,6.251104793975334e-08,6.248787256130642e-08,6.250208676438337e-08,1.9091549777705413e-08,6.250783108230797e-08,6.285963744480173e-08,6.251048891566438e-08,6.24317937901281e-08,6.25005338214008e-08,6.104548021958776e-08,6.23245153955192e-08,6.250976571785315e-08,6.251066410115791e-08,6.250241368931777e-08,6.249305639900708e-08,6.248489991984345e-08,6.250749585192699e-08,4.980288095683888e-08,6.144525721594328e-08,6.258799695407579e-08,6.251180225524513e-08,6.250495930923534e-08,6.250780843683609e-08,6.250966947788654e-08
formation_BSU10270-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU26640-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU33330-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01390-MONOMER,4.80877094942701e-10,4.802591882810255e-10,4.803424778205029e-10,4.802591882810255e-10,4.813553626717256e-10,4.802594179577587e-10,4.804043110879031e-10,4.802042992991774e-10,4.801844210678098e-10,4.802593776743281e-10,4.801568283775747e-10,4.801437939898119e-10,4.803722448923412e-10,4.803034920152164e-10,4.800058191219687e-10,4.802579262591088e-10,4.808269500284386e-10,4.802406285627561e-10,4.943782837914405e-10,4.802993340434483e-10,4.79192754546015e-10,4.802394487686559e-10,4.5378554251525056e-10,4.788709380332922e-10,4.80249873945757e-10,4.802592406283559e-10,4.802122355943618e-10,4.800806372594339e-10,4.801982208658679e-10,4.803035237188142e-10,3.836311595063162e-10,4.693706564186329e-10,4.821934919399736e-10,4.803950601466974e-10,4.801844210678098e-10,4.802560259439867e-10,4.802508501213346e-10
formation_CPLX8J2-76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX-7604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX-7601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU32180-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU15590-MONOMER,1.055582364299044e-09,1.0541689490214275e-09,1.0544037695166679e-09,1.0541689490214275e-09,1.057029323194121e-09,1.054169444518007e-09,5.885856924853137e-09,1.0540244398753693e-09,1.0541938037464299e-09,1.054169331645531e-09,1.053963180582995e-09,1.0539101995454758e-09,1.0544848953149542e-09,1.054297936312139e-09,1.0535963329825173e-09,1.0541820517216604e-09,1.3280211147006358e-08,1.0541355040727055e-09,1.07616286931835e-09,1.054406630787744e-09,1.0514869507490961e-09,1.0541594963298642e-09,9.937713541888776e-10,1.0501807795176515e-09,1.0541487342357773e-09,1.054169058470459e-09,1.0540618782403022e-09,5.88463216543014e-09,1.0541718246388331e-09,1.0542594633830528e-09,8.47972937149146e-10,1.0322715909326737e-09,1.0594593208084955e-09,1.0545610867832594e-09,1.0541938037464299e-09,1.0541626816207963e-09,1.0541554725973691e-09
formation_secYEG,2.2887205321932012e-07,2.2868489275873312e-07,2.2868303582526193e-07,2.2868489275873312e-07,2.2871955861946602e-07,2.286849434834134e-07,2.2858227390956927e-07,2.2865152451669023e-07,2.2875174959332498e-07,2.2868481503822755e-07,2.2861404837594914e-07,2.285180026508158e-07,2.286097033367648e-07,2.2868139489313264e-07,2.2841171724413012e-07,2.2863922892782808e-07,2.2684567823183944e-07,2.2867262418206792e-07,2.2727589501942624e-07,2.286580155598691e-07,2.2847974446971123e-07,2.286146253309285e-07,2.2091064598347184e-07,2.284861215611417e-07,2.2868127421994332e-07,2.2868488948079407e-07,2.2864240712418354e-07,2.2876170645183425e-07,2.2859510273458757e-07,2.2867092697999e-07,1.561741694995544e-07,2.2210802137375675e-07,2.2870651099634448e-07,2.286795210513379e-07,2.2875174959332498e-07,2.286876119826149e-07,2.2868111480030203e-07
formation_BSU08180-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU40340-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU15180-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU09850-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU28850-MONOMER,2.64670719735263e-06,2.642625474698352e-06,2.6430815293781028e-06,2.642625474698352e-06,2.6491780977109495e-06,2.642626438500931e-06,2.6446164977375273e-06,2.642384302676372e-06,2.6423008163060657e-06,2.6426257552071307e-06,2.6422549888264296e-06,2.6424483854431795e-06,2.643048987823668e-06,2.6429424165158116e-06,2.640688240095515e-06,2.642691060127486e-06,2.655536470851549e-06,2.6425942551696153e-06,2.73983604126049e-06,2.6431923417707776e-06,2.6370744835647978e-06,2.6425620091435895e-06,2.5147466411677764e-06,2.6389755087418007e-06,2.642592427466229e-06,2.6426256316404486e-06,2.642391016886677e-06,2.6423595863796944e-06,2.642516996972291e-06,2.642916731030705e-06,2.2024391458987776e-06,2.6018620752163942e-06,2.6541753767602637e-06,2.6434784741237712e-06,2.6423008163060657e-06,2.642700409016137e-06,2.6425912193378216e-06
formation_BSU24740-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
