,base,6PGCt6_FWD_CPLX_dummy_s,ALAt2r_FWD_BSU27810-MONOMER_s,AMPt6_FWD_CPLX_dummy_s,ACACt2_FWD_CPLX_dummy_s,3GMPt6_FWD_CPLX_dummy_s,ARGPt6_FWD_CPLX_dummy_s,2PGt6_FWD_CPLX_dummy_s,ACNAMt2_FWD_CPLX_dummy_s,DALAt2r_FWD_BSU18120-MONOMER_s,3UMPt6_FWD_CPLX_dummy_s,CHORt2_FWD_CPLX_dummy_s,ASPt2r_FWD_BSU10220-MONOMER_s,BTDt6_RR_REV_CPLX_dummy_s,ASNt2r_FWD_CPLX_dummy_s,CITt2r_FWD_BSU38770-MONOMER_s,CMPt6_FWD_CPLX_dummy_s,DHAt_REV_CPLX_dummy_s,CO2t_REV_CPLX_dummy_s,F6Pt6_2_FWD_BSU12010-MONOMER_s,FORt2_REV_BSU27200-MONOMER_s,GMPt6_FWD_CPLX_dummy_s,GLYt2r_FWD_CPLX_dummy_s,THMDt2_FWD_BSU39410-MONOMER_s,HISt2r_FWD_BSU39390-MONOMER_s,LEUt2r_FWD_BSU29600-MONOMER_s,GSNt2_REV_BSU38710-MONOMER_s,PSER_Lt6_FWD_BSU19999-MONOMER_s,METt3_FWD_CPLX_dummy_s,UMPt6_FWD_CPLX_dummy_s,H2Ot_FWD_CPLX_dummy_s,PYRt2_REV_CPLX_dummy_s,SUCCt2r_REV_BSU07570-MONOMER_s,TYRt2r_REV_CPLX_dummy_s,PHEt2r_REV_CPLX_dummy_s,URAt2_REV_BSU15480-MONOMER_s,THMt6_REV_CPLX_dummy_s
translation_BSU15560,6.230931722945464e-08,6.221758868074407e-08,6.231038893934586e-08,6.230155198302141e-08,6.232054382408403e-08,6.23096524106935e-08,6.231067210119816e-08,6.227218717062979e-08,6.229526236545194e-08,6.230966292793593e-08,6.227410355595053e-08,6.232350721817734e-08,6.225680334640192e-08,6.230804566254345e-08,6.231080674120403e-08,6.231048996422227e-08,6.230126396815242e-08,6.221724964463871e-08,6.186040803256259e-08,6.236897582486903e-08,6.231246312520091e-08,6.116969667447293e-08,6.230520131926843e-08,6.23096524106935e-08,6.230148810262165e-08,6.231107706051535e-08,6.20868608447773e-08,6.22932333850082e-08,6.227505033921069e-08,5.219211984939986e-08,6.419025396584286e-08,6.136350454300175e-08,6.234124739265726e-08,6.230308837883782e-08,6.231067844796759e-08,6.227347390054654e-08,6.230997389266183e-08
translation_BSU15570,1.055582364299044e-09,5.892959129124428e-09,1.0555883044145212e-09,1.0554450932589398e-09,1.0584488403543212e-09,1.0555878077890356e-09,1.0558225969523754e-09,1.054169058470459e-09,1.0554000927495247e-09,1.0555881912529144e-09,1.0556049826808882e-09,1.0550937328405612e-09,1.055261321980529e-09,1.0557166340248921e-09,1.0558948980762853e-09,1.0558254849318195e-09,1.0555961080870824e-09,1.0528106603478758e-09,1.3293005779747451e-08,1.0775876122355833e-09,1.0555560297199079e-09,9.96613176009664e-10,1.055571736227299e-09,1.0555878077890354e-09,1.0554806090012195e-09,1.0555888996943488e-09,1.0516011880017129e-09,1.0557224503884534e-09,5.891964311358107e-09,1.0556991899277481e-09,8.902828198669543e-10,1.0332992512246644e-09,1.0609748814066433e-09,1.0556080077967017e-09,1.0559876112110062e-09,1.0556124964191802e-09,1.0555955315860554e-09
translation_BSU15580,1.3383141919428862e-08,1.337039616742979e-08,1.3383196188131223e-08,1.338127383864619e-08,1.339373498017682e-08,1.3383204967397929e-08,1.3383428033940887e-08,1.3372459451469571e-08,1.3379804433559173e-08,1.3383244821490328e-08,1.3382408223490905e-08,1.3379438275049473e-08,1.337808676763213e-08,1.338323834900841e-08,1.338282642316514e-08,1.3384604080444453e-08,1.3381553243962395e-08,1.3368694855378586e-08,1.3293005779747451e-08,1.3364935333554107e-08,1.3382640165495728e-08,1.3082231610640144e-08,1.3381301118903885e-08,1.3383204967397929e-08,1.3381966340695578e-08,1.3383266912588014e-08,1.3343569245046427e-08,1.337722208808605e-08,1.3379155826067975e-08,1.338285742461271e-08,8.902828198669543e-10,1.316290683546662e-08,1.340166618484458e-08,1.3382779533696065e-08,1.338340023782773e-08,1.338241403864907e-08,1.338320643316403e-08
translation_BSU15590,1.055582364299044e-09,5.892959129124428e-09,1.0555883044145212e-09,1.0554450932589398e-09,1.0584488403543212e-09,1.0555878077890356e-09,1.0558225969523754e-09,1.054169058470459e-09,1.0554000927495247e-09,1.0555881912529144e-09,1.0556049826808882e-09,1.0550937328405612e-09,1.055261321980529e-09,1.0557166340248921e-09,1.0558948980762853e-09,1.0558254849318195e-09,1.0555961080870824e-09,1.0528106603478758e-09,1.3293005779747451e-08,1.0775876122355833e-09,1.0555560297199079e-09,9.96613176009664e-10,1.055571736227299e-09,1.0555878077890354e-09,1.0554806090012195e-09,1.0555888996943488e-09,1.0516011880017129e-09,1.0557224503884534e-09,5.891964311358107e-09,1.0556991899277481e-09,8.902828198669543e-10,1.0332992512246644e-09,1.0609748814066433e-09,1.0556080077967017e-09,1.0559876112110062e-09,1.0556124964191802e-09,1.0555955315860554e-09
translation_BSU15600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15680,9.977094866477329e-09,9.984229066698091e-09,9.977138221779598e-09,9.97605510473814e-09,9.996815087181534e-09,9.977134383193684e-09,9.978758996777818e-09,9.967033545495653e-09,9.975613654254843e-09,9.977135676506305e-09,9.974715200772514e-09,9.969335549650463e-09,9.97614642392764e-09,9.978055921619257e-09,9.979025991261447e-09,9.978858758938208e-09,9.977261383282641e-09,9.95363163165305e-09,1.0022763130999388e-08,1.0398233596885427e-08,9.976966143221411e-09,9.504581491699365e-09,9.976593797593495e-09,9.977134383193684e-09,9.976101062452168e-09,9.97714229542072e-09,9.958953434690357e-09,9.97862756839723e-09,9.975660593454168e-09,9.978042065797862e-09,9.790826655872608e-09,9.794053637766488e-09,1.0017863355577923e-08,9.977312703331282e-09,9.980289796198838e-09,9.974868399248883e-09,9.97708904151254e-09
transcription_TU_BSU15680,2.7703720363544565e-10,2.7743530559708564e-10,2.7703803145977554e-10,2.7702450129345455e-10,2.776055061760812e-10,2.7703792487266993e-10,2.7709055817870027e-10,2.767860056239372e-10,2.7702728519377096e-10,2.770379607844489e-10,2.7697225453494297e-10,2.768318937278135e-10,2.770857180403941e-10,2.7706953078488416e-10,2.7710850434132006e-10,2.7709934657864906e-10,2.770625116502117e-10,2.764333472657387e-10,2.7968726943725955e-10,2.9000934674465527e-10,2.770392699413168e-10,2.643918115628109e-10,2.770454775669472e-10,2.7703792487266993e-10,2.7702126492882663e-10,2.770381445737259e-10,2.7687144013013087e-10,2.77132052386541e-10,2.7703009309133376e-10,2.770751636612763e-10,2.9086385231664e-10,2.7349220057352587e-10,2.782383532926416e-10,2.770488931833376e-10,2.7714209419743464e-10,2.769765084636555e-10,2.770366658573283e-10
translation_BSU15690,5.015465058474322e-08,5.025662126574895e-08,5.015477983310144e-08,5.0153406626637565e-08,5.0224495349430806e-08,5.015475848091984e-08,5.016524672826134e-08,5.0151519158595816e-08,5.015762577804601e-08,5.015476854178531e-08,5.01358546480716e-08,5.012278538577354e-08,5.0176076113680546e-08,5.015955215935932e-08,5.017070716896289e-08,5.016631639008261e-08,5.016187038935461e-08,5.006137482491368e-08,5.087026297969608e-08,5.323161486246394e-08,5.015542232047128e-08,4.787522175582217e-08,5.0160451896010016e-08,5.015475848091984e-08,5.015307881235171e-08,5.0154803140200935e-08,5.015685845847145e-08,5.018944247002857e-08,5.015558127444496e-08,5.0160502465909204e-08,6.188785016899001e-08,4.955550783554069e-08,5.035433765695618e-08,5.015694677260656e-08,5.0177102026261296e-08,5.0136961983376775e-08,5.015400079606481e-08
transcription_TU_BSU15690,1.3926603217932531e-09,1.3964985164098568e-09,1.3926620203506106e-09,1.3927070683794907e-09,1.3947038464075363e-09,1.3926614274585182e-09,1.3929904732236366e-09,1.3927151544657302e-09,1.3928998638725972e-09,1.3926617068214278e-09,1.3921440778416553e-09,1.3918265192451025e-09,1.3936317178607487e-09,1.3928247837398638e-09,1.3931950510512907e-09,1.393050430691615e-09,1.3929647891588429e-09,1.3903099816923222e-09,1.41954516557829e-09,1.4846431087151457e-09,1.3927101068396828e-09,1.331759490941034e-09,1.3929329621354412e-09,1.3926614274585182e-09,1.3926752792195283e-09,1.3926626675254637e-09,1.3944237941134525e-09,1.3938894005730817e-09,1.39285065077563e-09,1.3928814228708422e-09,1.8385514466186942e-09,1.3838034168221452e-09,1.3985525149943396e-09,1.3927524376545371e-09,1.3933650645708506e-09,1.3921748257026044e-09,1.392640388607894e-09
translation_BSU15700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU15700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15720,4.80877094942701e-10,4.810040595960521e-10,4.808798372120166e-10,4.80825495800832e-10,4.819760164664739e-10,4.808796070434377e-10,4.809628783866153e-10,4.802592406283559e-10,4.80784961250504e-10,4.80879796806296e-10,4.808054575188357e-10,4.806605368132734e-10,4.80734525029727e-10,4.80923831979998e-10,4.809888674870706e-10,4.80919723437887e-10,4.808763009545434e-10,4.797697389379243e-10,4.815657830319609e-10,4.950068098777889e-10,4.808617727971127e-10,4.5504724138368545e-10,4.808570405148827e-10,4.808796070434377e-10,4.808325969497826e-10,4.808801187397442e-10,4.794900737694793e-10,4.808763851908453e-10,4.807007830324334e-10,4.80933601167436e-10,4.14427749603296e-10,4.698338486516943e-10,4.8285652410441e-10,4.808884826866396e-10,4.810187188177455e-10,4.808051048561324e-10,4.80881043058307e-10
transcription_TU_BSU15720,1.3352669034237584e-11,1.3365829988073608e-11,1.3352727055449364e-11,1.3352015579799651e-11,1.3384182346982833e-11,1.3352720664293046e-11,1.3355395443302628e-11,1.3336870621608553e-11,1.335161496760758e-11,1.3352725933492244e-11,1.3350734219597875e-11,1.334714495099036e-11,1.3352317156771101e-11,1.335423869305621e-11,1.3356624763868246e-11,1.3354487155363124e-11,1.3353643912623814e-11,1.3324217708606763e-11,1.3438192357759028e-11,1.3805864258503745e-11,1.3352515440669376e-11,1.2658186433686035e-11,1.3353181570147623e-11,1.3352720664293046e-11,1.3351995272720315e-11,1.3352734872709759e-11,1.3330427551776788e-11,1.3355169201245687e-11,1.334934979242725e-11,1.3354800007351842e-11,1.2311733829362466e-11,1.311978654846166e-11,1.341096393260489e-11,1.3353257117867485e-11,1.3357381178659813e-11,1.3350724427059235e-11,1.3352760538525885e-11
translation_BSU15730,4.80877094942701e-10,4.810040595960521e-10,4.808798372120166e-10,4.80825495800832e-10,4.819760164664739e-10,4.808796070434377e-10,4.809628783866153e-10,4.802592406283559e-10,4.80784961250504e-10,4.80879796806296e-10,4.808054575188357e-10,4.806605368132734e-10,4.80734525029727e-10,4.80923831979998e-10,4.809888674870706e-10,4.80919723437887e-10,4.808763009545434e-10,4.797697389379243e-10,4.815657830319609e-10,4.950068098777889e-10,4.808617727971127e-10,4.5504724138368545e-10,4.808570405148827e-10,4.808796070434377e-10,4.808325969497826e-10,4.808801187397442e-10,4.794900737694793e-10,4.808763851908453e-10,4.807007830324334e-10,4.80933601167436e-10,4.14427749603296e-10,4.698338486516943e-10,4.8285652410441e-10,4.808884826866396e-10,4.810187188177455e-10,4.808051048561324e-10,4.80881043058307e-10
transcription_TU_BSU15730,1.3352669034237584e-11,1.3365829988073608e-11,1.3352727055449364e-11,1.3352015579799651e-11,1.3384182346982833e-11,1.3352720664293046e-11,1.3355395443302628e-11,1.3336870621608553e-11,1.335161496760758e-11,1.3352725933492244e-11,1.3350734219597875e-11,1.334714495099036e-11,1.3352317156771101e-11,1.335423869305621e-11,1.3356624763868246e-11,1.3354487155363124e-11,1.3353643912623814e-11,1.3324217708606763e-11,1.3438192357759028e-11,1.3805864258503745e-11,1.3352515440669376e-11,1.2658186433686035e-11,1.3353181570147623e-11,1.3352720664293046e-11,1.3351995272720315e-11,1.3352734872709759e-11,1.3330427551776788e-11,1.3355169201245687e-11,1.334934979242725e-11,1.3354800007351842e-11,1.2311733829362466e-11,1.311978654846166e-11,1.341096393260489e-11,1.3353257117867485e-11,1.3357381178659813e-11,1.3350724427059235e-11,1.3352760538525885e-11
translation_BSU15750,1.2296773380336688e-12,1.2294002736520061e-12,1.2296840941498378e-12,1.2294794994224355e-12,1.2326071398232037e-12,1.2296836447921823e-12,1.229852312511912e-12,1.2276194645682141e-12,1.2293588831031944e-12,1.2296837762321536e-12,1.2295063633201431e-12,1.2288293978944178e-12,1.2290812488294182e-12,1.2297962122999317e-12,1.229762918410028e-12,1.2298693039154704e-12,1.2295857465738433e-12,1.226661495385903e-12,1.228074496622989e-12,1.2676213908989758e-12,1.2296367980067243e-12,1.1689692423441663e-12,1.2295150698431715e-12,1.2296836447921823e-12,1.2295056007581732e-12,1.2296845661170375e-12,1.2259983484612525e-12,1.2295037275685033e-12,1.2293700776747789e-12,1.229765388226103e-12,1.0092391100344153e-12,1.2012948720482662e-12,1.2347664751589883e-12,1.2297082859553812e-12,1.2299965346416695e-12,1.229524770181071e-12,1.229683932136813e-12
transcription_TU_BSU15750,3.414484633671799e-14,3.416178037816034e-14,3.414498758942763e-14,3.4141345612281136e-14,3.4228754456570105e-14,3.4144975111985944e-14,3.4150585645101804e-14,3.409117532042329e-14,3.4139850010095844e-14,3.414497876171697e-14,3.4140237847338737e-14,3.4122551858478434e-14,3.413751622019635e-14,3.4148842437803665e-14,3.4149401285600015e-14,3.415179919115089e-14,3.414485219419644e-14,3.4066977328475555e-14,3.426967175984454e-14,3.535427898102586e-14,3.414441583970016e-14,3.2517570175446135e-14,3.414307494233406e-14,3.4144975111985944e-14,3.414151426763767e-14,3.414500069467494e-14,3.408429716653083e-14,3.414646844993843e-14,3.414034628297411e-14,3.4148728173403864e-14,2.9982266643149415e-14,3.3545331713038934e-14,3.4294677273463033e-14,3.414640090899088e-14,3.415570313359148e-14,3.414074895865044e-14,3.4144983090765944e-14
translation_BSU15790,2.2510786679194515e-07,1.2447567428605943e-07,2.251092392106388e-07,2.2131659023471515e-07,3.1783317510334465e-07,2.2510887550378376e-07,2.2507215992912983e-07,2.255114911440042e-07,2.251602919140331e-07,2.251092429780943e-07,1.8701433764745122e-07,2.5641930082319513e-07,2.124597330182796e-07,2.300035125165094e-07,2.250815592591495e-07,2.250691011357685e-07,2.2515772974059217e-07,1.7111574671954262e-07,2.2448591258746366e-07,2.1668718748786028e-07,2.2570472619454773e-07,3.563147820284654e-08,2.25132670324936e-07,2.2510887550378376e-07,2.2513737036104796e-07,2.2510939429020967e-07,1.709385277973577e-07,2.2509689838831576e-07,1.9134161403586615e-07,2.2140148147498625e-07,5.063464422802909e-08,4.189880742037584e-07,3.483187033184926e-07,2.2510557809269427e-07,2.3258623680156144e-07,1.8628646987193107e-07,2.251046762908673e-07
transcription_TU_BSU15790,6.250642573512969e-09,3.4588496021332767e-09,6.2506721975832675e-09,6.1457276843449345e-09,8.826034960599728e-09,6.250662098431696e-09,6.249812270783002e-09,6.262487687146917e-09,6.252802741190452e-09,6.250672302195274e-09,5.192908437582462e-09,7.1203381892122005e-09,5.901031838991724e-09,6.3867115791312144e-09,6.25031083151139e-09,6.249863072157701e-09,6.2524939182121875e-09,4.7522452493757604e-09,6.2643256253885506e-09,6.043460084423743e-09,6.267343365670941e-09,9.911715817196959e-10,6.251831981085473e-09,6.250662098431696e-09,6.251724870240734e-09,6.25067650372177e-09,4.752306221266145e-09,6.251517556759398e-09,5.313671676378451e-09,6.147984876191799e-09,1.5042435331048609e-09,1.1699953325371172e-08,9.674280731569687e-09,6.25070628879392e-09,6.458673852660635e-09,5.17269741654263e-09,6.250545497693669e-09
translation_BSU15820,2.64670719735263e-06,2.648578236681449e-06,2.6467170955366283e-06,2.646481026184776e-06,2.653269202318297e-06,2.64671612835929e-06,2.64717204510375e-06,2.6426256316404486e-06,2.6464071253883317e-06,2.646716411264811e-06,2.646353126670193e-06,2.64500741660944e-06,2.646348107919136e-06,2.6470327168270437e-06,2.6471096694147813e-06,2.6472829307500334e-06,2.6467654515305403e-06,2.6408044159302686e-06,2.6602222062716463e-06,2.7439884112847313e-06,2.646689590994138e-06,2.5218950782604466e-06,2.6466318899574214e-06,2.64671612835929e-06,2.6464814897784873e-06,2.6467181113777387e-06,2.642957180785396e-06,2.6469790223275355e-06,2.646449798080488e-06,2.6470406761089348e-06,2.3684136729143095e-06,2.6045122414570285e-06,2.6585143784333877e-06,2.6468434627796105e-06,2.647593955597763e-06,2.646392745053165e-06,2.646716746827033e-06
translation_BSU15850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU15850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU15860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU15920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15980,2.2887205321932012e-07,2.2877776652354705e-07,2.2887302495829583e-07,2.28839794096682e-07,2.2890760249297128e-07,2.288729741050084e-07,2.2887110759431916e-07,2.2868488948079407e-07,2.2880422045747028e-07,2.2887289643267569e-07,2.2893289581561032e-07,2.2860995286966264e-07,2.286969528566163e-07,2.2886946796187006e-07,2.2879672156846827e-07,2.2884607660471736e-07,2.288267219117614e-07,2.2863195243858237e-07,2.2707089708831283e-07,2.274597532976903e-07,2.2886131272623376e-07,2.2130613498447476e-07,2.288020344205217e-07,2.288729741050084e-07,2.2883047174718744e-07,2.2887304878740207e-07,2.286751877536201e-07,2.2880091012753352e-07,2.289499399822197e-07,2.2886260761170939e-07,1.916569703670092e-07,2.2226231327791316e-07,2.2890797037973236e-07,2.2888000526960584e-07,2.2886843779744553e-07,2.2893955254736683e-07,2.288728926602435e-07
translation_BSU15990,2.64670719735263e-06,2.648578236681449e-06,2.6467170955366283e-06,2.646481026184776e-06,2.653269202318297e-06,2.64671612835929e-06,2.64717204510375e-06,2.6426256316404486e-06,2.6464071253883317e-06,2.646716411264811e-06,2.646353126670193e-06,2.64500741660944e-06,2.646348107919136e-06,2.6470327168270437e-06,2.6471096694147813e-06,2.6472829307500334e-06,2.6467654515305403e-06,2.6408044159302686e-06,2.6602222062716463e-06,2.7439884112847313e-06,2.646689590994138e-06,2.5218950782604466e-06,2.6466318899574214e-06,2.64671612835929e-06,2.6464814897784873e-06,2.6467181113777387e-06,2.642957180785396e-06,2.6469790223275355e-06,2.646449798080488e-06,2.6470406761089348e-06,2.3684136729143095e-06,2.6045122414570285e-06,2.6585143784333877e-06,2.6468434627796105e-06,2.647593955597763e-06,2.646392745053165e-06,2.646716746827033e-06
translation_BSU16020,1.2296773380336688e-12,1.2294002736520061e-12,1.2296840941498378e-12,1.2294794994224355e-12,1.2326071398232037e-12,1.2296836447921823e-12,1.229852312511912e-12,1.2276194645682141e-12,1.2293588831031944e-12,1.2296837762321536e-12,1.2295063633201431e-12,1.2288293978944178e-12,1.2290812488294182e-12,1.2297962122999317e-12,1.229762918410028e-12,1.2298693039154704e-12,1.2295857465738433e-12,1.226661495385903e-12,1.228074496622989e-12,1.2676213908989758e-12,1.2296367980067243e-12,1.1689692423441663e-12,1.2295150698431715e-12,1.2296836447921823e-12,1.2295056007581732e-12,1.2296845661170375e-12,1.2259983484612525e-12,1.2295037275685033e-12,1.2293700776747789e-12,1.229765388226103e-12,1.0092391100344153e-12,1.2012948720482662e-12,1.2347664751589883e-12,1.2297082859553812e-12,1.2299965346416695e-12,1.229524770181071e-12,1.229683932136813e-12
transcription_TU_BSU16020,3.414484633671799e-14,3.416178037816034e-14,3.414498758942763e-14,3.4141345612281136e-14,3.4228754456570105e-14,3.4144975111985944e-14,3.4150585645101804e-14,3.409117532042329e-14,3.4139850010095844e-14,3.414497876171697e-14,3.4140237847338737e-14,3.4122551858478434e-14,3.413751622019635e-14,3.4148842437803665e-14,3.4149401285600015e-14,3.415179919115089e-14,3.414485219419644e-14,3.4066977328475555e-14,3.426967175984454e-14,3.535427898102586e-14,3.414441583970016e-14,3.2517570175446135e-14,3.414307494233406e-14,3.4144975111985944e-14,3.414151426763767e-14,3.414500069467494e-14,3.408429716653083e-14,3.414646844993843e-14,3.414034628297411e-14,3.4148728173403864e-14,2.9982266643149415e-14,3.3545331713038934e-14,3.4294677273463033e-14,3.414640090899088e-14,3.415570313359148e-14,3.414074895865044e-14,3.4144983090765944e-14
translation_BSU16040,2.64670719735263e-06,2.648578236681449e-06,2.6467170955366283e-06,2.646481026184776e-06,2.653269202318297e-06,2.64671612835929e-06,2.64717204510375e-06,2.6426256316404486e-06,2.6464071253883317e-06,2.646716411264811e-06,2.646353126670193e-06,2.64500741660944e-06,2.646348107919136e-06,2.6470327168270437e-06,2.6471096694147813e-06,2.6472829307500334e-06,2.6467654515305403e-06,2.6408044159302686e-06,2.6602222062716463e-06,2.7439884112847313e-06,2.646689590994138e-06,2.5218950782604466e-06,2.6466318899574214e-06,2.64671612835929e-06,2.6464814897784873e-06,2.6467181113777387e-06,2.642957180785396e-06,2.6469790223275355e-06,2.646449798080488e-06,2.6470406761089348e-06,2.3684136729143095e-06,2.6045122414570285e-06,2.6585143784333877e-06,2.6468434627796105e-06,2.647593955597763e-06,2.646392745053165e-06,2.646716746827033e-06
transcription_TU_BSU16040,7.349197041916755e-08,7.359698055630834e-08,7.349214551100161e-08,7.348997963265274e-08,7.367968032893182e-08,7.34921186551137e-08,7.350677371902677e-08,7.33861072707787e-08,7.349191807875243e-08,7.349212651063167e-08,7.348243804822345e-08,7.344746381716239e-08,7.350185477519517e-08,7.350250575710211e-08,7.350783553037424e-08,7.351144935913485e-08,7.349907510479463e-08,7.334070931942981e-08,7.423404855965008e-08,7.653052599914176e-08,7.349297787769652e-08,7.015231642707519e-08,7.349576526549911e-08,7.34921186551137e-08,7.348879540409901e-08,7.349217371815033e-08,7.347753613320062e-08,7.351338889578126e-08,7.349350221526734e-08,7.350432316425517e-08,7.036034330870927e-08,7.27292100576254e-08,7.383816654359263e-08,7.349725057207073e-08,7.35208845056081e-08,7.348353814909169e-08,7.349213582828323e-08
translation_BSU16090,3.8370431832705315e-07,3.4681813367074044e-07,3.837064373577695e-07,3.809080236098205e-07,4.294264799671225e-07,3.8370606655404966e-07,3.8364931154607665e-07,3.8444483913011585e-07,3.8383206409301225e-07,3.837068029731012e-07,3.8436576112261625e-07,3.8396224613978283e-07,3.967416022430816e-07,3.873582249342965e-07,3.8367555561484864e-07,3.8364150551904307e-07,3.837754912871941e-07,3.7006056213995826e-07,4.980359894327185e-07,3.7196014866664734e-07,3.840189511520211e-07,1.5965530892686868e-07,3.868851183883845e-07,3.8370606655404966e-07,3.837680662783276e-07,3.8370689354626366e-07,3.559121595713017e-07,3.8378539828683707e-07,3.7902705889675785e-07,3.847794224267062e-07,1.1940479111752372e-07,3.793263440145231e-07,4.851951438859812e-07,3.837095011425408e-07,3.9115602782661803e-07,3.837959968293123e-07,3.8370748742899707e-07
