Complex	Complex_compartment	Protein	Protein_compartment	translocase_pathway
BSU15250-MONOMER	Inner_Membrane	BSU15250(1)	Inner_Membrane	s
BSU38490-MONOMER	Inner_Membrane	BSU38490(1)	Inner_Membrane	s
BSU04359-MONOMER	Inner_Membrane	BSU04359(1)	Inner_Membrane	s
BSU12360-MONOMER	Inner_Membrane	BSU12360(1)	Inner_Membrane	s
BSU33380-MONOMER	Inner_Membrane	BSU33380(1)	Inner_Membrane	s
BSU35840-MONOMER	Inner_Membrane	BSU35840(1)	Inner_Membrane	s
BSU33780-MONOMER	Inner_Membrane	BSU33780(1)	Inner_Membrane	s
BSU37530-MONOMER	Inner_Membrane	BSU37530(1)	Inner_Membrane	s
BSU21430-MONOMER	Inner_Membrane	BSU21430(1)	Inner_Membrane	s
BSU30620-MONOMER	Inner_Membrane	BSU30620(1)	Inner_Membrane	s
BSU34250-MONOMER	Inner_Membrane	BSU34250(1)	Inner_Membrane	s
BSU40760-MONOMER	Inner_Membrane	BSU40760(1)	Inner_Membrane	s
BSU24480-MONOMER	Inner_Membrane	BSU24480(1)	Inner_Membrane	s
BSU25190-MONOMER	Inner_Membrane	BSU25190(1)	Inner_Membrane	s
BSU31321-MONOMER	Inner_Membrane	BSU31321(1)	Inner_Membrane	s
BSU33130-MONOMER	Inner_Membrane	BSU33130(1)	Inner_Membrane	s
BSU10180-MONOMER	Inner_Membrane	BSU10180(1)	Inner_Membrane	s
BSU17030-MONOMER	Outer_Membrane	BSU17030(1)	Outer_Membrane	s
BSU17070-MONOMER	Inner_Membrane	BSU17070(1)	Inner_Membrane	s
BSU19580-MONOMER	Inner_Membrane	BSU19580(1)	Inner_Membrane	s
BSU20999-MONOMER	Inner_Membrane	BSU20999(1)	Inner_Membrane	s
BSU34990-MONOMER	Inner_Membrane	BSU34990(1)	Inner_Membrane	s
BSU30595-MONOMER	Inner_Membrane	BSU30595(1)	Inner_Membrane	s
BSU29240-MONOMER	Inner_Membrane	BSU29240(1)	Inner_Membrane	s
BSU03700-MONOMER	Inner_Membrane	BSU03700(1)	Inner_Membrane	s
BSU03250-MONOMER	Inner_Membrane	BSU03250(1)	Inner_Membrane	s
BSU26440-MONOMER	Inner_Membrane	BSU26440(1)	Inner_Membrane	s
BSU35100-MONOMER	Inner_Membrane	BSU35100(1)	Inner_Membrane	s
BSU09050-MONOMER	Inner_Membrane	BSU09050(1)	Inner_Membrane	s
BSU15050-MONOMER	Inner_Membrane	BSU15050(1)	Inner_Membrane	s
BSU07050-MONOMER	Inner_Membrane	BSU07050(1)	Inner_Membrane	s
BSU29340-MONOMER	Inner_Membrane	BSU29340(1)	Inner_Membrane	s
BSU31010-MONOMER	Inner_Membrane	BSU31010(1)	Inner_Membrane	s
BSU05450-MONOMER	Inner_Membrane	BSU05450(1)	Inner_Membrane	s
BSU03440-MONOMER	Inner_Membrane	BSU03440(1)	Inner_Membrane	s
BSU06160-MONOMER	Inner_Membrane	BSU06160(1)	Inner_Membrane	s
BSU02600-MONOMER	Inner_Membrane	BSU02600(1)	Inner_Membrane	s
BSU15320-MONOMER	Inner_Membrane	BSU15320(1)	Inner_Membrane	s
BSU38260-MONOMER	Inner_Membrane	BSU38260(1)	Inner_Membrane	t
BSU36350-MONOMER	Inner_Membrane	BSU36350(1)	Inner_Membrane	s
BSU30135-MONOMER	Inner_Membrane	BSU30135(1)	Inner_Membrane	s
BSU06400-MONOMER	Inner_Membrane	BSU06400(1)	Inner_Membrane	s
BSU14510-MONOMER	Inner_Membrane	BSU14510(1)	Inner_Membrane	s
BSU05800-MONOMER	Inner_Membrane	BSU05800(1)	Inner_Membrane	s
BSU35280-MONOMER	Inner_Membrane	BSU35280(1)	Inner_Membrane	s
BSU01750-MONOMER	Inner_Membrane	BSU01750(1)	Inner_Membrane	s
BSU26710-MONOMER	Inner_Membrane	BSU26710(1)	Inner_Membrane	s
BSU34160-MONOMER	Inner_Membrane	BSU34160(1)	Inner_Membrane	s
BSU21710-MONOMER	Inner_Membrane	BSU21710(1)	Inner_Membrane	s
BSU23100-MONOMER	Inner_Membrane	BSU23100(1)	Inner_Membrane	s
BSU26950-MONOMER	Outer_Membrane	BSU26950(1)	Outer_Membrane	s
BSU11940-MONOMER	Inner_Membrane	BSU11940(1)	Inner_Membrane	s
BSU19800-MONOMER	Inner_Membrane	BSU19800(1)	Inner_Membrane	s
BSU06550-MONOMER	Inner_Membrane	BSU06550(1)	Inner_Membrane	s
BSU36780-MONOMER	Inner_Membrane	BSU36780(1)	Inner_Membrane	s
BSU21720-MONOMER	Inner_Membrane	BSU21720(1)	Inner_Membrane	s
BSU35780-MONOMER	Outer_Membrane	BSU35780(1)	Outer_Membrane	s
BSU17230-MONOMER	Inner_Membrane	BSU17230(1)	Inner_Membrane	s
BSU32430-MONOMER	Inner_Membrane	BSU32430(1)	Inner_Membrane	s
BSU09130-MONOMER	Inner_Membrane	BSU09130(1)	Inner_Membrane	s
BSU03240-MONOMER	Inner_Membrane	BSU03240(1)	Inner_Membrane	s
BSU03950-MONOMER	Inner_Membrane	BSU03950(1)	Inner_Membrane	s
BSU18670-MONOMER	Outer_Membrane	BSU18670(1)	Outer_Membrane	s
BSU40840-MONOMER	Inner_Membrane	BSU40840(1)	Inner_Membrane	s
BSU03420-MONOMER	Inner_Membrane	BSU03420(1)	Inner_Membrane	s
BSU19610-MONOMER	Inner_Membrane	BSU19610(1)	Inner_Membrane	s
BSU24370-MONOMER	Inner_Membrane	BSU24370(1)	Inner_Membrane	s
BSU24400-MONOMER	Inner_Membrane	BSU24400(1)	Inner_Membrane	s
BSU39240-MONOMER	Inner_Membrane	BSU39240(1)	Inner_Membrane	s
BSU22850-MONOMER	Inner_Membrane	BSU22850(1)	Inner_Membrane	s
BSU27420-MONOMER	Inner_Membrane	BSU27420(1)	Inner_Membrane	s
BSU17750-MONOMER	Inner_Membrane	BSU17750(1)	Inner_Membrane	s
BSU03600-MONOMER	Inner_Membrane	BSU03600(1)	Inner_Membrane	s
BSU12930-MONOMER	Inner_Membrane	BSU12930(1)	Inner_Membrane	s
BSU22380-MONOMER	Inner_Membrane	BSU22380(1)	Inner_Membrane	s
BSU18150-MONOMER	Inner_Membrane	BSU18150(1)	Inner_Membrane	s
BSU31480-MONOMER	Inner_Membrane	BSU31480(1)	Inner_Membrane	s
BSU07860-MONOMER	Inner_Membrane	BSU07860(1)	Inner_Membrane	s
BSU20930-MONOMER	Inner_Membrane	BSU20930(1)	Inner_Membrane	s
BSU21920-MONOMER	Inner_Membrane	BSU21920(1)	Inner_Membrane	s
BSU15190-MONOMER	Inner_Membrane	BSU15190(1)	Inner_Membrane	s
BSU25590-MONOMER	Inner_Membrane	BSU25590(1)	Inner_Membrane	s
BSU13220-MONOMER	Inner_Membrane	BSU13220(1)	Inner_Membrane	s
BSU23530-MONOMER	Inner_Membrane	BSU23530(1)	Inner_Membrane	s
BSU09770-MONOMER	Inner_Membrane	BSU09770(1)	Inner_Membrane	s
BSU40770-MONOMER	Inner_Membrane	BSU40770(1)	Inner_Membrane	s
BSU28730-MONOMER	Inner_Membrane	BSU28730(1)	Inner_Membrane	s
BSU07340-MONOMER	Inner_Membrane	BSU07340(1)	Inner_Membrane	s
BSU33560-MONOMER	Inner_Membrane	BSU33560(1)	Inner_Membrane	s
BSU04500-MONOMER	Inner_Membrane	BSU04500(1)	Inner_Membrane	s
BSU37220-MONOMER	Inner_Membrane	BSU37220(1)	Inner_Membrane	s
BSU02380-MONOMER	Inner_Membrane	BSU02380(1)	Inner_Membrane	s
BSU25040-MONOMER	Inner_Membrane	BSU25040(1)	Inner_Membrane	s
BSU08000-MONOMER	Inner_Membrane	BSU08000(1)	Inner_Membrane	s
BSU30270-MONOMER	Inner_Membrane	BSU30270(1)	Inner_Membrane	s
BSU24690-MONOMER	Inner_Membrane	BSU24690(1)	Inner_Membrane	s
BSU30110-MONOMER	Inner_Membrane	BSU30110(1)	Inner_Membrane	s
BSU31520-MONOMER	Inner_Membrane	BSU31520(1)	Inner_Membrane	s
BSU39940-MONOMER	Inner_Membrane	BSU39940(1)	Inner_Membrane	s
BSU37190-MONOMER	Inner_Membrane	BSU37190(1)	Inner_Membrane	s
BSU16310-MONOMER	Inner_Membrane	BSU16310(1)	Inner_Membrane	s
BSU05099-MONOMER	Inner_Membrane	BSU05099(1)	Inner_Membrane	s
BSU31240-MONOMER	Inner_Membrane	BSU31240(1)	Inner_Membrane	s
BSU08540-MONOMER	Inner_Membrane	BSU08540(1)	Inner_Membrane	s
BSU29530-MONOMER	Inner_Membrane	BSU29530(1)	Inner_Membrane	s
BSU15170-MONOMER	Inner_Membrane	BSU15170(1)	Inner_Membrane	s
BSU31570-MONOMER	Inner_Membrane	BSU31570(1)	Inner_Membrane	s
BSU25570-MONOMER	Inner_Membrane	BSU25570(1)	Inner_Membrane	s
BSU22990-MONOMER	Inner_Membrane	BSU22990(1)	Inner_Membrane	s
BSU27300-MONOMER	Inner_Membrane	BSU27300(1)	Inner_Membrane	s
BSU17760-MONOMER	Inner_Membrane	BSU17760(1)	Inner_Membrane	s
BSU31910-MONOMER	Inner_Membrane	BSU31910(1)	Inner_Membrane	s
BSU01630-MONOMER	Inner_Membrane	BSU01630(1)	Inner_Membrane	s
BSU13460-MONOMER	Inner_Membrane	BSU13460(1)	Inner_Membrane	s
CPLX8J2-189	Inner_Membrane	BSU28900(1)	Inner_Membrane	s
CPLX8J2-189	Inner_Membrane	BSU28910(1)	Inner_Membrane	s
BSU33770-MONOMER	Inner_Membrane	BSU33770(1)	Inner_Membrane	s
BSU04600-MONOMER	Inner_Membrane	BSU04600(1)	Inner_Membrane	s
BSU35560-MONOMER	Inner_Membrane	BSU35560(1)	Inner_Membrane	s
BSU28830-MONOMER	Inner_Membrane	BSU28830(1)	Inner_Membrane	s
BSU06650-MONOMER	Inner_Membrane	BSU06650(1)	Inner_Membrane	s
BSU20330-MONOMER	Inner_Membrane	BSU20330(1)	Inner_Membrane	s
BSU35940-MONOMER	Inner_Membrane	BSU35940(1)	Inner_Membrane	s
BSU17300-MONOMER	Inner_Membrane	BSU17300(1)	Inner_Membrane	s
BSU38140-MONOMER	Inner_Membrane	BSU38140(1)	Inner_Membrane	s
BSU39930-MONOMER	Inner_Membrane	BSU39930(1)	Inner_Membrane	s
BSU07940-MONOMER	Inner_Membrane	BSU07940(1)	Inner_Membrane	s
BSU40810-MONOMER	Inner_Membrane	BSU40810(1)	Inner_Membrane	s
BSU01360-MONOMER	Inner_Membrane	BSU01360(1)	Inner_Membrane	s
BSU18630-MONOMER	Outer_Membrane	BSU18630(1)	Outer_Membrane	s
BSU28900-MONOMER	Inner_Membrane	BSU28900(1)	Inner_Membrane	s
BSU22060-MONOMER	Inner_Membrane	BSU22060(1)	Inner_Membrane	s
BSU33870-MONOMER	Inner_Membrane	BSU33870(1)	Inner_Membrane	s
BSU02420-MONOMER	Inner_Membrane	BSU02420(1)	Inner_Membrane	s
BSU31590-MONOMER	Inner_Membrane	BSU31590(1)	Inner_Membrane	s
BSU15030-MONOMER	Inner_Membrane	BSU15030(1)	Inner_Membrane	s
BSU35090-MONOMER	Inner_Membrane	BSU35090(1)	Inner_Membrane	s
BSU25310-MONOMER	Inner_Membrane	BSU25310(1)	Inner_Membrane	s
BSU18669-MONOMER	Inner_Membrane	BSU18669(1)	Inner_Membrane	s
BSU13430-MONOMER	Inner_Membrane	BSU13430(1)	Inner_Membrane	s
BSU33050-MONOMER	Inner_Membrane	BSU33050(1)	Inner_Membrane	s
BSU19880-MONOMER	Inner_Membrane	BSU19880(1)	Inner_Membrane	s
BSU01660-MONOMER	Inner_Membrane	BSU01660(1)	Inner_Membrane	s
BSU14080-MONOMER	Inner_Membrane	BSU14080(1)	Inner_Membrane	s
BSU39390-MONOMER	Inner_Membrane	BSU39390(1)	Inner_Membrane	s
BSU07610-MONOMER	Inner_Membrane	BSU07610(1)	Inner_Membrane	s
BSU30150-MONOMER	Inner_Membrane	BSU30150(1)	Inner_Membrane	s
BSU38580-MONOMER	Inner_Membrane	BSU38580(1)	Inner_Membrane	s
BSU36990-MONOMER	Inner_Membrane	BSU36990(1)	Inner_Membrane	s
BSU33620-MONOMER	Inner_Membrane	BSU33620(1)	Inner_Membrane	s
BSU27990-MONOMER	Inner_Membrane	BSU27990(1)	Inner_Membrane	s
BSU30160-MONOMER	Inner_Membrane	BSU30160(1)	Inner_Membrane	s
BSU31580-MONOMER	Inner_Membrane	BSU31580(1)	Inner_Membrane	s
BSU24750-MONOMER	Inner_Membrane	BSU24750(1)	Inner_Membrane	s
BSU35340-MONOMER	Inner_Membrane	BSU35340(1)	Inner_Membrane	s
BSU39830-MONOMER	Inner_Membrane	BSU39830(1)	Inner_Membrane	s
BSU38410-MONOMER	Inner_Membrane	BSU38410(1)	Inner_Membrane	s
BSU35800-MONOMER	Inner_Membrane	BSU35800(1)	Inner_Membrane	s
BSU04310-MONOMER	Inner_Membrane	BSU04310(1)	Inner_Membrane	s
BSU08200-MONOMER	Inner_Membrane	BSU08200(1)	Inner_Membrane	s
BSU12100-MONOMER	Inner_Membrane	BSU12100(1)	Inner_Membrane	s
BSU09010-MONOMER	Inner_Membrane	BSU09010(1)	Inner_Membrane	s
BSU16390-MONOMER	Inner_Membrane	BSU16390(1)	Inner_Membrane	s
BSU24730-MONOMER	Inner_Membrane	BSU24730(1)	Inner_Membrane	s
BSU37630-MONOMER	Inner_Membrane	BSU37630(1)	Inner_Membrane	s
BSU32030-MONOMER	Inner_Membrane	BSU32030(1)	Inner_Membrane	s
BSU09640-MONOMER	Inner_Membrane	BSU09640(1)	Inner_Membrane	s
BSU35700-MONOMER	Inner_Membrane	BSU35700(1)	Inner_Membrane	s
BSU16950-MONOMER	Inner_Membrane	BSU16950(1)	Inner_Membrane	s
BSU02980-MONOMER	Inner_Membrane	BSU02980(1)	Inner_Membrane	s
BSU35210-MONOMER	Inner_Membrane	BSU35210(1)	Inner_Membrane	s
BSU01830-MONOMER	Inner_Membrane	BSU01830(1)	Inner_Membrane	s
BSU21650-MONOMER	Inner_Membrane	BSU21650(1)	Inner_Membrane	s
BSU04610-MONOMER	Inner_Membrane	BSU04610(1)	Inner_Membrane	s
BSU13440-MONOMER	Inner_Membrane	BSU13440(1)	Inner_Membrane	s
BSU24440-MONOMER	Inner_Membrane	BSU24440(1)	Inner_Membrane	s
BSU21980-MONOMER	Inner_Membrane	BSU21980(1)	Inner_Membrane	s
BSU21000-MONOMER	Inner_Membrane	BSU21000(1)	Inner_Membrane	s
BSU30760-MONOMER	Inner_Membrane	BSU30760(1)	Inner_Membrane	s
MONOMER8J2-14	Inner_Membrane	BSU23110(1)	Inner_Membrane	s
MONOMER8J2-16	Inner_Membrane	BSU40400(1)	Inner_Membrane	s
MONOMER8J2-10	Inner_Membrane	BSU31690(1)	Inner_Membrane	s
BSU28020-MONOMER	Inner_Membrane	BSU28020(1)	Inner_Membrane	s
BSU32600-MONOMER	Inner_Membrane	BSU32600(1)	Inner_Membrane	s
BSU38340-MONOMER	Inner_Membrane	BSU38340(1)	Inner_Membrane	s
BSU38210-MONOMER	Inner_Membrane	BSU38210(1)	Inner_Membrane	s
BSU06950-MONOMER	Inner_Membrane	BSU06950(1)	Inner_Membrane	s
BSU11360-MONOMER	Inner_Membrane	BSU11360(1)	Inner_Membrane	s
BSU40660-MONOMER	Inner_Membrane	BSU40660(1)	Inner_Membrane	s
BSU27240-MONOMER	Inner_Membrane	BSU27240(1)	Inner_Membrane	s
BSU12950-MONOMER	Inner_Membrane	BSU12950(1)	Inner_Membrane	s
BSU09190-MONOMER	Outer_Membrane	BSU09190(1)	Outer_Membrane	s
BSU24110-MONOMER	Inner_Membrane	BSU24110(1)	Inner_Membrane	s
BSU33500-MONOMER	Inner_Membrane	BSU33500(1)	Inner_Membrane	s
BSU13710-MONOMER	Inner_Membrane	BSU13710(1)	Inner_Membrane	s
BSU28870-MONOMER	Inner_Membrane	BSU28870(1)	Inner_Membrane	s
BSU10770-MONOMER	Outer_Membrane	BSU10770(1)	Outer_Membrane	s
BSU18590-MONOMER	Inner_Membrane	BSU18590(1)	Inner_Membrane	s
BSU16370-MONOMER	Inner_Membrane	BSU16370(1)	Inner_Membrane	s
BSU34410-MONOMER	Inner_Membrane	BSU34410(1)	Inner_Membrane	s
BSU03220-MONOMER	Inner_Membrane	BSU03220(1)	Inner_Membrane	s
BSU36450-MONOMER	Inner_Membrane	BSU36450(1)	Inner_Membrane	s
BSU00890-MONOMER	Outer_Membrane	BSU00890(1)	Outer_Membrane	s
BSU34610-MONOMER	Inner_Membrane	BSU34610(1)	Inner_Membrane	s
BSU09590-MONOMER	Inner_Membrane	BSU09590(1)	Inner_Membrane	s
BSU15310-MONOMER	Inner_Membrane	BSU15310(1)	Inner_Membrane	s
BSU38240-MONOMER	Inner_Membrane	BSU38240(1)	Inner_Membrane	s
BSU19510-MONOMER	Inner_Membrane	BSU19510(1)	Inner_Membrane	s
BSU39500-MONOMER	Inner_Membrane	BSU39500(1)	Inner_Membrane	s
BSU29070-MONOMER	Inner_Membrane	BSU29070(1)	Inner_Membrane	s
BSU34710-MONOMER	Inner_Membrane	BSU34710(1)	Inner_Membrane	s
BSU00100-MONOMER	Outer_Membrane	BSU00100(1)	Outer_Membrane	s
BSU26890-MONOMER	Outer_Membrane	BSU26890(1)	Outer_Membrane	s
BSU19340-MONOMER	Inner_Membrane	BSU19340(1)	Inner_Membrane	s
BSU06000-MONOMER	Inner_Membrane	BSU06000(1)	Inner_Membrane	s
BSU18170-MONOMER	Inner_Membrane	BSU18170(1)	Inner_Membrane	s
BSU05650-MONOMER	Inner_Membrane	BSU05650(1)	Inner_Membrane	s
BSU08220-MONOMER	Inner_Membrane	BSU08220(1)	Inner_Membrane	s
BSU35300-MONOMER	Inner_Membrane	BSU35300(1)	Inner_Membrane	s
BSU33810-MONOMER	Inner_Membrane	BSU33810(1)	Inner_Membrane	s
BSU04370-MONOMER	Inner_Membrane	BSU04370(1)	Inner_Membrane	s
BSU34120-MONOMER	Inner_Membrane	BSU34120(1)	Inner_Membrane	s
BSU29350-MONOMER	Inner_Membrane	BSU29350(1)	Inner_Membrane	s
BSU28099-MONOMER	Inner_Membrane	BSU28099(1)	Inner_Membrane	s
BSU02670-MONOMER	Inner_Membrane	BSU02670(1)	Inner_Membrane	s
BSU39060-MONOMER	Inner_Membrane	BSU39060(1)	Inner_Membrane	s
BSU17710-MONOMER	Inner_Membrane	BSU17710(1)	Inner_Membrane	s
BSU13680-MONOMER	Inner_Membrane	BSU13680(1)	Inner_Membrane	s
BSU25390-MONOMER	Inner_Membrane	BSU25390(1)	Inner_Membrane	s
BSU20190-MONOMER	Inner_Membrane	BSU20190(1)	Inner_Membrane	s
BSU32590-MONOMER	Inner_Membrane	BSU32590(1)	Inner_Membrane	s
BSU32380-MONOMER	Inner_Membrane	BSU32380(1)	Inner_Membrane	s
BSU27450-MONOMER	Inner_Membrane	BSU27450(1)	Inner_Membrane	s
BSU07200-MONOMER	Inner_Membrane	BSU07200(1)	Inner_Membrane	s
BSU31690-MONOMER	Inner_Membrane	BSU31690(1)	Inner_Membrane	s
BSU34590-MONOMER	Inner_Membrane	BSU34590(1)	Inner_Membrane	s
BSU18100-MONOMER	Inner_Membrane	BSU18100(1)	Inner_Membrane	s
BSU00600-MONOMER	Inner_Membrane	BSU00600(1)	Inner_Membrane	s
BSU38230-MONOMER	Inner_Membrane	BSU38230(1)	Inner_Membrane	s
BSU03390-MONOMER	Inner_Membrane	BSU03390(1)	Inner_Membrane	s
BSU19980-MONOMER	Inner_Membrane	BSU19980(1)	Inner_Membrane	s
BSU27729-MONOMER	Inner_Membrane	BSU27729(1)	Inner_Membrane	s
BSU02590-MONOMER	Inner_Membrane	BSU02590(1)	Inner_Membrane	s
BSU35950-MONOMER	Inner_Membrane	BSU35950(1)	Inner_Membrane	s
BSU13630-MONOMER	Inner_Membrane	BSU13630(1)	Inner_Membrane	s
BSU35410-MONOMER	Inner_Membrane	BSU35410(1)	Inner_Membrane	t
BSU15220-MONOMER	Inner_Membrane	BSU15220(1)	Inner_Membrane	s
BSU07520-MONOMER	Inner_Membrane	BSU07520(1)	Inner_Membrane	s
BSU39810-MONOMER	Inner_Membrane	BSU39810(1)	Inner_Membrane	s
BSU23130-MONOMER	Inner_Membrane	BSU23130(1)	Inner_Membrane	s
BSU29780-MONOMER	Inner_Membrane	BSU29780(1)	Inner_Membrane	s
BSU25750-MONOMER	Inner_Membrane	BSU25750(1)	Inner_Membrane	s
BSU37280-MONOMER	Inner_Membrane	BSU37280(1)	Inner_Membrane	s
BSU16960-MONOMER	Inner_Membrane	BSU16960(1)	Inner_Membrane	s
BSU07100-MONOMER	Inner_Membrane	BSU07100(1)	Inner_Membrane	s
BSU14960-MONOMER	Inner_Membrane	BSU14960(1)	Inner_Membrane	s
BSU39560-MONOMER	Inner_Membrane	BSU39560(1)	Inner_Membrane	s
BSU23140-MONOMER	Inner_Membrane	BSU23140(1)	Inner_Membrane	s
BSU11570-MONOMER	Inner_Membrane	BSU11570(1)	Inner_Membrane	s
BSU10080-MONOMER	Inner_Membrane	BSU10080(1)	Inner_Membrane	s
BSU05760-MONOMER	Inner_Membrane	BSU05760(1)	Inner_Membrane	s
BSU40530-MONOMER	Outer_Membrane	BSU40530(1)	Outer_Membrane	s
BSU33460-MONOMER	Inner_Membrane	BSU33460(1)	Inner_Membrane	s
BSU23150-MONOMER	Inner_Membrane	BSU23150(1)	Inner_Membrane	s
BSU24970-MONOMER	Inner_Membrane	BSU24970(1)	Inner_Membrane	s
BSU11270-MONOMER	Inner_Membrane	BSU11270(1)	Inner_Membrane	s
BSU13490-MONOMER	Inner_Membrane	BSU13490(1)	Inner_Membrane	s
BSU33820-MONOMER	Inner_Membrane	BSU33820(1)	Inner_Membrane	s
BSU40330-MONOMER	Inner_Membrane	BSU40330(1)	Inner_Membrane	s
BSU28600-MONOMER	Inner_Membrane	BSU28600(1)	Inner_Membrane	s
BSU35640-MONOMER	Inner_Membrane	BSU35640(1)	Inner_Membrane	s
BSU32540-MONOMER	Inner_Membrane	BSU32540(1)	Inner_Membrane	s
BSU18849-MONOMER	Inner_Membrane	BSU18849(1)	Inner_Membrane	s
BSU31875-MONOMER	Inner_Membrane	BSU31875(1)	Inner_Membrane	s
BSU15160-MONOMER	Inner_Membrane	BSU15160(1)	Inner_Membrane	s
BSU02700-MONOMER	Inner_Membrane	BSU02700(1)	Inner_Membrane	s
BSU39650-MONOMER	Inner_Membrane	BSU39650(1)	Inner_Membrane	s
BSU27370-MONOMER	Inner_Membrane	BSU27370(1)	Inner_Membrane	s
BSU16560-MONOMER	Inner_Membrane	BSU16560(1)	Inner_Membrane	s
BSU26050-MONOMER	Inner_Membrane	BSU26050(1)	Inner_Membrane	s
BSU11780-MONOMER	Outer_Membrane	BSU11780(1)	Outer_Membrane	s
BSU11400-MONOMER	Inner_Membrane	BSU11400(1)	Inner_Membrane	s
BSU17690-MONOMER	Inner_Membrane	BSU17690(1)	Inner_Membrane	s
BSU37430-MONOMER	Inner_Membrane	BSU37430(1)	Inner_Membrane	s
BSU15270-MONOMER	Inner_Membrane	BSU15270(1)	Inner_Membrane	s
BSU24500-MONOMER	Inner_Membrane	BSU24500(1)	Inner_Membrane	s
BSU17550-MONOMER	Inner_Membrane	BSU17550(1)	Inner_Membrane	s
BSU10300-MONOMER	Inner_Membrane	BSU10300(1)	Inner_Membrane	s
BSU18010-MONOMER	Inner_Membrane	BSU18010(1)	Inner_Membrane	s
BSU10450-MONOMER	Inner_Membrane	BSU10450(1)	Inner_Membrane	s
BSU34450-MONOMER	Inner_Membrane	BSU34450(1)	Inner_Membrane	s
BSU30990-MONOMER	Inner_Membrane	BSU30990(1)	Inner_Membrane	s
BSU15450-MONOMER	Inner_Membrane	BSU15450(1)	Inner_Membrane	s
BSU31700-MONOMER	Inner_Membrane	BSU31700(1)	Inner_Membrane	s
BSU04140-MONOMER	Inner_Membrane	BSU04140(1)	Inner_Membrane	s
BSU33960-MONOMER	Inner_Membrane	BSU33960(1)	Inner_Membrane	s
BSU39480-MONOMER	Inner_Membrane	BSU39480(1)	Inner_Membrane	s
BSU03590-MONOMER	Inner_Membrane	BSU03590(1)	Inner_Membrane	s
BSU23430-MONOMER	Inner_Membrane	BSU23430(1)	Inner_Membrane	s
BSU18110-MONOMER	Inner_Membrane	BSU18110(1)	Inner_Membrane	s
BSU05690-MONOMER	Inner_Membrane	BSU05690(1)	Inner_Membrane	s
BSU29600-MONOMER	Inner_Membrane	BSU29600(1)	Inner_Membrane	s
BSU34729-MONOMER	Inner_Membrane	BSU34729(1)	Inner_Membrane	s
BSU19669-MONOMER	Inner_Membrane	BSU19669(1)	Inner_Membrane	s
BSU16800-MONOMER	Inner_Membrane	BSU16800(1)	Inner_Membrane	s
BSU35250-MONOMER	Inner_Membrane	BSU35250(1)	Inner_Membrane	s
BSU37400-MONOMER	Inner_Membrane	BSU37400(1)	Inner_Membrane	s
BSU23640-MONOMER	Inner_Membrane	BSU23640(1)	Inner_Membrane	s
BSU17580-MONOMER	Inner_Membrane	BSU17580(1)	Inner_Membrane	s
BSU14760-MONOMER	Inner_Membrane	BSU14760(1)	Inner_Membrane	s
BSU24800-MONOMER	Inner_Membrane	BSU24800(1)	Inner_Membrane	s
BSU32070-MONOMER	Inner_Membrane	BSU32070(1)	Inner_Membrane	s
BSU16360-MONOMER	Inner_Membrane	BSU16360(1)	Inner_Membrane	s
BSU10590-MONOMER	Inner_Membrane	BSU10590(1)	Inner_Membrane	s
BSU09940-MONOMER	Inner_Membrane	BSU09940(1)	Inner_Membrane	s
BSU23970-MONOMER	Inner_Membrane	BSU23970(1)	Inner_Membrane	s
BSU39000-MONOMER	Inner_Membrane	BSU39000(1)	Inner_Membrane	s
BSU14400-MONOMER	Inner_Membrane	BSU14400(1)	Inner_Membrane	s
BSU30360-MONOMER	Inner_Membrane	BSU30360(1)	Inner_Membrane	s
BSU04060-MONOMER	Inner_Membrane	BSU04060(1)	Inner_Membrane	s
BSU09460-MONOMER	Inner_Membrane	BSU09460(1)	Inner_Membrane	s
BSU24930-MONOMER	Inner_Membrane	BSU24930(1)	Inner_Membrane	s
BSU13850-MONOMER	Inner_Membrane	BSU13850(1)	Inner_Membrane	s
BSU10110-MONOMER	Inner_Membrane	BSU10110(1)	Inner_Membrane	s
BSU16430-MONOMER	Inner_Membrane	BSU16430(1)	Inner_Membrane	s
BSU06330-MONOMER	Outer_Membrane	BSU06330(1)	Outer_Membrane	s
BSU29720-MONOMER	Inner_Membrane	BSU29720(1)	Inner_Membrane	s
BSU31120-MONOMER	Outer_Membrane	BSU31120(1)	Outer_Membrane	s
BSU10220-MONOMER	Inner_Membrane	BSU10220(1)	Inner_Membrane	s
BSU19350-MONOMER	Inner_Membrane	BSU19350(1)	Inner_Membrane	s
BSU31340-MONOMER	Inner_Membrane	BSU31340(1)	Inner_Membrane	s
BSU12900-MONOMER	Inner_Membrane	BSU12900(1)	Inner_Membrane	s
CPLX8J2-26	Inner_Membrane	BSU36800(1)	Inner_Membrane	s
CPLX8J2-26	Inner_Membrane	BSU36810(1)	Inner_Membrane	s
CPLX8J2-26	Inner_Membrane	BSU36820(1)	Inner_Membrane	s
CPLX8J2-26	Inner_Membrane	BSU36830(1)	Inner_Membrane	s
CPLX8J2-26	Inner_Membrane	BSU36840(1)	Inner_Membrane	s
BSU02860-MONOMER	Inner_Membrane	BSU02860(1)	Inner_Membrane	s
BSU18190-MONOMER	Inner_Membrane	BSU18190(1)	Inner_Membrane	s
BSU03140-MONOMER	Inner_Membrane	BSU03140(1)	Inner_Membrane	s
BSU36850-MONOMER	Inner_Membrane	BSU36850(1)	Inner_Membrane	s
