SOURCE,TARGET,blockage,SOURCE_confirmed,SOURCE_known,TARGET_confirmed,TARGET_known
mccA,alsS,False,False,False,False,False
maeB,metI,False,False,False,False,True
maeB,cysH,False,False,False,False,False
maeB,sat,False,False,False,False,True
maeB,asd,False,False,False,False,False
maeB,dapG,False,False,False,False,False
maeB,ilvD,False,False,False,False,False
maeB,metAA,False,False,False,False,False
maeB,sigKn,False,False,False,False,False
maeB,sigKc,False,False,False,False,False
maeB,mccB,False,False,False,False,False
maeB,mccA,False,False,False,False,False
maeB,ilvC,False,False,False,False,True
maeB,hom,False,False,False,False,False
maeB,yvrB,False,False,False,False,False
maeB,cysI,False,False,False,False,False
maeB,cysJ,False,False,False,False,False
maeB,alsS,False,False,False,False,False
metI,samT,False,False,True,False,True
metI,metE,False,False,True,False,True
metI,cysH,False,False,True,False,False
metI,sat,False,False,True,False,True
metI,asd,False,False,True,False,False
metI,dapG,False,False,True,False,False
metI,metAA,True,False,True,False,False
metI,sigKn,False,False,True,False,False
metI,sigKc,False,False,True,False,False
metI,hom,False,False,True,False,False
metI,yvrB,False,False,True,False,False
metI,cysI,False,False,True,False,False
metI,cysJ,False,False,True,False,False
hom,samT,False,False,False,False,True
hom,metI,True,False,False,False,True
hom,metE,False,False,False,False,True
hom,cysH,False,False,False,False,False
hom,sat,False,False,False,False,True
hom,asd,False,False,False,False,False
hom,dapG,False,False,False,False,False
hom,metAA,True,False,False,False,False
hom,sigKn,False,False,False,False,False
hom,sigKc,False,False,False,False,False
hom,yvrB,False,False,False,False,False
hom,cysI,False,False,False,False,False
hom,cysJ,False,False,False,False,False
sucD,sigH,False,False,True,False,False
sucD,samT,False,False,True,False,True
sucD,metI,False,False,True,False,True
sucD,proCC,False,False,True,False,False
sucD,metE,False,False,True,False,True
sucD,cysH,False,False,True,False,False
sucD,sat,False,False,True,False,True
sucD,sucC,False,False,True,False,True
sucD,asd,False,False,True,False,False
sucD,dapG,False,False,True,False,False
sucD,thyA,False,False,True,False,False
sucD,odhB,False,False,True,False,False
sucD,odhA,False,False,True,False,False
sucD,metAA,False,False,True,False,False
sucD,sigKn,False,False,True,False,False
sucD,sigKc,False,False,True,False,False
sucD,hom,False,False,True,False,False
sucD,fumC,False,False,True,False,False
sucD,yvrB,False,False,True,False,False
sucD,cysI,False,False,True,False,False
sucD,cysJ,False,False,True,False,False
sucD,rocD,False,False,True,False,True
sucC,sigH,False,False,True,False,False
sucC,samT,False,False,True,False,True
sucC,metI,False,False,True,False,True
sucC,proCC,False,False,True,False,False
sucC,metE,False,False,True,False,True
sucC,cysH,False,False,True,False,False
sucC,sat,False,False,True,False,True
sucC,sucD,False,False,True,False,True
sucC,asd,False,False,True,False,False
sucC,dapG,False,False,True,False,False
sucC,thyA,False,False,True,False,False
sucC,odhB,False,False,True,False,False
sucC,odhA,False,False,True,False,False
sucC,metAA,False,False,True,False,False
sucC,sigKn,False,False,True,False,False
sucC,sigKc,False,False,True,False,False
sucC,hom,False,False,True,False,False
sucC,fumC,False,False,True,False,False
sucC,yvrB,False,False,True,False,False
sucC,cysI,False,False,True,False,False
sucC,cysJ,False,False,True,False,False
sucC,rocD,False,False,True,False,True
fadB,fadE,False,False,False,False,False
samT,metE,True,False,True,False,True
samT,yvrB,True,False,True,False,False
tal,yfkN,False,False,False,False,False
tal,rpe,False,False,False,False,False
tal,tktA,False,False,False,False,False
tal,deoD,False,False,False,False,False
tal,rpiB,False,False,False,False,False
adk,samT,False,False,False,False,True
adk,metI,False,False,False,False,True
adk,metE,False,False,False,False,True
adk,cysH,False,False,False,False,False
adk,sat,False,False,False,False,True
adk,asd,False,False,False,False,False
adk,dapG,False,False,False,False,False
adk,metAA,False,False,False,False,False
adk,sigKn,False,False,False,False,False
adk,sigKc,False,False,False,False,False
adk,hom,False,False,False,False,False
adk,yvrB,False,False,False,False,False
adk,cysI,False,False,False,False,False
adk,cysJ,False,False,False,False,False
alrA,gudB,False,False,False,False,False
yhfT,fadE,False,False,False,False,False
fumC,sigH,False,False,False,False,False
fumC,samT,False,False,False,False,True
fumC,metE,False,False,False,False,True
fumC,yvrB,False,False,False,False,False
nrdE,nrdF,False,False,False,False,False
nrdE,thyA,False,False,False,False,False
nrdF,nrdE,False,False,False,False,False
nrdF,thyA,False,False,False,False,False
metAA,samT,False,False,False,False,True
metAA,metI,True,False,False,False,True
metAA,metE,False,False,False,False,True
metAA,cysH,False,False,False,False,False
metAA,sat,False,False,False,False,True
metAA,asd,False,False,False,False,False
metAA,dapG,False,False,False,False,False
metAA,sigKn,False,False,False,False,False
metAA,sigKc,False,False,False,False,False
metAA,hom,False,False,False,False,False
metAA,yvrB,False,False,False,False,False
metAA,cysI,False,False,False,False,False
metAA,cysJ,False,False,False,False,False
trxA,sigH,False,False,False,False,False
trxA,metI,False,False,False,False,True
trxA,cysH,False,False,False,False,False
trxA,sat,False,False,False,False,True
trxA,asd,False,False,False,False,False
trxA,dapG,False,False,False,False,False
trxA,nrdE,False,False,False,False,False
trxA,nrdF,False,False,False,False,False
trxA,thyA,False,False,False,False,False
trxA,ilvD,False,False,False,False,False
trxA,metAA,False,False,False,False,False
trxA,sigKn,False,False,False,False,False
trxA,sigKc,False,False,False,False,False
trxA,mccB,False,False,False,False,False
trxA,mccA,False,False,False,False,False
trxA,ilvC,False,False,False,False,True
trxA,hom,False,False,False,False,False
trxA,fumC,False,False,False,False,False
trxA,yvrB,False,False,False,False,False
trxA,cysI,False,False,False,False,False
trxA,cysJ,False,False,False,False,False
trxA,trxB,False,False,False,False,False
trxA,alsS,False,False,False,False,False
cysH,samT,False,False,False,False,True
cysH,metI,False,False,False,False,True
cysH,metE,False,False,False,False,True
cysH,sat,True,False,False,False,True
cysH,asd,False,False,False,False,False
cysH,dapG,False,False,False,False,False
cysH,metAA,False,False,False,False,False
cysH,sigKn,False,False,False,False,False
cysH,sigKc,False,False,False,False,False
cysH,hom,False,False,False,False,False
cysH,yvrB,False,False,False,False,False
cysH,cysI,True,False,False,False,False
cysH,cysJ,True,False,False,False,False
sat,samT,False,False,True,False,True
sat,metI,False,False,True,False,True
sat,metE,False,False,True,False,True
sat,cysH,True,False,True,False,False
sat,asd,False,False,True,False,False
sat,dapG,False,False,True,False,False
sat,metAA,False,False,True,False,False
sat,sigKn,False,False,True,False,False
sat,sigKc,False,False,True,False,False
sat,hom,False,False,True,False,False
sat,yvrB,False,False,True,False,False
sat,cysI,True,False,True,False,False
sat,cysJ,True,False,True,False,False
asd,samT,False,False,False,False,True
asd,metI,True,False,False,False,True
asd,metE,False,False,False,False,True
asd,cysH,False,False,False,False,False
asd,sat,False,False,False,False,True
asd,dapG,True,False,False,False,False
asd,metAA,True,False,False,False,False
asd,sigKn,False,False,False,False,False
asd,sigKc,False,False,False,False,False
asd,hom,True,False,False,False,False
asd,yvrB,False,False,False,False,False
asd,cysI,False,False,False,False,False
asd,cysJ,False,False,False,False,False
rpiB,yfkN,False,False,False,False,False
rpiB,rpe,False,False,False,False,False
rpiB,tktA,False,False,False,False,False
rpiB,deoD,False,False,False,False,False
rpiB,tal,False,False,False,False,False
mmgA,mmgC,False,False,False,False,False
yfkN,rpe,False,False,False,False,False
yfkN,tktA,False,False,False,False,False
yfkN,deoD,False,False,False,False,False
yfkN,rpiB,False,False,False,False,False
yfkN,tal,False,False,False,False,False
pdhC,sigH,False,False,False,False,False
pdhC,samT,False,False,False,False,True
pdhC,metI,False,False,False,False,True
pdhC,proCC,False,False,False,False,False
pdhC,metE,False,False,False,False,True
pdhC,pdhA,False,False,False,False,False
pdhC,pdhB,False,False,False,False,False
pdhC,cysH,False,False,False,False,False
pdhC,sat,False,False,False,False,True
pdhC,asd,False,False,False,False,False
pdhC,dapG,False,False,False,False,False
pdhC,thyA,False,False,False,False,False
pdhC,metAA,False,False,False,False,False
pdhC,sigKn,False,False,False,False,False
pdhC,sigKc,False,False,False,False,False
pdhC,citZ,False,False,False,True,True
pdhC,hom,False,False,False,False,False
pdhC,fadE,False,False,False,False,False
pdhC,fumC,False,False,False,False,False
pdhC,yvrB,False,False,False,False,False
pdhC,cysI,False,False,False,False,False
pdhC,cysJ,False,False,False,False,False
pdhC,acdA,False,False,False,False,True
pdhC,rocD,False,False,False,False,True
pdhB,sigH,False,False,False,False,False
pdhB,samT,False,False,False,False,True
pdhB,metI,False,False,False,False,True
pdhB,proCC,False,False,False,False,False
pdhB,metE,False,False,False,False,True
pdhB,pdhA,False,False,False,False,False
pdhB,pdhC,False,False,False,False,False
pdhB,cysH,False,False,False,False,False
pdhB,sat,False,False,False,False,True
pdhB,asd,False,False,False,False,False
pdhB,dapG,False,False,False,False,False
pdhB,thyA,False,False,False,False,False
pdhB,metAA,False,False,False,False,False
pdhB,sigKn,False,False,False,False,False
pdhB,sigKc,False,False,False,False,False
pdhB,citZ,False,False,False,True,True
pdhB,hom,False,False,False,False,False
pdhB,fadE,False,False,False,False,False
pdhB,fumC,False,False,False,False,False
pdhB,yvrB,False,False,False,False,False
pdhB,cysI,False,False,False,False,False
pdhB,cysJ,False,False,False,False,False
pdhB,acdA,False,False,False,False,True
pdhB,rocD,False,False,False,False,True
pdhD,sigH,False,False,True,False,False
pdhD,glmS,False,False,True,False,False
pdhD,metI,False,False,True,False,True
pdhD,pdhA,False,False,True,False,False
pdhD,pdhB,False,False,True,False,False
pdhD,pdhC,False,False,True,False,False
pdhD,cysH,False,False,True,False,False
pdhD,sat,False,False,True,False,True
pdhD,asd,False,False,True,False,False
pdhD,dapG,False,False,True,False,False
pdhD,thyA,False,False,True,False,False
pdhD,odhB,False,False,True,False,False
pdhD,odhA,False,False,True,False,False
pdhD,ilvD,False,False,True,False,False
pdhD,metAA,False,False,True,False,False
pdhD,sigKn,False,False,True,False,False
pdhD,sigKc,False,False,True,False,False
pdhD,mccB,False,False,True,False,False
pdhD,mccA,False,False,True,False,False
pdhD,ilvC,False,False,True,False,True
pdhD,citZ,False,False,True,True,True
pdhD,hom,False,False,True,False,False
pdhD,fadE,False,False,True,False,False
pdhD,fumC,False,False,True,False,False
pdhD,yvrB,False,False,True,False,False
pdhD,cysI,False,False,True,False,False
pdhD,cysJ,False,False,True,False,False
pdhD,alsS,False,False,True,False,False
pdhD,acdA,False,False,True,False,True
pdhA,sigH,False,False,False,False,False
pdhA,samT,False,False,False,False,True
pdhA,metI,False,False,False,False,True
pdhA,proCC,False,False,False,False,False
pdhA,metE,False,False,False,False,True
pdhA,pdhB,False,False,False,False,False
pdhA,pdhC,False,False,False,False,False
pdhA,cysH,False,False,False,False,False
pdhA,sat,False,False,False,False,True
pdhA,asd,False,False,False,False,False
pdhA,dapG,False,False,False,False,False
pdhA,thyA,False,False,False,False,False
pdhA,metAA,False,False,False,False,False
pdhA,sigKn,False,False,False,False,False
pdhA,sigKc,False,False,False,False,False
pdhA,citZ,False,False,False,True,True
pdhA,hom,False,False,False,False,False
pdhA,fadE,False,False,False,False,False
pdhA,fumC,False,False,False,False,False
pdhA,yvrB,False,False,False,False,False
pdhA,cysI,False,False,False,False,False
pdhA,cysJ,False,False,False,False,False
pdhA,acdA,False,False,False,False,True
pdhA,rocD,False,False,False,False,True
ilvD,mccB,False,False,False,False,False
ilvD,mccA,False,False,False,False,False
ilvD,ilvC,False,False,False,False,True
ilvD,alsS,False,False,False,False,False
rbsK,rpe,False,False,False,False,False
rbsK,tktA,False,False,False,False,False
rbsK,rpiB,False,False,False,False,False
rbsK,tal,False,False,False,False,False
ilvC,ilvD,False,False,True,False,False
ilvC,mccB,False,False,True,False,False
ilvC,mccA,False,False,True,False,False
ilvC,alsS,False,False,True,False,False
rocD,proCC,False,False,True,False,False
sigKc,samT,False,False,False,False,True
sigKc,metI,False,False,False,False,True
sigKc,metE,False,False,False,False,True
sigKc,cysH,False,False,False,False,False
sigKc,sat,False,False,False,False,True
sigKc,asd,False,False,False,False,False
sigKc,dapG,False,False,False,False,False
sigKc,metAA,False,False,False,False,False
sigKc,sigKn,True,False,False,False,False
sigKc,hom,False,False,False,False,False
sigKc,yvrB,False,False,False,False,False
sigKc,cysI,False,False,False,False,False
sigKc,cysJ,False,False,False,False,False
sigKn,samT,False,False,False,False,True
sigKn,metI,False,False,False,False,True
sigKn,metE,False,False,False,False,True
sigKn,cysH,False,False,False,False,False
sigKn,sat,False,False,False,False,True
sigKn,asd,False,False,False,False,False
sigKn,dapG,False,False,False,False,False
sigKn,metAA,False,False,False,False,False
sigKn,sigKc,True,False,False,False,False
sigKn,hom,False,False,False,False,False
sigKn,yvrB,False,False,False,False,False
sigKn,cysI,False,False,False,False,False
sigKn,cysJ,False,False,False,False,False
tktA,yfkN,False,False,False,False,False
tktA,rpe,False,False,False,False,False
tktA,deoD,False,False,False,False,False
tktA,rpiB,False,False,False,False,False
tktA,tal,False,False,False,False,False
cysJ,samT,False,False,False,False,True
cysJ,metI,False,False,False,False,True
cysJ,metE,False,False,False,False,True
cysJ,cysH,True,False,False,False,False
cysJ,sat,True,False,False,False,True
cysJ,asd,False,False,False,False,False
cysJ,dapG,False,False,False,False,False
cysJ,metAA,False,False,False,False,False
cysJ,sigKn,False,False,False,False,False
cysJ,sigKc,False,False,False,False,False
cysJ,hom,False,False,False,False,False
cysJ,yvrB,False,False,False,False,False
cysJ,cysI,True,False,False,False,False
cysI,samT,False,False,False,False,True
cysI,metI,False,False,False,False,True
cysI,metE,False,False,False,False,True
cysI,cysH,True,False,False,False,False
cysI,sat,True,False,False,False,True
cysI,asd,False,False,False,False,False
cysI,dapG,False,False,False,False,False
cysI,metAA,False,False,False,False,False
cysI,sigKn,False,False,False,False,False
cysI,sigKc,False,False,False,False,False
cysI,hom,False,False,False,False,False
cysI,yvrB,False,False,False,False,False
cysI,cysJ,True,False,False,False,False
pckA,sigH,False,True,True,False,False
pckA,samT,False,True,True,False,True
pckA,metI,False,True,True,False,True
pckA,proCC,False,True,True,False,False
pckA,metE,False,True,True,False,True
pckA,cysH,False,True,True,False,False
pckA,sat,False,True,True,False,True
pckA,asd,False,True,True,False,False
pckA,dapG,False,True,True,False,False
pckA,thyA,False,True,True,False,False
pckA,odhB,False,True,True,False,False
pckA,odhA,False,True,True,False,False
pckA,metAA,False,True,True,False,False
pckA,sigKn,False,True,True,False,False
pckA,sigKc,False,True,True,False,False
pckA,citZ,False,True,True,True,True
pckA,hom,False,True,True,False,False
pckA,fadE,False,True,True,False,False
pckA,fumC,False,True,True,False,False
pckA,yvrB,False,True,True,False,False
pckA,cysI,False,True,True,False,False
pckA,cysJ,False,True,True,False,False
pckA,pgm,False,True,True,False,False
pckA,pgk,False,True,True,False,False
pckA,gapA,False,True,True,False,False
pckA,acdA,False,True,True,False,True
pckA,rocD,False,True,True,False,True
citB,sigH,False,False,True,False,False
citB,samT,False,False,True,False,True
citB,metI,False,False,True,False,True
citB,metE,False,False,True,False,True
citB,cysH,False,False,True,False,False
citB,sat,False,False,True,False,True
citB,asd,False,False,True,False,False
citB,dapG,False,False,True,False,False
citB,odhB,False,False,True,False,False
citB,odhA,False,False,True,False,False
citB,metAA,False,False,True,False,False
citB,gudB,False,False,True,False,False
citB,sigKn,False,False,True,False,False
citB,sigKc,False,False,True,False,False
citB,citZ,False,False,True,True,True
citB,hom,False,False,True,False,False
citB,fadE,False,False,True,False,False
citB,yvrB,False,False,True,False,False
citB,cysI,False,False,True,False,False
citB,cysJ,False,False,True,False,False
citB,acdA,False,False,True,False,True
mdh,samT,False,False,True,False,True
mdh,metE,False,False,True,False,True
mdh,yvrB,False,False,True,False,False
icd,samT,False,False,False,False,True
icd,metI,False,False,False,False,True
icd,metE,False,False,False,False,True
icd,cysH,False,False,False,False,False
icd,sat,False,False,False,False,True
icd,asd,False,False,False,False,False
icd,dapG,False,False,False,False,False
icd,odhB,False,False,False,False,False
icd,odhA,False,False,False,False,False
icd,metAA,False,False,False,False,False
icd,gudB,False,False,False,False,False
icd,sigKn,False,False,False,False,False
icd,sigKc,False,False,False,False,False
icd,citZ,False,False,False,True,True
icd,hom,False,False,False,False,False
icd,fadE,False,False,False,False,False
icd,yvrB,False,False,False,False,False
icd,cysI,False,False,False,False,False
icd,cysJ,False,False,False,False,False
icd,acdA,False,False,False,False,True
odhA,sigH,False,False,False,False,False
odhA,samT,False,False,False,False,True
odhA,metI,False,False,False,False,True
odhA,metE,False,False,False,False,True
odhA,cysH,False,False,False,False,False
odhA,sat,False,False,False,False,True
odhA,asd,False,False,False,False,False
odhA,dapG,False,False,False,False,False
odhA,odhB,True,False,False,False,False
odhA,metAA,False,False,False,False,False
odhA,sigKn,False,False,False,False,False
odhA,sigKc,False,False,False,False,False
odhA,hom,False,False,False,False,False
odhA,fadE,False,False,False,False,False
odhA,fumC,False,False,False,False,False
odhA,yvrB,False,False,False,False,False
odhA,cysI,False,False,False,False,False
odhA,cysJ,False,False,False,False,False
odhA,acdA,False,False,False,False,True
odhB,sigH,False,False,False,False,False
odhB,samT,False,False,False,False,True
odhB,metI,False,False,False,False,True
odhB,metE,False,False,False,False,True
odhB,cysH,False,False,False,False,False
odhB,sat,False,False,False,False,True
odhB,asd,False,False,False,False,False
odhB,dapG,False,False,False,False,False
odhB,odhA,True,False,False,False,False
odhB,metAA,False,False,False,False,False
odhB,sigKn,False,False,False,False,False
odhB,sigKc,False,False,False,False,False
odhB,hom,False,False,False,False,False
odhB,fadE,False,False,False,False,False
odhB,fumC,False,False,False,False,False
odhB,yvrB,False,False,False,False,False
odhB,cysI,False,False,False,False,False
odhB,cysJ,False,False,False,False,False
odhB,acdA,False,False,False,False,True
