,base,leu__L_s,6pgc_s,f6p_s,acnam_s,adn_c,pi_c,so4_s,pep_s,cbl1_s,3amp_s,asp__L_s,gmp_s,man6p_c,pser__L_s,zn2_s,mg2_s,arg__L_s,pyr_c,mn2_s,k_s,met__L_c
DALAOX_FWD_CPLX-8352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DALAOX_FWD_BSU11670-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAPDC_FWD_BSU23380-MONOMER,0.024478108825547285,0.006087778587443502,0.006065809664769367,0.0061042101606099235,0.005998382401066261,0.006086309056811218,0.003474402022890488,0.006086673825063357,0.003460615858089198,0.006086880443881142,0.006086880443881142,0.006086880443881142,0.006081510544563465,0.005806042826882328,0.00607165867094104,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAPE_REV_BSU32170-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAPE_FWD_BSU32170-MONOMER,0.024478108825547285,0.006087778587443502,0.006065809664769367,0.0061042101606099235,0.005998382401066261,0.006086309056811218,0.003474402022890488,0.006086673825063357,0.003460615858089198,0.006086880443881142,0.006086880443881142,0.006086880443881142,0.006081510544563465,0.005806042826882328,0.00607165867094104,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DB4PS_FWD_BSU23260-MONOMER,2.651847603271245e-07,4.461550872015751e-15,4.2823731128361865e-15,4.324731034749874e-15,1.3075738419077534e-15,4.36538967559639e-15,2.0969106339370587e-15,4.320182263658699e-15,2.0804793175558695e-15,4.324128663221344e-15,4.324128663221344e-15,4.324128663221344e-15,4.310549522876671e-15,3.590011057845505e-15,3.592969070214562e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DBTS_FWD_BSU30210-MONOMER_mod_mg2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCMPDA_FWD_BSU25580-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CMPDAi_FWD_BSU25580-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCYTD_FWD_BSU25300-MONOMER_mod_zn2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCYTt2_FWD_BSU32180-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCYTt2_FWD_BSU39410-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCYTt2_FWD_BSU39020-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDGLCNt2r_REV_BSU22090-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDGLCNt2r_FWD_BSU22090-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDGLK_FWD_BSU22110-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEXTRINt2_FWD_CPLX_dummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DGK1_REV_BSU15680-MONOMER_mod_mg2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DGK1_FWD_BSU15680-MONOMER_mod_mg2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DGNSK_FWD_BSU00150-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHAD1_FWD_BSU21870-MONOMER_mod_4fe4s,0.11721526202037012,0.018921300402735586,0.023845731650547392,0.023983549533920928,0.02368493905490176,0.02396075920687084,0.004547226889358817,0.023962718725025374,0.004529019147954739,0.023963751157428638,0.023963751157428638,0.023963751157428638,0.02394383431862147,0.02618401985538069,0.023916217732994467,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHAD2_FWD_BSU21870-MONOMER_mod_4fe4s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHAD3_FWD_BSU21870-MONOMER_mod_4fe4s,0.02407631601009261,0.006645837618695246,0.006621993528975394,0.0066582475776576795,0.006551425509450042,0.006644303136623747,0.003763471826311812,0.006644784059303038,0.0037482978873194348,0.006645010255701881,0.006645010255701881,0.006645010255701881,0.006639180442267302,0.006339257792998557,0.006629302169582244,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHAt_REV_SPONT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHAt_FWD_SPONT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHBD_REV_BSU32000-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHBD_FWD_BSU32000-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHBS_FWD_BSU31980-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHBS_FWD_CPLX-7604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHDPRy_FWD_BSU22490-MONOMER,0.024478108825547285,0.006087778587443502,0.006065809664769367,0.0061042101606099235,0.005998382401066261,0.006086309056811218,0.003474402022890488,0.006086673825063357,0.003460615858089198,0.006086880443881142,0.006086880443881142,0.006086880443881142,0.006081510544563465,0.005806042826882328,0.00607165867094104,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHDPS_FWD_BSU16770-MONOMER,0.024478108825547285,0.006087778587443502,0.006065809664769367,0.0061042101606099235,0.005998382401066261,0.006086309056811218,0.003474402022890488,0.006086673825063357,0.003460615858089198,0.006086880443881142,0.006086880443881142,0.006086880443881142,0.006081510544563465,0.005806042826882328,0.00607165867094104,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOLR2_REV_BSU21810-MONOMER,4.132886981964111e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOLR2_FWD_BSU21810-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHFR_REV_BSU21810-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHFR_FWD_BSU21810-MONOMER,0.0,2.567847974070829e-06,2.5581195350983307e-06,2.5736233668344076e-06,2.5299930017144624e-06,2.567234074491178e-06,1.429318150419371e-06,2.5674916640987994e-06,1.4233554044994746e-06,2.567586688005425e-06,2.567586688005425e-06,2.567586688005425e-06,2.5651275472840337e-06,2.442225159857723e-06,2.5614768057274476e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHFS_FWD_BSU28080-MONOMER,4.132886981964111e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHNAOT7_FWD_BSU38490-MONOMER_mod_mg2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHNPA_1_FWD_BSU00780-MONOMER,4.132886981964111e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHORDi_REV_CPLX8J2-105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHORDi_FWD_CPLX8J2-105,0.034669668130898085,0.003997288897288197,0.003991689050692003,0.004013193428338124,0.003945974147477914,0.003996178726689161,0.002606045728801984,0.003996152926038894,0.0025998461781961972,0.00399620839111395,0.00399620839111395,0.00399620839111395,0.003994654620181378,0.0039003791651884877,0.003986070063735201,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHORTS_REV_BSU15500-MONOMER,0.034669668130898085,0.003997288897288197,0.003991689050692003,0.004013193428338124,0.003945974147477914,0.003996178726689161,0.002606045728801984,0.003996152926038894,0.0025998461781961972,0.00399620839111395,0.00399620839111395,0.00399620839111395,0.003994654620181378,0.0039003791651884877,0.003986070063735201,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHORTS_FWD_BSU15500-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHPPDA_FWD_BSU23280-MONOMER,1.3259238016356225e-07,2.2307754360078755e-15,2.1411865564180933e-15,2.162365517374937e-15,6.537869209538767e-16,2.182694837798195e-15,1.0484553169685294e-15,2.1600911318293497e-15,1.0402396587779347e-15,2.162064331610672e-15,2.162064331610672e-15,2.162064331610672e-15,2.155274761437519e-15,1.7950055289227524e-15,1.796484535107281e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOLD3_FWD_BSU00770-MONOMER_mod_mg2,4.132886981964111e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHQTi_REV_BSU23080-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHQTi_FWD_BSU23080-MONOMER,0.03207709752595532,0.010882899928861479,0.010847400719611475,0.010907494193347706,0.010753399603341589,0.010880796627106728,0.006137304185911227,0.010882173864924582,0.0061126682720406365,0.010882518142696722,0.010882518142696722,0.010882518142696722,0.010873201494200168,0.010394758383677096,0.010863191506852617,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHQS_FWD_BSU22700-MONOMER_mod_nad_mod_cobalt2,0.03207709752595532,0.010882899928861479,0.010847400719611475,0.010907494193347706,0.010753399603341589,0.010880796627106728,0.006137304185911227,0.010882173864924582,0.0061126682720406365,0.010882518142696722,0.010882518142696722,0.010882518142696722,0.010873201494200168,0.010394758383677096,0.010863191506852617,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DINSK_FWD_BSU00150-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIPEPabc1_FWD_CPLX8J2-70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIPEPabc10_FWD_CPLX8J2-70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIPEPabc11_FWD_CPLX8J2-70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIPEPabc12_FWD_CPLX8J2-70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIPEPabc13_FWD_CPLX8J2-70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIPEPabc14_FWD_CPLX8J2-70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIPEPabc15_FWD_CPLX8J2-70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIPEPabc2_FWD_CPLX8J2-70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIPEPabc3_FWD_CPLX8J2-70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIPEPabc4_FWD_CPLX8J2-70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIPEPabc5_FWD_CPLX8J2-70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIPEPabc6_FWD_CPLX8J2-70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIPEPabc7_FWD_CPLX8J2-70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIPEPabc8_FWD_CPLX8J2-70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIPEPabc9_FWD_CPLX8J2-70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DJENKabc_FWD_CPLX_dummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKI_REV_BSU22130-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKI_FWD_BSU22130-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKII_FWD_BSU22140-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKMD2K_FWD_BSU13620-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKMD3M_FWD_BSU13620-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM1PE_REV_BSU13590-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM1PE_FWD_BSU13590-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM1PE_REV_CPLX-7445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM1PE_FWD_CPLX-7445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DMATT_FWD_BSU24280-MONOMER_mod_mn2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DMPPS_FWD_BSU25160-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPCOAK_FWD_BSU29060-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPR_FWD_BSU15110-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRBK_REV_BSU35920-MONOMER_mod_mg2_mod_k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRBK_FWD_BSU35920-MONOMER_mod_mg2_mod_k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRIBabc_FWD_CPLX8J2-64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRPA_REV_BSU39420-MONOMER,0.005502290176922849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRPA_FWD_BSU39420-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DTMPK_REV_BSU00280-MONOMER_mod_mg2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DTMPK_FWD_BSU00280-MONOMER_mod_mg2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DTMPt6_REV_CPLX_dummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DTMPt6_FWD_CPLX_dummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DURIK1_FWD_BSU37060-MONOMER_mod_mg2,0.0,2.567847974070829e-06,2.5581195350983307e-06,2.5736233668344076e-06,2.5299930017144624e-06,2.567234074491178e-06,1.429318150419371e-06,2.5674916640987994e-06,1.4233554044994746e-06,2.567586688005425e-06,2.567586688005425e-06,2.567586688005425e-06,2.5651275472840337e-06,2.442225159857723e-06,2.5614768057274476e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DURIPP_REV_BSU39400-MONOMER,0.0,2.567847974070829e-06,2.5581195350983307e-06,2.5736233668344076e-06,2.5299930017144624e-06,2.567234074491178e-06,1.429318150419371e-06,2.5674916640987994e-06,1.4233554044994746e-06,2.567586688005425e-06,2.567586688005425e-06,2.567586688005425e-06,2.5651275472840337e-06,2.442225159857723e-06,2.5614768057274476e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DURIPP_FWD_BSU39400-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUTPDP_FWD_BSU17660-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUTPDP_FWD_BSU20020-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DXPRIi_FWD_BSU16550-MONOMER_mod_cobalt2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DXPS_FWD_BSU24270-MONOMER_mod_thmpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH1_1_REV_BSU28540-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH1_1_FWD_BSU28540-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH1_1_REV_BSU18220-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH1_1_FWD_BSU18220-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH2_REV_BSU28540-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH2_FWD_BSU28540-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH2_REV_BSU18220-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH2_FWD_BSU18220-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH2c_REV_BSU28540-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH2c_FWD_BSU28540-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH2c_REV_BSU18220-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH2c_FWD_BSU18220-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH3_REV_BSU28540-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH3_FWD_BSU28540-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH3_REV_BSU18220-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH3_FWD_BSU18220-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH4_REV_BSU28540-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH4_FWD_BSU28540-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH4_REV_BSU18220-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
