,base,cbl1_s,3amp_s,pser__L_s,so4_s,acnam_s,gmp_s,asp__L_s,man6p_c,pi_c,leu__L_s,f6p_s,pep_s,adn_c,6pgc_s,pyr_c,arg__L_s,zn2_s,mg2_s,k_s,mn2_s,met__L_c
formation_BSU26810-MONOMER_s,0.0,5.180830139297846e-10,5.159774527698752e-10,5.164576923648617e-10,5.180601043478233e-10,5.068953435334526e-10,5.170525842170955e-10,5.180830139297846e-10,5.180830139297846e-10,5.180830139297846e-10,5.179226574934165e-10,5.180830139297846e-10,3.149008522310085e-10,5.159774527698752e-10,5.180830139297846e-10,4.860402717597583e-11,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU31970-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU15080-MONOMER_s,3.4517800587551104e-06,6.657239163153167e-08,1.0480596987991743e-07,6.610360277705418e-08,6.657038036754379e-08,6.70270790243094e-08,6.658089258785529e-08,6.657239163153167e-08,6.657239163153167e-08,6.652596090098513e-08,6.667178757735535e-08,6.657239163153167e-08,3.7461700504631577e-08,1.0482313756057958e-07,6.657239163153167e-08,3.06982303350253e-08,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU13600-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU32480-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU23580-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU28080-MONOMER_s,0.0,1.3172494828323304e-12,1.3118959984014771e-12,1.3131170292809368e-12,1.3171912341845673e-12,1.2888043251115945e-12,1.3146295687072962e-12,1.3172494828323304e-12,1.3172494828323304e-12,1.3172494828323304e-12,1.3168417693439598e-12,1.3172494828323304e-12,8.006496518740797e-13,1.3118959984014771e-12,1.3172494828323304e-12,1.2357793623745355e-13,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU15820-MONOMER_s,3.4517800587551104e-06,6.657239163153167e-08,1.0480596987991743e-07,6.610360277705418e-08,6.657038036754379e-08,6.70270790243094e-08,6.658089258785529e-08,6.657239163153167e-08,6.657239163153167e-08,6.652596090098513e-08,6.667178757735535e-08,6.657239163153167e-08,3.7461700504631577e-08,1.0482313756057958e-07,6.657239163153167e-08,3.06982303350253e-08,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU13620-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU32820-MONOMER_s,0.0,0.0,0.0,2.1129409666452455e-10,0.0,2.0738193137355564e-10,2.1153747988523946e-10,0.0,0.0,0.0,0.0,0.0,1.2883280101099493e-10,0.0,0.0,1.9884966703430474e-11,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU16600-MONOMER_s,3.368563520760592e-11,4.1238746023054943e-13,6.529935860633245e-13,4.0939714608784573e-13,4.1236907710181374e-13,4.1652451432715575e-13,4.12393541582533e-13,4.1238746023054943e-13,4.1238746023054943e-13,4.120978984224005e-13,4.129212365279556e-13,4.1238746023054943e-13,2.2831159463172564e-13,6.530927525421905e-13,4.1238746023054943e-13,1.562498978615714e-13,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU39920-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU37080-MONOMER_s,4.736090343583494e-12,8.798799160184858e-14,1.013473615843338e-13,8.751800301452558e-14,8.798445048262062e-14,9.14365666391605e-14,8.80664559889727e-14,8.798799160184858e-14,8.798799160184858e-14,8.804182368108561e-14,8.802932260108673e-14,8.798799160184858e-14,5.917482421802428e-14,1.0135766626947908e-13,8.798799160184858e-14,3.76306186694103e-14,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU33500-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU28870-MONOMER_s,6.066551747483287e-10,4.389550261736999e-12,8.955420245916179e-12,4.346191225070517e-12,4.3893043098275094e-12,4.391285926218782e-12,4.386759584445782e-12,4.389550261736999e-12,4.389550261736999e-12,4.381918866628175e-12,4.396528672585594e-12,4.389550261736999e-12,2.2166385114088148e-12,8.956740046045409e-12,4.389550261736999e-12,6.746808973763938e-13,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU28790-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU03220-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU21810-MONOMER_s,3.6960156050155514e-09,3.4203751060364737e-10,3.4064745186961003e-10,3.409644986128306e-10,3.305233051923243e-10,3.3465158059577294e-10,3.4135723697542144e-10,3.4203751060364737e-10,3.4203751060364737e-10,3.4203751060364737e-10,3.419316457904117e-10,3.4203751060364737e-10,2.0908053828463885e-10,3.4064745186961003e-10,3.4203751060364737e-10,3.2275161864327364e-11,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU38020-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU38240-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU17680-MONOMER_s,2.5920016470607517e-09,2.411505574037689e-10,2.4017050880151823e-10,2.4039403980072505e-10,2.3296978560742364e-10,2.359431728281432e-10,2.406709365058648e-10,2.411505574037689e-10,2.411505574037689e-10,2.411505574037689e-10,2.4107591835463745e-10,2.411505574037689e-10,1.4741686794030666e-10,2.4017050880151823e-10,2.411505574037689e-10,2.2756341028256996e-11,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01050-MONOMER_s,3.4517800587551104e-06,6.657239163153167e-08,1.0480596987991743e-07,6.610360277705418e-08,6.657038036754379e-08,6.70270790243094e-08,6.658089258785529e-08,6.657239163153167e-08,6.657239163153167e-08,6.652596090098513e-08,6.667178757735535e-08,6.657239163153167e-08,3.7461700504631577e-08,1.0482313756057958e-07,6.657239163153167e-08,3.06982303350253e-08,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU37120-MONOMER_s,7.251698062814618e-11,6.8086294298973906e-12,6.780958216415468e-12,6.787269508914764e-12,6.8083283529468356e-12,6.6616014442958754e-12,6.795087557497368e-12,6.8086294298973906e-12,6.8086294298973906e-12,6.8086294298973906e-12,6.806522031039342e-12,6.8086294298973906e-12,4.138416339375284e-12,6.780958216415468e-12,6.8086294298973906e-12,6.387524797073e-13,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU22710-MONOMER_s,5.839978266347306e-08,3.782120017395142e-10,6.792796160820791e-10,3.7487422821079385e-10,3.7819268500370337e-10,3.747686072584006e-10,3.778497072270946e-10,3.782120017395142e-10,3.782120017395142e-10,3.778154362186689e-10,3.7871075457491445e-10,3.782120017395142e-10,1.56048880742913e-10,6.793871260020619e-10,3.782120017395142e-10,5.504773179873772e-11,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU08790-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU12390-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU16490-MONOMER_s,3.4517800587551104e-06,6.657239163153167e-08,1.0480596987991743e-07,6.610360277705418e-08,6.657038036754379e-08,6.70270790243094e-08,6.658089258785529e-08,6.657239163153167e-08,6.657239163153167e-08,6.652596090098513e-08,6.667178757735535e-08,6.657239163153167e-08,3.7461700504631577e-08,1.0482313756057958e-07,6.657239163153167e-08,3.06982303350253e-08,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-11_s,1.0189021311562636e-08,6.57431097179667e-11,1.3403112958683271e-10,6.514630268917053e-11,6.573986357007042e-11,6.513648671242874e-11,6.568271581763973e-11,6.57431097179667e-11,6.57431097179667e-11,6.564647413153654e-11,6.583367243043051e-11,6.57431097179667e-11,2.5160205536662605e-11,1.3405200001795368e-10,6.57431097179667e-11,9.006066476569882e-12,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU35300-MONOMER_s,3.344172079589441e-07,2.036326763542129e-09,3.88376807826183e-09,2.0266142528489796e-09,2.0363017986916594e-09,1.9903215546226594e-09,2.033337373764599e-09,2.036326763542129e-09,2.036326763542129e-09,2.033367298024907e-09,2.0366089610213683e-09,2.036326763542129e-09,1.717859444325003e-10,3.884500950731482e-09,2.036326763542129e-09,1.4854133615625308e-10,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU30960-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU29750-MONOMER_s,2.1915344465257713e-08,1.4192940317567907e-10,2.5490928383159603e-10,1.4067685644874276e-10,1.4192215429734548e-10,1.4063722069242864e-10,1.4179344703551155e-10,1.4192940317567907e-10,1.4192940317567907e-10,1.4178058635486228e-10,1.4211656723164494e-10,1.4192940317567907e-10,5.855954969226042e-11,2.5494962844971613e-10,1.4192940317567907e-10,2.0657439966039646e-11,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU39060-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU29120-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU17710-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU07990-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU15920-MONOMER_s,-2.1087098237357678e-24,0.0,0.0,-1.9736596984759279e-25,-1.9797833832422893e-25,0.0,0.0,0.0,0.0,-1.9798709247059238e-25,-1.979258115941424e-25,0.0,0.0,0.0,0.0,1.2302591842816205e-34,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU00180-MONOMER_s,1.1340531623743753e-10,0.0,0.0,0.0,4.3993794377258816e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.522713640530178e-12,0.0,0.0,7.136142605241122e-13,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU06430-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU15720-MONOMER_s,6.066551747483287e-10,4.389550261736999e-12,8.955420245916179e-12,4.346191225070517e-12,4.3893043098275094e-12,4.391285926218782e-12,4.386759584445782e-12,4.389550261736999e-12,4.389550261736999e-12,4.381918866628175e-12,4.396528672585594e-12,4.389550261736999e-12,2.2166385114088148e-12,8.956740046045409e-12,4.389550261736999e-12,6.746808973763938e-13,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU24160-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01100-MONOMER_s,3.4517800587551104e-06,6.657239163153167e-08,1.0480596987991743e-07,6.610360277705418e-08,6.657038036754379e-08,6.70270790243094e-08,6.658089258785529e-08,6.657239163153167e-08,6.657239163153167e-08,6.652596090098513e-08,6.667178757735535e-08,6.657239163153167e-08,3.7461700504631577e-08,1.0482313756057958e-07,6.657239163153167e-08,3.06982303350253e-08,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU38190-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU03050-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU22600-MONOMER_s,5.602559996276966e-08,3.628361843858309e-10,6.516642065738649e-10,3.596341045841989e-10,3.628176529519152e-10,3.5953277754227184e-10,3.624886185817167e-10,3.628361843858309e-10,3.628361843858309e-10,3.6245574082565643e-10,3.6331466094108544e-10,3.628361843858309e-10,1.4970487505955487e-10,6.517673457893598e-10,3.628361843858309e-10,5.2809823255436453e-11,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU28470-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU13110-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU15730-MONOMER_s,6.066551747483287e-10,4.389550261736999e-12,8.955420245916179e-12,4.346191225070517e-12,4.3893043098275094e-12,4.391285926218782e-12,4.386759584445782e-12,4.389550261736999e-12,4.389550261736999e-12,4.381918866628175e-12,4.396528672585594e-12,4.389550261736999e-12,2.2166385114088148e-12,8.956740046045409e-12,4.389550261736999e-12,6.746808973763938e-13,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU29680-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU34790-MONOMER_s,2.0688149305446914e-08,4.982113762494425e-10,5.045190881073253e-10,4.965468867953259e-10,4.818489680994791e-10,4.876439473542046e-10,4.972362656098237e-10,4.982113762494426e-10,4.982113762494425e-10,4.982010575574148e-10,4.980815621176043e-10,4.982113762494425e-10,4.50806238103958e-10,5.045216754081043e-10,4.982113762494425e-10,4.7804741683360215e-11,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU15220-MONOMER_s,1.1642782532181109e-07,1.0931424765323968e-08,1.0886997940298861e-08,1.0897130878188688e-08,1.0930941378752933e-08,1.0695367658743516e-08,1.0909682950639145e-08,1.0931424765323968e-08,1.0931424765323968e-08,1.0931424765323968e-08,1.0928041283772436e-08,1.0931424765323968e-08,6.644330893207404e-09,1.0886997940298861e-08,1.0931424765323968e-08,1.0255330749715516e-09,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU24150-MONOMER_s,1.7365553481623771e-09,6.071711739267001e-10,6.047035461395247e-10,6.052663664420905e-10,6.07144324874715e-10,5.940597018548389e-10,6.05963554295327e-10,6.071711739267001e-10,6.071711739267001e-10,6.071711739267001e-10,6.069832430293371e-10,6.071711739267001e-10,3.6905035482505276e-10,6.047035461395247e-10,6.071711739266999e-10,5.6961844809685414e-11,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU16510-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU16960-MONOMER_s,1.6554903784680147e-11,3.2936447678723724e-13,6.705294164487042e-13,3.2658978747700934e-13,3.293527238275128e-13,3.3276674593819685e-13,3.2945341642284476e-13,3.2936447678723724e-13,3.2936447678723724e-13,3.2879756914541226e-13,3.299325827976607e-13,3.2936447678723724e-13,2.0905715116165316e-13,6.706282757234801e-13,3.2936447678723724e-13,1.5550829873554714e-13,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01190-MONOMER_s,3.4517800587551104e-06,6.657239163153167e-08,1.0480596987991743e-07,6.610360277705418e-08,6.657038036754379e-08,6.70270790243094e-08,6.658089258785529e-08,6.657239163153167e-08,6.657239163153167e-08,6.652596090098513e-08,6.667178757735535e-08,6.657239163153167e-08,3.7461700504631577e-08,1.0482313756057958e-07,6.657239163153167e-08,3.06982303350253e-08,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU18220-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU21690-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU00140-MONOMER_s,0.0,1.0124558232979863e-09,1.047916876375728e-09,1.0083892313213356e-09,1.0205797905149666e-09,9.897773279211758e-10,1.0446180030246383e-09,1.0124558232979865e-09,1.0124558232979863e-09,1.0124219512980928e-09,1.012285490470147e-09,1.0124558232979863e-09,1.7378279204217856e-10,1.0479251952029634e-09,1.0124558232979863e-09,1.0692159210675976e-10,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU33930-MONOMER_s,0.0,5.516165658807606e-09,5.784307364715076e-09,2.564893255492182e-09,5.502824616134582e-09,3.054390652438318e-09,5.333144017416628e-09,5.516165658807606e-09,5.516165658807606e-09,5.515802728300781e-09,5.515172783785848e-09,5.516165658807606e-09,4.410998189485881e-07,5.784412304701506e-09,5.516165658807606e-09,2.950390044029987e-07,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU40330-MONOMER_s,0.0,8.087651160808592e-10,9.25372433921279e-10,8.049046472198212e-10,8.087272116319889e-10,7.977238301186794e-10,8.075202921679585e-10,8.087651160808592e-10,8.087651160808592e-10,8.086590677826671e-10,8.090161037494697e-10,8.087651160808592e-10,4.519917660070458e-10,9.254406173968702e-10,8.087651160808592e-10,9.413827293518846e-11,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU11670-MONOMER_s,0.0,1.5232938924632863e-10,1.0624449288254876e-10,1.524133471270209e-10,1.4415330071232248e-10,1.4803571428637358e-10,1.5194003200557027e-10,1.5232938924632873e-10,1.5232938924632863e-10,1.5237499624688258e-10,1.5212408144301267e-10,1.5232938924632863e-10,1.1065704097632706e-10,1.0622200616548484e-10,1.5232938924632863e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU32000-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5766370619918528e-43,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU10120-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU28090-MONOMER_s,1.6424011662966314e-08,1.2242305535753986e-10,1.8893497405133188e-10,1.2128196115618256e-10,1.2241660302823355e-10,1.2209635992905775e-10,1.2233604982005717e-10,1.2242305535753986e-10,1.2242305535753986e-10,1.2233241741118944e-10,1.2260483651566023e-10,1.2242305535753986e-10,5.332224474377131e-11,1.8896471728663012e-10,1.2242305535753986e-10,1.7252394860678242e-11,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU00780-MONOMER_s,0.0,7.182445243638001e-13,7.153254790888993e-13,7.15991259379331e-13,7.182127636587456e-13,7.027344945297753e-13,7.168159878571369e-13,7.182445243638001e-13,7.182445243638001e-13,7.182445243638001e-13,7.180222141755267e-13,7.182445243638001e-13,4.365628803708848e-13,7.153254790888993e-13,7.182445243638001e-13,6.738220602211296e-14,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU36900-MONOMER_s,3.933492253853745e-08,7.486561920191968e-10,8.075226544525133e-10,7.45499937759851e-10,7.268981109835453e-10,7.337027676405514e-10,7.472841855001753e-10,7.486561920191972e-10,7.486561920191968e-10,7.485707296037479e-10,7.48642124396142e-10,7.486561920191968e-10,4.445493031304582e-10,8.075504839638923e-10,7.486561920191968e-10,7.751793520989566e-11,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU29140-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU15610-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU18210-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU28680-MONOMER_s,0.0,1.0393263013124932e-12,1.035102335203439e-12,1.0360657438244152e-12,1.0392803424015768e-12,1.016882716441558e-12,1.037259156331367e-12,1.0393263013124932e-12,1.0393263013124932e-12,1.0393263013124932e-12,1.039004610275688e-12,1.0393263013124932e-12,6.317225796438922e-13,1.035102335203439e-12,1.0393263013124932e-12,9.750453582820064e-14,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU33960-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU29600-MONOMER_s,2.6396593761135466e-08,5.926506034705104e-10,7.342537719046361e-10,5.900416545895657e-10,5.926237104935086e-10,5.827954614873878e-10,5.916654109301591e-10,5.926506034705104e-10,5.926506034705104e-10,5.924238896010745e-10,0.0,5.926506034705104e-10,7.009983329757482e-10,7.342998368756025e-10,5.926506034705104e-10,9.199255191344353e-11,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU13170-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU22410-MONOMER_s,0.0,0.0,0.0,1.7677623890266081e-25,1.773247220539557e-25,0.0,0.0,1.7733258983250482e-25,0.0,1.7733256368260135e-25,1.7727767592310438e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU23860-MONOMER_s,1.5198178539720152e-07,3.493462169358981e-09,3.59054566865977e-09,3.4815077326758994e-09,3.4826236550093943e-09,3.420963592756182e-09,3.4867175850074364e-09,3.493462169358981e-09,3.493462169358981e-09,3.493321529498688e-09,3.589538463623807e-09,3.4934621693589805e-09,2.2895354256379603e-09,3.590590567787538e-09,3.493462169358981e-09,3.6225997811125044e-10,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01200-MONOMER_s,3.4517800587551104e-06,6.657239163153167e-08,1.0480596987991743e-07,6.610360277705418e-08,6.657038036754379e-08,6.70270790243094e-08,6.658089258785529e-08,6.657239163153167e-08,6.657239163153167e-08,6.652596090098513e-08,6.667178757735535e-08,6.657239163153167e-08,3.7461700504631577e-08,1.0482313756057958e-07,6.657239163153167e-08,3.06982303350253e-08,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU17460-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU24090-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU14400-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU34880-MONOMER_s,0.0,1.3608952945143772e-10,2.1004098099206537e-10,1.3457029939469443e-10,1.3608168387900594e-10,1.3458385629017836e-10,1.3597049366764882e-10,1.3608952945143772e-10,1.3608952945143772e-10,1.3599187424783476e-10,1.3634032820414944e-10,1.3608952945143772e-10,6.543481991616269e-11,2.1007742349854817e-10,1.3608952945143772e-10,2.2103552667654403e-11,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU28270-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7407767074481994e-09,0.0,3.0324210934367566e-09,0.0,0.0,4.5446590751134727e-10,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU39420-MONOMER_s,0.0,2.154777668896819e-09,2.1460205386405224e-09,2.1480178784376294e-09,2.1906074903688373e-09,2.1082475836350688e-09,2.150492062380017e-09,2.154777668896819e-09,2.154777668896819e-09,2.154777668896819e-09,2.154110738834423e-09,2.154777668896819e-09,6.615118132171332e-10,2.1460205386405224e-09,2.154777668896819e-09,2.0157019808950555e-10,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU13850-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU10220-MONOMER_s,1.3985190567463098e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01330-MONOMER_s,3.4517800587551104e-06,6.657239163153167e-08,1.0480596987991743e-07,6.610360277705418e-08,6.657038036754379e-08,6.70270790243094e-08,6.658089258785529e-08,6.657239163153167e-08,6.657239163153167e-08,6.652596090098513e-08,6.667178757735535e-08,6.657239163153167e-08,3.7461700504631577e-08,1.0482313756057958e-07,6.657239163153167e-08,3.06982303350253e-08,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU19350-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01110-MONOMER_s,3.4517800587551104e-06,6.657239163153167e-08,1.0480596987991743e-07,6.610360277705418e-08,6.657038036754379e-08,6.70270790243094e-08,6.658089258785529e-08,6.657239163153167e-08,6.657239163153167e-08,6.652596090098513e-08,6.667178757735535e-08,6.657239163153167e-08,3.7461700504631577e-08,1.0482313756057958e-07,6.657239163153167e-08,3.06982303350253e-08,0.0,0.0,0.0,0.0,0.0,0.0
