,base,asp__L_s,acnam_s,man6p_c,6pgc_s,so4_s,leu__L_s,pi_c,3amp_s,adn_c,pser__L_s,gmp_s,cbl1_s,pep_s,f6p_s,pyr_c,arg__L_s,k_s,zn2_s,mg2_s,mn2_s,met__L_c
formation_BSU00770-MONOMER_mod_mg2_s,0.0,1.097291130164249e-12,1.073530220221829e-12,1.090868376832503e-12,1.0900005803943515e-12,1.097291130164249e-12,1.0971460482049106e-12,1.097291130164249e-12,1.0929428438512798e-12,1.0929428438512798e-12,1.0938118104986161e-12,1.0951159079214252e-12,1.097291130164249e-12,6.65976867257211e-13,1.097291130164249e-12,1.0226307215455256e-13,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU15200-MONOMER_mod_mg2_mod_k_s,9.886304853909035e-08,9.343937337084132e-09,9.141602289009116e-09,9.289244646134923e-09,9.281854961377132e-09,9.343937337084132e-09,9.342701897646473e-09,9.343937337084132e-09,9.306909684426444e-09,9.306909684426444e-09,9.314309334052256e-09,9.325414321840097e-09,9.343937337084132e-09,5.671098530312101e-09,9.343937337084132e-09,8.708169708496791e-10,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU22870-MONOMER_mod_fmn_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU30210-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU31990-MONOMER_mod_mg2_s,1.0989667506730912e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU22620-MONOMER_mod_pydx5p_s,1.2953967101710356e-08,4.9446646597556254e-11,4.8666350223096225e-11,4.8026088550967e-11,4.78920564826829e-11,4.9446646597556254e-11,4.957523056371443e-11,4.9446646597556254e-11,7.894917436348306e-11,7.896243932450185e-11,4.904869088226571e-11,4.940009176861185e-11,4.9446646597556254e-11,2.249452225972067e-11,4.9446646597556254e-11,1.673505529842188e-11,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU21870-MONOMER_mod_4fe4s_s,4.7702357242134596e-08,1.2124030047296043e-09,1.18832779943984e-09,1.1988111044189652e-09,1.1973733477094974e-09,1.212403004729604e-09,1.814551520780234e-09,1.2124030047296043e-09,1.4065400106341767e-09,1.4066131177500882e-09,1.2074403565346673e-09,1.2103273615509055e-09,1.2124030047296043e-09,1.7278701449620914e-09,1.2124030047296043e-09,2.798355910806984e-10,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU11010-MONOMER_mod_zn2_mod_cbl1_s,6.309155813251026e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU09310-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU06480-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU24270-MONOMER_mod_thmpp_s,2.6372511918649958e-11,2.492570302360585e-12,2.4385958038419697e-12,2.4779805879502438e-12,2.476009330213104e-12,2.492570302360585e-12,2.492240738971878e-12,2.492570302360585e-12,2.4826928787380634e-12,2.4826928787380634e-12,2.484666794683751e-12,2.4876291393324247e-12,2.492570302360585e-12,1.512811063310048e-12,2.492570302360585e-12,2.3229741831818214e-13,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU14390-MONOMER_mod_mg2_s,1.8350976707476073e-11,1.734423315513558e-12,1.696865847792314e-12,1.7242712484621228e-12,1.722899573859026e-12,1.734423315513558e-12,1.7341939930247312e-12,1.734423315513558e-12,1.727550236021324e-12,1.727550236021324e-12,1.728923760305001e-12,1.730985070119364e-12,1.734423315513558e-12,1.052670320948174e-12,1.734423315513558e-12,1.6164120148711296e-13,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU12080-MONOMER_mod_ca2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU31200-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,3.1889305803766464e-38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.654451751210104e-38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU30560-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU17610-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU29450-MONOMER_mod_mg2_s,9.197123565740446e-09,5.438292373132364e-10,5.296119901993459e-10,5.390469105219967e-10,5.38548783401081e-10,5.438292373132364e-10,5.441618490972662e-10,5.438292373132364e-10,6.15945116047847e-10,6.159625385262375e-10,5.404211149773566e-10,5.42804898216711e-10,5.438292373132364e-10,3.661117052031229e-10,5.438292373132364e-10,7.967605337563088e-11,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU34910-MONOMER_mod_mn2_s,0.0,5.497312487873579e-11,5.3995441170517124e-11,5.347575935110488e-11,5.333043350020225e-11,5.497312487873579e-11,5.5133692048476946e-11,5.497312487873579e-11,8.438485010272486e-11,8.439934147210394e-11,5.445056432601031e-11,5.492317050169318e-11,5.497312487873579e-11,2.6214608817138656e-11,5.497312487873579e-11,8.6479308753318e-12,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU16920-MONOMER_mod_mg2_s,7.957074908334232e-09,7.520545889353336e-10,7.357694838540582e-10,7.47652602093413e-10,7.470578371530677e-10,7.520545889353336e-10,7.51955153561901e-10,7.520545889353336e-10,7.490743874320336e-10,7.490743874320336e-10,7.49669954403092e-10,7.505637486061814e-10,7.520545889353336e-10,4.5644309461481995e-10,7.520545889353336e-10,7.008843011511852e-11,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU11610-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU29220-MONOMER_mod_mn2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU23570-MONOMER_mod_cobalt2_s,0.0,4.2935330786189516e-10,4.1788038448071035e-10,4.2612582752647374e-10,4.257839010435707e-10,4.2935330786189516e-10,4.2954727466878095e-10,4.2935330786189516e-10,4.743290650238276e-10,4.743359377404241e-10,4.2675885342665445e-10,4.5820872736295006e-10,4.2935330786189516e-10,2.948807759390144e-10,4.2935330786189516e-10,6.258320637509757e-11,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU38290-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU27600-MONOMER_mod_mn2_s,0.0,0.0,0.0,0.0,0.0,1.7217975663464927e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.79598390712114e-38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU39370-MONOMER_mod_zn2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU00510-MONOMER_mod_mn2_mod_pi_s,5.46580777705599e-10,1.1276061822068204e-09,1.096044873619918e-09,1.1119213611870074e-09,1.110472785790257e-09,1.1276061822068204e-09,1.1292669675955486e-09,1.1276061822068204e-09,1.4610580622423358e-09,1.4611599721880298e-09,1.1177520523046549e-09,1.8911844682230774e-09,1.1276061822068204e-09,7.709613409501214e-10,1.1276061822068204e-09,2.0915627913430586e-10,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU12300-MONOMER_mod_zn2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU05900-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU27850-MONOMER_mod_4fe4s_s,0.0,7.401926001312828e-16,4.120532659760544e-17,7.334171589482151e-16,7.325256484415765e-16,7.401926001312828e-16,7.66233546431811e-16,7.401926001312828e-16,7.463928104841439e-16,7.463956372324696e-16,5.381957591098738e-16,7.37998488991139e-16,7.401926001312828e-16,3.8836365429841344e-16,7.401926001312828e-16,2.3208693021305162e-17,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU14520-MONOMER_mod_mn2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.93121548801849e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU25300-MONOMER_mod_zn2_s,2.6363124038235797e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU11220-MONOMER_mod_pydx5p_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU02510-MONOMER_mod_fe2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU02130-MONOMER_mod_ca2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU19710-MONOMER_mod_zn2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01370-MONOMER_mod_mg2_s,2.863034342605024e-07,4.935953506397534e-09,4.849762881934276e-09,4.8654082312785605e-09,4.8580297885944226e-09,4.935953506397534e-09,4.940457852113984e-09,4.935953506397534e-09,6.029124210871727e-09,6.0296180129116e-09,4.912483742103536e-09,5.43639592089105e-09,4.935953506397534e-09,2.2244257062857908e-09,4.935953506397534e-09,5.98135442133895e-10,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU00280-MONOMER_mod_mg2_s,1.3632268832948666e-08,1.253212366158544e-09,1.2257233295747693e-09,1.2469556088136378e-09,1.24603223074246e-09,1.2532123661585444e-09,1.2528867413147913e-09,1.253212366158544e-09,1.2118080004816672e-09,1.211796674090179e-09,1.2495622774696793e-09,1.2506605767511505e-09,1.253212366158544e-09,7.620947116608827e-10,1.253212366158544e-09,1.1346735884807774e-10,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU38200-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU30690-MONOMER_mod_zn2_s,6.394870045190691e-08,7.899094443966251e-09,7.731173640107315e-09,7.844413272672729e-09,7.837448902427673e-09,7.89909444396625e-09,7.89921378247321e-09,7.899094443966251e-09,8.090546607142454e-09,8.090648947576759e-09,7.871444137678653e-09,7.88389905379825e-09,7.899094443966251e-09,4.7608815200996616e-09,7.899094443966251e-09,7.770800709985041e-10,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU18830-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU16550-MONOMER_mod_cobalt2_s,3.822855615933368e-11,3.613131888187496e-12,3.5348925777207662e-12,3.591983211929245e-12,3.5891257542346114e-12,3.613131888187496e-12,3.6126541660595427e-12,3.613131888187496e-12,3.5988139633410544e-12,3.5988139633410544e-12,3.601675274270263e-12,3.6059693725766523e-12,3.613131888187496e-12,2.1929114249944373e-12,3.613131888187496e-12,3.367292023314953e-13,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU00790-MONOMER_mod_mg2_s,0.0,2.6586295639694832e-12,2.6010591928043774e-12,2.6430678580370685e-12,2.6409652717657003e-12,2.6586295639694832e-12,2.6582780445087934e-12,2.6586295639694832e-12,2.6480940896304778e-12,2.6480940896304778e-12,2.6501995112047562e-12,2.6533592122788526e-12,2.6586295639694832e-12,1.6135971024797855e-12,2.6586295639694832e-12,2.4777346636506694e-13,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU04640-MONOMER_mod_pydx5p_s,0.0,2.956403556068653e-09,2.892385141339753e-09,2.9390988952837946e-09,2.936760813433711e-09,2.956403556068653e-09,2.956012665439249e-09,2.956403556068653e-09,2.9446880789586328e-09,2.9446880789586328e-09,2.947029313673531e-09,2.9505429101587918e-09,2.956403556068653e-09,1.7943245183472534e-09,2.956403556068653e-09,2.7552479179064325e-10,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU02390-MONOMER_mod_6:pydx5p_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU32500-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU15020-MONOMER_mod_mg2_s,0.0,3.8073887797675843e-26,0.0,-3.785103063334912e-26,0.0,0.0,0.0,3.807388779767516e-26,0.0,0.0,0.0,-3.7998411777381663e-26,0.0,-2.3108113993414611e-26,0.0,-3.548331548506362e-27,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU24280-MONOMER_mod_mn2_s,6.373940104345698e-11,6.024262634566104e-12,5.893812330180625e-12,5.9890009325037885e-12,5.984236623823026e-12,6.024262634566104e-12,6.023466116848457e-12,6.024262634566104e-12,6.000390010392339e-12,6.000390010392339e-12,6.005160743664784e-12,6.0123203981631184e-12,6.024262634566104e-12,3.65629452987783e-12,6.024262634566104e-12,5.614367851350378e-13,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU27330-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU27870-MONOMER_mod_fad_s,0.0,1.583036022052063e-15,8.812505865751708e-17,1.5685455131545294e-15,1.5666388563657468e-15,1.583036022052063e-15,1.6387293051715489e-15,1.583036022052063e-15,1.5962962955688999e-15,1.5963023410824918e-15,1.1510291692128166e-15,1.5783435177354607e-15,1.583036022052063e-15,4.1480680296604593e-07,1.583036022052063e-15,2.7818019547125365e-07,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU04000-MONOMER_mod_mg2_mod_k_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU28560-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.730296422699544e-11,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU02490-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU06360-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.585317287587479e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU30940-MONOMER_mod_pydx5p_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU25640-MONOMER_mod_mg2_s,4.47564230585292e-14,1.99923809118214e-15,1.112943556567876e-16,1.980937827040955e-15,1.9785298838066608e-15,1.9992380911821397e-15,2.0695739088669034e-15,1.99923809118214e-15,2.0159846740425785e-15,2.0159923090053243e-15,1.4536506605636259e-15,1.9933118625669334e-15,1.99923809118214e-15,1.0489586234263493e-15,1.99923809118214e-15,6.268598622374339e-17,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU28150-MONOMER_mod_dpm_s,0.0,0.0,0.0,0.0,0.0,6.097477894651333e-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU27860-MONOMER_mod_mg2_s,0.0,9.154090435821752e-16,5.095934302033697e-17,9.070297378013026e-16,9.059271912747894e-16,9.154090435821752e-16,9.476143341277893e-16,9.154090435821752e-16,9.230769514052395e-16,9.230804472939863e-16,6.655960421914121e-16,9.126955482298092e-16,9.154090435821752e-16,4.80296076021747e-16,9.154090435821752e-16,2.870259372716926e-17,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU00730-MONOMER_mod_2:pydx5p_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU09290-MONOMER_mod_mn2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU15680-MONOMER_mod_mg2_s,9.440345139811875e-09,3.5644746784260274e-10,3.4971385667023015e-10,3.5217905683540583e-10,3.5174466722602307e-10,3.5644746784260274e-10,3.56762106777734e-10,3.5644746784260274e-10,4.277024457869091e-10,4.2773019805790234e-10,3.54560656994993e-10,3.558861057854237e-10,3.5644746784260274e-10,2.2460495425539083e-10,3.5644746784260274e-10,7.395263412798249e-11,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU17890-MONOMER_mod_mg2_mod_mn2_mod_thmpp_s,1.9768596405492314e-07,8.957490351211736e-09,8.76829415457839e-09,4.973293959708816e-09,4.435806148298031e-09,8.957490351211734e-09,9.208630086820109e-09,8.957490351211736e-09,9.1603858149452e-09,9.160487922082034e-09,8.92828543481316e-09,8.94017852767825e-09,8.957490351211736e-09,4.934305539520565e-09,8.957490351211736e-09,1.501104633986246e-10,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU37060-MONOMER_mod_mg2_s,2.6363124038235797e-11,3.967748945841813e-11,3.919998298840528e-11,3.8277050827529766e-11,3.8172332095264773e-11,3.967748945841766e-11,3.984547745657282e-11,3.967748945841813e-11,7.898953693227914e-11,7.900180546175745e-11,3.92012238929965e-11,3.9671982272682044e-11,3.967748945841813e-11,2.2478832077406848e-11,3.967748945841813e-11,7.302877164828788e-12,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU16990-MONOMER_mod_zn2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU22730-MONOMER_mod_mn2_s,5.50543290336934e-07,8.72056912697151e-09,2.6948590725743636e-08,8.588314897128174e-09,8.574541742322503e-09,8.72056912697151e-09,9.330585408120337e-09,8.72056912697151e-09,1.0805459025665941e-08,1.0806419000874774e-08,1.0971383359243371e-08,8.672459830897931e-09,8.72056912697151e-09,5.832897100020843e-09,8.72056912697151e-09,1.168079526969753e-09,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU22890-MONOMER_mod_mg2_s,7.124239955403413e-08,1.0728968407062037e-08,1.2827500479513043e-08,1.0670743900747695e-08,1.0662707175681403e-08,1.0728968407062037e-08,1.0727298771466903e-08,1.0728968407062037e-08,1.0601718379336807e-08,1.0601670971699015e-08,1.0694452298239626e-08,1.0707665511721649e-08,1.0728968407062037e-08,6.611763032307049e-09,1.0728968407062037e-08,1.0758935418867766e-09,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU14670-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU30540-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU21820-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU28780-MONOMER_mod_zn2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU11210-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU38490-MONOMER_mod_mg2_s,1.3247124768283212e-11,1.2520381028148337e-12,1.2249262782610267e-12,1.2447095719671241e-12,1.2437193933571047e-12,1.2520381028148337e-12,1.2518725604750395e-12,1.2520381028148337e-12,1.2470765935160473e-12,1.2470765935160473e-12,1.248068107365592e-12,1.249556116899484e-12,1.2520381028148337e-12,7.598971599036551e-13,1.2520381028148337e-12,1.1668486086207318e-13,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU23770-MONOMER_mod_pydx5p_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU30300-MONOMER_mod_mn2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-87_mod_2fe2s_mod_sheme_mod_fad_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU27250-MONOMER_mod_pydx5p_s,1.3338435692618472e-09,9.895250592724258e-12,9.763085435956909e-12,9.586419091738077e-12,9.56282177141552e-12,9.895250592724158e-12,9.931124345168339e-12,9.895250592724258e-12,1.8326656883592345e-11,1.832929300152616e-11,9.788713038861025e-12,9.891334075825902e-12,9.895250592724258e-12,5.655774215043736e-12,9.895250592724258e-12,1.6955680204340532e-12,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU29180-MONOMER_mod_mn2_mod_k_s,6.775082575617434e-08,3.2261806001692463e-07,3.2297785298695717e-07,3.2135953449434983e-07,3.2119088193177473e-07,3.2261806001692463e-07,3.2249218038612277e-07,3.2261806001692463e-07,3.225836584755627e-07,3.2258401085556803e-07,3.234950881749435e-07,3.224678705201848e-07,3.2261806001692463e-07,1.1817910295305125e-07,3.2261806001692463e-07,1.9127857408276464e-10,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU02230-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU00500-MONOMER_mod_mg2_s,0.0,7.970755303374502e-08,2.0379275825173722e-08,7.924322394998697e-08,7.918032639473812e-08,7.970755303374502e-08,8.504286206313192e-08,7.970755303374502e-08,7.931661241810654e-08,7.931658908060698e-08,3.8837227942894785e-08,7.954940491530318e-08,7.970755303374502e-08,5.8924958202834314e-08,7.970755303374502e-08,8.796629591656588e-09,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU16540-MONOMER_mod_mg2_mod_k_s,2.2628145701253593e-08,2.13867545671851e-09,2.092364251308925e-09,2.1261571882867714e-09,2.1244658094970564e-09,2.13867545671851e-09,2.138392684701932e-09,2.13867545671851e-09,2.1302004285690156e-09,2.1302004285690156e-09,2.1318940881551345e-09,2.134435839450357e-09,2.13867545671851e-09,1.2980223220542022e-09,2.13867545671851e-09,1.9931585750888027e-10,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU37150-MONOMER_mod_mg2_s,0.0,2.8531485706320345e-10,2.7812012184675846e-10,2.8261019632755717e-10,2.8233205374917134e-10,2.8531485706320335e-10,2.8550285298302724e-10,2.8531485706320345e-10,3.27501636956332e-10,3.275128360589445e-10,2.835965432599347e-10,2.848306208436339e-10,2.8531485706320345e-10,1.8871545868832702e-10,2.8531485706320345e-10,4.07744766650924e-11,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU33910-MONOMER_mod_mn2_s,2.795695268168879e-08,1.714597696475326e-09,5.493649015387555e-09,1.6855344038724372e-09,1.6826430810391772e-09,1.7145976964753265e-09,1.7167298013480034e-09,1.714597696475326e-09,2.2357647162661692e-09,2.2359879623358826e-09,1.7047497167800184e-09,1.5720039073671447e-09,1.714597696475326e-09,3.545499320022895e-07,1.714597696475326e-09,2.3737126052534765e-07,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-16_mod_fe2_mod_fad_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-19_mod_pydx5p_s,3.118346570339579e-09,2.1791927260446114e-11,2.1431353599573298e-11,2.1162819243103626e-11,2.1102789525270686e-11,2.1791927260446114e-11,2.184084265378107e-11,2.1791927260446114e-11,3.398848631647674e-11,3.3993760475032826e-11,2.1687958500316958e-11,2.176776909454165e-11,2.1791927260446114e-11,7.989088138806642e-12,2.1791927260446114e-11,3.0088750363006378e-12,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU23500-MONOMER_mod_mn2_s,0.0,1.6090524487276993e-09,1.5744327406436014e-09,1.598953792131145e-09,1.597638583866444e-09,1.6090524487276991e-09,1.6089406635604166e-09,1.6090524487276993e-09,1.6256788911993427e-09,1.6256860381280137e-09,1.6037462355388418e-09,1.8422618778786659e-09,1.6090524487276993e-09,4.2842976415612655e-10,1.6090524487276993e-09,1.5206012897178283e-10,0.0,0.0,0.0,0.0,0.0,0.0
