,base,asp__L_s,acnam_s,man6p_c,6pgc_s,so4_s,leu__L_s,pi_c,3amp_s,adn_c,pser__L_s,gmp_s,cbl1_s,pep_s,f6p_s,pyr_c,arg__L_s,k_s,zn2_s,mg2_s,mn2_s,met__L_c
formation_BSU32260-MONOMER,5.734935291019997e-08,6.4572342563442046e-09,6.306808934043764e-09,6.415251600609105e-09,6.40928077658819e-09,6.457244297634981e-09,6.457454611316244e-09,6.4572342563442046e-09,6.307699890846603e-09,6.307790512972926e-09,6.430120097176366e-09,6.445766785699728e-09,6.4572342563442046e-09,2.7269307813880483e-09,6.457244297634981e-09,3.7289164164485207e-10,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU38770-MONOMER,1.2353707442197673e-12,9.895080182233057e-14,9.744457122612359e-14,9.62948340822327e-14,9.593785086319978e-14,9.895082127339857e-14,9.917715431798022e-14,9.895080182233057e-14,9.891447864984038e-14,9.89148961245498e-14,9.847403703887102e-14,9.899647640128418e-14,9.895080182233057e-14,8.021654007988644e-14,9.895082127339857e-14,2.190214780496758e-14,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU32840-MONOMER,0.0,0.0,0.0,0.0,0.0,-2.228346223892678e-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU23800-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU18230-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU30870-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU32490-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU37240-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU39350-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU03270-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01410-MONOMER,2.754575867304573e-06,6.693567439175588e-07,6.601658860659261e-07,6.671574122077789e-07,6.66800428194228e-07,6.693576880251209e-07,6.693748444611838e-07,6.693567439175588e-07,6.418729160246999e-07,6.418784404744534e-07,6.67555374435654e-07,6.687629795366179e-07,6.693567439175588e-07,3.558271384195944e-07,6.693576880251209e-07,1.1606768211593622e-07,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU15570-MONOMER,1.0656953956240476e-09,7.27027634300666e-10,7.107120155907509e-10,7.213974784766571e-10,7.206896309419118e-10,7.270282010887911e-10,7.271588531034825e-10,7.27027634300666e-10,7.510609910251205e-10,7.510804463637061e-10,7.23971598691049e-10,7.257758013907679e-10,7.27027634300666e-10,3.1001326908980895e-10,7.270282010887912e-10,4.489246605989609e-11,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU12360-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU24130-MONOMER,0.0,0.0,0.0,0.0,0.0,6.739740352478985e-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU39980-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU19580-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU14190-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU15500-MONOMER,4.3616413615626035e-08,1.5811095791528328e-09,1.5447989362924304e-09,1.574751247736103e-09,1.5738228621330533e-09,1.5811206464873856e-09,1.5812968818197393e-09,1.5811095791528328e-09,1.542510462172048e-09,1.5425181252208305e-09,1.5739173466062106e-09,1.5789531269938214e-09,1.5811095791528328e-09,7.833576085778367e-10,1.5811206464873856e-09,1.9317383005261804e-10,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU11190-MONOMER,4.944726979031685e-08,4.529161479144051e-09,4.442980528377767e-09,4.4853191502193535e-09,4.479907817834934e-09,4.529164370253509e-09,4.530991166939221e-09,4.529161479144051e-09,4.814321013933609e-09,4.814546673161218e-09,4.509792789223209e-09,4.521661844551242e-09,4.529161479144051e-09,2.2498582991938734e-09,4.529164370253509e-09,4.0029246979542294e-10,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU38040-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU28800-MONOMER,0.0,0.0,0.0,0.0,0.0,4.405052550412435e-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU31180-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU33040-MONOMER,2.8209823533405145e-07,2.2868609708119382e-07,2.2843888957848265e-07,2.2642694705864426e-07,2.2612242489671844e-07,2.2868610725068756e-07,2.2867055460203263e-07,2.2868609708119382e-07,2.285140325493215e-07,2.2851429017925385e-07,2.2842592375079388e-07,2.2865959295697323e-07,2.2868609708119382e-07,1.9001583068899184e-07,2.2868610725068756e-07,5.803187495322079e-08,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU16670-MONOMER,5.713665851079803e-20,6.179823692772436e-22,1.8682775946000515e-22,6.110286531639127e-22,6.100659396134463e-22,6.179825493447838e-22,6.333896149912241e-22,6.179823692772436e-22,6.007630947111773e-22,6.007614865790745e-22,4.959343380366853e-22,6.155601240513153e-22,6.179823692772436e-22,2.2572899779134926e-22,6.179825493447838e-22,4.989531160378115e-24,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU27010-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU00380-MONOMER,5.166140091167614e-09,5.536777840953917e-10,5.412864496373043e-10,5.504773163691261e-10,5.500098176760236e-10,5.536785730396066e-10,5.53639480307201e-10,5.536777840953917e-10,5.357887925368626e-10,5.357922056052241e-10,5.516007750333374e-10,5.52685875219263e-10,5.536777840953917e-10,2.355884605395097e-10,5.536785730396066e-10,3.058190107723265e-11,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU06160-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU03930-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU32460-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU29440-MONOMER,1.694952250907175e-08,3.5808222130302117e-09,3.5126862756685144e-09,3.546159817792716e-09,3.5418815381832454e-09,3.580824498784212e-09,3.5822687913273268e-09,3.5808222130302117e-09,3.80627356890123e-09,3.8064519784321155e-09,3.5655090396259922e-09,3.5748928907344174e-09,3.5808222130302117e-09,1.7787713268828588e-09,3.580824498784212e-09,3.1647716120359297e-10,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU13580-MONOMER,0.0,0.0,0.0,0.0,0.0,5.902720614771245e-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU19800-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU19690-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU35780-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU00810-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU32430-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU09130-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU03950-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU18670-MONOMER,1.1276045302609135e-09,2.3761217317536953e-10,2.321937461850268e-10,2.3574592617340764e-10,2.355753442381421e-10,2.376127187294655e-10,2.3777411395161234e-10,2.3761217317536953e-10,2.763742158370744e-10,2.7638310504219573e-10,2.362679563868828e-10,2.3725717709326744e-10,2.3761217317536953e-10,1.544880688939517e-10,2.3761271872946556e-10,3.9852876203817764e-11,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01040-MONOMER,2.754575867304573e-06,6.693567439175588e-07,6.601658860659261e-07,6.671574122077789e-07,6.66800428194228e-07,6.693576880251209e-07,6.693748444611838e-07,6.693567439175588e-07,6.418729160246999e-07,6.418784404744534e-07,6.67555374435654e-07,6.687629795366179e-07,6.693567439175588e-07,3.558271384195944e-07,6.693576880251209e-07,1.1606768211593622e-07,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU23840-MONOMER,2.7318784614245466e-13,4.61625843096862e-14,4.5474424863599335e-14,4.59953099820086e-14,4.596843806828327e-14,4.616265150336841e-14,4.6163269261214976e-14,4.61625843096862e-14,4.418708028440727e-14,4.418747058168503e-14,4.6031189987466945e-14,4.611610472394938e-14,4.61625843096862e-14,2.385102514447576e-14,4.616265150336841e-14,7.329104387872785e-15,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU27270-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU23760-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU13560-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU37110-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01020-MONOMER,2.754575867304573e-06,6.693567439175588e-07,6.601658860659261e-07,6.671574122077789e-07,6.66800428194228e-07,6.693576880251209e-07,6.693748444611838e-07,6.693567439175588e-07,6.418729160246999e-07,6.418784404744534e-07,6.67555374435654e-07,6.687629795366179e-07,6.693567439175588e-07,3.558271384195944e-07,6.693576880251209e-07,1.1606768211593622e-07,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU21920-MONOMER,0.0,0.0,0.0,0.0,0.0,2.7812412439242157e-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU15190-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU30780-MONOMER,0.0,0.0,0.0,0.0,0.0,-1.224317983209679e-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.027561270416207e-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU03990-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU27550-MONOMER,1.051909401612266e-08,7.684625991951523e-10,7.499429807116809e-10,7.637912684570314e-10,7.630660696914056e-10,7.684631669567005e-10,7.684488151088538e-10,7.684625991951523e-10,7.240711142169054e-10,7.240794498763104e-10,7.651208310252376e-10,7.670816638969398e-10,7.684625991951523e-10,3.1939072624336573e-10,7.684631669567005e-10,4.393707496388583e-11,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU17000-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU08000-MONOMER,5.116087050465495e-10,1.8971921940590442e-11,1.850620897944383e-11,1.881557112955736e-11,1.879485090371601e-11,1.8971980784949604e-11,1.897699899602274e-11,1.8971921940590442e-11,1.9216652804321372e-11,1.921723110539771e-11,1.8875919063220855e-11,1.8938098533257762e-11,1.8971921940590442e-11,7.838052213150083e-12,1.8971980784949604e-11,1.1369581669854664e-12,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU22650-MONOMER,1.0488718086105678e-08,1.2010856202264295e-09,1.175839097428689e-09,1.1942274981004262e-09,1.1932434055484769e-09,1.201087005179104e-09,1.2009429224359474e-09,1.2010856202264295e-09,1.1710609951025343e-09,1.1710676083422513e-09,1.1972099813553894e-09,1.1989424143844905e-09,1.2010856202264295e-09,5.120149591462548e-10,1.201087005179104e-09,6.512430210754589e-11,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU37190-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU22660-MONOMER,9.423258220326083e-09,1.0790775241740173e-09,1.056395581391743e-09,1.0729160604785187e-09,1.0720319335381635e-09,1.079078768441102e-09,1.0789493218411733e-09,1.0790775241740173e-09,1.0521028459351439e-09,1.0521087873919564e-09,1.075595578568203e-09,1.0771520284268626e-09,1.0790775241740173e-09,4.600037042750066e-10,1.079078768441102e-09,5.850887688466642e-11,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01270-MONOMER,2.754575867304573e-06,6.693567439175588e-07,6.601658860659261e-07,6.671574122077789e-07,6.66800428194228e-07,6.693576880251209e-07,6.693748444611838e-07,6.693567439175588e-07,6.418729160246999e-07,6.418784404744534e-07,6.67555374435654e-07,6.687629795366179e-07,6.693567439175588e-07,3.558271384195944e-07,6.693576880251209e-07,1.1606768211593622e-07,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU16680-MONOMER,2.754575867304573e-06,6.693567439175588e-07,6.601658860659261e-07,6.671574122077789e-07,6.66800428194228e-07,6.693576880251209e-07,6.693748444611838e-07,6.693567439175588e-07,6.418729160246999e-07,6.418784404744534e-07,6.67555374435654e-07,6.687629795366179e-07,6.693567439175588e-07,3.558271384195944e-07,6.693576880251209e-07,1.1606768211593622e-07,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU03860-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-181,1.383150108619507e-07,6.685714423872952e-10,1.0417845326787597e-08,6.934658059923183e-10,6.954249480477603e-10,6.685627476940808e-10,6.641131355815096e-10,6.685714423872952e-10,7.042293929634344e-11,7.079986577824382e-11,3.8929542882514446e-09,6.647384361983971e-10,6.685714423872952e-10,1.2143482356568616e-09,6.68562747694081e-10,7.003940887633091e-12,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01210-MONOMER,2.754575867304573e-06,6.693567439175588e-07,6.601658860659261e-07,6.671574122077789e-07,6.66800428194228e-07,6.693576880251209e-07,6.693748444611838e-07,6.693567439175588e-07,6.418729160246999e-07,6.418784404744534e-07,6.67555374435654e-07,6.687629795366179e-07,6.693567439175588e-07,3.558271384195944e-07,6.693576880251209e-07,1.1606768211593622e-07,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU23490-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU00550-MONOMER,2.5596910065910298e-11,3.6837058509676994e-12,3.614814929973826e-12,3.668096240644743e-12,3.665710801897396e-12,3.683712767772196e-12,3.6839901819027495e-12,3.6837058509676994e-12,3.5466143968881046e-12,3.546643706640827e-12,3.670358401977588e-12,3.679250158320728e-12,3.6837058509676994e-12,1.8338248436403046e-12,3.683712767772196e-12,5.035838275894924e-13,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU16530-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU39050-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU00460-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU22060-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU02420-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU25310-MONOMER,0.0,0.0,0.0,0.0,0.0,-6.645541321189226e-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU33940-MONOMER,1.0002461756716769e-06,5.972675305716656e-07,5.956245571349053e-07,6.049969133997797e-07,6.060406350475281e-07,5.972675712607962e-07,5.972266757990278e-07,5.972675305716656e-07,5.962418364472228e-07,5.962424893460101e-07,5.998808224311626e-07,5.969928030006016e-07,5.972675305716656e-07,0.0,5.972675712607962e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU39390-MONOMER,0.0,0.0,0.0,0.0,0.0,-6.233202040219329e-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU07610-MONOMER,1.2353707442197673e-12,9.895080182233057e-14,9.744457122612359e-14,9.62948340822327e-14,9.593785086319978e-14,9.895082127339857e-14,9.917715431798022e-14,9.895080182233057e-14,9.891447864984038e-14,9.89148961245498e-14,9.847403703887102e-14,9.899647640128418e-14,9.895080182233057e-14,8.021654007988644e-14,9.895082127339857e-14,2.190214780496758e-14,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU15600-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU00760-MONOMER,1.841265811421372e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU31580-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU06510-MONOMER,5.213903344102163e-08,2.891468419467733e-09,2.820181997670799e-09,2.8764071157777074e-09,2.874330637349644e-09,2.891478512575842e-09,2.8918540973196885e-09,2.891468419467733e-09,2.868572306777297e-09,2.8685871403840992e-09,2.8773287630956245e-09,2.886582716839494e-09,2.891468419467733e-09,1.605544100997244e-09,2.891478512575842e-09,3.4033066880275304e-10,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU40550-MONOMER,7.413870292001935e-06,1.029726342527117e-06,6.271108887278249e-07,1.0239960645513432e-06,1.0231718030423064e-06,1.029727498399938e-06,1.0440012653261159e-06,1.029726342527117e-06,1.0038862690019908e-06,1.003890861263016e-06,9.170566870712482e-07,1.0214303884984317e-06,1.029726342527117e-06,5.573433256788128e-07,1.029727498399938e-06,9.220353161964701e-08,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU11710-MONOMER,0.0,0.0,0.0,0.0,0.0,-1.2786069841420554e-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU26810-MONOMER,5.51797043321889e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU31970-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU15080-MONOMER,2.754575867304573e-06,6.693567439175588e-07,6.601658860659261e-07,6.671574122077789e-07,6.66800428194228e-07,6.693576880251209e-07,6.693748444611838e-07,6.693567439175588e-07,6.418729160246999e-07,6.418784404744534e-07,6.67555374435654e-07,6.687629795366179e-07,6.693567439175588e-07,3.558271384195944e-07,6.693576880251209e-07,1.1606768211593622e-07,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU13600-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU32480-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU23580-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU28080-MONOMER,1.4029689266027106e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU15820-MONOMER,2.754575867304573e-06,6.693567439175588e-07,6.601658860659261e-07,6.671574122077789e-07,6.66800428194228e-07,6.693576880251209e-07,6.693748444611838e-07,6.693567439175588e-07,6.418729160246999e-07,6.418784404744534e-07,6.67555374435654e-07,6.687629795366179e-07,6.693567439175588e-07,3.558271384195944e-07,6.693576880251209e-07,1.1606768211593622e-07,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU13620-MONOMER,0.0,0.0,0.0,0.0,0.0,3.644166907053927e-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU32820-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU16600-MONOMER,2.5596910065910298e-11,3.6837058509676994e-12,3.614814929973826e-12,3.668096240644743e-12,3.665710801897396e-12,3.683712767772196e-12,3.6839901819027495e-12,3.6837058509676994e-12,3.5466143968881046e-12,3.546643706640827e-12,3.670358401977588e-12,3.679250158320728e-12,3.6837058509676994e-12,1.8338248436403046e-12,3.683712767772196e-12,5.035838275894924e-13,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU39920-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU37080-MONOMER,3.275009436323731e-12,8.485364809601613e-13,8.305548809394792e-13,8.457119589174145e-13,8.452850499036149e-13,8.4852918908944e-13,8.48820109554306e-13,8.485364809601613e-13,8.206473996370802e-13,8.206523925241078e-13,8.444954073736606e-13,8.476751913311929e-13,8.485364809601613e-13,4.629099135333276e-13,8.4852918908944e-13,1.48243123103781e-13,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU33500-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU28870-MONOMER,4.984794034810299e-10,5.926263020867398e-11,5.788482464030992e-11,5.891975072434883e-11,5.887105195460148e-11,5.926270420325849e-11,5.926040831359871e-11,5.926263020867398e-11,5.789652144510157e-11,5.78968182179314e-11,5.902753304165876e-11,5.915560015870084e-11,5.926263020867398e-11,2.5331691789620223e-11,5.926270420325849e-11,3.242271264005852e-12,0.0,0.0,0.0,0.0,0.0,0.0
