,base,asp__L_s,f6p_s,pser__L_s,adn_c,6pgc_s,3amp_s,so4_s,man6p_c,acnam_s,leu__L_s,cbl1_s,pi_c,gmp_s,pep_s,zn2_s,arg__L_s,mg2_s,pyr_c,k_s,mn2_s,met__L_c
formation_BSU16500-MONOMER_s,2.2924108717323407e-07,2.5805126576170036e-09,2.5489567198016637e-09,2.5724126863481047e-09,2.5805126576170036e-09,2.5172171084529976e-09,2.5795526015014315e-09,2.580036663753109e-09,6.801431520677126e-09,2.5696782001153053e-09,2.5844475717873738e-09,2.5805126576170036e-09,7.396949258452916e-10,2.577943745567575e-09,7.329257365719326e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU25410-MONOMER_s,3.4517800587551104e-06,1.0712319509296142e-07,1.0584923742610238e-07,1.0691958412237759e-07,1.0712319509296143e-07,1.0482313756057958e-07,1.0711158616260995e-07,1.0710778279732629e-07,2.9382561076108847e-07,1.0773257913460047e-07,1.0729299848645401e-07,1.0712319509296143e-07,3.853279299266847e-08,1.0712304562037992e-07,3.826667079415258e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-186_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU37780-MONOMER_s,0.0,1.6900223567238973e-09,1.6814416831840578e-09,1.6851891044302153e-09,1.6900223567238973e-09,1.669945969034692e-09,1.689156664427097e-09,1.6898223095164732e-09,2.157160552555964e-09,1.6661195936819443e-09,1.6907619433344465e-09,1.6900223567238973e-09,9.054216183135952e-10,1.6870636373278917e-09,8.999693696816381e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01030-MONOMER_s,3.4517800587551104e-06,1.0712319509296142e-07,1.0584923742610238e-07,1.0691958412237759e-07,1.0712319509296143e-07,1.0482313756057958e-07,1.0711158616260995e-07,1.0710778279732629e-07,2.9382561076108847e-07,1.0773257913460047e-07,1.0729299848645401e-07,1.0712319509296143e-07,3.853279299266847e-08,1.0712304562037992e-07,3.826667079415258e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-187_s,0.0,0.0,0.0,8.813737753476185e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU13590-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU22750-MONOMER_s,1.5879522322490142e-11,1.4950209996904622e-12,1.4940308649421693e-12,1.4909964968883348e-12,1.4950209996904622e-12,1.4848712181991886e-12,1.4941628639583126e-12,1.4948889627737272e-12,1.3708231819609606e-12,1.4632380995586568e-12,1.494822946501932e-12,1.4950209996904622e-12,9.153887463750256e-13,1.4917877737893707e-12,9.109513800321077e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-184_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-188_s,9.662384933193912e-09,8.843478650725425e-11,8.664123178714488e-11,0.0,8.843478650725425e-11,8.630043975705043e-11,8.840084906245718e-11,8.84181311906749e-11,2.162770638747796e-10,8.799137135084004e-11,8.858132219692197e-11,8.843478650725425e-11,2.8410844758884976e-11,8.834472526543988e-11,2.814848151777324e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU00680-MONOMER_s,2.6479824219466486e-09,2.495730859486212e-10,2.494078001658551e-10,2.4890126512875716e-10,2.495730859486212e-10,2.4787875605608916e-10,2.494298351071997e-10,2.4955104468122836e-10,2.288403670677499e-10,2.442674798982711e-10,2.4954002441249617e-10,2.495730859486212e-10,1.5281252463412953e-10,2.4903335506848044e-10,1.5207176870838448e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01300-MONOMER_s,3.4517800587551104e-06,1.0712319509296142e-07,1.0584923742610238e-07,1.0691958412237759e-07,1.0712319509296143e-07,1.0482313756057958e-07,1.0711158616260995e-07,1.0710778279732629e-07,2.9382561076108847e-07,1.0773257913460047e-07,1.0729299848645401e-07,1.0712319509296143e-07,3.853279299266847e-08,1.0712304562037992e-07,3.826667079415258e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01500-MONOMER_s,3.4517800587551104e-06,1.0712319509296142e-07,1.0584923742610238e-07,1.0691958412237759e-07,1.0712319509296143e-07,1.0482313756057958e-07,1.0711158616260995e-07,1.0710778279732629e-07,2.9382561076108847e-07,1.0773257913460047e-07,1.0729299848645401e-07,1.0712319509296143e-07,3.853279299266847e-08,1.0712304562037992e-07,3.826667079415258e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU29670-MONOMER_s,7.126615469906452e-09,7.89777830572785e-11,7.938414652579536e-11,7.868155882428963e-11,7.89777830572785e-11,7.697162052926347e-11,7.895465435106533e-11,7.896243932450187e-11,1.9039082954258481e-10,7.839175389880287e-11,7.910315177185626e-11,7.89777830572785e-11,2.2793650155130887e-11,7.889272267485333e-11,2.250062732582685e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU10010-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU41060-MONOMER_s,3.4517800587551104e-06,1.0712319509296142e-07,1.0584923742610238e-07,1.0691958412237759e-07,1.0712319509296143e-07,1.0482313756057958e-07,1.0711158616260995e-07,1.0710778279732629e-07,2.9382561076108847e-07,1.0773257913460047e-07,1.0729299848645401e-07,1.0712319509296143e-07,3.853279299266847e-08,1.0712304562037992e-07,3.826667079415258e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01220-MONOMER_s,3.4517800587551104e-06,1.0712319509296142e-07,1.0584923742610238e-07,1.0691958412237759e-07,1.0712319509296143e-07,1.0482313756057958e-07,1.0711158616260995e-07,1.0710778279732629e-07,2.9382561076108847e-07,1.0773257913460047e-07,1.0729299848645401e-07,1.0712319509296143e-07,3.853279299266847e-08,1.0712304562037992e-07,3.826667079415258e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU31050-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU22360-MONOMER_s,1.036299350885056e-08,8.651798620984533e-11,8.64878604621602e-11,8.617345611046334e-11,8.651798620984533e-11,8.44578223400453e-11,8.648706372880765e-11,8.650178352360393e-11,2.492247213772312e-10,8.660270835043307e-11,8.666298644196804e-11,8.651798620984535e-11,3.146129883280535e-11,8.645244714209981e-11,3.1337270934339185e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU03200-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU34190-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-105_s,0.0,7.797102545264724e-10,7.76905608883586e-10,7.762938544821314e-10,7.797102545264724e-10,7.71865484372553e-10,7.793706889573556e-10,7.796229899348402e-10,1.0453476684979762e-09,7.633807370693304e-10,7.801441699062889e-10,7.797102545264724e-10,4.6510645724908675e-10,7.782414369345123e-10,4.6340374809496384e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU37320-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU06450-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU19230-MONOMER_s,-4.678965872781346e-24,0.0,-4.40222421069233e-25,-4.393283319416397e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.405141683777433e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU24080-MONOMER_s,2.1265450197294302e-08,1.0093278329356919e-08,1.0086251562533499e-08,6.220224016872111e-09,1.0093278329356919e-08,1.0024843871646052e-08,1.0329154978285871e-08,1.005574635379913e-08,9.217529234865094e-09,6.488440848814842e-10,1.0836861691699724e-08,1.009327832935692e-08,6.912172615579082e-07,1.0071194506656066e-08,6.92381087892148e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-39_s,1.6554903784680147e-11,6.855642094385015e-13,6.841321286695714e-13,6.847844051188915e-13,6.855642094385015e-13,6.706282757234801e-13,6.854766371989088e-13,6.854674429437672e-13,1.8508137297270864e-12,6.899633760360941e-13,6.865165097822207e-13,6.855642094385015e-13,2.1647042659246185e-13,6.85532212366256e-13,2.1431177440224277e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-38_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU18120-MONOMER_s,1.910096704103995e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-30_s,3.368563520760592e-11,6.680119609420391e-13,6.721501592820314e-13,6.664852167731497e-13,6.680119609420391e-13,6.530927525421905e-13,6.679035931080347e-13,6.679006845431429e-13,1.9759905995367892e-12,6.720652125776632e-13,6.689808418737521e-13,6.680119609420391e-13,2.3392678384400523e-13,6.678761545420181e-13,2.3304585603685507e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-34_s,2.2575219526110904e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU40500-MONOMER_s,3.4517800587551104e-06,1.0712319509296142e-07,1.0584923742610238e-07,1.0691958412237759e-07,1.0712319509296143e-07,1.0482313756057958e-07,1.0711158616260995e-07,1.0710778279732629e-07,2.9382561076108847e-07,1.0773257913460047e-07,1.0729299848645401e-07,1.0712319509296143e-07,3.853279299266847e-08,1.0712304562037992e-07,3.826667079415258e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU36920-MONOMER_s,1.265909521179121e-07,5.944399937114786e-09,5.93292964900135e-09,5.9276301365084375e-09,5.944399937114786e-09,3.02957693545786e-09,6.20858284518035e-09,5.896094873322134e-09,3.828827726549031e-09,5.827029325223371e-09,6.1387540286818266e-09,5.944399937114786e-09,3.801830812742055e-09,5.932268765724032e-09,3.278365105956682e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU28860-MONOMER_s,3.4517800587551104e-06,1.0712319509296142e-07,1.0584923742610238e-07,1.0691958412237759e-07,1.0712319509296143e-07,1.0482313756057958e-07,1.0711158616260995e-07,1.0710778279732629e-07,2.9382561076108847e-07,1.0773257913460047e-07,1.0729299848645401e-07,1.0712319509296143e-07,3.853279299266847e-08,1.0712304562037992e-07,3.826667079415258e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU15480-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU28130-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU02360-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU24120-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU26970-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU22090-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU00930-MONOMER_s,0.0,2.044122753500217e-11,2.049897999173997e-11,2.0348306003649573e-11,2.044122753500217e-11,1.8366972240197602e-11,2.0434986725141583e-11,0.0,5.35317016340882e-11,2.0355745926969938e-11,2.0479801118925622e-11,2.044122753500228e-11,6.355464970719401e-12,2.042425700607172e-11,6.3069191191831244e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU12340-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU28390-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU32830-MONOMER_s,1.3024165111217829e-08,1.2261955963958184e-09,1.2253835015366516e-09,1.2228947547255858e-09,1.2261955963958184e-09,1.2178708856582728e-09,1.225491765308436e-09,1.2260873015384916e-09,1.12433025991331e-09,1.2001277002322348e-09,1.2260331559032248e-09,1.2261955963958184e-09,7.507892197017586e-10,1.2235437491221734e-09,7.471497530518537e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU31760-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01310-MONOMER_s,3.4517800587551104e-06,1.0712319509296142e-07,1.0584923742610238e-07,1.0691958412237759e-07,1.0712319509296143e-07,1.0482313756057958e-07,1.0711158616260995e-07,1.0710778279732629e-07,2.9382561076108847e-07,1.0773257913460047e-07,1.0729299848645401e-07,1.0712319509296143e-07,3.853279299266847e-08,1.0712304562037992e-07,3.826667079415258e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU03130-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU22680-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU12380-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU02090-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU31750-MONOMER_s,2.227459619911069e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU00270-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU02630-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU29300-MONOMER_s,0.0,1.8433373023015717e-15,1.8415063747265935e-15,1.835899038154814e-15,1.8433373023015717e-15,1.8245974175418954e-15,1.8417504315898974e-15,1.843093108278829e-15,1.6184751377343523e-15,1.7848689001091456e-15,1.84297102995529e-15,1.8433373023015717e-15,4.8728853588084347e-14,1.8373607615001644e-15,4.869016222136997e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01150-MONOMER_s,3.4517800587551104e-06,1.0712319509296142e-07,1.0584923742610238e-07,1.0691958412237759e-07,1.0712319509296143e-07,1.0482313756057958e-07,1.0711158616260995e-07,1.0710778279732629e-07,2.9382561076108847e-07,1.0773257913460047e-07,1.0729299848645401e-07,1.0712319509296143e-07,3.853279299266847e-08,1.0712304562037992e-07,3.826667079415258e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU16520-MONOMER_s,6.066551747483287e-10,9.185022613645978e-12,9.164307956281132e-12,9.163332609462386e-12,9.185022613645978e-12,8.956740046045409e-12,9.181433378444162e-12,9.183353898863817e-12,2.383448991521614e-11,9.153674154757043e-12,9.197217144715603e-12,9.185022613645978e-12,2.30633689458163e-12,9.175494906102743e-12,2.2780548258514216e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01340-MONOMER_s,3.4517800587551104e-06,1.0712319509296142e-07,1.0584923742610238e-07,1.0691958412237759e-07,1.0712319509296143e-07,1.0482313756057958e-07,1.0711158616260995e-07,1.0710778279732629e-07,2.9382561076108847e-07,1.0773257913460047e-07,1.0729299848645401e-07,1.0712319509296143e-07,3.853279299266847e-08,1.0712304562037992e-07,3.826667079415258e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU00910-MONOMER_s,5.582576394951105e-10,5.255869020069735e-11,5.252388120102226e-11,5.241720550179837e-11,5.255869020069735e-11,5.220186630249454e-11,5.2528521734765743e-11,5.2554048334527465e-11,4.8192413989862134e-11,5.144133626248971e-11,5.255172747831327e-11,5.255869020069735e-11,3.218124263397705e-11,5.244502349065146e-11,3.2025243378466445e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU39410-MONOMER_s,2.642679852840328e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU13730-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU22130-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU29660-MONOMER_s,3.4517800587551104e-06,1.0712319509296142e-07,1.0584923742610238e-07,1.0691958412237759e-07,1.0712319509296143e-07,1.0482313756057958e-07,1.0711158616260995e-07,1.0710778279732629e-07,2.9382561076108847e-07,1.0773257913460047e-07,1.0729299848645401e-07,1.0712319509296143e-07,3.853279299266847e-08,1.0712304562037992e-07,3.826667079415258e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX-8352_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX-8351_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU03790-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX-8354_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU00820-MONOMER_s,1.372899379600453e-08,1.354715882152364e-10,1.3377807180370428e-10,1.349703213650691e-10,1.354715882152364e-10,1.3220740022849823e-10,1.3542380017083315e-10,1.3544629867224984e-10,3.519442792408958e-10,1.3546400622063431e-10,1.3569316561092847e-10,1.354715882152364e-10,4.82443628197002e-11,1.35354182449968e-10,4.7903512218274134e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01160-MONOMER_s,3.4517800587551104e-06,1.0712319509296142e-07,1.0584923742610238e-07,1.0691958412237759e-07,1.0712319509296143e-07,1.0482313756057958e-07,1.0711158616260995e-07,1.0710778279732629e-07,2.9382561076108847e-07,1.0773257913460047e-07,1.0729299848645401e-07,1.0712319509296143e-07,3.853279299266847e-08,1.0712304562037992e-07,3.826667079415258e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU23610-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX-8225_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU14000-MONOMER_s,5.3375152964417673e-08,1.8460641574747004e-09,1.840435100240727e-09,1.8407193986401875e-09,1.8460641574747004e-09,1.827089704963398e-09,1.8450868727940711e-09,1.8458645067578407e-09,2.318383824635344e-09,1.8147103829835895e-09,1.8464776925442397e-09,1.8460641574747004e-09,1.0349808877604181e-09,1.8425541324353223e-09,1.0296698543738963e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU30790-MONOMER_s,9.30839004631978e-12,8.763638042718828e-13,8.757833988762827e-13,8.740046878536482e-13,8.763638042718828e-13,8.704141212091951e-13,8.758607751539213e-13,8.762864057773612e-13,8.035604977964371e-13,8.577330403721989e-13,8.762477078118435e-13,8.763638042718828e-13,5.365901645040317e-13,8.744685251076854e-13,5.339890323125557e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU38630-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU03040-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-179_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-176_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU38710-MONOMER_s,8.638649344192252e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01180-MONOMER_s,3.4517800587551104e-06,1.0712319509296142e-07,1.0584923742610238e-07,1.0691958412237759e-07,1.0712319509296143e-07,1.0482313756057958e-07,1.0711158616260995e-07,1.0710778279732629e-07,2.9382561076108847e-07,1.0773257913460047e-07,1.0729299848645401e-07,1.0712319509296143e-07,3.853279299266847e-08,1.0712304562037992e-07,3.826667079415258e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU32240-MONOMER_s,1.2455356760689025e-07,4.022341030283168e-09,3.999964334027642e-09,4.011129077774133e-09,4.022341030283168e-09,3.968404250756018e-09,4.020270955998585e-09,3.960319145521202e-09,6.3074691328986675e-09,3.955267920503388e-09,4.0236803430083585e-09,4.022341030283168e-09,2.02261510851564e-09,4.014988826763693e-09,2.0126051199338672e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU11640-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU14880-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU05740-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU25290-MONOMER_s,1.6611724620312886e-12,1.5818308987610057e-14,1.5625013773557162e-14,1.5766978044659912e-14,1.5818308987610057e-14,1.5426039530874126e-14,1.5812054778154444e-14,1.5815334702598735e-14,4.1546386612743396e-14,1.573828653418681e-14,1.584233348375643e-14,1.5818308987610057e-14,4.452317884615309e-15,1.580117284957887e-14,4.410838632781444e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU31400-MONOMER_s,6.613667560074689e-09,7.1458642286803955e-09,7.13146251442591e-09,7.126643111360475e-09,7.1458642286803955e-09,7.086220406074692e-09,7.1418632123636335e-09,7.145173906104801e-09,7.98412799555122e-09,7.006542797114142e-09,7.14592759210537e-09,7.1458642286803955e-09,4.1854645533281454e-09,7.131188576196649e-09,4.1656347295504526e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU29050-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-49_s,2.6724333855388445e-12,5.820193042409808e-13,5.817947701470776e-13,5.81106335929935e-13,5.820193042409808e-13,5.797151326126903e-13,5.818247067567483e-13,5.819893650922647e-13,5.534276582412031e-13,5.747854164077869e-13,5.819743956643923e-13,5.820193042409808e-13,4.392492543717022e-13,5.812859075449502e-13,4.3804384147108143e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-46_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-47_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-45_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-42_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-43_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
