,base,asp__L_s,f6p_s,pser__L_s,adn_c,6pgc_s,3amp_s,so4_s,man6p_c,acnam_s,leu__L_s,cbl1_s,pi_c,gmp_s,pep_s,zn2_s,arg__L_s,mg2_s,pyr_c,k_s,mn2_s,met__L_c
transcription_TU8J2_1262_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_941_from_BSU04730-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_2951_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_696_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1248_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_182_from_BSU25200-MONOMER,8.400393037613653e-12,1.987797057178012e-12,1.98928890203932e-12,2.3227595549703815e-12,1.987797057178012e-12,1.9805812004800947e-12,1.940393170250338e-12,1.9901743514242546e-12,2.6067318902425497e-12,2.9671805675656785e-12,1.9234554245175244e-12,1.987797057178012e-12,1.0992876291200284e-12,2.0144729576451486e-12,1.096818685762304e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_352_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1232_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_912_from_BSU25200-MONOMER,2.0110139546349214e-09,5.359197536130274e-10,5.344571567289066e-10,5.348462089611866e-10,5.359197536130274e-10,5.314927142139337e-10,5.358177817165362e-10,5.358823638165078e-10,7.071449182792928e-10,5.319776142469841e-10,5.361799018549672e-10,5.359197536130274e-10,3.162560402634281e-10,5.355126622214067e-10,3.1491729310424155e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_568_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_899_from_BSU25200-MONOMER,3.131247408850276e-10,1.1810659943754342e-10,1.1819794492411002e-10,1.178378766363444e-10,1.1810659943754342e-10,1.1766839798864908e-10,1.1808879341611987e-10,1.1945721715482814e-10,1.227949602485485e-10,1.165249138180508e-10,1.1812604665709857e-10,1.1810659943754342e-10,6.399751410167697e-11,1.1799580402274138e-10,6.372249201688639e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1576_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_256_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_12_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_884_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1433_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1083_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_638_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1185_from_BSU04730-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_752_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1303_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1532_from_BSU25200-MONOMER,6.860507792271562e-08,1.511746423780814e-07,1.5115856410353394e-07,1.5121585839195535e-07,1.511746423780814e-07,1.51532208034298e-07,1.511737564358192e-07,1.5117707049497622e-07,1.5088129886231655e-07,1.5125126417913284e-07,1.5117317535214087e-07,1.511746423780814e-07,9.493689420893669e-08,1.5119440572919201e-07,9.478264597922365e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_408_from_BSU25200-MONOMER,3.5261850609135194e-09,7.25697056198e-11,7.271228364034394e-11,7.23899731505255e-11,7.25697056198e-11,7.229768891022493e-11,7.255961611003693e-11,7.256696644107696e-11,6.898221278976862e-11,7.148346318830063e-11,7.257833867230746e-11,7.25697056198e-11,4.0346575443176084e-11,7.249803024322016e-11,4.018111594635127e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_2968_from_BSU25200-MONOMER,1.5498307138907816e-09,4.6305323318681886e-10,4.636255451956038e-10,4.6197289870660447e-10,4.6305323318681886e-10,4.6133935817595087e-10,4.629841418272654e-10,4.665243313899092e-10,4.672272322185863e-10,4.5662449087664525e-10,4.631222522339723e-10,4.6305323318681886e-10,2.5333792718639696e-10,4.6261205799355585e-10,2.522687544858181e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_942_from_BSU09520-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_826_from_BSU25200-MONOMER,1.170137448855837e-08,2.9799512788237964e-08,2.979575758011936e-08,2.9808603982768106e-08,2.9799512788237964e-08,2.954645860553249e-08,2.980658102600376e-08,2.9797983264792195e-08,2.9438198242404765e-08,3.00634108592159e-08,2.9799202097707943e-08,2.9799512788237964e-08,3.138068063808721e-08,2.980392179222149e-08,3.132984673729686e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_720_from_BSU25200-MONOMER,3.737877432752375e-09,4.5709499054492865e-12,3.689418867519054e-12,2.889334163641687e-10,4.5709499054492865e-12,1.886307869577908e-12,1.3221007631889225e-11,5.2363597010331275e-12,3.26661069343096e-10,8.297490955117642e-10,4.911482669122541e-12,4.5709499054492696e-12,1.1328848016890363e-10,4.831752460335293e-12,1.1320144051388506e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_595_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1141_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_811_from_MONOMER8J2-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1258_from_BSU25200-MONOMER,0.0,2.4820558343583643e-11,2.479263329222279e-11,2.477205284528619e-11,2.4820558343583643e-11,2.4729976890342745e-11,2.4816352344627175e-11,2.5558225561982343e-11,2.93314349299938e-11,2.455050969681525e-11,2.482645276548292e-11,2.4820558343583643e-11,1.28912943689871e-11,2.4799235387411367e-11,1.2831575657874248e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1127_from_BSU25200-MONOMER,1.9174508516305708e-09,5.462484660313098e-10,5.474872254626598e-10,5.452166870789722e-10,5.462484660313098e-10,5.443302582174071e-10,5.461451213250246e-10,5.462291611131019e-10,5.198931595262473e-10,5.392829380889215e-10,5.462645971105939e-10,5.462484660313098e-10,3.0241058955705175e-10,5.45719753012524e-10,3.011756696610224e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1487_from_BSU25200-MONOMER,7.4440705365512e-08,4.747318064417494e-08,4.759926442439011e-08,4.7418724536752716e-08,4.747318064417494e-08,4.744596206974704e-08,4.7478736778728826e-08,4.74733442177691e-08,4.6987260000455935e-08,4.72409639290443e-08,4.748089343826894e-08,4.747318064417494e-08,3.315354209256376e-08,4.7473758532797813e-08,3.309335761882517e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_169_from_BSU15320-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_362_from_BSU25200-MONOMER,1.5971280015149106e-08,1.4216007690830035e-08,1.4214846332007636e-08,1.4215886667697565e-08,1.4216007690830035e-08,1.3991538397737963e-08,1.4206255116294148e-08,1.4216765150184092e-08,1.4090674244442033e-08,1.4373035872870518e-08,1.4216122620952552e-08,1.4216007690830035e-08,1.4149931682068196e-08,1.4215818095636493e-08,1.4100251663752088e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_691_from_BSU25200-MONOMER,5.654130246510382e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_467_from_BSU25200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00090,2.397129507751733e-08,1.7872658991297385e-09,1.7891486845516162e-09,1.7802528363109829e-09,1.7872658991297385e-09,1.7741336949909258e-09,2.8001588578046046e-09,1.7871120750229122e-09,1.970845978511955e-09,1.7484536961511702e-09,1.7878385548574033e-09,1.7872658991297385e-09,9.96981993895319e-10,7.782984378624928e-10,9.924668028180292e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00130,9.339471931023693e-09,7.36013303667731e-10,7.377065887340967e-10,7.334042930238546e-10,7.36013303667731e-10,7.308979418212781e-10,7.357086949665807e-10,7.359560990894333e-10,6.722671449961547e-10,7.182255127657179e-10,7.360361649146266e-10,7.36013303667731e-10,3.2710147112179724e-10,7.345643682519257e-10,3.2502197163494737e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00180,2.855288136125604e-11,2.041592175679558e-12,2.0457156111556035e-12,2.0339907923932854e-12,2.041592175679558e-12,2.027147910797152e-12,2.0407083037479282e-12,2.0414264707568366e-12,1.8594528138186605e-12,1.990201344716745e-12,2.0416647178485586e-12,2.041592175679558e-12,8.892208700181575e-13,2.037386797935462e-12,8.83447266545953e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_misc_RNA_2,2.5866366316110753e-07,1.2802201486540692e-08,1.2792827146174602e-08,1.2772160792922113e-08,1.2802201486540692e-08,1.2722236900005478e-08,1.2795148508723095e-08,1.2801275006683374e-08,1.174823224166353e-08,1.2552439205535134e-08,1.280048755610959e-08,1.2802201486540692e-08,5.638766211007678e-09,1.27775671617497e-08,5.603506167602181e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_rRNA_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_8,1.4110664374588372e-06,3.2915255445497073e-07,3.2979955598684095e-07,3.283386180070776e-07,3.2915255445497073e-07,3.279219811980967e-07,3.2910706333536237e-07,3.291401722227782e-07,3.129190366080146e-07,3.242356751066135e-07,3.291917738657078e-07,3.2915255445497073e-07,1.8311344485476898e-07,3.2882848118496755e-07,1.8236350109228265e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_rRNA_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_rRNA_26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU00270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU00280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00380,5.166140091167614e-09,5.358330942731884e-10,5.365131157492255e-10,5.340984854127004e-10,5.358330942731884e-10,5.322941901776657e-10,5.355970771947536e-10,5.357922056052241e-10,4.904301199838394e-10,5.236356415155882e-10,5.358236296338505e-10,5.358330942731884e-10,2.371032633994981e-10,5.347809551825303e-10,2.356035530982535e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU00460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00500,5.666007553811738e-07,4.2678965017272455e-07,4.26700816548447e-07,3.2310609309938116e-07,4.2678965017272455e-07,4.241763138094103e-07,4.3298404450984116e-07,4.2626499329602707e-07,3.6074940331520203e-07,0.0,4.465730915537243e-07,4.2678965017272455e-07,2.9907826441249234e-07,4.258466428528807e-07,2.9760353930664037e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00510,1.3692576189934067e-07,7.619317110561434e-09,7.63436669423591e-09,7.591019892515994e-09,7.619317110561434e-09,7.570537439607722e-09,7.616633759620825e-09,7.61874410572227e-09,7.73595612277349e-09,7.450507094860381e-09,7.620891033153842e-09,7.619317110561434e-09,3.906948988516932e-09,7.606196941816612e-09,3.88756649478568e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00550,2.5596910065910298e-11,3.5468265362089506e-12,3.5569237206505243e-12,3.535670960197646e-12,3.5468265362089506e-12,3.529811872262506e-12,3.5461172371970038e-12,3.546643706640827e-12,3.325503572316251e-12,3.4780347941335824e-12,3.547416836975011e-12,3.5468265362089506e-12,1.8426356727245342e-12,3.542117298249652e-12,1.833910914808621e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU00550,6.917406280584581e-13,2.623127607282891e-13,2.6313935388168624e-13,2.6181077970801015e-13,2.623127607282891e-13,2.618703078261586e-13,2.6232928047242336e-13,2.623098500997956e-13,2.5592904885269944e-13,2.5977038820985863e-13,2.6237233779703176e-13,2.623127607282891e-13,1.7097752746449848e-13,2.6222438462266665e-13,1.7055424016052263e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU00680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00740,3.6372643494052336e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00750,2.4822514606225867e-09,2.7310335988070225e-10,2.733380414597748e-10,2.7234671325636623e-10,2.7310335988070225e-10,2.7131568050416523e-10,2.7297234467354003e-10,2.730828908886386e-10,2.497355230272705e-10,2.6731834915543485e-10,2.730789391749426e-10,2.7310335988070225e-10,1.2016811255091938e-10,2.7256983594358127e-10,1.194049440556677e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00760,1.841265811421372e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00770,2.3219664762177052e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00780,6.119871823935844e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00790,2.8129493397501477e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00820,1.1780113336151882e-08,8.988259851513059e-10,9.010870678614563e-10,8.953707083609794e-10,8.988259851513059e-10,8.926687867119912e-10,8.984747182902842e-10,8.987557861684828e-10,8.209516356326389e-10,8.762919353720518e-10,8.988990799409464e-10,8.988259851513059e-10,4.0142072185896967e-10,8.970450934321208e-10,3.9889409341590027e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_rRNA_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_rRNA_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_rRNA_11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00940,1.0656949265993481e-09,1.1709510534523957e-10,1.172291468712633e-10,1.1663645479532623e-10,1.1709510534523957e-10,1.1629013333883196e-10,1.1705197272665136e-10,1.1708589052396833e-10,1.0649920910908497e-10,1.1409473591067851e-10,1.17106335662384e-10,1.1709510534523957e-10,5.157725726464799e-11,1.1686218200628764e-10,5.1248066193621693e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00980,2.551006601490453e-11,4.792711722404289e-11,4.7917984847358695e-11,4.793516120142599e-11,4.792711722404289e-11,4.7507691223126475e-11,4.7901653620752716e-11,4.792662320736355e-11,4.737092740690024e-11,4.829870073805363e-11,4.792665885506801e-11,4.792711722404289e-11,4.9220771186609424e-11,4.7964540619372524e-11,4.9131860452616045e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00990,2.754575867304573e-06,6.419021949199514e-07,6.434117520587751e-07,6.403747297998619e-07,6.419021949199514e-07,6.39535354714164e-07,6.418085186227946e-07,6.418784404744534e-07,6.105453901592952e-07,6.325036405646407e-07,6.419675268809419e-07,6.419021949199514e-07,3.5729782880160664e-07,6.412737760979937e-07,3.5584145951286764e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU00990,7.4440705365512e-08,4.747318064417494e-08,4.759926442439011e-08,4.7418724536752716e-08,4.747318064417494e-08,4.744596206974704e-08,4.7478736778728826e-08,4.74733442177691e-08,4.6987260000455935e-08,4.72409639290443e-08,4.748089343826894e-08,4.747318064417494e-08,3.315354209256376e-08,4.7473758532797813e-08,3.309335761882517e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01000,2.5866366316110753e-07,1.2802201486540692e-08,1.2792827146174602e-08,1.2772160792922113e-08,1.2802201486540692e-08,1.2722236900005478e-08,1.2795148508723095e-08,1.2801275006683374e-08,1.174823224166353e-08,1.2552439205535134e-08,1.280048755610959e-08,1.2802201486540692e-08,5.638766211007678e-09,1.27775671617497e-08,5.603506167602181e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01000,6.9902251619526795e-09,9.46812814512127e-10,9.464066519112252e-10,9.457580791296515e-10,9.46812814512127e-10,9.438395625051556e-10,9.465400823815624e-10,9.467825938652809e-10,9.04137926159362e-10,9.375271377107661e-10,9.467435036199964e-10,9.46812814512127e-10,5.232191685961028e-10,9.459284952591245e-10,5.21127677976618e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01010,2.5596910065910298e-11,3.5468265362089506e-12,3.5569237206505243e-12,3.535670960197646e-12,3.5468265362089506e-12,3.529811872262506e-12,3.5461172371970038e-12,3.546643706640827e-12,3.325503572316251e-12,3.4780347941335824e-12,3.547416836975011e-12,3.5468265362089506e-12,1.8426356727245342e-12,3.542117298249652e-12,1.833910914808621e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01010,6.917406280584581e-13,2.623127607282891e-13,2.6313935388168624e-13,2.6181077970801015e-13,2.623127607282891e-13,2.618703078261586e-13,2.6232928047242336e-13,2.623098500997956e-13,2.5592904885269944e-13,2.5977038820985863e-13,2.6237233779703176e-13,2.623127607282891e-13,1.7097752746449848e-13,2.6222438462266665e-13,1.7055424016052263e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01020,2.754575867304573e-06,6.419021949199514e-07,6.434117520587751e-07,6.403747297998619e-07,6.419021949199514e-07,6.39535354714164e-07,6.418085186227946e-07,6.418784404744534e-07,6.105453901592952e-07,6.325036405646407e-07,6.419675268809419e-07,6.419021949199514e-07,3.5729782880160664e-07,6.412737760979937e-07,3.5584145951286764e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01020,7.4440705365512e-08,4.747318064417494e-08,4.759926442439011e-08,4.7418724536752716e-08,4.747318064417494e-08,4.744596206974704e-08,4.7478736778728826e-08,4.74733442177691e-08,4.6987260000455935e-08,4.72409639290443e-08,4.748089343826894e-08,4.747318064417494e-08,3.315354209256376e-08,4.7473758532797813e-08,3.309335761882517e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01030,2.754575867304573e-06,6.419021949199514e-07,6.434117520587751e-07,6.403747297998619e-07,6.419021949199514e-07,6.39535354714164e-07,6.418085186227946e-07,6.418784404744534e-07,6.105453901592952e-07,6.325036405646407e-07,6.419675268809419e-07,6.419021949199514e-07,3.5729782880160664e-07,6.412737760979937e-07,3.5584145951286764e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01030,7.4440705365512e-08,4.747318064417494e-08,4.759926442439011e-08,4.7418724536752716e-08,4.747318064417494e-08,4.744596206974704e-08,4.7478736778728826e-08,4.74733442177691e-08,4.6987260000455935e-08,4.72409639290443e-08,4.748089343826894e-08,4.747318064417494e-08,3.315354209256376e-08,4.7473758532797813e-08,3.309335761882517e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
