,base,man6p_c,f6p_s,asp__L_s,leu__L_s,cbl1_s,gmp_s,acnam_s,pser__L_s,so4_s,pep_s,6pgc_s,pi_c,adn_c,3amp_s,arg__L_s,zn2_s,mg2_s,mn2_s,k_s,pyr_c,met__L_c
DHORTS_REV_BSU15500-MONOMER_s,0.0,0.003160703416647344,0.0031764309429823602,0.0031764309429823602,0.003171088349334749,0.0031764309429823602,0.003173004628194411,0.0031064178537752794,0.003152004851577362,0.003176328485320718,0.0031764309429823602,0.003163582671405974,0.00317319999288636,0.0031763526648026954,0.0031764309429823602,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHORTS_FWD_BSU15500-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHPPDA_FWD_BSU23280-MONOMER_s,0.0,4.2186489599705864e-07,4.2241631735291345e-07,4.2241631735291345e-07,4.226248638054076e-07,4.2241631735291345e-07,4.220646152806137e-07,4.205811130851962e-07,4.233102283785156e-07,4.2241271949320325e-07,4.2241631735291345e-07,4.210189956351956e-07,4.2238977669924406e-07,4.22416362002371e-07,4.2241631735291345e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOLD3_FWD_BSU00770-MONOMER_mod_mg2_s,0.0,9.877236938476562e-06,9.89879684448242e-06,9.89879684448242e-06,9.894876861572265e-06,9.89879684448242e-06,9.885356903076172e-06,9.723237609863281e-06,9.863236999511716e-06,9.898516845703123e-06,9.89879684448242e-06,9.873036956787108e-06,9.898236846923827e-06,9.89879684448242e-06,9.89879684448242e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHQTi_REV_BSU23080-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHQTi_FWD_BSU23080-MONOMER_s,0.043610558273548046,0.00048577065262532824,0.0005010720894048439,0.0005010720894048439,0.0004962967498179777,0.0005010720894048439,0.0005007496424335611,0.00048149818561381063,0.0004901995113279372,0.0005010114694399911,0.0005010720894048439,0.00048780229582585656,0.0005045182764374724,0.0005011233914007229,0.0005010720894048439,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHQS_FWD_BSU22700-MONOMER_mod_nad_mod_cobalt2_s,0.043610558273548046,0.00048577065262532824,0.0005010720894048439,0.0005010720894048439,0.0004962967498179777,0.0005010720894048439,0.0005007496424335611,0.00048149818561381063,0.0004901995113279372,0.0005010114694399911,0.0005010720894048439,0.00048780229582585656,0.0005045182764374724,0.0005011233914007229,0.0005010720894048439,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DINSK_FWD_BSU00150-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIPEPabc1_FWD_CPLX8J2-70_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIPEPabc10_FWD_CPLX8J2-70_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIPEPabc11_FWD_CPLX8J2-70_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIPEPabc12_FWD_CPLX8J2-70_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIPEPabc13_FWD_CPLX8J2-70_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIPEPabc14_FWD_CPLX8J2-70_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIPEPabc15_FWD_CPLX8J2-70_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIPEPabc2_FWD_CPLX8J2-70_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIPEPabc3_FWD_CPLX8J2-70_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIPEPabc4_FWD_CPLX8J2-70_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIPEPabc5_FWD_CPLX8J2-70_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIPEPabc6_FWD_CPLX8J2-70_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIPEPabc7_FWD_CPLX8J2-70_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIPEPabc8_FWD_CPLX8J2-70_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIPEPabc9_FWD_CPLX8J2-70_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DJENKabc_FWD_CPLX_dummy_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKI_REV_BSU22130-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKI_FWD_BSU22130-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKII_FWD_BSU22140-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKMD2K_FWD_BSU13620-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKMD3M_FWD_BSU13620-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM1PE_REV_BSU13590-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM1PE_FWD_BSU13590-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM1PE_REV_CPLX-7445_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM1PE_FWD_CPLX-7445_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DMATT_FWD_BSU24280-MONOMER_mod_mn2_s,2.9954984664916994e-05,7.158978271484375e-06,7.174604797363281e-06,7.174604797363281e-06,7.171763610839845e-06,7.174604797363281e-06,7.164863586425783e-06,7.047360229492189e-06,7.148831176757812e-06,7.17440185546875e-06,7.174604797363281e-06,7.155934143066407e-06,7.174198913574219e-06,7.174604797363281e-06,7.174604797363281e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DMPPS_FWD_BSU25160-MONOMER_s,2.9954984664916994e-05,7.158978271484375e-06,7.174604797363281e-06,7.174604797363281e-06,7.171763610839845e-06,7.174604797363281e-06,7.164863586425783e-06,7.047360229492189e-06,7.148831176757812e-06,7.17440185546875e-06,7.174604797363281e-06,7.155934143066407e-06,7.174198913574219e-06,7.174604797363281e-06,7.174604797363281e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPCOAK_FWD_BSU29060-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.22854995809657e-19,5.247251976342187e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPR_FWD_BSU15110-MONOMER_s,0.0,0.0,0.0,5.247399800212658e-19,5.245321798664317e-19,0.0,5.240275223474701e-19,0.0,5.228549958096602e-19,5.247251976342178e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRBK_REV_BSU35920-MONOMER_mod_mg2_mod_k_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRBK_FWD_BSU35920-MONOMER_mod_mg2_mod_k_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRIBabc_FWD_CPLX8J2-64_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRPA_REV_BSU39420-MONOMER_s,0.0,0.0013091321360989927,0.0013119861416790953,0.0013119861416790953,0.0013114677869804133,0.0013119861416790953,0.0013102046988578485,0.002544336521007234,0.0025809710514726374,0.0013610176638536118,0.0013119861416790953,0.0013085747983146447,0.0013119114151746247,0.0013119861358755604,0.0013119861416790953,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRPA_FWD_BSU39420-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DTMPK_REV_BSU00280-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DTMPK_FWD_BSU00280-MONOMER_mod_mg2_s,0.00533118631217487,0.0012755032034127071,0.0012782873103892966,0.0012782873103892966,0.0012777811091566323,0.0012782873103892966,0.0012765517632395693,0.0012556167112419663,0.0012736953414826048,0.0012782511531589207,0.0012782873103892966,0.0012749608448548706,0.0012782149959284636,0.0012782873103892966,0.0012782873103892966,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DTMPt6_REV_CPLX_dummy_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DTMPt6_FWD_CPLX_dummy_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DURIK1_FWD_BSU37060-MONOMER_mod_mg2_s,5.4780408369155725e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DURIPP_REV_BSU39400-MONOMER_s,5.4780408369155725e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DURIPP_FWD_BSU39400-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUTPDP_FWD_BSU17660-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUTPDP_FWD_BSU20020-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DXPRIi_FWD_BSU16550-MONOMER_mod_cobalt2_s,0.00020968489265441896,5.011284790039062e-05,5.022223358154297e-05,5.022223358154297e-05,5.020234527587891e-05,5.022223358154297e-05,5.0154045104980475e-05,4.933152160644532e-05,5.0041818237304685e-05,5.022081298828125e-05,5.022223358154297e-05,5.0091539001464845e-05,5.0219392395019535e-05,5.022223358154297e-05,5.022223358154297e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DXPS_FWD_BSU24270-MONOMER_mod_thmpp_s,0.00020968489265441896,5.011284790039062e-05,5.022223358154297e-05,5.022223358154297e-05,5.020234527587891e-05,5.022223358154297e-05,5.0154045104980475e-05,4.933152160644532e-05,5.0041818237304685e-05,5.022081298828125e-05,5.022223358154297e-05,5.0091539001464845e-05,5.0219392395019535e-05,5.022223358154297e-05,5.022223358154297e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH1_1_REV_BSU28540-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH1_1_FWD_BSU28540-MONOMER_s,0.004690945363190164,0.0011210947461151644,0.0011235418573366993,0.0011235418573366993,0.0011230969280236931,0.0011235418573366993,0.0011220163854063921,0.0011036153802470576,0.0011195057128544272,0.0011235100766714846,0.0011235418573366993,0.0011206180361369434,0.0011234782960062699,0.0011235418573366993,0.0011235418573366993,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH1_1_REV_BSU18220-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH1_1_FWD_BSU18220-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH2_REV_BSU28540-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH2_FWD_BSU28540-MONOMER_s,0.004690945363190164,0.0011210947461151644,0.0011235418573366993,0.0011235418573366993,0.0011230969280236931,0.0011235418573366993,0.0011220163854063921,0.0011036153802470576,0.0011195057128544272,0.0011235100766714846,0.0011235418573366993,0.0011206180361369434,0.0011234782960062699,0.0011235418573366993,0.0011235418573366993,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH2_REV_BSU18220-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH2_FWD_BSU18220-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH2c_REV_BSU28540-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH2c_FWD_BSU28540-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH2c_REV_BSU18220-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH2c_FWD_BSU18220-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH3_REV_BSU28540-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH3_FWD_BSU28540-MONOMER_s,0.004690945363190164,0.0011210947461151644,0.0011235418573366993,0.0011235418573366993,0.0011230969280236931,0.0011235418573366993,0.0011220163854063921,0.0011036153802470576,0.0011195057128544272,0.0011235100766714846,0.0011235418573366993,0.0011206180361369434,0.0011234782960062699,0.0011235418573366993,0.0011235418573366993,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH3_REV_BSU18220-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH3_FWD_BSU18220-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH4_REV_BSU28540-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH4_FWD_BSU28540-MONOMER_s,0.004690945363190164,0.0011210947461151644,0.0011235418573366993,0.0011235418573366993,0.0011230969280236931,0.0011235418573366993,0.0011220163854063921,0.0011036153802470576,0.0011195057128544272,0.0011235100766714846,0.0011235418573366993,0.0011206180361369434,0.0011234782960062699,0.0011235418573366993,0.0011235418573366993,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH4_REV_BSU18220-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH4_FWD_BSU18220-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH5_1_REV_BSU28540-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH5_1_FWD_BSU28540-MONOMER_s,0.004690945363190164,0.0011210947461151644,0.0011235418573366993,0.0011235418573366993,0.0011230969280236931,0.0011235418573366993,0.0011220163854063921,0.0011036153802470576,0.0011195057128544272,0.0011235100766714846,0.0011235418573366993,0.0011206180361369434,0.0011234782960062699,0.0011235418573366993,0.0011235418573366993,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH5_1_REV_BSU18220-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH5_1_FWD_BSU18220-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH6_REV_BSU28540-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH6_FWD_BSU28540-MONOMER_s,0.004690945363190164,0.0011210947461151644,0.0011235418573366993,0.0011235418573366993,0.0011230969280236931,0.0011235418573366993,0.0011220163854063921,0.0011036153802470576,0.0011195057128544272,0.0011235100766714846,0.0011235418573366993,0.0011206180361369434,0.0011234782960062699,0.0011235418573366993,0.0011235418573366993,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH6_REV_BSU18220-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH6_FWD_BSU18220-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH7_REV_BSU28540-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH7_FWD_BSU28540-MONOMER_s,0.0036084195101462797,0.0008623805739347419,0.0008642629671820765,0.0008642629671820765,0.0008639207138643793,0.0008642629671820765,0.0008630895272356863,0.0008489349078823521,0.0008611582406572518,0.0008642385205165267,0.0008642629671820765,0.000862013873951495,0.0008642140738509769,0.0008642629671820765,0.0008642629671820765,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH7_REV_BSU18220-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH7_FWD_BSU18220-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH9ir_REV_BSU28540-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH9ir_FWD_BSU28540-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH9ir_REV_BSU18220-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOAH9ir_FWD_BSU18220-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECTOINEabc_FWD_CPLX8J2-93_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EDA_FWD_BSU22100-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENO_REV_BSU33900-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENO_FWD_BSU33900-MONOMER_s,0.11252697831273117,5.963691846965525,5.958348546905339,5.958348546905339,5.963717243271106,5.958348546905339,5.960117985865061,6.082317589180857,5.993361803677479,5.958372281760106,5.958348546905339,5.954192332583632,5.958308248548933,5.9583487384454505,5.958348546905339,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETHAAL_FWD_CPLX_dummy_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETHAt6_REV_BSU39450-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETHAt6_FWD_BSU39450-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETHSabc_FWD_CPLX8J2-74_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETOHt3_FWD_CPLX_dummy_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRUK_FWD_BSU14390-MONOMER_mod_mg2_s,8.280673747816394e-05,1.9790083051953022e-05,1.9833280591214852e-05,1.9833280591214852e-05,1.982542649316725e-05,1.9833280591214852e-05,1.980635225505164e-05,1.9481529200082798e-05,1.9762032701782998e-05,1.9832719584211454e-05,1.9833280591214852e-05,1.9781667946902015e-05,1.9832158577208052e-05,1.9833280591214852e-05,1.9833280591214852e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F6Pt6_2_FWD_BSU12010-MONOMER_s,90.33257593115488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F6Pt6_2_FWD_BSU14400-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FACOAL140_REV_BSU10360-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FACOAL140_FWD_BSU10360-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FACOAL140_REV_BSU18250-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FACOAL140_FWD_BSU18250-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
