,leu__L_e,lys__L_e,met__L_e,phe__L_e,crn_e,btd_RR_e,4abut_e,gly_e,ile__L_e,val__L_e,for_e,ac_e,acac_e,arab__L_e,acgam_e,glcr_e,succ_e,gal_e,asp__L_e,pro__L_e,ala__D_e,tre_e,man_e,galt_e,ser__D_e,sbt__D_e,glyc_e,glcur_e,glcn__D_e,glyc3p_e,xyl__D_e,lac__L_e,mnl_e,glu__L_e,g6p_e,mal__L_e,rib__D_e,rmn_e,fru_e,glc__D_e,malt_e,melib_e,thymd_e,asn__L_e,akg_e,sucr_e,uri_e,gln__L_e,g1p_e,f6p_e,mbdg_e,malttr_e,dad_2_e,adn_e,cit_e,fum_e,ppa_e,galctr__D_e,glyclt_e,glx_e,cellb_e,ins_e,ser__L_e,thr__L_e,ala__L_e,acmana_e,mal__D_e,pyr_e,galur_e,dextrin_e,glycogen_e,acnam_e,arab__D_e,abt__L_e,arbt_e,drib_e,pala_e,raffin_e,salcn_e,srb__L_e,gam_e,orn__L_e,dha_e,gly_asp__L_e,gly_glu__L_e,gly_pro__L_e
MTHFD,0,0,0,0,0,-1.7347319366760003e-11,1.478860896608694,0.8608887493859992,1.4788608966590777,0.8608887493615804,1.1028826062314214e-11,1.9973336708634378e-10,7.013940321821682e-11,0.2833468239158441,1.4788608966903423,0.2833468238986743,0.2833468238504735,0.2833468240488285,1.478860896450548,1.4542939541638713,1.451902740499506,0.28334682387139076,0.28334682411193035,0.2833468238444262,1.4530983473879893,0.2786398460560726,0.2833468239049295,0.2833468237535548,0.28334682401982975,0.27818169416257527,0.283346823739512,0.28334682412288553,0.283346824095587,1.478860896334535,0.28334682409559614,0.2833468241988008,0.28334682409506234,0.2833468239869971,0.28334682405669936,0.28334682393773747,0.278639846555191,0.27863984655520363,0.2995385051337717,1.4788608967256585,0.28334682422059654,0.2833468240235598,0.2922469046554498,1.4788608968269574,0.2833468238544736,0.2833468238544736,0.28334682385444787,0.28334682368639974,0.8854556923254029,0.8854556923104824,0.2833468241006558,0.2781816941381992,0.283346823985767,0.2833468236930196,0.28334682387773313,0.28334682382290954,0.28334682405728073,0.8854556920636155,1.4788608966062455,0.8608887493372243,1.4530983474557548,1.478860896637131,0.27841077044685586,0.28334682397610733,0.283346823780778,0.28334682391238336,0.2833468239296378,1.4788608967070185,0.2833468240169892,0.28334682405367334,0.28334682404776507,0.2833468238025695,0.2784107704888795,0.2833468240215977,0.28334682404776507,0.2833468240563043,1.478860896648157,1.4788608968316301,0.28334682391190075,0,0,0
MTHFR3,0,0,0,0,0,-0.0,0.3691915355328608,0.369191535546036,0.3691915354643245,0.36919153550086065,-0.0,0.0,-0.0,0.0707363683139695,0.3691915354638576,0.07073636831203992,0.07073636832152026,0.07073636830039472,0.3691915355166152,0.44406190822350355,0.36919153556590123,0.07073636831650375,0.07073636829489793,0.07073636832112591,0.44406190825854763,0.08508138371258696,0.07073636831460973,0.07073636832720197,0.07073636830061575,0.07073636832301745,0.07073636833426336,0.0707363683014003,0.07073636829922951,0.3691915354608528,0.070736368299228,0.07073636828586082,0.0707363682993166,0.0707363683112232,0.07073636829623887,0.07073636831379194,0.07073636829512665,0.07073636829512986,0.0711478659670384,0.36919153551255457,0.07073636828715496,0.07073636830847504,0.07295823677535726,0.36919153552164236,0.07073636832256422,0.07073636832256422,0.07073636832255877,0.07073636833915793,0.3691915355521533,0.36919153554593215,0.07073636830137528,0.07073636832813722,0.07073636830699469,0.07073636834032265,0.07073636832276406,0.0707363683259562,0.07073636830949438,0.4440619082051338,0.36919153550550443,0.37005810582678456,0.3700581057889413,0.36919153547452377,0.07073636830665912,0.0707363683107506,0.07073636832815125,0.07073636831439904,0.07073636831967585,0.44406190831589154,0.07090240146972138,0.07073636830103,0.07073636830191575,0.07090240148669746,0.07073636830656646,0.07090240146971837,0.07073636830191575,0.07073636829766385,0.3691915354947993,0.36919153552222433,0.07090240147559233,0,0,0
MTRI,0,0,0,0,0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-2.5849394142282115e-26,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.257541580670245e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5849394142282115e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5849394142282115e-26,0.0,0.0,0.0,0.0,0.0,-5.26872433247578e-26,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0,0,0
MTRK,0,0,0,0,0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-2.5849394142282115e-26,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.257541580670245e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5849394142282115e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5849394142282115e-26,0.0,0.0,0.0,0.0,0.0,-5.26872433247578e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,0
NACt,0,0,0,0,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.462348535570529e-27,-6.462348535570529e-27,0.0,-4.0389678347315804e-27,0.0,0.0,0.0,0.0,9.491574411619214e-27,0.0,0.0,0.0,0.0,4.0389678347315804e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
NADH4,0,0,0,0,0,9000.000000000715,0.0,1294.6103805076816,10796.47897004698,8795.156171605697,1000.000000000282,3000.0000000004957,5999.999999998817,8293.855552665173,12793.955177369871,6960.53182074922,4960.531820746665,9960.522219336573,4794.005289653597,8793.980722737093,4793.978929275899,19960.527039077577,9960.522219337912,10960.531477133318,3793.979527117949,10960.526770157388,5960.53182074903,7960.531477130045,0.0,5960.489024451846,8293.860028791922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4794.005289652092,0.0,0.0,8293.013136788537,6794.0052896474535,9960.525470082428,9960.525470082428,9960.525470082428,29960.525470075976,12294.30199224027,11627.610170057289,6960.531820755237,4960.526770153399,0.0,6960.53025174755,0.0,0.0,0.0,11627.635126898804,3794.005289659501,0.0,4793.979527128031,12793.955177368674,4960.526884699735,3960.531820752124,7960.53182074406,19960.51865482109,9960.52703907726,16794.00509093082,8293.85566335524,9293.855552669844,9960.522219335677,8960.53182074477,19960.517338626356,29960.52227467802,9960.522219335679,10960.527039082664,9793.955177357082,8793.961439883464,4960.531820749057,0,0,0
NADK,0,0,0,0,0,3.6925029356686606e-14,0.0037464506455924212,0.0037464506457294496,0.0037464506448249913,0.0037464506452221736,-2.725367826546754e-14,-3.258604588927678e-14,-1.4295263397753802e-13,0.0007178125370301031,0.0037464506449141786,0.000717812536869018,0.0007178125370789857,0.0007178125366878068,0.0037464506454024746,0.003746450644838356,0.0037464506459311676,0.0007178125366869636,0.0007178125367864589,0.0007178125369612416,0.0037464506450213633,0.0007178125368653363,0.0007178125369447444,0.0007178125372504398,0.0007178125364813276,0.0007178125370301412,0.0007178125370945084,0.0007178125368106848,0.0007178125367735711,0.0037464506448649246,0.0007178125367735558,0.0007178125366530274,0.0007178125367744548,0.0007178125369104064,0.0007178125367583209,0.0007178125369364554,0.0007178125372017828,0.0007178125372018155,0.0007219882982223411,0.0037464506453892495,0.0007178125365678856,0.0007178125372549709,0.0007403594258894175,0.0037464506454819614,0.0007178125369755366,0.0007178125369755366,0.0007178125369757586,0.000717812537372131,0.003746450645354987,0.0037464506459932837,0.000717812536821214,0.0007178125370820219,0.0007178125368673027,0.0007178125371561613,0.0007178125370278432,0.0007178125370598897,0.0007178125368921357,0.0037464506448433464,0.003746450645314594,0.0037464506452383147,0.0037464506449144393,0.003746450644979434,0.0007178125368640637,0.0007178125369056384,0.0007178125368842624,0.0007178125373272118,0.000717812536996126,0.0037464506453249863,0.0007178125368384093,0.0007178125368069271,0.0007178125368158877,0.0007178125370711091,0.0007178125366320786,0.000717812537065141,0.0007178125368158877,0.0007178125369507985,0.0037464506449821407,0.0037464506454184332,0.0007178125370114363,0,0,0
NADK1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
NADK2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
NADK3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
NADK4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
NADK5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
NADS1,0,0,0,0,0,3.17072766610298e-12,0.05640525784774819,0.05640525780889368,0.05640525779589208,0.05640525780211197,-3.3616147440381977e-13,-2.833388056195214e-11,-1.3760927672578125e-12,0.01080713588296874,0.05640525779720762,0.010807135928483874,0.010807135929641092,0.010807135879460347,0.05640525780366058,0.056405257794748594,0.05640525781207225,0.010807135928533124,0.0108071359272784,0.010807135882350778,0.05640525779991297,0.010807135998230724,0.010807135968716216,0.010807136000634047,0.01080713596602942,0.01080713588337152,0.010807135885039964,0.010807135880194914,0.010807135880177156,0.05640525779615112,0.0108071358801921,0.01080713587840795,0.010807135879296142,0.010807135899564061,0.010807135879669295,0.010807135826207421,0.010807135878895202,0.010807135878895695,0.010870004688352563,0.05640525780387782,0.010807135963833262,0.01080713588283821,0.01114659400364291,0.05640525780510843,0.01080713588330248,0.01080713588330248,0.010807135883301625,0.010807135885154123,0.056405257762644045,0.05640525780863354,0.010807135880089793,0.010807135884267367,0.010807135881249957,0.01080713588683319,0.010807135883611346,0.010807135883952143,0.010807135881077307,0.05640525779329067,0.05640525777679465,0.05640525780260936,0.056405257796583806,0.05640525779765043,0.010807135881309953,0.010807135881724673,0.010807135970956746,0.010807135881677784,0.010807135882626908,0.05640525780299175,0.010807135881265202,0.010807135880418275,0.010807135880548737,0.010807135884045303,0.010807135881763942,0.010807135882988962,0.010807135880548737,0.010807135966513852,0.05640525780760059,0.05640525780522146,0.010807135928902327,0,0,0
NAabcO,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
NAt3_1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0985992510469899e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
NAPRT,0,0,0,0,0,0.0,-0.0,0.0,0.0,0.0,0.0,-2.7993496938175973e-11,0.0,0.0,0.0,0.0,6.462348535570529e-27,-6.462348535570529e-27,0.0,-4.0389678347315804e-27,0.0,0.0,0.0,0.0,9.491574411619214e-27,0.0,0.0,0.0,0.0,4.0389678347315804e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.618915179919496e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
NDPK1,0,0,0,0,0,2.01215723017001e-12,0.8016557356939666,0.8007891654189504,0.8007891654189702,0.8007891654552662,1.0885830062806243e-11,9.610515993005018e-11,-2.5117897128763607e-12,0.15359565402487138,0.8016557357431405,0.1534296207835701,0.15342962071795838,0.15342962090554507,0.800789165107816,0.8007891654902441,0.8007891653641356,0.15342962074808822,0.15342962102825453,0.1534296207126346,0.800789165307153,0.1534296207987403,0.15342962078506756,0.1534296206106061,0.1535956542035023,0.2666667327331976,0.15342962058247897,0.1534296209953371,0.15342962102517121,0.800789165229503,0.15342962102518315,0.15342962104732022,0.15342962102448668,0.1534296208190371,0.1535956540988146,0.1534296207393437,0.15342962100903382,0.15342962100904078,0.2879565572421195,0.8007891654915453,0.15342962110311612,0.1534296209110701,0.22203314807743482,0.8007891655078866,0.15813659862342658,0.15813659862342658,0.15813659862337023,0.15813659866039753,0.20621767467704938,0.20621767467357432,0.1535956541976992,0.15342962058896378,0.15342962079764236,0.15813659866325852,0.15342962074293284,0.15342962060124685,0.15342962082719677,0.8007891654588196,0.800789165385085,0.8007891653517165,0.8007891653805727,0.8007891654213749,0.1534296209148015,0.15342962077878444,0.15342962063727983,0.15359565406451134,0.15342962083276038,0.8007891654163056,0.15342962090744153,0.15342962096126117,0.15342962101135182,0.15342962058594337,0.153429620928311,0.1534296209120459,0.15342962101135182,0.1534296209676079,0.8007891654531334,0.8007891655454707,0.15342962079159403,0,0,0
NDPK2,0,0,0,0,0,1.9910296916337488e-11,2.2068190616312617,2.2068190617100156,2.2076856315446713,2.2068190614399277,-1.660256161725291e-11,-1.0643509329584407e-11,-2.4854160611765508e-11,0.4228221693125552,2.2068190612187992,0.4229882024617345,0.42282216935768946,0.42282216923175375,2.206819061534155,2.2822856083536327,2.2068190618290213,0.42282216932770356,0.42282216919923815,0.4228221693553322,2.281689434130976,0.43728141053152664,0.42298820247710156,0.4229882025524003,0.42282216923205185,0.4229882025273779,0.4228221694349725,0.4228221692371262,0.4228221692244478,2.2068190612001546,0.4228221692244389,0.42282216914432447,0.4228221692249684,0.42282216929559735,0.4228221692057031,0.42282216931073663,0.42298820236059687,0.4229882023605024,0.4254488695493804,2.2068190615098833,0.422822169152273,0.4228221692797125,0.43610324756357977,2.2076856318874203,0.4228221693639296,0.4228221693639296,0.4228221693638969,0.42282216946311746,2.2068190617465815,2.206819061709395,0.422822169237274,0.42282216939744427,0.4228221692719757,0.4228221694700795,0.4228221693651241,0.42282216938418227,0.4228221692858054,2.281689433856263,2.2068190614680816,2.207685631779597,2.207685631553833,-997.793180938717,0.4228221692691989,0.42298820245402474,0.4228221693973257,0.4335157035629425,0.4228221693459023,-997.7183105657174,0.4229882024436468,0.42282216923555077,0.42282216924084515,0.4229882025515588,0.4372814104999861,0.42298820244362895,0.42282216924084515,0.42298820237576873,2.206819061403297,2.2076856318909,0.4229882024786717,0,0,0
NDPK3,0,0,0,0,0,1.857534472456913e-11,1.6979728771632698,1.697972877223865,1.697106306525191,1.6979728770165352,-1.1802975585179766e-11,-2.2855486905595167e-11,-2.318773060709884e-11,0.3253282463607864,1.6979728768454498,0.32516221319119853,0.32532824639551344,0.32532824629471574,1.6979728770886044,1.62250632965234,1.6979728773131322,0.3253282463722391,0.3253282462676161,0.3253282463935698,1.6231025041833833,0.31086900511747884,0.32516221320301114,0.32516221326089567,0.3253282463048271,0.3251622132416604,0.3253282464452257,0.32532824630552,0.3253282462930026,1.6979728768373201,0.3253282462929957,0.32532824623329254,0.3253282462934032,0.32532824635249163,0.3253282462864605,0.3253282463654983,0.32516221311426935,0.3251622131142841,0.32705379303075216,1.6979728770698783,0.3253282462374618,0.3253282463354129,0.33554698655648363,1.6971063067859078,0.3253282464003148,0.3253282464003148,0.32532824640028984,0.32532824647663194,1.6979728772520422,1.6979728772233877,0.3253282463028635,0.3253282464243265,0.32532824631981244,0.3253282464819888,0.325328246401234,0.3253282464160967,0.3253282463402044,1.6231025039878562,1.6979728770347247,1.6971063067055716,1.6971063065320209,1.6979728768913305,0.3253282463244363,0.3251622131841902,0.32532824642601044,0.3146347121085757,0.3253282463931288,1.6231025042320952,0.325162213177294,0.32532824629855045,0.32532824630262436,0.3251622132524621,0.3108690050950564,0.3251622131772802,0.32532824630262436,0.3251622131251143,1.697972876991857,1.697106306794947,0.3251622132042185,0,0,0
NDPK4,0,0,0,0,0,7.352576062945897e-13,0.07459997681173763,0.07459997681439987,0.07459997679788898,0.07459997680527158,-5.426799813770903e-13,-6.488590128857036e-13,-9.178271280762737e-13,0.014293208072477522,0.07459997679779463,0.014293208072087624,0.01429320807400325,0.014293208069734558,0.07459997680845501,0.07459997679667243,0.07459997681841389,0.014293208072989599,0.014293208068623862,0.014293208073923567,0.07459997680256407,0.014293208072012589,0.014293208072606891,0.014293208075151314,0.01429320806977922,0.01429320807430578,0.01429320807657816,0.014293208069937752,0.014293208069499113,0.07459997679718748,0.01429320806949881,0.014293208066797793,0.01429320806951671,0.014293208071922595,0.014293208068894817,0.014293208072441645,0.014293208068670077,0.014293208068670727,0.014376356553475921,0.07459997680763451,0.014293208067059292,0.014293208071367296,0.014742165645296805,0.07459997680947081,0.014293208074214197,0.014293208074214197,0.014293208074213094,0.014293208077567173,0.07459997681563595,0.07459997681437888,0.014293208069932695,0.014293208075340295,0.014293208071068167,0.014293208077802518,0.014293208074254575,0.014293208074899592,0.014293208071573265,0.07459997679358027,0.07459997680620992,0.07459997680582733,0.07459997679819853,0.07459997679994987,0.014293208071000364,0.014293208071827102,0.014293208075343126,0.014293208072564316,0.014293208073630563,0.07459997680639141,0.01429320807147642,0.014293208069862926,0.014293208070041903,0.014293208075122875,0.014293208070981639,0.014293208071475815,0.014293208070041903,0.01429320806918275,0.07459997680404681,0.0745999768095884,0.014293208072659946,0,0,0
NDPK5,0,0,0,0,0,5.586275310849064e-13,0.05667891159310937,0.05667891159513205,0.05667891158258755,0.05667891158819664,-4.1231260386910427e-13,-4.929843707666482e-13,-6.973385900812691e-13,0.010859567406653737,0.05667891158251588,0.010859567406357504,0.010859567407812942,0.010859567404569715,0.05667891159061532,0.056678911581663265,0.056678911598181794,0.0108595674070428,0.010859567403725838,0.010859567407752402,0.05667891158613956,0.010859567406300496,0.010859567406752028,0.010859567408685208,0.010859567404603646,0.010859567408042796,0.010859567409769285,0.010859567404724093,0.010859567404390829,0.056678911582054584,0.010859567404390598,0.010859567402338443,0.010859567404404198,0.010859567406232118,0.010859567403931703,0.010859567406626478,0.01085956740376095,0.010859567403761445,0.010922741225266347,0.05667891158999193,0.010859567402537122,0.01085956740581022,0.011200672426607005,0.0566789115913871,0.010859567407973213,0.010859567407973213,0.010859567407972375,0.010859567410520708,0.05667891159607119,0.05667891159511611,0.010859567404720251,0.010859567408828789,0.010859567405582951,0.010859567410699517,0.010859567408003892,0.010859567408493956,0.01085956740596671,0.05667891157931392,0.056678911588909565,0.056678911588618895,0.056678911582822754,0.05667891158415337,0.010859567405531435,0.010859567406159567,0.010859567408830942,0.010859567406719681,0.010859567407529785,0.05667891158904746,0.01085956740589313,0.010859567404667243,0.010859567404803224,0.0108595674086636,0.010859567405517209,0.01085956740589267,0.010859567404803224,0.010859567404150464,0.0566789115872661,0.05667891159147644,0.01085956740679234,0,0,0
NDPK6,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0005961743200825246,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0,0,0
NDPK7,0,0,0,0,0,5.580495741036716e-13,0.056620271496047876,0.056620271498068454,0.05662027148553694,0.056620271491140226,-4.1188602455713475e-13,-4.924743283092506e-13,-6.966171224055911e-13,0.010848332079988617,0.056620271485465334,0.010848332079692689,0.010848332081146621,0.01084833207790675,0.0566202714935564,0.056620271484613606,0.056620271501115045,0.010848332080377276,0.010848332077063745,0.010848332081086143,0.056620271489085265,0.01084833207963574,0.010848332080086804,0.010848332082017985,0.010848332077940646,0.010848332081376238,0.010848332083100942,0.010848332078060968,0.010848332077728048,0.05662027148500452,0.010848332077727818,0.010848332075677787,0.010848332077741404,0.010848332079567435,0.010848332077269396,0.010848332079961387,0.010848332077098823,0.010848332077099317,0.010911440538862461,0.05662027149293365,0.010848332075876262,0.01084833207914597,0.011189084192115745,0.05662027149432738,0.010848332081306727,0.010848332081306727,0.01084833208130589,0.010848332083851586,0.05662027149900662,0.05662027149805253,0.01084833207805713,0.010848332082161419,0.010848332078918938,0.01084833208403021,0.010848332081337373,0.010848332081826933,0.0108483320793023,0.05662027148226669,0.056620271491852406,0.056620271491562034,0.05662027148577189,0.05662027148710114,0.010848332078867476,0.010848332079494958,0.010848332082163568,0.010848332080054491,0.010848332080863757,0.05662027149199016,0.010848332079228796,0.010848332078004176,0.010848332078140017,0.010848332081996401,0.010848332078853265,0.010848332079228338,0.010848332078140017,0.010848332077487933,0.05662027149021065,0.056620271494416625,0.010848332080127074,0,0,0
NDPK8,0,0,0,0,0,-999999.0,-999998.7191921219,-999998.7191921219,-999998.7191921219,-999998.7191921219,-999999.0,-999999.0,-999999.0,-999998.9461977658,-999998.7191921218,-999998.9461977658,-999998.9461977658,-999998.9461977656,-999998.7191921219,-999998.7191921219,-999998.7191921219,-999998.9461977658,-999998.9461977658,-999998.9461977658,-999998.7191921219,-999998.9461977658,-999998.9461977658,-999998.9461977658,-999998.9461977658,-999998.9461977658,-999998.9461977658,-999998.9461977658,-999998.9461977656,-999998.7191921219,-999998.9461977656,-999998.9461977656,-999998.9461977656,-999998.9461977656,-999998.9461977658,-999998.9461977656,-999998.9461977656,-999998.9461977656,-999998.9458847797,-999998.7191921219,-999998.9461977658,-999998.9461977658,-999998.9445078077,-999998.7191921219,-999998.9461977656,-999998.9461977656,-999998.9461977656,-999998.9461977656,-999998.7191921218,-999998.719192122,-999998.9461977658,-999998.9461977658,-999998.9461977658,-999998.9461977656,-999998.9461977658,-999998.9461977658,-999998.9461977658,-999998.7191921219,-999998.7191921219,-999998.7191921219,-999998.719192122,-999998.7191921218,-999998.9461977656,-999998.9461977658,-999998.9461977658,-999998.9461977658,-999998.9461977658,-999998.7191921219,-999998.9461977658,-999998.9461977658,-999998.9461977658,-999998.9461977658,-999998.9461977658,-999998.9461977658,-999998.9461977658,-999998.9461977658,-999998.7191921219,-999998.6625132103,-999998.9461977658,0,0,0
NDPK9,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
