,base,6pgc_s,lys__L_s,succ_c,akg_s,cmp_s,leu__L_s,his__L_s,asp__L_s,adn_c,thr__L_s,gam6p_s,3amp_s,gsn_c,3pg_c,amp_s,gly_s,ac_c,lac__L_c,pyr_s,acac_s,phe__L_c,gmp_s,asn__L_s,chor_s,pep_c,met__L_s,arg__L_s,k_s,zn2_s,mg2_s,mn2_s
PFK_FWD_BSU29190-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0638924765774694,0.0,0.0,0.06389347475944812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PFK_2_FWD_BSU29190-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGAMT_REV_BSU01770-MONOMER_s,0.025590150152095634,0.025495988443320742,0.025577189072022236,0.03836539702731706,0.038281091730485405,0.02558758840198874,0.025563589889024352,0.025581041208763863,0.0255716831288371,0.031949489094433695,0.025550264719865556,0.02554476345205709,0.03194939166048876,0.05834410808400043,0.025574512350326567,0.025584415494909675,0.02557357113625385,0.03200228610691118,0.01687359514211542,0.02327577763360536,0.038365530145668285,0.025586486193037255,0.05832379398570079,0.0255837938796043,0.025587654887453046,0.025588389471008686,0.0,0.0,0.0,0.0,0.0,0.0
PGAMT_FWD_BSU01770-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGCD_REV_BSU23070-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGCD_FWD_BSU23070-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGCD_REV_CPLX8J2-181_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGCD_FWD_CPLX8J2-181_s,0.012475856871977059,0.01242209071907322,0.01247053746610654,0.009195708294879795,0.009199441758816037,0.01247287846993375,0.012470596169714155,0.01396193924762267,0.012448176795362894,0.012195219857587461,0.012465141828832545,0.01247129951148908,0.012195434481265373,0.012260641686685272,0.012485059901758815,0.012473721276384646,0.012474133199440683,0.009353559669357681,0.006814007233969893,0.009977688379676984,0.009195705548735836,0.012476333727270876,0.012258456684008597,0.012474856883853002,0.01247439629070722,0.012471981615086758,0.0,0.0,0.0,0.0,0.0,0.0
GND_REV_BSU23860-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GND_FWD_BSU23860-MONOMER_s,0.18986732176453155,0.11054173676464586,0.1950171821813187,0.1488606157878635,0.16141519534419035,0.1920193868544438,0.19691927258821937,0.18950266404677213,0.17098907710401948,0.24730619425378164,0.21108754181144618,0.20485915784536746,0.24730972642712298,0.17700243959425238,0.18974776246941996,0.18757167100010128,0.1897453123694946,0.1388926530054696,0.11198382368553453,0.17291643835639964,0.14886067136210396,0.1898402444558693,0.17694888953983706,0.1898203337715456,0.19229252299750588,0.18985495239737155,0.0,0.0,0.0,0.0,0.0,0.0
BGLA1_FWD_BSU40110-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BGLA1_FWD_BSU38560-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGI_REV_BSU31350-MONOMER_s,0.1258436677168894,0.19949440672854377,0.12927672348644884,0.12244449755704553,0.10979218804618036,0.12365927066690846,0.13054440658565378,0.12460905337061777,0.14449487154627483,0.08590027986904254,0.1399896884862632,0.11029226723496968,0.08590135622848041,0.11727061557807444,0.12577059730183934,0.1258152361025111,0.12576256622182125,0.11841655750990951,0.09645772220276455,0.11454880839671415,0.12244438961862432,0.125825510880596,0.11723627117969086,0.12581218106816916,0.12644225848247134,0.12583722527690516,0.0,0.0,0.0,0.0,0.0,0.0
PGI_FWD_BSU31350-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGK_REV_BSU33930-MONOMER_s,4.876032045014965,4.9821157889919,4.881531946796688,6.265852086599864,6.270171335461124,4.8679520629040995,4.884004411727153,4.874935160603891,4.9044040077860505,4.43385564630238,4.897613809099075,4.858096858535425,4.434143475676964,4.912098399934973,4.87598410554469,4.879362363230204,4.8635906969936675,11.364943151868122,0.0,3.7872332631196155,6.265851841633331,4.876227435860106,4.912602525570653,4.876360165774169,4.8770350744761615,4.875932215283785,0.0,0.0,0.0,0.0,0.0,0.0
PGK_FWD_BSU33930-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGL_FWD_BSU13010-MONOMER_s,0.03658616650990713,0.11054173676464586,0.040070075713283894,0.04368506235841026,0.031074376516077393,0.03440483410728903,0.04141260039682043,0.035399199754948714,0.0552259113569838,0.0,0.05090729690095517,0.021263028054120763,0.0,0.04493672145576417,0.036649857992729254,0.03658082550036587,0.03658595755164043,0.04369345040488769,0.031242164340130343,0.027589324778843783,0.04368492055641967,0.03658945346590932,0.04492827649806037,0.0365853362539193,0.03719274655638053,0.03657760577728793,0.0,0.0,0.0,0.0,0.0,0.0
PGLYCP_FWD_BSU09240-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGM_REV_BSU33910-MONOMER_mod_mn2_s,2.8880771620200707,2.8679554794848414,2.8871461941907537,2.66020182799858,2.6573482430331503,2.888843469663213,2.886939805418759,2.8886409164411346,2.882166583227151,2.9081382232384967,2.88402369727811,2.894020429511713,2.9081418438863738,2.9084838289176815,4.869786238952302,2.889673806121865,2.890083582192491,1.4002973902483622,0.0,2.9323171702097697,2.6602013068159542,2.888149638568178,2.9086294940858077,2.8881817781771373,2.887915355844356,3.5114827216567353,0.0,0.0,0.0,0.0,0.0,0.0
PGM_FWD_BSU33910-MONOMER_mod_mn2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGMT_REV_BSU01770-MONOMER_s,0.08925750120698228,0.08895266996389789,0.08920664777316495,0.07875943519863528,0.07871781153010297,0.08925443655961943,0.08913180618883335,0.08920985361566905,0.08926896018929104,0.08590027986904254,0.08908239158530802,0.08902923918084892,0.08590135622848041,0.07233389412231028,0.08912073930911009,0.08923441060214522,0.08917660867018083,0.07472310710502182,0.06521555786263421,0.08695948361787036,0.07875946906220464,0.08923605741468667,0.0723079946816305,0.08922684481424985,0.0892495119260908,0.08925961949961723,0.0,0.0,0.0,0.0,0.0,0.0
PGMT_FWD_BSU01770-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGMT_B_REV_BSU34550-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGMT_B_FWD_BSU34550-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGPPH_BS_FWD_CPLX_dummy_s,0.0018097433518609613,0.0018029964152270798,0.0018088477408033665,0.0015697315299062833,0.0015691344558678864,0.0018095403466879068,0.0018079879541880754,0.0018091582193033328,0.0018081551349188266,0.0017870903628441934,0.0018070565186881764,0.0018067938061112822,0.0017871142458057293,0.0017727128199996021,0.00180894327264951,0.0018093492829956196,0.0018086566771110797,0.0015088538609513626,0.0011696441582574675,0.001624590692554166,0.0015697315299062833,0.0018095164637263708,0.001772187394845813,0.0018093254000340838,0.0018095642296494425,0.0018095881126109783,0.0,0.0,0.0,0.0,0.0,0.0
PHCYT_BS_FWD_BSU16540-MONOMER_mod_mg2_mod_k_s,0.006687010764829913,0.0066620808001175156,0.0066837014774787104,0.005800165878538723,0.005797959686971253,0.006686260659696975,0.006680524561621556,0.006684848697093794,0.006681142295260447,0.00660330785676014,0.0066770829027763025,0.0066761121784866175,0.006603396104422839,0.006550182763815486,0.0066840544681295066,0.006685554678395384,0.006682995496177121,0.005575222586319583,0.004321841033009089,0.006002870759757775,0.005800165878538723,0.006686172412034276,0.006548241315236113,0.006685466430732686,0.0066863489073596735,0.006686437155022372,0.0,0.0,0.0,0.0,0.0,0.0
PHETA1_REV_BSU34890-MONOMER_s,0.0,0.012528592314906788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032639841821575097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHETA1_FWD_BSU34890-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHETA1_REV_BSU22620-MONOMER_mod_pydx5p_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHETA1_FWD_BSU22620-MONOMER_mod_pydx5p_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHEt2r_REV_CPLX_dummy_s,0.0,0.009286249433834715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHEt2r_FWD_CPLX_dummy_s,0.0032629150359909475,0.0,0.0032616020827354966,0.001643756005284436,0.0016474264851935089,0.003261270803939434,0.003263527581290005,0.0032641180766886124,0.0032477893493137503,0.0031455440478455614,0.003262574636213724,0.003268927839461529,0.003145619531961344,0.0032143057806418803,0.0032705125846573344,0.003262445817012123,0.003265236957601035,0.0018035034859857863,0.0012613048964038693,0.0020620735574586034,0.0016437423469847449,0.0,0.003214219958872302,0.00326343732658557,0.00326222692935385,0.0032612819484854937,0.0,0.0,0.0,0.0,0.0,0.0
PHYT3_FWD_BSU19800-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIabc_FWD_CPLX8J2-71_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIt2r_REV_BSU12840-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIt2r_FWD_BSU12840-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIt7_FWD_BSU25420-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PMANM_REV_BSU09310-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PMANM_FWD_BSU09310-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PMDPHT_FWD_CPLX_dummy_s,3.49446906865876e-08,3.468462052203074e-08,3.491011218431013e-08,2.629044781883948e-08,2.627045158617672e-08,3.493685139257943e-08,3.487693292533434e-08,3.492209746005977e-08,3.488338321264477e-08,3.4075347790475545e-08,3.484100652936056e-08,3.4830876790499205e-08,3.4076258573431766e-08,3.3529261725515605e-08,3.491379974225433e-08,3.492947403682617e-08,3.490273765239294e-08,2.4290786545986728e-08,2.6628172837190326e-07,2.816016157775616e-08,2.6290447818839372e-08,3.493592918048756e-08,3.3509388786716125e-08,3.4928551922123093e-08,3.4937774147907456e-08,3.493869585323562e-08,0.0,0.0,0.0,0.0,0.0,0.0
PMPK_FWD_BSU38020-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PMPK_FWD_BSU11710-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNTEH_FWD_BSU03010-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNTK_FWD_BSU23760-MONOMER_s,0.0,1.1205326316663336e-18,0.0,0.0,0.0,0.0,0.0,0.0,1.123738690356481e-18,0.0,0.0,0.0,1.1106623978437793e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNTOt2_REV_CPLX_dummy_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNTOt2_FWD_CPLX_dummy_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPA_FWD_BSU40550-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3035682346090911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3080069271095484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPAKr_REV_BSU29470-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPAKr_FWD_BSU29470-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPAt6_REV_CPLX_dummy_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPAt6_FWD_CPLX_dummy_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPBNGS_FWD_BSU28130-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.875382478463038e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPCDC_FWD_BSU15700-MONOMER_s,0.0,1.1205326316663336e-18,0.0,0.0,0.0,0.0,0.0,0.0,1.123738690356481e-18,0.0,0.0,0.0,1.1106623978437793e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPCK_FWD_BSU30560-MONOMER_mod_mg2_s,0.03887581726568095,0.0,0.04322913522374786,0.0,0.0,0.028003783359787735,0.0509439304112477,0.04482351255070847,0.0,0.03143435944345795,0.03884158976422746,0.06442655287650996,0.03143497748321584,0.05073482386803499,0.03904938856506439,0.038867960376663194,0.05148713248007459,1.2900781764469792e-22,0.0,0.027881900622211443,0.0,0.042144591194543835,0.05073520883260724,0.04183337604999109,0.038869947252426575,0.0388825804570433,0.0,0.0,0.0,0.0,0.0,0.0
PPCOAC_FWD_BSU23920-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPCOAC_FWD_BSU18210-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,-1.1236350676427255e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPIabc_FWD_CPLX_dummy_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPM_REV_BSU23500-MONOMER_mod_mn2_s,0.3412085228232976,0.33544917935858687,0.3410560928119241,0.27127966325231995,0.2713119982229463,0.34116725039625745,0.340945150018066,0.34410178979193917,0.34081116559897495,0.3302481374368553,0.34078084368876455,0.34078232323144625,0.3302533454952067,0.0,0.3411400389912927,0.3388895936798454,0.3410529174105447,0.2668918170532364,0.21156939112308554,0.29824995317409825,0.27127936219939786,0.34117987023611696,0.0,0.3441059470837576,0.34117551667332247,0.3411588378362375,0.0,0.0,0.0,0.0,0.0,0.0
PPM_FWD_BSU23500-MONOMER_mod_mn2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00046838976571168106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004975966205009858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPM2_REV_BSU23500-MONOMER_mod_mn2_s,0.003782200860111425,0.008275963906132252,0.003780503820105137,0.0030499294624861755,0.0030511234846428035,0.003781822529928586,0.003780796132659556,0.003781823159125207,0.003775357291327076,0.003240614059526468,0.003778730032430194,0.0037792830147725825,0.003240665854534225,0.003723424811527119,0.0037822059899572063,0.006034739773028838,0.0037811557662241475,0.006926094081992819,0.001954296271917474,0.0028308465438273618,0.0030499255233046975,0.003782113126944199,0.0037227547867218717,0.0037817829615157837,0.003781888922714524,0.00378032356865907,0.0,0.0,0.0,0.0,0.0,0.0
PPM2_FWD_BSU23500-MONOMER_mod_mn2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPNCL_FWD_BSU15700-MONOMER_s,0.0,1.1205326316663336e-18,0.0,0.0,0.0,0.0,0.0,0.0,1.123738690356481e-18,0.0,0.0,0.0,1.1106623978437793e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPND_FWD_BSU22610-MONOMER_s,0.0021749860359343166,0.002165916100021699,0.0021746145832643613,0.0012272006943042973,0.00123028617479141,0.0021740410381030683,0.002176180537280925,0.0021758999259068423,0.002165955006238724,0.0020836922015123435,0.002175412218884684,0.002178308448630705,0.002083746365728057,0.0021493317437525678,0.0021834006634359653,0.002174835252864846,0.002176187404494727,0.0014759616134474146,0.0007560291685803055,0.00138293297823266,0.0012271941123249857,0.0021756036548301124,0.00214934894918073,0.002175349779119934,0.0021746047600440885,0.0021745855457375365,0.0,0.0,0.0,0.0,0.0,0.0
PPNDH_FWD_BSU27900-MONOMER_s,0.0,0.012528592314906788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032639841821575097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPPGO_FWD_BSU10140-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPS_FWD_BSU18830-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPTGS_BS_FWD_CPLX_dummy_s,0.00588625647239685,0.005864311814117433,0.005883343464660645,0.005105609239196778,0.005103667234039307,0.005885596190643312,0.005880546977233888,0.00588435330734253,0.00588109073867798,0.005812576796722413,0.005877517449188232,0.005876662966918946,0.005812654476928712,0.005765813312530518,0.0058836541854858405,0.00588497474899292,0.005882722023010255,0.004907602393341065,0.003804310423278809,0.005284040673065186,0.005105609239196778,0.005885518510437012,0.005764104347991943,0.005884897068786621,0.0058856738708496096,0.005885751551055908,0.0,0.0,0.0,0.0,0.0,0.0
PPTT_FWD_CPLX_dummy_s,1.5378023529052734e-05,1.532069244384766e-05,1.5370413208007812e-05,1.3338558959960941e-05,1.3333485412597657e-05,1.5376298522949222e-05,1.536310729980469e-05,1.537305145263672e-05,1.536452789306641e-05,1.5185533142089845e-05,1.535519256591797e-05,1.5352960205078126e-05,1.5185736083984378e-05,1.5063362121582032e-05,1.537122497558594e-05,1.537467498779297e-05,1.5368789672851566e-05,1.2821260070800783e-05,9.938876342773439e-06,1.3804716491699221e-05,1.3338558959960941e-05,1.5376095581054688e-05,1.5058897399902343e-05,1.537447204589844e-05,1.537650146484375e-05,1.537670440673828e-05,0.0,0.0,0.0,0.0,0.0,0.0
PRAGSr_FWD_BSU06530-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3278226615638747e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRAIi_REV_BSU22650-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRAIi_FWD_BSU22650-MONOMER_s,0.0008437546384405721,0.0008391763101732359,0.0008432982449989455,0.00042800569536459535,0.00042903125337472134,0.0008434111089996631,0.0008439425002684867,0.0008440217097126233,0.0008403079760548613,0.0008118558466115428,0.0008436599853026769,0.0008449913666572641,0.0008118753643467506,0.0008304766976828068,0.0008444978406278177,0.0008436492821683922,0.0008441666862972453,0.0004960778437394724,0.0003396426108022504,0.00054791987062072,0.0004280041936356228,0.0008439759805796546,0.0008304297187516145,0.0008438586432183426,0.0008436074087295312,0.0008423170200458523,0.0,0.0,0.0,0.0,0.0,0.0
PRAIS_1_FWD_BSU06500-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3278226615638747e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
