,name,FS_flux,FS_essential,MC_flux,MC_essential
BSU07570,maeS,1.0697904580002459e-06,False,0.0,False
BSU07610,citM,3.4120288406318696e-11,False,3.941039178907783e-13,False
BSU07840,yfkN,1.1103983039513448e-11,False,4.955528585735658e-12,False
BSU09280,glpF,4.391579574778132e-10,False,0.0,False
BSU09410,phoA,3.981012133591095e-07,False,3.9810695172601805e-07,False
BSU09540,plsC,1.1508984280816054e-08,True,0.0,False
BSU10010,trpP,1.2275849545018627e-08,False,0.0,False
BSU10020,serC,6.82936902386036e-08,False,1.3284099303530718e-07,False
BSU10220,gltT,3.979944505169911e-09,False,0.0,False
BSU10360,yhfT,4.358841319257888e-09,False,0.0,False
BSU10520,glcP,5.9274462211193255e-09,False,0.0,False
BSU10870,yisU,5.8984199959374697e-08,False,0.0,False
BSU11010,samT,5.039697097160058e-10,False,8.099056498268862e-10,False
BSU11330,fabHA,3.507113705150025e-09,False,0.0,False
BSU11340,fabF,4.358841319257888e-09,True,0.0,False
BSU11420,trpS,3.2343157668905843e-10,True,6.406691410178434e-10,True
BSU11720,fabI,4.358841319257888e-09,False,0.0,False
BSU11870,metI,1.0488917239000545e-09,False,4.695730186886846e-09,False
BSU13180,metE,1.5142463303195051e-09,False,2.433472953853693e-09,False
BSU14000,dapX,4.374018255104164e-09,True,1.3863497110087515e-08,False
BSU14180,dapH,6.639592324503831e-09,True,2.1044258079056886e-08,False
BSU14190,dapI,1.5919981022391776e-09,True,5.045854818713382e-09,False
BSU14530,rnjA,4.015570190402084e-12,True,7.673221196110254e-12,True
BSU14540,rnpZA,1.6513333652905034e-08,True,4.8192806591228313e-08,True
BSU14610,pdhD,5.678515893680405e-07,False,6.347506335486e-07,False
BSU15080,rpmF,7.702115559784529e-07,True,1.153719595359535e-06,True
BSU15140,rsmH,1.9909631696628808e-13,True,2.9823146701053345e-13,True
BSU15180,murE,2.667735464623545e-08,True,0.0,False
BSU15190,mraY,3.66757194578742e-08,True,0.0,False
BSU15200,murD,2.8523129574653907e-08,True,0.0,False
BSU15220,murG,3.359077023035674e-08,True,0.0,False
BSU15230,murB,3.825441252317131e-08,True,0.0,False
BSU15320,sigE,7.3058349052988385e-09,True,7.3076471813714e-09,False
BSU15430,ileS,2.441639456354911e-09,True,3.209841470443391e-09,True
BSU15570,cysH,1.0488917239000545e-09,False,1.7861074973181975e-09,False
BSU15580,cysP,1.0488917239000545e-09,False,-3.8058750831817506e-41,False
BSU15590,sat,1.0488917239000545e-09,False,1.7861074973181975e-09,False
BSU15680,gmk,4.296311180435023e-09,False,4.061589223554906e-09,True
BSU15690,rpoZ,1.6513333652905034e-08,True,4.8192806591228313e-08,True
BSU15720,defA,8.85426255057534e-11,True,1.6967697556511948e-10,True
BSU15730,fmt,8.85426255057534e-11,True,1.6967697556511948e-10,True
BSU15750,rlmN,1.9909631696628808e-13,True,2.9823146701053345e-13,True
BSU15790,rpe,7.816898902614612e-13,False,9.574036690168812e-09,False
BSU15820,rpmB,7.702115559784529e-07,True,1.153719595359535e-06,True
BSU15900,fabD,4.358841319257888e-09,True,0.0,False
BSU15910,fabG,4.358841319257888e-09,True,0.0,False
BSU15980,ffh,4.20827386380504e-08,True,3.2520474312153176e-08,True
BSU15990,rpsP,7.702115559784529e-07,True,1.153719595359535e-06,True
BSU16020,rimM,1.9909631696628808e-13,True,2.9823146701053345e-13,True
BSU16040,rplS,7.702115559784529e-07,True,1.153719595359535e-06,True
BSU16090,sucC,2.273865116529957e-06,False,2.8359720839872106e-06,False
BSU16100,sucD,2.273865116529957e-06,False,2.8359720839872106e-06,False
BSU16470,sigD,1.7851990102802036e-14,False,0.0,False
BSU16490,rpsB,7.702115559784529e-07,True,1.153719595359535e-06,True
BSU16500,tsf,3.063628983198231e-08,True,4.585383564923679e-08,True
BSU16520,frr,8.85426255057534e-11,True,1.6967697556511948e-10,True
BSU16540,cdsA,6.5284809785711146e-09,True,0.0,False
BSU16550,dxr,2.205875859378271e-11,True,0.0,False
BSU16570,proS,9.637383637138281e-10,True,1.8890798641473157e-09,True
BSU16600,nusA,6.03754182853425e-12,True,8.158548001091867e-12,True
BSU16630,infB,1.77085251011507e-10,True,3.3935395113023936e-10,True
BSU16650,rbfA,1.9909631696628808e-13,True,2.9823146701053345e-13,True
BSU16670,ribC,1.8625526016802456e-14,True,2.680214573501148e-21,False
BSU16680,rpsO,7.702115559784529e-07,True,1.153719595359535e-06,True
BSU16690,pnpA,4.015570190402084e-12,True,7.673221196110254e-12,True
BSU16750,asd,8.060582300235642e-09,True,5.775877416871924e-08,True
BSU16760,dapG,2.6408898261392323e-09,False,1.8923516117189813e-08,False
BSU16770,dapA,5.637614278542316e-09,True,1.7868478067542555e-08,False
BSU16780,rnjB,4.015570190402084e-12,True,7.673221196110254e-12,True
BSU16920,pgsA,2.2957078706297896e-09,True,0.0,False
BSU16960,rny,4.015570190402084e-12,True,7.673221196110254e-12,True
BSU17380,nrdE,4.1593117084633715e-09,False,0.0,False
BSU17390,nrdF,4.1593117084633715e-09,False,0.0,False
BSU17460,glnA,8.830701620634572e-10,False,4.016916879487403e-08,True
BSU17680,thyA,7.47107045915597e-10,False,0.0,False
BSU17890,tktA,9.805864791162288e-13,False,6.432343457920489e-09,False
BSU18000,citB,2.8056486050825473e-08,False,2.0497727626086777e-07,False
BSU19360,odhB,5.678515893680405e-07,False,0.0,False
BSU19370,odhA,5.678515893680405e-07,False,0.0,False
BSU19630,deoD,9.11963911069333e-08,False,9.043165152730234e-08,False
BSU20250,mtbP,1.21781801433121e-11,False,2.9316077724688182e-12,False
BSU21770,ilvA,1.2712215723871813e-08,False,0.0,False
BSU21810,dfrA,1.0653363416261759e-09,True,5.738366908490508e-12,False
BSU21870,ilvD,1.6831628846854904e-08,False,3.325198228558786e-08,True
BSU21910,metAA,3.36799164615354e-09,False,1.5077991065866084e-08,False
BSU21920,ugtP,1.2878220373797908e-09,True,0.0,False
BSU22360,asnS,1.0637000349689931e-09,True,1.6873979050219646e-09,True
BSU22440,birA,2.3698068321942314e-08,True,0.0,False
BSU22490,dapB,8.287410506973464e-09,True,2.6267035232297956e-08,False
BSU22730,ndk,4.441969924572495e-07,True,4.121589100197126e-07,True
BSU22740,hepT,2.2490502918239297e-12,True,0.0,False
BSU22750,menG,4.581425309871018e-12,True,0.0,False
BSU22760,hepS,2.2490502918239297e-12,True,0.0,False
BSU22830,gpsA,7.87828334823437e-09,False,0.0,False
BSU22880,rpfA,7.702115559784529e-07,True,1.153719595359535e-06,True
BSU22890,cmk,2.8754839239195242e-08,False,5.226626537056672e-09,False
BSU23070,serA,1.9709079081624174e-08,False,3.833697707455864e-08,False
BSU23100,sigX,1.1490436384020304e-12,False,0.0,False
BSU23250,ribH,1.2281829080720713e-12,False,1.7673561144905082e-19,False
BSU23260,ribBA,2.7227173749776428e-14,False,3.917992319441973e-21,False
BSU23270,ribE,6.140914540360356e-14,False,8.83678057245254e-21,False
BSU23280,ribD,1.8011920773432817e-14,False,2.591916733527533e-21,False
BSU23500,deoB,8.967801593071089e-08,False,9.173952420574113e-08,False
BSU23840,rnz,5.854162746572698e-14,True,9.02448053751009e-14,True
BSU24030,bkdB,4.2085364461800304e-09,True,0.0,False
BSU24040,bkdAB,4.2085364461800304e-09,True,0.0,False
BSU24050,bkdAA,4.2085364461800304e-09,True,0.0,False
BSU24060,lpdV,4.2085364461800304e-09,True,0.0,False
BSU24080,bcd,4.108806460204432e-09,False,1.2229517931908833e-07,False
BSU24150,mmgC,3.7576218269464555e-09,False,0.0,False
BSU24170,mmgA,8.135421152431491e-06,False,8.137286906240507e-06,False
BSU24270,dxs,1.5217547623313025e-11,True,0.0,False
BSU24280,ispA,1.838955223249564e-11,True,0.0,False
BSU24310,folD,1.8754145962974199e-10,True,1.6986621826359858e-08,True
BSU24340,accC,2.3698068321942314e-08,True,0.0,False
BSU24350,accB,2.3698068321942314e-08,True,0.0,False
BSU24900,rpmGA,7.702115559784529e-07,True,1.153719595359535e-06,True
BSU25070,ispG,8.431172173340043e-11,True,0.0,False
BSU25160,ispH,8.499892220765496e-11,True,0.0,False
BSU25200,sigA,9.14976294088898e-09,True,4.068466848377834e-08,True
BSU25260,glyS,2.550831754988114e-09,True,3.6909430781025037e-09,True
BSU25270,glyQ,2.550831754988114e-09,True,3.6909430781025037e-09,True
BSU25290,era,1.9909631696628808e-13,True,2.9823146701053345e-13,True
BSU25410,rpsU,7.702115559784529e-07,True,1.153719595359535e-06,True
BSU25550,rpsT,7.702115559784529e-07,True,1.153719595359535e-06,True
BSU25760,sigKn,3.8115780118119015e-12,True,2.7409301582216802e-11,True
BSU26390,sigKc,3.8115780118119015e-12,True,2.7409301582216802e-11,True
BSU26810,murI,1.5919981022391776e-09,False,0.0,False
BSU27200,yrhG,2.4077442975941066e-09,False,0.0,False
BSU27250,mccB,4.97146442519746e-10,False,1.2008751234989674e-09,False
BSU27260,mccA,4.202140720392811e-10,False,1.0150422139169438e-09,False
BSU27320,greA,6.03754182853425e-12,True,8.158548001091867e-12,True
BSU27410,alaS,3.4221297504837852e-09,True,3.860965270869064e-09,True
BSU27550,aspS,1.3390546426075486e-09,True,2.2321626977287853e-09,True
BSU27560,hisS,5.013720879361175e-10,True,1.0915731560587067e-09,True
BSU27650,secDF,4.20827386380504e-08,True,3.2520474312153176e-08,True
BSU27900,pheA,1.4118206727017882e-08,False,0.0,False
BSU27910,thrR,4.069185391406736e-09,False,0.0,False
BSU27940,rpmA,7.702115559784529e-07,True,1.153719595359535e-06,True
BSU27960,rplU,7.702115559784529e-07,True,1.153719595359535e-06,True
BSU28090,valS,2.4109002887782715e-09,True,3.4721965963328038e-09,True
BSU28230,tig,7.702115559784529e-07,True,1.153719595359535e-06,True
BSU28290,ilvC,3.083332933444995e-08,False,6.278366861089626e-08,True
BSU28370,rph,5.854162746572698e-14,True,9.02448053751009e-14,True
BSU28500,trxA,6.603393028094493e-09,False,3.572214532801174e-09,False
BSU28540,fadB,4.408942943617174e-09,False,0.0,False
BSU28630,pheT,1.616223085461221e-09,True,2.4529623059455163e-09,True
BSU28640,pheS,1.616223085461221e-09,True,2.4529623059455163e-09,True
BSU28850,rplT,7.702115559784529e-07,True,1.153719595359535e-06,True
BSU28860,rpmI,7.702115559784529e-07,True,1.153719595359535e-06,True
BSU28870,infC,8.85426255057534e-11,True,1.6967697556511948e-10,True
BSU28900,pftB,5.146805722903908e-07,False,0.0,False
BSU28910,pftA,5.146805722903908e-07,False,0.0,False
BSU28950,thrS,1.8210886487044724e-09,True,2.4883067748365515e-09,True
BSU29130,icd,4.179995841661389e-08,False,3.0538541457165e-07,False
BSU29180,pyk,2.0466867269622981e-07,False,0.0,False
BSU29190,pfkA,4.015570190402084e-12,True,3.980973946634803e-07,True
BSU29200,accA,2.3698068321942314e-08,True,0.0,False
BSU29210,accD,2.3698068321942314e-08,True,0.0,False
BSU29470,ackA,5.635065175772446e-06,False,5.641703028693399e-06,False
BSU29600,braB,4.537489944522994e-09,False,0.0,False
BSU29660,rpsD,7.702115559784529e-07,True,1.153719595359535e-06,True
BSU29670,tyrS,9.47354760560156e-10,True,1.484607924032868e-09,True
BSU29790,murC,2.9110183898754932e-08,True,0.0,False
BSU30320,leuS,3.1847460413500546e-09,True,4.476389056669005e-09,True
BSU30690,ytiB,3.689987505087414e-08,True,8.352326656704139e-08,True
BSU30780,menC,3.2727160641511126e-12,True,0.0,False
BSU30790,menE,2.6855778710647205e-12,True,0.0,False
BSU30800,menB,4.194915647940445e-12,True,0.0,False
BSU30820,menD,4.159143317870201e-12,True,0.0,False
BSU30830,menF,4.159143317870201e-12,False,0.0,False
BSU30870,ytcB,1.207885589568475e-08,False,0.0,False
BSU31090,ktrA,1.7829741623262283e-13,False,0.0,False
BSU31100,ktrB,4.457435405815571e-14,False,0.0,False
BSU31150,uppP,4.127926513073084e-08,True,0.0,False
BSU31350,pgi,3.3188238224331323e-09,False,2.403735421448824e-07,False
BSU31400,yugH,2.954659495575102e-08,False,1.08388242341565e-08,True
BSU32170,dapF,5.66262432083154e-09,True,1.7947747661032524e-08,False
BSU32260,hom,2.7002848582488184e-09,False,3.5726889457040166e-08,True
BSU32680,sufU,5.801692145028206e-15,False,3.0790619075736733e-14,True
BSU32830,fadA,7.515243653892911e-09,False,0.0,False
BSU32840,fadN,4.408942943617174e-09,False,0.0,False
BSU33170,yvrB,2.881541535596398e-15,False,7.512329308943892e-15,True
BSU33330,lysP,9.081598470629172e-10,False,0.0,False
BSU33430,cysI,1.0488917239000545e-09,False,1.7861074973181975e-09,False
BSU33630,secG,4.20827386380504e-08,True,3.2520474312153176e-08,True
BSU33900,eno,3.4634198813229583e-07,True,1.0485383747152876e-07,True
BSU33910,pgm,3.0037428644223253e-07,False,9.093167445637635e-08,False
BSU33920,tpiA,3.4634198813229583e-07,False,0.0,False
BSU33930,pgk,2.4798783750409136e-07,False,2.4986850424957977e-07,False
BSU33940,gapA,2.8027885260430765e-07,False,6.029680249366172e-07,False
BSU34200,sigL,3.2129466135814304e-12,True,9.370605962177663e-11,False
BSU34790,trxB,3.3016960874344435e-09,False,1.7861070356173444e-09,False
BSU34890,hisH,4.069185391406736e-09,False,1.5929452439948237e-09,False
BSU35290,prfB,1.7591097034933318e-10,True,3.278812727020716e-10,True
BSU35300,secA,4.20827386380504e-08,True,3.2520474312153176e-08,True
BSU35530,tagO,1.409042436484131e-10,True,0.0,False
BSU35660,mnaA,1.409042436484131e-10,True,0.0,False
BSU35670,gtaB,3.8914606823290737e-07,True,0.0,False
BSU35680,ggaB,4.0262852985615836e-10,True,0.0,False
BSU35690,ggaA,4.0262852985615836e-10,True,0.0,False
BSU35700,tagH,1.409042436484131e-10,True,0.0,False
BSU35710,tagG,1.409042436484131e-10,True,0.0,False
BSU35720,tagF,1.409042436484131e-10,True,0.0,False
BSU35730,tagE,4.754242127621466e-11,True,0.0,False
BSU35740,tagD,8.24330344412186e-09,True,0.0,False
BSU35750,tagA,1.409042436484131e-10,True,0.0,False
BSU35760,tagB,1.409042436484131e-10,True,0.0,False
BSU35790,pmiA,4.331808009902827e-09,False,4.331808009902827e-09,False
BSU36000,alsD,6.47574369930195e-10,False,0.0,False
BSU36010,alsS,1.2310730460074982e-08,False,2.952665663600503e-08,False
BSU36760,murAA,1.5919981022391776e-09,False,0.0,False
BSU36900,glyA,4.695624566869087e-09,True,2.665672481911865e-08,True
BSU36920,rpiB,1.2525289853344062e-12,False,1.4962441141078565e-08,False
BSU37010,prfA,1.1742351899575131e-12,True,1.147259367229315e-11,True
BSU37070,rpmEA,7.702115559784529e-07,True,1.153719595359535e-06,True
BSU37080,rho,7.005953962194564e-13,True,1.901656939310433e-12,True
BSU37110,tal,7.360203641334118e-13,False,1.979728962423026e-09,False
BSU37160,rpoE,1.6513333652905034e-08,True,4.8192806591228313e-08,True
BSU37170,acdA,6.513211166707189e-10,False,0.0,False
BSU37190,clsB,1.1497421638153158e-11,False,0.0,False
BSU37320,narK,2.0874408390273266e-08,False,0.0,False
BSU37330,argS,9.081598015907014e-10,True,1.6163556480467028e-09,True
BSU37660,pta,4.1745202893191525e-06,False,4.179437686160482e-06,False
BSU38060,nirC,2.0874408390273266e-08,False,0.0,False
BSU38240,vbfA,9.453952851571582e-05,False,0.0,False
BSU38490,menA,3.821948259141006e-12,True,0.0,False
BSU38500,dltA,3.697884942392385e-11,True,0.0,False
BSU38510,dltB,3.697884942392385e-11,True,0.0,False
BSU38520,dltC,3.697884942392385e-11,True,0.0,False
BSU38530,dltD,3.697884942392385e-11,True,0.0,False
BSU38550,ilvK,5.430811150328516e-09,False,1.1354365535902988e-07,False
BSU38710,yxlA,9.043165152730234e-08,False,0.0,False
BSU38770,cimH,7.001468863847271e-08,False,3.941039178907783e-13,False
BSU38980,scoB,5.681335628348195e-06,False,5.681335628348195e-06,False
BSU38990,scoA,5.681335628348195e-06,False,5.681335628348195e-06,False
BSU39390,hutM,5.013720879361174e-10,False,0.0,False
BSU39400,pdp,2.912607876113798e-11,False,2.3858517360842676e-12,False
BSU40500,rplI,7.702115559784529e-07,True,1.153719595359535e-06,True
BSU40890,rpsR,7.702115559784529e-07,True,1.153719595359535e-06,True
BSU40910,rpsF,7.702115559784529e-07,True,1.153719595359535e-06,True
BSU41050,rnpA,5.854162746572698e-14,True,9.02448053751009e-14,True
BSU41060,rpmH,7.702115559784529e-07,True,1.153719595359535e-06,True
