,base,BSU33040_s,BSU37170_s,BSU23500_s,BSU36010_s,BSU32840_s,BSU24080_s,BSU01370_s,BSU28540_s,BSU32830_s,BSU18000_s,BSU15680_s,BSU21770_s,BSU00680_s,BSU33940_s,BSU08820_s,BSU28290_s,BSU23860_s,BSU27250_s,BSU21870_s,BSU29120_s,BSU24170_s,BSU24150_s,BSU27850_s,BSU27870_s,BSU27860_s,BSU16670_s,BSU33930_s,BSU00510_s,BSU38990_s,BSU36920_s,BSU38980_s,BSU16100_s,BSU16090_s,BSU00980_s,BSU33920_s,BSU15320_s,BSU07840_s,BSU32680_s
PROt2r_FWD_BSU03220-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PROt2r_FWD_BSU30530-MONOMER,-2.349875598892452e-39,1.4918990331443948e-38,-1.1444843105444e-38,-8.100697878546271e-34,1.6018766727331284e-39,1.0855988883003793e-39,3.7081374485849314e-38,-4.29294683226458e-39,2.3891798840532024e-39,1.2718891018792893e-39,-1.8478743278707106e-34,-2.924378402033244e-41,3.698583874558495e-32,0.0,9.189931147557128e-32,1.0455774873671626e-39,-1.1432859665199072e-40,-5.626227761357458e-38,1.3892526379401925e-39,-1.1286917786207106e-41,-4.968823886745673e-37,-1.1582137765072877e-42,-8.404580303104375e-39,-4.657391230053955e-39,7.011281032494372e-40,-2.504691620444318e-40,-2.1043035384284678e-39,2.48375982589783e-35,1.6122372562817245e-39,3.0655613786108986e-39,4.762336767754939e-34,-1.1598182388175562e-39,-5.31290349761989e-36,-1.1697148562186844e-36,-3.273318546538629e-39,3.717388100159351e-41,-3.837520653353025e-49,0.0,1.4039339953877845e-35
PROt2r_FWD_BSU19580-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4381404999569765e-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PROt2r_FWD_BSU06660-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRPPS_REV_BSU00510-MONOMER_mod_mn2_mod_pi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRPPS_FWD_BSU00510-MONOMER_mod_mn2_mod_pi,0.33230464656330294,0.33236524669475637,0.3323043311427629,0.07556981867400363,0.33230522048025923,0.33392969880264056,0.33234819571784713,0.14329382613104746,0.332306068876336,0.33392969880264056,0.332289221263125,0.07693189245630175,0.33235177872126104,0.07316923586979165,0.23933477650534032,0.33230431459320947,0.3323526596766311,0.3318433589133514,0.3323042716032139,0.3323543291518664,0.33236524669475637,0.24565118355960047,0.3323054696130264,0.3323032628127334,0.33230326281555417,0.3323032628127335,0.33230326281555417,0.23923608123730547,0.07316926650988453,0.24157084589062172,0.33232156060466633,0.24157084589062172,0.30669878154259905,0.30669878154260105,0.33230469464855183,0.31004222756652955,0.24341908304075877,0.16257433672303218,0.33234417625768975
PSCVT_REV_BSU22600-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSCVT_FWD_BSU22600-MONOMER,0.024465016803567295,0.02447189082690066,0.024465000981062423,0.024591068912775755,0.02446527592464995,0.024452015802264596,0.024477107716520098,0.02456865867944329,0.02446498797893366,0.0244520158022646,0.024462373740164654,0.02458805147425898,0.024473913497303032,0.024592763281721126,0.02535252859159007,0.02446496209951816,0.024474080274539223,0.02444345662753754,0.024464967856431576,0.02447409872712973,0.024471890826900662,0.024481693082592675,0.024465015052952253,0.02446479746843912,0.02446479746883723,0.02446479746843912,0.02446479746883723,0.025352552407445408,0.024592763249532575,0.02448271683943582,0.024480014198207986,0.02448271683943582,0.024486837677831063,0.024486837677831063,0.024464963577400807,0.025269938680768617,0.024470294802936988,0.024578998433488857,0.024472748506836943
PSDC_BS_FWD_BSU02290-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSERT_REV_BSU10020-MONOMER_mod_pydx5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSERT_FWD_BSU10020-MONOMER_mod_pydx5p,0.0920397709397311,0.09206026914015111,0.09203954017450174,0.09286237565273116,0.09203995956964228,0.09210951919394748,0.09209028062092675,0.09270060616133086,0.09204003697223784,0.09210951919394748,0.09203370154996461,0.09284152597917691,0.09207097489560323,0.09286122540544943,0.10109800662480502,0.0920395464981791,0.09207153722774915,0.09201425898713096,0.09203955538941944,0.09207274007521721,0.09206026914015111,0.09211691174590536,0.09203996799501701,0.09203924330430598,0.09203924330528641,0.09203924330430598,0.09203924330528641,0.10109786808281589,0.0928612252782898,0.09212277323128697,0.0921318716480552,0.09212277323128697,0.09220228459317346,0.09220228459317346,0.09203966532867236,0.10051346264965925,0.0921808529377244,0.09285014876478108,0.09206915880113375
PSER_Dt6_REV_CPLX_dummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSER_Dt6_FWD_CPLX_dummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSER_Lt6_REV_CPLX_dummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSER_Lt6_FWD_CPLX_dummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSP_D_FWD_BSU04740-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.314489907852707e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSP_L_FWD_BSU04740-MONOMER,0.0920397709397311,0.09206026914015111,0.09203954017450174,0.09286237565273116,0.09203995956964228,0.09210951919394748,0.09209028062092675,0.09270060616133086,0.09204003697223784,0.09210951919394748,0.09203370154996461,0.09284152597917691,0.09207097489560323,0.09286122540544943,0.10109800662480502,0.0920395464981791,0.09207153722774915,0.09201425898713096,0.09203955538941944,0.09207274007521721,0.09206026914015111,0.09211691174590536,0.09203996799501701,0.09203924330430598,0.09203924330528641,0.09203924330430598,0.09203924330528641,0.10109786808281589,0.0928612252782898,0.09212277323128697,0.0921318716480552,0.09212277323128697,0.09220228459317346,0.09220228459317346,0.09203966532867236,0.10051346264965925,0.0921808529377244,0.09285014876478108,0.09206915880113375
PTA2_REV_BSU37660-MONOMER,0.0,3.478203037624599e-41,0.0,0.0,0.0,0.0,-1.608118466767833e-39,1.0818662931078524e-39,0.0,0.0,0.0,0.0,0.0,0.0,2.254448211777811e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3304703763298075e-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3317867962431728e-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTA2_FWD_BSU37660-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.225009644137231e-37,0.0,0.0,0.0,0.0,0.0
PTAr_REV_BSU37660-MONOMER,0.02975804618022173,0.02976416501872929,0.02975802535137503,0.1172225595745843,0.029758303478615297,0.02975164594399664,0.029768376426615388,0.049056546150319104,0.029758042326501605,0.02975164594399664,0.029756488641766995,0.11824415593539286,0.029765374230341927,0.11964256465266841,0.03192451027385059,0.029757989795247405,0.029765522303944067,0.0297203444701656,0.029757999392104738,0.029765534310966707,0.02976416501872929,0.029783153396941854,0.02975802584090693,0.029757839267416743,0.02975783926767606,0.029757839267416743,0.02975783926767606,0.03192454288830903,0.11964253367492562,0.02978452597201851,0.029776669875477776,0.02978452597201851,0.029805577939372545,0.029805577939372545,0.02975799052797072,0.03178788016925219,0.029777634398944663,0.029947956526422518,0.029764378933664466
PTAr_FWD_BSU37660-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APNPT_REV_BSU23760-MONOMER,0.0,0.0,0.0,0.0,-7.506935624294332e-41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.853725045570837e-41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APNPT_FWD_BSU23760-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6376531318983374e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTHPS_FWD_BSU13730-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTPATi_REV_BSU15020-MONOMER_mod_mg2,0.0,1.0466087323235645e-39,0.0,0.0,0.0,0.0,0.0,0.0,-3.5861740964652145e-42,0.0,0.0,0.0,0.0,-1.7825930487850507e-39,0.0,1.400442726307142e-40,0.0,4.845015251291905e-38,-6.2501619400268014e-40,0.0,-7.470469526534799e-42,0.0,0.0,0.0,0.0,0.0,1.64216692163929e-40,0.0,2.9548668401059586e-39,0.0,0.0,-4.5808934845578914e-39,0.0,0.0,-1.6729397235013002e-40,0.0,0.0,0.0,0.0
PTPATi_FWD_BSU15020-MONOMER_mod_mg2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNP1_REV_BSU19630-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNP1_FWD_BSU19630-MONOMER,0.0023280025411865067,0.002327821789615677,0.0023280025411865067,0.00010272519982101838,0.0023280025411865067,0.002322616139409288,0.002327604887715372,0.0,0.0023280025411865067,0.002322616139409288,0.0023280025411865067,0.00232127857496319,0.0023279302405595664,0.002321748530110682,0.0,0.0023280025411865067,0.0023279302405595664,-1.0132242913008368e-37,0.0023280025411865067,0.0023279302405595664,0.002327821789615677,0.0023265203779634933,0.0023280025411865067,0.0023280025411865067,0.0023280025411865067,0.0023280025411865067,0.0023280025411865067,1.1455688815101638e-36,0.002321748530110682,0.002326448077298541,0.0,0.002326448077298541,0.0023265203779634933,0.0023265203779634933,0.0023280025411865067,0.0023185998566454457,0.0023216039285351236,0.0023218931316788733,0.0023279302405595664
PUNP1_REV_BSU23490-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNP1_FWD_BSU23490-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNP2_REV_BSU19630-MONOMER,0.0,0.0,0.0,0.00010272519982101838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8447492437953337e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023185998566454457,0.0,0.0,0.0
PUNP2_FWD_BSU19630-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNP2_REV_BSU23490-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNP2_FWD_BSU23490-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNP3_REV_BSU19630-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNP3_FWD_BSU19630-MONOMER,0.2575632988107349,0.2576085598813761,0.2575632616620197,-2.000795018496981e-22,0.2575642387381146,0.25906514442219525,0.25755964716121527,0.06789607229542062,0.25756419632333016,0.25906514442219525,0.2575516483879296,0.001382241480022187,0.25758388020995027,0.0,0.1546379753732445,0.25756315663799295,0.257584309815419,0.2570782662737741,0.2575631213493017,0.25758430609393745,0.2576085598813761,0.17084528303900598,0.2575638126185215,0.2575622681428366,0.2575622681449837,0.2575622681428366,0.2575622681449837,0.15453968600652399,0.0,0.1667591194879022,0.2574849900517893,0.1667591194879022,0.23179592091067747,0.23179592091067952,0.2575633472181866,0.22594806655197847,0.16850125356334866,0.08699865884184653,0.2575768191267758
PUNP3_REV_BSU23490-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNP3_FWD_BSU23490-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNP4_REV_BSU19630-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNP4_FWD_BSU19630-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.991729099688135e-41,-9.381106326945754e-40,0.0,0.0,0.0,-1.7605154311143987e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNP4_REV_BSU23490-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNP4_FWD_BSU23490-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNP5_REV_BSU19630-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.169466448752534e-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNP5_FWD_BSU19630-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNP5_REV_BSU23490-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNP5_FWD_BSU23490-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNP6_REV_BSU19630-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNP6_FWD_BSU19630-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNP6_REV_BSU23490-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNP6_FWD_BSU23490-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNP7_REV_BSU19630-MONOMER,0.0,-2.871083088610241e-22,0.0,3.6619898603736308e-40,0.0,0.0,-1.4789059912869303e-22,0.0,0.0,-1.107351605371955e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.194629910941052e-23,0.0,0.0,-1.89825198690553e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0280798390998076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNP7_FWD_BSU19630-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.395505211358994e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.044244308482873e-23
PUNP7_REV_BSU23490-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNP7_FWD_BSU23490-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNP8_REV_BSU19630-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNP8_FWD_BSU19630-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNP8_REV_BSU23490-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNP8_FWD_BSU23490-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PURabc1_FWD_BSU03070-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PYK_FWD_BSU29180-MONOMER_mod_mn2_mod_k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.966970173850438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9670074339150291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9010385922242204,0.0,0.0,0.0
PYNP1_REV_BSU39400-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PYNP1_FWD_BSU39400-MONOMER,6.260134541732407e-06,6.259547077417771e-06,6.260122512404485e-06,6.295133382831337e-06,6.260136984614436e-06,6.257295916944197e-06,6.262411249541857e-06,6.291198832860745e-06,6.260124049259207e-06,6.257295916944197e-06,6.2598792169269835e-06,6.293337079185148e-06,6.261606719546797e-06,6.295124131490714e-06,6.717598973467634e-06,6.260122205014786e-06,6.261639093871164e-06,6.2524233416207535e-06,6.2601261116850565e-06,6.261643662478806e-06,6.259547077417771e-06,6.263433947424094e-06,6.260123351618318e-06,6.26012019128945e-06,6.260120191294121e-06,6.26012019128945e-06,6.260120191294121e-06,6.71760828414866e-06,6.2951241242849325e-06,6.263587894168998e-06,6.263358190473289e-06,6.263587894168998e-06,6.268094196205703e-06,6.268094196205703e-06,6.260122488826506e-06,6.688028821053216e-06,6.260819762096221e-06,6.2958219224751495e-06,6.2616537555784885e-06
PYNP2r_REV_BSU39400-MONOMER,0.0,0.0,0.0,0.00010385704843265203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0646076478764608e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
