,base,BSU33040_s,BSU37170_s,BSU23500_s,BSU36010_s,BSU32840_s,BSU24080_s,BSU01370_s,BSU28540_s,BSU32830_s,BSU18000_s,BSU15680_s,BSU21770_s,BSU00680_s,BSU33940_s,BSU08820_s,BSU28290_s,BSU23860_s,BSU27250_s,BSU21870_s,BSU29120_s,BSU24170_s,BSU24150_s,BSU27850_s,BSU27870_s,BSU27860_s,BSU16670_s,BSU33930_s,BSU00510_s,BSU38990_s,BSU36920_s,BSU38980_s,BSU16100_s,BSU16090_s,BSU00980_s,BSU33920_s,BSU15320_s,BSU07840_s,BSU32680_s
charging_tRNA_BSU_tRNA_39_CAU,0.0033306351613152526,0.003330350895778925,0.0033306238182260976,0.0033489453561186995,0.0033306363807998965,0.0033285923380429075,0.0033322255209515014,0.0033458265507535436,0.003330624799573014,0.0033285923380429075,0.0033303745941449213,0.0033482490688181428,0.0033316637059362768,0.0033491205418157686,0.0034716170008503066,0.0033306236731026682,0.0033316844914111623,0.003328183900751956,0.0033306254825136365,0.0033316870813330127,0.003330350895778925,0.003334104560612208,0.003330624376624618,0.0033306225764480795,0.003330622576450675,0.0033306225764480795,0.003330622576450675,0.003471642496124408,0.0033491205377411074,0.003334268345865236,0.003332253370718651,0.003334268345865236,0.0033335664397408757,0.0033335664397408757,0.0033306238592935122,0.0034595937765397617,0.0033323396984657806,0.0033469153053587437,0.003331694611249617
charging_tRNA_BSU_tRNA_40_CAG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_40_CAA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_41_GGU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_41_GGG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_41_GGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_41_GGC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_42_UGU,0.0006282253244576965,0.0006281763168219139,0.0006282268260553793,0.0006299507089486678,0.0006282255531964285,0.0006278740353463899,0.0006283509778819085,0.0006297918715490736,0.0006282270453479542,0.0006278740353463899,0.0006282172560874542,0.0006298381341432838,0.0006283057706031056,0.0006299489681244817,0.0006619513989183065,0.0006282267999735306,0.0006283079057093122,0.0006273031646755517,0.0006282272375114711,0.0006283084884271502,0.0006281763168219139,0.000628327402690692,0.0006282269544707373,0.0006282265789462445,0.0006282265789467789,0.0006282265789462445,0.0006282265789467789,0.000661940931887492,0.0006299489675954987,0.0006283322272926768,0.0006284041453203221,0.0006283322272926768,0.0006287337026390107,0.0006287337026390107,0.000628226842531036,0.0006601140756120878,0.0006279999126588408,0.0006300647445179611,0.0006283070382645799
charging_tRNA_BSU_tRNA_42_UGC,0.0006257847993522344,0.000625739499258496,0.0006257883951145099,0.0006314437190591245,0.0006257850634302847,0.0006250623387039131,0.0006265110263364934,0.0006300918231105176,0.0006257886390925979,0.0006250623387039131,0.0006256308717344928,0.000631328831329268,0.0006262722804817026,0.0006315806363987196,0.0006169849756745688,0.0006257883649550747,0.0006262809762815464,0.0006260985092478897,0.0006257888512296149,0.0006262814470059613,0.000625739499258496,0.0006274033440220177,0.0006257885341137698,0.0006257881142702649,0.0006257881142708606,0.0006257881142702649,0.0006257881142708606,0.0006169754722233835,0.0006315806353123439,0.0006274796175115304,0.0006263644581785613,0.0006274796175115304,0.0006259818195216485,0.0006259818195216484,0.0006257884112591472,0.0006146030387365025,0.0006268092796340834,0.0006299882494906529,0.0006262777988076401
charging_tRNA_BSU_tRNA_43_CUU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_43_CUG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_43_CUA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_43_CUC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_43_UUG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_43_UUA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_44_CUU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_44_CUG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_44_CUA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_44_CUC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_44_UUG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_44_UUA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_82_GGU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003552346261942569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_82_GGG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_82_GGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_82_GGC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_83_GUU,0.006237878356372394,0.006237342967927415,0.006237870553482116,0.006283021984097176,0.00623788088205222,0.0062386409576105995,0.006239817523807947,0.006276786043698348,0.006237871833202884,0.0062386409576105995,0.006237852374292054,0.006280915712615414,0.006239009262080265,0.0062827066460952605,0.00689371870124726,0.006237870223394819,0.006239034995845598,0.006230689202828599,0.006237873396348338,0.006239039246241818,0.006237342967927415,0.006242177166143714,0.006237871219982086,0.0062378682731294875,0.006237868273133938,0.0062378682731294875,0.006237868273133938,0.006893739875539195,0.006282706638535585,0.006242377978291753,0.00624186303715922,0.006242377978291753,0.0062492988360080244,0.0062492988360080244,0.006237870452545531,0.006856641375977076,0.006242809539850994,0.006284634716562286,0.006239050893942167
charging_tRNA_BSU_tRNA_83_GUC,0.005104549548407348,0.005104114211878076,0.00510454825390598,0.005145077904090539,0.0051045515952646454,0.005105080170532073,0.0051069776935025995,0.005139276663842868,0.005104549158565949,0.005105080170532073,0.005104273165616734,0.005143383842317485,0.0051060040623895,0.005144996294231817,0.005582347698721004,0.005104547982401611,0.0051060348643656136,0.005100309726777581,0.005104551921071402,0.005106037751176042,0.005104114211878076,0.005109182463826288,0.005104548705041917,0.0051045464595000315,0.005104546459503461,0.0051045464595000315,0.005104546459503461,0.005582299676459819,0.005144996287645795,0.005109398504736401,0.005108507014815891,0.005109398504736401,0.005113562200203586,0.005113562200203586,0.005104548140038624,0.005551702554547476,0.005109653864119865,0.005145514228092826,0.0051060366974025415
charging_tRNA_BSU_tRNA_83_GUG,0.004704025863807287,0.004703621357440237,0.004704015074088409,0.004735666065408363,0.004704027724689495,0.004703470623643393,0.004705959205852067,0.004731210420737741,0.004704016108369656,0.004703470623643393,0.0047038037394391075,0.004734438533406463,0.004705253934440417,0.004735650731385571,0.005078922753223845,0.004704014834833865,0.004705280118104178,0.004699721643845041,0.004704017912925396,0.004705283210396023,0.004703621357440237,0.004707861491080926,0.0047040156222974,0.004704013359521675,0.004704013359525059,0.004704013359521675,0.004704013359525059,0.005078955811413264,0.004735650725577523,0.004708041274696635,0.004707019181097535,0.004708041274696635,0.004710969253002217,0.004710969253002218,0.004704015022078208,0.005054818754905966,0.004707370714218677,0.004735539561101914,0.004705290081182477
charging_tRNA_BSU_tRNA_83_GUA,0.004021449256862135,0.004021112732799278,0.0040214451238111204,0.004046632183219823,0.004021450831004305,0.004020081790899199,0.004023140780553585,0.004042990660846611,0.004021446217122377,0.004020081790899199,0.004021211673978056,0.004045741485195635,0.004022573229896378,0.004046688321955173,0.004295664369153791,0.00402144492986675,0.004022597271384199,0.004017945920079617,0.00402144808785999,0.004022600441331185,0.004021112732799278,0.004024937016540267,0.00402144573135552,0.004021443588745484,0.004021443588748618,0.004021443588745484,0.004021443588748618,0.004295616739758209,0.004046688316848933,0.00402510108596662,0.004023749684914884,0.00402510108596662,0.00402629006892531,0.00402629006892531,0.004021445134013338,0.004276707496744682,0.004023736153282294,0.00404549813006175,0.004022605441471228
charging_tRNA_BSU_tRNA_85_AGG,0.0007032563524030182,0.0007031908027440587,0.0007032482938928613,0.0007042315340457586,0.0007032565827886091,0.0007027317873486924,0.0007033521174712235,0.0007043457551660391,0.0007032485069946923,0.0007027317873486924,0.0007032477373635657,0.000704095579876909,0.0007033019422997871,0.0007042307639452928,0.000728026495558673,0.000703248267410489,0.0007033034809795785,0.0007024355164294186,0.000703248472077464,0.0007033041131433183,0.0007031908027440587,0.0007030703864464433,0.0007032484184749797,0.0007032480478977701,0.0007032480478982978,0.0007032480478977701,0.0007032480478982978,0.0007280448022160528,0.0007042307634736742,0.000703061962332035,0.0007033294336652037,0.000703061962332035,0.0007035902948197185,0.0007035902948197185,0.000703248308578622,0.0007265173880297597,0.000702581718717592,0.0007044971360978097,0.0007033106829552306
charging_tRNA_BSU_tRNA_85_AGA,0.0021110771061998534,0.00211089064606233,0.002111069977279096,0.002126646509883361,0.0021110778874030268,0.002111008682579976,0.002111742844244325,0.002124193549878522,0.0021110703967114593,0.002111008682579976,0.00211105757196601,0.002125914762830856,0.0021114507693838,0.002126607566402836,0.002306981092267716,0.002111069876378091,0.0021114593885648244,0.0021083464783113676,0.00211107094739646,0.0021114608199898017,0.00211089064606233,0.0021134010426143587,0.0021110702016629047,0.002111069262652244,0.0021110692626536546,0.002111069262652244,0.0021110692626536546,0.0023069442166800073,0.0021266075635374185,0.0021135100911127175,0.0021122075993445628,0.0021135100911127175,0.002114680379800821,0.002114680379800821,0.0021110699530501272,0.0022961134096389263,0.002113367176308522,0.0021257686071442395,0.002111468293687257
charging_tRNA_BSU_tRNA_85_CGA,0.00048409053383699344,0.0004840498599396351,0.0004840904955342039,0.00048720567789104516,0.00048409072539908087,0.000484164850795409,0.0004842534297014811,0.0004867550293875352,0.0004840906022629454,0.000484164850795409,0.000484091745617133,0.0004869459548215549,0.00048417645742054513,0.00048718262177961186,0.0005373067889232296,0.0004840904709214618,0.00048417850920054743,0.0004834063513138706,0.00048409081127751794,0.0004841788634132548,0.0004840498599396351,0.0004841875642121497,0.00048409055328487707,0.0004840903186500729,0.00048409031865042414,0.0004840903186500729,0.00048409031865042414,0.0005373031291764478,0.00048718262114903115,0.00048419201506271593,0.00048442132872176814,0.00048419201506271593,0.0004848978008505979,0.0004848978008505979,0.0004840904905488265,0.0005344758945867528,0.0004842394800897162,0.0004872880273221857,0.00048417822535582887
charging_tRNA_BSU_tRNA_85_CGG,0.0015186411859911396,0.001518513483583107,0.0015186427676881506,0.0015304203911530782,0.0015186417768735857,0.0015189262334847874,0.0015189910417717273,0.0015288572109240818,0.0015186430232656575,0.0015189262334847874,0.001518667179031743,0.0015299749620556699,0.0015188421960838038,0.001530334170211518,0.0016774131620711404,0.0015186426888308012,0.0015188469981866947,0.001516803403796691,0.0015186432625966405,0.0015188478995205625,0.001518513483583107,0.0015198648895810728,0.0015186428958637167,0.0015186422507089332,0.0015186422507099217,0.0015186422507089332,0.0015186422507099217,0.00167741264208971,0.0015303341683669774,0.0015199217447019026,0.0015195168702002207,0.0015199217447019026,0.001521665949943109,0.0015216659499431092,0.0015186427334837763,0.001668177249645133,0.001520108355185067,0.0015308451819184721,0.0015188436326569455
charging_tRNA_BSU_tRNA_85_CGC,0.0016028331029487048,0.0016027018347309857,0.0016028348755811163,0.0016108149230715009,0.001602833736705532,0.0016020600144403456,0.0016037612165367772,0.0016096002750360398,0.0016028353431019222,0.0016020600144403456,0.0016026795108178174,0.001610500058218504,0.0016034547791235769,0.0016108680901139008,0.0017006592390275107,0.0016028347984902813,0.001603467199496163,0.0016017937794133308,0.0016028361452272363,0.0016034685451901654,0.0016027018347309857,0.0016038418055122417,0.0016028351369624379,0.00160283424707698,0.0016028342470782756,0.00160283424707698,0.0016028342470782756,0.0017006499315111066,0.0016108680881631577,0.0016038892032240494,0.0016038475537355772,0.0016038892032240494,0.0016042440163442488,0.0016042440163442488,0.0016028348863224692,0.0016939294035052518,0.001603144415574026,0.0016106629622658123,0.0016034679282562168
charging_tRNA_BSU_tRNA_85_CGU,0.0018832937208309735,0.001883130219927194,0.001883288561561162,0.0018904703631699613,0.0018832944065415964,0.0018822016080481709,0.0018838955067457216,0.001889635938094845,0.001883289115427574,0.0018822016080481709,0.0018832226984958746,0.0018900958332972845,0.00188368631243012,0.0018904692267629598,0.002000841927137692,0.0018832884797814206,0.0018836951674375286,0.0018811712429190142,0.0018832896376864841,0.0018836970426470258,0.001883130219927194,0.0018841316806017198,0.001883288877611008,0.0018832878622213698,0.0018832878622228354,0.0018832878622213698,0.0018832878622228354,0.002000852293653462,0.0018904692248947889,0.0018841714001029723,0.0018840284046667858,0.0018841714001029723,0.0018849184375420859,0.0018849184375420859,0.00188328858514049,0.0019943084881145303,0.0018831414295248244,0.0018903195305658368,0.001883706039728924
charging_tRNA_BSU_tRNA_73_CAG,0.003697604836224956,0.003697291261505061,0.003697598633619481,0.0037192971528805046,0.0036976061774198756,0.003696335955287826,0.003698464767099505,0.003715838482706766,0.003697599574641525,0.003696335955287826,0.003697556560242213,0.0037184457287745966,0.0036981143063585025,0.003719316281661828,0.003960939902302189,0.0036975984683353526,0.0036981264034983167,0.003693037638978679,0.003697599778867762,0.003698129424608044,0.003697291261505061,0.0037011322515615665,0.003697599160488796,0.0036975973212020497,0.003697597321204744,0.0036975973212020497,0.003697597321204744,0.003960936527873793,0.00371931627718485,0.0037012980786284714,0.0036989497174923502,0.0037012980786284714,0.0037023746678642605,0.0037023746678642605,0.0036975986447937235,0.003945765403522286,0.0037000343412008324,0.003717398514469636,0.0036981327743461955
charging_tRNA_BSU_tRNA_73_CAA,0.0050776866164461655,0.005077237283997807,0.005077673525828308,0.0051202163333015326,0.005077688710786413,0.005079015336510726,0.005080080764315943,0.005114027613826035,0.00507767433310511,0.005079015336510726,0.005077486771049085,0.005118524232076628,0.005079174926138483,0.005120027499183616,0.005640128855684057,0.005077673243124873,0.005079204798851235,0.0050729558063771305,0.005077675521753169,0.005079207535266848,0.005077237283997807,0.005082568512900496,0.005077673910441243,0.005077671735747524,0.005077671735750894,0.005077671735747524,0.005077671735750894,0.005640156275585349,0.005120027492342543,0.0050827966051787896,0.005081896559449264,0.0050827966051787896,0.005087971188783065,0.005087971188783065,0.005077673380131611,0.005607190476441708,0.00508376990942384,0.0051212342361541185,0.005079219508149775
charging_tRNA_BSU_tRNA_84_AGG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_84_AGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_84_CGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_84_CGG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_84_CGC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_84_CGU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_72_GAA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3651080088271461e-42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.579334581249176e-43,0.0,0.0,6.609814422161834e-44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.561211553057808e-39,0.0,0.0,-1.6053065218294302e-39,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_72_GAG,4.66194939654746e-43,-2.502614300088515e-43,0.0,0.0,1.7477036226928181e-43,-1.2781419062107441e-42,0.0,0.0,-2.9977894347320414e-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9198711955006334e-43,0.0,0.0,0.0,-6.72227178574213e-44,0.0,0.0,0.0,0.0,0.0,0.0,2.0756857132555938e-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_71_AGC,0.0,0.0,0.0,0.0,-1.5704632338443956e-42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7696949160210204e-49,0.0,0.0
charging_tRNA_BSU_tRNA_71_AGU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.94458612117535e-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1825169676566592e-41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_71_UCU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_71_UCG,1.4250181014032584e-43,4.988361200462623e-44,0.0,0.0,0.0,0.0,-2.275323969338634e-43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1373341704525566e-43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_71_UCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6151377092135532e-39,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_71_UCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6277389054216175e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0624845182840785e-41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_70_AAC,8.365524201808611e-44,5.605283733700929e-43,-9.574303664802708e-44,0.0,-2.219736876840854e-44,4.290913161772825e-43,-3.599585398858024e-43,0.0,-4.2503560554956756e-40,2.9968925196790612e-43,-2.6708257540378716e-42,0.0,1.361994658382665e-40,0.0,-2.3743541835151632e-36,-5.9119128084456946e-43,0.0,-1.7693769267225337e-42,-2.9565963187056894e-43,0.0,4.467546879321489e-43,0.0,-1.3198305977798756e-43,0.0,0.0,0.0,0.0,0.0,0.0,-5.8672247801265945e-40,1.3684772549160166e-39,0.0,0.0,6.504536794378751e-42,-1.8835477124588774e-39,0.0,1.8116532870308262e-49,0.0,0.0
charging_tRNA_BSU_tRNA_70_AAU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_69_AUC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.240632916339287e-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3465369544185973e-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charging_tRNA_BSU_tRNA_69_AUA,0.0,-1.0289410913400377e-41,0.0,0.0,-7.358913004437034e-43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.93580263795448e-36,0.0,0.0,5.356433380129099e-42,0.0,0.0,0.0,0.0,-1.47002732485547e-42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0214534385905757e-39,0.0,0.0,-4.819113562627863e-49,0.0,0.0
