,flux
3AMPt6_REV_PORE-CPLX_s,4.94167888426199e-07
3CMPt6_FWD_CPLX_dummy,0.0
3CMPt6_FWD_PORE-CPLX_s,0.0
3CMPt6_REV_CPLX_dummy,0.0
3CMPt6_REV_PORE-CPLX_s,2.147168463361683
3FE4St,0.0
3FE4St_s,0.0
3GMPt6_FWD_CPLX_dummy,0.0
3GMPt6_FWD_PORE-CPLX_s,0.0
3GMPt6_REV_CPLX_dummy,0.0
3GMPt6_REV_PORE-CPLX_s,0.0
3NUCLE1_FWD_BSU07840-MONOMER,4.94167888426199e-07
3NUCLE1_FWD_BSU07840-MONOMER_s,0.0
3NUCLE1_REV_BSU07840-MONOMER,0.0
3NUCLE1_REV_BSU07840-MONOMER_s,4.94167888426199e-07
3NUCLE2_FWD_BSU07840-MONOMER,0.0
3NUCLE2_FWD_BSU07840-MONOMER_s,0.0
3NUCLE2_REV_BSU07840-MONOMER,0.0
3NUCLE2_REV_BSU07840-MONOMER_s,0.0
3NUCLE3_FWD_BSU07840-MONOMER,2.147168463361683
3NUCLE3_FWD_BSU07840-MONOMER_s,0.0
3NUCLE3_REV_BSU07840-MONOMER,0.0
3NUCLE3_REV_BSU07840-MONOMER_s,2.147168463361683
3NUCLE4_FWD_BSU07840-MONOMER,0.0
3NUCLE4_FWD_BSU07840-MONOMER_s,0.0
3NUCLE4_REV_BSU07840-MONOMER,0.0
3NUCLE4_REV_BSU07840-MONOMER_s,0.0
3PGt6_FWD_CPLX_dummy,0.0
3PGt6_FWD_PORE-CPLX_s,0.0
3PGt6_REV_CPLX_dummy,0.0
3PGt6_REV_PORE-CPLX_s,0.0
3UMPt6_FWD_CPLX_dummy,0.0
3UMPt6_FWD_PORE-CPLX_s,0.0
3UMPt6_REV_CPLX_dummy,0.0
3UMPt6_REV_PORE-CPLX_s,0.0
4FE4St,2.3336263862142092e-08
4FE4St_s,1.6399476876038856e-09
5MTRt2_FWD_CPLX_dummy,0.0
5MTRt2_FWD_PORE-CPLX_s,0.0
5MTRt2_REV_CPLX_dummy,0.0
5MTRt2_REV_PORE-CPLX_s,0.0
6PGCt6_FWD_CPLX_dummy,0.0
6PGCt6_FWD_PORE-CPLX_s,0.0
6PGCt6_REV_CPLX_dummy,0.0
6PGCt6_REV_PORE-CPLX_s,0.0
AAMYL_1_FWD_BSU03040-MONOMER,0.0
AAMYL_1_FWD_BSU03040-MONOMER_s,0.0
AB6PGH_FWD_BSU38560-MONOMER,0.0
AB6PGH_FWD_BSU38560-MONOMER_s,0.0
AB6PGH_FWD_BSU40110-MONOMER,0.0
AB6PGH_FWD_BSU40110-MONOMER_s,0.0
ABTA_FWD_BSU03900-MONOMER,0.0
ABTA_FWD_BSU03900-MONOMER_s,0.0
ABTA_REV_BSU03900-MONOMER,0.0
ABTA_REV_BSU03900-MONOMER_s,0.0
ABTt_1_FWD_PORE-CPLX_s,0.0
ABTt_1_FWD_SPONT,0.0
ABTt_1_REV_PORE-CPLX_s,0.0
ABTt_1_REV_SPONT,0.0
ABUTD_FWD_BSU19310-MONOMER,0.0
ABUTD_FWD_BSU19310-MONOMER_s,0.0
ABUTD_FWD_BSU38830-MONOMER,0.0
ABUTD_FWD_BSU38830-MONOMER_s,0.0
ABUTD_FWD_BSU39860-MONOMER,0.0
ABUTD_FWD_BSU39860-MONOMER_s,0.0
ABUTt2r_FWD_BSU06310-MONOMER,0.0
ABUTt2r_FWD_PORE-CPLX_s,0.0
ACACT1r_FWD_BSU24170-MONOMER,0.0
ACACT1r_FWD_BSU24170-MONOMER_s,0.0
ACACT1r_REV_BSU24170-MONOMER,0.0
ACACT1r_REV_BSU24170-MONOMER_s,0.0
ACACT2r_FWD_BSU32830-MONOMER,0.0
ACACT2r_FWD_BSU32830-MONOMER_s,0.0
ACACT2r_REV_BSU32830-MONOMER,0.0
ACACT2r_REV_BSU32830-MONOMER_s,0.0
ACACT3r_FWD_BSU32830-MONOMER,0.0
ACACT3r_FWD_BSU32830-MONOMER_s,0.0
ACACT3r_REV_BSU32830-MONOMER,0.0
ACACT3r_REV_BSU32830-MONOMER_s,0.0
ACACT4r_FWD_BSU32830-MONOMER,0.0
ACACT4r_FWD_BSU32830-MONOMER_s,0.0
ACACT4r_REV_BSU32830-MONOMER,0.0
ACACT4r_REV_BSU32830-MONOMER_s,0.0
ACACT5r_1_FWD_BSU32830-MONOMER,0.0
ACACT5r_1_FWD_BSU32830-MONOMER_s,0.0
ACACT5r_1_REV_BSU32830-MONOMER,0.0
ACACT5r_1_REV_BSU32830-MONOMER_s,0.0
ACACT6r_1_FWD_BSU32830-MONOMER,0.0
ACACT6r_1_FWD_BSU32830-MONOMER_s,0.0
ACACT6r_1_REV_BSU32830-MONOMER,0.0
ACACT6r_1_REV_BSU32830-MONOMER_s,0.0
ACACT7r_FWD_BSU32830-MONOMER,0.0
ACACT7r_FWD_BSU32830-MONOMER_s,0.0
ACACT7r_REV_BSU32830-MONOMER,0.0
ACACT7r_REV_BSU32830-MONOMER_s,0.0
ACACt2_FWD_CPLX_dummy,0.0
ACACt2_FWD_PORE-CPLX_s,0.0
ACACt2_REV_CPLX_dummy,0.0
ACACt2_REV_PORE-CPLX_s,0.0
ACCOAC_FWD_CPLX000-1,0.0
ACCOAC_FWD_CPLX000-1_s,0.03225257631251356
ACGApts_FWD_CPLX000-2,0.0
ACGApts_FWD_PORE-CPLX_s,0.0
ACGK_FWD_BSU11210-MONOMER_mod_mg2,0.003928954905479536
ACGK_FWD_BSU11210-MONOMER_mod_mg2_s,0.0
ACGS_FWD_BSU11200-MONOMER,0.0
ACGS_FWD_BSU11200-MONOMER_s,0.0
ACHBS_FWD_BSU36010-MONOMER,0.006875634447894498
ACHBS_FWD_BSU36010-MONOMER_s,0.004129305478534649
ACHBS_FWD_CPLX8J2-23,0.0
ACHBS_FWD_CPLX8J2-23_s,0.0
ACKr_FWD_BSU29470-MONOMER,0.0
ACKr_FWD_BSU29470-MONOMER_s,0.0
ACKr_REV_BSU29470-MONOMER,0.0
ACKr_REV_BSU29470-MONOMER_s,0.0
ACLDC_FWD_BSU36000-MONOMER,0.0
ACLDC_FWD_BSU36000-MONOMER_s,0.0
ACLS_FWD_BSU36010-MONOMER,0.0
ACLS_FWD_BSU36010-MONOMER_s,0.0022130879931410463
ACLS_FWD_CPLX8J2-23,0.020460918135242093
ACLS_FWD_CPLX8J2-23_s,0.0
ACMANAt2_FWD_CPLX_dummy,0.0
ACMANAt2_FWD_PORE-CPLX_s,0.0
ACNAMt2_FWD_CPLX_dummy,0.0
ACNAMt2_FWD_PORE-CPLX_s,0.0
ACNPLYS_FWD_CPLX_dummy,0.0
ACNPLYS_FWD_CPLX_dummy_s,0.0
ACNPLYS_REV_CPLX_dummy,0.0
ACNPLYS_REV_CPLX_dummy_s,0.0
ACOAD1_FWD_BSU04520-MONOMER,0.0
ACOAD1_FWD_BSU04520-MONOMER_s,0.0
ACOAD1_FWD_BSU18260-MONOMER,0.0
ACOAD1_FWD_BSU18260-MONOMER_s,0.0
ACOAD1_FWD_BSU24150-MONOMER,0.0
ACOAD1_FWD_BSU24150-MONOMER_s,0.0
ACOAD1_FWD_BSU32820-MONOMER,0.0
ACOAD1_FWD_BSU32820-MONOMER_s,0.0
ACOAD1_FWD_BSU37170-MONOMER,0.0
ACOAD1_FWD_BSU37170-MONOMER_s,0.0
ACOAD1_REV_BSU04520-MONOMER,0.0
ACOAD1_REV_BSU04520-MONOMER_s,0.0
ACOAD1_REV_BSU18260-MONOMER,0.0
ACOAD1_REV_BSU18260-MONOMER_s,0.0
ACOAD1_REV_BSU24150-MONOMER,0.0
ACOAD1_REV_BSU24150-MONOMER_s,0.0
ACOAD1_REV_BSU32820-MONOMER,0.0
ACOAD1_REV_BSU32820-MONOMER_s,0.0
ACOAD1_REV_BSU37170-MONOMER,0.0
ACOAD1_REV_BSU37170-MONOMER_s,0.0
ACOAD20_FWD_BSU04520-MONOMER,0.0
ACOAD20_FWD_BSU04520-MONOMER_s,0.0
ACOAD20_FWD_BSU18260-MONOMER,0.0
ACOAD20_FWD_BSU18260-MONOMER_s,0.0
ACOAD20_FWD_BSU32820-MONOMER,0.0
ACOAD20_FWD_BSU32820-MONOMER_s,0.0
ACOAD2_FWD_BSU24150-MONOMER,0.0
ACOAD2_FWD_BSU24150-MONOMER_s,0.0
ACOAD2_FWD_BSU37170-MONOMER,0.0
ACOAD2_FWD_BSU37170-MONOMER_s,0.0
ACOAD2_REV_BSU24150-MONOMER,0.0
ACOAD2_REV_BSU24150-MONOMER_s,0.0
ACOAD2_REV_BSU37170-MONOMER,0.0
ACOAD2_REV_BSU37170-MONOMER_s,0.0
ACOAD3_FWD_BSU24150-MONOMER,0.0
ACOAD3_FWD_BSU24150-MONOMER_s,0.0
ACOAD3_FWD_BSU37170-MONOMER,0.0
ACOAD3_FWD_BSU37170-MONOMER_s,0.0
ACOAD3_REV_BSU24150-MONOMER,0.0
ACOAD3_REV_BSU24150-MONOMER_s,0.0
ACOAD3_REV_BSU37170-MONOMER,0.0
ACOAD3_REV_BSU37170-MONOMER_s,0.0
ACOAD4_1_FWD_BSU24150-MONOMER,0.0
ACOAD4_1_FWD_BSU24150-MONOMER_s,0.0
ACOAD4_1_FWD_BSU37170-MONOMER,0.0
ACOAD4_1_FWD_BSU37170-MONOMER_s,0.0
ACOAD4_1_REV_BSU24150-MONOMER,0.0
ACOAD4_1_REV_BSU24150-MONOMER_s,0.0
ACOAD4_1_REV_BSU37170-MONOMER,0.0
ACOAD4_1_REV_BSU37170-MONOMER_s,0.0
ACOAD5_1_FWD_BSU24150-MONOMER,0.0
ACOAD5_1_FWD_BSU24150-MONOMER_s,0.0
ACOAD5_1_FWD_BSU37170-MONOMER,0.0
ACOAD5_1_FWD_BSU37170-MONOMER_s,0.0
ACOAD5_1_REV_BSU24150-MONOMER,0.0
ACOAD5_1_REV_BSU24150-MONOMER_s,0.0
ACOAD5_1_REV_BSU37170-MONOMER,0.0
ACOAD5_1_REV_BSU37170-MONOMER_s,0.0
ACOAD6_FWD_BSU24150-MONOMER,0.0
ACOAD6_FWD_BSU24150-MONOMER_s,0.0
ACOAD6_FWD_BSU37170-MONOMER,0.0
ACOAD6_FWD_BSU37170-MONOMER_s,0.0
ACOAD6_REV_BSU24150-MONOMER,0.0
ACOAD6_REV_BSU24150-MONOMER_s,0.0
ACOAD6_REV_BSU37170-MONOMER,0.0
ACOAD6_REV_BSU37170-MONOMER_s,0.0
ACOAD7_FWD_BSU24150-MONOMER,0.0
ACOAD7_FWD_BSU24150-MONOMER_s,0.0
ACOAD7_FWD_BSU37170-MONOMER,0.0
ACOAD7_FWD_BSU37170-MONOMER_s,0.0
ACOAD7_REV_BSU24150-MONOMER,0.0
ACOAD7_REV_BSU24150-MONOMER_s,0.0
ACOAD7_REV_BSU37170-MONOMER,0.0
ACOAD7_REV_BSU37170-MONOMER_s,0.0
ACOADH2_FWD_BSU04520-MONOMER,0.0
ACOADH2_FWD_BSU04520-MONOMER_s,0.0
ACOADH2_FWD_BSU18260-MONOMER,0.0
ACOADH2_FWD_BSU18260-MONOMER_s,0.0
ACOADH2_FWD_BSU32820-MONOMER,0.0
ACOADH2_FWD_BSU32820-MONOMER_s,0.0
ACODA_1_FWD_BSU15350-MONOMER,0.0
ACODA_1_FWD_BSU15350-MONOMER_s,0.0
ACONT_FWD_BSU18000-MONOMER_mod_4fe4s,1.3828546242131343
ACONT_FWD_BSU18000-MONOMER_mod_4fe4s_s,0.07337442203360656
ACONT_REV_BSU18000-MONOMER_mod_4fe4s,0.0
ACONT_REV_BSU18000-MONOMER_mod_4fe4s_s,0.0
ACOTA_FWD_BSU11220-MONOMER_mod_pydx5p,0.0
ACOTA_FWD_BSU11220-MONOMER_mod_pydx5p_s,0.0
ACOTA_REV_BSU11220-MONOMER_mod_pydx5p,0.003928954905479536
ACOTA_REV_BSU11220-MONOMER_mod_pydx5p_s,0.0
ACPS1_FWD_BSU04620-MONOMER,0.0
ACPS1_FWD_BSU04620-MONOMER_s,0.0
ACPpds_FWD_BSU19230-MONOMER,0.0
ACPpds_FWD_BSU19230-MONOMER_s,0.0
ACS2_FWD_BSU29680-MONOMER,0.0
ACS2_FWD_BSU29680-MONOMER_s,0.0
ACS_FWD_BSU29680-MONOMER,0.012037198275963713
ACS_FWD_BSU29680-MONOMER_s,0.0
ACTD2_FWD_CPLX8J2-1,0.0
ACTD2_FWD_CPLX8J2-1_s,0.0
ACTNabc1_FWD_CPLX000-4,0.0
ACTNabc1_FWD_PORE-CPLX_s,0.0
ACTNabc_FWD_CPLX000-3,0.0
ACTNabc_FWD_PORE-CPLX_s,0.0
ACt2r_FWD_BSU38240-MONOMER,0.0
ACt2r_FWD_PORE-CPLX_s,0.0
ACt2r_REV_BSU38240-MONOMER,0.0
ACt2r_REV_PORE-CPLX_s,0.0
ADADir_FWD_BSU00140-MONOMER,0.0
ADADir_FWD_BSU00140-MONOMER_s,0.0
ADCL_FWD_BSU00760-MONOMER,6.584731292724608e-06
ADCL_FWD_BSU00760-MONOMER_s,0.0
ADCS_FWD_CPLX8J2-29,6.584731292724608e-06
ADCS_FWD_CPLX8J2-29_s,0.0
ADD_FWD_BSU14520-MONOMER_mod_mn2,0.0
ADD_FWD_BSU14520-MONOMER_mod_mn2_s,0.0
ADEt2_FWD_CPLX_dummy,0.0
ADEt2_FWD_PORE-CPLX_s,0.0
ADK1_FWD_BSU01370-MONOMER_mod_mg2,0.22300419123912335
ADK1_FWD_BSU01370-MONOMER_mod_mg2_s,0.033380580945926365
ADK1_REV_BSU01370-MONOMER_mod_mg2,0.0
ADK1_REV_BSU01370-MONOMER_mod_mg2_s,0.0
ADK2_FWD_BSU01370-MONOMER_mod_mg2,0.0
ADK2_FWD_BSU01370-MONOMER_mod_mg2_s,0.0
ADK2_REV_BSU01370-MONOMER_mod_mg2,0.0
ADK2_REV_BSU01370-MONOMER_mod_mg2_s,0.0
ADMDC_FWD_BSU29010-MONOMER,0.0
ADMDC_FWD_BSU29010-MONOMER_s,0.0
ADMDC_REV_BSU29010-MONOMER,0.0
ADMDC_REV_BSU29010-MONOMER_s,0.0
ADNK1_FWD_BSU00140-MONOMER,0.0
ADNK1_FWD_BSU00140-MONOMER_s,0.0
ADNt2_FWD_BSU38710-MONOMER,0.0
ADNt2_FWD_PORE-CPLX_s,0.0
ADNt2_REV_BSU38710-MONOMER,0.0
ADNt2_REV_PORE-CPLX_s,0.0
ADPDA_FWD_BSU14190-MONOMER,0.0
ADPDA_FWD_BSU14190-MONOMER_s,0.0
ADPDA_FWD_CPLX8J2-147,0.012037198275963713
ADPDA_FWD_CPLX8J2-147_s,0.0
ADPRDP_FWD_BSU23610-MONOMER,0.0
ADPRDP_FWD_BSU23610-MONOMER_s,0.0
ADPT_FWD_BSU27610-MONOMER_mod_mg2,2.8731667691136713e-06
ADPT_FWD_BSU27610-MONOMER_mod_mg2_s,0.0
ADSK_FWD_BSU15600-MONOMER,0.0
ADSK_FWD_BSU15600-MONOMER_s,0.0
ADSK_REV_BSU15600-MONOMER,0.0
ADSK_REV_BSU15600-MONOMER_s,0.0
ADSL1r_FWD_BSU06440-MONOMER,0.017019883791220113
ADSL1r_FWD_BSU06440-MONOMER_s,0.0
ADSL2r_FWD_BSU06440-MONOMER,0.02643130296545665
ADSL2r_FWD_BSU06440-MONOMER_s,0.0
ADSS_FWD_BSU40420-MONOMER,0.017019883791220113
ADSS_FWD_BSU40420-MONOMER_s,0.0
AGDC_FWD_BSU35010-MONOMER,0.0
AGDC_FWD_BSU35010-MONOMER_s,0.0
AGMT_FWD_BSU37490-MONOMER_mod_2:mn2,0.0
AGMT_FWD_BSU37490-MONOMER_mod_2:mn2_s,0.0
AGPATr_BS_FWD_BSU09540-MONOMER,0.0
AGPATr_BS_FWD_BSU09540-MONOMER_s,0.002874561168673223
AGPATr_BS_REV_BSU09540-MONOMER,0.0
AGPATr_BS_REV_BSU09540-MONOMER_s,0.0
AGPR_REV_BSU11190-MONOMER,0.003928954905479536
AGPR_REV_BSU11190-MONOMER_s,0.0
AHCYSNS_FWD_BSU27270-MONOMER,2.378998880687472e-06
AHCYSNS_FWD_BSU27270-MONOMER_s,4.94167888426199e-07
AHMMPS_1_FWD_BSU08790-MONOMER,0.0
AHMMPS_1_FWD_BSU08790-MONOMER_s,0.0
AHMMPS_1_FWD_CPLX-8354,0.0
AHMMPS_1_FWD_CPLX-8354_s,0.0
AHSERL3_FWD_BSU00730-MONOMER_mod_2:pydx5p,0.0
AHSERL3_FWD_BSU00730-MONOMER_mod_2:pydx5p_s,0.0
AHSERL3_REV_BSU00730-MONOMER_mod_2:pydx5p,0.0
AHSERL3_REV_BSU00730-MONOMER_mod_2:pydx5p_s,0.0
AHSERL4_FWD_BSU00730-MONOMER_mod_2:pydx5p,0.0
AHSERL4_FWD_BSU00730-MONOMER_mod_2:pydx5p_s,0.0
AHSERL4_REV_BSU00730-MONOMER_mod_2:pydx5p,0.0
AHSERL4_REV_BSU00730-MONOMER_mod_2:pydx5p_s,0.0
AICART_FWD_BSU06520-MONOMER,0.028931011021433087
AICART_FWD_BSU06520-MONOMER_s,0.0
AIRC1_FWD_BSU06430-MONOMER,0.02643130296545665
AIRC1_FWD_BSU06430-MONOMER_s,0.0
AKGDH_FWD_CPLX000-5,0.0
AKGDH_FWD_CPLX000-5_s,3.4324569427166858
AKGt2r_FWD_BSU07570-MONOMER,0.0
AKGt2r_FWD_BSU18540-MONOMER,0.0
AKGt2r_FWD_PORE-CPLX_s,3.3617384228099594
AKP1_FWD_BSU05740-MONOMER,0.0
AKP1_FWD_BSU05740-MONOMER_s,0.0
AKP1_FWD_BSU09410-MONOMER,6.584731292724608e-06
AKP1_FWD_BSU09410-MONOMER_s,0.0
ALAALAr_FWD_BSU04560-MONOMER,0.001826805411529541
ALAALAr_FWD_BSU04560-MONOMER_s,0.0
ALAD_L_FWD_BSU31930-MONOMER,0.0
ALAD_L_FWD_BSU31930-MONOMER_s,0.0
ALAR_FWD_BSU04640-MONOMER_mod_pydx5p,0.003653610823059082
ALAR_FWD_BSU04640-MONOMER_mod_pydx5p_s,0.002670045742034912
ALAR_REV_BSU04640-MONOMER_mod_pydx5p,0.0
ALAR_REV_BSU04640-MONOMER_mod_pydx5p_s,0.0
ALATA_L_FWD_BSU31400-MONOMER,0.0
ALATA_L_FWD_BSU31400-MONOMER_s,0.0
ALATA_L_REV_BSU31400-MONOMER,0.013231172070253995
ALATA_L_REV_BSU31400-MONOMER_s,0.004312821102830299
ALAt2r_FWD_BSU02420-MONOMER,0.0
ALAt2r_FWD_BSU18120-MONOMER,0.0
ALAt2r_FWD_BSU27810-MONOMER,-2.9100675177575273e-57
ALAt2r_FWD_PORE-CPLX_s,0.0
ALCD19_L_FWD_BSU09530-MONOMER,0.0
ALCD19_L_FWD_BSU09530-MONOMER_s,0.0
ALCD19_L_FWD_BSU39780-MONOMER,0.0
ALCD19_L_FWD_BSU39780-MONOMER_s,0.0
ALCD19_L_REV_BSU09530-MONOMER,0.0
ALCD19_L_REV_BSU09530-MONOMER_s,0.0
ALCD19_L_REV_BSU39780-MONOMER,0.0
ALCD19_L_REV_BSU39780-MONOMER_s,0.0
ALCD19y_FWD_BSU09530-MONOMER,0.0
ALCD19y_FWD_BSU09530-MONOMER_s,0.0
ALCD19y_FWD_BSU39780-MONOMER,0.0
ALCD19y_FWD_BSU39780-MONOMER_s,0.0
ALCD19y_REV_BSU09530-MONOMER,0.0
ALCD19y_REV_BSU09530-MONOMER_s,1.3193201698967548e-05
ALCD19y_REV_BSU39780-MONOMER,0.0
ALCD19y_REV_BSU39780-MONOMER_s,0.0
ALCD2y_FWD_BSU26970-MONOMER,0.0
ALCD2y_FWD_BSU26970-MONOMER_s,0.0
ALCD2y_FWD_BSU27010-MONOMER,0.0
ALCD2y_FWD_BSU27010-MONOMER_s,0.0
ALCD2y_FWD_CPLX8J2-194,0.0
ALCD2y_FWD_CPLX8J2-194_s,0.0
ALCD2y_REV_BSU26970-MONOMER,0.0
ALCD2y_REV_BSU26970-MONOMER_s,0.0
ALCD2y_REV_BSU27010-MONOMER,0.0
ALCD2y_REV_BSU27010-MONOMER_s,0.0
ALCD2y_REV_CPLX8J2-194,0.0
ALCD2y_REV_CPLX8J2-194_s,0.0
ALDD10_FWD_BSU19310-MONOMER,0.0
ALDD10_FWD_BSU19310-MONOMER_s,0.0
ALDD10_FWD_BSU38830-MONOMER,0.0
ALDD10_FWD_BSU38830-MONOMER_s,0.0
ALDD10_FWD_BSU39860-MONOMER,0.0
ALDD10_FWD_BSU39860-MONOMER_s,0.0
ALDD11_FWD_BSU19310-MONOMER,0.0
ALDD11_FWD_BSU19310-MONOMER_s,0.0
ALDD11_FWD_BSU38830-MONOMER,0.0
ALDD11_FWD_BSU38830-MONOMER_s,0.0
ALDD11_FWD_BSU39860-MONOMER,0.0
ALDD11_FWD_BSU39860-MONOMER_s,0.0
ALDD12_FWD_BSU19310-MONOMER,0.0
ALDD12_FWD_BSU19310-MONOMER_s,0.0
ALDD12_FWD_BSU38830-MONOMER,0.0
ALDD12_FWD_BSU38830-MONOMER_s,0.0
ALDD12_FWD_BSU39860-MONOMER,0.0
ALDD12_FWD_BSU39860-MONOMER_s,0.0
ALDD13_FWD_BSU19310-MONOMER,0.0
ALDD13_FWD_BSU19310-MONOMER_s,0.0
ALDD13_FWD_BSU38830-MONOMER,0.0
ALDD13_FWD_BSU38830-MONOMER_s,0.0
ALDD13_FWD_BSU39860-MONOMER,0.0
ALDD13_FWD_BSU39860-MONOMER_s,0.0
ALDD14_FWD_BSU19310-MONOMER,0.0
ALDD14_FWD_BSU19310-MONOMER_s,0.0
ALDD14_FWD_BSU38830-MONOMER,0.0
ALDD14_FWD_BSU38830-MONOMER_s,0.0
ALDD14_FWD_BSU39860-MONOMER,0.0
ALDD14_FWD_BSU39860-MONOMER_s,0.0
ALDD15_FWD_BSU19310-MONOMER,0.0
ALDD15_FWD_BSU19310-MONOMER_s,0.0
ALDD15_FWD_BSU38830-MONOMER,0.0
ALDD15_FWD_BSU38830-MONOMER_s,0.0
ALDD15_FWD_BSU39860-MONOMER,0.0
ALDD15_FWD_BSU39860-MONOMER_s,0.0
ALDD16_FWD_BSU19310-MONOMER,0.0
ALDD16_FWD_BSU19310-MONOMER_s,0.0
ALDD16_FWD_BSU38830-MONOMER,0.0
ALDD16_FWD_BSU38830-MONOMER_s,0.0
ALDD16_FWD_BSU39860-MONOMER,0.0
ALDD16_FWD_BSU39860-MONOMER_s,0.0
ALDD17_FWD_BSU19310-MONOMER,0.0
ALDD17_FWD_BSU19310-MONOMER_s,0.0
ALDD17_FWD_BSU38830-MONOMER,0.0
ALDD17_FWD_BSU38830-MONOMER_s,0.0
ALDD17_FWD_BSU39860-MONOMER,0.0
ALDD17_FWD_BSU39860-MONOMER_s,0.0
ALDD18_FWD_BSU19310-MONOMER,0.0
ALDD18_FWD_BSU19310-MONOMER_s,0.0
ALDD18_FWD_BSU38830-MONOMER,0.0
ALDD18_FWD_BSU38830-MONOMER_s,0.0
ALDD18_FWD_BSU39860-MONOMER,0.0
ALDD18_FWD_BSU39860-MONOMER_s,0.0
ALDD1_FWD_BSU19310-MONOMER,0.0
ALDD1_FWD_BSU19310-MONOMER_s,0.0
ALDD1_FWD_BSU38830-MONOMER,0.0
ALDD1_FWD_BSU38830-MONOMER_s,0.0
ALDD1_FWD_BSU39860-MONOMER,0.0
ALDD1_FWD_BSU39860-MONOMER_s,0.0
ALDD20x_1_FWD_BSU19310-MONOMER,0.0
ALDD20x_1_FWD_BSU19310-MONOMER_s,0.0
ALDD20x_1_FWD_BSU38830-MONOMER,0.0
ALDD20x_1_FWD_BSU38830-MONOMER_s,0.0
ALDD20x_1_FWD_BSU39860-MONOMER,0.0
ALDD20x_1_FWD_BSU39860-MONOMER_s,0.0
ALDD2x_FWD_BSU19310-MONOMER,0.0
ALDD2x_FWD_BSU19310-MONOMER_s,0.0
ALDD2x_FWD_BSU38830-MONOMER,0.0
ALDD2x_FWD_BSU38830-MONOMER_s,0.0
ALDD2x_FWD_BSU39860-MONOMER,0.0
ALDD2x_FWD_BSU39860-MONOMER_s,0.0
ALDD31_1_FWD_BSU19310-MONOMER,0.0
ALDD31_1_FWD_BSU19310-MONOMER_s,0.0
ALDD31_1_FWD_BSU38830-MONOMER,0.0
ALDD31_1_FWD_BSU38830-MONOMER_s,0.0
ALDD31_1_FWD_BSU39860-MONOMER,0.0
ALDD31_1_FWD_BSU39860-MONOMER_s,0.0
ALDD32_FWD_BSU19310-MONOMER,0.0
ALDD32_FWD_BSU19310-MONOMER_s,0.0
ALDD32_FWD_BSU38830-MONOMER,0.0
ALDD32_FWD_BSU38830-MONOMER_s,0.0
ALDD32_FWD_BSU39860-MONOMER,0.0
ALDD32_FWD_BSU39860-MONOMER_s,0.0
ALDD3_FWD_BSU19310-MONOMER,0.0
ALDD3_FWD_BSU19310-MONOMER_s,0.0
ALDD3_FWD_BSU38830-MONOMER,0.0
ALDD3_FWD_BSU38830-MONOMER_s,0.0
ALDD3_FWD_BSU39860-MONOMER,0.0
ALDD3_FWD_BSU39860-MONOMER_s,0.0
ALDD4_FWD_BSU19310-MONOMER,0.0
ALDD4_FWD_BSU19310-MONOMER_s,0.0
ALDD4_FWD_BSU38830-MONOMER,0.0
ALDD4_FWD_BSU38830-MONOMER_s,0.0
ALDD4_FWD_BSU39860-MONOMER,0.0
ALDD4_FWD_BSU39860-MONOMER_s,0.0
ALDD4x_FWD_BSU19310-MONOMER,0.0
ALDD4x_FWD_BSU19310-MONOMER_s,0.0
ALDD4x_FWD_BSU38830-MONOMER,0.0
ALDD4x_FWD_BSU38830-MONOMER_s,0.0
