,flux
DM_RNA_BSU32250_s,0.0
DM_RNA_BSU32260,0.0
DM_RNA_BSU32260_s,0.0
DM_RNA_BSU32410,0.0
DM_RNA_BSU32410_s,0.0
DM_RNA_BSU32430,0.0
DM_RNA_BSU32440,0.0
DM_RNA_BSU32450,0.0
DM_RNA_BSU32450_s,0.0
DM_RNA_BSU32460,0.0
DM_RNA_BSU32460_s,0.0
DM_RNA_BSU32470,0.0
DM_RNA_BSU32470_s,0.0
DM_RNA_BSU32480,0.0
DM_RNA_BSU32480_s,0.0
DM_RNA_BSU32490,0.0
DM_RNA_BSU32490_s,0.0
DM_RNA_BSU32500,0.0
DM_RNA_BSU32500_s,0.0
DM_RNA_BSU32510,0.0
DM_RNA_BSU32510_s,0.0
DM_RNA_BSU32680,0.0
DM_RNA_BSU32680_s,0.0
DM_RNA_BSU32820,0.0
DM_RNA_BSU32820_s,0.0
DM_RNA_BSU32830,0.0
DM_RNA_BSU32830_s,0.0
DM_RNA_BSU32840,0.0
DM_RNA_BSU32840_s,0.0
DM_RNA_BSU33040,0.0
DM_RNA_BSU33040_s,0.0
DM_RNA_BSU33160,0.0
DM_RNA_BSU33170,0.0
DM_RNA_BSU33170_s,0.0
DM_RNA_BSU33180,0.0
DM_RNA_BSU33240,0.0
DM_RNA_BSU33240_s,0.0
DM_RNA_BSU33290,0.0
DM_RNA_BSU33300,0.0
DM_RNA_BSU33310,0.0
DM_RNA_BSU33330,0.0
DM_RNA_BSU33370,0.0
DM_RNA_BSU33380,0.0
DM_RNA_BSU33390,0.0
DM_RNA_BSU33400,0.0
DM_RNA_BSU33400_s,0.0
DM_RNA_BSU33420,0.0
DM_RNA_BSU33430,0.0
DM_RNA_BSU33430_s,0.0
DM_RNA_BSU33440,0.0
DM_RNA_BSU33440_s,0.0
DM_RNA_BSU33490,0.0
DM_RNA_BSU33500,0.0
DM_RNA_BSU33510,0.0
DM_RNA_BSU33630,0.0
DM_RNA_BSU33630_s,0.0
DM_RNA_BSU33700,0.0
DM_RNA_BSU33710,0.0
DM_RNA_BSU33720,0.0
DM_RNA_BSU33730,0.0
DM_RNA_BSU33800,0.0
DM_RNA_BSU33810,0.0
DM_RNA_BSU33820,0.0
DM_RNA_BSU33830,0.0
DM_RNA_BSU33900,0.0
DM_RNA_BSU33900_s,0.0
DM_RNA_BSU33910,2.463345760003835e-08
DM_RNA_BSU33910_s,2.440858529526499e-08
DM_RNA_BSU33920,2.7156643602590665e-08
DM_RNA_BSU33920_s,2.640307529528584e-08
DM_RNA_BSU33930,2.104465804516458e-08
DM_RNA_BSU33930_s,2.0780969823385984e-08
DM_RNA_BSU33940,2.8195541721641345e-08
DM_RNA_BSU33940_s,1.8354908153448967e-08
DM_RNA_BSU33960,0.0
DM_RNA_BSU34130,0.0
DM_RNA_BSU34130_s,0.0
DM_RNA_BSU34190,0.0
DM_RNA_BSU34200,0.0
DM_RNA_BSU34200_s,0.0
DM_RNA_BSU34550,0.0
DM_RNA_BSU34550_s,0.0
DM_RNA_BSU34560,0.0
DM_RNA_BSU34560_s,0.0
DM_RNA_BSU34570,0.0
DM_RNA_BSU34570_s,0.0
DM_RNA_BSU34590,0.0
DM_RNA_BSU34600,0.0
DM_RNA_BSU34610,0.0
DM_RNA_BSU34660,0.0
DM_RNA_BSU34790,0.0
DM_RNA_BSU34790_s,0.0
DM_RNA_BSU34860,0.0
DM_RNA_BSU34860_s,0.0
DM_RNA_BSU34870,0.0
DM_RNA_BSU34870_s,0.0
DM_RNA_BSU34880,0.0
DM_RNA_BSU34880_s,0.0
DM_RNA_BSU34890,0.0
DM_RNA_BSU34890_s,0.0
DM_RNA_BSU34900,0.0
DM_RNA_BSU34900_s,0.0
DM_RNA_BSU34910,0.0
DM_RNA_BSU34910_s,0.0
DM_RNA_BSU34920,0.0
DM_RNA_BSU34920_s,0.0
DM_RNA_BSU35010,0.0
DM_RNA_BSU35010_s,0.0
DM_RNA_BSU35020,0.0
DM_RNA_BSU35020_s,0.0
DM_RNA_BSU35290,1.375325455087548e-09
DM_RNA_BSU35290_s,2.6458358897981587e-10
DM_RNA_BSU35300,0.0
DM_RNA_BSU35300_s,0.0
DM_RNA_BSU35530,0.0
DM_RNA_BSU35530_s,0.0
DM_RNA_BSU35540,0.0
DM_RNA_BSU35540_s,0.0
DM_RNA_BSU35550,0.0
DM_RNA_BSU35550_s,0.0
DM_RNA_BSU35570,0.0
DM_RNA_BSU35570_s,0.0
DM_RNA_BSU35580,0.0
DM_RNA_BSU35580_s,0.0
DM_RNA_BSU35590,0.0
DM_RNA_BSU35590_s,0.0
DM_RNA_BSU35600,0.0
DM_RNA_BSU35600_s,0.0
DM_RNA_BSU35609,0.0
DM_RNA_BSU35609_s,0.0
DM_RNA_BSU35620,0.0
DM_RNA_BSU35620_s,0.0
DM_RNA_BSU35660,0.0
DM_RNA_BSU35660_s,0.0
DM_RNA_BSU35670,0.0
DM_RNA_BSU35670_s,0.0
DM_RNA_BSU35680,0.0
DM_RNA_BSU35680_s,0.0
DM_RNA_BSU35690,0.0
DM_RNA_BSU35690_s,0.0
DM_RNA_BSU35700,0.0
DM_RNA_BSU35700_s,0.0
DM_RNA_BSU35710,0.0
DM_RNA_BSU35710_s,0.0
DM_RNA_BSU35720,0.0
DM_RNA_BSU35720_s,9.744235767007325e-11
DM_RNA_BSU35730,0.0
DM_RNA_BSU35730_s,9.856516041815187e-11
DM_RNA_BSU35740,0.0
DM_RNA_BSU35740_s,0.0
DM_RNA_BSU35750,0.0
DM_RNA_BSU35750_s,0.0
DM_RNA_BSU35760,0.0
DM_RNA_BSU35760_s,0.0
DM_RNA_BSU35780,0.0
DM_RNA_BSU35780_s,0.0
DM_RNA_BSU35790,0.0
DM_RNA_BSU35790_s,0.0
DM_RNA_BSU35920,0.0
DM_RNA_BSU35920_s,0.0
DM_RNA_BSU35930,2.386903952306401e-14
DM_RNA_BSU35940,2.386903952306401e-14
DM_RNA_BSU35950,2.386903952306401e-14
DM_RNA_BSU35960,2.386903952306401e-14
DM_RNA_BSU36000,7.206048513994761e-11
DM_RNA_BSU36000_s,9.217803620972456e-11
DM_RNA_BSU36010,0.0
DM_RNA_BSU36010_s,0.0
DM_RNA_BSU36030,0.0
DM_RNA_BSU36120,0.0
DM_RNA_BSU36130,0.0
DM_RNA_BSU36370,0.0
DM_RNA_BSU36370_s,0.0
DM_RNA_BSU36470,0.0
DM_RNA_BSU36510,0.0
DM_RNA_BSU36550,0.0
DM_RNA_BSU36550_s,0.0
DM_RNA_BSU36590,0.0
DM_RNA_BSU36590_s,0.0
DM_RNA_BSU36640,0.0
DM_RNA_BSU36640_s,0.0
DM_RNA_BSU36650,0.0
DM_RNA_BSU36650_s,0.0
DM_RNA_BSU36660,0.0
DM_RNA_BSU36660_s,0.0
DM_RNA_BSU36710,0.0
DM_RNA_BSU36710_s,0.0
DM_RNA_BSU36760,0.0
DM_RNA_BSU36760_s,0.0
DM_RNA_BSU36800,0.0
DM_RNA_BSU36810,0.0
DM_RNA_BSU36820,0.0
DM_RNA_BSU36830,0.0
DM_RNA_BSU36840,0.0
DM_RNA_BSU36850,0.0
DM_RNA_BSU36860,0.0
DM_RNA_BSU36870,0.0
DM_RNA_BSU36880,0.0
DM_RNA_BSU36890,0.0
DM_RNA_BSU36890_s,0.0
DM_RNA_BSU36900,0.0
DM_RNA_BSU36900_s,0.0
DM_RNA_BSU36920,0.0
DM_RNA_BSU36920_s,0.0
DM_RNA_BSU37010,0.0
DM_RNA_BSU37010_s,0.0
DM_RNA_BSU37060,0.0
DM_RNA_BSU37060_s,0.0
DM_RNA_BSU37070,0.0
DM_RNA_BSU37070_s,0.0
DM_RNA_BSU37080,0.0
DM_RNA_BSU37080_s,0.0
DM_RNA_BSU37100,0.0
DM_RNA_BSU37100_s,0.0
DM_RNA_BSU37110,1.2334691510371666e-08
DM_RNA_BSU37110_s,1.1911960757359885e-08
DM_RNA_BSU37120,0.0
DM_RNA_BSU37120_s,0.0
DM_RNA_BSU37150,0.0
DM_RNA_BSU37150_s,0.0
DM_RNA_BSU37160,0.0
DM_RNA_BSU37160_s,0.0
DM_RNA_BSU37170,0.0
DM_RNA_BSU37170_s,0.0
DM_RNA_BSU37190,0.0
DM_RNA_BSU37190_s,0.0
DM_RNA_BSU37240,0.0
DM_RNA_BSU37240_s,0.0
DM_RNA_BSU37320,0.0
DM_RNA_BSU37330,0.0
DM_RNA_BSU37330_s,0.0
DM_RNA_BSU37490,0.0
DM_RNA_BSU37490_s,0.0
DM_RNA_BSU37500,0.0
DM_RNA_BSU37500_s,0.0
DM_RNA_BSU37660,0.0
DM_RNA_BSU37660_s,0.0
DM_RNA_BSU37710,0.0
DM_RNA_BSU37710_s,0.0
DM_RNA_BSU37760,0.0
DM_RNA_BSU37780,0.0
DM_RNA_BSU37780_s,0.0
DM_RNA_BSU37790,0.0
DM_RNA_BSU37790_s,0.0
DM_RNA_BSU38020,0.0
DM_RNA_BSU38020_s,0.0
DM_RNA_BSU38040,0.0
DM_RNA_BSU38040_s,0.0
DM_RNA_BSU38050,0.0
DM_RNA_BSU38060,0.0
DM_RNA_BSU38110,0.0
DM_RNA_BSU38110_s,0.0
DM_RNA_BSU38140,0.0
DM_RNA_BSU38150,0.0
DM_RNA_BSU38160,0.0
DM_RNA_BSU38170,0.0
DM_RNA_BSU38190,0.0
DM_RNA_BSU38190_s,0.0
DM_RNA_BSU38200,0.0
DM_RNA_BSU38200_s,0.0
DM_RNA_BSU38240,0.0
DM_RNA_BSU38260,0.0
DM_RNA_BSU38270,0.0
DM_RNA_BSU38280,0.0
DM_RNA_BSU38290,0.0
DM_RNA_BSU38290_s,0.0
DM_RNA_BSU38300,0.0
DM_RNA_BSU38300_s,0.0
DM_RNA_BSU38390,0.0
DM_RNA_BSU38490,0.0
DM_RNA_BSU38490_s,0.0
DM_RNA_BSU38500,0.0
DM_RNA_BSU38500_s,0.0
DM_RNA_BSU38510,0.0
DM_RNA_BSU38510_s,0.0
DM_RNA_BSU38520,0.0
DM_RNA_BSU38520_s,0.0
DM_RNA_BSU38530,0.0
DM_RNA_BSU38530_s,0.0
DM_RNA_BSU38550,0.0
DM_RNA_BSU38550_s,0.0
DM_RNA_BSU38560,0.0
DM_RNA_BSU38560_s,0.0
DM_RNA_BSU38570,0.0
DM_RNA_BSU38580,0.0
DM_RNA_BSU38590,0.0
DM_RNA_BSU38630,0.0
DM_RNA_BSU38630_s,0.0
DM_RNA_BSU38700,0.0
DM_RNA_BSU38700_s,0.0
DM_RNA_BSU38710,0.0
DM_RNA_BSU38750,0.0
DM_RNA_BSU38760,0.0
DM_RNA_BSU38770,0.0
DM_RNA_BSU38830,0.0
DM_RNA_BSU38830_s,0.0
DM_RNA_BSU38860,0.0
DM_RNA_BSU38860_s,0.0
DM_RNA_BSU38980,0.0
DM_RNA_BSU38980_s,0.0
DM_RNA_BSU38990,0.0
DM_RNA_BSU38990_s,0.0
DM_RNA_BSU39020,0.0
DM_RNA_BSU39050,0.0
DM_RNA_BSU39050_s,0.0
DM_RNA_BSU39060,0.0
DM_RNA_BSU39260,0.0
DM_RNA_BSU39260_s,0.0
DM_RNA_BSU39270,0.0
DM_RNA_BSU39350,0.0
DM_RNA_BSU39350_s,0.0
DM_RNA_BSU39360,0.0
DM_RNA_BSU39360_s,0.0
DM_RNA_BSU39370,0.0
DM_RNA_BSU39370_s,0.0
DM_RNA_BSU39380,0.0
DM_RNA_BSU39380_s,0.0
DM_RNA_BSU39390,0.0
DM_RNA_BSU39400,0.0
DM_RNA_BSU39400_s,0.0
DM_RNA_BSU39410,0.0
DM_RNA_BSU39420,0.0
DM_RNA_BSU39420_s,0.0
DM_RNA_BSU39450,0.0
DM_RNA_BSU39540,0.0
DM_RNA_BSU39540_s,0.0
DM_RNA_BSU39610,0.0
DM_RNA_BSU39670,0.0
DM_RNA_BSU39670_s,0.0
DM_RNA_BSU39700,0.0
DM_RNA_BSU39700_s,0.0
DM_RNA_BSU39710,0.0
DM_RNA_BSU39720,0.0
DM_RNA_BSU39720_s,0.0
DM_RNA_BSU39730,0.0
DM_RNA_BSU39730_s,0.0
DM_RNA_BSU39740,0.0
DM_RNA_BSU39740_s,0.0
DM_RNA_BSU39750,0.0
DM_RNA_BSU39750_s,0.0
DM_RNA_BSU39760,0.0
DM_RNA_BSU39760_s,0.0
DM_RNA_BSU39780,0.0
DM_RNA_BSU39780_s,0.0
DM_RNA_BSU39860,0.0
DM_RNA_BSU39860_s,0.0
DM_RNA_BSU39920,0.0
DM_RNA_BSU39920_s,0.0
DM_RNA_BSU39980,0.0
DM_RNA_BSU39980_s,0.0
DM_RNA_BSU40040,0.0
DM_RNA_BSU40040_s,0.0
DM_RNA_BSU40060,0.0
DM_RNA_BSU40060_s,0.0
DM_RNA_BSU40070,0.0
DM_RNA_BSU40110,0.0
DM_RNA_BSU40110_s,0.0
DM_RNA_BSU40190,0.0
DM_RNA_BSU40190_s,0.0
DM_RNA_BSU40320,0.0
DM_RNA_BSU40320_s,0.0
DM_RNA_BSU40330,0.0
DM_RNA_BSU40340,0.0
DM_RNA_BSU40340_s,0.0
DM_RNA_BSU40420,0.0
DM_RNA_BSU40420_s,0.0
DM_RNA_BSU40500,0.0
DM_RNA_BSU40500_s,0.0
DM_RNA_BSU40550,0.0
DM_RNA_BSU40550_s,0.0
DM_RNA_BSU40850,0.0
DM_RNA_BSU40850_s,0.0
DM_RNA_BSU40890,0.0
DM_RNA_BSU40890_s,0.0
DM_RNA_BSU40910,0.0
DM_RNA_BSU40910_s,0.0
DM_RNA_BSU41050,0.0
DM_RNA_BSU41050_s,0.0
DM_RNA_BSU41060,0.0
DM_RNA_BSU41060_s,0.0
DM_RNA_BSU_misc_RNA_2,0.0
DM_RNA_BSU_misc_RNA_2_s,0.0
DM_RNA_BSU_rRNA_1,0.0
DM_RNA_BSU_rRNA_10,0.0
DM_RNA_BSU_rRNA_10_s,0.0
DM_RNA_BSU_rRNA_11,0.0
DM_RNA_BSU_rRNA_11_s,0.0
DM_RNA_BSU_rRNA_12,0.0
DM_RNA_BSU_rRNA_12_s,0.0
DM_RNA_BSU_rRNA_13,0.0
DM_RNA_BSU_rRNA_13_s,0.0
DM_RNA_BSU_rRNA_14,0.0
DM_RNA_BSU_rRNA_14_s,0.0
DM_RNA_BSU_rRNA_15,0.0
DM_RNA_BSU_rRNA_15_s,0.0
DM_RNA_BSU_rRNA_16,0.0
DM_RNA_BSU_rRNA_16_s,0.0
DM_RNA_BSU_rRNA_17,0.0
DM_RNA_BSU_rRNA_17_s,0.0
DM_RNA_BSU_rRNA_18,0.0
DM_RNA_BSU_rRNA_18_s,0.0
DM_RNA_BSU_rRNA_19,0.0
DM_RNA_BSU_rRNA_19_s,0.0
DM_RNA_BSU_rRNA_1_s,0.0
DM_RNA_BSU_rRNA_2,0.0
DM_RNA_BSU_rRNA_20,0.0
DM_RNA_BSU_rRNA_20_s,0.0
DM_RNA_BSU_rRNA_21,0.0
DM_RNA_BSU_rRNA_21_s,0.0
DM_RNA_BSU_rRNA_22,0.0
DM_RNA_BSU_rRNA_22_s,0.0
DM_RNA_BSU_rRNA_23,0.0
DM_RNA_BSU_rRNA_23_s,0.0
DM_RNA_BSU_rRNA_24,0.0
DM_RNA_BSU_rRNA_24_s,0.0
DM_RNA_BSU_rRNA_25,0.0
DM_RNA_BSU_rRNA_25_s,0.0
DM_RNA_BSU_rRNA_26,0.0
DM_RNA_BSU_rRNA_26_s,0.0
DM_RNA_BSU_rRNA_27,0.0
DM_RNA_BSU_rRNA_27_s,0.0
DM_RNA_BSU_rRNA_28,0.0
DM_RNA_BSU_rRNA_28_s,0.0
DM_RNA_BSU_rRNA_29,0.0
DM_RNA_BSU_rRNA_29_s,0.0
DM_RNA_BSU_rRNA_2_s,0.0
DM_RNA_BSU_rRNA_3,0.0
DM_RNA_BSU_rRNA_30,0.0
DM_RNA_BSU_rRNA_30_s,0.0
DM_RNA_BSU_rRNA_3_s,0.0
DM_RNA_BSU_rRNA_4,0.0
DM_RNA_BSU_rRNA_4_s,0.0
DM_RNA_BSU_rRNA_5,0.0
DM_RNA_BSU_rRNA_5_s,0.0
DM_RNA_BSU_rRNA_6,0.0
DM_RNA_BSU_rRNA_6_s,0.0
DM_RNA_BSU_rRNA_7,0.0
DM_RNA_BSU_rRNA_7_s,0.0
DM_RNA_BSU_rRNA_8,0.0
DM_RNA_BSU_rRNA_8_s,0.0
DM_RNA_BSU_rRNA_9,0.0
DM_RNA_BSU_rRNA_9_s,0.0
DM_RNA_BSU_tRNA_1,0.0
DM_RNA_BSU_tRNA_10,0.0
DM_RNA_BSU_tRNA_10_s,0.0
DM_RNA_BSU_tRNA_11,0.0
DM_RNA_BSU_tRNA_11_s,0.0
DM_RNA_BSU_tRNA_12,0.0
DM_RNA_BSU_tRNA_12_s,0.0
DM_RNA_BSU_tRNA_13,0.0
DM_RNA_BSU_tRNA_13_s,0.0
DM_RNA_BSU_tRNA_14,0.0
DM_RNA_BSU_tRNA_14_s,0.0
DM_RNA_BSU_tRNA_15,0.0
DM_RNA_BSU_tRNA_15_s,0.0
DM_RNA_BSU_tRNA_16,0.0
DM_RNA_BSU_tRNA_16_s,0.0
DM_RNA_BSU_tRNA_17,0.0
DM_RNA_BSU_tRNA_17_s,0.0
DM_RNA_BSU_tRNA_18,0.0
DM_RNA_BSU_tRNA_18_s,0.0
DM_RNA_BSU_tRNA_19,0.0
DM_RNA_BSU_tRNA_19_s,0.0
DM_RNA_BSU_tRNA_1_s,0.0
DM_RNA_BSU_tRNA_2,0.0
DM_RNA_BSU_tRNA_20,0.0
DM_RNA_BSU_tRNA_20_s,0.0
DM_RNA_BSU_tRNA_21,0.0
DM_RNA_BSU_tRNA_21_s,0.0
DM_RNA_BSU_tRNA_22,0.0
DM_RNA_BSU_tRNA_22_s,0.0
DM_RNA_BSU_tRNA_23,0.0
DM_RNA_BSU_tRNA_23_s,0.0
DM_RNA_BSU_tRNA_24,0.0
DM_RNA_BSU_tRNA_24_s,0.0
DM_RNA_BSU_tRNA_25,0.0
DM_RNA_BSU_tRNA_25_s,0.0
DM_RNA_BSU_tRNA_26,0.0
DM_RNA_BSU_tRNA_26_s,0.0
DM_RNA_BSU_tRNA_27,0.0
DM_RNA_BSU_tRNA_27_s,0.0
DM_RNA_BSU_tRNA_28,0.0
DM_RNA_BSU_tRNA_28_s,0.0
DM_RNA_BSU_tRNA_29,0.0
DM_RNA_BSU_tRNA_29_s,0.0
DM_RNA_BSU_tRNA_2_s,0.0
DM_RNA_BSU_tRNA_3,0.0
DM_RNA_BSU_tRNA_30,0.0
DM_RNA_BSU_tRNA_30_s,0.0
DM_RNA_BSU_tRNA_31,0.0
DM_RNA_BSU_tRNA_31_s,0.0
DM_RNA_BSU_tRNA_32,0.0
DM_RNA_BSU_tRNA_32_s,0.0
DM_RNA_BSU_tRNA_33,0.0
DM_RNA_BSU_tRNA_33_s,0.0
DM_RNA_BSU_tRNA_34,0.0
DM_RNA_BSU_tRNA_34_s,0.0
DM_RNA_BSU_tRNA_35,0.0
DM_RNA_BSU_tRNA_35_s,0.0
DM_RNA_BSU_tRNA_36,0.0
DM_RNA_BSU_tRNA_36_s,0.0
DM_RNA_BSU_tRNA_37,0.0
DM_RNA_BSU_tRNA_37_s,0.0
DM_RNA_BSU_tRNA_38,0.0
DM_RNA_BSU_tRNA_38_s,0.0
DM_RNA_BSU_tRNA_39,0.0
DM_RNA_BSU_tRNA_39_s,0.0
DM_RNA_BSU_tRNA_3_s,0.0
DM_RNA_BSU_tRNA_4,0.0
DM_RNA_BSU_tRNA_40,0.0
DM_RNA_BSU_tRNA_40_s,0.0
DM_RNA_BSU_tRNA_41,0.0
DM_RNA_BSU_tRNA_41_s,0.0
DM_RNA_BSU_tRNA_42,0.0
DM_RNA_BSU_tRNA_42_s,0.0
DM_RNA_BSU_tRNA_43,0.0
DM_RNA_BSU_tRNA_43_s,0.0
DM_RNA_BSU_tRNA_44,0.0
DM_RNA_BSU_tRNA_44_s,0.0
DM_RNA_BSU_tRNA_45,0.0
DM_RNA_BSU_tRNA_45_s,0.0
DM_RNA_BSU_tRNA_46,0.0
DM_RNA_BSU_tRNA_46_s,0.0
DM_RNA_BSU_tRNA_47,0.0
DM_RNA_BSU_tRNA_47_s,0.0
DM_RNA_BSU_tRNA_48,0.0
DM_RNA_BSU_tRNA_48_s,0.0
DM_RNA_BSU_tRNA_49,0.0
DM_RNA_BSU_tRNA_49_s,0.0
DM_RNA_BSU_tRNA_4_s,0.0
DM_RNA_BSU_tRNA_5,0.0
DM_RNA_BSU_tRNA_50,0.0
DM_RNA_BSU_tRNA_50_s,0.0
DM_RNA_BSU_tRNA_51,0.0
DM_RNA_BSU_tRNA_51_s,0.0
DM_RNA_BSU_tRNA_52,0.0
DM_RNA_BSU_tRNA_52_s,0.0
DM_RNA_BSU_tRNA_53,0.0
DM_RNA_BSU_tRNA_53_s,0.0
DM_RNA_BSU_tRNA_54,0.0
DM_RNA_BSU_tRNA_54_s,0.0
DM_RNA_BSU_tRNA_55,0.0
DM_RNA_BSU_tRNA_55_s,0.0
DM_RNA_BSU_tRNA_56,0.0
DM_RNA_BSU_tRNA_56_s,0.0
DM_RNA_BSU_tRNA_57,0.0
DM_RNA_BSU_tRNA_57_s,0.0
DM_RNA_BSU_tRNA_58,0.0
DM_RNA_BSU_tRNA_58_s,0.0
DM_RNA_BSU_tRNA_59,0.0
DM_RNA_BSU_tRNA_59_s,0.0
DM_RNA_BSU_tRNA_5_s,0.0
DM_RNA_BSU_tRNA_6,0.0
DM_RNA_BSU_tRNA_60,0.0
DM_RNA_BSU_tRNA_60_s,0.0
DM_RNA_BSU_tRNA_61,0.0
DM_RNA_BSU_tRNA_61_s,0.0
DM_RNA_BSU_tRNA_62,0.0
DM_RNA_BSU_tRNA_62_s,0.0
DM_RNA_BSU_tRNA_63,0.0
DM_RNA_BSU_tRNA_63_s,0.0
DM_RNA_BSU_tRNA_64,0.0
DM_RNA_BSU_tRNA_64_s,0.0
DM_RNA_BSU_tRNA_65,0.0
DM_RNA_BSU_tRNA_65_s,0.0
DM_RNA_BSU_tRNA_66,0.0
DM_RNA_BSU_tRNA_66_s,0.0
DM_RNA_BSU_tRNA_67,0.0
DM_RNA_BSU_tRNA_67_s,0.0
DM_RNA_BSU_tRNA_68,0.0
DM_RNA_BSU_tRNA_68_s,0.0
DM_RNA_BSU_tRNA_69,0.0
DM_RNA_BSU_tRNA_69_s,0.0
DM_RNA_BSU_tRNA_6_s,0.0
DM_RNA_BSU_tRNA_7,0.0
DM_RNA_BSU_tRNA_70,0.0
DM_RNA_BSU_tRNA_70_s,0.0
DM_RNA_BSU_tRNA_71,0.0
DM_RNA_BSU_tRNA_71_s,0.0
DM_RNA_BSU_tRNA_72,0.0
DM_RNA_BSU_tRNA_72_s,0.0
DM_RNA_BSU_tRNA_73,0.0
DM_RNA_BSU_tRNA_73_s,0.0
DM_RNA_BSU_tRNA_74,0.0
DM_RNA_BSU_tRNA_74_s,0.0
DM_RNA_BSU_tRNA_75,0.0
DM_RNA_BSU_tRNA_75_s,0.0
DM_RNA_BSU_tRNA_76,0.0
DM_RNA_BSU_tRNA_76_s,0.0
DM_RNA_BSU_tRNA_77,0.0
DM_RNA_BSU_tRNA_77_s,0.0
DM_RNA_BSU_tRNA_78,0.0
DM_RNA_BSU_tRNA_78_s,0.0
DM_RNA_BSU_tRNA_79,0.0
DM_RNA_BSU_tRNA_79_s,0.0
DM_RNA_BSU_tRNA_7_s,0.0
DM_RNA_BSU_tRNA_8,0.0
DM_RNA_BSU_tRNA_80,0.0
DM_RNA_BSU_tRNA_80_s,0.0
DM_RNA_BSU_tRNA_81,0.0
DM_RNA_BSU_tRNA_81_s,0.0
DM_RNA_BSU_tRNA_82,0.0
DM_RNA_BSU_tRNA_82_s,0.0
DM_RNA_BSU_tRNA_83,0.0
DM_RNA_BSU_tRNA_83_s,0.0
DM_RNA_BSU_tRNA_84,0.0
DM_RNA_BSU_tRNA_84_s,0.0
DM_RNA_BSU_tRNA_85,0.0
DM_RNA_BSU_tRNA_85_s,0.0
DM_RNA_BSU_tRNA_86,0.0
DM_RNA_BSU_tRNA_86_s,0.0
DM_RNA_BSU_tRNA_8_s,0.0
DM_RNA_BSU_tRNA_9,0.0
DM_RNA_BSU_tRNA_9_s,0.0
DM_RNA_dummy,0.0
DM_RNA_dummy_s,0.0
DNA_biomass_to_biomass,0.0
DNA_biomass_to_biomass_s,0.00106421566904853
DNA_replication,0.0
DNA_replication_s,0.0034558870672057856
DPCOAK_FWD_BSU29060-MONOMER,0.0
DPCOAK_FWD_BSU29060-MONOMER_s,0.0
DPMt,0.0
DPMt_s,0.0
DPR_FWD_BSU15110-MONOMER,0.0
DPR_FWD_BSU15110-MONOMER_s,0.0
DRBK_FWD_BSU35920-MONOMER_mod_mg2_mod_k,0.0
DRBK_FWD_BSU35920-MONOMER_mod_mg2_mod_k_s,0.0
DRBK_REV_BSU35920-MONOMER_mod_mg2_mod_k,0.0
DRBK_REV_BSU35920-MONOMER_mod_mg2_mod_k_s,0.0
DRIBabc_FWD_CPLX8J2-64,0.0
DRIBabc_FWD_PORE-CPLX_s,0.0
DRPA_FWD_BSU39420-MONOMER,0.0
DRPA_FWD_BSU39420-MONOMER_s,0.0
DSERt2_FWD_CPLX_dummy,0.0
DSERt2_FWD_PORE-CPLX_s,0.0
DSERt2_REV_CPLX_dummy,0.0
DSERt2_REV_PORE-CPLX_s,0.0
DTMPK_FWD_BSU00280-MONOMER_mod_mg2,0.0
DTMPK_FWD_BSU00280-MONOMER_mod_mg2_s,0.0008503262017345324
DTMPt6_FWD_CPLX_dummy,0.0
DTMPt6_FWD_PORE-CPLX_s,0.0008503262017345324
DTMPt6_REV_CPLX_dummy,0.0
DTMPt6_REV_PORE-CPLX_s,0.0
DURIK1_FWD_BSU37060-MONOMER_mod_mg2,0.0
DURIK1_FWD_BSU37060-MONOMER_mod_mg2_s,0.0
DURIPP_FWD_BSU39400-MONOMER,0.0
DURIPP_FWD_BSU39400-MONOMER_s,0.0
DUTPDP_FWD_BSU17660-MONOMER,0.0
DUTPDP_FWD_BSU17660-MONOMER_s,0.0
DUTPDP_FWD_BSU20020-MONOMER,0.0
DUTPDP_FWD_BSU20020-MONOMER_s,0.0
DXPRIi_FWD_BSU16550-MONOMER_mod_cobalt2,0.0
DXPRIi_FWD_BSU16550-MONOMER_mod_cobalt2_s,0.0
DXPS_FWD_BSU24270-MONOMER_mod_thmpp,0.0
DXPS_FWD_BSU24270-MONOMER_mod_thmpp_s,0.0
Demand_cdlp_BS_c,0.0
Demand_cdlp_BS_c_s,0.017942047119140624
Demand_cdlp_BS_s,0.017942047119140624
Demand_d12dg_BS_c,0.0
Demand_d12dg_BS_c_s,0.017942047119140624
Demand_d12dg_BS_s,0.017942047119140624
Demand_gtca1_45_BS_c,0.0
Demand_gtca1_45_BS_c_s,0.017942047119140624
Demand_gtca2_45_BS_c,0.0
Demand_gtca2_45_BS_c_s,0.017942047119140624
Demand_gtca3_45_BS_c,0.0
Demand_gtca3_45_BS_c_s,0.017942047119140624
Demand_gtca3_45_BS_s,0.017942047119140624
Demand_lipo1_24_BS_c,0.0
Demand_lipo1_24_BS_c_s,0.017942047119140624
Demand_lipo1_24_BS_s,0.017942047119140624
Demand_lipo2_24_BS_c,0.0
Demand_lipo2_24_BS_c_s,0.017942047119140624
Demand_lipo3_24_BS_c,0.0
Demand_lipo3_24_BS_c_s,0.017942047119140624
Demand_lipo4_24_BS_c,0.0
Demand_lipo4_24_BS_c_s,0.017942047119140624
Demand_lysylpgly_BS_c,0.0
Demand_lysylpgly_BS_c_s,0.017942047119140624
