,base,phe__L_c,3amp_s,gmp_s,gly_s,amp_s,tyr__L_c,leu__L_s,adn_c,his__L_s,man6p_c,pi_c,asn__L_s,cmp_s,ump_s,btd_RR_c,chor_s,f6p_s,acnam_s,6pgc_s,for_c,mg2_s,cbl1_s,acac_s,pser__L_s,so4_s,zn2_s,arg__L_s,mn2_s,k_s
formation_CPLX8J2-56_s,1.8845345518877046e-11,1.8842332200104925e-11,1.884529726432137e-11,1.8853186852574287e-11,1.8845123034053524e-11,1.8837096852764673e-11,1.884564336355682e-11,1.884838912921337e-11,1.884529726432137e-11,1.8891695127691705e-11,2.0506253327829155e-11,1.7231825969302202e-11,1.884687860947751e-11,1.59076125474259e-11,1.5903618760177257e-11,2.924712771022657e-11,1.8841619006543846e-11,1.884529726432137e-11,2.118068211541789e-11,2.006358361659948e-11,1.884537393098983e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-51_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-50_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-53_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-52_s,7.876640221186406e-09,7.873974655653779e-09,7.876614081826201e-09,7.886260360975454e-09,7.876469981001706e-09,7.877561726687415e-09,7.876942640499358e-09,7.882587191142963e-09,7.876614081826201e-09,7.878506270282701e-09,7.871619672262591e-09,6.59131965797216e-09,7.878402212858437e-09,5.350902114635617e-09,5.34914819143752e-09,6.106287687078002e-09,7.873318973660595e-09,7.876614081826201e-09,7.756865880870022e-09,7.875164981650713e-09,7.876642306699493e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU24140-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.904538775529994e-42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01250-MONOMER_s,5.693554115862773e-08,5.690681665546579e-08,5.693463189097731e-08,5.6873444288284836e-08,5.693481898399998e-08,5.6910048669408113e-08,5.693754979091549e-08,5.6798420096656066e-08,5.693463189097731e-08,5.692165896999572e-08,5.6511273644583675e-08,6.127554206713585e-08,5.6929798513843104e-08,3.527486302852773e-08,3.526396052547507e-08,1.922048545188252e-08,5.6902368579249933e-08,5.693463189097731e-08,5.487790455032847e-08,5.662415104165448e-08,5.6934672520648125e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU15790-MONOMER_s,2.909697915956399e-09,2.908860007756319e-09,2.909620229083185e-09,2.898042629206789e-09,2.9096182210717408e-09,2.9071613003568475e-09,2.909638433039108e-09,2.739156661009256e-09,2.909620229083185e-09,2.8886057574715956e-09,8.549898581974271e-10,2.911851652543726e-09,2.9081555851407048e-09,1.004185980269185e-09,1.0259148643486642e-09,1.9230021790444338e-10,2.911648144767621e-09,2.909620229083185e-09,2.7152493005390214e-09,1.4044219192731325e-09,2.9096204391390212e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU31930-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU15430-MONOMER_s,5.178228318499303e-11,5.175038013962675e-11,5.1780798445355234e-11,5.162269019340492e-11,5.1780958713870477e-11,5.1739032771180567e-11,5.1783386125488376e-11,5.1539187071723234e-11,5.1780798445355234e-11,5.174732645211467e-11,5.126310471620221e-11,4.898032103374217e-11,5.176300372436359e-11,1.814207426052355e-11,1.814165492120022e-11,3.765939972568342e-12,5.1745882555717594e-11,5.1780798445355234e-11,4.8338255436428536e-11,5.1400067514532706e-11,5.17808228667425e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU28510-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU33430-MONOMER_s,2.2536849785696947e-11,2.2521849622044808e-11,2.2536203465641667e-11,2.2466681033429103e-11,2.2536251473886866e-11,2.2516721662580134e-11,2.2537452602034257e-11,2.2425087154744556e-11,2.2536203465641667e-11,2.2521911008134538e-11,2.2283693163762105e-11,2.476590643744678e-11,2.2528637337488278e-11,7.69373173708521e-12,7.692084295823844e-12,1.918088372554074e-12,2.2519879168825513e-11,2.2536203465641683e-11,2.1081391684174263e-11,2.235127293620986e-11,2.2536206768416023e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU23080-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.22761010011119e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU03330-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU08710-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.720444528481394e-40,0.0,0.0,0.0,0.0,0.0,9.591910035529627e-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU03910-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.149955384045585e-41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU28950-MONOMER_s,3.667265775798663e-11,3.665088659988772e-11,3.667160603187602e-11,3.656104197362798e-11,3.667140478980778e-11,3.664219921114907e-11,3.667331955640414e-11,3.649878517547639e-11,3.667160603187602e-11,3.664835162931828e-11,3.631946222745408e-11,3.6169600933732524e-11,3.6659217574459164e-11,1.2949862634991382e-11,1.2948350906201367e-11,2.867055340520388e-12,3.664796419361555e-11,3.667160603187602e-11,3.423730401925523e-11,3.6412394822840763e-11,3.66716903191033e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU22110-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU10870-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU39710-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU35580-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.008889846789636e-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU31620-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU02270-MONOMER_s,3.774316308745354e-10,3.773421231660995e-10,3.7742168504941984e-10,3.7587174110332665e-10,3.7742168504941984e-10,3.7710348783725776e-10,3.7742168504941984e-10,3.754351540223841e-10,3.7742168504941984e-10,3.7710348783725776e-10,3.7491951455945585e-10,3.759114434182377e-10,3.772227960664687e-10,1.2863328723076461e-10,1.2867974201089545e-10,2.4446881510065263e-11,3.773421231660995e-10,3.7742168504941984e-10,3.55317529465541e-10,3.7559388360692236e-10,3.7742168504941984e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU15930-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.118999209668864e-48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU14830-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU12010-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU22100-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU33510-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU13010-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5517617735979368e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8694121170346944e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-158_s,3.107573177907077e-07,3.099704599706793e-07,3.107524745717853e-07,3.1012451501834064e-07,3.107045311384485e-07,3.1014748095943604e-07,3.108596239210979e-07,3.085438246552556e-07,3.107524745717853e-07,3.106659057771389e-07,2.898404207578859e-07,1.1094117542033258e-06,3.107471498317596e-07,1.821280344328682e-07,1.821595385949737e-07,1.3250077891872798e-07,3.098221811243805e-07,3.107524745717853e-07,2.9759652653998103e-07,2.954348597447453e-07,3.107517230169528e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU34560-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU28280-MONOMER_s,8.308576753617933e-10,8.30530990831144e-10,8.308345750708894e-10,8.276728057831909e-10,8.308260360682856e-10,8.300988751028309e-10,8.308477746929747e-10,3.0270018287081833e-10,8.308345750708894e-10,8.301778219923187e-10,8.240643468884881e-10,8.580139779605722e-10,8.304497837768353e-10,3.0771407765265704e-10,3.077971289996301e-10,5.168599303946769e-11,8.305023889380929e-10,8.308345750708894e-10,7.781658322582259e-10,8.25831983506541e-10,8.308347289497307e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU34860-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.423082873778476e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU32170-MONOMER_s,4.5915751333806267e-10,4.590077255350101e-10,4.591451229720263e-10,4.57392396604167e-10,4.5914588967728635e-10,4.587604577213779e-10,4.591507179393809e-10,4.5677018500182203e-10,4.591451229720263e-10,4.5878461955192525e-10,4.55721426799025e-10,4.666925346081018e-10,4.589267094418451e-10,1.6054398498522833e-10,1.6057859869340414e-10,3.3072307806998397e-11,4.5899990611269876e-10,4.591451229720263e-10,4.3185319935536403e-10,4.5664194044127076e-10,4.5914523696851055e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU05340-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU13300-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU36120-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU06500-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.837704461937529e-43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU27910-MONOMER_s,1.4962958908725894e-10,2.503621004895834e-11,1.4962537573024192e-10,1.4905902545087563e-10,1.496235141303836e-10,1.4949077537276088e-10,1.6717739488564803e-10,1.4887100326841676e-10,1.4962537573024192e-10,1.4950785916032308e-10,1.483468003314471e-10,1.5528098194594645e-10,1.4955753217220036e-10,0.0,0.0,8.80231421169496e-12,0.0,1.4962537573024192e-10,1.4002736053687008e-10,1.486821983463787e-10,1.496253782680689e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU31150-MONOMER_s,2.364303553554254e-09,2.36374286023707e-09,2.364241251013237e-09,2.3545321072113064e-09,2.364241251013237e-09,2.3622480031296337e-09,2.364241251013237e-09,2.3517972426624175e-09,2.364241251013237e-09,2.3622480031296337e-09,2.348567178950668e-09,2.3547808100664728e-09,2.3629953725794015e-09,8.057833875777071e-10,8.060743891598703e-10,1.5313991753590131e-10,2.36374286023707e-09,2.364241251013237e-09,2.225776614453263e-09,2.3527915549830578e-09,2.364241251013237e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU36130-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU08820-MONOMER_s,1.7936671119004156e-07,1.7940074031960776e-07,1.793639876368837e-07,1.7904004933373383e-07,1.7937976677522423e-07,1.7932916531703468e-07,1.7936330741503904e-07,1.7897401654694434e-07,1.793639876368837e-07,1.7929926041613134e-07,1.7933447092144158e-07,1.7897801919388192e-07,1.793135647989253e-07,9.082857088063946e-08,9.0836436984268e-08,7.409515398388628e-08,1.7941616113403529e-07,1.793639876368837e-07,1.7673004417723036e-07,1.7934407915636614e-07,1.793653781033719e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU29990-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU40060-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU09440-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU05980-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-60_s,1.8482633805259146e-12,1.847776536578073e-12,1.8482356729779083e-12,1.844887590105382e-12,1.8521414473073513e-12,1.847416808568741e-12,1.8482690264825395e-12,1.8433430384755434e-12,1.8482356729779083e-12,1.8475397388755015e-12,1.8393139600380246e-12,1.8535875481779475e-12,1.8478409712314634e-12,1.0926814981072026e-12,1.0926975864350324e-12,4.869762789489014e-13,1.8477223174542935e-12,1.8482356729779083e-12,1.7848378554368504e-12,1.8416930593647433e-12,1.848157321019002e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-61_s,9.66471875163628e-12,9.661873371339419e-12,9.664614851437863e-12,1.0854297546487913e-11,9.664708550433838e-12,9.976548955104933e-12,9.664902108928615e-12,1.1381639517835836e-11,9.664614851437863e-12,9.870409618064718e-12,9.625240338138672e-12,9.848243183328392e-12,9.861027683440519e-12,6.277623825623184e-12,6.277670475733997e-12,1.4549571681564612e-09,9.661451329817374e-12,9.664614851437862e-12,5.851890458279915e-13,9.636389864969394e-12,9.664622502719188e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-64_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-65_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-66_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-67_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-68_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU22420-MONOMER_s,1.672067246119009e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6706135332349452e-26,0.0,0.0,0.0,0.0,0.0,1.0830260767669953e-27,0.0,1.672023184924749e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU15650-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-80_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-86_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU03010-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU37710-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.763714342601631e-40,0.0,0.0,0.0,0.0,0.0,-5.613144610194953e-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU30230-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.70919448410224e-41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU21900-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU24070-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0591832620576753e-07,3.0597197421356797e-07,1.9169387338121844e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU15490-MONOMER_s,5.438385112285779e-10,5.436227024277949e-10,5.438236177668153e-10,5.418498855288793e-10,5.43824817058394e-10,5.433626386959603e-10,5.4383587724134e-10,5.409843572649013e-10,5.438236177668153e-10,5.43419185888614e-10,5.392323132928696e-10,5.833443362163999e-10,5.435836833390206e-10,1.9619644761121226e-10,9.040402230077824e-11,4.4828867692169984e-11,5.43607033434226e-10,5.438236177668153e-10,5.115599965511479e-10,5.404597297853339e-10,5.438238999402301e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU40420-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.588617110157229e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU35020-MONOMER_s,3.072930182411788e-09,3.0719340252027802e-09,3.07285251483333e-09,3.2064817046878674e-09,3.0728530933432077e-09,3.0704682795859012e-09,3.0728951253829376e-09,3.0582137754192924e-09,3.07285251483333e-09,3.0956823401239057e-09,3.0511738364159584e-09,3.0970816840792125e-09,3.0935427022730403e-09,1.1156122453590371e-09,1.1158370184476331e-09,3.016116864474624e-10,3.0718671793617974e-09,3.07285251483333e-09,0.0,3.0570546658320427e-09,3.072853666953482e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU06170-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU30320-MONOMER_s,5.791101376017868e-11,5.7869424712441155e-11,5.790935353222864e-11,5.7728160164962324e-11,5.790928908731855e-11,5.7857043537134746e-11,5.791309663413722e-11,5.761364833219624e-11,5.790935353222864e-11,5.787208861478457e-11,5.71369861411549e-11,6.79705361814619e-11,5.788955363186192e-11,2.084722549648816e-11,2.084474320323743e-11,5.033767660113129e-12,5.786373755748058e-11,5.790935353222864e-11,5.4268855281259724e-11,5.734222667888259e-11,5.790935368352896e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU15990-MONOMER_s,5.693554115862773e-08,5.690681665546579e-08,5.693463189097731e-08,5.6873444288284836e-08,5.693481898399998e-08,5.6910048669408113e-08,5.693754979091549e-08,5.6798420096656066e-08,5.693463189097731e-08,5.692165896999572e-08,5.6511273644583675e-08,6.127554206713585e-08,5.6929798513843104e-08,3.527486302852773e-08,3.526396052547507e-08,1.922048545188252e-08,5.6902368579249933e-08,5.693463189097731e-08,5.487790455032847e-08,5.662415104165448e-08,5.6934672520648125e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU11420-MONOMER_s,7.903863231792337e-12,7.899072005075455e-12,7.903636823132079e-12,7.878653724316945e-12,7.903741122641138e-12,7.897304125711615e-12,7.904002100764998e-12,7.867298169119028e-12,7.903636823132079e-12,7.89838635209201e-12,7.828686550514288e-12,7.566920863337052e-12,7.90080614621128e-12,2.6302261276715332e-12,2.629806021374818e-12,5.505654112462396e-13,7.89840670168071e-12,7.903636823132079e-12,7.377344888533784e-12,7.848836321095443e-12,7.903630817271005e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU28120-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU10360-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0265616145758577e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU27650-MONOMER_s,5.725223324076e-10,5.720049780508064e-10,5.725059170168468e-10,5.706676665155554e-10,5.725056150532154e-10,5.719742781655119e-10,5.725542548547856e-10,5.698278281380251e-10,5.725059170168468e-10,5.721052891373795e-10,5.62853335371834e-10,6.409309223538865e-10,5.723044210358054e-10,1.7478377840195155e-10,1.748445597768586e-10,2.2257233087893053e-11,5.719080479724303e-10,5.725059170168468e-10,5.29478837863651e-10,5.654396268951846e-10,5.725036813864991e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU36890-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU22140-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU32110-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4496963595994992e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
