,base,phe__L_c,3amp_s,gmp_s,gly_s,amp_s,tyr__L_c,leu__L_s,adn_c,his__L_s,man6p_c,pi_c,asn__L_s,cmp_s,ump_s,btd_RR_c,chor_s,f6p_s,acnam_s,6pgc_s,for_c,mg2_s,cbl1_s,acac_s,pser__L_s,so4_s,zn2_s,arg__L_s,mn2_s,k_s
DM_RNA_BSU00740,2.2554325622218803e-11,2.254862454297468e-11,2.255397778351007e-11,2.2512054977423875e-11,2.2553612457510976e-11,2.2543001856593292e-11,2.2554190870756695e-11,2.2499348281269922e-11,2.255397778351007e-11,2.254501704976296e-11,2.2462396636976815e-11,2.2965900335076637e-11,2.254917272251574e-11,1.4515235344469434e-11,1.4517534215902197e-11,4.7983198122309615e-12,2.2547920754841403e-11,2.255397778351007e-11,2.1685628370464526e-11,2.2484663934245368e-11,2.2553987014328552e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU00820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU35290,2.9303761258448354e-10,2.92966070779371e-10,2.9303311286138573e-10,2.9243878749774066e-10,2.930289895116883e-10,2.9289272049364084e-10,2.930356710861514e-10,2.922608956402196e-10,2.9303311286138573e-10,2.9291036994581116e-10,2.9169223184419164e-10,3.054972998908377e-10,2.9296426269088873e-10,1.8501322586075547e-10,1.8504066510545579e-10,6.19868631504384e-11,2.9295878702885614e-10,2.9303311286138573e-10,2.829940265153212e-10,2.9205354908480777e-10,2.930330867201508e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU35300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU05740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU14610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU14580,2.1004941256135904e-08,2.100786651420327e-08,2.10049158469627e-08,2.1015271759905805e-08,2.1005332132509095e-08,2.1012645013352876e-08,2.1005552682982504e-08,2.0992385452199233e-08,2.10049158469627e-08,2.100610564687945e-08,2.143564569098841e-08,2.1010114463095353e-08,2.1003673731150878e-08,3.129848003987537e-08,3.1302719335988356e-08,3.357819853851604e-08,2.100759383456514e-08,2.10049158469627e-08,2.0808709414426187e-08,2.1320158609702236e-08,2.1004975399828304e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU14600,2.1004941256135904e-08,2.100786651420327e-08,2.10049158469627e-08,2.1015271759905805e-08,2.1005332132509095e-08,2.1012645013352876e-08,2.1005552682982504e-08,2.0992385452199233e-08,2.10049158469627e-08,2.100610564687945e-08,2.143564569098841e-08,2.1010114463095353e-08,2.1003673731150878e-08,3.129848003987537e-08,3.1302719335988356e-08,3.357819853851604e-08,2.100759383456514e-08,2.10049158469627e-08,2.0808709414426187e-08,2.1320158609702236e-08,2.1004975399828304e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU14590,2.1004941256135904e-08,2.100786651420327e-08,2.10049158469627e-08,2.1015271759905805e-08,2.1005332132509095e-08,2.1012645013352876e-08,2.1005552682982504e-08,2.0992385452199233e-08,2.10049158469627e-08,2.100610564687945e-08,2.143564569098841e-08,2.1010114463095353e-08,2.1003673731150878e-08,3.129848003987537e-08,3.1302719335988356e-08,3.357819853851604e-08,2.100759383456514e-08,2.10049158469627e-08,2.0808709414426187e-08,2.1320158609702236e-08,2.1004975399828304e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU28910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU18470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU15480,1.217289327936763e-10,1.2171804534569263e-10,1.2172882135574462e-10,1.2181012233208342e-10,1.2172623215858073e-10,1.2174422320818084e-10,1.2173005478926596e-10,1.2189283327098037e-10,1.2172882135574462e-10,1.217519203069096e-10,1.2191939455676925e-10,1.0338751286675551e-10,1.2175018689468836e-10,1.0352013944490464e-10,1.4325928838904089e-10,0.0,1.2171382147972072e-10,1.2172882135574462e-10,1.1999612530199258e-10,1.2190067012457348e-10,1.2172911653212052e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU15490,2.983866171746787e-11,2.983599294456487e-11,2.983863440137573e-11,2.985856320773753e-11,2.983799972746116e-11,2.9842409762369356e-11,2.983893674531935e-11,2.9878837629515807e-11,2.983863440137573e-11,2.984429650465735e-11,2.988534843350665e-11,2.5342742694296706e-11,2.984387160402198e-11,2.537525262853597e-11,3.511626485193197e-11,2.194297890442392e-11,2.9834957574378146e-11,2.983863440137573e-11,2.94139093157239e-11,2.988075862905081e-11,2.983870675613827e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU15560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU15500,4.874609731073867e-11,4.8741737454895886e-11,4.87460526856513e-11,4.877860949209917e-11,4.874501584704596e-11,4.875222032534378e-11,4.874654661153299e-11,4.881173091511342e-11,4.87460526856513e-11,4.875530261247989e-11,4.882236732662257e-11,4.140131394612802e-11,4.875460847117036e-11,4.1454423982797814e-11,5.7367883314279245e-11,0.0,4.874004601657494e-11,4.87460526856513e-11,4.8052198163905936e-11,4.881486916679354e-11,4.8746170888415526e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU15540,5.1056115459584084e-11,5.10515489954859e-11,5.105606871976822e-11,5.109016835359945e-11,5.105498274664488e-11,5.106252863638974e-11,5.105658605219554e-11,5.1124859360488084e-11,5.105606871976822e-11,5.106575698935711e-11,5.113599981857696e-11,4.336327176178548e-11,5.106502995353682e-11,4.3418898618372393e-11,6.008647739519734e-11,0.0,5.1049777401964135e-11,5.105606871976822e-11,5.0329333277778654e-11,5.1128146330091016e-11,5.105619252401741e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU15510,1.217289327936763e-10,1.2171804534569263e-10,1.2172882135574462e-10,1.2181012233208342e-10,1.2172623215858073e-10,1.2174422320818084e-10,1.2173005478926596e-10,1.2189283327098037e-10,1.2172882135574462e-10,1.217519203069096e-10,1.2191939455676925e-10,1.0338751286675551e-10,1.2175018689468836e-10,1.0352013944490464e-10,1.4325928838904089e-10,4.691518045522685e-11,1.2171382147972072e-10,1.2172882135574462e-10,1.1999612530199258e-10,1.2190067012457348e-10,1.2172911653212052e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU15520,1.217289327936763e-10,1.2171804534569263e-10,1.2172882135574462e-10,1.2181012233208342e-10,1.2172623215858073e-10,1.2174422320818084e-10,1.2173005478926596e-10,1.2189283327098037e-10,1.2172882135574462e-10,1.217519203069096e-10,1.2191939455676925e-10,1.0338751286675551e-10,1.2175018689468836e-10,1.0352013944490464e-10,1.4325928838904089e-10,4.691518045522685e-11,1.2171382147972072e-10,1.2172882135574462e-10,1.1999612530199258e-10,1.2190067012457348e-10,1.2172911653212052e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU15550,8.792059644239375e-12,8.791273281541118e-12,8.792051595463147e-12,8.797923683689842e-12,8.791864586710397e-12,8.793164017975527e-12,8.792140682098822e-12,8.803897608633734e-12,8.792051595463147e-12,8.793719952785417e-12,8.805816038406535e-12,7.467322342624698e-12,8.793594754418135e-12,7.476901501488067e-12,1.0347122735747575e-11,6.465570779504544e-12,8.790968206316173e-12,8.792051595463147e-12,8.666904954477236e-12,8.80446363745394e-12,8.792072915031494e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU15530,5.1056115459584084e-11,5.10515489954859e-11,5.105606871976822e-11,5.109016835359945e-11,5.105498274664488e-11,5.106252863638974e-11,5.105658605219554e-11,5.1124859360488084e-11,5.105606871976822e-11,5.106575698935711e-11,5.113599981857696e-11,4.336327176178548e-11,5.106502995353682e-11,4.3418898618372393e-11,6.008647739519734e-11,0.0,5.1049777401964135e-11,5.105606871976822e-11,5.0329333277778654e-11,5.1128146330091016e-11,5.105619252401741e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU02390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU15980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU02430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU02420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU31322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU31990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU31980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU31970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU32000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU38860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU07990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU07810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.996643662298024e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU07800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.996643662298024e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU03130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU35570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU35590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU35540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU35580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU35600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU35609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU35550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU32410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU33960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.529903992233251e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU19350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU39610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU26970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU00730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU21870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU30320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU27810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU14890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU14920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU14910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU14880,1.0850380175024262e-06,1.0848974870707299e-06,1.0850357784143014e-06,1.0850780989356e-06,1.0850202507976903e-06,1.0849600626152491e-06,1.0850453937556495e-06,1.0850247092034213e-06,1.0850357784143014e-06,1.0850412827515516e-06,1.0838229200596907e-06,1.0848705529918933e-06,1.0850709206897516e-06,1.1813327923102732e-06,1.1812886774968682e-06,8.552339456295983e-07,1.0848696652335413e-06,1.0850357784143014e-06,1.0805190181771493e-06,1.0841487200933736e-06,1.085035703519243e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU14900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU22780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU06450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU06530,1.2331531314692444e-10,1.2329170072609805e-10,1.2331435658393967e-10,1.2325851049496914e-10,1.2331307247464097e-10,1.2329446532963215e-10,1.2331643887749084e-10,1.2322241937498343e-10,1.2331435658393967e-10,1.2330396564043935e-10,1.2307113283944274e-10,1.208011337634932e-10,1.2331261382537794e-10,9.072743427293801e-11,9.072818922799749e-11,6.576442294385271e-11,1.2328772864132112e-10,1.2331435658393967e-10,1.2057445994086878e-10,1.231417749109181e-10,1.2331451635646271e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU06440,9.315688049174145e-11,9.31402967955544e-11,9.315623210852053e-11,7.955142285550726e-11,9.315531660634274e-11,9.314531774911737e-11,9.3157785605633e-11,9.31029282283214e-11,9.315623210852053e-11,9.549979593890641e-11,9.29999137305439e-11,9.088758306886226e-11,9.315651845404676e-11,6.921729083822083e-11,6.921852956579114e-11,0.0,9.313742540933633e-11,9.315623210852053e-11,9.123815460672477e-11,9.304837560414977e-11,9.315635867514265e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU06490,1.3608638678813364e-10,1.3606032896164332e-10,1.3608533115929882e-10,1.3602370140488875e-10,1.3608391406201997e-10,1.3606337987962145e-10,1.3608762910428539e-10,1.3598387253052877e-10,1.3608533115929882e-10,1.3607386408420335e-10,1.3581691809911197e-10,1.3331182798195585e-10,1.3608340791303154e-10,1.0012356452480006e-10,1.001243976663103e-10,7.257527446710912e-11,1.3605594551037912e-10,1.3608533115929882e-10,1.3306167882599772e-10,1.3589487617274435e-10,1.3608550747856376e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU06510,1.4085335694499055e-10,1.408293466689071e-10,1.4085229725385287e-10,1.4077895670663772e-10,1.4085089790172125e-10,1.4082981204268817e-10,1.408543637129068e-10,1.407417377517343e-10,1.4085229725385287e-10,1.40838740380466e-10,1.406015839453736e-10,1.371386906518916e-10,1.408484586835308e-10,1.026850948201468e-10,1.026867904047932e-10,7.491962698708728e-11,1.4082545798163049e-10,1.408522972538529e-10,1.629049795232511e-10,1.4067764479241246e-10,1.3980460547884781e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU06430,2.5808365156500595e-10,2.58034233697641e-10,2.580816495973528e-10,2.579647706615635e-10,2.580789621159009e-10,2.5804001966985325e-10,2.5808600757942013e-10,2.578892364250013e-10,2.580816495973528e-10,2.580599026417369e-10,2.5757261247515623e-10,2.528217860317912e-10,2.5807800221989467e-10,1.8988126402749117e-10,1.8988284405476877e-10,1.1070341972441427e-10,2.5802592061699113e-10,2.580816495973528e-10,2.523473858428429e-10,2.57720457566696e-10,2.580819839814217e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU06520,5.450232182665277e-11,5.4495910054535213e-11,5.4502192030271383e-11,5.452513860022328e-11,5.450172921784212e-11,5.450519035980614e-11,5.4503102465392356e-11,5.4525207903485423e-11,5.4502192030271383e-11,6.221837767166164e-11,5.4497368106068263e-11,5.182995193493326e-11,5.45079895509826e-11,4.3969195736576145e-11,4.396843280774223e-11,0.0,5.449441306904408e-11,5.4502192030271383e-11,5.3880015962076685e-11,5.450571502269953e-11,5.45022844331581e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU06500,1.0142818802610248e-10,1.0140876655282223e-10,1.0142740124263008e-10,1.0138146722626118e-10,1.0142634504874734e-10,1.0141104046933687e-10,1.014291139517531e-10,1.0135178188702339e-10,1.0142740124263008e-10,1.0141885457843872e-10,1.0122734706395842e-10,9.936024810261399e-11,1.0142596780473358e-10,7.462430275465689e-11,7.462492371341513e-11,5.409195407734798e-11,1.0140549946983529e-10,1.0142740124263008e-10,9.917380641491898e-11,1.0128545093707285e-10,1.0142753265727029e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU06480,2.0758072919466884e-10,2.075409816287899e-10,2.0757911898068297e-10,2.074851114192915e-10,2.0757695739719602e-10,2.075456353769976e-10,2.0758262417401803e-10,2.074243580480118e-10,2.0757911898068297e-10,2.0756162756316337e-10,2.071696924386608e-10,2.0334852820988894e-10,2.0757618533778151e-10,1.5272447909124557e-10,1.5272574993196888e-10,1.376367782985132e-10,2.075342952876261e-10,2.07579118980683e-10,2.0296696069658534e-10,2.0728860656485046e-10,2.0757938793103467e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU06420,2.0758072919466884e-10,2.075409816287899e-10,2.0757911898068297e-10,2.074851114192915e-10,2.0757695739719602e-10,2.075456353769976e-10,2.0758262417401803e-10,2.074243580480118e-10,2.0757911898068297e-10,2.0756162756316337e-10,2.071696924386608e-10,2.0334852820988894e-10,2.0757618533778151e-10,1.5272447909124557e-10,1.5272574993196888e-10,1.376367782985132e-10,2.075342952876261e-10,2.07579118980683e-10,2.0296696069658534e-10,2.0728860656485046e-10,2.0757938793103467e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU06470,2.5808365156500595e-10,2.58034233697641e-10,2.580816495973528e-10,2.579647706615635e-10,2.580789621159009e-10,2.5804001966985325e-10,2.5808600757942013e-10,2.578892364250013e-10,2.580816495973528e-10,2.580599026417369e-10,2.5757261247515623e-10,2.528217860317912e-10,2.5807800221989467e-10,1.8988126402749117e-10,1.8988284405476877e-10,2.4691413657312106e-11,2.5802592061699113e-10,2.580816495973528e-10,2.523473858428429e-10,2.57720457566696e-10,2.580819839814217e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU12290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU14530,4.666684450790465e-09,4.6666265561477814e-09,4.6667310569954805e-09,4.6767587432648005e-09,4.666659584088696e-09,4.668269709493333e-09,4.6667740285791535e-09,4.678983617370809e-09,4.6667310569954805e-09,4.668727436039642e-09,4.6757400335774116e-09,4.741255162090668e-09,4.668158894865643e-09,8.77014091340913e-09,8.768356952837393e-09,1.4281179680420632e-08,4.66650419531843e-09,4.6667310569954805e-09,4.752317607325719e-09,4.6728371944236025e-09,4.66673247409733e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU14540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU13580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU28470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU31640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU31620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
