,name,FS_flux,FS_essential,MC_flux,MC_essential
BSU03790,thrD,0.0,False,0.0,False
BSU03860,nfrAB,0.0,False,0.0,False
BSU03900,gabT,0.0,False,0.0,False
BSU03910,gabD,0.0,False,0.0,False
BSU03930,gdh,0.0,False,0.0,False
BSU03990,mtlD,0.0,False,0.0,False
BSU04000,ycsA,0.0,False,0.0,False
BSU04030,ycsD,1.38758469313478e-09,False,0.0,False
BSU04340,poxB,0.0,False,0.0,False
BSU04520,ydbM,0.0,False,0.0,False
BSU04560,ddlA,0.0,False,9.746579666276273e-09,True
BSU04570,murF,0.0,False,8.142417413438926e-09,True
BSU04620,acpS,0.0,False,0.0,False
BSU04640,alrA,2.1765627268474238e-09,False,2.9783434083852317e-09,True
BSU04730,sigB,2.2412335835173262e-11,True,3.313476153204786e-11,False
BSU04740,rsbX,0.0,False,4.4608306270329986e-08,True
BSU05740,phoB,0.0,False,0.0,False
BSU05860,gmuE,0.0,False,0.0,False
BSU05900,thiL,0.0,False,0.0,False
BSU05980,tatAY,0.0,False,0.0,False
BSU05990,tatCY,0.0,False,0.0,False
BSU06020,groES,5.638117727580708e-12,True,1.75613419663027e-11,True
BSU06030,groEL,5.638117727580708e-12,True,1.75613419663027e-11,True
BSU06150,gutB,0.0,False,0.0,False
BSU06170,ydjE,0.0,False,0.0,False
BSU06240,bdhA,0.0,False,0.0,False
BSU06360,guaA,0.0,False,4.561310730413437e-09,False
BSU06430,purK,0.0,False,3.7637501846447944e-09,False
BSU06440,purB,0.0,False,1.1941292883996603e-08,False
BSU06450,purC,0.0,False,1.923927082319282e-08,False
BSU06460,purS,0.0,False,7.527500369289589e-09,False
BSU06470,purQ,0.0,False,3.7637501846447944e-09,False
BSU06480,purL,0.0,False,3.7637501846447944e-09,False
BSU06490,purF,0.0,False,9.094487010308814e-09,False
BSU06500,purM,0.0,False,1.1678139512833969e-08,False
BSU06510,purN,0.0,False,9.072152997229285e-09,False
BSU06520,purH,0.0,False,1.4023858250575282e-08,True
BSU06530,purD,0.0,False,1.004652772655034e-08,False
BSU06670,gatC,5.277545649073068e-10,True,2.438162446003696e-09,True
BSU06680,gatA,5.277545649073068e-10,True,2.438162446003696e-09,True
BSU06690,gatB,5.277545649073068e-10,True,2.438162446003696e-09,True
BSU06730,rlmCD,2.381230403674134e-14,True,1.3578543170991616e-13,True
BSU07810,treA,0.0,False,0.0,False
BSU07830,hypO,0.0,False,0.0,False
BSU07840,yfkN,9.524921614696535e-14,False,9.524921614696535e-14,False
BSU07990,yfjR,0.0,False,0.0,False
BSU08030,dusC,0.0,False,0.0,False
BSU08060,acoA,0.0,False,0.0,False
BSU08070,acoB,0.0,False,0.0,False
BSU08080,acoC,0.0,False,0.0,False
BSU08090,acoL,0.0,False,0.0,False
BSU08180,malA,0.0,False,0.0,False
BSU08650,fabL,0.0,False,0.0,False
BSU08710,gsaB,0.0,False,0.0,False
BSU08790,thiC,0.0,False,0.0,False
BSU08820,katA,2.6452499173248654e-11,False,8.283398649707913e-10,False
BSU08860,ssuD,0.0,False,0.0,False
BSU09240,glpW,0.0,False,0.0,False
BSU09290,glpK,0.0,False,0.0,False
BSU09300,glpD,0.0,False,0.0,False
BSU09310,pgcA,0.0,False,0.0,False
BSU09410,phoA,0.0,False,1.638416349211244e-12,False
BSU09440,citA,0.0,False,0.0,False
BSU09520,sigM,0.0,False,0.0,False
BSU09530,akrN,3.2827394772985204e-12,False,0.0,False
BSU09540,plsC,3.286977939901229e-09,True,0.0,False
BSU09570,yhdR,7.180893474717554e-11,False,9.776782814456686e-10,False
BSU09840,hemZ,0.0,False,0.0,False
BSU10020,serC,0.0,False,3.388491230229752e-08,False
BSU10120,hemE,0.0,False,0.0,False
BSU10130,hemH,0.0,False,0.0,False
BSU10140,hemY,0.0,False,0.0,False
BSU10170,fabHB,0.0,False,0.0,False
BSU10270,lcfB,0.0,False,0.0,False
BSU10360,yhfT,1.3875846931347801e-09,False,0.0,False
BSU10790,asnO,0.0,False,9.986250786296228e-10,False
BSU11010,samT,4.8534421409882216e-11,False,3.4935555157430343e-10,False
BSU11190,argC,0.0,False,2.9306926992639515e-09,True
BSU11200,argJ,0.0,False,2.656571296120515e-09,True
BSU11210,argB,0.0,False,4.41049473658167e-09,True
BSU11220,argD,0.0,False,3.283066426726649e-09,True
BSU11230,carA,0.0,False,4.41049473658167e-09,False
BSU11240,carB,0.0,False,4.41049473658167e-09,False
BSU11250,argF,0.0,False,2.7845849412581384e-09,True
BSU11330,fabHA,1.0013497785508721e-09,False,0.0,False
BSU11340,fabF,1.38758469313478e-09,True,0.0,False
BSU11420,trpS,3.014496701721289e-11,True,2.5374948954798863e-10,True
BSU11610,ppnKA,0.0,False,0.0,False
BSU11650,tenA,0.0,False,0.0,False
BSU11670,thiO,5.290499834649731e-11,False,1.6550404455364065e-09,False
BSU11710,thiD,0.0,False,0.0,False
BSU11720,fabI,1.38758469313478e-09,False,0.0,False
BSU11870,metI,1.0159346671210012e-10,False,2.145562164832346e-09,False
BSU11880,metC,0.0,False,0.0,False
BSU12020,manA,0.0,False,0.0,False
BSU12080,ctaO,0.0,False,0.0,False
BSU12160,yjgC,0.0,False,0.0,False
BSU12290,ndh,0.0,False,0.0,False
BSU12300,uxaC,0.0,False,0.0,False
BSU12330,yjmD,0.0,False,0.0,False
BSU12340,uxuA,0.0,False,0.0,False
BSU12380,uxaB,0.0,False,0.0,False
BSU12390,uxaA,0.0,False,0.0,False
BSU12910,proCC,1.0823110528150556e-10,False,8.366193628450618e-10,False
BSU12920,dppA,0.0,False,0.0,False
BSU13010,pgl,0.0,False,0.0,False
BSU13110,purU,0.0,False,0.0,False
BSU13120,proB,0.0,False,2.233976483692346e-09,False
BSU13130,proA,0.0,False,2.233976483692346e-09,False
BSU13170,guaN,0.0,False,0.0,False
BSU13180,metE,1.4582834661930156e-10,False,1.0496868199603504e-09,False
BSU13450,sigI,0.0,False,0.0,False
BSU13550,mtnA,0.0,False,0.0,False
BSU13560,mtnK,0.0,False,0.0,False
BSU13580,mtnE,0.0,False,0.0,False
BSU13590,mtnW,0.0,False,0.0,False
BSU13600,mtnX,0.0,False,0.0,False
BSU13610,mtnB,0.0,False,0.0,False
BSU13620,mtnD,0.0,False,0.0,False
BSU13730,queD,0.0,False,0.0,False
BSU13960,ohaC,0.0,False,0.0,False
BSU14000,dapX,1.0250974004529371e-09,False,6.385909054850837e-09,True
BSU14180,dapH,1.5560586250351706e-09,False,9.693565566647874e-09,True
BSU14190,dapI,3.7299520924979895e-10,False,2.3235972338939014e-09,True
BSU14390,fruK,3.0242114179163957e-12,False,0.0,False
BSU14520,adeC,0.0,False,0.0,False
BSU14530,rnjA,1.0830151698816679e-12,True,6.912577337417504e-12,True
BSU14540,rnpZA,9.682550752245368e-09,True,1.385467995163981e-07,True
BSU14580,pdhA,1.797900904515264e-07,False,0.0,False
BSU14590,pdhB,1.797900904515264e-07,False,0.0,False
BSU14600,pdhC,1.797900904515264e-07,False,0.0,False
BSU14610,pdhD,6.139204858046082e-07,False,0.0,False
BSU14630,speA,0.0,False,0.0,False
BSU14670,suhB,0.0,False,0.0,False
BSU14730,sigP,0.0,False,0.0,False
BSU14830,glsB,0.0,False,0.0,False
BSU14860,pycA,0.0,False,0.0,False
BSU14870,ctaA,0.0,False,0.0,False
BSU14880,ctaB,0.0,False,0.0,False
BSU15020,coaD,0.0,False,0.0,False
BSU15080,rpmF,1.723972140592675e-07,True,9.830644737487544e-07,True
BSU15110,panE,0.0,False,0.0,False
BSU15140,rsmH,2.381230403674134e-14,True,1.3578543170991616e-13,True
BSU15180,murE,0.0,False,7.619080370390414e-09,True
BSU15190,mraY,0.0,False,1.0474623810980735e-08,True
BSU15200,murD,0.0,False,8.146235619168297e-09,True
BSU15220,murG,0.0,False,1.0048105783171494e-08,True
BSU15230,murB,0.0,False,1.0925500200494688e-08,True
BSU15320,sigE,2.627728732204755e-10,False,1.0790690890359779e-07,True
BSU15350,thiQ,0.0,False,0.0,False
BSU15430,ileS,1.9845825530978357e-10,True,1.5053448940648877e-09,True
BSU15490,pyrB,0.0,False,1.4099830030968106e-08,False
BSU15500,pyrC,0.0,False,1.119863466975836e-08,False
BSU15510,pyrAA,0.0,False,9.035089802276683e-10,False
BSU15520,pyrAB,0.0,False,9.035089802276683e-10,False
BSU15530,pyrK,0.0,False,1.0844180788126503e-08,False
BSU15540,pyrD,0.0,False,1.0844180788126503e-08,False
BSU15550,pyrF,0.0,False,1.732926344634928e-08,False
BSU15560,pyrE,0.0,False,1.8678334954725822e-08,False
BSU15570,cysH,1.0159346671210012e-10,False,7.499774822753938e-10,False
BSU15590,sat,1.0159346671210012e-10,False,7.499774822753938e-10,False
BSU15600,cysC,0.0,False,0.0,False
BSU15610,sumT,0.0,False,0.0,False
BSU15620,sirB,0.0,False,0.0,False
BSU15630,sirC,0.0,False,0.0,False
BSU15680,gmk,8.893863982695755e-10,False,5.028354664741952e-09,False
BSU15690,rpoZ,9.682550752245368e-09,True,1.385467995163981e-07,True
BSU15700,coaBC,0.0,False,0.0,False
BSU15720,defA,1.3657695178885346e-11,True,8.721424659364472e-11,True
BSU15730,fmt,1.3657695178885346e-11,True,8.721424659364472e-11,True
BSU15750,rlmN,2.381230403674134e-14,True,1.3578543170991616e-13,True
BSU15790,rpe,6.348261841828767e-14,False,6.62096494183596e-09,False
BSU15820,rpmB,1.723972140592675e-07,True,9.830644737487544e-07,True
BSU15850,sdaAB,0.0,False,0.0,False
BSU15860,sdaAA,0.0,False,0.0,False
BSU15900,fabD,1.38758469313478e-09,True,0.0,False
BSU15910,fabG,1.38758469313478e-09,True,0.0,False
BSU15920,acpA,0.0,False,8.846752142451131e-36,False
BSU15930,rnc,0.0,False,0.0,False
BSU15980,ffh,6.216926677440042e-09,True,3.184277333810589e-08,True
BSU15990,rpsP,1.723972140592675e-07,True,9.830644737487544e-07,True
BSU16020,rimM,2.381230403674134e-14,True,1.3578543170991616e-13,True
BSU16040,rplS,1.723972140592675e-07,True,9.830644737487544e-07,True
BSU16090,sucC,4.96210009411261e-07,False,6.432676968972368e-08,False
BSU16100,sucD,4.96210009411261e-07,False,6.432676968972368e-08,False
BSU16470,sigD,8.367595453456589e-15,False,0.0,False
BSU16490,rpsB,1.723972140592675e-07,True,9.830644737487544e-07,True
BSU16500,tsf,3.9053124490591015e-09,True,2.226001649901417e-08,True
BSU16510,pyrH,0.0,False,0.0,False
BSU16520,frr,1.3657695178885346e-11,True,8.721424659364472e-11,True
BSU16530,uppS,0.0,False,0.0,False
BSU16540,cdsA,1.8645409911105106e-09,True,0.0,False
BSU16550,dxr,0.0,False,0.0,False
BSU16570,proS,1.0823110528151171e-10,True,8.36619362845062e-10,True
BSU16600,nusA,1.3073078726958706e-12,True,6.047161019893519e-12,True
BSU16630,infB,2.7315390357770728e-11,True,1.7442849318728968e-10,True
BSU16650,rbfA,2.381230403674134e-14,True,1.3578543170991616e-13,True
BSU16670,ribC,0.0,False,2.8427878169451075e-15,True
BSU16680,rpsO,1.723972140592675e-07,True,9.830644737487544e-07,True
BSU16690,pnpA,1.0830151698816679e-12,True,6.912577337417504e-12,True
BSU16730,spoVFA,0.0,False,0.0,False
BSU16740,spoVFB,0.0,False,0.0,False
BSU16750,asd,1.448963139103034e-09,False,2.124375296587414e-08,True
BSU16760,dapG,4.745886759618991e-10,False,6.95810978240417e-09,False
BSU16770,dapA,1.321234481576814e-09,False,8.230713721207888e-09,True
BSU16780,rnjB,1.0830151698816679e-12,True,6.912577337417504e-12,True
BSU16920,pgsA,6.556565673476346e-10,True,0.0,False
BSU16960,rny,1.0830151698816679e-12,True,6.912577337417504e-12,True
BSU16990,tdh,0.0,False,0.0,False
BSU17000,kbl,0.0,False,0.0,False
BSU17150,pksG,0.0,False,0.0,False
BSU17380,nrdE,1.6218009130587287e-09,False,0.0,False
BSU17390,nrdF,1.6218009130587287e-09,False,0.0,False
BSU17410,cwlC,0.0,False,0.0,False
BSU17460,glnA,1.6163433571308608e-10,False,2.474701163266625e-08,True
BSU17600,xylA,0.0,False,0.0,False
BSU17610,xylB,0.0,False,0.0,False
BSU17660,dutA,0.0,False,0.0,False
BSU17680,thyA,2.1157701530854757e-10,False,0.0,False
BSU17710,tatAC,0.0,False,0.0,False
BSU17890,tktA,7.96173055447412e-14,False,6.668842805056283e-09,False
BSU18000,citB,6.14904429012249e-08,False,3.855005596915619e-09,False
BSU18210,ldeE,0.0,False,0.0,False
BSU18220,ldeF,0.0,False,0.0,False
BSU18230,ldeG,0.0,False,0.0,False
BSU18250,ldeI,1.4041118020323646e-37,False,0.0,False
BSU18260,ldeJ,0.0,False,0.0,False
BSU18410,ggt,0.0,False,0.0,False
BSU18440,gltB,0.0,False,0.0,False
BSU18450,gltA,0.0,False,0.0,False
BSU18470,proJ,0.0,False,8.091749369813517e-10,False
BSU18480,proH,6.122128371894392e-24,False,0.0,False
BSU18570,yoaE,0.0,False,0.0,False
BSU18670,oxdD,3.312170526871828e-11,False,1.0371804310229978e-09,False
BSU18800,penP,0.0,False,0.0,False
BSU19230,azoJ,0.0,False,0.0,False
BSU19310,dhaS,0.0,False,0.0,False
BSU19360,odhB,4.3413039535308175e-07,False,0.0,False
BSU19370,odhA,4.3413039535308175e-07,False,0.0,False
BSU19630,deoD,1.904984322939307e-13,False,1.904984322939307e-13,False
BSU19690,kamA,0.0,False,0.0,False
BSU19710,yodQ,0.0,False,0.0,False
BSU19800,phyC,0.0,False,0.0,False
BSU20020,dutB,0.0,False,0.0,False
BSU20250,mtbP,0.0,False,0.0,False
BSU21680,msrB,0.0,False,0.0,False
BSU21690,msrA,0.0,False,0.0,False
BSU21770,ilvA,2.388766129261007e-09,False,0.0,False
BSU21810,dfrA,3.0181566856456354e-10,False,1.638416349211244e-12,False
BSU21820,thyB,0.0,False,0.0,False
BSU21870,ilvD,8.216305787384899e-09,False,6.641590970161493e-09,True
BSU21900,bsaA,0.0,False,0.0,False
BSU21910,metAA,3.263096819612162e-10,False,6.891365461703208e-09,False
BSU21920,ugtP,3.677741851428517e-10,True,0.0,False
BSU22070,xpt,0.0,False,4.5167746845099466e-13,False
BSU22100,kdgA,0.0,False,0.0,False
BSU22110,kdgK,0.0,False,0.0,False
BSU22130,kduI,0.0,False,0.0,False
BSU22140,kduD,0.0,False,0.0,False
BSU22360,asnS,1.7584576778491172e-10,True,8.227793108447113e-10,True
BSU22370,aspB,2.4306777011413205e-09,False,6.790934849922159e-08,True
BSU22410,panD,0.0,False,0.0,False
BSU22420,panC,0.0,False,0.0,False
BSU22430,panB,0.0,False,0.0,False
BSU22440,birA,7.767613282187479e-09,True,0.0,False
BSU22480,mgsA,0.0,False,0.0,False
BSU22490,dapB,1.942242229389712e-09,False,1.2099320741515104e-08,True
BSU22600,aroA,0.0,False,5.851147771295458e-09,False
BSU22610,tyrA,3.6110997880280777e-10,False,1.9274770499382513e-09,False
BSU22620,hisC,3.6110997880280777e-10,False,3.1137976232060014e-09,True
BSU22630,trpA,0.0,False,6.287698636750424e-10,True
BSU22640,trpB,0.0,False,6.287698636750424e-10,True
BSU22650,trpF,0.0,False,1.2177782753667743e-09,True
BSU22660,trpC,0.0,False,1.0940745141282708e-09,True
BSU22670,trpD,0.0,False,8.994828243306423e-10,True
BSU22680,trpE,0.0,False,2.838944565652015e-10,True
BSU22690,aroH,2.5236392414857943e-10,False,1.6533635072828933e-09,False
BSU22700,aroB,0.0,False,6.244353284748295e-09,False
BSU22710,aroF,0.0,False,6.09910038272848e-09,False
BSU22730,ndk,9.240204773108035e-08,True,2.2917144646541425e-07,False
BSU22740,hepT,0.0,False,0.0,False
BSU22750,menG,0.0,False,0.0,False
BSU22760,hepS,0.0,False,0.0,False
BSU22780,folEA,0.0,False,3.801368864542643e-12,False
BSU22830,gpsA,0.0,False,2.250045958712647e-09,False
BSU22870,fni,0.0,False,0.0,False
BSU22880,rpfA,1.723972140592675e-07,True,9.830644737487544e-07,True
BSU22890,cmk,8.685338284857486e-09,False,7.084919661017825e-09,False
BSU22960,gudB,0.0,False,2.2457645105718315e-07,False
BSU23070,serA,0.0,False,9.776159640656015e-09,False
BSU23080,aroC,0.0,False,8.357255643436886e-09,False
BSU23100,sigX,5.387885884527255e-13,False,0.0,False
BSU23250,ribH,0.0,False,1.8743256376856743e-13,False
BSU23260,ribBA,0.0,False,4.155413594078498e-15,False
BSU23270,ribE,0.0,False,9.371628188428372e-15,False
BSU23280,ribD,0.0,False,2.7491199346895525e-15,False
BSU23380,lysA,9.445182708564317e-10,False,4.7329089983667145e-09,False
BSU23450,sigF,6.532858165866565e-09,True,0.0,False
BSU23490,pupG,0.0,False,0.0,False
BSU23500,deoB,0.0,False,0.0,False
BSU23570,ansB,0.0,False,0.0,False
BSU23580,ansA,0.0,False,0.0,False
BSU23610,nudF,0.0,False,0.0,False
BSU23760,coaA,0.0,False,0.0,False
BSU23770,dsdA,0.0,False,0.0,False
BSU23800,proI,0.0,False,0.0,False
BSU23840,rnz,1.1910318235644028e-14,True,7.279936349368052e-14,True
BSU23850,zwf,0.0,False,0.0,False
BSU23860,gndA,0.0,False,0.0,False
BSU23920,yqjD,0.0,False,0.0,False
BSU24030,bkdB,1.2016197342610465e-09,True,0.0,False
BSU24040,bkdAB,1.2016197342610465e-09,True,0.0,False
BSU24050,bkdAA,1.2016197342610465e-09,True,0.0,False
BSU24060,lpdV,1.2016197342610465e-09,True,0.0,False
BSU24070,buk,0.0,False,0.0,False
BSU24080,bcd,8.19283751044805e-10,False,0.0,False
BSU24090,ptb,0.0,False,0.0,False
BSU24120,mmgF,0.0,False,0.0,False
BSU24130,mmgE,0.0,False,0.0,False
BSU24140,mmgD,0.0,False,0.0,False
BSU24150,mmgC,3.3806580808589967e-10,False,0.0,False
BSU24160,mmgB,0.0,False,0.0,False
BSU24170,mmgA,1.7829607876260175e-07,False,1.7817311078461135e-07,False
BSU24270,dxs,0.0,False,0.0,False
BSU24280,ispA,0.0,False,0.0,False
BSU24310,folD,3.043096831822411e-11,True,1.2553672223927868e-08,True
BSU24340,accC,7.767613282187479e-09,True,0.0,False
BSU24350,accB,7.767613282187479e-09,True,0.0,False
BSU24360,spoIIIAH,0.0,False,4.812121062749325e-05,True
BSU24370,spoIIIAG,0.0,False,0.00012030302656873314,True
BSU24380,spoIIIAF,0.0,False,4.010100885624438e-06,True
BSU24390,spoIIIAE,0.0,False,4.010100885624438e-06,True
BSU24400,spoIIIAD,0.0,False,4.010100885624438e-06,True
BSU24410,spoIIIAC,0.0,False,4.010100885624438e-06,True
BSU24420,spoIIIAB,0.0,False,4.010100885624438e-06,True
BSU24430,spoIIIAA,0.0,False,2.4060605313746626e-05,True
BSU24850,glcK,0.0,False,0.0,False
BSU24900,rpmGA,1.723972140592675e-07,True,9.830644737487544e-07,True
BSU25020,sodA,0.0,False,0.0,False
BSU25070,ispG,0.0,False,0.0,False
BSU25160,ispH,0.0,False,0.0,False
BSU25200,sigA,2.7429322348834754e-09,True,3.041244650829849e-08,True
BSU25260,glyS,2.6298613820153374e-10,True,1.5320670627001e-09,True
BSU25270,glyQ,2.6298613820153374e-10,True,1.5320670627001e-09,True
BSU25290,era,2.381230403674134e-14,True,1.3578543170991616e-13,True
BSU25300,cdd,0.0,False,0.0,False
BSU25310,unpK,0.0,False,0.0,False
BSU25410,rpsU,1.723972140592675e-07,True,9.830644737487544e-07,True
BSU25500,hemN,0.0,False,0.0,False
BSU25550,rpsT,1.723972140592675e-07,True,9.830644737487544e-07,True
BSU25580,comEB,0.0,False,0.0,False
BSU25640,nadD,7.01986502206359e-18,True,1.0895726543125943e-15,False
BSU25660,aroE,0.0,False,9.327737959151692e-09,False
BSU25710,cwlH,0.0,False,0.0,False
BSU25760,sigKn,1.1310156545179834e-12,False,1.668578723611894e-11,True
BSU25900,cwlA,0.0,False,0.0,False
BSU26390,sigKc,1.1310156545179834e-12,False,1.668578723611894e-11,True
BSU26600,bltD,0.0,False,0.0,False
BSU26810,murI,0.0,False,4.545466959881233e-10,False
BSU26970,adhB,0.0,False,0.0,False
BSU27010,adhA,0.0,False,0.0,False
BSU27120,sigV,0.0,False,0.0,False
BSU27220,yrhE,0.0,False,0.0,False
BSU27250,mccB,5.0682824867441104e-11,False,4.3904084603174016e-10,False
BSU27260,mccA,4.285198078639313e-11,False,3.712060238907475e-10,False
BSU27270,mtnN,9.524921614696535e-14,True,5.431417268396647e-13,True
BSU27320,greA,1.3073078726958706e-12,True,6.047161019893519e-12,True
BSU27330,udk,0.0,False,0.0,False
BSU27410,alaS,2.940582666955687e-10,True,1.687034912942517e-09,True
BSU27550,aspS,2.632776400013326e-10,True,1.213383825426841e-09,True
BSU27560,hisS,6.365933334357203e-11,True,4.438220767569315e-10,True
BSU27600,rsh,0.0,False,-1.2707787696801852e-37,False
BSU27610,apt,0.0,False,3.905666714527589e-12,False
BSU27650,secDF,6.216926677440042e-09,True,3.184277333810589e-08,True
BSU27850,nadA,0.0,False,8.119990027709858e-16,False
BSU27860,nadC,0.0,False,1.0042132687957622e-15,False
BSU27870,nadB,0.0,False,8.680559648007873e-16,False
BSU27900,pheA,4.365070249091916e-10,False,3.3930625100110417e-09,False
BSU27940,rpmA,1.723972140592675e-07,True,9.830644737487544e-07,True
BSU27960,rplU,1.723972140592675e-07,True,9.830644737487544e-07,True
BSU28080,folC,0.0,False,1.156035102231174e-12,False
