,lb,ub,rxn_flux,met_flux,reaction
3AMPt6_FWD_CPLX_dummy_s,0,999999.0,179.64155258791808,179.64155258791808,3amp_c + h_c <=> 3amp_s + -4.27350427350427e-6*sigma CPLX_dummy_s + h_s
ADNt2_REV_BSU38710-MONOMER_s,0,999999.0,179.6356422738621,-179.6356422738621,adn_s + h_s <=> -4.27350427350427e-6*sigma BSU38710-MONOMER_s + adn_c + h_c
MAN6Pt6_REV_BSU10520-MONOMER_s,0,999999.0,92.50500039140198,-92.50500039140198,h_s + man6p_s <=> -4.27350427350427e-6*sigma BSU10520-MONOMER_s + h_c + man6p_c
ATPS4r_FWD_CPLX000-10_s,0,999999.0,23.04705963082613,69.1411788924784,adp_s + 4.0 h_c + pi_s <=> -4.27350427350427e-6*sigma CPLX000-10_s + atp_s + h2o_s + 3.0 h_s
PEPt6_FWD_CPLX_dummy_s,0,999999.0,2.462261577757311,2.462261577757311,h_c + pep_c <=> -4.27350427350427e-6*sigma CPLX_dummy_s + h_s + pep_s
PYRt2_REV_CPLX8J2-189_s,0,999999.0,2.016906687865907,-2.016906687865907,h_s + pyr_s <=> -3.45671075569924e-6*sigma CPLX8J2-189_s + h_c + pyr_c
PYK_FWD_BSU29180-MONOMER_mod_mn2_mod_k_s,0,999999.0,0.8286499621952401,-0.8286499621952401,adp_s + h_s + pep_s <=> -7.24069444255906e-7*sigma BSU29180-MONOMER_mod_mn2_mod_k_s + atp_s + pyr_s
PPA_FWD_BSU40550-MONOMER_s,0,999999.0,0.7696429217518969,0.7696429217518969,h2o_s + ppi_s <=> -0.000101820379163072*sigma BSU40550-MONOMER_s + h_s + 2.0 pi_s
6PGCt6_FWD_CPLX_dummy_s,0,999999.0,0.7256566990127354,0.7256566990127354,6pgc_c + h_c <=> 6pgc_s + -4.27350427350427e-6*sigma CPLX_dummy_s + h_s
HCO3E_FWD_BSU30690-MONOMER_mod_zn2_s,0,999999.0,0.21323939101846556,0.21323939101846556,co2_s + h2o_s <=> -3.32710184601155e-6*sigma BSU30690-MONOMER_mod_zn2_s + h_s + hco3_s
