,lb,ub,rxn_flux,met_flux,reaction
PYK_FWD_BSU29180-MONOMER_mod_mn2_mod_k_s,0,999999.0,0.5914352434718271,-0.5914352434718271,adp_s + h_s + pep_s <=> -7.24069444255906e-7*sigma BSU29180-MONOMER_mod_mn2_mod_k_s + atp_s + pyr_s
ENO_FWD_BSU33900-MONOMER_s,0,999999.0,0.4768153614371952,0.4768153614371952,2pg_s <=> -2.54380061324535e-6*sigma BSU33900-MONOMER_s + h2o_s + pep_s
ACNPLYS_REV_CPLX_dummy_s,0,999999.0,0.12585399346956844,0.12585399346956844,acnam_s + pi_s <=> -4.27350427350427e-6*sigma CPLX_dummy_s + acmana_s + h2o_s + pep_s
UAGCVT_FWD_BSU36760-MONOMER_s,0,999999.0,0.011234111434936524,-0.011234111434936524,pep_s + uacgam_s <=> -4.27350427350427e-6*sigma BSU36760-MONOMER_s + pi_s + uaccg_s
SUCpts_FWD_CPLX000-64_s,0,999999.0,0.0,-0.0,pep_s + sucr_e <=> -4.27350427350427e-6*sigma CPLX000-64_s + pyr_s + suc6p_s
ENO_REV_BSU33900-MONOMER_s,0,999999.0,0.0,-0.0,h2o_s + pep_s <=> 2pg_s + -2.54380061324535e-6*sigma BSU33900-MONOMER_s
PEPt6_REV_CPLX_dummy_s,0,999999.0,0.0,-0.0,h_s + pep_s <=> -4.27350427350427e-6*sigma CPLX_dummy_s + h_c + pep_c
PSCVT_REV_BSU22600-MONOMER_s,0,999999.0,0.0,0.0,3psme_s + pi_s <=> -1.14079446337491e-5*sigma BSU22600-MONOMER_s + pep_s + skm5p_s
SALCpts_FWD_CPLX000-62_s,0,999999.0,0.0,-0.0,pep_s + salcn_e <=> -4.27350427350427e-6*sigma CPLX000-62_s + pyr_s + salcn6p_s
MANpts_FWD_CPLX000-55_s,0,999999.0,0.0,-0.0,man_e + pep_s <=> -4.27350427350427e-6*sigma CPLX000-55_s + man6p_s + pyr_s
UAGCVT_FWD_BSU37100-MONOMER_s,0,999999.0,0.0,-0.0,pep_s + uacgam_s <=> -8.1120811336395e-5*sigma BSU37100-MONOMER_s + pi_s + uaccg_s
FRUpts_FWD_CPLX000-21_s,0,999999.0,0.0,-0.0,fru_e + pep_s <=> -4.27350427350427e-6*sigma CPLX000-21_s + f1p_s + pyr_s
TREpts_FWD_CPLX000-70_s,0,999999.0,0.0,-0.0,pep_s + tre_e <=> -4.27350427350427e-6*sigma CPLX000-70_s + pyr_s + tre6p_s
DDPA_FWD_BSU29750-MONOMER_s,0,999999.0,0.0,-0.0,e4p_s + h2o_s + pep_s <=> 2dda7p_s + -4.46240712201809e-6*sigma BSU29750-MONOMER_s + pi_s
MALTpts_FWD_CPLX000-54_s,0,999999.0,0.0,-0.0,malt_e + pep_s <=> -4.27350427350427e-6*sigma CPLX000-54_s + malt6p_s + pyr_s
CELBpts_FWD_CPLX000-13_s,0,999999.0,0.0,-0.0,cellb_e + pep_s <=> 6pgg_s + -4.27350427350427e-6*sigma CPLX000-13_s + pyr_s
ACGApts_FWD_CPLX000-2_s,0,999999.0,0.0,-0.0,acgam_e + pep_s <=> -4.27350427350427e-6*sigma CPLX000-2_s + acgam6p_s + pyr_s
CELBpts_FWD_CPLX000-12_s,0,999999.0,0.0,-0.0,cellb_e + pep_s <=> 6pgg_s + -4.27350427350427e-6*sigma CPLX000-12_s + pyr_s
ACNPLYS_FWD_CPLX_dummy_s,0,999999.0,0.0,-0.0,acmana_s + h2o_s + pep_s <=> -4.27350427350427e-6*sigma CPLX_dummy_s + acnam_s + pi_s
MNLpts_FWD_CPLX000-56_s,0,999999.0,0.0,-0.0,mnl_e + pep_s <=> -4.27350427350427e-6*sigma CPLX000-56_s + mnl1p_s + pyr_s
FRUpts_FWD_CPLX000-22_s,0,999999.0,0.0,-0.0,fru_e + pep_s <=> -4.27350427350427e-6*sigma CPLX000-22_s + f1p_s + pyr_s
PEPt6_FWD_CPLX_dummy_s,0,999999.0,0.0,0.0,h_c + pep_c <=> -4.27350427350427e-6*sigma CPLX_dummy_s + h_s + pep_s
GLCpts_FWD_BSU13890-MONOMER_s,0,999999.0,0.0,-0.0,glc__D_e + pep_s <=> -4.27350427350427e-6*sigma BSU13890-MONOMER_s + g6p_s + pyr_s
PPS_FWD_BSU18830-MONOMER_mod_mg2_s,0,999999.0,0.0,0.0,atp_s + h2o_s + pyr_s <=> -8.71067938968947e-7*sigma BSU18830-MONOMER_mod_mg2_s + amp_s + 2.0 h_s + pep_s + pi_s
CELBpts_FWD_CPLX000-14_s,0,999999.0,0.0,-0.0,cellb_e + pep_s <=> 6pgg_s + -4.27350427350427e-6*sigma CPLX000-14_s + pyr_s
SUCpts_FWD_CPLX000-63_s,0,999999.0,0.0,-0.0,pep_s + sucr_e <=> -4.27350427350427e-6*sigma CPLX000-63_s + pyr_s + suc6p_s
ARBTpts_FWD_CPLX000-7_s,0,999999.0,0.0,-0.0,arbt_e + pep_s <=> -4.27350427350427e-6*sigma CPLX000-7_s + arbt6p_s + pyr_s
GAMpts_FWD_CPLX000-23_s,0,999999.0,0.0,-0.0,gam_e + pep_s <=> -4.27350427350427e-6*sigma CPLX000-23_s + gam6p_s + pyr_s
PPCK_FWD_BSU30560-MONOMER_mod_mg2_s,0,999999.0,0.0,0.0,atp_s + oaa_s <=> -2.15025697214229e-6*sigma BSU30560-MONOMER_mod_mg2_s + adp_s + co2_s + pep_s
PSCVT_FWD_BSU22600-MONOMER_s,0,999999.0,0.0,-0.0,pep_s + skm5p_s <=> 3psme_s + -1.14079446337491e-5*sigma BSU22600-MONOMER_s + pi_s
GLCpts_FWD_CPLX8J2-118_s,0,999999.0,0.0,-0.0,glc__D_e + pep_s <=> -5.81669056728564e-5*sigma CPLX8J2-118_s + g6p_s + pyr_s
GALTpts_FWD_CPLX_dummy_s,0,999999.0,0.0,-0.0,galt_e + pep_s <=> -4.27350427350427e-6*sigma CPLX_dummy_s + galt1p_s + pyr_s
