,lb,ub,rxn_flux,met_flux,reaction
MAN6PI_REV_BSU35790-MONOMER_s,0,999999.0,92.50500039140198,-92.50500039140198,f6p_s <=> -3.12309877673154e-6*sigma BSU35790-MONOMER_s + man6p_s
F6Pt6_2_FWD_BSU12010-MONOMER_s,0,999999.0,90.40330076141622,90.40330076141622,f6p_c + 2.0 pi_s <=> -4.27350427350427e-6*sigma BSU12010-MONOMER_s + f6p_s + 2.0 pi_c
PGI_FWD_BSU31350-MONOMER_s,0,999999.0,1.6546779757082533,1.6546779757082533,g6p_s <=> -2.39245303657779e-6*sigma BSU31350-MONOMER_s + f6p_s
TALA_FWD_CPLX8J2-126_s,0,999999.0,0.244230440557942,0.244230440557942,g3p_s + s7p_s <=> -6.70308015237875e-7*sigma CPLX8J2-126_s + e4p_s + f6p_s
TKT2_FWD_BSU17890-MONOMER_mod_mg2_mod_mn2_mod_thmpp_s,0,999999.0,0.20279121371955666,0.20279121371955666,e4p_s + xu5p__D_s <=> -1.08473043261878e-6*sigma BSU17890-MONOMER_mod_mg2_mod_mn2_mod_thmpp_s + f6p_s + g3p_s
HEX7_FWD_BSU05860-MONOMER_s,0,999999.0,0.0,0.0,atp_s + fru_s <=> -4.27350427350427e-6*sigma BSU05860-MONOMER_s + adp_s + f6p_s + h_s
F6Pt6_2_FWD_BSU14400-MONOMER_s,0,999999.0,0.0,0.0,f6p_c + 2.0 pi_s <=> -6.10628593830271e-5*sigma BSU14400-MONOMER_s + f6p_s + 2.0 pi_c
MAN6PI_FWD_BSU35790-MONOMER_s,0,999999.0,0.0,0.0,man6p_s <=> -3.12309877673154e-6*sigma BSU35790-MONOMER_s + f6p_s
G6PDA_FWD_BSU02360-MONOMER_s,0,999999.0,0.0,0.0,gam6p_s + h2o_s <=> -4.27350427350427e-6*sigma BSU02360-MONOMER_s + f6p_s + nh4_s
MAN6PI_REV_BSU12020-MONOMER_s,0,999999.0,0.0,-0.0,f6p_s <=> -4.27350427350427e-6*sigma BSU12020-MONOMER_s + man6p_s
HEX7_FWD_BSU06170-MONOMER_s,0,999999.0,0.0,0.0,atp_s + fru_s <=> -4.27350427350427e-6*sigma BSU06170-MONOMER_s + adp_s + f6p_s + h_s
M1PD_FWD_BSU03990-MONOMER_s,0,999999.0,0.0,0.0,mnl1p_s + nad_s <=> -2.79269208650543e-6*sigma BSU03990-MONOMER_s + f6p_s + h_s + nadh_s
TKT2_REV_BSU17890-MONOMER_mod_mg2_mod_mn2_mod_thmpp_s,0,999999.0,0.0,-0.0,f6p_s + g3p_s <=> -1.08473043261878e-6*sigma BSU17890-MONOMER_mod_mg2_mod_mn2_mod_thmpp_s + e4p_s + xu5p__D_s
PFK_FWD_BSU29190-MONOMER_s,0,999999.0,0.0,-0.0,atp_s + f6p_s <=> -4.27350427350427e-6*sigma BSU29190-MONOMER_s + adp_s + fdp_s + h_s
GF6PTA_FWD_BSU01780-MONOMER_s,0,999999.0,0.0,-0.0,f6p_s + gln__L_s <=> -5.15004493231289e-6*sigma BSU01780-MONOMER_s + gam6p_s + glu__L_s
TALA_FWD_BSU37110-MONOMER_s,0,999999.0,0.0,0.0,g3p_s + s7p_s <=> -4.27350427350427e-6*sigma BSU37110-MONOMER_s + e4p_s + f6p_s
HEX7_FWD_CPLX8J2-90_s,0,999999.0,0.0,0.0,atp_s + fru_s <=> -4.27350427350427e-6*sigma CPLX8J2-90_s + adp_s + f6p_s + h_s
TALA_REV_CPLX8J2-126_s,0,999999.0,0.0,-0.0,e4p_s + f6p_s <=> -6.70308015237875e-7*sigma CPLX8J2-126_s + g3p_s + s7p_s
FBP_FWD_BSU40190-MONOMER_s,0,999999.0,0.0,0.0,fdp_s + h2o_s <=> -1.78846724553573e-6*sigma BSU40190-MONOMER_s + f6p_s + pi_s
G6PDA_FWD_BSU35020-MONOMER_s,0,999999.0,0.0,0.0,gam6p_s + h2o_s <=> -3.82931197796404e-6*sigma BSU35020-MONOMER_s + f6p_s + nh4_s
M1PD_REV_BSU03990-MONOMER_s,0,999999.0,0.0,-0.0,f6p_s + h_s + nadh_s <=> -2.79269208650543e-6*sigma BSU03990-MONOMER_s + mnl1p_s + nad_s
TALA_REV_BSU37110-MONOMER_s,0,999999.0,0.0,-0.0,e4p_s + f6p_s <=> -4.27350427350427e-6*sigma BSU37110-MONOMER_s + g3p_s + s7p_s
PGI_REV_BSU31350-MONOMER_s,0,999999.0,0.0,-0.0,f6p_s <=> -2.39245303657779e-6*sigma BSU31350-MONOMER_s + g6p_s
MAN6PI_FWD_BSU12020-MONOMER_s,0,999999.0,0.0,0.0,man6p_s <=> -4.27350427350427e-6*sigma BSU12020-MONOMER_s + f6p_s
