,lb,ub,rxn_flux,met_flux,reaction
ASPt2r_FWD_BSU10220-MONOMER_s,0,999999.0,0.14547898226219327,0.14547898226219327,asp__L_c + h_c <=> -4.27350427350427e-6*sigma BSU10220-MONOMER_s + asp__L_s + h_s
ASPK_FWD_BSU16760-MONOMER_s,0,999999.0,0.11886520584405187,-0.11886520584405187,asp__L_s + atp_s <=> 4pasp_s + -4.27350427350427e-6*sigma BSU16760-MONOMER_s + adp_s
ASPTA_REV_BSU22370-MONOMER_s,0,999999.0,0.04449539464701214,0.04449539464701214,glu__L_s + oaa_s <=> -7.03687774480832e-6*sigma BSU22370-MONOMER_s + akg_s + asp__L_s
ASPCT_FWD_BSU15490-MONOMER_s,0,999999.0,0.024799239197456538,-0.024799239197456538,asp__L_s + cbp_s <=> -1.40657082016779e-5*sigma BSU15490-MONOMER_s + cbasp_s + h_s + pi_s
ARGSS_REV_BSU29450-MONOMER_mod_mg2_s,0,999999.0,0.024799239197456538,0.024799239197456538,amp_s + argsuc_s + h_s + ppi_s <=> -4.27350427350427e-6*sigma BSU29450-MONOMER_mod_mg2_s + asp__L_s + atp_s + citr__L_s
ASNS1_FWD_BSU10790-MONOMER_s,0,999999.0,0.021296007089607428,-0.021296007089607428,asp__L_s + atp_s + gln__L_s + h2o_s <=> -4.27350427350427e-6*sigma BSU10790-MONOMER_s + amp_s + asn__L_s + glu__L_s + h_s + ppi_s
ADSS_FWD_BSU40420-MONOMER_s,0,999999.0,0.014486039628665981,-0.014486039628665981,asp__L_s + gtp_s + imp_s <=> -1.09694457755973e-5*sigma BSU40420-MONOMER_s + dcamp_s + gdp_s + 2.0 h_s + pi_s
ASPT_FWD_BSU23570-MONOMER_mod_cobalt2_s,0,999999.0,0.005475101826505621,-0.005475101826505621,asp__L_s <=> -3.60747841623334e-6*sigma BSU23570-MONOMER_mod_cobalt2_s + fum_s + nh4_s
PRASCSi_FWD_BSU06450-MONOMER_s,0,999999.0,0.004838097742284935,-0.004838097742284935,5aizc_s + asp__L_s + atp_s <=> 25aics_s + -7.27958922057971e-6*sigma BSU06450-MONOMER_s + adp_s + h_s + pi_s
ASPO6_FWD_BSU27870-MONOMER_mod_fad_s,0,999999.0,6.970648257583373e-08,-6.970648257583373e-08,asp__L_s + o2_s <=> -4.27350427350427e-6*sigma BSU27870-MONOMER_mod_fad_s + h2o2_s + h_s + iasp_s
ASPK_FWD_BSU03790-MONOMER_s,0,999999.0,0.0,-0.0,asp__L_s + atp_s <=> 4pasp_s + -4.27350427350427e-6*sigma BSU03790-MONOMER_s + adp_s
BIOMASS_BS_10_FWD_CPLX_dummy_s,0,0,0.0,-0.0,0.000367 10fthf_s + 0.266902 ala__L_s + 0.00467 amp_s + 0.193021 arg__L_s + 0.147987 asn__L_s + 0.148014 asp__L_s + 105.053483 atp_s + 0.003205 ca2_s + 5e-06 cdlp_BS_s + 0.000251 cdp_s + 0.001042 cmp_s + 0.038902 ctp_s + 0.05699 cys__L_s + 0.00011 d12dg_BS_s + 0.022982 datp_s + 0.01738 dctp_s + 0.017398 dgtp_s + 0.022899 dttp_s + 0.00345 fe3_s + 0.00018 gdp_s + 0.260335 gln__L_s + 0.260378 glu__L_s + 0.408288 gly_s + 0.000503 gmp_s + 0.003624 gtca1_45_BS_s + 0.002347 gtca2_45_BS_s + 0.001819 gtca3_45_BS_s + 0.062667 gtp_s + 105.0 h2o_s + 0.081739 his__L_s + 0.269905 ile__L_s + 0.706312 k_s + 0.346445 leu__L_s + 7e-06 lipo1_24_BS_s + 6e-06 lipo2_24_BS_s + 1.8e-05 lipo3_24_BS_s + 1.5e-05 lipo4_24_BS_s + 0.323093 lys__L_s + 2.2e-05 lysylpgly_BS_s + 8.6e-05 m12dg_BS_s + 0.113326 met__L_s + 0.101714 mg2_s + 0.000266 mql7_s + 0.016164 nad_s + 0.000934 nadp_s + 0.000216 nadph_s + 0.101817 peptido_BS_s + 0.000176 pgly_BS_s + 0.175939 phe__L_s + 0.000918 ppi_s + 0.160642 pro__L_s + 0.00056 psetha_BS_s + 0.216213 ser__L_s + 6.6e-05 t12dg_BS_s + 0.003112 tcam_BS_s + 0.186317 thr__L_s + 0.054336 trp__L_s + 0.110824 tyr__L_s + 0.041501 utp_s + 0.306734 val__L_s <=> -4.27350427350427e-6*sigma CPLX_dummy_s + 104.997414 adp_s + 105.0 h_s + 104.985613 pi_s
PRASCSi_REV_BSU06450-MONOMER_s,0,999999.0,0.0,0.0,25aics_s + adp_s + h_s + pi_s <=> 5aizc_s + -7.27958922057971e-6*sigma BSU06450-MONOMER_s + asp__L_s + atp_s
ASPK_FWD_BSU28470-MONOMER_s,0,999999.0,0.0,-0.0,asp__L_s + atp_s <=> 4pasp_s + -4.27350427350427e-6*sigma BSU28470-MONOMER_s + adp_s
ASPK_REV_BSU16760-MONOMER_s,0,999999.0,0.0,0.0,4pasp_s + adp_s <=> -4.27350427350427e-6*sigma BSU16760-MONOMER_s + asp__L_s + atp_s
ASPK_REV_BSU03790-MONOMER_s,0,999999.0,0.0,0.0,4pasp_s + adp_s <=> -4.27350427350427e-6*sigma BSU03790-MONOMER_s + asp__L_s + atp_s
UNK5_FWD_BSU13580-MONOMER_s,0,999999.0,0.0,-0.0,2kmb_s + asp__L_s <=> -6.92210384867352e-6*sigma BSU13580-MONOMER_s + met__L_s + oaa_s
ASPK_FWD_CPLX8J2-164_s,0,999999.0,0.0,-0.0,asp__L_s + atp_s <=> 4pasp_s + -3.75249451160028e-6*sigma CPLX8J2-164_s + adp_s
ASPO1_FWD_BSU27870-MONOMER_mod_fad_s,0,999999.0,0.0,-0.0,asp__L_s + h2o_s + o2_s <=> -2.58790248267857e-6*sigma BSU27870-MONOMER_mod_fad_s + h2o2_s + nh4_s + oaa_s
ASPK_REV_CPLX8J2-164_s,0,999999.0,0.0,0.0,4pasp_s + adp_s <=> -3.75249451160028e-6*sigma CPLX8J2-164_s + asp__L_s + atp_s
ARGSS_FWD_BSU29450-MONOMER_mod_mg2_s,0,999999.0,0.0,-0.0,asp__L_s + atp_s + citr__L_s <=> -4.27350427350427e-6*sigma BSU29450-MONOMER_mod_mg2_s + amp_s + argsuc_s + h_s + ppi_s
ASNS1_FWD_BSU30540-MONOMER_mod_mg2_s,0,999999.0,0.0,-0.0,asp__L_s + atp_s + gln__L_s + h2o_s <=> -4.27350427350427e-6*sigma BSU30540-MONOMER_mod_mg2_s + amp_s + asn__L_s + glu__L_s + h_s + ppi_s
ASPTA_FWD_BSU22370-MONOMER_s,0,999999.0,0.0,-0.0,akg_s + asp__L_s <=> -7.03687774480832e-6*sigma BSU22370-MONOMER_s + glu__L_s + oaa_s
ASNS1_FWD_BSU39920-MONOMER_s,0,999999.0,0.0,-0.0,asp__L_s + atp_s + gln__L_s + h2o_s <=> -7.05227245636234e-6*sigma BSU39920-MONOMER_s + amp_s + asn__L_s + glu__L_s + h_s + ppi_s
ASP1DC_FWD_BSU22410-MONOMER_s,0,999999.0,0.0,-0.0,asp__L_s + h_s <=> -7.65536292924148e-6*sigma BSU22410-MONOMER_s + ala_B_s + co2_s
ASPK_REV_BSU28470-MONOMER_s,0,999999.0,0.0,0.0,4pasp_s + adp_s <=> -4.27350427350427e-6*sigma BSU28470-MONOMER_s + asp__L_s + atp_s
ASNN_FWD_BSU23580-MONOMER_s,0,999999.0,0.0,0.0,asn__L_s + h2o_s <=> -1.34170977786769e-5*sigma BSU23580-MONOMER_s + asp__L_s + nh4_s
