,lb,ub,rxn_flux,met_flux,reaction
METabc_FWD_CPLX8J2-67_s,0,999999.0,0.013259980994705649,0.013259980994705649,atp_s + h2o_s + met__L_c <=> -3.48600131410306e-5*sigma CPLX8J2-67_s + adp_s + h_s + met__L_s + pi_s
UNK5_FWD_BSU13580-MONOMER_s,0,999999.0,0.0,0.0,2kmb_s + asp__L_s <=> -6.92210384867352e-6*sigma BSU13580-MONOMER_s + met__L_s + oaa_s
LAAL23_FWD_BSU37710-MONOMER_s,0,999999.0,0.0,-0.0,atp_s + 2.0 met__L_s <=> -4.27350427350427e-6*sigma BSU37710-MONOMER_s + adp_s + h_s + met_L_met__L_s + pi_s
LAAL42_FWD_BSU37710-MONOMER_s,0,999999.0,0.0,-0.0,atp_s + his__L_s + met__L_s <=> -4.27350427350427e-6*sigma BSU37710-MONOMER_s + adp_s + h_s + met_L_his__L_s + pi_s
BIOMASS_BS_10_FWD_CPLX_dummy_s,0,0,0.0,-0.0,0.000367 10fthf_s + 0.266902 ala__L_s + 0.00467 amp_s + 0.193021 arg__L_s + 0.147987 asn__L_s + 0.148014 asp__L_s + 105.053483 atp_s + 0.003205 ca2_s + 5e-06 cdlp_BS_s + 0.000251 cdp_s + 0.001042 cmp_s + 0.038902 ctp_s + 0.05699 cys__L_s + 0.00011 d12dg_BS_s + 0.022982 datp_s + 0.01738 dctp_s + 0.017398 dgtp_s + 0.022899 dttp_s + 0.00345 fe3_s + 0.00018 gdp_s + 0.260335 gln__L_s + 0.260378 glu__L_s + 0.408288 gly_s + 0.000503 gmp_s + 0.003624 gtca1_45_BS_s + 0.002347 gtca2_45_BS_s + 0.001819 gtca3_45_BS_s + 0.062667 gtp_s + 105.0 h2o_s + 0.081739 his__L_s + 0.269905 ile__L_s + 0.706312 k_s + 0.346445 leu__L_s + 7e-06 lipo1_24_BS_s + 6e-06 lipo2_24_BS_s + 1.8e-05 lipo3_24_BS_s + 1.5e-05 lipo4_24_BS_s + 0.323093 lys__L_s + 2.2e-05 lysylpgly_BS_s + 8.6e-05 m12dg_BS_s + 0.113326 met__L_s + 0.101714 mg2_s + 0.000266 mql7_s + 0.016164 nad_s + 0.000934 nadp_s + 0.000216 nadph_s + 0.101817 peptido_BS_s + 0.000176 pgly_BS_s + 0.175939 phe__L_s + 0.000918 ppi_s + 0.160642 pro__L_s + 0.00056 psetha_BS_s + 0.216213 ser__L_s + 6.6e-05 t12dg_BS_s + 0.003112 tcam_BS_s + 0.186317 thr__L_s + 0.054336 trp__L_s + 0.110824 tyr__L_s + 0.041501 utp_s + 0.306734 val__L_s <=> -4.27350427350427e-6*sigma CPLX_dummy_s + 104.997414 adp_s + 105.0 h_s + 104.985613 pi_s
SHSL3_FWD_BSU11870-MONOMER_s,0,999999.0,0.0,0.0,ch4s_s + suchms_s <=> -4.27350427350427e-6*sigma BSU11870-MONOMER_s + h_s + met__L_s + succ_s
LAAL19_FWD_BSU37710-MONOMER_s,0,999999.0,0.0,-0.0,atp_s + gly_s + met__L_s <=> -4.27350427350427e-6*sigma BSU37710-MONOMER_s + adp_s + gly_met__L_s + h_s + pi_s
LAAL20_FWD_BSU37710-MONOMER_s,0,999999.0,0.0,-0.0,ala__L_s + atp_s + met__L_s <=> -4.27350427350427e-6*sigma BSU37710-MONOMER_s + adp_s + ala_L_met__L_s + h_s + pi_s
LAAL21_FWD_BSU37710-MONOMER_s,0,999999.0,0.0,-0.0,atp_s + met__L_s + ser__L_s <=> -4.27350427350427e-6*sigma BSU37710-MONOMER_s + adp_s + h_s + pi_s + ser_L_met__L_s
LAAL22_FWD_BSU37710-MONOMER_s,0,999999.0,0.0,-0.0,atp_s + met__L_s + thr__L_s <=> -4.27350427350427e-6*sigma BSU37710-MONOMER_s + adp_s + h_s + pi_s + thr_L_met__L_s
