,lb,ub,rxn_flux,met_flux,reaction
METS_FWD_BSU13180-MONOMER_mod_zn2_s,0,999999.0,0.0,0.0,5mthf_s + hcys__L_s <=> -6.99881286711861e-6*sigma BSU13180-MONOMER_mod_zn2_s + h_s + met__L_s + thf_s
LAAL32_FWD_BSU37710-MONOMER_s,0,999999.0,0.0,-0.0,atp_s + met__L_s + tyr__L_s <=> -4.27350427350427e-6*sigma BSU37710-MONOMER_s + adp_s + h_s + met_L_tyr__L_s + pi_s
METSR_R1_FWD_BSU21680-MONOMER_s,0,999999.0,0.0,0.0,metox__R_s <=> -4.27350427350427e-6*sigma BSU21680-MONOMER_s + BSU28500-MONOMER_mod_Oxidized_s + -4.27350427350427e-6*sigma - 1.0 BSU28500-MONOMER_s + h2o_s + met__L_s
METSR_R2_FWD_BSU21680-MONOMER_s,0,999999.0,0.0,-0.0,h2o2_s + met__L_s <=> -2.41985162952036e-5*sigma BSU21680-MONOMER_s + h2o_s + metox__R_s
METSR_S1_FWD_BSU21690-MONOMER_s,0,999999.0,0.0,0.0,metox_s <=> -4.27350427350427e-6*sigma BSU21690-MONOMER_s + BSU28500-MONOMER_mod_Oxidized_s + -4.27350427350427e-6*sigma - 1.0 BSU28500-MONOMER_s + h2o_s + met__L_s
METSR_S2_FWD_BSU21690-MONOMER_s,0,999999.0,0.0,-0.0,h2o2_s + met__L_s <=> -2.09020092194076e-5*sigma BSU21690-MONOMER_s + h2o_s + metox_s
METt3_FWD_CPLX_dummy_s,0,999999.0,0.0,-0.0,h_c + met__L_s <=> -4.27350427350427e-6*sigma CPLX_dummy_s + h_s + met__L_c
LAAL28_FWD_BSU37710-MONOMER_s,0,999999.0,0.0,-0.0,atp_s + met__L_s + phe__L_s <=> -4.27350427350427e-6*sigma BSU37710-MONOMER_s + adp_s + h_s + met_L_phe__L_s + pi_s
METAT_FWD_BSU30550-MONOMER_s,0,999999.0,0.0,-0.0,atp_s + h2o_s + met__L_s <=> -1.16417684944902e-5*sigma BSU30550-MONOMER_s + amet_s + pi_s + ppi_s
FMETDF_FWD_BSU15720-MONOMER_s,0,999999.0,0.0,0.0,fmet_s + h2o_s <=> -2.29934335445251e-5*sigma BSU15720-MONOMER_s + for_s + met__L_s
