,molecular_weight,biomass_dilution_response,ATPM_response
BSU22060-MONOMER,46.24264372,38.01328024302419,11764.939703022263
BSU02420-MONOMER,51.60159652000001,43.62893785811352,13543.108889635894
BSU33940-MONOMER,35.690888660000006,33.98185909053721,10620.43277940622
BSU25310-MONOMER,13.6389791,10.426518877506567,3212.2741762890037
BSU39390-MONOMER,51.63380016,59.73132409233041,18874.17406872652
BSU07610-MONOMER,45.82897724,39.13911448980187,12124.257838714013
BSU15600-MONOMER,22.53800272,33.71408770854013,10782.120247110826
BSU00760-MONOMER,33.513032179999996,51.1318694762794,16409.793089788203
BSU31580-MONOMER,47.829759679999995,37.17611829524536,11427.56468466127
BSU40550-MONOMER,33.970274679999996,24.158124037493533,7446.211549943862
BSU06510-MONOMER,21.60154576,55.022370065360306,17801.0462181599
BSU14600-MONOMER,47.388894820000004,46.231287551754406,14496.034955877672
BSU11710-MONOMER,29.116641060000003,38.96039154358846,12454.811206627353
BSU26810-MONOMER,29.876119820000003,22.138455123189445,6818.278901924971
BSU31970-MONOMER,35.090413319999996,62.81704375601104,20244.901230672425
BSU15080-MONOMER,6.6088397400000005,4.7703715213296585,1467.4979006993588
BSU13600-MONOMER,26.98844936,25.983879720627545,8111.972885225764
BSU32480-MONOMER,80.41894428,70.0517095535165,21878.274971545565
BSU23580-MONOMER,36.43815320000001,32.440022536848865,10144.939372029816
BSU28080-MONOMER,48.15421802,46.25912779708058,14532.274907547975
BSU15820-MONOMER,6.82514048,4.897393193551597,1505.6161261263635
BSU13620-MONOMER,20.805628760000005,21.62836922817623,6790.548466684262
BSU32820-MONOMER,65.31965092,55.64535901494112,17272.228035543347
BSU16600-MONOMER,41.704571279999996,45.57701105990855,14435.43570576537
BSU39920-MONOMER,85.76692822,73.97869940194995,23045.670664347417
BSU33500-MONOMER,85.90044132,62.920251000633336,19381.931858984535
BSU37080-MONOMER,48.627362520000005,35.2037398757362,10839.058313620126
BSU28870-MONOMER,19.61264324,15.578682113292455,4844.78525165795
BSU03220-MONOMER,51.14864902000001,48.808506284910436,15194.443900323093
BSU28790-MONOMER,60.9900188,74.5865465854344,23649.74181823376
BSU21810-MONOMER,19.17041664,14.04192351331587,4315.242824629565
BSU38020-MONOMER,29.00685862,20.93763772884039,6442.888857438505
BSU17680-MONOMER,32.7987865,24.02441532760433,7396.685290603205
BSU38240-MONOMER,54.246607620000006,41.81664595542752,12866.20709096352
BSU01050-MONOMER,12.609215960000002,11.97854590026835,3769.969743893714
BSU37120-MONOMER,30.38814384,22.971466577764545,7083.013486597969
BSU22710-MONOMER,42.80125712,30.347050300985913,9340.221582711494
BSU08790-MONOMER,65.91182250000001,47.43571023231944,14620.376815724696
BSU12390-MONOMER,54.85964862,73.17262674862852,23261.85207903829
BSU16490-MONOMER,27.834718900000006,20.03221288773293,6169.382996811258
CPLX8J2-11,126.57674858000001,90.82539894586665,27941.098265012042
BSU35300-MONOMER,95.50845036,72.80918248576361,22512.943029694532
BSU30960-MONOMER,39.228317960000005,53.91267966267915,17177.878157051127
BSU29750-MONOMER,158.12769616,113.46484444609982,34936.70833479644
BSU39060-MONOMER,45.302264560000005,35.404804525745305,10888.356843736405
BSU29120-MONOMER,67.0057024,61.511062656434504,19225.598875832464
BSU07990-MONOMER,30.466653280000003,22.056309069039862,6783.893696887854
BSU17710-MONOMER,6.84589288,4.999873138129581,1537.654656636205
BSU00180-MONOMER,17.749391080000002,13.947271681520398,4323.2366103421045
BSU15720-MONOMER,17.768140920000004,12.787453784154392,3934.7636367489313
BSU06430-MONOMER,42.306157899999995,67.25422055114159,21540.356185577428
BSU01100-MONOMER,15.106443980000002,10.743020210229501,3307.989544534711
BSU24160-MONOMER,31.39017626,31.962109882463437,9971.22019621754
BSU38190-MONOMER,58.57368032,47.400465075442895,14720.131807402899
BSU03050-MONOMER,34.92333240000001,30.12329767841113,9265.555097526092
BSU22600-MONOMER,45.2364929,60.43357872492835,19262.74352780808
BSU13110-MONOMER,206.80678176000004,150.15859726616407,46174.15044877425
BSU28470-MONOMER,43.79025474,31.04827177299896,9553.75730571274
BSU15730-MONOMER,34.629536879999996,25.070025293667385,7714.620979012174
BSU34790-MONOMER,34.377497979999994,24.594335874203743,7563.343906276198
BSU29680-MONOMER,64.87710052,47.65944366073554,14676.25099734666
BSU24150-MONOMER,40.943506199999995,38.63372781581204,12021.36000909655
BSU15220-MONOMER,39.94489944,65.9706957387918,21211.087472379728
BSU16510-MONOMER,26.07969284,18.546698854318834,5706.781806603046
BSU01190-MONOMER,30.17466084,21.458855020421602,6613.826606559263
BSU16960-MONOMER,58.899472200000005,41.50985122995691,12790.221627802248
BSU21690-MONOMER,20.17716316,14.60724099570037,4499.936101769291
BSU18220-MONOMER,27.87409464,39.853627973619936,12688.154422750527
BSU00140-MONOMER,25.43645814,21.18097690709123,6587.703877311026
BSU40330-MONOMER,51.639844079999996,49.93792855453944,15635.519773387976
BSU33930-MONOMER,42.173648,41.593092886874786,13021.932261263844
BSU11670-MONOMER,40.929304800000004,46.91169733153948,14860.058011272098
BSU32000-MONOMER,27.44888102,60.6683608334752,19671.771746507144
BSU10120-MONOMER,39.63918522,39.34709866451512,12358.680154174452
BSU28090-MONOMER,101.70279146000001,79.4831668203904,24636.79417586523
BSU00780-MONOMER,108.10652880000002,310.4034863818438,101045.95763703693
BSU36900-MONOMER,45.47584296,32.63128201330815,10045.145670023097
BSU29140-MONOMER,83.43398,65.56148215370433,20210.715258116692
BSU15610-MONOMER,28.51241106,35.65909114780544,11318.479111890198
BSU18210-MONOMER,56.17341672,55.16057503542283,17245.3895634791
BSU33960-MONOMER,50.41973854,39.081688098943474,12032.84436680108
BSU29600-MONOMER,46.62139934,36.43573994327076,11203.393287107456
BSU28680-MONOMER,50.92179292000001,36.539034292500304,11244.07436376489
BSU13170-MONOMER,17.15120434,12.489746943545823,3842.0862352292174
BSU23860-MONOMER,103.25821296000001,85.76308143071054,26703.499280676257
BSU22410-MONOMER,13.898836240000003,9.85458631081549,3034.293363473
BSU01200-MONOMER,10.460994779999998,7.684763766515172,2363.1356706111815
BSU24090-MONOMER,31.748384580000003,27.655531110281096,8533.986565590816
BSU17460-MONOMER,50.12530616,38.53280434506774,11896.922717535135
BSU14400-MONOMER,67.16908824,56.647956906271205,17602.425111456312
BSU34880-MONOMER,26.521697259999996,18.804477601211637,5785.491424137643
BSU13850-MONOMER,68.54869996,50.06429542375607,15414.40004095584
BSU28270-MONOMER,39.82664194,46.582053674801465,14747.396394840845
BSU39420-MONOMER,23.25423962,26.950697017048334,8539.375716256309
BSU10220-MONOMER,45.92430582,35.499229034615645,10917.599709801529
BSU19350-MONOMER,34.26387080000001,26.704971268801778,8230.309154839346
BSU01330-MONOMER,17.630452839999997,12.613171529048818,3882.757180886801
BSU37500-MONOMER,62.64889224,54.43889724747588,16945.868526861505
BSU01110-MONOMER,17.76350698,12.82199768038748,3945.912552545771
BSU16690-MONOMER,77.30337193999999,54.9746643333005,16929.222617171556
BSU16570-MONOMER,63.27981401999999,45.136681509366305,13903.030082484394
BSU04340-MONOMER,63.12157314,45.83141229350746,14091.15825311209
CPLX-9084,39.63918522,39.34709866451512,12358.680154174452
BSU02140-MONOMER,49.812219039999995,42.9657824453241,13341.545077334218
BSU38110-MONOMER,28.314511040000003,25.086981199568804,7839.523937699729
BSU19630-MONOMER,25.37047048,18.150531857632622,5578.61523557933
BSU22880-MONOMER,42.37325588,29.77251786665108,9172.521232838822
BSU06230-MONOMER,51.6405052,39.25711014611999,12078.093537296416
BSU15140-MONOMER,35.30186,37.827005654636295,11956.35541527469
BSU22370-MONOMER,86.15079276,62.36879693329288,19184.567136096724
BSU35670-MONOMER,33.05953978,24.074419366534507,7409.155248263763
BSU36760-MONOMER,46.68814094,33.50116885200489,10313.787170013205
BSU18250-MONOMER,61.42090040000001,63.19486731899222,19875.4698865063
BSU35740-MONOMER,15.268323919999998,29.51395993682159,9536.362710636282
BSU04620-MONOMER,13.724664820000001,9.906693576007797,3044.662174325616
BSU37760-MONOMER,51.737050239999995,53.893270823672395,16945.433985168896
BSU04470-MONOMER,45.44479082,44.91611211374012,14067.874225371144
BSU09280-MONOMER,114.96220471999999,114.36023577769087,35850.662217418525
BSU35010-MONOMER,42.60679314,36.65985110148361,11434.32827320882
BSU02430-MONOMER,36.17715390000001,32.67052564778043,10214.703562604715
BSU18470-MONOMER,40.3475224,32.306887747501925,10035.661139303398
BSU06150-MONOMER,38.24851756,33.8886247967889,10591.02317581114
BSU10130-MONOMER,35.32621449999999,36.1205224307442,11388.38906813875
BSU40890-MONOMER,8.85336948,10.034140272553488,3181.2939331213943
BSU26860-MONOMER,46.7319973,36.42252366974902,11214.323946186743
BSU09540-MONOMER,21.933602920000006,17.889974697520397,5513.79360759306
BSU03060-MONOMER,57.61635672,45.888589525192515,14131.082372777768
BSU30820-MONOMER,64.07715338,65.51792454185905,20628.87531026132
BSU09840-MONOMER,57.513838240000005,41.88238161761817,12908.013703790628
BSU29020-MONOMER,37.47364212,28.40755262833514,8762.261101169053
BSU17660-MONOMER,16.406556899999998,11.87751363497279,3657.5058352164306
BSU19520-MONOMER,46.814853580000005,36.28744533373115,11176.467072322335
BSU16650-MONOMER,13.39029146,28.82469120513038,9342.534887998585
BSU00130-MONOMER,48.82782992,35.036506956425754,10771.190567545307
BSU12020-MONOMER,35.988242080000006,37.104400715814165,11690.466341380306
BSU39260-MONOMER,53.26915572,48.67376599028294,15245.080586313376
BSU31660-MONOMER,13.630065260000002,32.712350023303166,10609.826571829797
BSU09300-MONOMER,62.56979176000001,45.29735027870524,13947.621332928507
BSU29010-MONOMER,13.86449308,15.151867890084821,4790.238307096393
BSU32680-MONOMER,16.1622897,11.183710027340519,3440.6275832928386
BSU31600-MONOMER,89.54695362,70.55593776612298,21691.565332933347
BSU33420-MONOMER,75.23404528,57.19291844370142,17577.592273475573
BSU39450-MONOMER,38.41847546,33.21997455918745,10324.591370673903
BSU22490-MONOMER,117.89716607999999,163.78951466267944,52371.43220263235
BSU03900-MONOMER,47.23936968,40.44435872416426,12589.485118764533
BSU29790-MONOMER,48.3458773,35.30923686488922,10861.007960053521
BSU16020-MONOMER,20.19587808,14.749986609947074,4540.229870926325
BSU40850-MONOMER,40.415900400000005,29.08669290934389,8954.619491679567
BSU31060-MONOMER,53.644113239999996,38.60683129073498,11868.479447782347
BSU02460-MONOMER,34.035704599999995,57.73554100382074,18580.619174951247
BSU13550-MONOMER,38.84878062000001,33.01216654899244,10285.420067834822
BSU37100-MONOMER,45.993760800000004,33.19906902132997,10217.583565344832
BSU24310-MONOMER,30.678831319999997,23.64914386207144,7324.963880417758
BSU14870-MONOMER,34.09658214,26.79271037380603,8254.43760055356
BSU39780-MONOMER,35.159390800000004,28.75246078523148,8941.37465636478
BSU27320-MONOMER,17.13003062,11.962935290774231,3686.107263511953
BSU06310-MONOMER,51.0920932,39.71179687003816,12211.781714237277
BSU39760-MONOMER,53.44247136,76.2966420843746,24421.267217850276
BSU01010-MONOMER,20.123881840000003,14.697404416107325,4525.277917070929
BSU01580-MONOMER,51.1752277,39.012532171920846,12008.337221694223
BSU16630-MONOMER,78.51840793999999,67.22415389297858,20999.663189257004
BSU01780-MONOMER,130.35703244,93.81592228873514,28915.085690625932
BSU14180-MONOMER,24.95337644,17.798924070788615,5484.810250072284
BSU32510-MONOMER,36.74145376,44.148765735120975,14020.216854084481
BSU16040-MONOMER,13.402735840000002,9.788639711210704,3012.726545756378
BSU32100-MONOMER,44.93111927999999,32.719469640315225,10073.62704666809
BSU36000-MONOMER,28.787911960000002,28.02329881201615,8818.465252938106
BSU40320-MONOMER,32.13935064,35.12362061566214,11122.667364590705
BSU38550-MONOMER,40.14829784,29.322164315232744,9032.252928882543
BSU25160-MONOMER,34.94857598,25.300993392789966,7788.55677493146
BSU25500-MONOMER,42.87316454,72.26961230900186,23266.109661004022
BSU37070-MONOMER,7.44951356,5.345413345105877,1646.325878438756
BSU23920-MONOMER,55.480202559999995,40.40145966513878,12436.20890588489
BSU38860-MONOMER,36.99416878,26.545239752233055,8173.284519270141
BSU06730-MONOMER,51.810789660000005,37.61886062143941,11593.940374983495
BSU40070-MONOMER,46.65662590000001,47.40722597173096,14819.192668418355
BSU30980-MONOMER,73.65225386000002,73.58070533346337,23069.945721334636
BSU02290-MONOMER,29.69040418,25.86285593233197,8066.0592609172145
BSU30950-MONOMER,55.838610460000005,61.26159381266695,19315.81173636538
BSU15560-MONOMER,23.517612140000004,51.87905164732371,16667.620451761602
BSU25020-MONOMER,22.348377399999997,16.036122873427264,4938.920974373807
BSU17150-MONOMER,46.77069978,342.53558721382666,111499.22561259355
BSU31980-MONOMER,119.83716319999999,156.26304797929117,49833.41560501497
BSU13130-MONOMER,45.23599428,36.7999300158247,11431.622314812728
BSU11880-MONOMER,42.48168896,35.10280258551994,10935.694501398022
BSU36010-MONOMER,61.98798306,48.048543883494546,14886.662162990235
BSU20020-MONOMER,16.1493236,11.691289794910464,3596.1089044656123
BSU01400-MONOMER,4.31641302,3.2077025271160204,988.153964382211
BSU37790-MONOMER,46.55079894,33.60114850636684,10354.138822349109
BSU22440-MONOMER,36.18204214,44.711045508331516,14254.744965680084
BSU12910-MONOMER,30.191174619999998,21.728117301682513,6687.264058629736
BSU34890-MONOMER,23.299486140000003,16.917327981366636,5213.971635345271
BSU33440-MONOMER,67.22019274,48.80734453627999,15041.179495682623
BSU01170-MONOMER,22.40375266,15.980310057634366,4918.401732475006
BSU37010-MONOMER,40.217580739999995,27.82908667930355,8572.906765446418
BSU22070-MONOMER,21.03488618,18.54744065870271,5703.0753978428975
BSU01320-MONOMER,12.978702920000002,9.091488118797873,2794.550890558147
BSU00990-MONOMER,5.50439656,3.8792653615033,1192.96943029597
BSU38560-MONOMER,48.7017474,43.98111835777726,13745.076834310465
BSU18480-MONOMER,32.03284552,23.05353911285599,7099.810910916673
BSU14530-MONOMER,61.50688415999999,45.57711653813321,14053.066649491842
BSU34920-MONOMER,23.608758019999996,16.990854779985295,5222.465447999037
CPLX8J2-131,52.909295619999995,38.07799451496653,11719.340918382713
BSU09240-MONOMER,24.66074542,17.80054022710026,5486.422457386593
BSU09530-MONOMER,37.2987088,28.593084152458406,8806.509422872334
BSU25790-MONOMER,38.321181040000006,35.914189904255444,11187.263628687877
BSU12920-MONOMER,30.15120132,40.730482017963766,13021.22581978487
BSU01350-MONOMER,15.396571419999999,10.785187626064626,3323.173540392436
BSU12330-MONOMER,36.75691453999999,65.56518694549017,21053.14122912051
BSU31640-MONOMER,18.38172996,36.23778193221358,11692.451049362475
BSU05860-MONOMER,32.431597100000005,49.965990092925765,16041.346899203367
BSU01440-MONOMER,13.625464540000001,9.486430152912089,2920.3715550330758
BSU31630-MONOMER,53.48456018,59.70537422930044,18812.024218084774
BSU33400-MONOMER,31.51932718,22.751179732941125,7009.153151489034
BSU32410-MONOMER,48.31339158,34.770394087183085,10703.578191845263
BSU11200-MONOMER,43.257444400000004,54.19223207817474,17217.52819043859
BSU21680-MONOMER,16.598309020000002,11.874755609590926,3659.210627379054
BSU26600-MONOMER,17.83725524,18.846903012344637,5949.041800272927
BSU39700-MONOMER,38.33606648,66.74704577081123,21512.751156067596
BSU31650-MONOMER,10.246333379999998,30.687289874090588,9980.398883984784
BSU37660-MONOMER,34.645952859999994,24.71251478925157,7607.48032090039
BSU35290-MONOMER,42.173779520000004,40.15432192278802,12636.187262787429
BSU23850-MONOMER,55.61713692,40.38257929838685,12427.31060930325
BSU11650-MONOMER,27.40518702,38.59880879968627,12342.001379540592
BSU06470-MONOMER,24.771790959999997,56.4945437191441,18255.714659566285
BSU34570-MONOMER,88.24906662,64.0760227538655,19745.86286637316
BSU01260-MONOMER,13.16319032,9.30492770716746,2862.7605717690444
BSU00410-MONOMER,20.673561799999998,18.272928359260455,5716.919913716281
BSU34900-MONOMER,21.54141452,15.686759415101438,4821.125522425936
BSU18540-MONOMER,45.38729494,35.76160916371003,11004.796007212552
BSU20250-MONOMER,50.512134620000005,36.46050713174321,11204.86409322162
BSU06490-MONOMER,51.682156219999996,72.24064758868377,23063.60173570244
BSU05990-MONOMER,29.062724579999998,22.96110838010896,7064.5494509604805
BSU01420-MONOMER,13.94091096,9.795235509148036,3015.8072305425326
BSU28140-MONOMER,29.10591464,43.78713996624629,14035.862654080887
BSU39540-MONOMER,37.114550560000005,27.81876495866501,8585.780346910813
BSU07920-MONOMER,37.51402008,32.51789814932382,10101.506337260675
BSU04360-MONOMER,45.693102980000006,35.320510545047554,10874.472486904617
CPLX8J2-124,1047.4978972200001,1607.1346627614178,515884.5152865012
CPLX8J2-125,37.114550560000005,27.81876495866501,8585.780346910813
CPLX8J2-126,275.59384847999996,213.03248841841025,65652.53146278887
BSU06240-MONOMER,37.324216979999996,27.10042687226207,8335.676994091307
BSU02480-MONOMER,49.2523191,68.8442527800652,21979.250986881652
BSU11870-MONOMER,41.689841920000006,34.89299268747277,10868.472947169654
CPLX-7445,44.032960040000006,39.764873552822806,12439.413905478645
CPLX8J2-13,76.73720934,63.73555521381455,19748.353329238224
CPLX8J2-12,110.22954212000002,79.56553483296543,24522.37684637856
CPLX8J2-15,116.23600332,85.38826808190734,26272.829273634696
CPLX8J2-18,54.741261079999994,39.27970130508184,12080.266251665962
BSU23280-MONOMER,39.30082366,40.35211046474135,12712.766946505393
BSU01130-MONOMER,43.56858543999999,31.07691442009225,9560.881134100813
BSU16750-MONOMER,37.8355739,38.84766565499723,12232.667970649845
BSU18800-MONOMER,33.45296772,24.218248999252527,7463.020813743495
BSU31610-MONOMER,15.29184916,33.83112352175619,10949.893402562882
BSU39380-MONOMER,35.04928343999999,47.3471751173142,15095.083592247413
BSU15110-MONOMER,33.28058644,31.11923255408799,9754.484956403126
BSU01770-MONOMER,48.4123067,43.61649864229345,13673.294080957283
BSU10790-MONOMER,70.56506350000001,51.3864664369244,15830.927208717443
BSU16760-MONOMER,42.94269336,42.16840985682941,13250.329391793297
BSU07810-MONOMER,65.15489156,56.6164910501101,17644.23965561176
BSU29620-MONOMER,30.464021940000002,22.249288390442388,6847.462315256281
BSU10520-MONOMER,44.9145929,48.797768905252724,15347.48539854625
BSU10140-MONOMER,51.20533432,45.696083391251456,14275.308716860696
BSU01290-MONOMER,7.12858254,5.312741346966462,1635.975957266015
BSU34870-MONOMER,27.28781132,19.58042355569042,6023.739419588521
BSU38060-MONOMER,28.462308559999997,22.18328269958836,6826.417055711443
BSU40190-MONOMER,74.46992204,54.547638111650116,16810.280614258172
CPLX-5322,15.268323919999998,29.51395993682159,9536.362710636282
BSU02340-MONOMER,44.619411379999995,34.585699355187664,10642.784329532717
BSU03280-MONOMER,53.86527296,50.94139094377373,15989.685869010169
BSU29470-MONOMER,43.1247833,31.312111298410912,9650.782621525246
BSU24170-MONOMER,41.17579508,38.765109207720556,12069.93056128842
BSU22670-MONOMER,36.01136498,50.10584715014745,15992.383815634052
BSU23070-MONOMER,57.11771285999999,41.228524447595206,12681.782349245119
BSU36030-MONOMER,49.55701986,39.364049477354435,12128.473821221836
BSU30800-MONOMER,29.89358352,44.58964435084566,14261.49451488626
BSU23260-MONOMER,44.1067887,43.02935612065772,13534.622989485195
BSU24900-MONOMER,5.90982978,4.152395397988865,1278.3679697061355
BSU22690-MONOMER,14.51480896,10.507984239607595,3236.2569302681777
BSU22830-MONOMER,37.43270974,27.019558581381993,8314.736485711628
BSU21770-MONOMER,46.640659760000005,34.95894552954288,10801.957460220896
BSU30830-MONOMER,52.785886500000004,63.09017710129427,20067.913066652294
BSU29060-MONOMER,22.008147080000004,15.651199526716374,4817.037848170452
BSU33490-MONOMER,75.40038358,54.907614164690656,16903.86137624407
BSU02640-MONOMER,27.711080539999998,22.01141934137913,6773.310800464569
BSU04570-MONOMER,49.708161759999996,35.77418842315612,11022.41808664299
BSU01240-MONOMER,7.71896168,5.47291678180369,1681.9866158684706
CPLX8J2-113,107.11232055999999,84.16765558632464,25988.585291088235
CPLX8J2-119,125.0194037,95.30633722926474,29313.432011360517
BSU34550-MONOMER,25.09144854,18.111428972875142,5577.618364938529
CPLX000-1,120.68092071999999,97.91778618858746,30334.148685640364
CPLX000-2,181.08862506,138.04971914413508,42562.18935462242
CPLX000-3,181.08862506,138.04971914413508,42562.18935462242
CPLX000-4,201.95603582,158.6947792523598,49239.51862017803
CPLX000-5,164.25064178,130.4672962171769,40512.67467469362
CPLX000-6,136.57457383999997,117.22062934343926,36499.41671602862
CPLX000-7,115.57177354000001,112.74860736230991,35264.86380800447
CPLX000-8,79.16248458,58.49125844763529,17990.61921865284
CPLX000-9,239.54822966000003,174.95318430450374,53857.18037731336
CPLX000-10,120.36114721999998,88.16198703327663,27139.361354505683
CPLX000-11,119.74940928000001,97.41733217277142,30253.80762786598
CPLX000-13,143.7666446,120.02126867922303,37336.69474580685
CPLX000-12,144.38927410000002,137.78320498021054,43155.15345817955
CPLX000-15,138.03439903999998,99.04685893505317,30464.074641299794
CPLX000-16,105.4471455,76.56323124053193,23551.61201271748
CPLX000-14,139.04132336,99.76937949351495,30705.50899007188
CPLX000-17,140.86659303999997,101.6798727434039,31278.987575133215
CPLX000-19,142.35657892,106.70166146544133,32838.48817991174
CPLX000-18,107.42044223999999,80.7447635876966,24879.25487648422
CPLX000-20,164.54063327999998,138.76756328851448,43208.2418935075
CPLX000-21,139.26923832,117.15761387709355,36492.162488619346
CPLX000-22,140.23171998,115.27601455570577,35816.80768784051
CPLX000-23,147.61335859999997,108.75319467315923,33444.47298583231
CPLX000-25,180.12086119999998,135.39151442248158,41837.717443421694
CPLX000-24,201.59957246,168.30215742433865,52465.78813152001
CPLX000-27,180.12086119999998,135.39151442248158,41837.717443421694
CPLX000-26,182.62739472,148.5691969777213,46131.06253154064
CPLX000-28,182.62739472,148.5691969777213,46131.06253154064
CPLX000-29,180.12086119999998,135.39151442248158,41837.717443421694
CPLX000-30,182.62739472,148.5691969777213,46131.06253154064
CPLX000-31,146.39967593999998,115.03921713249696,35688.10445949612
CPLX000-32,182.62739472,148.5691969777213,46131.06253154064
CPLX000-33,180.12086119999998,135.39151442248158,41837.717443421694
CPLX000-34,182.62739472,148.5691969777213,46131.06253154064
CPLX000-35,182.62739472,148.5691969777213,46131.06253154064
CPLX000-36,180.12086119999998,135.39151442248158,41837.717443421694
CPLX000-37,180.12086119999998,135.39151442248158,41837.717443421694
CPLX000-38,182.62739472,148.5691969777213,46131.06253154064
CPLX000-39,182.62739472,148.5691969777213,46131.06253154064
CPLX000-40,180.12086119999998,135.39151442248158,41837.717443421694
CPLX000-41,180.12086119999998,135.39151442248158,41837.717443421694
CPLX000-42,182.62739472,148.5691969777213,46131.06253154064
CPLX000-43,182.62739472,148.5691969777213,46131.06253154064
CPLX000-44,180.12086119999998,135.39151442248158,41837.717443421694
CPLX000-45,180.12086119999998,135.39151442248158,41837.717443421694
CPLX000-46,182.62739472,148.5691969777213,46131.06253154064
CPLX000-47,180.12086119999998,135.39151442248158,41837.717443421694
CPLX000-49,146.39967593999998,115.03921713249696,35688.10445949612
CPLX000-48,182.62739472,148.5691969777213,46131.06253154064
CPLX000-50,182.62739472,148.5691969777213,46131.06253154064
CPLX000-51,182.62739472,148.5691969777213,46131.06253154064
CPLX000-52,180.12086119999998,135.39151442248158,41837.717443421694
CPLX000-53,156.3670745,121.87117609342282,37564.10496404734
CPLX000-54,130.16070338,114.21365672681756,35648.890922638944
CPLX000-55,141.12306072,115.70780129944528,35953.91859179441
CPLX000-56,122.2896265,101.30921534360623,31473.834070005123
CPLX000-57,87.28645233999998,63.93547467036015,19681.643114259736
CPLX000-58,168.41017852,122.279530471368,37621.31253007501
CPLX000-59,168.41017852,122.279530471368,37621.31253007501
CPLX000-60,168.41017852,122.279530471368,37621.31253007501
CPLX000-61,136.57457383999997,117.22062934343926,36499.41671602862
CPLX000-62,121.49764432,105.57565406916844,32954.87432064832
CPLX000-63,119.70385636000002,96.86976184166147,30035.20506595971
CPLX000-64,292.98441966,230.84861789600455,71231.87577512424
CPLX000-66,371.2811181,279.0810154977832,85907.24271652036
CPLX000-65,449.35149416,352.1371488239456,108630.79474511943
CPLX000-67,160.34025266,119.4972892731395,36820.07203382598
CPLX000-69,122.10240789999997,108.70487432056548,33994.6209703726
CPLX000-68,233.20836116000004,184.74438393246163,56969.97419681024
BSU12290-MONOMER_mod_mg2_mod_fad_mod_cu,42.650542962,32.60483706798831,10077.214800235774
CPLX000-70,92.41422994,68.47971873848243,21105.268699843826
BSU18000-MONOMER_mod_4fe4s,198.69837687999998,143.00012155348725,44041.694418454616
BSU00770-MONOMER_mod_mg2,62.03107436,98.21415196384945,31568.297690214356
BSU30970-MONOMER_mod_mg2,170.40466528000002,224.74471844797884,71604.15231509093
BSU15200-MONOMER_mod_mg2_mod_k,49.72571,71.5206177277814,22913.719847046763
BSU22870-MONOMER_mod_fmn,37.67245668099999,26.79094855339862,8242.651627691068
BSU30210-MONOMER_mod_mg2,50.362342600000005,82.20901186216707,26338.425863791974
BSU22620-MONOMER_mod_pydx5p,80.29186636099999,113.42942895033568,36254.248896461315
BSU31990-MONOMER_mod_mg2,43.4670373,71.78765581053155,23106.165293202055
BSU21870-MONOMER_mod_4fe4s,119.05389988000002,85.42736382447112,26258.83743425236
BSU11010-MONOMER_mod_zn2_mod_cbl1,67.90963336,48.72869315560938,15006.53136100023
BSU09310-MONOMER_mod_mg2,64.68976488000001,46.28032575283974,14253.422350142097
BSU24270-MONOMER_mod_thmpp,139.516882362,101.89565111006362,31351.735944909396
BSU06480-MONOMER_mod_mg2,80.19837655999999,89.01324238193159,28118.420510849362
BSU12080-MONOMER_mod_ca2,36.93889359999999,29.02616671929091,8938.169139784031
BSU14390-MONOMER_mod_mg2,65.60599728,69.17961608110787,21868.04900784482
BSU31200-MONOMER_mod_mg2,54.77454224,54.60453108550558,17156.320394399958
BSU17610-MONOMER_mod_mg2,110.87594796,84.99718656491076,26206.0783886508
BSU30560-MONOMER_mod_mg2,58.299608060000004,42.33027221329723,13027.494065949042
BSU29450-MONOMER_mod_mg2,179.25089736000004,130.5330111547086,40149.47305180778
BSU16920-MONOMER_mod_mg2,21.38572796,20.452895310126564,6385.350655437011
BSU34910-MONOMER_mod_mn2,92.585447378,65.84258569864924,20290.767065897006
BSU11610-MONOMER_mod_mg2,180.09019935999999,131.9122506515814,40550.086643653915
BSU29220-MONOMER_mod_mn2,262.037433258,188.0254839961126,57934.966064029824
BSU23570-MONOMER_mod_cobalt2,209.97091512,168.12697240170797,52182.866894388666
BSU38290-MONOMER_mod_mg2,23.72526508,23.803400904757126,7515.627133557041
BSU27600-MONOMER_mod_mn2,84.931969258,63.11640965762513,19482.881816305144
BSU39370-MONOMER_mod_zn2,45.547310519999996,53.46731446942531,16942.891728503393
BSU00510-MONOMER_mod_mn2_mod_pi,34.938488699000004,28.49730986169929,8857.005736290086
BSU12300-MONOMER_mod_zn2,54.59741726000001,77.94548974648086,24878.25732490097
BSU27850-MONOMER_mod_4fe4s,83.31586688,80.03700385967713,25147.790565757987
BSU05900-MONOMER_mod_mg2,35.91605928,26.077989488139277,8022.305480198355
BSU14520-MONOMER_mod_mn2,125.83155573799999,90.55900731723384,27909.70622882395
BSU25300-MONOMER_mod_zn2,29.699725,28.340909136344795,8902.967060493262
BSU11220-MONOMER_mod_pydx5p,82.190910721,105.4211463337354,33521.75589095652
BSU02130-MONOMER_mod_ca2,66.00771272000001,60.45415596549637,18916.856313933127
BSU19710-MONOMER_mod_zn2,97.08120664,70.48887703734175,21667.66199982813
BSU01370-MONOMER_mod_mg2,24.154651620000003,17.074681870581312,5253.494850474385
BSU00280-MONOMER_mod_mg2,23.906683340000004,17.205266984266117,5299.678119149415
